Central Connecticut,164,Rutgers,2115
1:18,2115,Tyler Kohl Turnover.,57,65
1:18,164,Rutgers  Timeout,57,65
1:11,164,Geo Baker Turnover.,57,65
1:11,2115,Tyler Kohl Steal.,57,65
1:07,2115,Mustafa Jones made Layup. Assisted by Eric Bowles.,59,65
0:34,164,Corey Sanders missed Three Point Jumper.,59,65
0:34,2115,Tyler Kohl Defensive Rebound.,59,65
0:31,164,Foul on Geo Baker.,59,65
0:31,2115,Eric Bowles missed Free Throw.,59,65
0:31,2115,Central Connecticut Deadball Team Rebound.,59,65
0:31,2115,Eric Bowles missed Free Throw.,59,65
0:31,2115,Tyler Kohl Offensive Rebound.,59,65
0:31,2115,Tyler Kohl made Layup.,61,65
0:25,2115,Foul on Joe Hugley.,61,65
0:25,164,Mike Williams missed Free Throw.,61,65
0:25,164,Rutgers Deadball Team Rebound.,61,65
0:25,164,Mike Williams missed Free Throw.,61,65
0:25,164,Eugene Omoruyi Offensive Rebound.,61,65
0:22,2115,Foul on Eric Bowles.,61,65
0:22,164,Geo Baker made Free Throw.,61,66
0:22,164,Geo Baker made Free Throw.,61,67
0:12,2115,Joe Hugley missed Three Point Jumper.,61,67
0:12,164,Corey Sanders Defensive Rebound.,61,67
0:09,164,Mike Williams made Layup. Assisted by Corey Sanders.,61,69
0:03,2115,Tyler Kohl made Three Point Jumper.,64,69
0:03,2115,Central Connecticut  Timeout,64,69
0:03,2115,Foul on Joe Hugley.,64,69
0:03,164,Geo Baker made Free Throw.,64,70
0:03,164,Geo Baker made Free Throw.,64,71
0:00,2115,Tyler Kohl made Three Point Jumper.,67,71
0:00,164,End of Game,67,71
