Southern Utah,68,Boise State,253
11:06,68,Foul on Marcus Dickinson.,14,11
11:06,68,Official TV Timeout,14,11
10:38,253,Jadon Cohee missed Three Point Jumper.,14,11
10:38,68,Christian Sengfelder Defensive Rebound.,14,11
10:25,68,Alex Hobbs made Layup.,14,13
10:00,253,Jacob Calloway missed Three Point Jumper.,14,13
10:00,68,Marcus Dickinson Defensive Rebound.,14,13
9:42,68,Justinian Jessup missed Jumper.,14,13
9:42,253,Christian Musoko Defensive Rebound.,14,13
9:17,253,Jadon Cohee Turnover.,14,13
9:16,68,Robin Jorch Steal.,14,13
9:10,68,Christian Sengfelder missed Three Point Jumper.,14,13
9:10,253,Dre Marin Defensive Rebound.,14,13
8:55,68,Foul on Chandler Hutchison.,14,13
8:51,253,Dre Marin missed Jumper.,14,13
8:51,68,Robin Jorch Block.,14,13
8:49,68,Robin Jorch Defensive Rebound.,14,13
8:45,68,Justinian Jessup made Three Point Jumper. Assisted by Chandler Hutchison.,14,16
8:14,253,Dre Marin made Three Point Jumper. Assisted by Jadon Cohee.,17,16
7:56,68,Official TV Timeout,17,16
7:56,253,Foul on Dre Marin.,17,16
7:51,68,Justinian Jessup made Jumper.,17,18
7:34,253,James McGee missed Three Point Jumper.,17,18
7:34,68,Marcus Dickinson Defensive Rebound.,17,18
7:23,68,Alex Hobbs made Jumper.,17,20
6:56,253,Jadon Cohee made Jumper.,19,20
6:37,68,Alex Hobbs made Jumper.,19,22
6:19,253,Jamal Aytes missed Jumper.,19,22
6:19,68,Zach Haney Defensive Rebound.,19,22
6:07,68,Justinian Jessup made Three Point Jumper. Assisted by Chandler Hutchison.,19,25
5:55,253,Southern Utah  Timeout,19,25
5:34,253,Jacob Calloway missed Jumper.,19,25
5:34,68,Zach Haney Block.,19,25
5:33,68,Zach Haney Defensive Rebound.,19,25
5:28,68,Justinian Jessup made Three Point Jumper. Assisted by Chandler Hutchison.,19,28
5:05,253,Jamal Aytes made Layup. Assisted by Brandon Better.,21,28
4:47,68,Zach Haney missed Three Point Jumper.,21,28
4:47,253,Jadon Cohee Defensive Rebound.,21,28
4:34,253,Jamal Aytes made Jumper.,23,28
4:16,68,Zach Haney missed Jumper.,23,28
4:16,253,Brandon Better Defensive Rebound.,23,28
4:08,253,Jamal Aytes made Jumper. Assisted by Brandon Better.,25,28
3:49,68,Justinian Jessup made Jumper.,25,30
3:23,253,Brandon Better missed Three Point Jumper.,25,30
3:23,68,Justinian Jessup Defensive Rebound.,25,30
3:05,68,Zach Haney missed Jumper.,25,30
3:05,253,Jadon Cohee Defensive Rebound.,25,30
2:51,68,Foul on Justinian Jessup.,25,30
2:51,68,Official TV Timeout,25,30
2:51,253,Jadon Cohee made Free Throw.,26,30
2:51,253,Jadon Cohee missed Free Throw.,26,30
2:51,68,Chandler Hutchison Defensive Rebound.,26,30
2:39,68,Chandler Hutchison made Three Point Jumper. Assisted by Alex Hobbs.,26,33
2:22,68,Foul on Alex Hobbs.,26,33
2:20,253,Jadon Cohee missed Jumper.,26,33
2:20,68,Chandler Hutchison Defensive Rebound.,26,33
2:12,68,Christian Sengfelder made Three Point Jumper. Assisted by Alex Hobbs.,26,36
1:51,253,Brandon Better missed Jumper.,26,36
1:51,68,Chandler Hutchison Defensive Rebound.,26,36
1:46,68,Alex Hobbs missed Layup.,26,36
1:46,253,Christian Musoko Block.,26,36
1:44,253,Christian Musoko Defensive Rebound.,26,36
1:39,68,Foul on Robin Jorch.,26,36
1:39,253,Jadon Cohee missed Free Throw.,26,36
1:39,253,Southern Utah Deadball Team Rebound.,26,36
1:39,253,Jadon Cohee made Free Throw.,27,36
1:18,68,Alex Hobbs made Layup.,27,38
0:55,253,Jamil Jackson Turnover.,27,38
0:54,68,Lexus Williams Steal.,27,38
0:51,68,Alex Hobbs made Layup. Assisted by Lexus Williams.,27,40
0:25,253,Christian Musoko made Jumper.,29,40
0:06,68,Robin Jorch made Layup. Assisted by Lexus Williams.,29,42
0:00,68,End of 1st half,29,42
19:42,68,Zach Haney missed Three Point Jumper.,29,42
19:42,253,Southern Utah Deadball Team Rebound.,29,42
19:40,68,Foul on Christian Sengfelder.,29,42
19:29,253,Christian Musoko Turnover.,29,42
19:29,68,Zach Haney Steal.,29,42
19:15,68,Christian Sengfelder made Layup.,29,44
19:15,253,Foul on Jacob Calloway.,29,44
19:15,68,Christian Sengfelder made Free Throw.,29,45
19:03,253,Jamal Aytes made Jumper.,31,45
18:42,68,Lexus Williams missed Three Point Jumper.,31,45
18:42,253,Christian Musoko Block.,31,45
18:39,253,Christian Musoko Defensive Rebound.,31,45
18:33,253,James McGee Turnover.,31,45
18:30,68,Chandler Hutchison Steal.,31,45
18:27,68,Zach Haney missed Jumper.,31,45
18:27,253,James McGee Defensive Rebound.,31,45
18:17,253,Jadon Cohee missed Layup.,31,45
18:17,68,Zach Haney Defensive Rebound.,31,45
18:05,68,Christian Sengfelder made Three Point Jumper. Assisted by Chandler Hutchison.,31,48
17:40,68,Foul on Christian Sengfelder.,31,48
17:40,253,Jamal Aytes made Free Throw.,32,48
17:40,253,Jamal Aytes made Free Throw.,33,48
17:30,253,Foul on Jamal Aytes.,33,48
17:30,253,Foul on James McGee.,33,48
17:30,253,Foul on Christian Musoko.,33,48
17:24,68,Chandler Hutchison missed Three Point Jumper.,33,48
17:24,253,Jamal Aytes Defensive Rebound.,33,48
17:16,253,Jamal Aytes made Jumper.,35,48
17:02,68,Lexus Williams made Layup.,35,50
16:47,253,Jamal Aytes missed Jumper.,35,50
16:47,68,Chandler Hutchison Defensive Rebound.,35,50
16:28,68,Christian Sengfelder missed Jumper.,35,50
16:28,253,Jamal Aytes Defensive Rebound.,35,50
16:17,253,James McGee missed Three Point Jumper.,35,50
16:17,68,Christian Sengfelder Defensive Rebound.,35,50
15:58,68,Alex Hobbs missed Jumper.,35,50
15:58,253,Southern Utah Defensive Rebound.,35,50
15:55,68,Official TV Timeout,35,50
15:42,68,Foul on Justinian Jessup.,35,50
15:40,253,James McGee made Three Point Jumper. Assisted by Dre Marin.,38,50
15:20,68,Marcus Dickinson Turnover.,38,50
15:19,253,James McGee Steal.,38,50
15:13,253,Jamal Aytes Turnover.,38,50
15:13,253,Foul on Jamal Aytes.,38,50
15:01,68,Christian Sengfelder made Three Point Jumper. Assisted by Alex Hobbs.,38,53
14:52,68,Foul on Marcus Dickinson.,38,53
14:44,253,Christian Musoko missed Layup.,38,53
14:44,68,Marcus Dickinson Defensive Rebound.,38,53
14:37,253,Foul on Christian Musoko.,38,53
14:37,68,Marcus Dickinson made Free Throw.,38,54
14:37,68,Marcus Dickinson made Free Throw.,38,55
14:13,253,Jadon Cohee missed Jumper.,38,55
14:13,68,Chandler Hutchison Defensive Rebound.,38,55
14:03,253,Foul on Elijah Graves.,38,55
14:03,68,Christian Sengfelder missed Free Throw.,38,55
14:03,253,Southern Utah Defensive Rebound.,38,55
13:44,253,Dre Marin missed Three Point Jumper.,38,55
13:44,68,Christian Sengfelder Defensive Rebound.,38,55
13:28,68,Christian Sengfelder missed Layup.,38,55
13:28,68,Robin Jorch Offensive Rebound.,38,55
13:25,68,Robin Jorch made Jumper.,38,57
13:08,253,Jamal Aytes made Layup. Assisted by Jadon Cohee.,40,57
12:46,253,Foul on Jamal Aytes.,40,57
12:46,68,Robin Jorch made Free Throw.,40,58
12:46,68,Robin Jorch made Free Throw.,40,59
12:30,68,Foul on Marcus Dickinson.,40,59
12:25,253,Jacob Calloway missed Three Point Jumper.,40,59
12:25,68,Boise State Defensive Rebound.,40,59
12:05,68,Robin Jorch made Jumper.,40,61
11:42,253,Christian Musoko made Jumper.,42,61
11:20,68,Christian Sengfelder made Layup. Assisted by Justinian Jessup.,42,63
11:04,253,Jadon Cohee Turnover.,42,63
11:04,253,Foul on Jadon Cohee.,42,63
11:04,68,Official TV Timeout,42,63
10:37,253,Foul on Dre Marin.,42,63
10:37,68,Lexus Williams made Free Throw.,42,64
10:37,68,Lexus Williams made Free Throw.,42,65
10:30,68,Foul on Alex Hobbs.,42,65
10:30,253,Brandon Better made Free Throw.,43,65
10:30,253,Brandon Better missed Free Throw.,43,65
10:30,68,Justinian Jessup Defensive Rebound.,43,65
10:15,68,Alex Hobbs made Jumper.,43,67
9:47,253,James McGee missed Jumper.,43,67
9:47,68,Alex Hobbs Defensive Rebound.,43,67
9:44,68,Alex Hobbs Turnover.,43,67
9:43,253,James McGee Steal.,43,67
9:41,253,James McGee made Layup.,45,67
9:37,68,Foul on Lexus Williams.,45,67
9:37,68,Lexus Williams Turnover.,45,67
9:36,253,Dre Marin Turnover.,45,67
9:24,68,Justinian Jessup missed Three Point Jumper.,45,67
9:24,253,Brandon Better Defensive Rebound.,45,67
8:59,253,James McGee missed Jumper.,45,67
8:59,68,Justinian Jessup Block.,45,67
8:58,253,Southern Utah Offensive Rebound.,45,67
8:55,253,Jamil Jackson Turnover.,45,67
8:54,68,Chandler Hutchison Steal.,45,67
8:43,253,Foul on James McGee.,45,67
8:43,68,Chandler Hutchison made Free Throw.,45,68
8:43,68,Chandler Hutchison made Free Throw.,45,69
8:25,68,Foul on Zach Haney.,45,69
8:25,253,Christian Musoko made Free Throw.,46,69
8:25,253,Christian Musoko made Free Throw.,47,69
8:03,68,Alex Hobbs Turnover.,47,69
7:45,68,Justinian Jessup missed Jumper.,47,69
7:45,253,Dre Marin Defensive Rebound.,47,69
7:37,253,Jamal Aytes missed Three Point Jumper.,47,69
7:37,68,Justinian Jessup Defensive Rebound.,47,69
7:16,68,Official TV Timeout,47,69
7:16,68,Justinian Jessup made Three Point Jumper. Assisted by Marcus Dickinson.,47,72
7:05,253,Jadon Cohee made Layup.,49,72
6:50,253,Jamal Aytes made Layup.,51,72
6:31,68,Justinian Jessup made Three Point Jumper.,51,75
5:58,253,Jadon Cohee made Layup.,53,75
5:37,68,Justinian Jessup made Three Point Jumper.,53,78
5:17,253,James McGee missed Three Point Jumper.,53,78
5:17,253,Jamal Aytes Offensive Rebound.,53,78
5:14,253,Jamal Aytes made Layup.,55,78
5:12,68,Foul on Robin Jorch.,55,78
5:12,253,Jamal Aytes made Free Throw.,56,78
5:02,253,Foul on Dre Marin.,56,78
5:02,68,Marcus Dickinson made Free Throw.,56,79
5:02,68,Marcus Dickinson missed Free Throw.,56,79
5:02,253,Jamal Aytes Defensive Rebound.,56,79
5:02,68,Foul on Robin Jorch.,56,79
5:02,253,Foul on Christian Musoko.,56,79
4:54,68,Marcus Dickinson made Three Point Jumper. Assisted by Robin Jorch.,56,82
4:40,253,Jamal Aytes missed Jumper.,56,82
4:40,68,Marcus Dickinson Defensive Rebound.,56,82
4:20,68,Alex Hobbs made Jumper.,56,84
3:54,253,Jadon Cohee missed Jumper.,56,84
3:54,68,Marcus Dickinson Defensive Rebound.,56,84
3:45,68,Christian Sengfelder Turnover.,56,84
3:45,253,Jamal Aytes Steal.,56,84
3:44,68,Official TV Timeout,56,84
3:24,253,Jadon Cohee made Three Point Jumper. Assisted by James McGee.,59,84
3:03,68,Robin Jorch made Layup. Assisted by Marcus Dickinson.,59,86
2:49,253,Jamal Aytes made Jumper. Assisted by Jadon Cohee.,61,86
2:32,68,Marcus Dickinson Turnover.,61,86
2:31,253,Brandon Better Steal.,61,86
2:27,68,Foul on David Wacker.,61,86
2:27,253,Jamal Aytes made Free Throw.,62,86
2:27,253,Jamal Aytes made Free Throw.,63,86
2:13,68,Casdon Jardine missed Three Point Jumper.,63,86
2:13,253,Brandon Better Defensive Rebound.,63,86
2:04,253,James McGee missed Three Point Jumper.,63,86
2:04,68,Cam Christon Defensive Rebound.,63,86
1:57,68,Cam Christon missed Three Point Jumper.,63,86
1:57,253,Dre Marin Defensive Rebound.,63,86
1:46,253,Dre Marin missed Layup.,63,86
1:46,68,Cam Christon Defensive Rebound.,63,86
1:39,68,Malek Harwell missed Three Point Jumper.,63,86
1:39,68,David Wacker Offensive Rebound.,63,86
1:34,68,Marcus Dickinson missed Three Point Jumper.,63,86
1:34,253,James McGee Defensive Rebound.,63,86
1:28,68,Foul on Malek Harwell.,63,86
1:28,253,Brandon Better missed Free Throw.,63,86
1:28,253,Southern Utah Deadball Team Rebound.,63,86
1:28,253,Brandon Better made Free Throw.,64,86
1:19,68,Cam Christon made Layup.,64,88
1:11,253,James McGee made Three Point Jumper.,67,88
0:48,68,Cam Christon Turnover.,67,88
0:47,253,Brandon Better Steal.,67,88
0:39,253,Christian Musoko Turnover.,67,88
0:39,253,Foul on Christian Musoko.,67,88
0:26,68,David Wacker made Dunk. Assisted by Cam Christon.,67,90
0:16,68,Foul on Malek Harwell.,67,90
0:16,253,Jadon Cohee made Free Throw.,68,90
0:16,253,Jadon Cohee made Free Throw.,69,90
0:16,253,Jadon Cohee missed Free Throw.,69,90
0:16,68,Derrick Alston Defensive Rebound.,69,90
0:00,68,End of Game,69,90
