Navy,2390,Miami,2426
13:03,2426,George Kiernan missed Layup.,7,18
13:03,2390,Anthony Lawrence II Defensive Rebound.,7,18
12:57,2390,Lonnie Walker IV made Dunk. Assisted by Anthony Lawrence II.,7,20
12:45,2426,George Kiernan Turnover.,7,20
12:44,2390,Ja'Quan Newton Steal.,7,20
12:43,2390,Anthony Lawrence II Turnover.,7,20
12:41,2426,Hasan Abdullah Steal.,7,20
12:31,2426,Hasan Abdullah Turnover.,7,20
12:30,2390,Ebuka Izundu Steal.,7,20
12:21,2390,Anthony Lawrence II missed Three Point Jumper.,7,20
12:21,2426,Bryce Dulin Defensive Rebound.,7,20
11:44,2426,George Kiernan made Three Point Jumper. Assisted by Tom Lacey.,10,20
11:22,2390,Ebuka Izundu Turnover.,10,20
11:22,2390,Official TV Timeout,10,20
11:10,2426,George Kiernan missed Three Point Jumper.,10,20
11:10,2390,Bruce Brown Jr. Defensive Rebound.,10,20
10:43,2390,Dejan Vasiljevic missed Three Point Jumper.,10,20
10:43,2390,Ebuka Izundu Offensive Rebound.,10,20
10:41,2426,Foul on George Kiernan.,10,20
10:37,2390,Ebuka Izundu Turnover.,10,20
10:36,2426,Nourse Fox Steal.,10,20
10:32,2390,Foul on Chris Lykes.,10,20
10:28,2426,Shawn Anderson Turnover.,10,20
10:28,2390,Chris Lykes Steal.,10,20
10:28,2426,Foul on Nourse Fox.,10,20
10:28,2390,Dejan Vasiljevic made Free Throw.,10,21
10:28,2390,Dejan Vasiljevic made Free Throw.,10,22
10:15,2390,Foul on Dejan Vasiljevic.,10,22
9:50,2426,Nourse Fox made Layup. Assisted by Tom Lacey.,12,22
9:22,2390,Dejan Vasiljevic missed Three Point Jumper.,12,22
9:22,2426,Shawn Anderson Defensive Rebound.,12,22
8:56,2426,George Kiernan missed Three Point Jumper.,12,22
8:56,2390,Dewan Huell Defensive Rebound.,12,22
8:39,2390,Bruce Brown Jr. Turnover.,12,22
8:39,2390,Foul on Bruce Brown Jr..,12,22
8:22,2426,Nourse Fox missed Three Point Jumper.,12,22
8:22,2390,Bruce Brown Jr. Defensive Rebound.,12,22
8:12,2390,Bruce Brown Jr. made Jumper.,12,24
7:54,2426,Bryce Dulin missed Jumper.,12,24
7:54,2390,Dejan Vasiljevic Defensive Rebound.,12,24
7:48,2390,Dejan Vasiljevic made Three Point Jumper. Assisted by Bruce Brown Jr..,12,27
7:45,2426,Navy  Timeout,12,27
7:45,2390,Official TV Timeout,12,27
7:35,2390,Foul on Dejan Vasiljevic.,12,27
7:21,2426,Shawn Anderson missed Jumper.,12,27
7:21,2426,Bryce Dulin Offensive Rebound.,12,27
7:18,2426,Bryce Dulin missed Layup.,12,27
7:18,2390,Anthony Lawrence II Block.,12,27
7:16,2390,Bruce Brown Jr. Defensive Rebound.,12,27
7:12,2390,Dewan Huell made Layup. Assisted by Anthony Lawrence II.,12,29
7:12,2426,Foul on Shawn Anderson.,12,29
7:12,2390,Dewan Huell made Free Throw.,12,30
6:58,2426,Bryce Dulin missed Jumper.,12,30
6:58,2390,Dewan Huell Defensive Rebound.,12,30
6:50,2426,Foul on Evan Wieck.,12,30
6:50,2390,Bruce Brown Jr. missed Layup.,12,30
6:50,2390,Bruce Brown Jr. Offensive Rebound.,12,30
6:49,2390,Bruce Brown Jr. missed Free Throw.,12,30
6:48,2390,Miami Deadball Team Rebound.,12,30
6:47,2390,Bruce Brown Jr. made Free Throw.,12,31
6:32,2426,Hasan Abdullah Turnover.,12,31
6:32,2390,Lonnie Walker IV Steal.,12,31
6:23,2390,Lonnie Walker IV missed Three Point Jumper.,12,31
6:23,2390,Miami Offensive Rebound.,12,31
6:21,2426,Foul on George Kiernan.,12,31
6:09,2390,Ja'Quan Newton missed Jumper.,12,31
6:09,2390,Dewan Huell Offensive Rebound.,12,31
6:02,2390,Ja'Quan Newton Turnover.,12,31
6:01,2426,Bryce Dulin Steal.,12,31
5:57,2426,Tyler Riemersma made Layup. Assisted by Hasan Abdullah.,14,31
5:27,2390,Bruce Brown Jr. missed Jumper.,14,31
5:27,2426,Bryce Dulin Defensive Rebound.,14,31
5:22,2426,Hasan Abdullah made Three Point Jumper. Assisted by Bryce Dulin.,17,31
4:59,2390,Bruce Brown Jr. Turnover.,17,31
4:58,2426,Hasan Abdullah Steal.,17,31
4:56,2426,Hasan Abdullah made Jumper.,19,31
4:53,2390,Miami  Timeout,19,31
4:38,2390,Lonnie Walker IV missed Three Point Jumper.,19,31
4:38,2390,Ebuka Izundu Offensive Rebound.,19,31
4:35,2390,Ebuka Izundu missed Layup.,19,31
4:35,2426,Navy Defensive Rebound.,19,31
4:26,2390,Foul on Ebuka Izundu.,19,31
4:26,2426,Tyler Riemersma made Free Throw.,20,31
4:26,2426,Tyler Riemersma made Free Throw.,21,31
4:06,2426,Foul on Shawn Anderson.,21,31
4:06,2390,Anthony Lawrence II made Free Throw.,21,32
4:06,2390,Anthony Lawrence II missed Free Throw.,21,32
4:06,2426,Tyler Riemersma Defensive Rebound.,21,32
3:55,2426,Hasan Abdullah missed Layup.,21,32
3:55,2390,Ebuka Izundu Block.,21,32
3:53,2426,Hasan Abdullah Offensive Rebound.,21,32
3:42,2426,Cam Davis missed Jumper.,21,32
3:42,2426,Shawn Anderson Offensive Rebound.,21,32
3:23,2426,Hasan Abdullah missed Jumper.,21,32
3:23,2390,Anthony Lawrence II Block.,21,32
3:21,2390,Ja'Quan Newton Defensive Rebound.,21,32
3:18,2390,Bruce Brown Jr. missed Layup.,21,32
3:18,2390,Miami Offensive Rebound.,21,32
3:18,2426,Foul on Evan Wieck.,21,32
3:18,2390,Official TV Timeout,21,32
3:18,2390,Ebuka Izundu made Free Throw.,21,33
3:18,2390,Ebuka Izundu made Free Throw.,21,34
3:04,2426,Cam Davis Turnover.,21,34
3:04,2426,Foul on Cam Davis.,21,34
2:51,2390,Ebuka Izundu made Jumper.,21,36
2:34,2426,Hasan Abdullah missed Three Point Jumper.,21,36
2:34,2390,Anthony Lawrence II Defensive Rebound.,21,36
2:27,2390,Bruce Brown Jr. missed Three Point Jumper.,21,36
2:27,2426,Bryce Dulin Defensive Rebound.,21,36
2:08,2426,Bryce Dulin missed Layup.,21,36
2:08,2390,Bruce Brown Jr. Defensive Rebound.,21,36
2:03,2390,Anthony Lawrence II made Layup.,21,38
1:51,2426,Tyler Riemersma missed Three Point Jumper.,21,38
1:51,2426,Evan Wieck Offensive Rebound.,21,38
1:46,2426,Evan Wieck missed Jumper.,21,38
1:46,2390,Lonnie Walker IV Defensive Rebound.,21,38
1:39,2390,Ja'Quan Newton missed Three Point Jumper.,21,38
1:39,2390,Ebuka Izundu Offensive Rebound.,21,38
1:32,2390,Lonnie Walker IV made Three Point Jumper. Assisted by Ebuka Izundu.,21,41
1:10,2426,Hasan Abdullah made Three Point Jumper. Assisted by Evan Wieck.,24,41
0:56,2390,Ja'Quan Newton Turnover.,24,41
0:32,2426,Ryan Pearson missed Three Point Jumper.,24,41
0:32,2390,Anthony Lawrence II Defensive Rebound.,24,41
0:24,2390,Lonnie Walker IV missed Three Point Jumper.,24,41
0:24,2426,Bryce Dulin Defensive Rebound.,24,41
0:00,2426,Ryan Pearson missed Three Point Jumper.,24,41
0:00,2390,Miami Defensive Rebound.,24,41
0:00,2390,End of 1st half,24,41
19:48,2390,Ja'Quan Newton Turnover.,24,41
19:47,2426,Evan Wieck Steal.,24,41
19:35,2426,Shawn Anderson made Jumper.,26,41
19:22,2390,Dejan Vasiljevic made Three Point Jumper. Assisted by Bruce Brown Jr..,26,44
19:02,2426,Shawn Anderson missed Layup.,26,44
19:02,2390,Dewan Huell Defensive Rebound.,26,44
18:40,2390,Dewan Huell missed Jumper.,26,44
18:40,2426,Shawn Anderson Defensive Rebound.,26,44
18:31,2426,Tom Lacey Turnover.,26,44
18:30,2390,Dewan Huell Steal.,26,44
18:22,2390,Dewan Huell made Layup. Assisted by Bruce Brown Jr..,26,46
18:00,2426,Hasan Abdullah missed Three Point Jumper.,26,46
18:00,2390,Anthony Lawrence II Defensive Rebound.,26,46
17:52,2426,Foul on Bryce Dulin.,26,46
17:47,2390,Bruce Brown Jr. missed Jumper.,26,46
17:47,2426,Tom Lacey Defensive Rebound.,26,46
17:33,2426,Shawn Anderson made Layup.,28,46
17:16,2390,Anthony Lawrence II made Three Point Jumper. Assisted by Bruce Brown Jr..,28,49
16:47,2426,Shawn Anderson missed Jumper.,28,49
16:47,2426,Bryce Dulin Offensive Rebound.,28,49
16:40,2426,Tom Lacey made Layup. Assisted by Bryce Dulin.,30,49
16:15,2390,Ja'Quan Newton missed Jumper.,30,49
16:15,2426,Evan Wieck Defensive Rebound.,30,49
16:04,2390,Foul on Anthony Lawrence II.,30,49
15:42,2426,Nourse Fox missed Jumper.,30,49
15:42,2390,Anthony Lawrence II Defensive Rebound.,30,49
15:39,2426,Foul on Nourse Fox.,30,49
15:39,2390,Official TV Timeout,30,49
15:39,2390,Dewan Huell missed Free Throw.,30,49
15:39,2390,Miami Deadball Team Rebound.,30,49
15:39,2390,Dewan Huell made Free Throw.,30,50
15:23,2426,Tom Lacey made Layup.,32,50
14:58,2390,Dejan Vasiljevic missed Layup.,32,50
14:58,2426,Bryce Dulin Defensive Rebound.,32,50
14:39,2426,Shawn Anderson missed Layup.,32,50
14:39,2390,Bruce Brown Jr. Defensive Rebound.,32,50
14:28,2390,Dejan Vasiljevic missed Three Point Jumper.,32,50
14:28,2426,Shawn Anderson Defensive Rebound.,32,50
14:15,2390,Foul on Dewan Huell.,32,50
14:15,2426,Shawn Anderson made Free Throw.,33,50
14:15,2426,Shawn Anderson made Free Throw.,34,50
13:56,2390,Lonnie Walker IV made Jumper.,34,52
13:56,2426,Foul on George Kiernan.,34,52
13:56,2390,Lonnie Walker IV made Free Throw.,34,53
13:40,2426,Bryce Dulin Turnover.,34,53
13:24,2390,Ebuka Izundu made Jumper. Assisted by Bruce Brown Jr..,34,55
13:02,2426,George Kiernan missed Three Point Jumper.,34,55
13:02,2426,Bryce Dulin Offensive Rebound.,34,55
12:51,2426,Nourse Fox Turnover.,34,55
12:50,2390,Chris Lykes Steal.,34,55
12:46,2390,Chris Lykes made Three Point Jumper.,34,58
12:34,2426,Nourse Fox Turnover.,34,58
12:33,2390,Anthony Lawrence II Steal.,34,58
12:31,2390,Anthony Lawrence II made Dunk.,34,60
12:21,2426,Navy  Timeout,34,60
12:00,2426,George Kiernan missed Three Point Jumper.,34,60
12:00,2426,Navy Offensive Rebound.,34,60
11:57,2390,Official TV Timeout,34,60
11:29,2426,Shawn Anderson missed Layup.,34,60
11:29,2390,Ja'Quan Newton Defensive Rebound.,34,60
11:10,2390,Dewan Huell made Layup. Assisted by Ebuka Izundu.,34,62
10:57,2426,Hasan Abdullah made Layup.,36,62
10:44,2390,Ebuka Izundu made Layup. Assisted by Chris Lykes.,36,64
10:44,2426,Foul on Mo Lewis.,36,64
10:44,2390,Ebuka Izundu missed Free Throw.,36,64
10:44,2426,George Kiernan Defensive Rebound.,36,64
10:31,2426,George Kiernan made Layup. Assisted by Shawn Anderson.,38,64
10:31,2390,Foul on Ebuka Izundu.,38,64
10:31,2426,George Kiernan made Free Throw.,39,64
10:19,2390,Ebuka Izundu made Layup. Assisted by Dewan Huell.,39,66
10:11,2426,Shawn Anderson missed Layup.,39,66
10:11,2390,Ebuka Izundu Block.,39,66
10:09,2390,Ja'Quan Newton Defensive Rebound.,39,66
10:05,2390,Ja'Quan Newton made Layup.,39,68
10:05,2426,Foul on George Kiernan.,39,68
10:05,2390,Ja'Quan Newton made Free Throw.,39,69
9:47,2390,Foul on Dewan Huell.,39,69
9:47,2426,George Kiernan made Free Throw.,40,69
9:47,2426,George Kiernan made Free Throw.,41,69
9:21,2390,Chris Lykes missed Jumper.,41,69
9:21,2426,Shawn Anderson Defensive Rebound.,41,69
9:15,2426,Cam Davis missed Jumper.,41,69
9:15,2390,Ebuka Izundu Defensive Rebound.,41,69
9:10,2390,Ja'Quan Newton made Jumper.,41,71
8:53,2426,Hasan Abdullah Turnover.,41,71
8:42,2390,Ja'Quan Newton missed Three Point Jumper.,41,71
8:42,2426,Tom Lacey Defensive Rebound.,41,71
8:33,2426,Hasan Abdullah made Three Point Jumper.,44,71
8:08,2390,Anthony Lawrence II Turnover.,44,71
7:45,2426,Tom Lacey made Layup.,46,71
7:23,2390,Dewan Huell made Layup.,46,73
7:12,2426,Hasan Abdullah missed Three Point Jumper.,46,73
7:12,2390,Dewan Huell Defensive Rebound.,46,73
6:56,2390,Chris Lykes missed Layup.,46,73
6:56,2390,Dewan Huell Offensive Rebound.,46,73
6:52,2390,Dewan Huell made Dunk.,46,75
6:30,2426,Ryan Pearson missed Jumper.,46,75
6:30,2390,Dejan Vasiljevic Defensive Rebound.,46,75
6:07,2390,Bruce Brown Jr. Turnover.,46,75
6:06,2426,Hasan Abdullah Steal.,46,75
6:02,2426,Tom Lacey made Dunk. Assisted by Shawn Anderson.,48,75
5:40,2390,Bruce Brown Jr. missed Three Point Jumper.,48,75
5:40,2426,Tyler Riemersma Defensive Rebound.,48,75
5:28,2426,Hasan Abdullah missed Layup.,48,75
5:28,2390,Bruce Brown Jr. Block.,48,75
5:27,2390,Chris Lykes Defensive Rebound.,48,75
5:22,2390,Anthony Lawrence II made Dunk. Assisted by Chris Lykes.,48,77
5:16,2426,Navy  Timeout,48,77
5:16,2390,Official TV Timeout,48,77
5:03,2426,Mo Lewis made Layup. Assisted by Bryce Dulin.,50,77
4:46,2390,Dejan Vasiljevic made Three Point Jumper. Assisted by Lonnie Walker IV.,50,80
4:30,2426,Mo Lewis missed Jumper.,50,80
4:30,2390,Lonnie Walker IV Defensive Rebound.,50,80
4:11,2426,Foul on Mo Lewis.,50,80
4:11,2390,Rodney Miller missed Free Throw.,50,80
4:11,2390,Miami Deadball Team Rebound.,50,80
4:11,2390,Rodney Miller missed Free Throw.,50,80
4:11,2426,Ryan Pearson Defensive Rebound.,50,80
3:56,2426,Dominick Antonelli Turnover.,50,80
3:56,2390,Official TV Timeout,50,80
3:36,2390,Rodney Miller missed Jumper.,50,80
3:36,2426,Tyler Riemersma Defensive Rebound.,50,80
3:08,2426,Matt Cullen missed Three Point Jumper.,50,80
3:08,2390,Dejan Vasiljevic Defensive Rebound.,50,80
2:59,2390,Lonnie Walker IV missed Three Point Jumper.,50,80
2:59,2426,Navy Defensive Rebound.,50,80
2:41,2426,Danny Ogele missed Jumper.,50,80
2:41,2390,Lonnie Walker IV Block.,50,80
2:41,2426,Navy Offensive Rebound.,50,80
2:38,2426,Mo Lewis Turnover.,50,80
2:31,2390,Chris Lykes made Three Point Jumper.,50,83
1:56,2426,Navy  Turnover.,50,83
1:39,2390,Rodney Miller made Jumper.,50,85
1:20,2390,Foul on Rodney Miller.,50,85
1:20,2426,Tyler Riemersma missed Free Throw.,50,85
1:20,2426,Navy Deadball Team Rebound.,50,85
1:20,2426,Tyler Riemersma missed Free Throw.,50,85
1:20,2426,Danny Ogele Offensive Rebound.,50,85
1:16,2426,Dominick Antonelli made Three Point Jumper. Assisted by Matt Cullen.,53,85
0:55,2390,Rodney Miller made Jumper.,53,87
0:35,2426,Mo Lewis made Layup. Assisted by Danny Ogele.,55,87
0:23,2390,Chris Lykes made Jumper.,55,89
0:14,2390,Foul on Chris Lykes.,55,89
0:07,2426,Dominick Antonelli missed Three Point Jumper.,55,89
0:07,2426,Tyler Riemersma Offensive Rebound.,55,89
0:00,2426,Mo Lewis missed Jumper.,55,89
0:00,2390,Chris Stowell Defensive Rebound.,55,89
0:00,2390,End of Game,55,89
