Le Tourneau,Error,Northwestern State,2466
13:59,2326,Alec Colhoff made Free Throw.,17,11
13:45,2466,Bailey Walker made Jumper.,17,13
13:34,2326,Caylab Herrera made Three Point Jumper. Assisted by Justin Moore.,20,13
13:12,2466,Caleb Starks Turnover.,20,13
13:12,2466,Foul on Caleb Starks.,20,13
13:02,2466,Foul on Larry Owens.,20,13
13:02,2326,Caleb Loggins missed Free Throw.,20,13
13:02,2326,Le Tourneau Offensive Rebound.,20,13
13:02,2326,Caleb Loggins made Free Throw.,21,13
12:42,2466,Iziahiah Sweeney missed Jumper.,21,13
12:42,2466,Ishmael Lane Offensive Rebound.,21,13
12:41,2326,Foul on Caylab Herrera.,21,13
12:37,2466,Ishmael Lane Turnover.,21,13
12:34,2466,Foul on Ishmael Lane.,21,13
12:17,2326,Caylab Herrera made Three Point Jumper.,24,13
12:02,2466,Czar Perry missed Three Point Jumper.,24,13
12:02,2466,Ishmael Lane Defensive Rebound.,24,13
11:55,2466,Ishmael Lane made Dunk.,24,15
11:47,2326,Justin Moore made Jumper.,26,15
11:31,2466,Devonte Hall missed Three Point Jumper.,26,15
11:31,2326,Justin Moore Defensive Rebound.,26,15
11:26,2326,Justin Moore Turnover.,26,15
11:26,2466,Official TV Timeout,26,15
11:16,2466,Czar Perry Turnover.,26,15
11:02,2326,Nate West missed Layup.,26,15
11:02,2466,Jacob Guest Defensive Rebound.,26,15
10:54,2326,Foul on Justin Moore.,26,15
10:52,2466,Ishmael Lane missed Jumper.,26,15
10:52,2326,Alec Colhoff Defensive Rebound.,26,15
10:44,2326,Christian Seidl Turnover.,26,15
10:20,2466,Jacob Guest made Layup. Assisted by Iziahiah Sweeney.,26,17
10:01,2326,Justin Moore missed Three Point Jumper.,26,17
10:01,2326,Christian Seidl Offensive Rebound.,26,17
9:51,2326,Christian Seidl Turnover.,26,17
9:32,2466,Ishmael Lane made Jumper. Assisted by Iziahiah Sweeney.,26,19
9:17,2326,Caylab Herrera missed Three Point Jumper.,26,19
9:17,2466,Iziahiah Sweeney Defensive Rebound.,26,19
9:10,2466,Devonte Hall missed Three Point Jumper.,26,19
9:10,2466,Iziahiah Sweeney Offensive Rebound.,26,19
9:05,2466,Iziahiah Sweeney made Jumper.,26,21
8:50,2326,Nate West made Layup.,28,21
8:50,2466,Foul on Czar Perry.,28,21
8:50,2326,Nate West missed Free Throw.,28,21
8:50,2466,Vontay Ott Defensive Rebound.,28,21
8:46,2466,Iziahiah Sweeney missed Three Point Jumper.,28,21
8:46,2326,Justin Moore Defensive Rebound.,28,21
8:36,2326,Caleb Loggins missed Layup.,28,21
8:36,2466,Devonte Hall Defensive Rebound.,28,21
8:29,2466,Devonte Hall missed Layup.,28,21
8:29,2326,Nate West Block.,28,21
8:27,2326,Nate West Defensive Rebound.,28,21
8:25,2466,Foul on Iziahiah Sweeney.,28,21
8:24,2326,Nate West made Free Throw.,29,21
8:24,2326,Nate West made Free Throw.,30,21
8:11,2466,Vontay Ott Turnover.,30,21
7:58,2326,Justin Moore missed Layup.,30,21
7:58,2466,Ishmael Lane Defensive Rebound.,30,21
7:55,2326,Foul on Christian Seidl.,30,21
7:55,2466,Official TV Timeout,30,21
7:27,2326,Foul on Justin Moore.,30,21
7:27,2466,C.J. Jones made Free Throw.,30,22
7:27,2466,C.J. Jones made Free Throw.,30,23
7:15,2326,C.J. Bird missed Jumper.,30,23
7:15,2466,Darian Dixon Defensive Rebound.,30,23
6:59,2466,Bailey Walker missed Three Point Jumper.,30,23
6:59,2326,Caleb Loggins Defensive Rebound.,30,23
6:38,2326,Alec Colhoff missed Jumper.,30,23
6:38,2466,Larry Owens Defensive Rebound.,30,23
6:32,2326,Foul on C.J. Bird.,30,23
6:32,2466,Bailey Walker made Free Throw.,30,24
6:32,2466,Bailey Walker missed Free Throw.,30,24
6:32,2466,Darian Dixon Offensive Rebound.,30,24
6:32,2466,Darian Dixon made Layup.,30,26
6:20,2326,Caleb Loggins missed Layup.,30,26
6:20,2326,C.J. Bird Offensive Rebound.,30,26
6:18,2466,Foul on Bailey Walker.,30,26
6:18,2326,C.J. Bird made Free Throw.,31,26
6:18,2326,C.J. Bird made Free Throw.,32,26
5:54,2466,Larry Owens missed Three Point Jumper.,32,26
5:54,2326,Le Tourneau Defensive Rebound.,32,26
5:34,2466,Foul on Vontay Ott.,32,26
5:34,2326,Caleb Loggins made Free Throw.,33,26
5:34,2326,C.J. Bird made Free Throw.,34,26
5:23,2466,Vontay Ott Turnover.,34,26
5:23,2466,Foul on Vontay Ott.,34,26
5:03,2326,Nate West missed Three Point Jumper.,34,26
5:03,2466,Larry Owens Defensive Rebound.,34,26
4:49,2326,Foul on Caylab Herrera.,34,26
4:49,2466,Darian Dixon missed Free Throw.,34,26
4:49,2326,Alec Colhoff Defensive Rebound.,34,26
4:41,2326,Caylab Herrera missed Three Point Jumper.,34,26
4:41,2466,Bailey Walker Defensive Rebound.,34,26
4:37,2326,Foul on Caleb Loggins.,34,26
4:37,2466,Bailey Walker missed Free Throw.,34,26
4:37,2326,Caleb Loggins Defensive Rebound.,34,26
4:26,2326,Nate West missed Layup.,34,26
4:26,2466,Caleb Starks Defensive Rebound.,34,26
4:15,2466,C.J. Jones made Jumper.,34,28
4:15,2326,Foul on Nate West.,34,28
4:15,2466,C.J. Jones made Free Throw.,34,29
3:58,2326,C.J. Bird missed Three Point Jumper.,34,29
3:58,2466,Darian Dixon Defensive Rebound.,34,29
3:46,2326,Foul on Caleb Loggins.,34,29
3:44,2466,Darian Dixon made Free Throw.,34,30
3:44,2466,Darian Dixon made Free Throw.,34,31
3:29,2466,Foul on Jacob Guest.,34,31
3:29,2326,Caylab Herrera made Free Throw.,35,31
3:29,2326,Caylab Herrera missed Free Throw.,35,31
3:29,2466,Ishmael Lane Defensive Rebound.,35,31
3:22,2466,Jacob Guest Turnover.,35,31
3:22,2466,Foul on Jacob Guest.,35,31
3:04,2326,Nate West made Jumper.,37,31
2:50,2466,Iziahiah Sweeney missed Dunk.,37,31
2:50,2326,Nate West Defensive Rebound.,37,31
2:41,2326,Alec Colhoff missed Three Point Jumper.,37,31
2:41,2466,Northwestern State Defensive Rebound.,37,31
2:21,2466,Devonte Hall missed Jumper.,37,31
2:21,2466,Devonte Hall Offensive Rebound.,37,31
1:58,2326,Foul on Javaughn Dantzler.,37,31
1:58,2466,Iziahiah Sweeney made Free Throw.,37,32
1:58,2466,Iziahiah Sweeney made Free Throw.,37,33
1:43,2326,Javaughn Dantzler missed Jumper.,37,33
1:43,2466,Iziahiah Sweeney Defensive Rebound.,37,33
1:36,2466,Iziahiah Sweeney made Jumper.,37,35
1:23,2326,Nate West missed Three Point Jumper.,37,35
1:23,2466,Iziahiah Sweeney Defensive Rebound.,37,35
1:01,2326,Foul on Seth Mattson.,37,35
1:01,2466,Ishmael Lane made Free Throw.,37,36
1:01,2466,Ishmael Lane made Free Throw.,37,37
1:01,2326,Le Tourneau  Timeout,37,37
0:45,2466,Foul on Iziahiah Sweeney.,37,37
0:45,2326,Nate West made Free Throw.,38,37
0:45,2326,Nate West missed Free Throw.,38,37
0:45,2466,Ishmael Lane Defensive Rebound.,38,37
0:38,2466,Devonte Hall missed Jumper.,38,37
0:38,2326,Caylab Herrera Defensive Rebound.,38,37
0:10,2326,Alec Colhoff missed Three Point Jumper.,38,37
0:10,2466,Northwestern State Defensive Rebound.,38,37
0:03,2466,Northwestern State  Timeout,38,37
0:00,2466,C.J. Jones missed Three Point Jumper.,38,37
0:00,2326,Alex Clark Defensive Rebound.,38,37
0:00,2466,End of 1st half,38,37
19:48,2326,Alec Colhoff made Jumper.,40,37
19:34,2466,Devonte Hall missed Three Point Jumper.,40,37
19:34,2326,Nate West Defensive Rebound.,40,37
19:22,2326,Alec Colhoff missed Three Point Jumper.,40,37
19:22,2466,Iziahiah Sweeney Defensive Rebound.,40,37
19:15,2466,Czar Perry missed Jumper.,40,37
19:15,2326,Seth Mattson Defensive Rebound.,40,37
19:06,2466,Foul on Brandon Hutton.,40,37
19:04,2466,Foul on Brandon Hutton.,40,37
18:58,2326,Alec Colhoff missed Jumper.,40,37
18:58,2466,Iziahiah Sweeney Defensive Rebound.,40,37
18:45,2326,Foul on Caylab Herrera.,40,37
18:45,2466,Darian Dixon made Free Throw.,40,38
18:45,2466,Darian Dixon made Free Throw.,40,39
18:26,2466,Foul on Devonte Hall.,40,39
18:26,2326,Caylab Herrera made Free Throw.,41,39
18:26,2326,Caylab Herrera missed Free Throw.,41,39
18:26,2466,Darian Dixon Defensive Rebound.,41,39
18:09,2466,Ishmael Lane missed Jumper.,41,39
18:09,2326,Caylab Herrera Defensive Rebound.,41,39
18:02,2326,Seth Mattson made Three Point Jumper. Assisted by Nate West.,44,39
17:41,2466,Ishmael Lane Turnover.,44,39
17:39,2326,Caleb Loggins Steal.,44,39
17:36,2326,Seth Mattson missed Layup.,44,39
17:36,2326,Alec Colhoff Offensive Rebound.,44,39
17:33,2326,Alec Colhoff made Layup.,46,39
17:33,2466,Northwestern State  Timeout,46,39
17:13,2466,Iziahiah Sweeney made Layup. Assisted by Czar Perry.,46,41
16:59,2326,Nate West missed Jumper.,46,41
16:59,2466,Ishmael Lane Block.,46,41
16:59,2326,Le Tourneau Offensive Rebound.,46,41
16:57,2326,Caleb Loggins missed Jumper.,46,41
16:57,2326,Seth Mattson Offensive Rebound.,46,41
16:52,2326,Seth Mattson made Layup.,48,41
16:38,2466,Czar Perry made Three Point Jumper.,48,44
16:15,2326,Seth Mattson missed Jumper.,48,44
16:15,2466,Iziahiah Sweeney Block.,48,44
16:14,2326,Le Tourneau Offensive Rebound.,48,44
16:10,2326,Alec Colhoff missed Three Point Jumper.,48,44
16:10,2466,Ishmael Lane Defensive Rebound.,48,44
16:07,2326,Foul on Caylab Herrera.,48,44
15:52,2466,Iziahiah Sweeney Turnover.,48,44
15:51,2326,Caleb Loggins Steal.,48,44
15:42,2326,Alec Colhoff missed Three Point Jumper.,48,44
15:42,2466,Ishmael Lane Defensive Rebound.,48,44
15:34,2466,Czar Perry made Jumper.,48,46
15:08,2326,Nate West made Three Point Jumper.,51,46
14:55,2466,Devonte Hall missed Layup.,51,46
14:55,2326,Caleb Loggins Defensive Rebound.,51,46
14:44,2326,Alec Colhoff missed Layup.,51,46
14:44,2466,Ishmael Lane Defensive Rebound.,51,46
14:42,2466,Ishmael Lane Turnover.,51,46
14:42,2466,Official TV Timeout,51,46
14:39,2326,Caleb Loggins Turnover.,51,46
14:39,2326,Foul on Caleb Loggins.,51,46
14:19,2326,Foul on Christian Seidl.,51,46
14:19,2466,Larry Owens made Free Throw.,51,47
14:19,2466,Larry Owens made Free Throw.,51,48
14:09,2326,Justin Moore made Layup.,53,48
14:02,2466,Jacob Guest missed Jumper.,53,48
14:02,2466,Caleb Starks Offensive Rebound.,53,48
14:02,2466,Caleb Starks missed Layup.,53,48
14:02,2326,Justin Moore Defensive Rebound.,53,48
14:00,2326,Justin Moore Turnover.,53,48
13:59,2466,C.J. Jones Steal.,53,48
13:58,2466,C.J. Jones Turnover.,53,48
13:57,2326,Justin Moore Steal.,53,48
13:53,2326,Seth Mattson made Three Point Jumper. Assisted by Christian Seidl.,56,48
13:40,2466,Jacob Guest made Three Point Jumper.,56,51
13:25,2326,Justin Moore made Layup.,58,51
13:06,2466,Larry Owens made Layup. Assisted by Caleb Starks.,58,53
13:02,2326,Foul on Seth Mattson.,58,53
12:52,2466,Larry Owens made Free Throw.,58,54
12:52,2326,Nate West made Three Point Jumper.,61,54
12:52,2466,C.J. Jones made Free Throw.,61,55
12:52,2466,C.J. Jones made Free Throw.,61,56
12:52,2326,Foul on Seth Mattson.,61,56
12:52,2326,Justin Moore missed Layup.,61,56
12:52,2466,Vontay Ott Defensive Rebound.,61,56
12:51,2466,Vontay Ott missed Layup.,61,56
12:51,2466,Vontay Ott Offensive Rebound.,61,56
12:39,2466,Larry Owens made Layup. Assisted by C.J. Jones.,61,58
12:16,2326,Christian Seidl Turnover.,61,58
12:15,2466,C.J. Jones Steal.,61,58
12:09,2466,Caleb Starks Turnover.,61,58
12:08,2326,Christian Seidl Steal.,61,58
12:02,2326,Nate West missed Layup.,61,58
12:02,2466,Jalan West Defensive Rebound.,61,58
11:51,2466,Larry Owens made Jumper.,61,60
10:49,2326,Caleb Loggins missed Layup.,61,60
10:49,2326,Caleb Loggins Offensive Rebound.,61,60
10:46,2466,Foul on Jacob Guest.,61,60
10:46,2326,Caleb Loggins made Free Throw.,62,60
10:46,2326,Caleb Loggins made Free Throw.,63,60
10:34,2466,Devonte Hall made Layup.,63,62
10:26,2326,Justin Moore made Layup.,65,62
10:15,2466,Iziahiah Sweeney Turnover.,65,62
9:57,2326,Alec Colhoff missed Jumper.,65,62
9:57,2466,Ishmael Lane Defensive Rebound.,65,62
9:43,2466,Czar Perry made Layup.,65,64
9:36,2326,Alec Colhoff made Layup. Assisted by Justin Moore.,67,64
9:23,2466,Ishmael Lane made Layup.,67,66
9:21,2466,Foul on Ishmael Lane.,67,66
9:21,2466,Technical Foul on Ishmael Lane.,67,66
9:21,2326,Alec Colhoff made Free Throw.,68,66
9:21,2326,Alec Colhoff made Free Throw.,69,66
9:08,2326,Nate West made Layup.,71,66
9:02,2466,Larry Owens Turnover.,71,66
9:02,2326,Nate West made Three Point Jumper. Assisted by Christian Seidl.,74,66
8:57,2466,Larry Owens made Layup. Assisted by Ishmael Lane.,74,68
8:47,2326,Caleb Loggins made Layup.,76,68
8:47,2466,Technical Foul on Northwestern State.,76,68
8:47,2326,Alec Colhoff missed Free Throw.,76,68
8:47,2326,Le Tourneau Deadball Team Rebound.,76,68
8:47,2326,Alec Colhoff Offensive Rebound.,76,68
8:43,2326,Alec Colhoff made Free Throw.,77,68
8:37,2466,Devonte Hall missed Jumper.,77,68
8:37,2466,Czar Perry Offensive Rebound.,77,68
8:31,2466,Czar Perry missed Jumper.,77,68
8:31,2326,Alec Colhoff Defensive Rebound.,77,68
8:26,2466,Foul on Ishmael Lane.,77,68
8:24,2326,Justin Moore made Free Throw.,78,68
8:24,2326,Justin Moore made Free Throw.,79,68
8:15,2466,Larry Owens Turnover.,79,68
8:15,2466,Foul on Ishmael Lane.,79,68
8:15,2466,Foul on Larry Owens.,79,68
8:15,2466,Technical Foul on Northwestern State.,79,68
8:15,2326,Alec Colhoff made Free Throw.,80,68
8:15,2326,Alec Colhoff made Free Throw.,81,68
8:00,2326,Caleb Loggins made Layup.,83,68
7:50,2466,Czar Perry missed Layup.,83,68
7:50,2326,Nate West Defensive Rebound.,83,68
7:42,2326,Nate West missed Three Point Jumper.,83,68
7:42,2466,Larry Owens Defensive Rebound.,83,68
7:31,2466,C.J. Jones missed Layup.,83,68
7:31,2326,Justin Moore Defensive Rebound.,83,68
7:08,2326,Justin Moore missed Three Point Jumper.,83,68
7:08,2466,Czar Perry Defensive Rebound.,83,68
6:56,2466,Brandon Hutton missed Layup.,83,68
6:56,2326,Caleb Loggins Block.,83,68
6:56,2466,Northwestern State Offensive Rebound.,83,68
6:52,2466,C.J. Jones made Three Point Jumper. Assisted by Devonte Hall.,83,71
6:23,2326,Nate West made Jumper.,85,71
6:15,2326,Foul on Justin Moore.,85,71
6:13,2466,Czar Perry missed Free Throw.,85,71
6:13,2326,Caleb Loggins Defensive Rebound.,85,71
6:01,2466,Foul on Czar Perry.,85,71
6:01,2326,Alec Colhoff made Free Throw.,86,71
6:01,2326,Alec Colhoff missed Free Throw.,86,71
6:01,2466,Iziahiah Sweeney Defensive Rebound.,86,71
5:55,2466,Iziahiah Sweeney Turnover.,86,71
5:40,2326,Alec Colhoff Turnover.,86,71
5:40,2466,Devonte Hall Steal.,86,71
5:40,2326,Foul on Alec Colhoff.,86,71
5:40,2466,Devonte Hall made Free Throw.,86,72
5:40,2466,Czar Perry missed Free Throw.,86,72
5:40,2326,Justin Moore Defensive Rebound.,86,72
5:19,2466,Foul on Czar Perry.,86,72
5:19,2326,Nate West made Free Throw.,87,72
5:19,2326,Nate West made Free Throw.,88,72
5:19,2326,Nate West missed Free Throw.,88,72
5:19,2466,Brandon Hutton Defensive Rebound.,88,72
5:11,2326,Foul on Caleb Loggins.,88,72
5:11,2466,Brandon Hutton made Free Throw.,88,73
5:11,2466,Brandon Hutton missed Free Throw.,88,73
5:11,2326,Le Tourneau Defensive Rebound.,88,73
5:02,2326,Justin Moore made Free Throw.,89,73
5:02,2326,Justin Moore made Free Throw.,90,73
4:48,2466,Brandon Hutton made Layup. Assisted by Caleb Starks.,90,75
4:37,2326,Christian Seidl missed Three Point Jumper.,90,75
4:37,2466,Devonte Hall Defensive Rebound.,90,75
4:30,2466,Devonte Hall missed Layup.,90,75
4:30,2326,Justin Moore Defensive Rebound.,90,75
4:12,2326,Justin Moore made Jumper.,92,75
3:43,2326,Foul on Caylab Herrera.,92,75
3:43,2466,Ishmael Lane made Free Throw.,92,76
3:43,2466,Ishmael Lane missed Free Throw.,92,76
3:43,2466,Brandon Hutton Offensive Rebound.,92,76
3:43,2466,Brandon Hutton made Layup.,92,78
3:21,2326,Alec Colhoff made Layup. Assisted by Nate West.,94,78
3:11,2466,Vontay Ott missed Three Point Jumper.,94,78
3:11,2326,Nate West Defensive Rebound.,94,78
2:41,2326,Nate West Turnover.,94,78
2:33,2466,C.J. Jones made Layup.,94,80
2:02,2326,Nate West missed Three Point Jumper.,94,80
2:02,2466,Vontay Ott Defensive Rebound.,94,80
1:57,2466,Vontay Ott Turnover.,94,80
1:57,2326,Le Tourneau  Timeout,94,80
1:31,2466,Foul on Iziahiah Sweeney.,94,80
1:31,2326,Alec Colhoff made Free Throw.,95,80
1:31,2326,Alec Colhoff made Free Throw.,96,80
1:22,2466,Iziahiah Sweeney made Jumper.,96,82
1:19,2466,Northwestern State  Timeout,96,82
0:54,2326,Christian Seidl made Three Point Jumper. Assisted by Nate West.,99,82
0:41,2466,Czar Perry missed Jumper.,99,82
0:41,2326,Nate West Defensive Rebound.,99,82
0:32,2326,Nate West Turnover.,99,82
0:28,2466,C.J. Jones Steal.,99,82
0:25,2326,Foul on Christian Seidl.,99,82
0:25,2466,Brandon Hutton made Free Throw.,99,83
0:25,2466,Brandon Hutton made Free Throw.,99,84
