Cal Poly,25,California,13
12:03,25,Darius McNeill made Three Point Jumper.,49,61
11:42,13,Aleks Abrams missed Layup.,49,61
11:42,25,Marcus Lee Block.,49,61
11:34,25,Nick Hamilton Defensive Rebound.,49,61
11:30,25,Darius McNeill missed Three Point Jumper.,49,61
11:30,13,Donovan Fields Defensive Rebound.,49,61
11:25,13,Marcellus Garrick made Layup. Assisted by Donovan Fields.,51,61
10:58,13,Foul on Victor Joseph.,51,61
10:58,25,Official TV Timeout,51,61
10:58,25,Don Coleman missed Free Throw.,51,61
10:58,25,California Deadball Team Rebound.,51,61
10:58,25,Don Coleman made Free Throw.,51,62
10:41,25,Foul on Nick Hamilton.,51,62
10:28,13,Victor Joseph Turnover.,51,62
10:27,25,Marcus Lee Steal.,51,62
10:19,13,Foul on Hank Hollingsworth.,51,62
10:17,25,Don Coleman made Layup. Assisted by Darius McNeill.,51,64
9:49,13,Marcellus Garrick missed Layup.,51,64
9:49,13,Karlis Garoza Offensive Rebound.,51,64
9:46,13,Victor Joseph made Three Point Jumper. Assisted by Karlis Garoza.,54,64
9:31,25,Darius McNeill Turnover.,54,64
9:29,13,Donovan Fields Steal.,54,64
9:28,25,Foul on Don Coleman.,54,64
9:16,13,Victor Joseph made Layup.,56,64
8:56,25,Roman Davis missed Jumper.,56,64
8:56,13,Marcellus Garrick Defensive Rebound.,56,64
8:30,13,Luke Meikle made Three Point Jumper. Assisted by Donovan Fields.,59,64
8:08,25,Don Coleman made Jumper.,59,66
7:49,13,Luke Meikle missed Three Point Jumper.,59,66
7:49,25,Don Coleman Defensive Rebound.,59,66
7:42,13,Foul on Victor Joseph.,59,66
7:42,25,Official TV Timeout,59,66
7:42,25,Don Coleman made Free Throw.,59,67
7:42,25,Don Coleman made Free Throw.,59,68
7:31,13,Luke Meikle missed Three Point Jumper.,59,68
7:31,25,Justice Sueing Defensive Rebound.,59,68
7:27,13,Foul on Karlis Garoza.,59,68
7:27,25,Justice Sueing missed Free Throw.,59,68
7:27,13,Luke Meikle Defensive Rebound.,59,68
7:04,13,Karlis Garoza Turnover.,59,68
6:53,25,Don Coleman made Layup.,59,70
6:43,13,Cal Poly  Timeout,59,70
6:24,13,Victor Joseph missed Layup.,59,70
6:24,13,Karlis Garoza Offensive Rebound.,59,70
6:20,13,Karlis Garoza made Two Point Tip Shot.,61,70
6:05,13,Foul on Luke Meikle.,61,70
6:05,25,Don Coleman made Free Throw.,61,71
6:05,25,Don Coleman made Free Throw.,61,72
5:39,13,Donovan Fields made Jumper.,63,72
5:21,25,Marcus Lee missed Jumper.,63,72
5:21,13,Luke Meikle Defensive Rebound.,63,72
5:18,25,Foul on Don Coleman.,63,72
5:18,13,Victor Joseph made Free Throw.,64,72
5:18,13,Victor Joseph made Free Throw.,65,72
5:09,25,California  Timeout,65,72
4:51,25,Justice Sueing Turnover.,65,72
4:30,13,Karlis Garoza made Layup. Assisted by Donovan Fields.,67,72
4:12,25,Don Coleman missed Jumper.,67,72
4:12,25,Marcus Lee Offensive Rebound.,67,72
4:08,25,Marcus Lee missed Layup.,67,72
4:08,25,Marcus Lee Offensive Rebound.,67,72
4:05,13,Foul on Victor Joseph.,67,72
4:05,25,Marcus Lee made Free Throw.,67,73
4:05,25,Marcus Lee missed Free Throw.,67,73
4:05,13,Luke Meikle Defensive Rebound.,67,73
3:34,13,Cal Poly  Turnover.,67,73
3:34,25,Official TV Timeout,67,73
3:13,25,Don Coleman made Three Point Jumper. Assisted by Marcus Lee.,67,76
3:04,13,Mark Crowe made Layup. Assisted by Donovan Fields.,69,76
2:39,25,Don Coleman missed Three Point Jumper.,69,76
2:39,13,Mark Crowe Defensive Rebound.,69,76
2:18,13,Donovan Fields missed Jumper.,69,76
2:18,25,Don Coleman Defensive Rebound.,69,76
1:52,25,Kingsley Okoroh Turnover.,69,76
1:38,25,Foul on Justice Sueing.,69,76
1:38,13,Marcellus Garrick made Free Throw.,70,76
1:38,13,Marcellus Garrick made Free Throw.,71,76
1:31,25,Darius McNeill missed Layup.,71,76
1:31,25,Marcus Lee Offensive Rebound.,71,76
1:26,25,Marcus Lee made Dunk.,71,78
1:20,13,Cal Poly  Timeout,71,78
0:59,25,Marcus Lee Turnover.,71,78
0:59,13,Donovan Fields Steal.,71,78
0:59,13,Donovan Fields made Layup.,73,78
0:58,13,Foul on Luke Meikle.,73,78
0:58,25,Darius McNeill missed Free Throw.,73,78
0:58,25,California Deadball Team Rebound.,73,78
0:58,25,Darius McNeill made Free Throw.,73,79
0:43,13,Victor Joseph missed Jumper.,73,79
0:40,25,California Defensive Rebound.,73,79
0:39,13,Foul on Victor Joseph.,73,79
0:39,25,Don Coleman made Free Throw.,73,80
0:39,25,Don Coleman made Free Throw.,73,81
0:31,13,Mark Crowe made Three Point Jumper. Assisted by Marcellus Garrick.,76,81
0:29,13,Foul on Trevor John.,76,81
0:29,25,Don Coleman missed Free Throw.,76,81
0:29,25,California Deadball Team Rebound.,76,81
0:29,25,Don Coleman made Free Throw.,76,82
0:22,13,Mark Crowe missed Three Point Jumper.,76,82
0:22,25,Don Coleman Defensive Rebound.,76,82
0:18,13,Foul on Trevor John.,76,82
0:18,25,Don Coleman made Free Throw.,76,83
0:18,25,Don Coleman made Free Throw.,76,84
0:09,13,Donovan Fields made Three Point Jumper.,79,84
0:06,13,Foul on Jakub Niziol.,79,84
0:06,25,Darius McNeill missed Free Throw.,79,84
0:06,25,California Deadball Team Rebound.,79,84
0:06,25,Darius McNeill made Free Throw.,79,85
0:03,13,Jakub Niziol made Three Point Jumper.,82,85
0:00,25,End of Game,82,85
