Toccoa Falls,Error,Mercer,2382
9:36,2382,Cory Kilby made Three Point Jumper. Assisted by Jordan Strawberry.,10,22
9:04,-1,Seth Stanley Turnover.,10,22
8:51,-1,Foul on Nick Hayes.,10,22
8:51,2382,Ethan Stair made Free Throw.,10,23
8:51,2382,Ethan Stair made Free Throw.,10,24
8:35,2382,Desmond Ringer Block.,10,24
8:35,-1,Caleb Sergent missed Layup.,10,24
8:34,-1,Toccoa Falls Offensive Rebound.,10,24
8:23,-1,Matthew Massengill missed Three Point Jumper.,10,24
8:23,2382,Desmond Ringer Defensive Rebound.,10,24
8:06,2382,Ria'n Holland made Three Point Jumper. Assisted by Jordan Strawberry.,10,27
7:45,-1,Nick Hayes missed Jumper.,10,27
7:45,2382,Desmond Ringer Defensive Rebound.,10,27
7:31,2382,Desmond Ringer missed Layup.,10,27
7:31,-1,Omar Simpkins Defensive Rebound.,10,27
7:15,-1,Nick Hayes Turnover.,10,27
7:15,2382,Cory Kilby Steal.,10,27
7:15,-1,Foul on Matthew Massengill.,10,27
7:15,2382,Official TV Timeout,10,27
7:15,2382,Cory Kilby missed Free Throw.,10,27
7:15,2382,Mercer Deadball Team Rebound.,10,27
7:15,2382,Cory Kilby made Free Throw.,10,28
7:06,-1,Nick Hayes Turnover.,10,28
6:56,2382,Demetre Rivers made Three Point Jumper. Assisted by Jordan Strawberry.,10,31
6:46,-1,Kevin Cave missed Three Point Jumper.,10,31
6:46,2382,Mercer Deadball Team Rebound.,10,31
6:37,2382,Ria'n Holland made Three Point Jumper. Assisted by Jaylen Stowe.,10,34
6:23,2382,Foul on Stephon Jelks.,10,34
6:11,-1,Kevin Cave made Layup. Assisted by Jordan Grayson.,12,34
5:56,2382,Jordan Strawberry missed Jumper.,12,34
5:56,2382,Stephon Jelks Offensive Rebound.,12,34
5:50,2382,Demetre Rivers made Layup. Assisted by Stephon Jelks.,12,36
5:50,-1,Foul on Joe Dockery.,12,36
5:50,2382,Demetre Rivers made Free Throw.,12,37
5:32,2382,Foul on Marcus Cohen.,12,37
5:24,-1,Kevin Cave missed Three Point Jumper.,12,37
5:24,2382,Ria'n Holland Defensive Rebound.,12,37
5:14,2382,Ria'n Holland made Three Point Jumper.,12,40
5:03,-1,Nick Hayes made Jumper.,14,40
4:53,2382,Ria'n Holland missed Jumper.,14,40
4:53,-1,Jordan Grayson Defensive Rebound.,14,40
4:43,-1,Foul on Matthew Massengill.,14,40
4:42,-1,Justin Watkins missed Three Point Jumper.,14,40
4:42,2382,Ethan Stair Defensive Rebound.,14,40
4:40,2382,Ethan Stair missed Free Throw.,14,40
4:40,2382,Mercer Deadball Team Rebound.,14,40
4:40,2382,Ethan Stair made Free Throw.,14,41
4:23,-1,Toccoa Falls  Turnover.,14,41
4:12,2382,Marcus Cohen missed Layup.,14,41
4:12,2382,Mason Green Offensive Rebound.,14,41
4:09,2382,Mason Green missed Two Point Tip Shot.,14,41
4:09,-1,Omar Simpkins Defensive Rebound.,14,41
4:05,-1,Omar Simpkins Turnover.,14,41
4:04,2382,Marcus Cohen Steal.,14,41
3:54,2382,Ethan Stair made Layup. Assisted by Ryan Johnson.,14,43
3:39,-1,Omar Simpkins Turnover.,14,43
3:39,-1,Foul on Omar Simpkins.,14,43
3:25,2382,Ethan Stair made Layup.,14,45
3:03,-1,Caleb Sergent made Three Point Jumper. Assisted by Seth Stanley.,17,45
2:42,-1,Foul on Joe Dockery.,17,45
2:42,2382,Ryan Johnson made Free Throw.,17,46
2:42,2382,Ryan Johnson missed Free Throw.,17,46
2:42,-1,Caleb Sergent Defensive Rebound.,17,46
2:26,-1,Nick Hayes made Layup.,19,46
2:15,2382,Ethan Stair missed Three Point Jumper.,19,46
2:15,2382,Mason Green Offensive Rebound.,19,46
1:58,-1,Foul on Seth Stanley.,19,46
1:58,2382,Marcus Cohen missed Free Throw.,19,46
1:58,2382,Mercer Deadball Team Rebound.,19,46
1:58,2382,Marcus Cohen missed Free Throw.,19,46
1:58,-1,Toccoa Falls Deadball Team Rebound.,19,46
1:39,-1,Caleb Sergent Turnover.,19,46
1:38,2382,Mason Green Steal.,19,46
1:36,2382,Mason Green made Layup.,19,48
1:24,-1,Caleb Sergent Turnover.,19,48
1:23,2382,Marcus Cohen Steal.,19,48
1:20,2382,Ryan Johnson made Layup. Assisted by Marcus Cohen.,19,50
1:06,-1,Seth Stanley missed Jumper.,19,50
1:06,2382,Mercer Deadball Team Rebound.,19,50
0:44,2382,Mac Brydon made Layup. Assisted by Marcus Cohen.,19,52
0:43,-1,Foul on Seth Stanley.,19,52
0:43,2382,Mac Brydon made Free Throw.,19,53
0:27,-1,Justin Watkins missed Three Point Jumper.,19,53
0:27,2382,Ross Cummings Defensive Rebound.,19,53
0:02,-1,Foul on Justin Watkins.,19,53
0:02,2382,Marcus Cohen made Free Throw.,19,54
0:02,2382,Marcus Cohen made Free Throw.,19,55
0:02,2382,Mercer  Timeout,19,55
0:01,2382,Ryan Johnson made Jumper. Assisted by Marcus Cohen.,19,57
0:00,2382,End of 1st half,19,57
19:46,-1,Kevin Cave made Three Point Jumper. Assisted by Joe Dockery.,22,57
19:29,2382,Desmond Ringer made Layup. Assisted by Demetre Rivers.,22,59
19:05,-1,Jordan Grayson made Jumper. Assisted by Nick Hayes.,24,59
18:48,2382,Demetre Rivers Turnover.,24,59
18:37,-1,Nick Hayes made Layup.,26,59
18:22,2382,Stephon Jelks made Three Point Jumper. Assisted by Jordan Strawberry.,26,62
18:09,-1,Jordan Grayson missed Jumper.,26,62
18:09,-1,Jordan Grayson Offensive Rebound.,26,62
18:05,-1,Jordan Grayson missed Layup.,26,62
18:05,2382,Stephon Jelks Block.,26,62
18:03,2382,Stephon Jelks Defensive Rebound.,26,62
17:57,2382,Demetre Rivers missed Three Point Jumper.,26,62
17:57,-1,Nick Hayes Defensive Rebound.,26,62
17:45,-1,Nick Hayes made Layup.,28,62
17:29,2382,Desmond Ringer made Layup. Assisted by Demetre Rivers.,28,64
17:17,-1,Kevin Cave missed Three Point Jumper.,28,64
17:17,2382,Stephon Jelks Defensive Rebound.,28,64
17:05,2382,Demetre Rivers missed Three Point Jumper.,28,64
17:05,-1,Kevin Cave Defensive Rebound.,28,64
16:56,-1,Kevin Cave Turnover.,28,64
16:55,2382,Ria'n Holland Steal.,28,64
16:52,2382,Ria'n Holland made Dunk.,28,66
16:38,-1,Justin Watkins missed Jumper.,28,66
16:38,2382,Stephon Jelks Defensive Rebound.,28,66
16:32,2382,Stephon Jelks Turnover.,28,66
16:31,-1,Nick Hayes Steal.,28,66
16:27,-1,Kevin Cave made Three Point Jumper. Assisted by Nick Hayes.,31,66
16:08,-1,Foul on Jordan Grayson.,31,66
16:03,-1,Foul on Christian Newman.,31,66
15:54,2382,Marcus Cohen missed Three Point Jumper.,31,66
15:54,-1,Seth Stanley Defensive Rebound.,31,66
15:50,2382,Foul on Ria'n Holland.,31,66
15:50,2382,Official TV Timeout,31,66
15:39,-1,Kevin Cave missed Three Point Jumper.,31,66
15:39,2382,Stephon Jelks Defensive Rebound.,31,66
15:19,2382,Jaylen Stowe made Layup. Assisted by Stephon Jelks.,31,68
14:58,-1,Nick Hayes missed Layup.,31,68
14:58,2382,Ethan Stair Defensive Rebound.,31,68
14:39,2382,Jordan Strawberry made Three Point Jumper. Assisted by Ethan Stair.,31,71
14:18,-1,Dylan Brandenburg missed Three Point Jumper.,31,71
14:18,2382,Ria'n Holland Defensive Rebound.,31,71
14:04,2382,Ethan Stair missed Three Point Jumper.,31,71
14:04,2382,Jaylen Stowe Offensive Rebound.,31,71
13:54,2382,Jordan Strawberry made Three Point Jumper. Assisted by Ria'n Holland.,31,74
13:39,-1,Toccoa Falls  Timeout,31,74
13:16,-1,Toccoa Falls  Turnover.,31,74
13:09,-1,Foul on Omar Simpkins.,31,74
13:07,2382,Stephon Jelks made Dunk. Assisted by Marcus Cohen.,31,76
12:50,-1,Caleb Sergent missed Three Point Jumper.,31,76
12:50,2382,Demetre Rivers Defensive Rebound.,31,76
12:42,2382,Desmond Ringer made Layup. Assisted by Demetre Rivers.,31,78
12:34,-1,Caleb Sergent Turnover.,31,78
12:33,2382,Marcus Cohen Steal.,31,78
12:21,2382,Demetre Rivers made Layup. Assisted by Desmond Ringer.,31,80
11:58,-1,Joe Dockery Turnover.,31,80
11:55,2382,Official TV Timeout,31,80
11:44,2382,Ross Cummings missed Three Point Jumper.,31,80
11:44,-1,Kevin Cave Defensive Rebound.,31,80
11:36,-1,Kevin Cave Turnover.,31,80
11:35,2382,Marcus Cohen Steal.,31,80
11:33,2382,Marcus Cohen missed Layup.,31,80
11:33,2382,Ethan Stair Offensive Rebound.,31,80
11:29,2382,Ethan Stair missed Two Point Tip Shot.,31,80
11:29,2382,Ethan Stair Offensive Rebound.,31,80
11:27,2382,Ethan Stair made Layup.,31,82
11:20,-1,Justin Watkins Turnover.,31,82
11:13,2382,Cory Kilby Turnover.,31,82
10:38,-1,Nick Hayes missed Three Point Jumper.,31,82
10:38,2382,Ethan Stair Defensive Rebound.,31,82
10:29,2382,Ethan Stair missed Three Point Jumper.,31,82
10:29,2382,Cory Kilby Offensive Rebound.,31,82
10:14,2382,Marcus Cohen missed Layup.,31,82
10:14,2382,Mason Green Offensive Rebound.,31,82
10:10,2382,Mason Green made Two Point Tip Shot.,31,84
10:02,-1,Dylan Brandenburg made Jumper.,33,84
9:44,2382,Ross Cummings made Three Point Jumper. Assisted by Ethan Stair.,33,87
9:32,2382,Foul on Cory Kilby.,33,87
9:32,-1,Dylan Brandenburg made Free Throw.,34,87
9:32,-1,Dylan Brandenburg made Free Throw.,35,87
9:32,-1,Dylan Brandenburg made Free Throw.,36,87
9:24,2382,Cory Kilby missed Three Point Jumper.,36,87
9:24,-1,Nick Hayes Defensive Rebound.,36,87
9:16,-1,Shane Thompson missed Three Point Jumper.,36,87
9:16,2382,Ross Cummings Defensive Rebound.,36,87
8:57,2382,Ross Cummings made Three Point Jumper. Assisted by Marcus Cohen.,36,90
8:44,-1,Kevin Cave missed Three Point Jumper.,36,90
8:44,-1,Toccoa Falls Offensive Rebound.,36,90
8:34,-1,Dylan Brandenburg missed Three Point Jumper.,36,90
8:34,2382,Ryan Johnson Block.,36,90
8:33,-1,Toccoa Falls Offensive Rebound.,36,90
8:21,-1,Jordan Grayson missed Jumper.,36,90
8:21,2382,Mercer Deadball Team Rebound.,36,90
8:05,-1,Foul on Kevin Cave.,36,90
8:05,2382,Ryan Johnson made Free Throw.,36,91
8:05,2382,Ryan Johnson made Free Throw.,36,92
8:05,2382,Ryan Johnson missed Free Throw.,36,92
8:05,2382,Jaylen Stowe Offensive Rebound.,36,92
7:49,2382,Ross Cummings missed Three Point Jumper.,36,92
7:49,-1,Shane Thompson Defensive Rebound.,36,92
7:38,-1,Nick Hayes missed Jumper.,36,92
7:38,2382,Marcus Cohen Block.,36,92
7:38,-1,Toccoa Falls Deadball Team Rebound.,36,92
7:38,2382,Official TV Timeout,36,92
7:27,-1,Omar Simpkins Turnover.,36,92
7:25,2382,Marcus Cohen Steal.,36,92
7:24,2382,Marcus Cohen made Layup.,36,94
7:10,-1,Caleb Sergent Turnover.,36,94
7:09,2382,Marcus Cohen Steal.,36,94
7:06,2382,Marcus Cohen made Dunk.,36,96
6:52,-1,Seth Stanley missed Three Point Jumper.,36,96
6:52,2382,Marcus Cohen Defensive Rebound.,36,96
6:42,-1,Foul on Seth Stanley.,36,96
6:41,2382,Jaylen Stowe missed Free Throw.,36,96
6:41,2382,Mercer Deadball Team Rebound.,36,96
6:41,2382,Jaylen Stowe missed Free Throw.,36,96
6:41,-1,Toccoa Falls Deadball Team Rebound.,36,96
6:40,2382,Foul on Ryan Johnson.,36,96
6:30,-1,Nick Hayes made Layup.,38,96
6:21,2382,Ryan Johnson Turnover.,38,96
6:20,-1,Seth Stanley Steal.,38,96
6:14,-1,Caleb Sergent missed Three Point Jumper.,38,96
6:14,2382,Jaylen Stowe Defensive Rebound.,38,96
5:59,2382,Jaylen Stowe missed Layup.,38,96
5:59,2382,Mac Brydon Offensive Rebound.,38,96
5:55,2382,Mac Brydon made Two Point Tip Shot.,38,98
5:50,-1,Nick Hayes Turnover.,38,98
5:50,-1,Foul on Nick Hayes.,38,98
5:38,2382,Ross Cummings missed Three Point Jumper.,38,98
5:38,-1,Omar Simpkins Defensive Rebound.,38,98
5:27,-1,Nick Hayes missed Three Point Jumper.,38,98
5:27,2382,Ross Cummings Defensive Rebound.,38,98
5:19,2382,Ross Cummings made Layup.,38,100
5:02,-1,Omar Simpkins made Jumper. Assisted by Seth Stanley.,40,100
4:41,2382,Ross Cummings missed Three Point Jumper.,40,100
4:41,-1,Seth Stanley Defensive Rebound.,40,100
4:32,-1,Caleb Sergent made Three Point Jumper. Assisted by Seth Stanley.,43,100
4:15,2382,Jaylen Stowe missed Layup.,43,100
4:15,2382,Mac Brydon Offensive Rebound.,43,100
4:12,2382,Mac Brydon made Layup.,43,102
4:00,2382,Foul on Ross Cummings.,43,102
4:00,-1,Joe Dockery missed Free Throw.,43,102
4:00,-1,Toccoa Falls Deadball Team Rebound.,43,102
4:00,-1,Joe Dockery missed Free Throw.,43,102
4:00,2382,Ross Cummings Defensive Rebound.,43,102
3:43,-1,Foul on Jordan Grayson.,43,102
3:43,2382,Ryan Johnson made Free Throw.,43,103
3:43,2382,Ryan Johnson made Free Throw.,43,104
3:13,-1,Toccoa Falls  Turnover.,43,104
2:59,2382,Mason Green made Dunk. Assisted by Cory Kilby.,43,106
2:53,-1,Kevin Cave missed Three Point Jumper.,43,106
2:53,-1,Toccoa Falls Offensive Rebound.,43,106
2:48,-1,Seth Stanley Turnover.,43,106
2:33,2382,Cory Kilby Turnover.,43,106
2:10,-1,Seth Stanley Turnover.,43,106
2:10,-1,Toccoa Falls  Timeout,43,106
1:57,2382,Ryan Johnson made Layup. Assisted by Jaylen Stowe.,43,108
1:41,-1,Seth Stanley missed Three Point Jumper.,43,108
1:41,-1,Toccoa Falls Offensive Rebound.,43,108
1:30,-1,Joe Dockery missed Three Point Jumper.,43,108
1:30,2382,Mercer Deadball Team Rebound.,43,108
1:15,2382,Mac Brydon missed Layup.,43,108
1:15,-1,Jordan Grayson Block.,43,108
1:12,-1,Nick Hayes Defensive Rebound.,43,108
1:08,-1,Seth Stanley missed Three Point Jumper.,43,108
1:08,2382,Mercer Deadball Team Rebound.,43,108
0:56,2382,Jaylen Stowe Turnover.,43,108
0:54,-1,Joe Dockery Steal.,43,108
0:51,-1,Nick Hayes missed Layup.,43,108
0:51,2382,Ross Cummings Defensive Rebound.,43,108
0:41,2382,Mason Green made Dunk. Assisted by Jaylen Stowe.,43,110
0:15,-1,Seth Stanley Turnover.,43,110
0:14,2382,Ryan Johnson Steal.,43,110
0:00,2382,End of Game,43,110
