Bucknell,8,Arkansas,2083
7:25,2083,Avi Toomer Defensive Rebound.,21,28
7:20,8,Foul on Adrio Bailey.,21,28
7:20,2083,Zach Thomas missed Free Throw.,21,28
7:20,2083,Bucknell Deadball Team Rebound.,21,28
7:20,2083,Zach Thomas made Free Throw.,22,28
7:12,2083,Foul on Jimmy Sotos.,22,28
7:12,8,Daryl Macon made Free Throw.,22,29
7:12,8,Daryl Macon made Free Throw.,22,30
6:44,2083,Avi Toomer missed Three Point Jumper.,22,30
6:44,2083,Nate Sestina Offensive Rebound.,22,30
6:41,2083,Bucknell  Turnover.,22,30
6:14,8,Adrio Bailey made Dunk. Assisted by Jaylen Barford.,22,32
5:49,2083,Avi Toomer made Layup. Assisted by Nate Jones.,24,32
5:34,8,Jaylen Barford made Jumper.,24,34
5:19,2083,Nana Foulland made Jumper. Assisted by Kimbal Mackenzie.,26,34
5:07,8,Jaylen Barford made Three Point Jumper. Assisted by Daryl Macon.,26,37
4:42,2083,Nana Foulland missed Jumper.,26,37
4:42,8,Darious Hall Defensive Rebound.,26,37
4:22,8,Foul on Darious Hall.,26,37
4:22,8,Darious Hall Turnover.,26,37
4:14,2083,Kimbal Mackenzie Turnover.,26,37
4:05,8,Jaylen Barford made Three Point Jumper. Assisted by Trey Thompson.,26,40
3:45,2083,Zach Thomas missed Jumper.,26,40
3:45,8,Trey Thompson Block.,26,40
3:45,2083,Bucknell Offensive Rebound.,26,40
3:45,8,Official TV Timeout,26,40
3:44,8,Official TV Timeout,26,40
3:30,2083,Stephen Brown missed Three Point Jumper.,26,40
3:30,2083,Nana Foulland Offensive Rebound.,26,40
3:26,2083,Nana Foulland missed Jumper.,26,40
3:26,8,Anton Beard Defensive Rebound.,26,40
3:17,2083,Foul on Avi Toomer.,26,40
3:17,2083,Technical Foul on Zach Thomas.,26,40
3:17,2083,Foul on Zach Thomas.,26,40
3:17,8,Jaylen Barford made Free Throw.,26,41
3:17,8,Jaylen Barford missed Free Throw.,26,41
3:17,8,Arkansas Deadball Team Rebound.,26,41
3:17,8,Jaylen Barford made Free Throw.,26,42
3:17,8,Jaylen Barford missed Free Throw.,26,42
3:17,8,Arkansas Deadball Team Rebound.,26,42
3:17,8,Jaylen Barford missed Free Throw.,26,42
3:17,2083,Zach Thomas Defensive Rebound.,26,42
2:54,2083,Kimbal Mackenzie missed Jumper.,26,42
2:54,2083,Bucknell Offensive Rebound.,26,42
2:46,2083,Kimbal Mackenzie missed Three Point Jumper.,26,42
2:46,8,Darious Hall Defensive Rebound.,26,42
2:36,8,Anton Beard Turnover.,26,42
2:24,2083,Zach Thomas missed Three Point Jumper.,26,42
2:24,8,Darious Hall Block.,26,42
2:22,2083,Zach Thomas Offensive Rebound.,26,42
2:20,2083,Zach Thomas made Three Point Jumper.,29,42
2:05,8,Trey Thompson missed Jumper.,29,42
2:05,8,Anton Beard Offensive Rebound.,29,42
2:01,8,Anton Beard made Layup.,29,44
2:01,2083,Foul on Kimbal Mackenzie.,29,44
2:01,8,Anton Beard made Free Throw.,29,45
1:49,2083,Stephen Brown Turnover.,29,45
1:48,8,Daryl Macon Steal.,29,45
1:46,8,Daryl Macon made Layup.,29,47
1:34,2083,Stephen Brown missed Three Point Jumper.,29,47
1:34,8,Arkansas Deadball Team Rebound.,29,47
1:32,2083,Foul on Avi Toomer.,29,47
1:32,8,Anton Beard made Free Throw.,29,48
1:32,8,Anton Beard made Free Throw.,29,49
1:25,2083,Zach Thomas made Three Point Jumper. Assisted by Stephen Brown.,32,49
1:11,8,Darious Hall missed Jumper.,32,49
1:10,8,Darious Hall Offensive Rebound.,32,49
1:10,8,Darious Hall made Layup.,32,51
0:46,2083,Stephen Brown Turnover.,32,51
0:45,8,C.J. Jones Steal.,32,51
0:42,8,Darious Hall made Layup. Assisted by C.J. Jones.,32,53
0:27,2083,Nana Foulland made Layup.,34,53
0:27,8,Foul on Daniel Gafford.,34,53
0:27,2083,Nana Foulland missed Free Throw.,34,53
0:27,8,Trey Thompson Defensive Rebound.,34,53
0:01,8,Daryl Macon made Three Point Jumper.,34,56
0:00,8,End of 1st half,34,56
19:44,8,Adrio Bailey missed Jumper.,34,56
19:44,2083,Zach Thomas Defensive Rebound.,34,56
19:33,8,Foul on Trey Thompson.,34,56
19:33,2083,Nana Foulland made Free Throw.,35,56
19:33,2083,Nana Foulland made Free Throw.,36,56
19:15,8,Jaylen Barford made Jumper.,36,58
18:55,2083,Nana Foulland made Layup.,38,58
18:29,8,Trey Thompson made Layup.,38,60
18:29,2083,Foul on Nana Foulland.,38,60
18:29,8,Trey Thompson missed Free Throw.,38,60
18:29,2083,Zach Thomas Defensive Rebound.,38,60
18:21,8,Foul on Trey Thompson.,38,60
18:11,2083,Zach Thomas made Layup. Assisted by Stephen Brown.,40,60
18:11,8,Foul on Adrio Bailey.,40,60
18:11,2083,Zach Thomas made Free Throw.,41,60
17:59,8,Daryl Macon made Layup. Assisted by Anton Beard.,41,62
17:25,2083,Nana Foulland made Jumper. Assisted by Stephen Brown.,43,62
17:08,2083,Foul on Stephen Brown.,43,62
16:55,8,Jaylen Barford made Layup.,43,64
16:46,2083,Avi Toomer Turnover.,43,64
16:44,8,Jaylen Barford Steal.,43,64
16:41,8,Adrio Bailey Turnover.,43,64
16:38,2083,Bruce Moore Steal.,43,64
16:38,8,Foul on Adrio Bailey.,43,64
16:28,2083,Bruce Moore missed Three Point Jumper.,43,64
16:28,2083,Zach Thomas Offensive Rebound.,43,64
16:24,2083,Zach Thomas Turnover.,43,64
16:23,8,Adrio Bailey Steal.,43,64
16:05,8,Daryl Macon missed Jumper.,43,64
16:05,2083,Bruce Moore Block.,43,64
16:03,8,Daryl Macon Offensive Rebound.,43,64
16:02,8,Daryl Macon missed Jumper.,43,64
16:02,8,Arkansas Offensive Rebound.,43,64
15:56,8,Anton Beard made Layup.,43,66
15:45,2083,Avi Toomer made Three Point Jumper. Assisted by Zach Thomas.,46,66
15:13,8,Daryl Macon made Jumper.,46,68
14:59,2083,Avi Toomer made Three Point Jumper. Assisted by Stephen Brown.,49,68
14:43,8,Daniel Gafford made Jumper. Assisted by Daryl Macon.,49,70
14:27,2083,Zach Thomas made Three Point Jumper. Assisted by Stephen Brown.,52,70
13:58,8,Daniel Gafford made Jumper. Assisted by Daryl Macon.,52,72
13:44,2083,Zach Thomas missed Layup.,52,72
13:44,2083,Nana Foulland Offensive Rebound.,52,72
13:41,2083,Nana Foulland made Dunk.,54,72
13:35,8,Daryl Macon made Layup.,54,74
13:34,8,Arkansas  Timeout,54,74
13:18,2083,Stephen Brown Turnover.,54,74
13:15,8,Anton Beard missed Three Point Jumper.,54,74
13:15,2083,Zach Thomas Defensive Rebound.,54,74
13:01,2083,Stephen Brown missed Jumper.,54,74
13:01,8,C.J. Jones Defensive Rebound.,54,74
12:42,8,Gabe Osabuohien missed Three Point Jumper.,54,74
12:42,2083,Bucknell Deadball Team Rebound.,54,74
12:39,8,Foul on Darious Hall.,54,74
12:39,8,Official TV Timeout,54,74
12:11,2083,Avi Toomer missed Three Point Jumper.,54,74
12:11,2083,Nate Sestina Offensive Rebound.,54,74
12:05,2083,Jimmy Sotos missed Three Point Jumper.,54,74
12:05,8,Arkansas Deadball Team Rebound.,54,74
12:03,2083,Foul on Nate Sestina.,54,74
11:43,8,Darious Hall Turnover.,54,74
11:43,8,Official TV Timeout,54,74
11:18,8,Foul on Darious Hall.,54,74
11:11,2083,Nate Sestina Turnover.,54,74
10:58,8,C.J. Jones made Jumper.,54,76
10:37,2083,Bruce Moore missed Jumper.,54,76
10:37,8,C.J. Jones Defensive Rebound.,54,76
10:24,8,Gabe Osabuohien missed Layup.,54,76
10:24,2083,Nate Sestina Defensive Rebound.,54,76
10:17,2083,Nana Foulland Turnover.,54,76
10:15,8,Jaylen Barford Steal.,54,76
10:10,8,Daniel Gafford made Layup. Assisted by Jaylen Barford.,54,78
9:49,8,Foul on Daniel Gafford.,54,78
9:49,2083,Nana Foulland missed Free Throw.,54,78
9:49,8,Daryl Macon Defensive Rebound.,54,78
9:37,8,Jaylen Barford missed Jumper.,54,78
9:37,2083,Zach Thomas Defensive Rebound.,54,78
9:27,2083,Stephen Brown made Layup.,56,78
9:16,8,C.J. Jones missed Jumper.,56,78
9:16,8,Arkansas Deadball Team Rebound.,56,78
9:14,2083,Foul on Nate Jones.,56,78
8:56,8,Jaylen Barford missed Jumper.,56,78
8:56,2083,Zach Thomas Defensive Rebound.,56,78
8:47,2083,Stephen Brown made Jumper.,58,78
8:16,8,Daryl Macon made Three Point Jumper.,58,81
8:14,2083,Stephen Brown made Jumper.,60,81
7:49,8,C.J. Jones missed Three Point Jumper.,60,81
7:49,8,Trey Thompson Offensive Rebound.,60,81
7:45,8,C.J. Jones made Layup. Assisted by Trey Thompson.,60,83
7:45,2083,Foul on Avi Toomer.,60,83
7:45,8,Official TV Timeout,60,83
7:45,8,C.J. Jones made Free Throw.,60,84
7:25,2083,Nate Jones missed Three Point Jumper.,60,84
7:25,8,Trey Thompson Defensive Rebound.,60,84
7:01,8,Jaylen Barford missed Jumper.,60,84
7:01,2083,Bruce Moore Block.,60,84
7:00,8,Jaylen Barford Offensive Rebound.,60,84
6:57,8,Adrio Bailey Turnover.,60,84
6:33,2083,Stephen Brown made Three Point Jumper. Assisted by Zach Thomas.,63,84
6:06,8,Jaylen Barford missed Jumper.,63,84
6:06,8,Adrio Bailey Offensive Rebound.,63,84
6:01,8,Adrio Bailey made Two Point Tip Shot.,63,86
5:57,2083,Stephen Brown missed Layup.,63,86
5:57,8,C.J. Jones Defensive Rebound.,63,86
5:47,8,Foul on Daryl Macon.,63,86
5:47,8,Daryl Macon Turnover.,63,86
5:37,2083,Zach Thomas missed Layup.,63,86
5:37,2083,Zach Thomas Offensive Rebound.,63,86
5:35,8,Foul on Anton Beard.,63,86
5:35,2083,Zach Thomas missed Free Throw.,63,86
5:35,2083,Bucknell Deadball Team Rebound.,63,86
5:35,2083,Zach Thomas made Free Throw.,64,86
5:07,8,Jaylen Barford made Jumper.,64,88
4:52,8,Foul on Adrio Bailey.,64,88
4:52,2083,Nana Foulland missed Free Throw.,64,88
4:52,2083,Bucknell Deadball Team Rebound.,64,88
4:52,2083,Nana Foulland made Free Throw.,65,88
4:37,2083,Foul on Nana Foulland.,65,88
4:37,8,Daniel Gafford made Free Throw.,65,89
4:37,8,Daniel Gafford made Free Throw.,65,90
4:20,2083,Nana Foulland missed Jumper.,65,90
4:20,8,Trey Thompson Defensive Rebound.,65,90
4:13,8,Daryl Macon missed Three Point Jumper.,65,90
4:13,8,Arkansas Deadball Team Rebound.,65,90
4:11,2083,Foul on Nana Foulland.,65,90
4:11,8,Daniel Gafford made Free Throw.,65,91
4:11,8,Daniel Gafford made Free Throw.,65,92
3:57,2083,Zach Thomas made Three Point Jumper. Assisted by Jimmy Sotos.,68,92
3:39,8,Anton Beard missed Layup.,68,92
3:39,2083,Stephen Brown Defensive Rebound.,68,92
3:25,2083,Nana Foulland made Jumper.,70,92
3:11,8,Daniel Gafford missed Jumper.,70,92
3:11,2083,Nana Foulland Defensive Rebound.,70,92
2:59,2083,Zach Thomas Turnover.,70,92
2:58,8,Darious Hall Steal.,70,92
2:52,8,Anton Beard Turnover.,70,92
2:51,2083,Ben Robertson Steal.,70,92
2:41,8,Foul on Daniel Gafford.,70,92
2:41,8,Official TV Timeout,70,92
2:41,2083,Zach Thomas made Free Throw.,71,92
2:41,2083,Zach Thomas missed Free Throw.,71,92
2:41,8,Arkansas Defensive Rebound.,71,92
2:26,8,Darious Hall missed Layup.,71,92
2:26,8,Gabe Osabuohien Offensive Rebound.,71,92
2:25,8,Gabe Osabuohien made Dunk.,71,94
2:02,2083,Ben Robertson Turnover.,71,94
2:00,8,Anton Beard Steal.,71,94
2:00,2083,Foul on Jimmy Sotos.,71,94
2:00,8,Anton Beard made Free Throw.,71,95
2:00,8,Anton Beard made Free Throw.,71,96
1:44,2083,Jimmy Sotos missed Three Point Jumper.,71,96
1:44,8,Trey Thompson Defensive Rebound.,71,96
1:21,8,Darious Hall Turnover.,71,96
1:08,2083,Foul on Ben Robertson.,71,96
1:08,2083,Ben Robertson Turnover.,71,96
0:52,8,Darious Hall made Dunk.,71,98
0:42,2083,Jimmy Sotos made Layup.,73,98
0:29,8,C.J. Jones missed Layup.,73,98
0:29,2083,Paul Newman Defensive Rebound.,73,98
0:24,2083,Paul Newman Turnover.,73,98
0:24,8,Jonathan Holmes Steal.,73,98
0:19,8,Jonathan Holmes made Three Point Jumper.,73,101
0:09,2083,Jordan Sechan missed Three Point Jumper.,73,101
0:09,8,C.J. Jones Defensive Rebound.,73,101
0:00,8,End of Game,73,101
