Howard,84,Indiana,47
12:41,84,Freddie McSwain Jr. Offensive Rebound.,4,9
12:35,84,Aljami Durham missed Layup.,4,9
12:35,47,Zion Cousins Defensive Rebound.,4,9
12:29,47,Kai Tease made Three Point Jumper. Assisted by RJ Cole.,7,9
12:08,84,Devonte Green Turnover.,7,9
12:08,84,Foul on Devonte Green.,7,9
11:47,47,Kyle Foster missed Three Point Jumper.,7,9
11:47,84,Justin Smith Defensive Rebound.,7,9
11:40,47,Foul on Zion Cousins.,7,9
11:40,84,Official TV Timeout,7,9
11:40,84,Freddie McSwain Jr. missed Free Throw.,7,9
11:40,84,Indiana Deadball Team Rebound.,7,9
11:40,84,Freddie McSwain Jr. missed Free Throw.,7,9
11:40,47,Zion Cousins Defensive Rebound.,7,9
11:27,47,Zion Cousins missed Jumper.,7,9
11:26,84,Freddie McSwain Jr. Block.,7,9
11:25,47,Jalen Jones Offensive Rebound.,7,9
11:19,47,RJ Cole missed Layup.,7,9
11:19,84,Indiana Defensive Rebound.,7,9
11:08,84,Curtis Jones Turnover.,7,9
10:50,47,Charles Williams missed Three Point Jumper.,7,9
10:50,84,Freddie McSwain Jr. Defensive Rebound.,7,9
10:36,84,Justin Smith made Layup.,7,11
10:12,47,RJ Cole made Layup.,9,11
9:56,84,Justin Smith made Layup. Assisted by Aljami Durham.,9,13
9:33,47,Charles Williams made Layup.,11,13
9:11,84,Justin Smith Turnover.,11,13
9:09,47,Kai Tease Steal.,11,13
8:58,47,Kai Tease made Three Point Jumper. Assisted by RJ Cole.,14,13
8:29,84,Aljami Durham made Three Point Jumper. Assisted by Curtis Jones.,14,16
8:10,47,RJ Cole missed Layup.,14,16
8:10,84,De'Ron Davis Defensive Rebound.,14,16
8:10,47,Foul on Cameron Lewis.,14,16
8:10,84,De'Ron Davis missed Free Throw.,14,16
8:10,47,Cameron Lewis Defensive Rebound.,14,16
7:57,47,Charles Williams Turnover.,14,16
7:57,84,Official TV Timeout,14,16
7:49,84,Clifton Moore Turnover.,14,16
7:25,47,Kai Tease made Three Point Jumper. Assisted by RJ Cole.,17,16
7:04,84,Aljami Durham made Three Point Jumper. Assisted by De'Ron Davis.,17,19
6:40,47,Charles Williams missed Three Point Jumper.,17,19
6:40,84,Aljami Durham Defensive Rebound.,17,19
6:33,84,Aljami Durham made Layup.,17,21
6:31,47,Howard  Timeout,17,21
6:15,47,RJ Cole made Three Point Jumper.,20,21
5:47,84,Indiana Offensive Rebound.,20,21
5:46,84,Devonte Green missed Three Point Jumper.,20,21
5:46,84,De'Ron Davis Offensive Rebound.,20,21
5:44,84,De'Ron Davis made Free Throw.,20,22
5:44,84,De'Ron Davis made Free Throw.,20,23
5:44,47,Foul on Zion Cousins.,20,21
5:44,84,Clifton Moore missed Jumper.,20,21
5:18,47,Zion Cousins missed Jumper.,20,23
5:18,84,Robert Johnson Defensive Rebound.,20,23
5:10,84,Justin Smith made Dunk. Assisted by Robert Johnson.,20,25
4:51,47,RJ Cole made Three Point Jumper. Assisted by Dalique Mingo.,23,25
4:32,84,Justin Smith Turnover.,23,25
4:31,47,Zion Cousins Steal.,23,25
4:04,47,RJ Cole missed Jumper.,23,25
4:04,84,Justin Smith Defensive Rebound.,23,25
3:58,84,Devonte Green Turnover.,23,25
3:58,84,Foul on Devonte Green.,23,25
3:58,84,Official TV Timeout,23,25
3:42,47,Kyle Foster missed Layup.,23,25
3:42,84,Justin Smith Block.,23,25
3:39,84,Justin Smith Defensive Rebound.,23,25
3:33,84,Robert Johnson made Layup. Assisted by Josh Newkirk.,23,27
3:16,47,Kai Tease Turnover.,23,27
3:04,84,Josh Newkirk missed Three Point Jumper.,23,27
3:04,47,RJ Cole Defensive Rebound.,23,27
3:02,47,Kai Tease Turnover.,23,27
2:49,84,Justin Smith made Dunk. Assisted by Josh Newkirk.,23,29
2:29,47,Charles Williams missed Three Point Jumper.,23,29
2:29,84,Justin Smith Defensive Rebound.,23,29
2:16,84,Aljami Durham made Three Point Jumper. Assisted by Josh Newkirk.,23,32
1:56,47,Jalen Jones made Layup.,25,32
1:29,47,Foul on Howard.,25,32
1:29,47,Foul on Kai Tease.,25,32
1:29,84,Robert Johnson made Free Throw.,25,33
1:29,47,Technical Foul on Howard.,25,32
1:29,84,Robert Johnson missed Free Throw.,25,32
1:29,84,Indiana Deadball Team Rebound.,25,32
1:29,84,Robert Johnson missed Free Throw.,25,32
1:29,84,Indiana Deadball Team Rebound.,25,32
1:29,84,Robert Johnson missed Free Throw.,25,33
1:29,47,Jalen Jones Defensive Rebound.,25,33
1:09,47,Charles Williams missed Jumper.,25,33
1:09,84,Curtis Jones Defensive Rebound.,25,33
1:03,84,Josh Newkirk Turnover.,25,33
1:02,47,RJ Cole Steal.,25,33
0:58,47,Kai Tease missed Jumper.,25,33
0:57,84,Clifton Moore Block.,25,33
0:56,84,Robert Johnson Defensive Rebound.,25,33
0:55,84,Indiana  Timeout,25,33
0:25,84,Clifton Moore missed Jumper.,25,33
0:25,84,Clifton Moore Offensive Rebound.,25,33
0:21,84,Josh Newkirk made Three Point Jumper. Assisted by Clifton Moore.,25,36
0:04,84,Foul on Freddie McSwain Jr..,25,36
0:04,47,RJ Cole made Free Throw.,26,36
0:04,47,RJ Cole made Free Throw.,27,36
0:04,47,Technical Foul on Howard.,27,36
0:04,84,Josh Newkirk made Free Throw.,27,37
0:00,84,End of 1st half,27,37
19:41,47,Jalen Jones Turnover.,27,37
19:29,84,De'Ron Davis made Layup. Assisted by Devonte Green.,27,39
19:19,84,Foul on Devonte Green.,27,39
19:19,47,RJ Cole made Free Throw.,28,39
19:19,47,RJ Cole made Free Throw.,29,39
18:59,84,Josh Newkirk missed Three Point Jumper.,29,39
18:59,84,Justin Smith Offensive Rebound.,29,39
18:54,84,Robert Johnson made Three Point Jumper. Assisted by Josh Newkirk.,29,42
18:37,47,Charles Williams Turnover.,29,42
18:37,84,De'Ron Davis Steal.,29,42
18:24,84,Justin Smith made Layup. Assisted by Aljami Durham.,29,44
18:14,47,Howard  Timeout,29,44
18:14,84,Official TV Timeout,29,44
17:55,47,Charles Williams Turnover.,29,44
17:54,84,Robert Johnson Steal.,29,44
17:37,84,De'Ron Davis made Layup. Assisted by Josh Newkirk.,29,46
17:27,47,Charles Williams missed Three Point Jumper.,29,46
17:27,47,Marcus Hall Offensive Rebound.,29,46
17:15,47,RJ Cole missed Layup.,29,46
17:15,84,Justin Smith Defensive Rebound.,29,46
17:11,47,Foul on Kai Tease.,29,46
17:11,84,Robert Johnson made Free Throw.,29,47
17:11,84,Robert Johnson missed Free Throw.,29,47
17:11,47,Kyle Foster Defensive Rebound.,29,47
17:04,84,Foul on Aljami Durham.,29,47
17:04,47,Kyle Foster made Free Throw.,30,47
17:04,47,Kyle Foster made Free Throw.,31,47
17:04,47,Kyle Foster made Free Throw.,32,47
16:44,84,Justin Smith made Jumper. Assisted by Josh Newkirk.,32,49
16:28,47,Kyle Foster missed Three Point Jumper.,32,49
16:28,84,Justin Smith Defensive Rebound.,32,49
16:19,84,Justin Smith missed Layup.,32,49
16:19,47,Zion Cousins Block.,32,49
16:17,47,Kai Tease Defensive Rebound.,32,49
16:13,47,Kyle Foster missed Three Point Jumper.,32,49
16:13,47,Howard Offensive Rebound.,32,49
16:04,47,Kai Tease missed Layup.,32,49
16:04,84,Aljami Durham Defensive Rebound.,32,49
15:36,84,Aljami Durham Turnover.,32,49
15:36,84,Foul on Aljami Durham.,32,49
15:36,84,Official TV Timeout,32,49
15:23,47,Cameron Lewis made Layup. Assisted by RJ Cole.,34,49
15:06,84,Curtis Jones missed Three Point Jumper.,34,49
15:06,47,Cameron Lewis Defensive Rebound.,34,49
14:57,47,RJ Cole made Three Point Jumper.,37,49
14:38,84,Aljami Durham missed Three Point Jumper.,37,49
14:38,47,Cameron Lewis Defensive Rebound.,37,49
14:21,47,Kai Tease missed Three Point Jumper.,37,49
14:21,84,Indiana Deadball Team Rebound.,37,49
14:09,84,De'Ron Davis made Layup.,37,51
13:55,47,RJ Cole missed Layup.,37,51
13:55,84,De'Ron Davis Block.,37,51
13:53,84,Devonte Green Defensive Rebound.,37,51
13:48,84,Aljami Durham made Layup. Assisted by Curtis Jones.,37,53
13:38,47,Kyle Foster made Three Point Jumper. Assisted by RJ Cole.,40,53
13:29,47,Foul on Cameron Lewis.,40,53
13:29,84,Freddie McSwain Jr. missed Free Throw.,40,53
13:29,84,Indiana Deadball Team Rebound.,40,53
13:29,84,Freddie McSwain Jr. missed Free Throw.,40,53
13:29,47,Kyle Foster Defensive Rebound.,40,53
13:08,47,Jalen Jones Turnover.,40,53
12:47,84,De'Ron Davis made Jumper. Assisted by Aljami Durham.,40,55
12:34,47,Nate Garvey missed Three Point Jumper.,40,55
12:34,84,Curtis Jones Defensive Rebound.,40,55
12:25,84,Freddie McSwain Jr. Turnover.,40,55
12:24,47,Cameron Lewis Steal.,40,55
12:21,47,RJ Cole made Layup.,42,55
12:19,47,Howard  Timeout,42,55
12:19,84,Official TV Timeout,42,55
11:58,84,De'Ron Davis missed Jumper.,42,55
11:58,47,Cameron Lewis Block.,42,55
11:58,47,Zion Cousins Defensive Rebound.,42,55
11:42,47,Kyle Foster missed Three Point Jumper.,42,55
11:42,47,Zion Cousins Offensive Rebound.,42,55
11:36,47,RJ Cole made Three Point Jumper. Assisted by Zion Cousins.,45,55
11:16,84,Curtis Jones made Three Point Jumper. Assisted by Justin Smith.,45,58
10:58,47,Nate Garvey missed Jumper.,45,58
10:58,84,De'Ron Davis Defensive Rebound.,45,58
10:33,84,Curtis Jones missed Three Point Jumper.,45,58
10:33,84,Justin Smith Offensive Rebound.,45,58
10:28,84,Justin Smith missed Two Point Tip Shot.,45,58
10:28,47,Zion Cousins Defensive Rebound.,45,58
10:24,84,Foul on Josh Newkirk.,45,58
10:24,47,Kyle Foster made Free Throw.,46,58
10:24,47,Kyle Foster made Free Throw.,47,58
10:13,84,Josh Newkirk missed Three Point Jumper.,47,58
10:13,47,Zion Cousins Defensive Rebound.,47,58
10:03,47,Kyle Foster missed Three Point Jumper.,47,58
10:03,84,Justin Smith Defensive Rebound.,47,58
9:56,84,Josh Newkirk made Layup. Assisted by Justin Smith.,47,60
9:56,47,Foul on RJ Cole.,47,60
9:56,84,Josh Newkirk made Free Throw.,47,61
9:49,47,RJ Cole missed Layup.,47,61
9:49,84,De'Ron Davis Block.,47,61
9:48,47,Cameron Lewis Offensive Rebound.,47,61
9:47,47,Cameron Lewis missed Layup.,47,61
9:47,84,Justin Smith Block.,47,61
9:46,47,Cameron Lewis Offensive Rebound.,47,61
9:40,47,Zion Cousins made Layup. Assisted by Kyle Foster.,49,61
9:29,84,Justin Smith made Layup. Assisted by De'Ron Davis.,49,63
9:10,47,Charles Williams made Three Point Jumper.,52,63
9:03,84,Devonte Green missed Jumper.,52,63
9:03,47,Zion Cousins Defensive Rebound.,52,63
8:55,84,Foul on Devonte Green.,52,63
8:44,47,Zion Cousins missed Jumper.,52,63
8:44,84,Josh Newkirk Defensive Rebound.,52,63
8:28,84,De'Ron Davis made Layup.,52,65
8:28,47,Foul on Charles Williams.,52,65
8:28,84,De'Ron Davis missed Free Throw.,52,65
8:28,47,Charles Williams Defensive Rebound.,52,65
8:18,47,Zion Cousins made Jumper. Assisted by RJ Cole.,54,65
8:18,84,Foul on Aljami Durham.,54,65
8:18,47,Zion Cousins made Free Throw.,55,65
7:57,84,Robert Johnson missed Three Point Jumper.,55,65
7:57,47,Kai Tease Defensive Rebound.,55,65
7:51,47,Kai Tease missed Layup.,55,65
7:51,84,Clifton Moore Block.,55,65
7:48,84,Robert Johnson Defensive Rebound.,55,65
7:46,84,Robert Johnson made Layup.,55,67
7:39,47,Charles Williams missed Three Point Jumper.,55,67
7:39,84,Freddie McSwain Jr. Defensive Rebound.,55,67
7:37,84,Official TV Timeout,55,67
7:26,84,Aljami Durham missed Layup.,55,67
7:26,84,Freddie McSwain Jr. Offensive Rebound.,55,67
7:24,84,Freddie McSwain Jr. made Two Point Tip Shot.,55,69
7:05,47,RJ Cole missed Layup.,55,69
7:05,47,Cameron Lewis Offensive Rebound.,55,69
7:03,84,Foul on Robert Johnson.,55,69
7:03,47,Kyle Foster missed Free Throw.,55,69
7:03,47,Howard Deadball Team Rebound.,55,69
7:03,47,Kyle Foster made Free Throw.,56,69
7:03,47,Kyle Foster made Free Throw.,57,69
6:43,84,Josh Newkirk Turnover.,57,69
6:28,47,RJ Cole missed Jumper.,57,69
6:28,47,Zion Cousins Offensive Rebound.,57,69
6:24,47,Zion Cousins made Layup.,59,69
6:07,84,Robert Johnson Turnover.,59,69
6:06,47,Cameron Lewis Steal.,59,69
6:03,47,Charles Williams missed Three Point Jumper.,59,69
6:03,84,Josh Newkirk Defensive Rebound.,59,69
6:01,47,Foul on RJ Cole.,59,69
5:48,84,Robert Johnson made Three Point Jumper. Assisted by De'Ron Davis.,59,72
5:43,84,Indiana  Timeout,59,72
5:33,47,Charles Williams Turnover.,59,72
5:33,47,Foul on Charles Williams.,59,72
5:23,84,De'Ron Davis missed Layup.,59,72
5:23,47,Zion Cousins Defensive Rebound.,59,72
5:08,47,Kyle Foster missed Jumper.,59,72
5:08,84,De'Ron Davis Defensive Rebound.,59,72
5:08,47,Foul on Charles Williams.,59,72
5:08,84,De'Ron Davis made Free Throw.,59,73
5:08,84,De'Ron Davis missed Free Throw.,59,73
5:08,47,Cameron Lewis Defensive Rebound.,59,73
4:48,47,Kyle Foster missed Three Point Jumper.,59,73
4:48,47,Cameron Lewis Offensive Rebound.,59,73
4:44,47,Charles Williams made Layup. Assisted by Cameron Lewis.,61,73
4:44,84,Foul on Robert Johnson.,61,73
4:44,47,Charles Williams missed Free Throw.,61,73
4:44,84,De'Ron Davis Defensive Rebound.,61,73
4:30,84,Josh Newkirk missed Three Point Jumper.,61,73
4:30,47,Kyle Foster Defensive Rebound.,61,73
4:20,47,RJ Cole missed Layup.,61,73
4:20,84,De'Ron Davis Block.,61,73
4:14,47,RJ Cole Offensive Rebound.,61,73
4:13,47,RJ Cole missed Three Point Jumper.,61,73
4:13,84,Aljami Durham Defensive Rebound.,61,73
4:04,84,Justin Smith made Dunk. Assisted by Robert Johnson.,61,75
3:48,47,Charles Williams made Jumper.,63,75
3:35,47,Foul on Charles Williams.,63,75
3:35,84,Official TV Timeout,63,75
3:35,84,Aljami Durham missed Free Throw.,63,75
3:35,47,Kyle Foster Defensive Rebound.,63,75
3:10,47,Nate Garvey made Three Point Jumper. Assisted by RJ Cole.,66,75
3:10,47,Howard  Timeout,66,75
2:50,84,Robert Johnson missed Three Point Jumper.,66,75
2:50,47,Zion Cousins Defensive Rebound.,66,75
2:41,47,Kyle Foster Turnover.,66,75
2:23,84,Devonte Green Turnover.,66,75
2:20,47,Kyle Foster Steal.,66,75
2:16,47,RJ Cole Turnover.,66,75
2:16,47,Foul on RJ Cole.,66,75
1:59,84,De'Ron Davis made Layup. Assisted by Robert Johnson.,66,77
1:46,84,Foul on Josh Newkirk.,66,77
1:46,47,RJ Cole made Free Throw.,67,77
1:46,47,RJ Cole made Free Throw.,68,77
1:22,84,Robert Johnson made Layup.,68,79
1:13,47,Kyle Foster made Three Point Jumper. Assisted by RJ Cole.,71,79
0:54,84,De'Ron Davis made Layup. Assisted by Robert Johnson.,71,81
0:44,47,RJ Cole missed Layup.,71,81
0:44,84,Justin Smith Defensive Rebound.,71,81
0:42,47,Foul on Kyle Foster.,71,81
0:42,84,Aljami Durham missed Free Throw.,71,81
0:42,84,Indiana Deadball Team Rebound.,71,81
0:42,84,Aljami Durham made Free Throw.,71,82
0:37,47,Kyle Foster made Three Point Jumper.,74,82
0:19,47,Foul on RJ Cole.,74,82
0:19,84,Josh Newkirk made Free Throw.,74,83
0:19,84,Josh Newkirk made Free Throw.,74,84
0:13,47,RJ Cole made Three Point Jumper. Assisted by Kyle Foster.,77,84
0:12,47,Foul on Nate Garvey.,77,84
0:12,84,Aljami Durham made Free Throw.,77,85
0:12,84,Aljami Durham made Free Throw.,77,86
0:08,47,Kyle Foster missed Three Point Jumper.,77,86
0:08,84,Robert Johnson Defensive Rebound.,77,86
0:00,84,End of Game,77,86
