Jacksonville State,120,Maryland,55
9:13,120,Michal Cekovsky Offensive Rebound.,17,19
9:11,120,Michal Cekovsky made Layup.,17,21
8:56,55,Greg Tucker missed Three Point Jumper.,17,21
8:56,120,Justin Jackson Defensive Rebound.,17,21
8:37,55,Foul on Jacara Cross.,17,21
8:33,120,Dion Wiley Turnover.,17,21
8:30,55,Greg Tucker Turnover.,17,21
8:28,120,Justin Jackson Steal.,17,21
8:28,55,Foul on Greg Tucker.,17,21
8:28,120,Justin Jackson made Free Throw.,17,22
8:28,120,Justin Jackson made Free Throw.,17,23
7:59,55,Greg Tucker made Three Point Jumper.,20,23
7:36,120,Anthony Cowan Turnover.,20,23
7:34,55,Andre Statam Steal.,20,23
7:33,55,Andre Statam Turnover.,20,23
7:31,120,Justin Jackson Steal.,20,23
7:30,120,Justin Jackson missed Layup.,20,23
7:30,55,Andre Statam Defensive Rebound.,20,23
7:28,120,Foul on Jaylen Brantley.,20,23
7:27,120,Official TV Timeout,20,23
7:20,55,Tyrik Edwards missed Jumper.,20,23
7:20,120,Michal Cekovsky Block.,20,23
7:18,120,Melo Trimble Defensive Rebound.,20,23
7:16,120,Melo Trimble made Jumper.,20,25
6:46,55,Christian Cunningham missed Jumper.,20,25
6:46,120,Melo Trimble Defensive Rebound.,20,25
6:23,120,Melo Trimble made Three Point Jumper. Assisted by Anthony Cowan.,20,28
6:07,55,Andre Statam missed Three Point Jumper.,20,28
6:07,55,Christian Cunningham Offensive Rebound.,20,28
6:00,55,Christian Cunningham Turnover.,20,28
5:59,120,Michal Cekovsky Steal.,20,28
5:55,120,Anthony Cowan made Three Point Jumper.,20,31
5:51,55,Jacksonville St  Timeout,20,31
5:40,55,Erik Durham missed Three Point Jumper.,20,31
5:40,120,Anthony Cowan Defensive Rebound.,20,31
5:18,120,Michal Cekovsky made Jumper.,20,33
4:57,55,Jacara Cross made Dunk. Assisted by Erik Durham.,22,33
4:33,55,Foul on Jacara Cross.,22,33
4:33,120,Michal Cekovsky missed Free Throw.,22,33
4:33,120,Maryland Deadball Team Rebound.,22,33
4:33,120,Michal Cekovsky missed Free Throw.,22,33
4:33,120,Kevin Huerter Offensive Rebound.,22,33
4:28,120,Melo Trimble made Three Point Jumper. Assisted by Kevin Huerter.,22,36
4:05,55,Norbertas Giga made Jumper.,24,36
3:37,120,Kevin Huerter missed Three Point Jumper.,24,36
3:37,55,Ashton Spears Defensive Rebound.,24,36
3:26,55,Norbertas Giga made Layup. Assisted by Erik Durham.,26,36
3:05,55,Foul on Norbertas Giga.,26,36
3:05,120,Official TV Timeout,26,36
3:04,120,Michal Cekovsky made Free Throw.,26,37
3:04,120,Michal Cekovsky missed Free Throw.,26,37
3:04,55,Erik Durham Defensive Rebound.,26,37
2:47,55,Andre Statam missed Jumper.,26,37
2:47,55,Ashton Spears Offensive Rebound.,26,37
2:46,120,Foul on Melo Trimble.,26,37
2:46,55,Jacksonville St  Turnover.,26,37
2:27,55,Foul on Ashton Spears.,26,37
2:27,120,Anthony Cowan made Free Throw.,26,38
2:27,120,Anthony Cowan made Free Throw.,26,39
2:15,55,Erik Durham made Three Point Jumper. Assisted by Christian Cunningham.,29,39
2:04,120,Foul on Anthony Cowan.,29,39
2:04,120,Anthony Cowan Turnover.,29,39
1:47,55,Ashton Spears Turnover.,29,39
1:30,120,Dion Wiley Turnover.,29,39
1:30,120,Foul on Dion Wiley.,29,39
1:14,55,Foul on Christian Cunningham.,29,39
1:14,55,Christian Cunningham Turnover.,29,39
0:54,120,Anthony Cowan missed Jumper.,29,39
0:54,55,Erik Durham Defensive Rebound.,29,39
0:39,55,Malcolm Drumwright missed Three Point Jumper.,29,39
0:39,120,Dion Wiley Defensive Rebound.,29,39
0:19,120,Maryland  Timeout,29,39
0:10,120,Melo Trimble made Three Point Jumper.,29,42
0:01,55,Malcolm Drumwright missed Jumper.,29,42
0:00,120,Maryland Deadball Team Rebound.,29,42
0:00,120,End of 1st half,29,42
19:45,55,Jacara Cross missed Jumper.,29,42
19:45,120,Michal Cekovsky Defensive Rebound.,29,42
19:43,55,Foul on Jacara Cross.,29,42
19:37,55,Technical Foul on Jacksonville St.,29,42
19:37,55,Foul on Jacksonville St.,29,42
19:37,120,Melo Trimble made Free Throw.,29,43
19:37,120,Melo Trimble made Free Throw.,29,44
19:24,120,Melo Trimble Turnover.,29,44
19:22,55,Norbertas Giga Steal.,29,44
19:11,55,Jacara Cross missed Layup.,29,44
19:11,120,Michal Cekovsky Defensive Rebound.,29,44
19:02,120,Justin Jackson made Three Point Jumper. Assisted by Anthony Cowan.,29,47
18:37,55,Malcolm Drumwright made Jumper.,31,47
18:26,120,Justin Jackson Turnover.,31,47
18:16,120,Foul on Michal Cekovsky.,31,47
18:12,55,Malcolm Drumwright missed Jumper.,31,47
18:12,120,Kevin Huerter Defensive Rebound.,31,47
18:06,55,Foul on Jacara Cross.,31,47
18:06,120,Justin Jackson made Free Throw.,31,48
18:06,120,Justin Jackson made Free Throw.,31,49
17:49,120,Foul on Michal Cekovsky.,31,49
17:47,55,Malcolm Drumwright missed Jumper.,31,49
17:47,120,Justin Jackson Defensive Rebound.,31,49
17:34,120,Ivan Bender made Layup. Assisted by Melo Trimble.,31,51
17:09,55,Norbertas Giga made Layup.,33,51
16:42,120,Justin Jackson missed Three Point Jumper.,33,51
16:42,55,Norbertas Giga Defensive Rebound.,33,51
16:34,55,Christian Cunningham missed Dunk.,33,51
16:34,120,Justin Jackson Defensive Rebound.,33,51
16:29,120,Kevin Huerter missed Three Point Jumper.,33,51
16:29,55,Christian Cunningham Defensive Rebound.,33,51
16:09,55,Norbertas Giga Turnover.,33,51
16:08,120,Kevin Huerter Steal.,33,51
16:00,55,Foul on Norbertas Giga.,33,51
16:00,55,Technical Foul on Jacksonville St.,33,51
16:00,120,Justin Jackson made Free Throw.,33,53
16:00,120,Justin Jackson missed Free Throw.,33,53
16:00,120,Melo Trimble made Free Throw.,33,52
15:59,55,Norbertas Giga Defensive Rebound.,33,53
15:50,55,Erik Durham made Three Point Jumper.,36,53
15:11,120,Jared Nickens missed Jumper.,36,53
15:11,55,Norbertas Giga Defensive Rebound.,36,53
15:04,55,Tyrik Edwards made Layup.,38,53
14:46,55,Foul on Tyrik Edwards.,38,53
14:46,120,Official TV Timeout,38,53
14:45,120,Jaylen Brantley made Free Throw.,38,54
14:45,120,Jaylen Brantley made Free Throw.,38,55
14:30,55,Greg Tucker made Three Point Jumper. Assisted by Tyrik Edwards.,41,55
14:00,120,Jaylen Brantley missed Three Point Jumper.,41,55
14:00,55,Greg Tucker Defensive Rebound.,41,55
13:53,55,Erik Durham missed Three Point Jumper.,41,55
13:53,120,Maryland Deadball Team Rebound.,41,55
13:51,55,Foul on Christian Cunningham.,41,55
13:51,120,Anthony Cowan made Free Throw.,41,56
13:51,120,Anthony Cowan made Free Throw.,41,57
13:43,55,Greg Tucker made Layup.,43,57
13:20,120,L.G. Gill missed Jumper.,43,57
13:20,55,Norbertas Giga Defensive Rebound.,43,57
13:05,120,Foul on L.G. Gill.,43,57
13:05,55,Norbertas Giga made Free Throw.,44,57
13:05,55,Norbertas Giga made Free Throw.,45,57
12:52,120,Ivan Bender missed Layup.,45,57
12:52,55,Christian Cunningham Block.,45,57
12:50,55,Greg Tucker Defensive Rebound.,45,57
12:47,55,Malcolm Drumwright missed Three Point Jumper.,45,57
12:47,55,Tyrik Edwards Offensive Rebound.,45,57
12:42,55,Tyrik Edwards made Jumper.,47,57
12:32,120,Maryland  Timeout,47,57
12:21,55,Foul on Christian Cunningham.,47,57
12:21,120,Justin Jackson made Free Throw.,47,58
12:21,120,Justin Jackson made Free Throw.,47,59
12:02,55,Greg Tucker missed Three Point Jumper.,47,59
12:02,120,Jaylen Brantley Defensive Rebound.,47,59
11:48,120,Justin Jackson missed Three Point Jumper.,47,59
11:48,120,L.G. Gill Offensive Rebound.,47,59
11:45,55,Foul on Norbertas Giga.,47,59
11:45,120,Official TV Timeout,47,59
11:45,120,L.G. Gill missed Free Throw.,47,59
11:45,120,Maryland Deadball Team Rebound.,47,59
11:45,120,L.G. Gill missed Free Throw.,47,59
11:45,55,Jacara Cross Defensive Rebound.,47,59
11:27,120,Foul on Jaylen Brantley.,47,59
11:27,55,Greg Tucker made Free Throw.,48,59
11:27,55,Greg Tucker missed Free Throw.,48,59
11:27,120,Kevin Huerter Defensive Rebound.,48,59
11:03,120,Michal Cekovsky made Dunk. Assisted by Melo Trimble.,48,61
10:45,55,Malcolm Drumwright Turnover.,48,61
10:44,55,Foul on Malcolm Drumwright.,48,61
10:44,120,Michal Cekovsky made Free Throw.,48,62
10:44,120,Michal Cekovsky made Free Throw.,48,63
10:35,120,Foul on Anthony Cowan.,48,63
10:28,55,Foul on Jacara Cross.,48,63
10:28,55,Jacara Cross Turnover.,48,63
10:28,120,Anthony Cowan made Layup.,48,65
10:09,120,Foul on Melo Trimble.,48,65
10:00,55,Christian Cunningham Turnover.,48,65
9:59,120,Kevin Huerter Steal.,48,65
9:58,120,Kevin Huerter Turnover.,48,65
9:50,120,Foul on Dion Wiley.,48,65
9:50,55,Greg Tucker missed Free Throw.,48,65
9:50,55,Jacksonville St Deadball Team Rebound.,48,65
9:50,55,Greg Tucker made Free Throw.,49,65
9:31,120,Michal Cekovsky made Dunk. Assisted by Dion Wiley.,49,67
9:12,55,Christian Cunningham made Dunk. Assisted by Andre Statam.,51,67
9:01,120,Dion Wiley made Three Point Jumper. Assisted by Anthony Cowan.,51,70
9:01,120,Maryland  Timeout,51,70
8:38,55,Malcolm Drumwright missed Jumper.,51,70
8:38,55,Andre Statam Offensive Rebound.,51,70
8:37,120,Foul on Michal Cekovsky.,51,70
8:37,55,Andre Statam made Free Throw.,52,70
8:37,55,Andre Statam missed Free Throw.,52,70
8:37,120,Justin Jackson Defensive Rebound.,52,70
8:16,120,Anthony Cowan made Three Point Jumper.,52,73
7:58,55,Tyrik Edwards missed Layup.,52,73
7:58,120,Ivan Bender Defensive Rebound.,52,73
7:48,120,Dion Wiley missed Layup.,52,73
7:48,55,Tyrik Edwards Defensive Rebound.,52,73
7:42,55,Tyrik Edwards Turnover.,52,73
7:42,120,Kevin Huerter Steal.,52,73
7:42,120,Official TV Timeout,52,73
7:30,120,Anthony Cowan Turnover.,52,73
7:30,55,Greg Tucker Steal.,52,73
7:19,120,Foul on Anthony Cowan.,52,73
7:19,55,Andre Statam made Free Throw.,53,73
7:19,55,Andre Statam made Free Throw.,54,73
7:05,120,Melo Trimble missed Three Point Jumper.,54,73
7:05,55,Andre Statam Defensive Rebound.,54,73
7:03,120,Foul on Ivan Bender.,54,73
7:03,55,Andre Statam made Free Throw.,55,73
7:03,55,Andre Statam made Free Throw.,56,73
6:43,120,Justin Jackson Turnover.,56,73
6:42,55,Malcolm Drumwright Steal.,56,73
6:21,55,Christian Cunningham made Layup. Assisted by Malcolm Drumwright.,58,73
5:59,120,Melo Trimble made Three Point Jumper. Assisted by Ivan Bender.,58,76
5:39,55,Christian Cunningham missed Layup.,58,76
5:39,120,Kevin Huerter Block.,58,76
5:37,120,Dion Wiley Defensive Rebound.,58,76
5:32,120,Ivan Bender made Dunk. Assisted by Justin Jackson.,58,78
5:10,55,Christian Cunningham Turnover.,58,78
4:59,55,Foul on Andre Statam.,58,78
4:59,120,Dion Wiley made Free Throw.,58,79
4:59,120,Dion Wiley made Free Throw.,58,80
4:45,55,Malcolm Drumwright missed Jumper.,58,80
4:45,120,Ivan Bender Defensive Rebound.,58,80
4:25,55,Foul on Malcolm Drumwright.,58,80
4:25,120,Melo Trimble made Free Throw.,58,81
4:25,120,Melo Trimble made Free Throw.,58,82
4:10,120,Foul on Melo Trimble.,58,82
4:10,55,Andre Statam made Free Throw.,59,82
4:10,55,Andre Statam missed Free Throw.,59,82
4:10,120,Kevin Huerter Defensive Rebound.,59,82
3:53,120,Ivan Bender made Jumper.,59,84
3:24,55,Ashton Spears made Layup.,61,84
3:02,120,Justin Jackson missed Jumper.,61,84
3:02,55,Jacksonville St Defensive Rebound.,61,84
3:02,120,Official TV Timeout,61,84
2:47,55,Christian Cunningham made Layup.,63,84
2:28,120,L.G. Gill missed Jumper.,63,84
2:28,55,Christian Cunningham Block.,63,84
2:27,120,Dion Wiley Offensive Rebound.,63,84
2:25,120,Dion Wiley made Layup.,63,86
2:10,120,Foul on Jaylen Brantley.,63,86
2:10,55,Christian Cunningham missed Free Throw.,63,86
2:10,55,Jacksonville St Deadball Team Rebound.,63,86
2:10,55,Christian Cunningham made Free Throw.,64,86
1:45,120,Dion Wiley made Three Point Jumper. Assisted by Jaylen Brantley.,64,89
1:22,55,Ashton Spears missed Three Point Jumper.,64,89
1:22,55,Andre Statam Offensive Rebound.,64,89
1:19,55,Andre Statam missed Layup.,64,89
1:19,120,Dion Wiley Block.,64,89
1:17,120,Jaylen Brantley Defensive Rebound.,64,89
1:03,120,Jared Nickens made Three Point Jumper. Assisted by Andrew Terrell.,64,92
0:35,55,Des Curry missed Layup.,64,92
0:35,120,Jared Nickens Defensive Rebound.,64,92
0:19,120,Jaylen Brantley Turnover.,64,92
0:18,55,Ashton Spears Steal.,64,92
0:17,55,Ashton Spears made Layup.,66,92
0:00,120,End of Game,66,92
