Bethel (TN),Error,Murray State,93
11:11,93,Jachai Taylor Offensive Rebound.,11,21
11:11,93,Jachai Taylor made Jumper.,11,23
10:20,93,Foul on Brion Sanchious.,11,23
10:18,93,Foul on Jalen Dupree.,11,23
10:12,-1,Isaac Edmondson Turnover.,11,23
10:11,93,Bryce Jones Steal.,11,23
10:08,93,Damarcus Croaker Turnover.,11,23
10:07,-1,Isaac Edmondson Steal.,11,23
9:54,-1,Justice Scott missed Jumper.,11,23
9:54,-1,Marcus Burnett Offensive Rebound.,11,23
9:52,-1,Marcus Burnett missed Jumper.,11,23
9:52,93,Terrell Miller Jr. Defensive Rebound.,11,23
9:43,93,Jachai Taylor Turnover.,11,23
9:41,-1,Justice Scott Steal.,11,23
9:35,-1,David Fraser missed Three Point Jumper.,11,23
9:35,93,Bryce Jones Defensive Rebound.,11,23
9:19,-1,Foul on David Fraser.,11,23
9:19,93,Bryce Jones made Free Throw.,11,24
9:19,93,Bryce Jones made Free Throw.,11,25
9:19,93,Bryce Jones made Free Throw.,11,26
9:19,-1,Andrew Rogan Turnover.,11,26
9:17,93,Gee McGhee Steal.,11,26
9:14,93,Bryce Jones made Layup. Assisted by Gee McGhee.,11,28
8:51,-1,Jarrell Reeves missed Jumper.,11,28
8:51,93,Gee McGhee Defensive Rebound.,11,28
8:51,-1,Foul on Isaac Edmondson.,11,28
8:51,93,Gee McGhee missed Free Throw.,11,28
8:51,93,Murray St Deadball Team Rebound.,11,28
8:51,93,Gee McGhee made Free Throw.,11,29
8:09,-1,Jarrell Reeves made Jumper.,13,29
7:48,-1,Foul on Jarrell Reeves.,13,29
7:48,93,Terrell Miller Jr. made Free Throw.,13,30
7:48,93,Terrell Miller Jr. made Free Throw.,13,31
7:34,-1,Andrew Rogan missed Layup.,13,31
7:34,93,Gee McGhee Defensive Rebound.,13,31
7:17,93,Jalen Dupree missed Jumper.,13,31
7:17,-1,David Fraser Defensive Rebound.,13,31
7:08,-1,Marcus Burnett made Layup. Assisted by David Fraser.,15,31
6:42,93,Gee McGhee missed Three Point Jumper.,15,31
6:42,-1,Marcus Burnett Defensive Rebound.,15,31
6:26,-1,Andrew Rogan missed Jumper.,15,31
6:26,93,Bryce Jones Defensive Rebound.,15,31
6:18,93,Bryce Jones Turnover.,15,31
6:17,-1,David Fraser Steal.,15,31
6:13,-1,Isaac Edmondson made Jumper.,17,31
6:13,93,Foul on Gee McGhee.,17,31
6:13,-1,Isaac Edmondson made Free Throw.,18,31
5:48,93,Terrell Miller Jr. made Jumper. Assisted by Jonathan Stark.,18,33
5:36,-1,Isaac Edmondson missed Jumper.,18,33
5:36,93,Jachai Taylor Defensive Rebound.,18,33
5:18,93,Jachai Taylor made Jumper. Assisted by Gee McGhee.,18,35
5:03,93,Foul on Gee McGhee.,18,35
5:03,-1,Isaac Edmondson missed Free Throw.,18,35
5:03,-1,Bethel (TN) Deadball Team Rebound.,18,35
5:03,-1,Isaac Edmondson made Free Throw.,19,35
4:50,-1,Foul on Cayden Edmonson.,19,35
4:50,93,Gilbert Thomas Jr. made Free Throw.,19,36
4:50,93,Gilbert Thomas Jr. made Free Throw.,19,37
4:40,-1,Andrew Rogan made Layup. Assisted by Isaac Edmondson.,21,37
4:22,93,Damarcus Croaker Turnover.,21,37
4:20,-1,Isaac Edmondson Steal.,21,37
4:12,-1,Andrew Rogan missed Three Point Jumper.,21,37
4:12,93,Gilbert Thomas Jr. Defensive Rebound.,21,37
4:02,93,Jonathan Stark made Jumper. Assisted by Gilbert Thomas Jr..,21,39
3:52,-1,Cayden Edmonson Turnover.,21,39
3:50,93,Terrell Miller Jr. Steal.,21,39
3:47,93,Gilbert Thomas Jr. made Dunk. Assisted by Damarcus Croaker.,21,41
3:21,-1,Andrew Rogan Turnover.,21,41
3:21,93,Official TV Timeout,21,41
3:10,93,Damarcus Croaker missed Jumper.,21,41
3:10,93,Damarcus Croaker Offensive Rebound.,21,41
2:54,93,Jonathan Stark missed Three Point Jumper.,21,41
2:54,93,Gilbert Thomas Jr. Offensive Rebound.,21,41
2:49,93,Terrell Miller Jr. missed Three Point Jumper.,21,41
2:49,-1,David Fraser Defensive Rebound.,21,41
2:41,93,Foul on Terrell Miller Jr..,21,41
2:41,-1,Marcus Burnett missed Free Throw.,21,41
2:41,93,Jonathan Stark Defensive Rebound.,21,41
2:22,93,Jachai Taylor missed Jumper.,21,41
2:22,93,Gilbert Thomas Jr. Offensive Rebound.,21,41
2:19,93,Jonathan Stark missed Three Point Jumper.,21,41
2:19,93,Gilbert Thomas Jr. Offensive Rebound.,21,41
2:04,93,Jonathan Stark Turnover.,21,41
2:02,-1,Justice Scott Steal.,21,41
1:51,93,Foul on Jalen Dupree.,21,41
1:51,93,Murray St Deadball Team Rebound.,21,41
1:51,-1,Andrew Rogan missed Free Throw.,21,41
1:51,-1,Andrew Rogan made Free Throw.,22,41
1:32,93,Gilbert Thomas Jr. Turnover.,22,41
1:21,-1,Andrew Rogan made Three Point Jumper. Assisted by Bryant Wilkinson.,25,41
1:05,93,Gilbert Thomas Jr. Turnover.,25,41
1:05,93,Foul on Gilbert Thomas Jr..,25,41
0:53,-1,Marcus Burnett missed Three Point Jumper.,25,41
0:53,93,Jonathan Stark Defensive Rebound.,25,41
0:46,93,Gilbert Thomas Jr. missed Jumper.,25,41
0:46,-1,Marcus Burnett Block.,25,41
0:46,-1,Marcus Burnett Defensive Rebound.,25,41
0:40,-1,Andrew Rogan made Three Point Jumper. Assisted by Isaac Edmondson.,28,41
0:36,93,Murray St  Timeout,28,41
0:14,93,Jonathan Stark made Jumper. Assisted by Bryce Jones.,28,43
0:05,-1,Isaac Edmondson missed Jumper.,28,43
0:05,-1,Bethel (TN) Offensive Rebound.,28,43
0:00,93,End of 1st half,28,43
19:45,-1,Bryant Wilkinson Turnover.,28,43
19:44,93,Jonathan Stark Steal.,28,43
19:42,93,Jonathan Stark Turnover.,28,43
19:30,-1,Andrew Rogan made Three Point Jumper. Assisted by Bryant Wilkinson.,31,43
19:19,93,Jonathan Stark missed Three Point Jumper.,31,43
19:19,-1,Jarrell Reeves Defensive Rebound.,31,43
19:06,-1,Marcus Burnett missed Layup.,31,43
19:06,93,Gee McGhee Defensive Rebound.,31,43
18:59,-1,Foul on Marcus Burnett.,31,43
18:59,93,Gee McGhee made Free Throw.,31,44
18:59,93,Gee McGhee missed Free Throw.,31,44
18:59,-1,Jarrell Reeves Defensive Rebound.,31,44
18:51,-1,Andrew Rogan missed Three Point Jumper.,31,44
18:51,93,Bryce Jones Defensive Rebound.,31,44
18:44,93,Jachai Taylor made Three Point Jumper. Assisted by Jonathan Stark.,31,47
18:19,93,Foul on Bryce Jones.,31,47
18:11,-1,Andrew Rogan made Jumper.,33,47
17:46,93,Jachai Taylor made Jumper.,33,49
17:25,-1,Isaac Edmondson Turnover.,33,49
17:24,93,Jonathan Stark Steal.,33,49
17:21,93,Jonathan Stark made Dunk.,33,51
17:08,93,Foul on Brion Sanchious.,33,51
17:02,-1,Andrew Rogan missed Three Point Jumper.,33,51
17:02,93,Jalen Dupree Defensive Rebound.,33,51
17:02,93,Jonathan Stark made Jumper. Assisted by Jachai Taylor.,33,53
16:55,-1,Marcus Burnett Turnover.,33,53
16:37,93,Jonathan Stark made Three Point Jumper. Assisted by Gee McGhee.,33,56
16:26,-1,Bethel (TN)  Timeout,33,56
16:09,-1,Andrew Rogan Turnover.,33,56
16:08,93,Gee McGhee Steal.,33,56
16:02,93,Jachai Taylor missed Three Point Jumper.,33,56
16:02,-1,Isaac Edmondson Defensive Rebound.,33,56
15:53,93,Foul on Bryce Jones.,33,56
15:53,93,Official TV Timeout,33,56
15:53,-1,Jarrell Reeves made Free Throw.,34,56
15:53,-1,Jarrell Reeves missed Free Throw.,34,56
15:53,93,Terrell Miller Jr. Defensive Rebound.,34,56
15:47,-1,Foul on Jarrell Reeves.,34,56
15:31,93,Terrell Miller Jr. Turnover.,34,56
15:31,93,Foul on Terrell Miller Jr..,34,56
15:08,-1,Tyrus Robinson Turnover.,34,56
14:56,93,Jachai Taylor made Layup.,34,58
14:56,93,Jachai Taylor made Free Throw.,34,59
14:56,-1,Foul on David Fraser.,34,58
14:42,-1,Marcus Burnett made Jumper. Assisted by Isaac Edmondson.,36,59
14:40,93,Terrell Miller Jr. made Three Point Jumper. Assisted by Jonathan Stark.,36,62
14:31,93,Foul on Jalen Dupree.,36,62
14:27,-1,Isaac Edmondson made Jumper.,38,62
14:17,-1,Foul on Isaac Edmondson.,38,62
14:07,93,Jonathan Stark made Jumper. Assisted by Jachai Taylor.,38,64
13:57,-1,Isaac Edmondson Turnover.,38,64
13:57,-1,Foul on Isaac Edmondson.,38,64
13:42,-1,Foul on David Fraser.,38,64
13:39,93,Terrell Miller Jr. Turnover.,38,64
13:27,-1,Tyrus Robinson made Layup. Assisted by Marcus Burnett.,40,64
13:15,93,Jachai Taylor missed Jumper.,40,64
13:15,-1,Marcus Burnett Block.,40,64
13:15,93,Murray St Offensive Rebound.,40,64
13:08,93,Jonathan Stark missed Jumper.,40,64
13:08,-1,Marcus Burnett Defensive Rebound.,40,64
13:01,93,Foul on Gilbert Thomas Jr..,40,64
12:57,-1,Tyrus Robinson missed Three Point Jumper.,40,64
12:57,-1,Marcus Burnett Offensive Rebound.,40,64
12:52,-1,Marcus Burnett missed Layup.,40,64
12:52,-1,Marcus Burnett Offensive Rebound.,40,64
12:48,-1,David Fraser missed Jumper.,40,64
12:48,93,Terrell Miller Jr. Block.,40,64
12:48,-1,Marcus Burnett Offensive Rebound.,40,64
12:43,-1,Marcus Burnett made Jumper.,42,64
12:38,-1,Foul on David Fraser.,42,64
12:38,93,Jonathan Stark missed Free Throw.,42,64
12:38,-1,Marcus Burnett Defensive Rebound.,42,64
12:22,-1,Bethel (TN)  Turnover.,42,64
12:22,93,Damarcus Croaker missed Jumper.,42,64
12:22,-1,Tyrus Robinson Defensive Rebound.,42,64
12:22,-1,Justice Scott missed Jumper.,42,64
12:22,93,Gilbert Thomas Jr. Defensive Rebound.,42,64
12:22,-1,Foul on Marcus Burnett.,42,64
11:56,93,Gilbert Thomas Jr. made Free Throw.,42,65
11:56,93,Official TV Timeout,42,64
11:56,93,Gilbert Thomas Jr. made Free Throw.,42,66
11:47,-1,Andrew Rogan missed Layup.,42,66
11:47,93,Damarcus Croaker Defensive Rebound.,42,66
11:17,93,Terrell Miller Jr. missed Three Point Jumper.,42,66
11:17,-1,Isaac Edmondson Defensive Rebound.,42,66
11:03,-1,Andrew Rogan made Jumper.,44,66
10:47,93,Terrell Miller Jr. missed Three Point Jumper.,44,66
10:47,93,Gee McGhee Offensive Rebound.,44,66
10:39,-1,Foul on Justice Scott.,44,66
10:39,93,Gee McGhee made Free Throw.,44,67
10:39,93,Gee McGhee missed Free Throw.,44,67
10:39,-1,Marcus Burnett Defensive Rebound.,44,67
10:08,-1,Bethel (TN)  Turnover.,44,67
9:54,-1,Foul on Tyrus Robinson.,44,67
9:54,93,Bryce Jones made Free Throw.,44,68
9:54,93,Bryce Jones made Free Throw.,44,69
9:44,-1,Andrew Rogan made Jumper.,46,69
9:44,93,Foul on Damarcus Croaker.,46,69
9:44,-1,Andrew Rogan missed Free Throw.,46,69
9:44,93,Gilbert Thomas Jr. Defensive Rebound.,46,69
9:37,-1,Foul on Bryant Wilkinson.,46,69
9:37,93,Gee McGhee made Free Throw.,46,70
9:37,93,Gee McGhee made Free Throw.,46,71
9:26,-1,Isaac Edmondson missed Jumper.,46,71
9:26,93,Gilbert Thomas Jr. Defensive Rebound.,46,71
9:07,93,Bryce Jones made Three Point Jumper.,46,74
8:47,-1,Isaac Edmondson missed Three Point Jumper.,46,74
8:47,93,Brion Sanchious Defensive Rebound.,46,74
8:38,93,Brion Sanchious Turnover.,46,74
8:27,-1,Isaac Edmondson missed Three Point Jumper.,46,74
8:27,-1,Justice Scott Offensive Rebound.,46,74
8:22,-1,Justice Scott Turnover.,46,74
8:21,93,Gilbert Thomas Jr. Steal.,46,74
8:14,93,Bryce Jones made Three Point Jumper. Assisted by Dondre Griffin.,46,77
7:58,-1,Andrew Rogan missed Layup.,46,77
7:58,-1,Andrew Rogan Offensive Rebound.,46,77
7:54,-1,Andrew Rogan made Layup.,48,77
7:27,93,Jachai Taylor missed Jumper.,48,77
7:27,93,Murray St Offensive Rebound.,48,77
7:25,93,Official TV Timeout,48,77
7:24,93,Brion Sanchious made Layup. Assisted by Bryce Jones.,48,79
7:16,-1,Aden Burton missed Three Point Jumper.,48,79
7:16,93,Gilbert Thomas Jr. Defensive Rebound.,48,79
7:09,93,Gilbert Thomas Jr. made Layup. Assisted by Bryce Jones.,48,81
6:59,-1,Marcus Burnett missed Layup.,48,81
6:59,93,Brion Sanchious Block.,48,81
6:59,93,Bryce Jones Defensive Rebound.,48,81
6:52,93,Gilbert Thomas Jr. made Layup. Assisted by Bryce Jones.,48,83
6:45,93,Foul on Bryce Jones.,48,83
6:45,-1,Justice Scott missed Free Throw.,48,83
6:45,93,Brion Sanchious Defensive Rebound.,48,83
6:38,93,Jachai Taylor missed Three Point Jumper.,48,83
6:38,-1,Bethel (TN) Defensive Rebound.,48,83
6:27,-1,Justice Scott Turnover.,48,83
6:26,93,Dondre Griffin Steal.,48,83
6:24,93,Jachai Taylor made Layup. Assisted by Dondre Griffin.,48,85
6:05,93,Foul on Dondre Griffin.,48,85
6:00,-1,Aden Burton made Free Throw.,49,85
5:55,-1,Aden Burton made Free Throw.,50,85
5:54,-1,Foul on Jarrell Reeves.,50,85
5:54,93,Jachai Taylor made Free Throw.,50,86
5:54,93,Jachai Taylor missed Free Throw.,50,86
5:54,-1,Justice Scott Defensive Rebound.,50,86
5:52,-1,Aden Burton Turnover.,50,86
5:29,93,Gilbert Thomas Jr. missed Jumper.,50,86
5:29,-1,Malcom Taylor Defensive Rebound.,50,86
5:28,93,Foul on Gilbert Thomas Jr..,50,86
5:28,-1,Malcom Taylor missed Free Throw.,50,86
5:28,-1,Bethel (TN) Deadball Team Rebound.,50,86
5:28,-1,Malcom Taylor made Free Throw.,51,86
5:18,-1,Foul on Malcom Taylor.,51,86
5:18,93,Jachai Taylor made Free Throw.,51,87
5:18,93,Jachai Taylor made Free Throw.,51,88
5:11,-1,Cayden Edmonson missed Jumper.,51,88
5:11,93,Dondre Griffin Defensive Rebound.,51,88
5:03,93,Dondre Griffin made Three Point Jumper. Assisted by Jonathan Stark.,51,91
4:51,-1,Cayden Edmonson missed Jumper.,51,91
4:51,-1,David Fraser Offensive Rebound.,51,91
4:42,-1,David Fraser made Free Throw.,52,91
4:42,93,Foul on Jalen Dupree.,51,91
4:42,-1,David Fraser made Free Throw.,53,91
4:42,-1,Cayden Edmonson Turnover.,53,93
4:42,93,Dondre Griffin made Jumper.,53,93
4:06,93,Dondre Griffin made Jumper.,53,95
3:57,93,Foul on Jalen Dupree.,53,95
3:57,93,Official TV Timeout,53,95
3:57,-1,Cayden Edmonson missed Free Throw.,53,95
3:57,-1,Bethel (TN) Deadball Team Rebound.,53,95
3:57,-1,Cayden Edmonson missed Free Throw.,53,95
3:57,93,Bryce Jones Defensive Rebound.,53,95
3:55,93,Jerami Grace Turnover.,53,95
3:41,93,Foul on Jerami Grace.,53,95
3:41,-1,Malcom Taylor made Free Throw.,54,95
3:41,-1,Malcom Taylor missed Free Throw.,54,95
3:41,93,Bryce Jones Defensive Rebound.,54,95
3:29,-1,Foul on Malcom Taylor.,54,95
3:23,93,Jerami Grace missed Free Throw.,54,95
3:23,93,Murray St Deadball Team Rebound.,54,95
3:09,93,Jerami Grace missed Free Throw.,54,95
3:09,-1,Aden Burton Defensive Rebound.,54,95
3:08,-1,Cayden Edmonson Turnover.,54,95
3:07,93,Terrell Miller Jr. Steal.,54,95
3:03,93,Terrell Miller Jr. made Layup. Assisted by Dondre Griffin.,54,97
2:40,-1,David Fraser missed Jumper.,54,97
2:40,93,Gilbert Thomas Jr. Defensive Rebound.,54,97
2:31,93,Jerami Grace missed Three Point Jumper.,54,97
2:31,-1,Aden Burton Defensive Rebound.,54,97
2:28,93,Foul on Dondre Griffin.,54,97
2:28,-1,Aden Burton made Free Throw.,55,97
2:28,-1,Aden Burton made Free Throw.,56,97
2:12,93,Jerami Grace missed Jumper.,56,97
2:12,-1,Tyrus Robinson Defensive Rebound.,56,97
2:06,-1,Tyrus Robinson Turnover.,56,97
2:06,93,Gilbert Thomas Jr. Turnover.,56,97
2:05,-1,Cayden Edmonson Steal.,56,97
1:46,93,Foul on Jachai Taylor.,56,97
1:46,-1,Malcom Taylor made Free Throw.,57,97
1:46,-1,Malcom Taylor made Free Throw.,58,97
1:33,93,Terrell Miller Jr. made Layup. Assisted by Jerami Grace.,58,99
1:14,-1,Cayden Edmonson missed Jumper.,58,99
1:14,93,Terrell Miller Jr. Defensive Rebound.,58,99
1:08,93,Gilbert Thomas Jr. made Jumper. Assisted by Terrell Miller Jr..,58,101
1:08,-1,Foul on Cayden Edmonson.,58,101
1:08,93,Gilbert Thomas Jr. missed Free Throw.,58,101
1:08,-1,Cayden Edmonson Defensive Rebound.,58,101
1:08,-1,David Fraser made Jumper.,60,101
1:07,93,Dondre Griffin made Jumper.,60,103
0:34,-1,David Fraser made Jumper. Assisted by Tyrus Robinson.,62,103
0:08,93,Jerami Grace Turnover.,62,103
0:07,-1,Malcom Taylor Steal.,62,103
0:05,-1,Malcom Taylor missed Layup.,62,103
0:05,93,Gilbert Thomas Jr. Block.,62,103
0:05,-1,Bethel (TN) Offensive Rebound.,62,103
0:02,-1,Cayden Edmonson made Jumper.,64,103
0:02,-1,Cayden Edmonson made Free Throw.,65,103
0:00,93,End of 2nd half,62,103
