VMI,2506,Presbyterian College,2678
18:16,2506,Reggie Dillard made Jumper.,34,37
18:16,2678,Foul on Fred Iruafemi.,34,37
18:16,2506,Reggie Dillard missed Free Throw.,34,37
18:16,2506,Presbyterian Offensive Rebound.,34,37
18:14,2506,Ed Drew missed Layup.,34,37
18:14,2678,Fred Iruafemi Defensive Rebound.,34,37
18:04,2678,Trey Chapman missed Three Point Jumper.,34,37
18:04,2506,Reggie Dillard Defensive Rebound.,34,37
17:40,2506,Jo'Vontae Millner missed Three Point Jumper.,34,37
17:40,2678,Fred Iruafemi Defensive Rebound.,34,37
17:17,2678,QJ Peterson missed Layup.,34,37
17:17,2506,Davon Bell Defensive Rebound.,34,37
17:12,2506,Ed Drew missed Layup.,34,37
17:12,2678,Trey Chapman Block.,34,37
17:09,2678,QJ Peterson Defensive Rebound.,34,37
17:07,2678,QJ Peterson Turnover.,34,37
17:07,2506,Davon Bell Steal.,34,37
17:07,2678,Foul on Fred Iruafemi.,34,37
16:55,2506,JC Younger made Jumper.,34,39
16:30,2678,QJ Peterson missed Three Point Jumper.,34,39
16:30,2506,Darius Moore Defensive Rebound.,34,39
16:23,2678,Foul on Trey Chapman.,34,39
16:23,2506,Jaron Withers missed Free Throw.,34,39
16:23,2506,Presbyterian Deadball Team Rebound.,34,39
16:23,2506,Jaron Withers made Free Throw.,34,40
15:59,2678,Adrian Rich missed Three Point Jumper.,34,40
15:59,2506,Armel TeTe Defensive Rebound.,34,40
15:49,2506,Jo'Vontae Millner missed Jumper.,34,40
15:49,2678,Will Miller Defensive Rebound.,34,40
15:41,2678,Will Miller missed Three Point Jumper.,34,40
15:41,2506,Darius Moore Defensive Rebound.,34,40
15:28,2506,Armel TeTe missed Jumper.,34,40
15:28,2678,Julian Eleby Defensive Rebound.,34,40
15:19,2678,Austin Vereen missed Jumper.,34,40
15:19,2678,VMI Offensive Rebound.,34,40
15:12,2506,Official TV Timeout,34,40
15:05,2678,Foul on Keith Smith.,34,40
15:05,2678,Keith Smith Turnover.,34,40
14:56,2506,Reggie Dillard made Layup. Assisted by Ruben Arroyo.,34,42
14:39,2678,Keith Smith made Jumper.,36,42
14:20,2506,Reggie Dillard made Layup. Assisted by Darius Moore.,36,44
14:06,2678,Julian Eleby missed Three Point Jumper.,36,44
14:06,2506,JC Younger Block.,36,44
14:04,2506,Austin Venable Defensive Rebound.,36,44
13:54,2506,Ruben Arroyo made Jumper.,36,46
13:40,2678,Julian Eleby Turnover.,36,46
13:39,2506,Reggie Dillard Steal.,36,46
13:39,2506,Reggie Dillard made Dunk.,36,48
13:39,2678,VMI  Timeout,36,48
13:26,2678,Foul on Will Miller.,36,48
13:26,2678,Will Miller Turnover.,36,48
13:09,2506,JC Younger made Three Point Jumper. Assisted by Darius Moore.,36,51
12:51,2678,Will Miller made Layup. Assisted by Keith Smith.,38,51
12:31,2506,Darius Moore missed Layup.,38,51
12:31,2678,Garrett Gilkeson Defensive Rebound.,38,51
12:15,2678,QJ Peterson made Three Point Jumper.,41,51
11:39,2506,Darius Moore missed Layup.,41,51
11:39,2506,Darius Moore Offensive Rebound.,41,51
11:38,2678,Foul on Fred Iruafemi.,41,51
11:38,2506,Official TV Timeout,41,51
11:38,2506,Darius Moore made Free Throw.,41,52
11:38,2506,Darius Moore missed Free Throw.,41,52
11:38,2678,Trey Chapman Defensive Rebound.,41,52
11:12,2678,Trey Chapman made Jumper.,43,52
10:46,2506,JC Younger missed Three Point Jumper.,43,52
10:46,2678,Keith Smith Defensive Rebound.,43,52
10:33,2678,Garrett Gilkeson Turnover.,43,52
10:06,2506,Jo'Vontae Millner missed Layup.,43,52
10:06,2678,QJ Peterson Defensive Rebound.,43,52
9:53,2506,Foul on Reggie Dillard.,43,52
9:47,2678,QJ Peterson missed Three Point Jumper.,43,52
9:47,2506,Jo'Vontae Millner Defensive Rebound.,43,52
9:37,2506,Ed Drew made Layup. Assisted by JC Younger.,43,54
9:14,2678,Trey Chapman missed Layup.,43,54
9:14,2506,Ed Drew Defensive Rebound.,43,54
9:02,2506,Reggie Dillard missed Three Point Jumper.,43,54
9:02,2506,Ed Drew Offensive Rebound.,43,54
8:58,2506,JC Younger missed Three Point Jumper.,43,54
8:58,2506,Jo'Vontae Millner Offensive Rebound.,43,54
8:55,2506,Jo'Vontae Millner made Layup.,43,56
8:37,2506,Foul on Jo'Vontae Millner.,43,56
8:37,2678,Trey Chapman made Free Throw.,44,56
8:37,2678,Trey Chapman made Free Throw.,45,56
8:22,2506,Ruben Arroyo made Layup.,45,58
8:06,2678,Trey Chapman made Layup.,47,58
7:43,2506,Ed Drew made Layup.,47,60
7:32,2678,Trey Chapman made Jumper.,49,60
7:09,2506,Ed Drew made Layup.,49,62
7:02,2506,Foul on Jaron Withers.,49,62
7:02,2506,Official TV Timeout,49,62
6:53,2678,Keith Smith made Three Point Jumper.,52,62
6:30,2506,Jo'Vontae Millner missed Layup.,52,62
6:30,2678,Trey Chapman Block.,52,62
6:29,2506,Presbyterian Offensive Rebound.,52,62
6:19,2506,Ed Drew missed Three Point Jumper.,52,62
6:19,2506,Jaron Withers Offensive Rebound.,52,62
6:16,2678,Foul on Austin Vereen.,52,62
6:16,2506,Jaron Withers made Free Throw.,52,63
6:16,2506,Jaron Withers missed Free Throw.,52,63
6:16,2506,Ed Drew Offensive Rebound.,52,63
6:09,2506,Foul on Ed Drew.,52,63
6:06,2506,Ed Drew Turnover.,52,63
6:01,2678,Keith Smith made Layup.,54,63
5:34,2506,Jo'Vontae Millner missed Jumper.,54,63
5:34,2678,Austin Vereen Defensive Rebound.,54,63
5:24,2678,QJ Peterson missed Three Point Jumper.,54,63
5:24,2678,Austin Vereen Offensive Rebound.,54,63
5:23,2506,Foul on Davon Bell.,54,63
5:23,2678,Austin Vereen missed Free Throw.,54,63
5:23,2678,VMI Deadball Team Rebound.,54,63
5:23,2678,Austin Vereen made Free Throw.,55,63
4:53,2506,Reggie Dillard missed Jumper.,55,63
4:53,2678,QJ Peterson Defensive Rebound.,55,63
4:43,2678,Keith Smith missed Three Point Jumper.,55,63
4:43,2506,Jo'Vontae Millner Defensive Rebound.,55,63
4:35,2506,Foul on Ed Drew.,55,63
4:35,2506,Ed Drew Turnover.,55,63
4:24,2678,Keith Smith missed Layup.,55,63
4:24,2678,Trey Chapman Offensive Rebound.,55,63
4:23,2506,Foul on Davon Bell.,55,63
4:23,2678,Trey Chapman missed Free Throw.,55,63
4:23,2506,JC Younger Defensive Rebound.,55,63
4:04,2506,Reggie Dillard Turnover.,55,63
3:53,2678,Austin Vereen missed Three Point Jumper.,55,63
3:53,2506,JC Younger Defensive Rebound.,55,63
3:38,2506,Ed Drew Turnover.,55,63
3:38,2506,Official TV Timeout,55,63
3:25,2506,Foul on Davon Bell.,55,63
3:25,2678,QJ Peterson missed Free Throw.,55,63
3:25,2678,VMI Deadball Team Rebound.,55,63
3:25,2678,QJ Peterson made Free Throw.,56,63
2:56,2506,Reggie Dillard made Jumper.,56,65
2:42,2678,QJ Peterson made Layup.,58,65
2:34,2506,Presbyterian  Timeout,58,65
2:33,2506,Davon Bell made Layup. Assisted by Reggie Dillard.,58,67
2:20,2678,Julian Eleby Turnover.,58,67
2:20,2506,Davon Bell Steal.,58,67
2:17,2678,Foul on Austin Vereen.,58,67
2:17,2506,Davon Bell made Free Throw.,58,68
2:17,2506,Davon Bell made Free Throw.,58,69
2:09,2678,QJ Peterson made Three Point Jumper. Assisted by Keith Smith.,61,69
2:08,2678,VMI  Timeout,61,69
2:04,2506,JC Younger Turnover.,61,69
1:59,2678,QJ Peterson Steal.,61,69
1:58,2678,QJ Peterson made Three Point Jumper.,64,69
1:45,2678,Foul on QJ Peterson.,64,69
1:45,2506,Davon Bell made Free Throw.,64,70
1:45,2506,Davon Bell missed Free Throw.,64,70
1:45,2678,QJ Peterson Defensive Rebound.,64,70
1:29,2678,Trey Chapman missed Three Point Jumper.,64,70
1:29,2506,Reggie Dillard Defensive Rebound.,64,70
1:16,2506,Jo'Vontae Millner Turnover.,64,70
1:11,2506,Foul on Reggie Dillard.,64,70
1:11,2678,QJ Peterson missed Free Throw.,64,70
1:11,2678,VMI Deadball Team Rebound.,64,70
1:11,2678,QJ Peterson made Free Throw.,65,70
0:49,2506,Ed Drew made Dunk. Assisted by Reggie Dillard.,65,72
0:40,2678,Austin Vereen Turnover.,65,72
0:38,2506,Reggie Dillard Steal.,65,72
0:36,2506,Reggie Dillard made Dunk.,65,74
0:29,2678,QJ Peterson missed Three Point Jumper.,65,74
0:29,2678,QJ Peterson Offensive Rebound.,65,74
0:22,2678,QJ Peterson missed Three Point Jumper.,65,74
0:22,2506,Jo'Vontae Millner Defensive Rebound.,65,74
0:20,2678,Foul on Trey Chapman.,65,74
0:20,2506,Jo'Vontae Millner missed Free Throw.,65,74
0:20,2506,Presbyterian Deadball Team Rebound.,65,74
0:20,2506,Jo'Vontae Millner made Free Throw.,65,75
0:18,2678,Keith Smith made Jumper.,67,75
0:18,2678,VMI  Timeout,67,75
0:14,2678,Foul on Julian Eleby.,67,75
0:14,2506,Ed Drew missed Free Throw.,67,75
0:14,2506,Presbyterian Deadball Team Rebound.,67,75
0:14,2506,Ed Drew made Free Throw.,67,76
0:05,2678,Garrett Gilkeson missed Three Point Jumper.,67,76
0:05,2506,Reggie Dillard Defensive Rebound.,67,76
0:03,2678,Foul on Austin Vereen.,67,76
0:03,2506,Reggie Dillard missed Free Throw.,67,76
0:03,2506,Presbyterian Deadball Team Rebound.,67,76
0:03,2506,Reggie Dillard made Free Throw.,67,77
0:03,2678,Keith Smith missed Three Point Jumper.,67,77
0:03,2678,VMI Offensive Rebound.,67,77
0:00,2506,End of Game,67,77
