UT Rio Grande Valley,2546,Southeast Missouri State,292
11:01,292,Nick Dixon made Three Point Jumper. Assisted by Lesley Varner Jr..,14,18
10:37,2546,Jonathan Dalton missed Layup.,14,18
10:37,2546,William Tchiengang Offensive Rebound.,14,18
10:31,2546,William Tchiengang made Two Point Tip Shot.,14,20
10:16,292,Nick Dixon Turnover.,14,20
10:16,292,Foul on Nick Dixon.,14,20
9:54,2546,William Tchiengang made Jumper. Assisted by Daniel Simmons.,14,22
9:40,292,Lesley Varner Jr. missed Jumper.,14,22
9:40,2546,Jonathan Dalton Defensive Rebound.,14,22
9:07,2546,Milos Vranes Turnover.,14,22
9:00,292,Mike Hoffman made Three Point Jumper. Assisted by Lew Stallworth.,17,22
8:42,2546,Milos Vranes made Three Point Jumper. Assisted by Daniel Simmons.,17,25
8:27,292,Antonio Green missed Three Point Jumper.,17,25
8:27,2546,Trey Kellum Defensive Rebound.,17,25
8:18,2546,Daniel Simmons Turnover.,17,25
8:06,292,Mike Hoffman made Jumper.,19,25
7:54,2546,Jamaal Calvin Turnover.,19,25
7:53,292,Mike Hoffman Steal.,19,25
7:44,292,Gage Loy missed Three Point Jumper.,19,25
7:44,2546,Jamaal Calvin Defensive Rebound.,19,25
7:35,2546,Dondre Duffus missed Jumper.,19,25
7:35,292,Antonio Green Defensive Rebound.,19,25
7:23,2546,Foul on Antonius Cleveland.,19,25
7:23,292,UT Rio Grande Valley  Timeout,19,25
7:11,292,Lesley Varner Jr. missed Three Point Jumper.,19,25
7:11,2546,Jamaal Calvin Defensive Rebound.,19,25
7:02,2546,Jamaal Calvin missed Jumper.,19,25
7:02,292,Gage Loy Defensive Rebound.,19,25
6:51,292,Lew Stallworth Turnover.,19,25
6:50,2546,Denzel Mahoney Steal.,19,25
6:48,292,Foul on Gage Loy.,19,25
6:48,2546,Denzel Mahoney made Free Throw.,19,26
6:48,2546,Denzel Mahoney made Free Throw.,19,27
6:29,292,Mike Hoffman made Three Point Jumper. Assisted by Lew Stallworth.,22,27
5:53,2546,Dondre Duffus Turnover.,22,27
5:53,2546,SE Missouri St  Timeout,22,27
5:48,292,Mike Hoffman missed Jumper.,22,27
5:48,2546,Denzel Mahoney Defensive Rebound.,22,27
5:28,2546,Jaylen Benton made Three Point Jumper. Assisted by Jonathan Dalton.,22,30
5:10,292,Lesley Varner Jr. made Jumper. Assisted by Antonio Green.,24,30
4:54,2546,Trey Kellum Turnover.,24,30
4:37,292,Lew Stallworth made Layup.,26,30
4:13,2546,Jaylen Benton missed Jumper.,26,30
4:13,292,Lew Stallworth Defensive Rebound.,26,30
4:05,292,Antonio Green missed Jumper.,26,30
4:05,2546,Jaylen Benton Defensive Rebound.,26,30
3:55,292,Foul on Gage Loy.,26,30
3:55,2546,SE Missouri St  Timeout,26,30
3:55,2546,Jonathan Dalton made Free Throw.,26,31
3:55,2546,Jonathan Dalton missed Free Throw.,26,31
3:55,292,Xavier McDaniel Jr. Defensive Rebound.,26,31
3:51,292,Mike Hoffman missed Jumper.,26,31
3:51,2546,Trey Kellum Block.,26,31
3:47,2546,Trey Kellum Defensive Rebound.,26,31
3:30,2546,Trey Kellum made Jumper.,26,33
3:25,292,Xavier McDaniel Jr. missed Jumper.,26,33
3:25,2546,Milos Vranes Defensive Rebound.,26,33
3:05,2546,Trey Kellum made Jumper. Assisted by Jaylen Benton.,26,35
2:42,292,Lew Stallworth missed Jumper.,26,35
2:42,2546,Trey Kellum Defensive Rebound.,26,35
2:31,2546,Dondre Duffus missed Layup.,26,35
2:31,292,Mike Hoffman Defensive Rebound.,26,35
2:18,292,Antonio Green missed Three Point Jumper.,26,35
2:18,2546,Dondre Duffus Defensive Rebound.,26,35
1:55,2546,Trey Kellum Turnover.,26,35
1:55,2546,Foul on Trey Kellum.,26,35
1:38,2546,Foul on Jaylen Benton.,26,35
1:32,292,Mike Hoffman missed Jumper.,26,35
1:32,292,Xavier McDaniel Jr. Offensive Rebound.,26,35
1:28,2546,Foul on Jaylen Benton.,26,35
1:28,292,Xavier McDaniel Jr. missed Free Throw.,26,35
1:28,2546,Daniel Simmons Defensive Rebound.,26,35
1:12,2546,Daniel Simmons missed Layup.,26,35
1:12,292,Walter Jones Defensive Rebound.,26,35
1:04,292,Mike Hoffman made Three Point Jumper. Assisted by Lew Stallworth.,29,35
0:55,2546,Daniel Simmons made Layup. Assisted by Jonathan Dalton.,29,37
0:31,292,Lew Stallworth made Three Point Jumper.,32,37
0:01,2546,Daniel Simmons missed Jumper.,32,37
0:01,2546,SE Missouri St Deadball Team Rebound.,32,37
0:00,2546,End of 1st half,32,37
19:54,292,Gage Loy missed Jumper.,32,37
19:54,292,Gage Loy Offensive Rebound.,32,37
19:49,292,Nick Dixon made Jumper.,34,37
19:34,2546,Jamaal Calvin Turnover.,34,37
19:33,292,Antonio Green Steal.,34,37
19:30,292,Antonio Green missed Three Point Jumper.,34,37
19:30,2546,SE Missouri St Defensive Rebound.,34,37
19:09,2546,Antonius Cleveland missed Jumper.,34,37
19:09,292,Lew Stallworth Defensive Rebound.,34,37
18:58,292,Nick Dixon Turnover.,34,37
18:57,2546,Antonius Cleveland Steal.,34,37
18:51,2546,Jamaal Calvin made Three Point Jumper. Assisted by Trey Kellum.,34,40
18:23,292,Nick Dixon Turnover.,34,40
17:59,292,Foul on Mike Hoffman.,34,40
17:41,2546,Dondre Duffus Turnover.,34,40
17:31,292,Mike Hoffman missed Jumper.,34,40
17:31,2546,Antonius Cleveland Defensive Rebound.,34,40
17:16,2546,Trey Kellum missed Jumper.,34,40
17:16,292,Gage Loy Defensive Rebound.,34,40
17:16,2546,Foul on Denzel Mahoney.,34,40
16:54,292,Antonio Green missed Layup.,34,40
16:54,292,Gage Loy Offensive Rebound.,34,40
16:52,292,Gage Loy missed Two Point Tip Shot.,34,40
16:52,2546,Antonius Cleveland Defensive Rebound.,34,40
16:40,2546,Antonius Cleveland Turnover.,34,40
16:37,292,Mike Hoffman Steal.,34,40
16:33,2546,Foul on Jaylen Benton.,34,40
16:33,292,Lew Stallworth missed Free Throw.,34,40
16:33,292,UT Rio Grande Valley Deadball Team Rebound.,34,40
16:33,292,Lew Stallworth made Free Throw.,35,40
16:12,2546,Dondre Duffus made Jumper.,35,42
15:52,292,Antonio Green missed Three Point Jumper.,35,42
15:52,2546,Antonius Cleveland Defensive Rebound.,35,42
15:38,2546,SE Missouri St  Timeout,35,42
15:28,2546,Antonius Cleveland missed Jumper.,35,42
15:28,2546,Trey Kellum Offensive Rebound.,35,42
15:26,292,Foul on Walter Jones.,35,42
14:58,2546,Jonathan Dalton missed Three Point Jumper.,35,42
14:58,292,Lew Stallworth Defensive Rebound.,35,42
14:49,292,Antonio Green made Three Point Jumper. Assisted by Lew Stallworth.,38,42
14:30,2546,Denzel Mahoney missed Three Point Jumper.,38,42
14:30,292,Mike Hoffman Defensive Rebound.,38,42
14:22,292,Lew Stallworth Turnover.,38,42
14:05,2546,Dondre Duffus missed Layup.,38,42
14:05,292,Mike Hoffman Defensive Rebound.,38,42
13:51,292,Antonio Green missed Three Point Jumper.,38,42
13:51,2546,Jonathan Dalton Defensive Rebound.,38,42
13:45,2546,Antonius Cleveland made Dunk. Assisted by Jonathan Dalton.,38,44
13:27,292,Lew Stallworth made Three Point Jumper. Assisted by Moe McDonald.,41,44
13:08,2546,Milos Vranes Turnover.,41,44
12:54,292,Walter Jones missed Jumper.,41,44
12:54,292,Xavier McDaniel Jr. Offensive Rebound.,41,44
12:47,2546,Foul on Milos Vranes.,41,44
12:47,292,Lew Stallworth made Free Throw.,42,44
12:47,292,Lew Stallworth made Free Throw.,43,44
12:38,2546,SE Missouri St  Turnover.,43,44
12:13,292,Xavier McDaniel Jr. made Three Point Jumper. Assisted by Moe McDonald.,46,44
11:59,292,Foul on Mike Hoffman.,46,44
11:59,2546,SE Missouri St  Timeout,46,44
11:59,2546,Antonius Cleveland made Free Throw.,46,45
11:59,2546,Antonius Cleveland made Free Throw.,46,46
11:43,292,Nick Dixon Turnover.,46,46
11:37,2546,Jonathan Dalton Steal.,46,46
11:34,292,Foul on Xavier McDaniel Jr..,46,46
11:34,2546,Trey Kellum missed Free Throw.,46,46
11:34,2546,SE Missouri St Deadball Team Rebound.,46,46
11:34,2546,Trey Kellum made Free Throw.,46,47
11:23,292,Lew Stallworth made Jumper.,48,47
11:09,2546,Jaylen Benton missed Three Point Jumper.,48,47
11:09,2546,Daniel Simmons Offensive Rebound.,48,47
10:52,2546,Daniel Simmons missed Three Point Jumper.,48,47
10:52,2546,Jonathan Dalton Offensive Rebound.,48,47
10:41,2546,Trey Kellum missed Layup.,48,47
10:41,292,Mike Hoffman Block.,48,47
10:39,292,Mike Hoffman Defensive Rebound.,48,47
10:34,292,Xavier McDaniel Jr. made Layup. Assisted by Moe McDonald.,50,47
10:09,2546,Jonathan Dalton Turnover.,50,47
10:07,292,Xavier McDaniel Jr. Steal.,50,47
10:05,2546,Foul on Daniel Simmons.,50,47
10:05,292,Moe McDonald made Free Throw.,51,47
10:05,292,Moe McDonald missed Free Throw.,51,47
10:05,2546,Trey Kellum Defensive Rebound.,51,47
10:00,2546,Denzel Mahoney missed Layup.,51,47
10:00,292,Lew Stallworth Defensive Rebound.,51,47
9:40,292,Lew Stallworth Turnover.,51,47
9:39,292,Foul on Lew Stallworth.,51,47
9:11,2546,Jamaal Calvin Turnover.,51,47
9:09,292,Walter Jones Steal.,51,47
9:06,292,Xavier McDaniel Jr. missed Three Point Jumper.,51,47
9:06,2546,Antonius Cleveland Defensive Rebound.,51,47
8:59,2546,Antonius Cleveland made Layup.,51,49
8:59,292,Foul on Moe McDonald.,51,49
8:59,2546,Antonius Cleveland made Free Throw.,51,50
8:49,2546,Foul on Denzel Mahoney.,51,50
8:35,292,Xavier McDaniel Jr. Turnover.,51,50
8:35,2546,Trey Kellum Steal.,51,50
8:23,2546,Trey Kellum made Layup. Assisted by Antonius Cleveland.,51,52
8:23,292,Foul on Walter Jones.,51,52
8:23,2546,Trey Kellum made Free Throw.,51,53
8:03,292,Walter Jones missed Jumper.,51,53
8:03,2546,Trey Kellum Defensive Rebound.,51,53
7:43,2546,Jamaal Calvin made Three Point Jumper. Assisted by Daniel Simmons.,51,56
7:29,292,UT Rio Grande Valley  Timeout,51,56
7:29,292,UT Rio Grande Valley  Timeout,51,56
7:14,292,Lew Stallworth missed Jumper.,51,56
7:14,2546,Jamaal Calvin Defensive Rebound.,51,56
7:02,2546,Trey Kellum made Layup. Assisted by Daniel Simmons.,51,58
6:41,2546,Foul on Trey Kellum.,51,58
6:41,292,UT Rio Grande Valley  Timeout,51,58
6:41,292,Lew Stallworth missed Free Throw.,51,58
6:41,292,UT Rio Grande Valley Deadball Team Rebound.,51,58
6:41,292,Lew Stallworth made Free Throw.,52,58
6:29,2546,Jamaal Calvin made Three Point Jumper. Assisted by Denzel Mahoney.,52,61
6:18,292,Lew Stallworth Turnover.,52,61
6:06,2546,Denzel Mahoney missed Layup.,52,61
6:06,2546,Antonius Cleveland Offensive Rebound.,52,61
6:03,2546,Antonius Cleveland missed Jumper.,52,61
6:03,2546,Antonius Cleveland Offensive Rebound.,52,61
5:58,2546,Antonius Cleveland made Jumper.,52,63
5:54,292,Foul on Walter Jones.,52,63
5:54,2546,Foul on Denzel Mahoney.,52,63
5:53,292,UT Rio Grande Valley  Timeout,52,63
5:50,292,Antonio Green made Three Point Jumper. Assisted by Lew Stallworth.,55,63
5:12,2546,Jamaal Calvin made Three Point Jumper. Assisted by Antonius Cleveland.,55,66
4:51,292,Antonio Green missed Jumper.,55,66
4:51,2546,Antonius Cleveland Defensive Rebound.,55,66
4:33,2546,Antonius Cleveland missed Three Point Jumper.,55,66
4:33,2546,Milos Vranes Offensive Rebound.,55,66
4:27,2546,Daniel Simmons made Three Point Jumper. Assisted by Jamaal Calvin.,55,69
4:09,292,Lew Stallworth Turnover.,55,69
4:07,2546,Daniel Simmons Steal.,55,69
4:05,2546,Daniel Simmons missed Layup.,55,69
4:05,292,Lesley Varner Jr. Defensive Rebound.,55,69
3:56,2546,Foul on Antonius Cleveland.,55,69
3:56,292,UT Rio Grande Valley  Timeout,55,69
3:56,292,Mike Hoffman made Free Throw.,56,69
3:56,292,Mike Hoffman made Free Throw.,57,69
3:48,292,Foul on Antonio Green.,57,69
3:48,2546,Antonius Cleveland missed Free Throw.,57,69
3:48,292,Lesley Varner Jr. Defensive Rebound.,57,69
3:35,292,Mike Hoffman made Jumper. Assisted by Antonio Green.,59,69
3:07,2546,Daniel Simmons missed Jumper.,59,69
3:07,2546,Trey Kellum Offensive Rebound.,59,69
3:03,292,Foul on Lesley Varner Jr..,59,69
3:03,2546,Trey Kellum made Free Throw.,59,70
3:03,2546,Trey Kellum missed Free Throw.,59,70
3:03,2546,Antonius Cleveland Offensive Rebound.,59,70
3:00,2546,Antonius Cleveland made Two Point Tip Shot.,59,72
2:53,2546,Foul on Jamaal Calvin.,59,72
2:53,292,Lew Stallworth made Free Throw.,60,72
2:53,292,Lew Stallworth made Free Throw.,61,72
2:50,2546,SE Missouri St  Timeout,61,72
2:39,2546,Antonius Cleveland made Layup. Assisted by Trey Kellum.,61,74
2:39,292,Foul on Lesley Varner Jr..,61,74
2:39,2546,Antonius Cleveland missed Free Throw.,61,74
2:39,292,Lesley Varner Jr. Defensive Rebound.,61,74
2:12,292,Lew Stallworth made Jumper.,63,74
2:01,292,Foul on Antonio Green.,63,74
2:01,2546,Daniel Simmons made Free Throw.,63,75
2:01,2546,Daniel Simmons made Free Throw.,63,76
1:45,292,Antonio Green made Layup.,65,76
1:45,2546,Foul on Denzel Mahoney.,65,76
1:45,292,Antonio Green made Free Throw.,66,76
1:37,2546,Trey Kellum made Layup. Assisted by Antonius Cleveland.,66,78
1:29,292,Antonio Green made Layup.,68,78
1:21,292,Foul on Lesley Varner Jr..,68,78
1:21,2546,Daniel Simmons missed Free Throw.,68,78
1:21,2546,SE Missouri St Deadball Team Rebound.,68,78
1:21,2546,Daniel Simmons made Free Throw.,68,79
1:06,292,Lew Stallworth missed Three Point Jumper.,68,79
1:06,292,Antonio Green Offensive Rebound.,68,79
1:02,292,Antonio Green made Layup.,70,79
0:48,2546,Antonius Cleveland made Layup. Assisted by Daniel Simmons.,70,81
0:39,292,Antonio Green missed Three Point Jumper.,70,81
0:39,2546,Antonius Cleveland Defensive Rebound.,70,81
0:36,292,Foul on Lesley Varner Jr..,70,81
0:36,2546,Antonius Cleveland made Free Throw.,70,82
0:36,2546,Antonius Cleveland made Free Throw.,70,83
0:17,292,Mike Hoffman made Jumper. Assisted by Antonio Green.,72,83
0:00,2546,End of Game,72,83
