Notre Dame,77,Northwestern,87
6:11,87,Notre Dame Deadball Team Rebound.,31,21
6:11,87,Bonzie Colson made Free Throw.,32,21
5:57,77,Vic Law made Three Point Jumper. Assisted by Bryant McIntosh.,32,24
5:41,87,Matt Farrell missed Layup.,32,24
5:41,77,Dererk Pardon Block.,32,24
5:41,77,Jordan Ash Defensive Rebound.,32,24
5:18,77,Nathan Taphorn made Three Point Jumper. Assisted by Vic Law.,32,27
4:57,87,Bonzie Colson missed Three Point Jumper.,32,27
4:57,87,Steve Vasturia Offensive Rebound.,32,27
4:51,87,Matt Farrell made Three Point Jumper. Assisted by Steve Vasturia.,35,27
4:35,77,Bryant McIntosh Turnover.,35,27
4:26,87,V.J. Beachem missed Three Point Jumper.,35,27
4:26,77,Jordan Ash Defensive Rebound.,35,27
4:09,77,Vic Law missed Jumper.,35,27
4:09,87,Steve Vasturia Defensive Rebound.,35,27
3:45,87,Foul on Steve Vasturia.,35,27
3:45,87,Steve Vasturia Turnover.,35,27
3:45,77,Official TV Timeout,35,27
3:21,77,Bryant McIntosh missed Jumper.,35,27
3:21,77,Nathan Taphorn Offensive Rebound.,35,27
3:16,77,Jordan Ash missed Three Point Jumper.,35,27
3:16,87,Steve Vasturia Defensive Rebound.,35,27
2:53,87,Steve Vasturia missed Jumper.,35,27
2:53,77,Nathan Taphorn Defensive Rebound.,35,27
2:34,77,Vic Law made Jumper. Assisted by Jordan Ash.,35,29
2:04,87,Bonzie Colson missed Jumper.,35,29
2:04,77,Jordan Ash Defensive Rebound.,35,29
1:45,77,Bryant McIntosh made Layup.,35,31
1:37,87,Notre Dame  Timeout,35,31
1:25,77,Foul on Jordan Ash.,35,31
1:25,87,Steve Vasturia made Free Throw.,36,31
1:25,87,Steve Vasturia made Free Throw.,37,31
1:14,77,Gavin Skelly missed Three Point Jumper.,37,31
1:14,77,Dererk Pardon Offensive Rebound.,37,31
1:08,77,Jordan Ash made Three Point Jumper. Assisted by Dererk Pardon.,37,34
0:40,77,Foul on Gavin Skelly.,37,34
0:40,87,Matt Farrell made Free Throw.,38,34
0:40,87,Matt Farrell made Free Throw.,39,34
0:40,87,Matt Farrell made Free Throw.,40,34
0:37,87,Foul on Bonzie Colson.,40,34
0:09,77,Jordan Ash missed Three Point Jumper.,40,34
0:09,77,Northwestern Deadball Team Rebound.,40,34
0:05,77,Northwestern  Turnover.,40,34
0:01,87,Matt Farrell missed Layup.,40,34
0:01,77,Dererk Pardon Block.,40,34
0:01,87,Notre Dame Deadball Team Rebound.,40,34
0:00,77,End of 1st half,40,34
20:00,87,Jump Ball won by Notre Dame,40,34
19:46,77,Foul on Sanjay Lumpkin.,40,34
19:46,87,Bonzie Colson made Free Throw.,41,34
19:46,87,Bonzie Colson made Free Throw.,42,34
19:24,77,Bryant McIntosh missed Jumper.,42,34
19:24,87,V.J. Beachem Defensive Rebound.,42,34
18:57,87,Steve Vasturia made Three Point Jumper.,45,34
18:33,77,Vic Law missed Three Point Jumper.,45,34
18:33,77,Scottie Lindsey Offensive Rebound.,45,34
18:28,77,Vic Law made Three Point Jumper. Assisted by Scottie Lindsey.,45,37
18:07,87,Steve Vasturia made Three Point Jumper.,48,37
17:39,87,Foul on Steve Vasturia.,48,37
17:39,77,Scottie Lindsey missed Free Throw.,48,37
17:39,77,Northwestern Deadball Team Rebound.,48,37
17:39,77,Scottie Lindsey made Free Throw.,48,38
17:22,87,V.J. Beachem missed Three Point Jumper.,48,38
17:22,87,Bonzie Colson Offensive Rebound.,48,38
17:18,87,Bonzie Colson missed Jumper.,48,38
17:18,77,Sanjay Lumpkin Defensive Rebound.,48,38
17:11,77,Vic Law missed Layup.,48,38
17:11,77,Dererk Pardon Offensive Rebound.,48,38
17:11,77,Dererk Pardon made Two Point Tip Shot.,48,40
16:44,87,Matt Farrell made Jumper.,50,40
16:21,77,Bryant McIntosh Turnover.,50,40
16:21,87,Steve Vasturia Steal.,50,40
16:14,87,Matt Farrell missed Layup.,50,40
16:14,87,V.J. Beachem Offensive Rebound.,50,40
16:14,87,V.J. Beachem missed Two Point Tip Shot.,50,40
16:14,87,Bonzie Colson Offensive Rebound.,50,40
16:06,87,Bonzie Colson missed Layup.,50,40
16:05,77,Dererk Pardon Block.,50,40
16:04,77,Sanjay Lumpkin Defensive Rebound.,50,40
16:00,77,Scottie Lindsey made Three Point Jumper. Assisted by Bryant McIntosh.,50,43
15:36,87,Matt Farrell missed Three Point Jumper.,50,43
15:36,77,Scottie Lindsey Defensive Rebound.,50,43
15:24,77,Bryant McIntosh missed Jumper.,50,43
15:24,87,Bonzie Colson Defensive Rebound.,50,43
15:08,77,Foul on Vic Law.,50,43
15:08,77,Official TV Timeout,50,43
15:05,87,Steve Vasturia Turnover.,50,43
14:46,77,Dererk Pardon made Layup.,50,45
14:19,87,Austin Torres made Layup. Assisted by Steve Vasturia.,52,45
14:06,77,Gavin Skelly Turnover.,52,45
13:49,87,V.J. Beachem missed Jumper.,52,45
13:49,77,Dererk Pardon Block.,52,45
13:49,87,Matt Farrell Offensive Rebound.,52,45
13:43,87,Matt Farrell missed Three Point Jumper.,52,45
13:43,87,Bonzie Colson Offensive Rebound.,52,45
13:37,77,Foul on Isiah Brown.,52,45
13:37,87,Bonzie Colson made Free Throw.,53,45
13:37,87,Bonzie Colson missed Free Throw.,53,45
13:37,77,Vic Law Defensive Rebound.,53,45
13:24,77,Vic Law made Three Point Jumper. Assisted by Nathan Taphorn.,53,48
12:55,87,Bonzie Colson made Jumper. Assisted by Rex Pflueger.,55,48
12:33,77,Nathan Taphorn made Three Point Jumper. Assisted by Vic Law.,55,51
12:06,87,Bonzie Colson missed Jumper.,55,51
12:06,87,Rex Pflueger Offensive Rebound.,55,51
11:36,87,Bonzie Colson missed Jumper.,55,51
11:36,77,Northwestern Defensive Rebound.,55,51
11:34,77,Official TV Timeout,55,51
11:21,77,Bryant McIntosh missed Three Point Jumper.,55,51
11:21,77,Nathan Taphorn Offensive Rebound.,55,51
11:16,77,Nathan Taphorn made Three Point Jumper. Assisted by Scottie Lindsey.,55,54
10:52,77,Foul on Scottie Lindsey.,55,54
10:38,87,Steve Vasturia missed Three Point Jumper.,55,54
10:38,77,Nathan Taphorn Defensive Rebound.,55,54
10:18,77,Nathan Taphorn missed Layup.,55,54
10:18,87,Bonzie Colson Defensive Rebound.,55,54
10:00,87,Matt Farrell missed Jumper.,55,54
10:00,77,Dererk Pardon Defensive Rebound.,55,54
9:38,77,Bryant McIntosh missed Layup.,55,54
9:38,87,Rex Pflueger Defensive Rebound.,55,54
9:32,87,Steve Vasturia missed Three Point Jumper.,55,54
9:32,77,Northwestern Defensive Rebound.,55,54
9:15,77,Dererk Pardon missed Jumper.,55,54
9:15,87,Steve Vasturia Defensive Rebound.,55,54
8:51,87,Steve Vasturia made Layup.,57,54
8:40,77,Vic Law Turnover.,57,54
8:40,87,V.J. Beachem Steal.,57,54
8:33,77,Foul on Vic Law.,57,54
8:33,87,V.J. Beachem missed Free Throw.,57,54
8:33,87,Notre Dame Deadball Team Rebound.,57,54
8:33,87,V.J. Beachem made Free Throw.,58,54
8:20,77,Scottie Lindsey made Layup.,58,56
7:59,87,V.J. Beachem missed Jumper.,58,56
7:59,77,Isiah Brown Defensive Rebound.,58,56
7:33,87,Foul on Rex Pflueger.,58,56
7:33,77,Official TV Timeout,58,56
7:33,77,Isiah Brown made Free Throw.,58,57
7:33,77,Isiah Brown made Free Throw.,58,58
7:17,77,Foul on Dererk Pardon.,58,58
7:07,87,Matt Ryan missed Three Point Jumper.,58,58
7:07,77,Isiah Brown Defensive Rebound.,58,58
6:44,77,Nathan Taphorn made Three Point Jumper. Assisted by Dererk Pardon.,58,61
6:29,87,V.J. Beachem Turnover.,58,61
6:29,77,Dererk Pardon Steal.,58,61
6:18,77,Bryant McIntosh made Three Point Jumper. Assisted by Scottie Lindsey.,58,64
6:08,87,Notre Dame  Timeout,58,64
5:56,87,Steve Vasturia made Layup.,60,64
5:23,77,Bryant McIntosh missed Jumper.,60,64
5:23,87,Bonzie Colson Defensive Rebound.,60,64
5:08,87,Bonzie Colson missed Jumper.,60,64
5:08,77,Nathan Taphorn Defensive Rebound.,60,64
4:47,77,Scottie Lindsey missed Jumper.,60,64
4:47,87,Steve Vasturia Defensive Rebound.,60,64
4:27,87,Bonzie Colson made Layup. Assisted by Matt Farrell.,62,64
4:17,77,Northwestern  Timeout,62,64
4:08,77,Bryant McIntosh Turnover.,62,64
4:08,87,Matt Farrell Steal.,62,64
3:55,87,Bonzie Colson missed Layup.,62,64
3:55,77,Dererk Pardon Block.,62,64
3:55,87,Bonzie Colson Offensive Rebound.,62,64
3:49,77,Foul on Dererk Pardon.,62,64
3:49,87,V.J. Beachem missed Free Throw.,63,64
3:49,87,V.J. Beachem made Free Throw.,63,64
3:49,77,Vic Law Defensive Rebound.,63,64
3:20,77,Bryant McIntosh missed Layup.,63,64
3:20,77,Vic Law Offensive Rebound.,63,64
3:20,77,Vic Law missed Two Point Tip Shot.,63,64
3:20,87,Matt Farrell Defensive Rebound.,63,64
3:12,87,V.J. Beachem made Dunk. Assisted by Matt Farrell.,65,64
2:53,77,Vic Law missed Three Point Jumper.,65,64
2:53,87,Bonzie Colson Defensive Rebound.,65,64
2:34,87,Notre Dame  Timeout,65,64
2:24,87,Rex Pflueger missed Layup.,65,64
2:24,77,Dererk Pardon Block.,65,64
2:24,77,Dererk Pardon Defensive Rebound.,65,64
1:54,77,Bryant McIntosh missed Layup.,65,64
1:54,87,V.J. Beachem Block.,65,64
1:54,77,Northwestern Offensive Rebound.,65,64
1:51,77,Nathan Taphorn missed Three Point Jumper.,65,64
1:51,77,Scottie Lindsey Offensive Rebound.,65,64
1:32,87,Foul on Rex Pflueger.,65,64
1:07,77,Bryant McIntosh missed Jumper.,65,64
1:07,77,Northwestern Offensive Rebound.,65,64
0:41,77,Bryant McIntosh made Jumper.,65,66
0:25,87,Steve Vasturia missed Jumper.,65,66
0:25,77,Dererk Pardon Defensive Rebound.,65,66
0:22,87,Foul on Rex Pflueger.,65,66
0:20,87,Foul on Matt Farrell.,65,66
0:20,77,Nathan Taphorn Turnover.,65,66
0:20,87,Steve Vasturia Steal.,65,66
0:15,87,Matt Farrell made Layup.,67,66
0:15,77,Foul on Nathan Taphorn.,67,66
0:15,87,Matt Farrell made Free Throw.,68,66
0:15,87,Notre Dame  Timeout,68,66
0:05,77,Bryant McIntosh missed Jumper.,68,66
0:05,87,Matt Farrell Defensive Rebound.,68,66
0:04,77,Foul on Isiah Brown.,68,66
0:04,87,Matt Farrell made Free Throw.,69,66
0:04,87,Matt Farrell made Free Throw.,70,66
0:04,77,Northwestern  Timeout,70,66
0:02,77,Nathan Taphorn Turnover.,70,66
0:00,77,End of Game,70,66
