George Washington,5,UAB,45
9:58,5,William Lee made Three Point Jumper. Assisted by Deion Lavender.,13,25
9:31,45,Jair Bolden missed Jumper.,13,25
9:31,5,Hakeem Baxter Defensive Rebound.,13,25
9:28,5,Hakeem Baxter Turnover.,13,25
9:20,45,Patrick Steeves made Jumper.,15,25
9:01,5,Chris Cokley made Jumper.,15,27
8:36,45,Patrick Steeves Turnover.,15,27
8:35,5,William Lee Steal.,15,27
8:29,5,Deion Lavender made Layup.,15,29
8:14,45,Tyler Cavanaugh made Layup.,17,29
7:54,5,Chris Cokley made Layup.,17,31
7:43,5,Official TV Timeout,17,31
7:37,45,Yuta Watanabe missed Jumper.,17,31
7:37,5,Tyler Madison Defensive Rebound.,17,31
7:28,5,Chris Cokley made Jumper. Assisted by Deion Lavender.,17,33
7:04,45,Jair Bolden missed Three Point Jumper.,17,33
7:04,45,George Washington Offensive Rebound.,17,33
7:00,45,Jair Bolden Turnover.,17,33
7:00,5,Tyler Madison Steal.,17,33
6:37,5,Deion Lavender missed Three Point Jumper.,17,33
6:37,5,Dirk Williams Offensive Rebound.,17,33
6:33,5,Dirk Williams Turnover.,17,33
6:19,5,Foul on Tyler Madison.,17,33
6:17,45,Tyler Cavanaugh missed Three Point Jumper.,17,33
6:17,5,William Lee Defensive Rebound.,17,33
6:10,5,Dirk Williams missed Three Point Jumper.,17,33
6:10,5,William Lee Offensive Rebound.,17,33
5:52,5,Javien Williams missed Three Point Jumper.,17,33
5:52,45,Tyler Cavanaugh Defensive Rebound.,17,33
5:41,45,Tyler Cavanaugh made Layup.,19,33
5:39,5,UAB  Timeout,19,33
5:28,5,Dirk Williams Turnover.,19,33
5:17,45,Yuta Watanabe missed Layup.,19,33
5:17,5,William Lee Defensive Rebound.,19,33
5:10,45,Foul on Collin Smith.,19,33
5:10,5,Javien Williams made Free Throw.,19,34
5:10,5,Javien Williams made Free Throw.,19,35
4:52,45,Yuta Watanabe Turnover.,19,35
4:52,5,Denzell Watts Steal.,19,35
4:33,5,Javien Williams missed Three Point Jumper.,19,35
4:33,45,Yuta Watanabe Block.,19,35
4:31,45,Jaren Sina Defensive Rebound.,19,35
4:25,45,Tyler Cavanaugh missed Three Point Jumper.,19,35
4:25,5,Hakeem Baxter Defensive Rebound.,19,35
4:13,5,Tosin Mehinti missed Jumper.,19,35
4:13,45,Yuta Watanabe Defensive Rebound.,19,35
4:06,45,Jaren Sina made Three Point Jumper.,22,35
3:47,5,Javien Williams missed Jumper.,22,35
3:47,45,Yuta Watanabe Block.,22,35
3:46,5,UAB Offensive Rebound.,22,35
3:46,5,Official TV Timeout,22,35
3:44,5,William Lee missed Jumper.,22,35
3:44,45,Tyler Cavanaugh Defensive Rebound.,22,35
3:31,45,Jaren Sina Turnover.,22,35
3:18,5,Tosin Mehinti Turnover.,22,35
3:16,45,Yuta Watanabe Steal.,22,35
3:11,45,Jaren Sina missed Layup.,22,35
3:11,45,Collin Smith Offensive Rebound.,22,35
3:09,45,Collin Smith missed Layup.,22,35
3:09,45,Tyler Cavanaugh Offensive Rebound.,22,35
3:02,45,Collin Smith missed Layup.,22,35
3:02,5,William Lee Block.,22,35
3:01,5,Denzell Watts Defensive Rebound.,22,35
2:59,5,Denzell Watts made Layup.,22,37
2:45,45,Matt Hart missed Three Point Jumper.,22,37
2:45,5,UAB Defensive Rebound.,22,37
2:28,5,Nate Darling missed Three Point Jumper.,22,37
2:28,45,Matt Hart Defensive Rebound.,22,37
2:16,5,Foul on William Lee.,22,37
2:13,45,Tyler Cavanaugh missed Layup.,22,37
2:13,45,Yuta Watanabe Offensive Rebound.,22,37
2:11,45,Yuta Watanabe made Layup.,24,37
2:00,5,Tyler Madison Turnover.,24,37
1:40,45,Foul on Jair Bolden.,24,37
1:40,45,Jair Bolden Turnover.,24,37
1:27,5,Dirk Williams Turnover.,24,37
1:27,45,Collin Smith Steal.,24,37
1:21,45,Jair Bolden made Three Point Jumper. Assisted by Matt Hart.,27,37
0:58,5,Foul on Denzell Watts.,27,37
0:58,5,Denzell Watts Turnover.,27,37
0:48,5,Foul on Denzell Watts.,27,37
0:48,45,Yuta Watanabe made Free Throw.,28,37
0:48,45,Yuta Watanabe made Free Throw.,29,37
0:28,5,Chris Cokley made Layup. Assisted by Deion Lavender.,29,39
0:05,45,Jair Bolden missed Three Point Jumper.,29,39
0:05,5,Chris Cokley Defensive Rebound.,29,39
0:00,5,End of 1st half,29,39
19:50,45,Yuta Watanabe made Three Point Jumper. Assisted by Tyler Cavanaugh.,32,39
19:34,5,Hakeem Baxter missed Three Point Jumper.,32,39
19:34,45,Collin Smith Defensive Rebound.,32,39
19:13,45,Tyler Cavanaugh made Layup.,34,39
18:56,5,Dirk Williams missed Three Point Jumper.,34,39
18:56,45,Jaren Sina Defensive Rebound.,34,39
18:29,5,Foul on Dirk Williams.,34,39
18:29,45,Yuta Watanabe made Free Throw.,35,39
18:29,45,Yuta Watanabe made Free Throw.,36,39
18:18,5,Chris Cokley made Dunk. Assisted by Deion Lavender.,36,41
18:03,45,Matt Hart Turnover.,36,41
18:01,5,William Lee Steal.,36,41
17:57,5,Dirk Williams made Three Point Jumper. Assisted by Deion Lavender.,36,44
17:36,45,Collin Smith made Jumper. Assisted by Matt Hart.,38,44
17:20,5,Chris Cokley made Two Point Tip Shot. Assisted by William Lee.,38,46
16:56,45,Collin Smith missed Three Point Jumper.,38,46
16:56,5,Dirk Williams Defensive Rebound.,38,46
16:47,5,Chris Cokley missed Layup.,38,46
16:47,45,Collin Smith Defensive Rebound.,38,46
16:34,45,Yuta Watanabe made Three Point Jumper. Assisted by Jaren Sina.,41,46
16:10,5,Chris Cokley made Layup.,41,48
15:58,5,Official TV Timeout,41,48
15:41,45,Tyler Cavanaugh Turnover.,41,48
15:30,45,Foul on Collin Smith.,41,48
15:30,5,William Lee made Free Throw.,41,49
15:30,5,William Lee made Free Throw.,41,50
15:05,45,Yuta Watanabe missed Three Point Jumper.,41,50
15:05,5,Deion Lavender Defensive Rebound.,41,50
14:57,5,Dirk Williams made Three Point Jumper. Assisted by Deion Lavender.,41,53
14:32,5,Foul on Javien Williams.,41,53
14:28,45,Tyler Cavanaugh missed Layup.,41,53
14:28,5,Tosin Mehinti Defensive Rebound.,41,53
14:26,45,Foul on Arnaldo Toro.,41,53
14:16,5,Tyler Madison missed Jumper.,41,53
14:16,45,Tyler Cavanaugh Defensive Rebound.,41,53
14:05,45,Tyler Cavanaugh missed Three Point Jumper.,41,53
14:05,45,Arnaldo Toro Offensive Rebound.,41,53
13:49,45,Jaren Sina made Three Point Jumper.,44,53
13:28,5,Foul on Tosin Mehinti.,44,53
13:28,5,Tosin Mehinti Turnover.,44,53
13:14,45,Jaren Sina missed Three Point Jumper.,44,53
13:14,45,Arnaldo Toro Offensive Rebound.,44,53
13:09,5,Foul on Tyler Madison.,44,53
13:09,45,Arnaldo Toro missed Free Throw.,44,53
13:09,45,George Washington Deadball Team Rebound.,44,53
13:09,45,Arnaldo Toro made Free Throw.,45,53
12:59,5,Deion Lavender missed Jumper.,45,53
12:59,45,Tyler Cavanaugh Defensive Rebound.,45,53
12:46,45,Arnaldo Toro made Dunk. Assisted by Yuta Watanabe.,47,53
12:29,45,Foul on Jordan Roland.,47,53
12:11,5,Tosin Mehinti Turnover.,47,53
12:09,45,Arnaldo Toro Steal.,47,53
11:57,45,Tyler Cavanaugh made Layup.,49,53
11:57,5,Foul on Tosin Mehinti.,49,53
11:57,5,Official TV Timeout,49,53
11:57,45,Tyler Cavanaugh made Free Throw.,50,53
11:35,5,Deion Lavender missed Layup.,50,53
11:35,45,Arnaldo Toro Block.,50,53
11:33,45,Tyler Cavanaugh Defensive Rebound.,50,53
11:27,45,Jaren Sina missed Three Point Jumper.,50,53
11:27,45,Arnaldo Toro Offensive Rebound.,50,53
11:24,45,Arnaldo Toro made Layup.,52,53
11:07,5,William Lee missed Three Point Jumper.,52,53
11:07,45,Arnaldo Toro Defensive Rebound.,52,53
11:00,45,Jaren Sina made Jumper.,54,53
10:51,5,UAB  Timeout,54,53
10:43,5,Chris Cokley Turnover.,54,53
10:18,45,Jaren Sina Turnover.,54,53
10:17,5,Chris Cokley Steal.,54,53
10:14,5,Dirk Williams made Layup. Assisted by Deion Lavender.,54,55
10:14,45,Foul on Tyler Cavanaugh.,54,55
10:14,5,Dirk Williams missed Free Throw.,54,55
10:14,45,Tyler Cavanaugh Defensive Rebound.,54,55
9:44,45,Tyler Cavanaugh missed Three Point Jumper.,54,55
9:44,5,William Lee Defensive Rebound.,54,55
9:25,5,William Lee missed Jumper.,54,55
9:25,5,Tosin Mehinti Offensive Rebound.,54,55
9:21,5,Tosin Mehinti made Jumper.,54,57
8:55,45,Yuta Watanabe missed Three Point Jumper.,54,57
8:55,5,Deion Lavender Defensive Rebound.,54,57
8:39,45,Foul on Jaren Sina.,54,57
8:18,5,Deion Lavender missed Jumper.,54,57
8:18,45,Tyler Cavanaugh Defensive Rebound.,54,57
8:10,45,Foul on Collin Smith.,54,57
8:10,45,Collin Smith Turnover.,54,57
7:56,5,Hakeem Baxter Turnover.,54,57
7:56,5,Official TV Timeout,54,57
7:32,5,Foul on Tosin Mehinti.,54,57
7:32,45,Yuta Watanabe made Free Throw.,55,57
7:32,45,Yuta Watanabe made Free Throw.,56,57
7:13,5,William Lee missed Three Point Jumper.,56,57
7:13,45,Jaren Sina Defensive Rebound.,56,57
7:00,45,Tyler Cavanaugh missed Layup.,56,57
7:00,45,Jaren Sina Offensive Rebound.,56,57
6:43,5,Foul on Tosin Mehinti.,56,57
6:43,45,Tyler Cavanaugh made Free Throw.,57,57
6:43,45,Tyler Cavanaugh made Free Throw.,58,57
6:33,5,Denzell Watts made Three Point Jumper. Assisted by William Lee.,58,60
6:09,45,Yuta Watanabe made Jumper.,60,60
5:35,5,William Lee made Three Point Jumper. Assisted by Hakeem Baxter.,60,63
5:09,45,Arnaldo Toro Turnover.,60,63
5:07,5,Dirk Williams Steal.,60,63
4:57,5,Denzell Watts Turnover.,60,63
4:36,45,Patrick Steeves missed Three Point Jumper.,60,63
4:36,5,Dirk Williams Defensive Rebound.,60,63
4:20,5,William Lee made Dunk. Assisted by Deion Lavender.,60,65
4:12,5,Foul on Deion Lavender.,60,65
4:12,45,Jaren Sina made Free Throw.,61,65
4:12,45,Jaren Sina made Free Throw.,62,65
3:50,5,Dirk Williams made Three Point Jumper. Assisted by Chris Cokley.,62,68
3:41,45,George Washington  Timeout,62,68
3:34,45,Yuta Watanabe Turnover.,62,68
3:33,5,William Lee Steal.,62,68
3:30,45,Foul on Collin Smith.,62,68
3:30,5,William Lee missed Free Throw.,62,68
3:30,5,UAB Deadball Team Rebound.,62,68
3:30,5,William Lee made Free Throw.,62,69
3:12,45,Arnaldo Toro missed Three Point Jumper.,62,69
3:12,45,Yuta Watanabe Offensive Rebound.,62,69
3:08,45,Yuta Watanabe made Layup.,64,69
3:07,5,Foul on Chris Cokley.,64,69
3:07,45,Yuta Watanabe missed Free Throw.,64,69
3:07,5,UAB Defensive Rebound.,64,69
2:55,5,Chris Cokley Turnover.,64,69
2:54,45,Jaren Sina Steal.,64,69
2:48,45,Yuta Watanabe missed Layup.,64,69
2:48,5,William Lee Block.,64,69
2:47,5,UAB Defensive Rebound.,64,69
2:25,5,Dirk Williams missed Three Point Jumper.,64,69
2:25,5,Denzell Watts Offensive Rebound.,64,69
2:08,5,William Lee made Three Point Jumper. Assisted by Denzell Watts.,64,72
2:00,45,George Washington  Timeout,64,72
1:50,45,Arnaldo Toro made Layup.,66,72
1:33,45,Foul on Arnaldo Toro.,66,72
1:33,5,Tosin Mehinti made Free Throw.,66,73
1:33,5,Tosin Mehinti made Free Throw.,66,74
1:22,45,Jaren Sina missed Three Point Jumper.,66,74
1:22,5,Dirk Williams Defensive Rebound.,66,74
0:53,5,Deion Lavender missed Jumper.,66,74
0:53,45,Tyler Cavanaugh Defensive Rebound.,66,74
0:48,45,Matt Hart made Three Point Jumper. Assisted by Yuta Watanabe.,69,74
0:44,45,George Washington  Timeout,69,74
0:43,45,Foul on Yuta Watanabe.,69,74
0:43,5,Hakeem Baxter made Free Throw.,69,75
0:43,5,Hakeem Baxter made Free Throw.,69,76
0:34,45,Tyler Cavanaugh made Layup. Assisted by Jaren Sina.,71,76
0:31,45,Foul on Matt Hart.,71,76
0:31,5,Deion Lavender missed Free Throw.,71,76
0:31,5,UAB Deadball Team Rebound.,71,76
0:31,5,Deion Lavender made Free Throw.,71,77
0:20,45,Arnaldo Toro Turnover.,71,77
0:17,45,Foul on Jordan Roland.,71,77
0:17,5,Denzell Watts made Free Throw.,71,78
0:17,5,Denzell Watts made Free Throw.,71,79
0:13,45,Jaren Sina made Three Point Jumper.,74,79
0:11,45,Foul on Yuta Watanabe.,74,79
0:11,5,Dirk Williams made Free Throw.,74,80
0:11,5,Dirk Williams made Free Throw.,74,81
0:05,45,Jaren Sina Turnover.,74,81
0:05,5,Denzell Watts Steal.,74,81
0:00,5,End of Game,74,81
