Wisconsin,46,Georgetown,275
2:09,275,Bronson Koenig made Free Throw.,27,25
2:09,275,Bronson Koenig made Free Throw.,28,25
1:54,46,Rodney Pryor Turnover.,28,25
1:54,275,Ethan Happ Steal.,28,25
1:43,275,Bronson Koenig Turnover.,28,25
1:43,275,Foul on Bronson Koenig.,28,25
1:27,46,L.J. Peak made Jumper.,28,27
1:18,275,Zak Showalter missed Layup.,28,27
1:18,46,Bradley Hayes Defensive Rebound.,28,27
1:09,46,Jagan Mosely Turnover.,28,27
0:56,275,Nigel Hayes made Layup.,30,27
0:38,46,Jagan Mosely made Layup. Assisted by L.J. Peak.,30,29
0:06,275,Zak Showalter made Layup. Assisted by Ethan Happ.,32,29
0:00,46,End of 1st half,32,29
20:00,275,Jump Ball won by Wisconsin,32,29
19:44,275,Nigel Hayes missed Three Point Jumper.,32,29
19:44,46,Rodney Pryor Defensive Rebound.,32,29
19:21,46,Isaac Copeland missed Jumper.,32,29
19:21,275,Ethan Happ Defensive Rebound.,32,29
19:06,275,Ethan Happ missed Jumper.,32,29
19:06,275,Ethan Happ Offensive Rebound.,32,29
19:04,46,Foul on Jessie Govan.,32,29
19:04,275,Ethan Happ made Free Throw.,33,29
19:04,275,Ethan Happ made Free Throw.,34,29
18:46,46,Akoy Agau Turnover.,34,29
18:46,275,Ethan Happ Steal.,34,29
18:35,275,Ethan Happ made Dunk.,36,29
18:22,46,Rodney Pryor missed Three Point Jumper.,36,29
18:22,275,Nigel Hayes Defensive Rebound.,36,29
18:11,275,Ethan Happ made Layup. Assisted by Vitto Brown.,38,29
18:10,46,Georgetown  Timeout,38,29
17:52,46,L.J. Peak made Jumper.,38,31
17:35,46,Foul on Rodney Pryor.,38,31
17:19,275,Nigel Hayes missed Three Point Jumper.,38,31
17:19,275,Ethan Happ Offensive Rebound.,38,31
17:12,275,Bronson Koenig missed Three Point Jumper.,38,31
17:12,46,Georgetown Defensive Rebound.,38,31
17:11,275,Foul on Zak Showalter.,38,31
16:49,46,Tre Campbell Turnover.,38,31
16:30,275,Ethan Happ made Layup.,40,31
16:08,46,L.J. Peak made Three Point Jumper. Assisted by Bradley Hayes.,40,34
15:34,275,Bronson Koenig made Jumper.,42,34
15:16,275,Foul on Ethan Happ.,42,34
15:16,46,Official TV Timeout,42,34
15:07,46,L.J. Peak Turnover.,42,34
15:07,275,Alex Illikainen Steal.,42,34
14:44,275,Nigel Hayes made Layup.,44,34
14:27,46,Bradley Hayes made Jumper.,44,36
13:54,275,Bronson Koenig missed Three Point Jumper.,44,36
13:54,46,Akoy Agau Defensive Rebound.,44,36
13:45,46,Tre Campbell missed Three Point Jumper.,44,36
13:45,275,Bronson Koenig Defensive Rebound.,44,36
13:27,275,Bronson Koenig missed Layup.,44,36
13:27,275,Alex Illikainen Offensive Rebound.,44,36
13:19,275,Bronson Koenig made Jumper. Assisted by Alex Illikainen.,46,36
13:13,46,Tre Campbell missed Jumper.,46,36
13:13,275,Bronson Koenig Defensive Rebound.,46,36
12:44,275,Nigel Hayes missed Three Point Jumper.,46,36
12:44,275,Alex Illikainen Offensive Rebound.,46,36
12:32,275,Alex Illikainen missed Jumper.,46,36
12:32,275,Khalil Iverson Offensive Rebound.,46,36
12:32,275,Khalil Iverson made Dunk.,48,36
12:09,46,Bradley Hayes missed Jumper.,48,36
12:09,275,Khalil Iverson Defensive Rebound.,48,36
12:01,275,Alex Illikainen missed Jumper.,48,36
12:01,46,Bradley Hayes Defensive Rebound.,48,36
11:47,46,L.J. Peak missed Layup.,48,36
11:47,275,Bronson Koenig Defensive Rebound.,48,36
11:29,275,Alex Illikainen missed Jumper.,48,36
11:29,46,Tre Campbell Defensive Rebound.,48,36
11:16,46,Georgetown  Timeout,48,36
11:16,46,Official TV Timeout,48,36
11:10,46,Jonathan Mulmore made Layup.,48,38
11:10,275,Foul on Charles Thomas IV.,48,38
11:10,46,Jonathan Mulmore made Free Throw.,48,39
10:46,46,Foul on Kaleb Johnson.,48,39
10:35,275,Vitto Brown made Three Point Jumper. Assisted by D'Mitrik Trice.,51,39
10:16,46,Jonathan Mulmore missed Jumper.,51,39
10:16,275,D'Mitrik Trice Block.,51,39
10:16,275,Khalil Iverson Defensive Rebound.,51,39
9:55,275,Vitto Brown missed Three Point Jumper.,51,39
9:55,275,Khalil Iverson Offensive Rebound.,51,39
9:44,275,Khalil Iverson missed Layup.,51,39
9:44,275,Charles Thomas IV Offensive Rebound.,51,39
9:44,275,Charles Thomas IV made Two Point Tip Shot.,53,39
9:25,46,Jessie Govan made Jumper.,53,41
9:25,275,Foul on Charles Thomas IV.,53,41
9:25,46,Jessie Govan made Free Throw.,53,42
9:14,275,D'Mitrik Trice missed Jumper.,53,42
9:14,46,L.J. Peak Defensive Rebound.,53,42
8:58,46,Rodney Pryor missed Jumper.,53,42
8:58,275,Khalil Iverson Block.,53,42
8:58,275,Zak Showalter Defensive Rebound.,53,42
8:44,275,Zak Showalter missed Three Point Jumper.,53,42
8:44,46,Bradley Hayes Defensive Rebound.,53,42
8:33,46,L.J. Peak made Three Point Jumper. Assisted by Jonathan Mulmore.,53,45
8:16,275,Wisconsin  Timeout,53,45
7:58,275,Khalil Iverson missed Three Point Jumper.,53,45
7:58,275,Ethan Happ Offensive Rebound.,53,45
7:47,275,Ethan Happ made Layup.,55,45
7:37,46,Bradley Hayes missed Layup.,55,45
7:37,275,Bronson Koenig Defensive Rebound.,55,45
7:25,275,Ethan Happ made Layup.,57,45
7:12,275,Foul on Ethan Happ.,57,45
7:12,46,Jonathan Mulmore made Free Throw.,57,46
7:12,46,Jonathan Mulmore made Free Throw.,57,47
6:58,275,Nigel Hayes Turnover.,57,47
6:58,46,L.J. Peak Steal.,57,47
6:36,275,Foul on Ethan Happ.,57,47
6:36,46,L.J. Peak made Free Throw.,57,48
6:36,46,L.J. Peak made Free Throw.,57,49
6:09,275,Vitto Brown made Three Point Jumper. Assisted by Bronson Koenig.,60,49
5:58,46,L.J. Peak missed Three Point Jumper.,60,49
5:58,275,Nigel Hayes Defensive Rebound.,60,49
5:47,275,Nigel Hayes Turnover.,60,49
5:37,46,L.J. Peak Turnover.,60,49
5:37,275,Bronson Koenig Steal.,60,49
5:34,46,Foul on Kaleb Johnson.,60,49
5:34,275,Khalil Iverson made Free Throw.,61,49
5:34,275,Khalil Iverson made Free Throw.,62,49
5:34,46,Kaleb Johnson Turnover.,62,49
5:12,275,Bronson Koenig missed Three Point Jumper.,62,49
5:12,275,Khalil Iverson Offensive Rebound.,62,49
4:59,275,Zak Showalter Turnover.,62,49
4:59,46,Kaleb Johnson Steal.,62,49
4:56,46,Kaleb Johnson Turnover.,62,49
4:45,275,Khalil Iverson made Layup. Assisted by Vitto Brown.,64,49
4:45,46,Foul on Akoy Agau.,64,49
4:45,275,Khalil Iverson missed Free Throw.,64,49
4:45,275,Nigel Hayes Offensive Rebound.,64,49
4:19,275,Vitto Brown made Three Point Jumper. Assisted by Bronson Koenig.,67,49
4:07,275,Foul on Zak Showalter.,67,49
4:07,46,Rodney Pryor made Free Throw.,67,50
4:07,46,Rodney Pryor made Free Throw.,67,51
4:04,46,Foul on Jonathan Mulmore.,67,51
3:38,275,Jordan Hill missed Three Point Jumper.,67,51
3:38,275,Wisconsin Offensive Rebound.,67,51
3:35,46,Official TV Timeout,67,51
3:34,275,D'Mitrik Trice Turnover.,67,51
3:28,46,L.J. Peak missed Three Point Jumper.,67,51
3:28,275,Bronson Koenig Defensive Rebound.,67,51
2:57,275,Vitto Brown missed Jumper.,67,51
2:57,275,Jordan Hill Offensive Rebound.,67,51
2:48,275,Jordan Hill missed Jumper.,67,51
2:48,46,Kaleb Johnson Defensive Rebound.,67,51
2:35,46,Kaleb Johnson made Jumper.,67,53
2:26,275,Khalil Iverson made Dunk. Assisted by Nigel Hayes.,69,53
2:18,275,Foul on Vitto Brown.,69,53
2:18,46,Rodney Pryor missed Free Throw.,69,53
2:18,46,Georgetown Deadball Team Rebound.,69,53
2:18,46,Rodney Pryor made Free Throw.,69,54
2:12,275,Ethan Happ Turnover.,69,54
2:12,46,Rodney Pryor Steal.,69,54
2:01,46,Kaleb Johnson missed Jumper.,69,54
2:01,275,Khalil Iverson Defensive Rebound.,69,54
1:50,275,Khalil Iverson made Dunk.,71,54
1:36,275,Foul on Bronson Koenig.,71,54
1:36,46,Jonathan Mulmore made Free Throw.,71,55
1:36,46,Jonathan Mulmore made Free Throw.,71,56
1:14,46,Foul on Kaleb Johnson.,71,56
1:14,275,Bronson Koenig made Free Throw.,72,56
1:14,275,Bronson Koenig made Free Throw.,73,56
1:05,46,Jonathan Mulmore missed Layup.,73,56
1:05,275,Bronson Koenig Defensive Rebound.,73,56
0:34,275,Ethan Happ missed Jumper.,73,56
0:34,46,Kaleb Johnson Defensive Rebound.,73,56
0:33,275,Foul on Ethan Happ.,73,56
0:33,46,Kaleb Johnson missed Free Throw.,73,56
0:33,46,Georgetown Deadball Team Rebound.,73,56
0:33,46,Kaleb Johnson made Free Throw.,73,57
0:02,275,T.J. Schlundt missed Jumper.,73,57
0:02,275,Andy Van Vliet Offensive Rebound.,73,57
0:00,46,End of Game,73,57
