Towson,103,Boston College,119
9:47,119,Foul on Jordan McNeil.,53,54
9:47,119,Jordan McNeil Turnover.,53,54
9:32,119,Foul on Mike Morsell.,53,54
9:32,103,Jerome Robinson made Free Throw.,53,55
9:32,103,Jerome Robinson made Free Throw.,53,56
9:08,103,Foul on Garland Owens.,53,56
9:08,119,Arnaud William Adala Moto made Free Throw.,54,56
9:08,119,Arnaud William Adala Moto made Free Throw.,55,56
8:53,103,Foul on Mo Jeffers.,55,56
8:53,103,Mo Jeffers Turnover.,55,56
8:36,119,John Davis made Jumper. Assisted by Mike Morsell.,57,56
8:11,119,Foul on Arnaud William Adala Moto.,57,56
8:11,103,Garland Owens made Free Throw.,57,57
8:11,103,Garland Owens made Free Throw.,57,58
7:50,119,Deshaun Morman Turnover.,57,58
7:50,103,Official TV Timeout,57,58
7:27,119,Foul on Deshaun Morman.,57,58
7:27,103,Ky Bowman made Free Throw.,57,59
7:27,103,Ky Bowman made Free Throw.,57,60
7:05,103,Foul on Ky Bowman.,57,60
7:05,119,Brian Starr missed Free Throw.,57,60
7:05,119,Towson Deadball Team Rebound.,57,60
7:05,119,Brian Starr made Free Throw.,58,60
6:35,103,Garland Owens missed Three Point Jumper.,58,60
6:35,103,Boston College Offensive Rebound.,58,60
6:16,103,Jordan Chatman Turnover.,58,60
6:15,119,Brian Starr Steal.,58,60
6:01,119,Mike Morsell missed Three Point Jumper.,58,60
6:01,119,John Davis Offensive Rebound.,58,60
5:55,119,Arnaud William Adala Moto missed Three Point Jumper.,58,60
5:55,103,Jerome Robinson Defensive Rebound.,58,60
5:43,119,Foul on Brian Starr.,58,60
5:43,103,Jordan Chatman made Free Throw.,58,61
5:43,103,Jordan Chatman made Free Throw.,58,62
5:17,119,John Davis made Jumper. Assisted by Arnaud William Adala Moto.,60,62
4:55,103,Connar Tava made Layup.,60,64
4:30,119,Arnaud William Adala Moto missed Layup.,60,64
4:30,119,John Davis Offensive Rebound.,60,64
4:29,103,Foul on Mo Jeffers.,60,64
4:29,119,John Davis made Free Throw.,61,64
4:29,119,John Davis missed Free Throw.,61,64
4:29,103,Connar Tava Defensive Rebound.,61,64
4:06,103,A.J. Turner missed Jumper.,61,64
4:06,119,John Davis Defensive Rebound.,61,64
3:58,119,John Davis made Jumper.,63,64
3:37,103,Jerome Robinson made Jumper. Assisted by Jordan Chatman.,63,66
3:19,119,Deshaun Morman missed Jumper.,63,66
3:19,103,Jordan Chatman Block.,63,66
3:18,119,Towson Offensive Rebound.,63,66
3:18,103,Official TV Timeout,63,66
3:16,119,Arnaud William Adala Moto made Layup. Assisted by Eddie Keith II.,65,66
2:55,103,Jerome Robinson missed Layup.,65,66
2:55,103,Boston College Offensive Rebound.,65,66
2:51,103,Connar Tava made Layup. Assisted by A.J. Turner.,65,68
2:32,119,Foul on Mike Morsell.,65,68
2:32,119,Mike Morsell Turnover.,65,68
2:25,103,Boston College  Timeout,65,68
2:08,103,Connar Tava missed Layup.,65,68
2:08,119,Arnaud William Adala Moto Defensive Rebound.,65,68
1:49,119,Mike Morsell Turnover.,65,68
1:24,103,Nik Popovic made Jumper. Assisted by A.J. Turner.,65,70
1:03,119,Arnaud William Adala Moto Turnover.,65,70
1:02,103,Jerome Robinson Steal.,65,70
0:59,119,Foul on Arnaud William Adala Moto.,65,70
0:59,103,Ky Bowman made Free Throw.,65,71
0:59,103,Ky Bowman made Free Throw.,65,72
0:59,119,Foul on Alex Thomas.,65,72
0:59,103,Ky Bowman made Free Throw.,65,73
0:59,103,Ky Bowman made Free Throw.,65,74
0:46,119,Mike Morsell made Three Point Jumper.,68,74
0:44,119,Towson  Timeout,68,74
0:44,119,Foul on Eddie Keith II.,68,74
0:44,103,Jerome Robinson made Free Throw.,68,75
0:44,103,Jerome Robinson made Free Throw.,68,76
0:27,119,Mike Morsell missed Three Point Jumper.,68,76
0:27,119,Alex Thomas Offensive Rebound.,68,76
0:24,103,Foul on Jerome Robinson.,68,76
0:24,119,Alex Thomas made Free Throw.,69,76
0:24,119,Alex Thomas made Free Throw.,70,76
0:24,119,Foul on Mike Morsell.,70,76
0:24,103,Ky Bowman made Free Throw.,70,77
0:24,103,Ky Bowman made Free Throw.,70,78
0:15,119,Mike Morsell missed Three Point Jumper.,70,78
0:15,103,Ky Bowman Defensive Rebound.,70,78
0:08,119,Foul on Jordan McNeil.,70,78
0:08,103,Jerome Robinson made Free Throw.,70,79
0:08,103,Jerome Robinson made Free Throw.,70,80
0:02,119,Mike Morsell missed Three Point Jumper.,70,80
0:02,103,Connar Tava Defensive Rebound.,70,80
0:00,103,End of Game,70,80
