Toccoa Falls,Error,Gardner-Webb,2241
15:18,-1,Josh Folwell made Free Throw.,6,17
15:18,-1,Josh Folwell made Free Throw.,7,17
15:02,2241,Brandon Miller missed Jumper.,7,17
15:02,-1,Toccoa Falls Defensive Rebound.,7,17
14:39,-1,Foul on Cameron Williams.,7,17
14:36,-1,Cameron Williams Turnover.,7,17
14:25,2241,Christian Turner Turnover.,7,17
14:23,-1,Jovan Morris Steal.,7,17
14:22,-1,Jovan Morris made Three Point Jumper.,10,17
14:05,2241,Brandon Miller missed Jumper.,10,17
14:05,-1,Zach Barrett Block.,10,17
14:04,2241,Brandon Miller Offensive Rebound.,10,17
14:02,2241,Brandon Miller missed Jumper.,10,17
14:02,2241,DJ Laster Offensive Rebound.,10,17
14:00,2241,DJ Laster made Layup.,10,19
13:42,2241,Foul on Brandon Miller.,10,19
13:42,-1,Cameron Williams made Free Throw.,11,19
13:42,-1,Cameron Williams made Free Throw.,12,19
13:29,2241,DJ Laster missed Jumper.,12,19
13:29,2241,DJ Laster Offensive Rebound.,12,19
13:29,-1,Foul on Nathan Cox.,12,19
13:29,2241,DJ Laster missed Free Throw.,12,19
13:29,2241,Gardner-Webb Deadball Team Rebound.,12,19
13:29,2241,DJ Laster made Free Throw.,12,20
13:28,2241,Foul on David Efianayi.,12,20
13:20,-1,Connor Iverson Turnover.,12,20
12:55,2241,David Efianayi made Jumper.,12,22
12:55,-1,Foul on Nathan Cox.,12,22
12:55,2241,David Efianayi missed Free Throw.,12,22
12:55,-1,Nathan Cox Defensive Rebound.,12,22
12:39,-1,Jovan Morris missed Three Point Jumper.,12,22
12:39,2241,Jamaal Robateau Block.,12,22
12:38,2241,Christian Turner Defensive Rebound.,12,22
12:35,2241,David Efianayi made Layup. Assisted by Christian Turner.,12,24
12:21,-1,Connor Iverson Turnover.,12,24
12:19,2241,L'Hassane Niangane Steal.,12,24
12:16,2241,David Efianayi made Layup. Assisted by Christian Turner.,12,26
11:58,2241,Official TV Timeout,12,26
11:45,-1,Jovan Morris missed Three Point Jumper.,12,26
11:45,2241,David Efianayi Defensive Rebound.,12,26
11:29,2241,Laquincy Rideau Turnover.,12,26
11:29,-1,Connor Iverson Steal.,12,26
11:19,-1,Nathan Cox missed Jumper.,12,26
11:19,2241,David Efianayi Defensive Rebound.,12,26
11:14,2241,Tyrell Nelson made Dunk. Assisted by Laquincy Rideau.,12,28
10:47,-1,Connor Iverson missed Jumper.,12,28
10:47,2241,L'Hassane Niangane Block.,12,28
10:46,2241,L'Hassane Niangane Defensive Rebound.,12,28
10:41,2241,Jamaal Robateau missed Three Point Jumper.,12,28
10:41,-1,Toccoa Falls Defensive Rebound.,12,28
10:05,-1,Josh Folwell missed Three Point Jumper.,12,28
10:05,2241,Tyrell Nelson Defensive Rebound.,12,28
9:54,2241,L'Hassane Niangane made Layup. Assisted by Jamaal Robateau.,12,30
9:42,-1,Zach Barrett missed Jumper.,12,30
9:42,2241,Laquincy Rideau Defensive Rebound.,12,30
9:36,2241,L'Hassane Niangane made Layup. Assisted by Laquincy Rideau.,12,32
9:26,-1,Toccoa Falls  Timeout,12,32
9:14,-1,Jake Porter Turnover.,12,32
9:12,2241,Jamaal Robateau Steal.,12,32
9:04,-1,Foul on Connor Iverson.,12,32
9:04,2241,Jamaal Robateau missed Free Throw.,12,32
9:04,2241,Gardner-Webb Deadball Team Rebound.,12,32
9:04,2241,Jamaal Robateau made Free Throw.,12,33
8:51,-1,Josh Folwell Turnover.,12,33
8:46,2241,Jamaal Robateau Steal.,12,33
8:46,2241,Jamaal Robateau Turnover.,12,33
8:44,-1,Josh Folwell missed Jumper.,12,33
8:44,2241,Tyrell Nelson Defensive Rebound.,12,33
8:43,2241,Jamaal Robateau made Three Point Jumper. Assisted by Laquincy Rideau.,12,36
8:27,-1,Faizon Jackson missed Jumper.,12,36
8:27,2241,Tyrell Nelson Defensive Rebound.,12,36
8:19,2241,Brandon Miller Turnover.,12,36
8:06,2241,Foul on Jamaal Robateau.,12,36
7:52,-1,Toccoa Falls  Timeout,12,36
7:52,2241,Official TV Timeout,12,36
7:52,-1,Cameron Williams missed Jumper.,12,36
7:52,2241,DJ Laster Defensive Rebound.,12,36
7:51,2241,Liam O'Reilly made Layup. Assisted by Christian Turner.,12,38
7:09,-1,Faizon Jackson missed Jumper.,12,38
7:09,2241,Jamaal Robateau Defensive Rebound.,12,38
6:49,2241,Brandon Miller missed Jumper.,12,38
6:49,-1,Cameron Williams Block.,12,38
6:48,-1,Kevin Cave Defensive Rebound.,12,38
6:37,-1,Connor Iverson made Three Point Jumper. Assisted by Kevin Cave.,15,38
6:12,2241,Jamaal Robateau missed Jumper.,15,38
6:12,-1,Faizon Jackson Defensive Rebound.,15,38
5:58,-1,Connor Iverson Turnover.,15,38
5:56,2241,Brandon Miller Steal.,15,38
5:51,2241,DJ Laster missed Three Point Jumper.,15,38
5:51,-1,Faizon Jackson Defensive Rebound.,15,38
5:41,-1,Connor Iverson made Jumper. Assisted by Faizon Jackson.,17,38
5:29,2241,Liam O'Reilly missed Jumper.,17,38
5:29,2241,Liam O'Reilly Offensive Rebound.,17,38
5:18,2241,DJ Laster made Jumper.,17,40
4:59,-1,Cameron Williams missed Jumper.,17,40
4:59,2241,Liam O'Reilly Defensive Rebound.,17,40
4:50,2241,Jamaal Robateau made Three Point Jumper. Assisted by Christian Turner.,17,43
4:32,-1,Jovan Morris made Three Point Jumper. Assisted by Faizon Jackson.,20,43
4:29,2241,Gardner-Webb  Timeout,20,43
4:27,2241,Patrick Zeck made Jumper. Assisted by Patrick Zeck.,20,45
3:41,2241,Foul on Patrick Zeck.,20,45
3:41,-1,Cameron Williams made Free Throw.,21,45
3:41,-1,Cameron Williams made Free Throw.,22,45
3:27,2241,Tyrell Nelson Turnover.,22,45
3:27,2241,Foul on Tyrell Nelson.,22,45
3:17,-1,Kevin Cave missed Three Point Jumper.,22,45
3:17,2241,Tyrell Nelson Defensive Rebound.,22,45
3:05,2241,David Efianayi made Layup.,22,47
3:00,-1,Jovan Morris made Three Point Jumper.,25,47
2:40,2241,Patrick Zeck made Layup. Assisted by David Efianayi.,25,49
2:18,-1,Cameron Williams missed Jumper.,25,49
2:18,2241,Patrick Zeck Defensive Rebound.,25,49
2:06,2241,Foul on Tyrell Nelson.,25,49
2:06,2241,Tyrell Nelson Turnover.,25,49
1:49,-1,Cameron Williams missed Three Point Jumper.,25,49
1:49,-1,Kevin Cave Offensive Rebound.,25,49
1:35,-1,Connor Iverson made Jumper.,27,49
1:16,2241,Tyrell Nelson made Jumper.,27,51
1:00,-1,Connor Iverson missed Three Point Jumper.,27,51
1:00,2241,Laquincy Rideau Defensive Rebound.,27,51
0:52,-1,Foul on Cameron Williams.,27,51
0:52,2241,Laquincy Rideau missed Free Throw.,27,51
0:52,2241,Gardner-Webb Deadball Team Rebound.,27,51
0:52,2241,Laquincy Rideau made Free Throw.,27,52
0:45,-1,Faizon Jackson missed Three Point Jumper.,27,52
0:45,2241,Laquincy Rideau Defensive Rebound.,27,52
0:34,2241,David Efianayi made Layup. Assisted by Laquincy Rideau.,27,54
0:28,-1,Jovan Morris missed Three Point Jumper.,27,54
0:28,2241,David Efianayi Defensive Rebound.,27,54
0:04,2241,Patrick Zeck made Dunk. Assisted by Laquincy Rideau.,27,56
0:00,2241,End of 1st half,27,56
19:58,2241,L'Hassane Niangane made Layup.,27,58
19:37,-1,Josh Folwell missed Three Point Jumper.,27,58
19:37,2241,Laquincy Rideau Defensive Rebound.,27,58
19:02,2241,L'Hassane Niangane Turnover.,27,58
19:00,-1,Faizon Jackson Steal.,27,58
18:53,-1,Jovan Morris made Three Point Jumper. Assisted by Josh Folwell.,30,58
18:33,2241,Jamaal Robateau made Three Point Jumper. Assisted by Laquincy Rideau.,30,61
18:14,-1,Faizon Jackson missed Three Point Jumper.,30,61
18:14,-1,Toccoa Falls Offensive Rebound.,30,61
18:07,-1,Jovan Morris missed Three Point Jumper.,30,61
18:07,2241,Laquincy Rideau Defensive Rebound.,30,61
17:55,2241,Laquincy Rideau missed Three Point Jumper.,30,61
17:55,-1,Cameron Williams Defensive Rebound.,30,61
17:39,2241,Foul on L'Hassane Niangane.,30,61
17:39,-1,Jovan Morris made Free Throw.,31,61
17:39,-1,Jovan Morris made Free Throw.,32,61
17:20,2241,Jamaal Robateau made Three Point Jumper. Assisted by Laquincy Rideau.,32,64
17:05,-1,Cameron Williams made Jumper. Assisted by Josh Folwell.,34,64
16:46,2241,Tyrell Nelson missed Jumper.,34,64
16:46,-1,Josh Folwell Defensive Rebound.,34,64
16:33,-1,Josh Folwell missed Jumper.,34,64
16:33,2241,L'Hassane Niangane Block.,34,64
16:31,2241,Laquincy Rideau Defensive Rebound.,34,64
16:28,2241,Jamaal Robateau missed Three Point Jumper.,34,64
16:28,2241,Jamaal Robateau Offensive Rebound.,34,64
16:18,2241,Laquincy Rideau made Three Point Jumper. Assisted by Tyrell Nelson.,34,67
15:53,2241,Foul on Laquincy Rideau.,34,67
15:53,2241,Official TV Timeout,34,67
15:51,2241,Foul on DJ Laster.,34,67
15:45,2241,Foul on DJ Laster.,34,67
15:45,-1,Cameron Williams missed Free Throw.,34,67
15:45,-1,Toccoa Falls Deadball Team Rebound.,34,67
15:45,-1,Cameron Williams made Free Throw.,35,67
15:27,2241,DJ Laster missed Three Point Jumper.,35,67
15:27,-1,Cameron Williams Defensive Rebound.,35,67
15:04,-1,Zach Barrett Turnover.,35,67
15:03,2241,Christian Turner Steal.,35,67
14:59,2241,David Efianayi Turnover.,35,67
14:58,-1,Zach Barrett Steal.,35,67
14:51,-1,Cameron Williams missed Layup.,35,67
14:51,-1,Toccoa Falls Offensive Rebound.,35,67
14:15,-1,Josh Folwell missed Three Point Jumper.,35,67
14:15,-1,Cameron Williams Offensive Rebound.,35,67
14:07,-1,Cameron Williams missed Layup.,35,67
14:07,2241,DJ Laster Block.,35,67
14:06,2241,DJ Laster Defensive Rebound.,35,67
14:03,2241,Eric Jamison made Three Point Jumper. Assisted by Christian Turner.,35,70
13:46,-1,Connor Iverson Turnover.,35,70
13:26,2241,DJ Laster missed Three Point Jumper.,35,70
13:26,-1,Kevin Cave Defensive Rebound.,35,70
13:14,-1,Zach Barrett made Jumper. Assisted by Jovan Morris.,37,70
12:56,-1,Foul on Cameron Williams.,37,70
12:56,2241,Brandon Miller made Free Throw.,37,71
12:56,2241,Brandon Miller made Free Throw.,37,72
12:38,-1,Kevin Cave made Three Point Jumper. Assisted by Zach Barrett.,40,72
12:14,2241,Christian Turner missed Layup.,40,72
12:14,-1,Zach Barrett Defensive Rebound.,40,72
12:09,-1,Jovan Morris missed Jumper.,40,72
12:09,2241,Eric Jamison Defensive Rebound.,40,72
11:59,2241,Eric Jamison made Three Point Jumper. Assisted by David Efianayi.,40,75
11:38,-1,Cameron Williams made Layup. Assisted by Connor Iverson.,42,75
11:36,2241,Official TV Timeout,42,75
11:30,2241,Eric Jamison missed Three Point Jumper.,42,75
11:30,2241,Patrick Zeck Offensive Rebound.,42,75
11:24,2241,Patrick Zeck missed Jumper.,42,75
11:24,-1,Zach Barrett Defensive Rebound.,42,75
11:03,2241,Foul on Eric Jamison.,42,75
10:57,2241,Foul on Patrick Zeck.,42,75
10:57,-1,Josh Folwell missed Free Throw.,42,75
10:57,-1,Toccoa Falls Deadball Team Rebound.,42,75
10:57,-1,Josh Folwell made Free Throw.,43,75
10:42,2241,Eric Jamison made Three Point Jumper. Assisted by Patrick Zeck.,43,78
10:15,-1,Cameron Williams missed Three Point Jumper.,43,78
10:15,2241,Brandon Miller Defensive Rebound.,43,78
9:56,2241,Eric Jamison missed Three Point Jumper.,43,78
9:56,-1,Connor Iverson Defensive Rebound.,43,78
9:46,-1,Connor Iverson missed Layup.,43,78
9:46,-1,Cameron Williams Offensive Rebound.,43,78
9:40,-1,Cameron Williams made Layup.,45,78
9:12,-1,Zach Barrett Turnover.,45,78
9:08,2241,Justin Jenkins Steal.,45,78
9:01,2241,Christian Turner missed Layup.,45,78
9:01,2241,L'Hassane Niangane Offensive Rebound.,45,78
8:52,2241,DJ Laster made Layup.,45,80
8:31,-1,Connor Iverson Turnover.,45,80
8:26,2241,Justin Jenkins Steal.,45,80
8:22,2241,Eric Jamison made Three Point Jumper. Assisted by DJ Laster.,45,83
8:09,-1,Kevin Cave missed Three Point Jumper.,45,83
8:09,2241,L'Hassane Niangane Defensive Rebound.,45,83
7:56,2241,Christian Turner made Jumper.,45,85
7:40,-1,Zach Barrett made Jumper.,47,85
7:21,2241,DJ Laster made Dunk. Assisted by L'Hassane Niangane.,47,87
7:12,-1,Toccoa Falls  Timeout,47,87
7:12,2241,Official TV Timeout,47,87
7:02,-1,Jake Porter made Jumper.,49,87
6:45,2241,Justin Jenkins missed Layup.,49,87
6:45,-1,Jake Porter Defensive Rebound.,49,87
6:14,-1,Josh Folwell Turnover.,49,87
6:12,2241,Eric Jamison Steal.,49,87
6:08,2241,L'Hassane Niangane Turnover.,49,87
6:07,-1,Zach Barrett Steal.,49,87
5:55,-1,Daniel Fadool missed Three Point Jumper.,49,87
5:55,2241,Christian Turner Defensive Rebound.,49,87
5:47,2241,Eric Jamison missed Three Point Jumper.,49,87
5:47,-1,Josh Folwell Defensive Rebound.,49,87
5:25,-1,Zach Barrett made Jumper.,51,87
5:12,2241,Christian Turner made Layup.,51,89
4:50,-1,Faizon Jackson Turnover.,51,89
4:49,2241,Justin Jenkins Steal.,51,89
4:46,2241,Justin Jenkins made Three Point Jumper.,51,92
4:25,-1,Jake Porter missed Three Point Jumper.,51,92
4:25,2241,Justin Jenkins Defensive Rebound.,51,92
4:07,2241,Christian Turner missed Jumper.,51,92
4:07,2241,L'Hassane Niangane Offensive Rebound.,51,92
3:59,2241,DJ Laster missed Three Point Jumper.,51,92
3:59,-1,Faizon Jackson Defensive Rebound.,51,92
3:49,-1,Josh Folwell missed Three Point Jumper.,51,92
3:49,2241,DJ Laster Defensive Rebound.,51,92
3:32,2241,Eric Jamison made Jumper. Assisted by Christian Turner.,51,94
3:28,2241,Official TV Timeout,51,94
3:20,-1,Cameron Williams missed Three Point Jumper.,51,94
3:20,2241,Christian Turner Defensive Rebound.,51,94
3:13,2241,Eric Jamison made Layup. Assisted by Christian Turner.,51,96
2:48,-1,Josh Folwell missed Jumper.,51,96
2:48,2241,Justin Jenkins Block.,51,96
2:47,2241,Matthew Rodden Defensive Rebound.,51,96
2:36,2241,Brandon Miller missed Jumper.,51,96
2:36,2241,Brandon Miller Offensive Rebound.,51,96
2:20,-1,Foul on Cameron Williams.,51,96
2:20,2241,Brandon Miller made Free Throw.,51,97
2:20,2241,Brandon Miller missed Free Throw.,51,97
2:20,2241,Matthew Rodden Offensive Rebound.,51,97
2:11,2241,Matthew Rodden missed Three Point Jumper.,51,97
2:11,2241,Patrick Zeck Offensive Rebound.,51,97
1:54,2241,Eric Jamison missed Three Point Jumper.,51,97
1:54,-1,Kevin Cave Defensive Rebound.,51,97
1:42,-1,Cameron Williams Turnover.,51,97
1:32,2241,Christian Turner made Layup.,51,99
1:08,2241,Foul on Matthew Rodden.,51,99
1:08,-1,Jake Porter made Free Throw.,52,99
1:08,-1,Jake Porter made Free Throw.,53,99
1:00,2241,Justin Jenkins made Dunk. Assisted by Christian Turner.,53,101
0:45,-1,Cameron Williams missed Jumper.,53,101
0:45,2241,Christian Turner Defensive Rebound.,53,101
0:33,2241,Matthew Rodden missed Jumper.,53,101
0:33,2241,Eric Jamison Offensive Rebound.,53,101
0:31,2241,Eric Jamison made Layup.,53,103
0:22,-1,Cameron Williams missed Jumper.,53,103
0:22,2241,Christian Turner Defensive Rebound.,53,103
0:00,2241,End of Game,53,103
