Sacramento State,68,Boise State,16
19:22,16,Justin Strings Turnover.,23,38
19:20,68,Chandler Hutchison Steal.,23,38
19:18,68,Chandler Hutchison made Layup.,23,40
19:00,16,Jordan Tolbert made Layup.,25,40
18:40,16,Foul on Calvin Martin.,25,40
18:40,68,Chandler Hutchison made Free Throw.,25,41
18:40,68,Chandler Hutchison made Free Throw.,25,42
18:25,16,Jordan Tolbert made Jumper.,27,42
18:01,68,Chandler Hutchison missed Jumper.,27,42
18:01,16,Justin Strings Defensive Rebound.,27,42
17:36,16,Justin Strings missed Layup.,27,42
17:36,68,Chandler Hutchison Defensive Rebound.,27,42
17:24,68,Justinian Jessup made Three Point Jumper. Assisted by Zach Haney.,27,45
17:08,16,Justin Strings Turnover.,27,45
17:08,16,Foul on Justin Strings.,27,45
16:38,68,Chandler Hutchison made Three Point Jumper. Assisted by Zach Haney.,27,48
16:26,16,Justin Strings missed Jumper.,27,48
16:26,16,Sacramento State Deadball Team Rebound.,27,48
16:26,68,Foul on Lexus Williams.,27,48
16:11,16,Justin Strings made Layup. Assisted by Jeff Wu.,29,48
15:53,68,Zach Haney Turnover.,29,48
15:53,68,Foul on Zach Haney.,29,48
15:53,68,Official TV Timeout,29,48
15:36,16,Joshua Patton missed Jumper.,29,48
15:36,68,Chandler Hutchison Defensive Rebound.,29,48
15:26,68,David Wacker Turnover.,29,48
15:10,68,Foul on Chandler Hutchison.,29,48
15:07,68,Foul on David Wacker.,29,48
15:07,16,Justin Strings missed Free Throw.,29,48
15:07,16,Sacramento State Deadball Team Rebound.,29,48
15:07,16,Justin Strings made Free Throw.,30,48
14:52,68,Chandler Hutchison made Dunk.,30,50
14:39,68,Foul on Marcus Dickinson.,30,50
14:38,16,Justin Strings missed Three Point Jumper.,30,50
14:38,68,Justinian Jessup Defensive Rebound.,30,50
14:27,68,Justinian Jessup missed Jumper.,30,50
14:27,68,David Wacker Offensive Rebound.,30,50
14:11,16,Foul on Justin Strings.,30,50
14:11,68,Chandler Hutchison missed Free Throw.,30,50
14:11,68,Boise State Deadball Team Rebound.,30,50
14:11,68,Chandler Hutchison made Free Throw.,30,51
13:50,16,Bryce Fowler made Layup. Assisted by Joshua Patton.,32,51
13:35,68,Marcus Dickinson made Three Point Jumper.,32,54
13:16,16,Jordan Tolbert missed Layup.,32,54
13:16,68,Marcus Dickinson Defensive Rebound.,32,54
13:04,68,Alex Hobbs missed Jumper.,32,54
13:04,68,Chandler Hutchison Offensive Rebound.,32,54
12:59,68,Chandler Hutchison made Layup.,32,56
12:53,16,Sacramento State  Timeout,32,56
12:49,68,Foul on Christian Sengfelder.,32,56
12:36,16,Jordan Tolbert missed Jumper.,32,56
12:36,68,Chandler Hutchison Defensive Rebound.,32,56
12:18,68,Alex Hobbs made Three Point Jumper. Assisted by Chandler Hutchison.,32,59
11:50,16,Jeff Wu made Three Point Jumper. Assisted by Jordan Tolbert.,35,59
11:28,68,Alex Hobbs missed Jumper.,35,59
11:28,16,Bryce Fowler Defensive Rebound.,35,59
11:22,16,Bryce Fowler Turnover.,35,59
11:22,68,Official TV Timeout,35,59
11:13,68,Justinian Jessup made Three Point Jumper. Assisted by Marcus Dickinson.,35,62
10:55,16,Jeff Wu Turnover.,35,62
10:40,68,Justinian Jessup made Three Point Jumper. Assisted by Marcus Dickinson.,35,65
10:23,68,Foul on Justinian Jessup.,35,65
10:23,16,Joshua Patton made Free Throw.,36,65
10:23,16,Joshua Patton missed Free Throw.,36,65
10:23,68,Chandler Hutchison Defensive Rebound.,36,65
9:57,16,Foul on Joshua Patton.,36,65
9:57,68,Chandler Hutchison made Free Throw.,36,66
9:57,68,Chandler Hutchison missed Free Throw.,36,66
9:57,16,Izayah Mauriohoohoo-Le'Afa Defensive Rebound.,36,66
9:39,16,Jeff Wu made Three Point Jumper. Assisted by Izayah Mauriohoohoo-Le'Afa.,39,66
9:19,68,Alex Hobbs Turnover.,39,66
9:17,16,Jeff Wu Steal.,39,66
9:11,16,Justin Strings made Layup.,41,66
8:51,68,Alex Hobbs missed Three Point Jumper.,41,66
8:51,16,Justin Strings Defensive Rebound.,41,66
8:42,16,Izayah Mauriohoohoo-Le'Afa Turnover.,41,66
8:36,68,Chandler Hutchison made Dunk. Assisted by Alex Hobbs.,41,68
8:08,16,Jordan Tolbert Turnover.,41,68
8:07,68,Christian Sengfelder Steal.,41,68
7:58,68,Justinian Jessup missed Three Point Jumper.,41,68
7:58,68,Chandler Hutchison Offensive Rebound.,41,68
7:43,68,Lexus Williams missed Three Point Jumper.,41,68
7:43,16,Justin Strings Defensive Rebound.,41,68
7:22,16,Jordan Tolbert Turnover.,41,68
7:21,68,Justinian Jessup Steal.,41,68
7:15,68,Lexus Williams Turnover.,41,68
7:06,16,Sacramento State  Timeout,41,68
7:06,68,Official TV Timeout,41,68
6:58,68,Foul on Chandler Hutchison.,41,68
6:58,16,Justin Strings made Free Throw.,42,68
6:58,16,Justin Strings made Free Throw.,43,68
6:46,68,Lexus Williams Turnover.,43,68
6:45,16,Chibueze Jacobs Steal.,43,68
6:28,16,Justin Strings made Layup.,45,68
6:09,68,Marcus Dickinson made Three Point Jumper. Assisted by Alex Hobbs.,45,71
5:48,68,Foul on Zach Haney.,45,71
5:48,16,Chibueze Jacobs made Free Throw.,46,71
5:48,16,Chibueze Jacobs made Free Throw.,47,71
5:35,68,Robin Jorch Turnover.,47,71
5:34,16,Jeff Wu Steal.,47,71
5:31,16,Jeff Wu missed Layup.,47,71
5:31,68,Robin Jorch Defensive Rebound.,47,71
5:16,68,Chandler Hutchison Turnover.,47,71
5:16,16,Jordan Tolbert Steal.,47,71
4:59,16,Justin Strings missed Jumper.,47,71
4:59,68,Cam Christon Defensive Rebound.,47,71
4:36,68,Marcus Dickinson missed Three Point Jumper.,47,71
4:36,16,Izayah Mauriohoohoo-Le'Afa Defensive Rebound.,47,71
4:29,16,Justin Strings made Jumper.,49,71
4:08,16,Foul on Jordan Tolbert.,49,71
4:08,68,Boise State  Timeout,49,71
4:08,68,Official TV Timeout,49,71
3:50,68,Marcus Dickinson made Three Point Jumper.,49,74
3:35,16,Jeff Wu missed Three Point Jumper.,49,74
3:35,68,Robin Jorch Defensive Rebound.,49,74
3:23,68,Alex Hobbs missed Layup.,49,74
3:16,16,Jordan Tolbert Defensive Rebound.,49,74
3:11,16,Jeff Wu made Layup.,51,74
2:55,68,Chandler Hutchison missed Jumper.,51,74
2:55,16,Justin Strings Defensive Rebound.,51,74
2:44,16,Jordan Tolbert missed Three Point Jumper.,51,74
2:44,16,Justin Strings Offensive Rebound.,51,74
2:38,16,Justin Strings Turnover.,51,74
2:38,68,Marcus Dickinson Steal.,51,74
2:31,68,Marcus Dickinson missed Three Point Jumper.,51,74
2:31,16,Jordan Tolbert Defensive Rebound.,51,74
2:16,16,Jordan Tolbert missed Jumper.,51,74
2:16,16,Chibueze Jacobs Offensive Rebound.,51,74
1:56,68,Cam Christon missed Three Point Jumper.,51,74
1:56,16,Calvin Martin Defensive Rebound.,51,74
1:45,16,Jamion Wright Turnover.,51,74
1:43,68,Cam Christon Steal.,51,74
1:36,68,Malek Harwell made Three Point Jumper. Assisted by Cam Christon.,51,77
1:22,16,Jordan Tolbert missed Three Point Jumper.,51,77
1:22,68,Cam Christon Defensive Rebound.,51,77
1:20,68,Boise State  Timeout,51,77
1:14,68,Malek Harwell Turnover.,51,77
1:14,68,Foul on Malek Harwell.,51,77
0:59,16,James Herrick missed Jumper.,51,77
0:59,68,Malek Harwell Defensive Rebound.,51,77
0:48,68,Casdon Jardine missed Three Point Jumper.,51,77
0:48,16,Jordan Tolbert Defensive Rebound.,51,77
0:42,16,Bryce Fowler made Layup. Assisted by Jordan Tolbert.,53,77
0:42,68,Foul on Cam Christon.,53,77
0:42,16,Bryce Fowler made Free Throw.,54,77
0:14,68,Casdon Jardine missed Three Point Jumper.,54,77
0:14,16,James Herrick Defensive Rebound.,54,77
0:05,16,Jamion Wright missed Three Point Jumper.,54,77
0:05,68,Malek Harwell Defensive Rebound.,54,77
0:00,68,End of Game,54,77
