New Hampshire,107,Holy Cross,160
13:45,107,Austin Butler made Three Point Jumper. Assisted by Patrick Benzan.,28,34
13:25,107,Foul on Jacob Grandison.,28,34
13:25,160,Josh Hopkins missed Three Point Jumper.,28,34
13:25,107,Jacob Grandison Defensive Rebound.,28,34
13:23,107,Austin Butler made Layup.,28,36
13:15,160,Foul on Jacoby Armstrong.,28,36
13:04,107,Austin Butler made Free Throw.,28,37
12:54,160,Jacoby Armstrong missed Jumper.,28,37
12:54,160,Tanner Leissner Offensive Rebound.,28,37
12:45,107,Foul on Jacob Grandison.,28,37
12:45,160,Tanner Leissner made Free Throw.,29,37
12:45,160,Tanner Leissner missed Free Throw.,29,37
12:45,107,Karl Charles Defensive Rebound.,29,37
12:31,107,Austin Butler missed Three Point Jumper.,29,37
12:31,160,David Watkins Defensive Rebound.,29,37
12:19,160,Jordan Reed missed Three Point Jumper.,29,37
12:19,107,Holy Cross Defensive Rebound.,29,37
12:16,160,Foul on Jacoby Armstrong.,29,37
11:52,107,Patrick Benzan missed Jumper.,29,37
11:52,160,Tanner Leissner Defensive Rebound.,29,37
11:41,160,Jordan Reed made Three Point Jumper. Assisted by Elijah Jordan.,32,37
11:19,107,Connor Niego made Jumper. Assisted by Patrick Benzan.,32,39
10:58,160,David Watkins Turnover.,32,39
10:58,107,Official TV Timeout,32,39
10:36,107,Karl Charles missed Three Point Jumper.,32,39
10:36,160,Tanner Leissner Defensive Rebound.,32,39
10:21,160,Jordan Reed Turnover.,32,39
10:19,107,Karl Charles Steal.,32,39
9:57,107,Patrick Benzan missed Three Point Jumper.,32,39
9:57,160,David Watkins Defensive Rebound.,32,39
9:41,160,Jordan Reed made Three Point Jumper. Assisted by Iba Camara.,35,39
9:08,107,Caleb Green missed Layup.,35,39
9:08,107,Connor Niego Offensive Rebound.,35,39
9:01,107,Caleb Green made Three Point Jumper. Assisted by Connor Niego.,35,42
8:43,160,Jordan Reed made Three Point Jumper.,38,42
8:14,107,Jehyve Floyd missed Jumper.,38,42
8:14,160,Iba Camara Block.,38,42
8:12,160,Elijah Jordan Defensive Rebound.,38,42
8:05,160,Tanner Leissner missed Three Point Jumper.,38,42
8:05,107,Holy Cross Defensive Rebound.,38,42
8:02,107,Official TV Timeout,38,42
7:57,107,Official TV Timeout,38,42
7:46,107,Caleb Green missed Jumper.,38,42
7:46,160,David Watkins Defensive Rebound.,38,42
7:30,160,David Watkins missed Three Point Jumper.,38,42
7:30,107,Jehyve Floyd Defensive Rebound.,38,42
7:04,160,Foul on David Watkins.,38,42
7:04,107,Jehyve Floyd missed Free Throw.,38,42
7:04,107,Holy Cross Deadball Team Rebound.,38,42
7:03,107,Jehyve Floyd missed Free Throw.,38,42
7:02,160,Elijah Jordan Defensive Rebound.,38,42
6:51,160,Elijah Jordan Turnover.,38,42
6:50,107,Austin Butler Steal.,38,42
6:28,107,Connor Niego made Jumper. Assisted by Karl Charles.,38,44
6:12,160,David Watkins Turnover.,38,44
6:11,107,Karl Charles Steal.,38,44
5:46,107,Connor Niego missed Three Point Jumper.,38,44
5:46,160,Tanner Leissner Defensive Rebound.,38,44
5:31,160,Jordan Reed made Three Point Jumper. Assisted by Elijah Jordan.,41,44
5:29,160,New Hampshire  Timeout,41,44
5:05,107,Caleb Green made Three Point Jumper.,41,47
4:47,160,Jordan Reed missed Three Point Jumper.,41,47
4:47,160,Tanner Leissner Offensive Rebound.,41,47
4:43,160,Tanner Leissner made Layup.,43,47
4:21,107,Austin Butler made Three Point Jumper. Assisted by Karl Charles.,43,50
3:58,160,Jordan Reed made Jumper.,45,50
3:32,107,Austin Butler made Three Point Jumper. Assisted by Caleb Green.,45,53
3:07,160,Josh Hopkins made Three Point Jumper. Assisted by Iba Camara.,48,53
2:31,107,Jehyve Floyd made Layup. Assisted by Austin Butler.,48,55
2:18,160,Iba Camara missed Jumper.,48,55
2:18,107,Connor Niego Defensive Rebound.,48,55
2:03,107,Austin Butler missed Three Point Jumper.,48,55
2:03,160,Tanner Leissner Defensive Rebound.,48,55
1:50,160,Jordan Reed made Layup.,50,55
1:49,160,New Hampshire  Timeout,50,55
1:49,107,Official TV Timeout,50,55
1:41,107,Holy Cross  Timeout,50,55
1:38,160,Foul on Jordan Reed.,50,55
1:36,160,Foul on Jordan Reed.,50,55
1:29,160,Foul on Tanner Leissner.,50,55
1:19,107,Jehyve Floyd made Layup. Assisted by Karl Charles.,50,57
1:19,160,Foul on Iba Camara.,50,57
1:19,107,Jehyve Floyd made Free Throw.,50,58
1:10,160,Josh Hopkins missed Jumper.,50,58
1:10,160,Tanner Leissner Offensive Rebound.,50,58
1:05,160,Josh Hopkins missed Three Point Jumper.,50,58
1:05,160,New Hampshire Offensive Rebound.,50,58
1:03,107,Foul on Patrick Benzan.,50,58
1:03,160,Tanner Leissner made Free Throw.,51,58
1:03,160,Tanner Leissner made Free Throw.,52,58
0:57,160,Foul on Jordan Reed.,52,58
0:57,107,Jacob Grandison missed Free Throw.,52,58
0:57,160,Tanner Leissner Defensive Rebound.,52,58
0:47,160,Jordan Reed missed Three Point Jumper.,52,58
0:47,160,New Hampshire Offensive Rebound.,52,58
0:45,107,Foul on Jacob Grandison.,52,58
0:45,160,Iba Camara made Free Throw.,53,58
0:45,160,Iba Camara missed Free Throw.,53,58
0:45,107,Jacob Grandison Defensive Rebound.,53,58
0:42,160,Foul on Josh Hopkins.,53,58
0:42,107,Patrick Benzan missed Free Throw.,53,58
0:42,160,Tanner Leissner Defensive Rebound.,53,58
0:34,160,Elijah Jordan made Three Point Jumper. Assisted by Jordan Reed.,56,58
0:32,160,New Hampshire  Timeout,56,58
0:32,107,Holy Cross  Timeout,56,58
0:29,160,Foul on Elijah Jordan.,56,58
0:29,107,Caleb Green missed Free Throw.,56,58
0:29,107,Holy Cross Deadball Team Rebound.,56,58
0:29,107,Caleb Green made Free Throw.,56,59
0:19,160,Jordan Reed missed Three Point Jumper.,56,59
0:19,107,Matt Zignorski Defensive Rebound.,56,59
0:17,160,Foul on Tanner Leissner.,56,59
0:17,107,Matt Zignorski made Free Throw.,56,60
0:17,107,Matt Zignorski made Free Throw.,56,61
0:16,160,Elijah Jordan missed Three Point Jumper.,56,61
0:16,160,Iba Camara Offensive Rebound.,56,61
0:16,160,Tanner Leissner made Jumper.,58,61
0:16,160,Foul on Josh Hopkins.,58,61
0:07,107,Matt Zignorski made Free Throw.,58,62
0:07,107,Matt Zignorski missed Free Throw.,58,62
0:07,160,Iba Camara Defensive Rebound.,58,62
0:05,160,Josh Hopkins missed Three Point Jumper.,58,62
0:05,107,Holy Cross Defensive Rebound.,58,62
0:00,107,End of Game,58,62
