Hawaii Hilo,Error,Hawai'i,62
14:26,62,Jack Purchase Defensive Rebound.,0,5
14:17,62,Sheriff Drammeh missed Three Point Jumper.,0,5
14:17,-1,Randan Berinobis Defensive Rebound.,0,5
13:54,-1,Trey Ingram Turnover.,0,5
13:44,62,Jack Purchase made Jumper. Assisted by Sheriff Drammeh.,0,7
13:19,-1,Randan Berinobis missed Jumper.,0,7
13:19,-1,Hawai'i Hilo Deadball Team Rebound.,0,7
13:16,62,Foul on Ido Flaisher.,0,7
13:03,-1,Trey Ingram made Three Point Jumper. Assisted by Devin Johnson.,3,7
12:46,62,Jack Purchase missed Jumper.,3,7
12:46,-1,Denhym Brooke Block.,3,7
12:45,-1,Trey Ingram Defensive Rebound.,3,7
12:39,-1,Denhym Brooke made Jumper.,5,7
12:20,-1,Foul on Randan Berinobis.,5,7
12:20,62,Ido Flaisher missed Free Throw.,5,7
12:20,62,Hawai'i Deadball Team Rebound.,5,7
12:20,62,Ido Flaisher made Free Throw.,5,8
12:03,-1,Trey Ingram missed Jumper.,5,8
12:03,-1,Denhym Brooke Offensive Rebound.,5,8
11:58,-1,Denhym Brooke missed Jumper.,5,8
11:58,62,Samuta Avea Defensive Rebound.,5,8
11:42,62,Brocke Stepteau made Three Point Jumper. Assisted by Jack Purchase.,5,11
11:24,-1,Devin Johnson missed Jumper.,5,11
11:24,62,Sheriff Drammeh Defensive Rebound.,5,11
11:18,62,Sheriff Drammeh missed Jumper.,5,11
11:18,-1,Randan Berinobis Defensive Rebound.,5,11
11:10,-1,Devin Johnson Turnover.,5,11
11:04,62,Jack Purchase missed Three Point Jumper.,5,11
11:04,-1,Hawai'i Hilo Defensive Rebound.,5,11
11:01,62,Official TV Timeout,5,11
10:41,-1,Denhym Brooke made Jumper.,7,11
10:14,-1,Foul on Devin Johnson.,7,11
10:14,62,Michael Thomas missed Free Throw.,7,11
10:14,62,Hawai'i Deadball Team Rebound.,7,11
10:14,62,Michael Thomas missed Free Throw.,7,11
10:14,-1,Cameron Howell Defensive Rebound.,7,11
10:00,-1,Trey Ingram made Jumper.,9,11
9:35,62,Michael Thomas Turnover.,9,11
9:14,-1,Denhym Brooke Turnover.,9,11
9:01,62,Brocke Stepteau Turnover.,9,11
8:57,-1,Denhym Brooke missed Layup.,9,11
8:57,62,Drew Buggs Defensive Rebound.,9,11
8:54,-1,Foul on Devin Johnson.,9,11
8:45,62,Brandon Thomas missed Three Point Jumper.,9,11
8:45,62,Michael Thomas Offensive Rebound.,9,11
8:40,62,Michael Thomas made Jumper.,9,13
8:14,-1,Ryley Callaghan missed Three Point Jumper.,9,13
8:14,62,Michael Thomas Defensive Rebound.,9,13
8:00,62,Drew Buggs made Layup. Assisted by Michael Thomas.,9,15
7:28,-1,Trey Ingram missed Three Point Jumper.,9,15
7:28,62,Brandon Thomas Defensive Rebound.,9,15
7:17,62,Michael Thomas made Layup.,9,17
7:15,-1,Hawai'i Hilo  Timeout,9,17
6:45,-1,Randan Berinobis made Jumper.,11,17
6:23,62,Michael Thomas made Dunk. Assisted by Brocke Stepteau.,11,19
6:04,-1,Trey Ingram Turnover.,11,19
6:02,62,Gibson Johnson Steal.,11,19
5:58,-1,Foul on Ryley Callaghan.,11,19
5:58,62,Gibson Johnson made Free Throw.,11,20
5:58,62,Gibson Johnson made Free Throw.,11,21
5:32,-1,Randan Berinobis missed Jumper.,11,21
5:32,62,Gibson Johnson Defensive Rebound.,11,21
5:21,62,Michael Thomas missed Layup.,11,21
5:21,62,Michael Thomas Offensive Rebound.,11,21
5:19,62,Michael Thomas missed Jumper.,11,21
5:19,-1,Eric Wattree III Defensive Rebound.,11,21
5:17,-1,Eric Wattree III Turnover.,11,21
5:16,62,Sheriff Drammeh Steal.,11,21
5:16,-1,Foul on Eric Wattree III.,11,21
5:16,62,Michael Thomas made Free Throw.,11,22
5:16,62,Michael Thomas made Free Throw.,11,23
5:05,-1,Devin Johnson missed Layup.,11,23
5:05,62,Sheriff Drammeh Defensive Rebound.,11,23
4:58,62,Sheriff Drammeh made Jumper.,11,25
4:41,-1,Trey Ingram missed Three Point Jumper.,11,25
4:41,62,Drew Buggs Defensive Rebound.,11,25
4:35,62,Drew Buggs made Layup.,11,27
4:33,-1,Hawai'i Hilo  Timeout,11,27
4:02,-1,Ryley Callaghan missed Jumper.,11,27
4:02,62,Drew Buggs Defensive Rebound.,11,27
3:44,-1,Foul on Devin Johnson.,11,27
3:44,62,Official TV Timeout,11,27
3:44,62,Michael Thomas made Free Throw.,11,28
3:44,62,Michael Thomas missed Free Throw.,11,28
3:44,-1,Randan Berinobis Defensive Rebound.,11,28
3:20,-1,Cameron Howell made Three Point Jumper. Assisted by Randan Berinobis.,14,28
2:56,62,Drew Buggs made Layup.,14,30
2:48,-1,Trey Ingram Turnover.,14,30
2:38,62,Michael Thomas made Layup. Assisted by Drew Buggs.,14,32
2:15,-1,Trey Ingram made Layup.,16,32
2:05,62,Michael Thomas made Dunk. Assisted by Gibson Johnson.,16,34
1:49,62,Foul on Gibson Johnson.,16,34
1:49,-1,Denhym Brooke missed Free Throw.,16,34
1:49,-1,Hawai'i Hilo Deadball Team Rebound.,16,34
1:49,-1,Denhym Brooke missed Free Throw.,16,34
1:49,62,Michael Thomas Defensive Rebound.,16,34
1:23,62,Zigmars Raimo made Layup. Assisted by Drew Buggs.,16,36
1:16,62,Foul on Sheriff Drammeh.,16,36
0:55,-1,Mike Golden made Three Point Jumper. Assisted by Cameron Howell.,19,36
0:35,-1,Foul on Randan Berinobis.,19,36
0:35,62,Zigmars Raimo made Free Throw.,19,37
0:35,62,Zigmars Raimo made Free Throw.,19,38
0:18,-1,Mike Golden missed Three Point Jumper.,19,38
0:18,62,Drew Buggs Defensive Rebound.,19,38
0:04,62,Leland Green missed Jumper.,19,38
0:04,-1,Denhym Brooke Block.,19,38
0:02,62,Zigmars Raimo Offensive Rebound.,19,38
0:01,62,Zigmars Raimo missed Jumper.,19,38
0:01,62,Hawai'i Offensive Rebound.,19,38
0:00,62,End of 1st half,19,38
19:47,-1,Eric Wattree III made Jumper.,21,38
19:33,62,Sheriff Drammeh missed Jumper.,21,38
19:33,62,Gibson Johnson Offensive Rebound.,21,38
19:13,62,Drew Buggs made Three Point Jumper. Assisted by Gibson Johnson.,21,41
19:00,-1,Eric Wattree III Turnover.,21,41
18:58,62,Drew Buggs Steal.,21,41
18:58,62,Drew Buggs made Layup.,21,43
18:28,-1,Ryley Callaghan Turnover.,21,43
18:24,62,Leland Green made Layup. Assisted by Sheriff Drammeh.,21,45
18:08,-1,Eric Wattree III missed Jumper.,21,45
18:08,-1,Denhym Brooke Offensive Rebound.,21,45
17:59,62,Foul on Brocke Stepteau.,21,45
17:59,-1,Ryley Callaghan made Free Throw.,22,45
17:59,-1,Ryley Callaghan made Free Throw.,23,45
17:33,62,Michael Thomas missed Jumper.,23,45
17:33,-1,Denhym Brooke Block.,23,45
17:31,-1,Hawai'i Hilo Defensive Rebound.,23,45
17:17,-1,Eric Wattree III made Three Point Jumper. Assisted by Ryley Callaghan.,26,45
16:44,62,Brocke Stepteau missed Three Point Jumper.,26,45
16:44,62,Michael Thomas Offensive Rebound.,26,45
16:42,62,Hawai'i  Turnover.,26,45
16:23,62,Foul on Gibson Johnson.,26,45
16:23,-1,Denhym Brooke made Free Throw.,27,45
16:23,-1,Denhym Brooke made Free Throw.,28,45
16:05,62,Leland Green Turnover.,28,45
15:55,-1,Denhym Brooke Turnover.,28,45
15:54,62,Leland Green Steal.,28,45
15:50,62,Brocke Stepteau made Three Point Jumper. Assisted by Leland Green.,28,48
15:27,-1,Randan Berinobis missed Three Point Jumper.,28,48
15:27,62,Brocke Stepteau Defensive Rebound.,28,48
15:13,-1,Foul on Ryley Callaghan.,28,48
15:13,62,Official TV Timeout,28,48
15:13,62,Jack Purchase missed Free Throw.,28,48
15:13,62,Hawai'i Deadball Team Rebound.,28,48
15:13,62,Jack Purchase made Free Throw.,28,49
15:03,-1,Trey Ingram made Layup.,30,49
14:49,62,Jack Purchase made Three Point Jumper. Assisted by Brocke Stepteau.,30,52
14:28,-1,Ryley Callaghan missed Three Point Jumper.,30,52
14:28,62,Gibson Johnson Defensive Rebound.,30,52
14:15,62,Gibson Johnson made Jumper. Assisted by Sheriff Drammeh.,30,54
13:47,-1,Trey Ingram made Three Point Jumper. Assisted by Eric Wattree III.,33,54
13:34,62,Sheriff Drammeh made Three Point Jumper. Assisted by Brocke Stepteau.,33,57
13:08,-1,Eric Wattree III made Three Point Jumper. Assisted by Trey Ingram.,36,57
13:05,-1,Hawai'i Hilo  Timeout,36,57
12:42,62,Brocke Stepteau Turnover.,36,57
12:21,-1,Denhym Brooke Turnover.,36,57
12:20,62,Sheriff Drammeh Steal.,36,57
12:13,62,Samuta Avea made Three Point Jumper. Assisted by Jack Purchase.,36,60
11:45,-1,Trey Ingram Turnover.,36,60
11:44,62,Jack Purchase Steal.,36,60
11:41,62,Sheriff Drammeh made Layup.,36,62
11:20,-1,Devin Johnson missed Jumper.,36,62
11:20,62,Jack Purchase Defensive Rebound.,36,62
11:05,62,Brocke Stepteau made Three Point Jumper. Assisted by Jack Purchase.,36,65
10:57,62,Foul on Jack Purchase.,36,65
10:57,62,Official TV Timeout,36,65
10:57,-1,Randan Berinobis made Free Throw.,37,65
10:57,-1,Randan Berinobis made Free Throw.,38,65
10:47,62,Brandon Thomas missed Three Point Jumper.,38,65
10:47,62,Samuta Avea Offensive Rebound.,38,65
10:45,62,Samuta Avea missed Jumper.,38,65
10:45,-1,Eric Wattree III Defensive Rebound.,38,65
10:36,-1,Randan Berinobis Turnover.,38,65
10:35,62,Samuta Avea Steal.,38,65
10:26,62,Jack Purchase missed Three Point Jumper.,38,65
10:26,62,Zigmars Raimo Offensive Rebound.,38,65
10:10,62,Jack Purchase made Three Point Jumper. Assisted by Samuta Avea.,38,68
9:59,-1,Eric Wattree III missed Three Point Jumper.,38,68
9:59,62,Samuta Avea Defensive Rebound.,38,68
9:50,62,Brandon Thomas missed Three Point Jumper.,38,68
9:50,-1,Devin Johnson Defensive Rebound.,38,68
9:24,-1,Randan Berinobis missed Three Point Jumper.,38,68
9:24,62,Brocke Stepteau Defensive Rebound.,38,68
9:01,62,Samuta Avea missed Jumper.,38,68
9:01,-1,Randan Berinobis Defensive Rebound.,38,68
8:49,-1,Devin Johnson made Layup. Assisted by Randan Berinobis.,40,68
8:48,62,Foul on Brandon Thomas.,40,68
8:47,-1,Devin Johnson missed Free Throw.,40,68
8:47,62,Jack Purchase Defensive Rebound.,40,68
8:31,62,Jack Purchase missed Three Point Jumper.,40,68
8:31,-1,Trey Ingram Defensive Rebound.,40,68
8:22,-1,Cameron Howell made Three Point Jumper. Assisted by Trey Ingram.,43,68
8:11,62,Hawai'i  Timeout,43,68
8:05,62,Zigmars Raimo missed Jumper.,43,68
8:05,-1,Devin Johnson Defensive Rebound.,43,68
7:57,62,Foul on Samuta Avea.,43,68
7:57,-1,Cameron Howell made Free Throw.,44,68
7:57,-1,Cameron Howell made Free Throw.,45,68
7:57,-1,Cameron Howell made Free Throw.,46,68
7:46,-1,Foul on Devin Johnson.,46,68
7:46,62,Jack Purchase made Free Throw.,46,69
7:46,62,Jack Purchase missed Free Throw.,46,69
7:46,-1,Mike Golden Defensive Rebound.,46,69
7:32,-1,Cleo Cain missed Jumper.,46,69
7:32,62,Zigmars Raimo Defensive Rebound.,46,69
7:16,-1,Foul on Cameron Howell.,46,69
7:16,62,Zigmars Raimo made Free Throw.,46,70
7:16,62,Zigmars Raimo made Free Throw.,46,71
7:03,-1,Denhym Brooke made Layup. Assisted by Trey Ingram.,48,71
6:50,-1,Foul on Mike Golden.,48,71
6:39,62,Samuta Avea made Three Point Jumper. Assisted by Jack Purchase.,48,74
6:23,-1,Trey Ingram made Jumper.,50,74
6:12,62,Brandon Thomas missed Three Point Jumper.,50,74
6:12,-1,Hawai'i Hilo Defensive Rebound.,50,74
5:42,-1,Mike Golden missed Three Point Jumper.,50,74
5:42,-1,Jared Roffler Offensive Rebound.,50,74
5:33,-1,Cleo Cain made Three Point Jumper. Assisted by Trey Ingram.,53,74
5:24,62,Drew Buggs made Layup.,53,76
5:14,62,Foul on Drew Buggs.,53,76
5:14,-1,Trey Ingram missed Free Throw.,53,76
5:14,-1,Hawai'i Hilo Deadball Team Rebound.,53,76
5:14,-1,Trey Ingram missed Free Throw.,53,76
5:14,62,Hawai'i Defensive Rebound.,53,76
4:59,62,Zach Buscher Turnover.,53,76
4:36,-1,Denhym Brooke made Layup. Assisted by Anthony Canencia.,55,76
4:22,62,Zach Buscher missed Three Point Jumper.,55,76
4:22,-1,Denhym Brooke Defensive Rebound.,55,76
3:59,-1,Cleo Cain missed Three Point Jumper.,55,76
3:59,62,Jack Purchase Defensive Rebound.,55,76
3:47,62,Zach Buscher Turnover.,55,76
3:44,62,Official TV Timeout,55,76
3:27,-1,Cleo Cain missed Three Point Jumper.,55,76
3:27,-1,Devin Johnson Offensive Rebound.,55,76
3:21,-1,Anthony Canencia made Three Point Jumper. Assisted by Devin Johnson.,58,76
2:56,62,Samuta Avea missed Three Point Jumper.,58,76
2:56,-1,Cleo Cain Defensive Rebound.,58,76
2:31,-1,Will Burghardt Turnover.,58,76
2:29,62,Sheriff Drammeh Steal.,58,76
2:27,-1,Foul on Anthony Canencia.,58,76
2:22,62,Zach Buscher made Layup. Assisted by Zigmars Raimo.,58,78
1:58,-1,Anthony Canencia Turnover.,58,78
1:34,62,Brandon Thomas missed Three Point Jumper.,58,78
1:34,62,Zigmars Raimo Offensive Rebound.,58,78
1:28,62,Zigmars Raimo missed Jumper.,58,78
1:28,-1,Cleo Cain Block.,58,78
1:28,-1,Devin Johnson Defensive Rebound.,58,78
1:28,62,Foul on Brandon Thomas.,58,78
1:28,-1,Devin Johnson missed Free Throw.,58,78
1:28,62,Samuta Avea Defensive Rebound.,58,78
1:17,62,Zach Buscher Turnover.,58,78
1:16,-1,Anthony Canencia Steal.,58,78
1:09,-1,Will Burghardt missed Three Point Jumper.,58,78
1:09,-1,Cleo Cain Offensive Rebound.,58,78
0:59,-1,Cleo Cain made Layup.,60,78
0:45,62,Zigmars Raimo made Jumper.,60,80
0:31,-1,Devin Johnson made Layup.,62,80
0:26,62,Zach Buscher missed Three Point Jumper.,62,80
0:26,62,Samuta Avea Offensive Rebound.,62,80
0:21,62,Samuta Avea made Dunk.,62,82
0:08,62,Foul on Sheriff Drammeh.,62,82
0:08,-1,Will Burghardt made Free Throw.,63,82
0:08,-1,Will Burghardt made Free Throw.,64,82
0:00,62,End of Game,64,82
