UMBC,119,Towson,2378
9:58,2378,Jairus Lyles Steal.,15,18
9:54,2378,Jourdan Grant missed Three Point Jumper.,15,18
9:54,119,Justin Gorham Defensive Rebound.,15,18
9:37,2378,Foul on Arkel Lamar.,15,18
9:37,119,Mike Morsell missed Free Throw.,15,18
9:37,119,Towson Deadball Team Rebound.,15,18
9:37,119,Mike Morsell made Free Throw.,15,19
9:31,2378,Joe Sherburne made Three Point Jumper. Assisted by K.J. Maura.,18,19
9:10,2378,Foul on Daniel Akin.,18,19
9:10,119,Brian Starr missed Jumper.,18,19
9:10,2378,Joe Sherburne Defensive Rebound.,18,19
9:10,2378,Joe Sherburne missed Jumper.,18,19
9:10,119,Towson Defensive Rebound.,18,19
8:31,119,Deshaun Morman Turnover.,18,19
8:16,2378,Jairus Lyles missed Layup.,18,19
8:16,119,Deshaun Morman Defensive Rebound.,18,19
8:07,119,Deshaun Morman missed Jumper.,18,19
8:07,119,Deshaun Morman Offensive Rebound.,18,19
8:02,119,Justin Gorham made Layup. Assisted by Deshaun Morman.,18,21
7:45,2378,Jourdan Grant missed Layup.,18,21
7:45,2378,Jourdan Grant Offensive Rebound.,18,21
7:44,2378,Jairus Lyles made Three Point Jumper. Assisted by Jourdan Grant.,21,21
7:23,119,Deshaun Morman missed Three Point Jumper.,21,21
7:23,2378,Joe Sherburne Defensive Rebound.,21,21
7:15,2378,Jairus Lyles missed Three Point Jumper.,21,21
7:15,2378,Jourdan Grant Offensive Rebound.,21,21
6:49,119,Justin Gorham made Three Point Jumper. Assisted by Mike Morsell.,21,24
6:40,2378,Jairus Lyles missed Three Point Jumper.,21,24
6:40,2378,UMBC Offensive Rebound.,21,24
6:38,119,Foul on Justin Gorham.,21,24
6:38,119,Official TV Timeout,21,24
6:38,2378,Arkel Lamar missed Free Throw.,21,24
6:38,119,Mike Morsell Defensive Rebound.,21,24
6:38,119,Mike Morsell missed Three Point Jumper.,21,24
6:38,2378,Daniel Akin Defensive Rebound.,21,24
6:38,119,Foul on Justin Gorham.,21,24
6:38,2378,Daniel Akin made Free Throw.,22,24
6:27,2378,Daniel Akin missed Free Throw.,22,24
6:27,119,Eddie Keith II Defensive Rebound.,22,24
6:10,119,Eddie Keith II missed Jumper.,22,24
6:10,2378,Joe Sherburne Defensive Rebound.,22,24
5:57,119,Foul on Mike Morsell.,22,24
5:57,2378,Daniel Akin made Free Throw.,23,24
5:57,2378,Daniel Akin made Free Throw.,24,24
5:42,119,Eddie Keith II missed Three Point Jumper.,24,24
5:42,2378,Jairus Lyles Defensive Rebound.,24,24
5:27,2378,Jairus Lyles Turnover.,24,24
5:13,119,Zane Martin missed Three Point Jumper.,24,24
5:13,119,Towson Offensive Rebound.,24,24
5:03,119,Dennis Tunstall made Jumper.,24,26
4:31,2378,Joe Sherburne missed Three Point Jumper.,24,26
4:31,119,Dennis Tunstall Defensive Rebound.,24,26
4:23,2378,Foul on Joe Sherburne.,24,26
4:11,119,Dennis Tunstall made Layup. Assisted by Zane Martin.,24,28
3:56,2378,Joe Sherburne missed Layup.,24,28
3:56,2378,UMBC Offensive Rebound.,24,28
3:54,119,Official TV Timeout,24,28
3:46,2378,Jairus Lyles missed Layup.,24,28
3:46,119,Alex Thomas Block.,24,28
3:46,2378,UMBC Offensive Rebound.,24,28
3:42,2378,Jairus Lyles made Three Point Jumper.,27,28
3:15,119,Brian Starr missed Jumper.,27,28
3:15,119,Alex Thomas Offensive Rebound.,27,28
3:12,119,Alex Thomas made Layup.,27,30
2:54,119,Foul on Jordan McNeil.,27,30
2:54,2378,Nolan Gerrity made Free Throw.,28,30
2:54,2378,Nolan Gerrity made Free Throw.,29,30
2:41,119,Deshaun Morman missed Jumper.,29,30
2:41,119,Eddie Keith II Offensive Rebound.,29,30
2:35,119,Eddie Keith II made Three Point Jumper. Assisted by Brian Starr.,29,33
2:15,2378,Max Portmann missed Jumper.,29,33
2:15,119,Eddie Keith II Defensive Rebound.,29,33
2:07,119,Eddie Keith II Turnover.,29,33
1:58,2378,Jourdan Grant missed Layup.,29,33
1:58,119,Alex Thomas Block.,29,33
1:57,119,Alex Thomas Defensive Rebound.,29,33
1:49,119,Foul on Brian Starr.,29,33
1:49,119,Brian Starr Turnover.,29,33
1:34,2378,Max Curran made Dunk. Assisted by Max Portmann.,31,33
1:12,2378,Foul on Jairus Lyles.,31,33
1:12,119,Deshaun Morman made Free Throw.,31,34
1:12,119,Deshaun Morman made Free Throw.,31,35
0:53,119,Foul on Brian Starr.,31,35
0:53,2378,Jairus Lyles made Free Throw.,32,35
0:53,2378,Jairus Lyles made Free Throw.,33,35
0:36,119,Jordan McNeil missed Jumper.,33,35
0:36,2378,Max Curran Defensive Rebound.,33,35
0:05,2378,Jairus Lyles missed Three Point Jumper.,33,35
0:05,119,Eddie Keith II Defensive Rebound.,33,35
0:00,119,End of 1st half,33,35
19:46,2378,Arkel Lamar missed Jumper.,33,35
19:46,2378,Nolan Gerrity Offensive Rebound.,33,35
19:39,2378,Nolan Gerrity missed Layup.,33,35
19:39,119,Alex Thomas Defensive Rebound.,33,35
19:34,119,Zane Martin made Three Point Jumper. Assisted by Eddie Keith II.,33,38
19:19,2378,Arkel Lamar made Jumper. Assisted by Joe Sherburne.,35,38
18:56,119,Alex Thomas made Layup. Assisted by Zane Martin.,35,40
18:56,2378,Foul on Arkel Lamar.,35,40
18:56,119,Alex Thomas made Free Throw.,35,41
18:33,2378,Nolan Gerrity made Layup. Assisted by K.J. Maura.,37,41
18:19,119,Zane Martin missed Three Point Jumper.,37,41
18:19,119,Towson Offensive Rebound.,37,41
18:18,2378,Foul on Nolan Gerrity.,37,41
18:15,119,Mike Morsell missed Jumper.,37,41
18:15,2378,UMBC Deadball Team Rebound.,37,41
18:13,119,Foul on Alex Thomas.,37,41
18:11,119,Foul on Brian Starr.,37,41
18:05,2378,Arkel Lamar missed Jumper.,37,41
18:05,119,Zane Martin Defensive Rebound.,37,41
17:47,119,Justin Gorham made Jumper.,37,43
17:23,2378,Nolan Gerrity made Layup. Assisted by Jairus Lyles.,39,43
16:58,119,Brian Starr missed Three Point Jumper.,39,43
16:58,2378,Jairus Lyles Defensive Rebound.,39,43
16:45,2378,Jairus Lyles made Layup.,41,43
16:17,119,Zane Martin missed Layup.,41,43
16:17,2378,Nolan Gerrity Defensive Rebound.,41,43
16:16,119,Foul on Alex Thomas.,41,43
15:58,2378,K.J. Maura Turnover.,41,43
15:56,119,Mike Morsell Steal.,41,43
15:55,119,Jordan McNeil made Layup. Assisted by Deshaun Morman.,41,45
15:48,2378,Arkel Lamar made Three Point Jumper. Assisted by Jairus Lyles.,44,45
15:31,119,Mike Morsell missed Three Point Jumper.,44,45
15:31,2378,Jairus Lyles Defensive Rebound.,44,45
15:18,2378,Arkel Lamar made Jumper.,46,45
14:57,119,Eddie Keith II made Three Point Jumper. Assisted by Mike Morsell.,46,48
14:35,2378,Nolan Gerrity made Layup. Assisted by Arkel Lamar.,48,48
14:14,2378,Foul on Jairus Lyles.,48,48
14:14,119,Official TV Timeout,48,48
14:08,119,Deshaun Morman Turnover.,48,48
14:06,2378,Arkel Lamar Steal.,48,48
14:03,2378,Jairus Lyles missed Three Point Jumper.,48,48
14:03,119,Justin Gorham Defensive Rebound.,48,48
13:53,119,Jordan McNeil Turnover.,48,48
13:52,2378,Jairus Lyles Steal.,48,48
13:47,2378,Daniel Akin missed Layup.,48,48
13:47,119,Eddie Keith II Defensive Rebound.,48,48
13:40,2378,Foul on Joe Sherburne.,48,48
13:40,119,Mike Morsell missed Free Throw.,48,48
13:40,119,Towson Deadball Team Rebound.,48,48
13:40,119,Mike Morsell made Free Throw.,48,49
13:29,2378,K.J. Maura made Three Point Jumper. Assisted by Daniel Akin.,51,49
13:09,119,Eddie Keith II missed Three Point Jumper.,51,49
13:09,119,Justin Gorham Offensive Rebound.,51,49
13:05,2378,Foul on Daniel Akin.,51,49
12:56,119,Zane Martin missed Layup.,51,49
12:55,2378,Joe Sherburne Block.,51,49
12:54,119,Official TV Timeout,51,51
12:54,119,Eddie Keith II Offensive Rebound.,51,49
12:54,119,Eddie Keith II made Layup.,51,51
12:54,119,Official TV Timeout,51,51
12:39,2378,Arkel Lamar made Three Point Jumper. Assisted by K.J. Maura.,54,51
12:38,119,Foul on Eddie Keith II.,54,51
12:38,2378,Arkel Lamar missed Free Throw.,54,51
12:38,119,Eddie Keith II Defensive Rebound.,54,51
12:34,119,Eddie Keith II Turnover.,54,51
12:24,2378,Arkel Lamar Turnover.,54,51
12:13,119,Brian Starr Turnover.,54,51
12:00,119,Foul on Eddie Keith II.,54,51
11:42,2378,Arkel Lamar Turnover.,54,51
11:42,119,Official TV Timeout,54,51
11:18,119,Zane Martin made Three Point Jumper.,54,54
10:55,2378,Jairus Lyles Turnover.,54,54
10:42,119,Mike Morsell made Layup.,54,56
10:28,2378,Arkel Lamar missed Three Point Jumper.,54,56
10:28,119,Dennis Tunstall Defensive Rebound.,54,56
10:08,119,Zane Martin made Jumper.,54,58
9:41,119,Foul on Justin Gorham.,54,58
9:41,2378,Jourdan Grant made Free Throw.,55,58
9:41,2378,Jourdan Grant missed Free Throw.,55,58
9:41,119,Zane Martin Defensive Rebound.,55,58
9:25,119,Justin Gorham made Jumper.,55,60
9:17,2378,UMBC  Timeout,55,60
9:15,2378,Jairus Lyles missed Jumper.,55,60
9:15,119,Dennis Tunstall Defensive Rebound.,55,60
8:59,119,Mike Morsell missed Jumper.,55,60
8:59,2378,Nolan Gerrity Defensive Rebound.,55,60
8:52,119,Foul on Mike Morsell.,55,60
8:52,2378,Jairus Lyles made Free Throw.,56,60
8:52,2378,Jairus Lyles made Free Throw.,57,60
8:33,119,Brian Starr missed Jumper.,57,60
8:33,119,Towson Offensive Rebound.,57,60
8:31,2378,Foul on Nolan Gerrity.,57,60
8:26,119,Zane Martin Turnover.,57,60
8:26,2378,Jairus Lyles Steal.,57,60
8:11,2378,Joe Sherburne missed Three Point Jumper.,57,60
8:11,119,Dennis Tunstall Defensive Rebound.,57,60
8:01,119,Zane Martin made Three Point Jumper. Assisted by Dennis Tunstall.,57,63
7:38,2378,Jairus Lyles Turnover.,57,63
7:38,119,Official TV Timeout,57,63
7:18,119,Zane Martin missed Three Point Jumper.,57,63
7:18,119,Deshaun Morman Offensive Rebound.,57,63
7:11,119,Deshaun Morman Turnover.,57,63
7:10,2378,Joe Sherburne Steal.,57,63
7:08,2378,Jourdan Grant Turnover.,57,63
7:06,119,Brian Starr Steal.,57,63
7:03,2378,Foul on K.J. Maura.,57,63
7:03,119,Brian Starr made Free Throw.,57,64
7:03,119,Brian Starr made Free Throw.,57,65
6:56,2378,Joe Sherburne missed Layup.,57,65
6:56,119,Dennis Tunstall Block.,57,65
6:54,2378,UMBC Offensive Rebound.,57,65
6:49,2378,Arkel Lamar missed Layup.,57,65
6:49,119,Eddie Keith II Defensive Rebound.,57,65
6:34,119,Brian Starr Turnover.,57,65
6:34,119,Foul on Brian Starr.,57,65
6:23,2378,K.J. Maura missed Three Point Jumper.,57,65
6:23,119,Dennis Tunstall Defensive Rebound.,57,65
6:15,119,Foul on Mike Morsell.,57,65
6:15,119,Mike Morsell Turnover.,57,65
5:57,2378,Foul on Arkel Lamar.,57,65
5:57,2378,Arkel Lamar Turnover.,57,65
5:42,119,Foul on Zane Martin.,57,65
5:42,119,Zane Martin Turnover.,57,65
5:21,2378,K.J. Maura missed Three Point Jumper.,57,65
5:21,119,Dennis Tunstall Defensive Rebound.,57,65
5:09,119,Zane Martin missed Jumper.,57,65
5:09,2378,Jairus Lyles Defensive Rebound.,57,65
4:58,2378,Jourdan Grant missed Three Point Jumper.,57,65
4:58,119,Deshaun Morman Defensive Rebound.,57,65
4:49,119,Jordan McNeil made Three Point Jumper. Assisted by Eddie Keith II.,57,68
4:29,2378,Jourdan Grant missed Layup.,57,68
4:29,119,Eddie Keith II Defensive Rebound.,57,68
4:03,119,Eddie Keith II missed Three Point Jumper.,57,68
4:03,2378,Arkel Lamar Defensive Rebound.,57,68
3:52,2378,Jairus Lyles made Layup.,59,68
3:39,2378,Foul on K.J. Maura.,59,68
3:39,119,Official TV Timeout,59,68
3:39,119,Deshaun Morman made Free Throw.,59,69
3:39,119,Deshaun Morman made Free Throw.,59,70
3:31,2378,Jairus Lyles missed Layup.,59,70
3:31,119,Eddie Keith II Defensive Rebound.,59,70
3:19,119,Deshaun Morman made Layup. Assisted by Zane Martin.,59,72
3:04,2378,K.J. Maura missed Three Point Jumper.,59,72
3:04,2378,Jourdan Grant Offensive Rebound.,59,72
2:54,2378,Jairus Lyles made Three Point Jumper. Assisted by K.J. Maura.,62,72
2:46,119,Brian Starr Turnover.,62,72
2:46,2378,K.J. Maura Steal.,62,72
2:46,2378,K.J. Maura missed Three Point Jumper.,62,72
2:46,119,Eddie Keith II Defensive Rebound.,62,72
2:46,119,Foul on Zane Martin.,62,72
2:46,119,Zane Martin Turnover.,62,72
2:42,2378,Jairus Lyles missed Layup.,62,72
2:42,119,Eddie Keith II Block.,62,72
2:40,2378,Jairus Lyles Offensive Rebound.,62,72
2:32,2378,Jourdan Grant missed Three Point Jumper.,62,72
2:32,119,Zane Martin Defensive Rebound.,62,72
2:26,2378,Foul on Arkel Lamar.,62,72
2:26,119,Zane Martin made Free Throw.,62,73
2:26,119,Zane Martin made Free Throw.,62,74
2:06,2378,Jairus Lyles missed Layup.,62,74
2:06,119,Dennis Tunstall Block.,62,74
2:05,2378,K.J. Maura Offensive Rebound.,62,74
2:00,2378,Jourdan Grant missed Three Point Jumper.,62,74
2:00,2378,Jairus Lyles Offensive Rebound.,62,74
1:54,2378,K.J. Maura missed Three Point Jumper.,62,74
1:54,119,Towson Defensive Rebound.,62,74
1:25,119,Mike Morsell missed Three Point Jumper.,62,74
1:25,2378,Jairus Lyles Defensive Rebound.,62,74
1:15,2378,Jairus Lyles missed Layup.,62,74
1:15,119,Eddie Keith II Defensive Rebound.,62,74
1:00,119,Zane Martin missed Layup.,62,74
1:00,119,Deshaun Morman Offensive Rebound.,62,74
0:58,2378,Foul on Joe Sherburne.,62,74
0:58,119,Deshaun Morman made Free Throw.,62,75
0:58,119,Deshaun Morman made Free Throw.,62,76
0:47,2378,Joe Sherburne Turnover.,62,76
0:33,119,Brian Starr made Layup.,62,78
0:17,2378,Jourdan Grant missed Layup.,62,78
0:17,119,Eddie Keith II Defensive Rebound.,62,78
0:08,2378,Joe Sherburne made Three Point Jumper. Assisted by K.J. Maura.,65,78
0:00,119,End of Game,65,78
