Marquette,275,Wisconsin,269
10:16,275,Khalil Iverson Turnover.,25,11
10:15,269,Sam Hauser Steal.,25,11
10:12,269,Sam Hauser made Three Point Jumper.,28,11
10:11,275,Wisconsin  Timeout,28,11
9:51,275,Ethan Happ Turnover.,28,11
9:43,269,Jamal Cain Turnover.,28,11
9:41,275,Brad Davison Steal.,28,11
9:40,275,Brad Davison made Layup.,28,13
9:15,269,Sam Hauser missed Jumper.,28,13
9:15,275,Brad Davison Defensive Rebound.,28,13
9:08,269,Foul on Jamal Cain.,28,13
9:08,275,Brad Davison made Free Throw.,28,14
9:08,275,Brad Davison made Free Throw.,28,15
8:52,269,Andrew Rowsey Turnover.,28,15
8:50,275,Aleem Ford Steal.,28,15
8:47,275,Brad Davison made Layup.,28,17
8:24,269,Andrew Rowsey missed Jumper.,28,17
8:24,275,Khalil Iverson Block.,28,17
8:21,269,Sam Hauser Offensive Rebound.,28,17
8:17,269,Markus Howard made Three Point Jumper.,31,17
7:52,269,Foul on Andrew Rowsey.,31,17
7:52,275,Official TV Timeout,31,17
7:52,275,Brad Davison missed Free Throw.,31,17
7:52,275,Wisconsin Deadball Team Rebound.,31,17
7:52,275,Brad Davison missed Free Throw.,31,17
7:52,269,Matt Heldt Defensive Rebound.,31,17
7:51,275,Official TV Timeout,31,17
7:32,269,Markus Howard made Jumper.,33,17
7:09,275,T.J. Schlundt made Three Point Jumper. Assisted by Brad Davison.,33,20
6:51,269,Markus Howard made Three Point Jumper.,36,20
6:20,275,Aleem Ford missed Jumper.,36,20
6:20,269,Sacar Anim Defensive Rebound.,36,20
6:11,269,Markus Howard missed Three Point Jumper.,36,20
6:11,275,Ethan Happ Defensive Rebound.,36,20
5:54,275,Brad Davison missed Layup.,36,20
5:54,275,Wisconsin Offensive Rebound.,36,20
5:45,275,Brad Davison made Three Point Jumper. Assisted by Nate Reuvers.,36,23
5:25,269,Sacar Anim missed Layup.,36,23
5:25,275,Ethan Happ Defensive Rebound.,36,23
5:12,275,Ethan Happ missed Jumper.,36,23
5:12,275,Ethan Happ Offensive Rebound.,36,23
5:10,275,Ethan Happ made Layup.,36,25
4:49,269,Markus Howard missed Jumper.,36,25
4:49,275,Nate Reuvers Block.,36,25
4:46,275,T.J. Schlundt Defensive Rebound.,36,25
4:32,275,Nate Reuvers missed Jumper.,36,25
4:32,275,Wisconsin Offensive Rebound.,36,25
4:19,275,Ethan Happ missed Layup.,36,25
4:19,269,Marquette Deadball Team Rebound.,36,25
4:18,275,Foul on Nate Reuvers.,36,25
4:06,269,Sam Hauser missed Three Point Jumper.,36,25
4:06,275,Brad Davison Defensive Rebound.,36,25
3:52,275,Brevin Pritzl missed Jumper.,36,25
3:52,275,Nate Reuvers Offensive Rebound.,36,25
3:48,275,Nate Reuvers missed Layup.,36,25
3:48,269,Theo John Block.,36,25
3:47,269,Markus Howard Defensive Rebound.,36,25
3:47,275,Foul on Brevin Pritzl.,36,25
3:47,275,Official TV Timeout,36,25
3:45,275,Official TV Timeout,36,25
3:28,269,Markus Howard missed Three Point Jumper.,36,25
3:28,275,Ethan Happ Defensive Rebound.,36,25
3:04,275,T.J. Schlundt Turnover.,36,25
2:49,269,Theo John made Jumper. Assisted by Sam Hauser.,38,25
2:30,275,Brevin Pritzl made Three Point Jumper. Assisted by Ethan Happ.,38,28
2:11,269,Markus Howard missed Three Point Jumper.,38,28
2:11,269,Jamal Cain Offensive Rebound.,38,28
1:52,269,Jamal Cain made Three Point Jumper. Assisted by Sam Hauser.,41,28
1:28,275,Nate Reuvers missed Dunk.,41,28
1:28,269,Theo John Block.,41,28
1:25,269,Markus Howard Defensive Rebound.,41,28
1:22,269,Jamal Cain missed Three Point Jumper.,41,28
1:22,275,Ethan Happ Defensive Rebound.,41,28
1:10,275,Ethan Happ Turnover.,41,28
0:47,269,Markus Howard missed Jumper.,41,28
0:47,275,Nate Reuvers Block.,41,28
0:45,275,Nate Reuvers Defensive Rebound.,41,28
0:39,275,Brevin Pritzl missed Layup.,41,28
0:39,269,Jamal Cain Block.,41,28
0:37,275,Wisconsin Offensive Rebound.,41,28
0:37,275,Ethan Happ made Layup. Assisted by Brad Davison.,41,30
0:28,269,Marquette  Timeout,41,30
0:12,269,Foul on Sacar Anim.,41,30
0:12,269,Sacar Anim Turnover.,41,30
0:02,269,Foul on Sacar Anim.,41,30
0:02,275,Brad Davison made Free Throw.,41,31
0:02,275,Brad Davison made Free Throw.,41,32
0:00,275,End of 1st half,41,32
19:50,275,Brevin Pritzl made Three Point Jumper. Assisted by Ethan Happ.,41,35
19:28,269,Sacar Anim missed Jumper.,41,35
19:28,275,Aleem Ford Defensive Rebound.,41,35
19:11,275,Khalil Iverson missed Layup.,41,35
19:11,269,Matt Heldt Defensive Rebound.,41,35
18:49,269,Foul on Markus Howard.,41,35
18:49,269,Markus Howard Turnover.,41,35
18:31,275,Khalil Iverson missed Layup.,41,35
18:31,269,Matt Heldt Defensive Rebound.,41,35
18:05,269,Matt Heldt made Jumper.,43,35
17:30,275,Brad Davison Turnover.,43,35
17:21,269,Andrew Rowsey made Three Point Jumper. Assisted by Greg Elliott.,46,35
16:48,269,Foul on Greg Elliott.,46,35
16:48,275,Brad Davison made Free Throw.,46,36
16:48,275,Brad Davison missed Free Throw.,46,36
16:48,269,Sam Hauser Defensive Rebound.,46,36
16:37,269,Andrew Rowsey missed Three Point Jumper.,46,36
16:37,275,Khalil Iverson Defensive Rebound.,46,36
16:21,275,Ethan Happ made Jumper. Assisted by Brevin Pritzl.,46,38
15:59,269,Andrew Rowsey Turnover.,46,38
15:57,275,Ethan Happ Steal.,46,38
15:54,275,Ethan Happ made Layup.,46,40
15:25,269,Andrew Rowsey made Jumper.,48,40
15:08,275,Brad Davison Turnover.,48,40
15:08,275,Official TV Timeout,48,40
15:07,275,Official TV Timeout,48,40
14:50,269,Andrew Rowsey made Three Point Jumper.,51,40
14:15,275,Ethan Happ made Layup.,51,42
14:15,269,Foul on Theo John.,51,42
14:15,275,Ethan Happ missed Free Throw.,51,42
14:15,269,Andrew Rowsey Defensive Rebound.,51,42
13:54,275,Foul on Nate Reuvers.,51,42
13:54,269,Andrew Rowsey made Free Throw.,52,42
13:54,269,Andrew Rowsey made Free Throw.,53,42
13:54,269,Andrew Rowsey made Free Throw.,54,42
13:43,275,Ethan Happ made Layup. Assisted by Aleem Ford.,54,44
13:22,269,Sam Hauser made Jumper.,56,44
13:01,275,Brad Davison missed Three Point Jumper.,56,44
13:01,269,Andrew Rowsey Defensive Rebound.,56,44
12:54,269,Andrew Rowsey missed Jumper.,56,44
12:54,269,Theo John Offensive Rebound.,56,44
12:51,269,Theo John missed Two Point Tip Shot.,56,44
12:51,269,Sacar Anim Offensive Rebound.,56,44
12:51,275,Foul on Brevin Pritzl.,56,44
12:51,269,Sacar Anim made Free Throw.,57,44
12:51,269,Sacar Anim made Free Throw.,58,44
12:34,275,Brevin Pritzl missed Jumper.,58,44
12:34,269,Matt Heldt Defensive Rebound.,58,44
12:23,275,Foul on Charles Thomas IV.,58,44
12:23,269,Andrew Rowsey made Free Throw.,59,44
12:23,269,Andrew Rowsey made Free Throw.,60,44
12:05,275,Aleem Ford made Jumper.,60,46
11:34,269,Sacar Anim missed Jumper.,60,46
11:34,275,Charles Thomas IV Defensive Rebound.,60,46
11:20,275,Aleem Ford Turnover.,60,46
11:18,269,Jamal Cain Steal.,60,46
11:11,275,Foul on Charles Thomas IV.,60,46
11:11,275,Official TV Timeout,60,46
11:11,269,Andrew Rowsey made Free Throw.,61,46
11:11,269,Andrew Rowsey made Free Throw.,62,46
10:52,275,Aleem Ford Turnover.,62,46
10:43,269,Andrew Rowsey made Three Point Jumper. Assisted by Markus Howard.,65,46
10:32,275,Wisconsin  Timeout,65,46
10:08,275,Brad Davison made Layup.,65,48
9:50,269,Matt Heldt made Layup. Assisted by Jamal Cain.,67,48
9:31,269,Foul on Andrew Rowsey.,67,48
9:31,275,Brad Davison made Free Throw.,67,49
9:31,275,Brad Davison made Free Throw.,67,50
9:19,275,Foul on Aaron Moesch.,67,50
9:10,269,Markus Howard made Layup.,69,50
8:53,275,Brad Davison missed Layup.,69,50
8:53,275,Wisconsin Offensive Rebound.,69,50
8:40,269,Foul on Matt Heldt.,69,50
8:28,269,Foul on Greg Elliott.,69,50
8:28,275,Brad Davison made Free Throw.,69,51
8:28,275,Brad Davison made Free Throw.,69,52
8:28,275,Brad Davison missed Free Throw.,69,52
8:28,269,Matt Heldt Defensive Rebound.,69,52
8:10,269,Sam Hauser missed Jumper.,69,52
8:06,275,Brad Davison Defensive Rebound.,69,52
8:01,275,Khalil Iverson made Dunk.,69,54
7:41,269,Markus Howard Turnover.,69,54
7:41,275,Official TV Timeout,69,54
7:20,275,Ethan Happ Turnover.,69,54
7:02,269,Sam Hauser made Three Point Jumper. Assisted by Markus Howard.,72,54
6:44,275,Khalil Iverson made Dunk.,72,56
6:24,269,Sacar Anim Turnover.,72,56
6:14,275,Brevin Pritzl missed Three Point Jumper.,72,56
6:14,269,Markus Howard Defensive Rebound.,72,56
5:53,269,Markus Howard made Jumper.,74,56
5:37,275,Ethan Happ missed Layup.,74,56
5:37,269,Matt Heldt Block.,74,56
5:35,275,Khalil Iverson Offensive Rebound.,74,56
5:32,275,Brevin Pritzl missed Layup.,74,56
5:32,275,Charles Thomas IV Offensive Rebound.,74,56
5:27,269,Foul on Sacar Anim.,74,56
5:27,275,Brad Davison missed Free Throw.,74,56
5:27,269,Markus Howard Defensive Rebound.,74,56
5:03,269,Markus Howard missed Three Point Jumper.,74,56
5:03,269,Sacar Anim Offensive Rebound.,74,56
4:38,269,Sam Hauser missed Jumper.,74,56
4:38,275,Nate Reuvers Defensive Rebound.,74,56
4:26,275,Brevin Pritzl missed Three Point Jumper.,74,56
4:26,269,Jamal Cain Defensive Rebound.,74,56
4:21,269,Jamal Cain Turnover.,74,56
4:20,275,Ethan Happ Steal.,74,56
4:20,275,Wisconsin  Timeout,74,56
4:14,275,Nate Reuvers missed Three Point Jumper.,74,56
4:14,275,Ethan Happ Offensive Rebound.,74,56
4:09,275,Ethan Happ missed Layup.,74,56
4:09,275,Ethan Happ Offensive Rebound.,74,56
4:07,275,Ethan Happ missed Layup.,74,56
4:07,269,Matt Heldt Block.,74,56
4:05,269,Markus Howard Defensive Rebound.,74,56
3:37,269,Markus Howard made Three Point Jumper.,77,56
3:14,275,Ethan Happ missed Jumper.,77,56
3:14,275,Brevin Pritzl Offensive Rebound.,77,56
3:09,275,Brevin Pritzl missed Layup.,77,56
3:09,269,Marquette Defensive Rebound.,77,56
2:52,269,Markus Howard missed Jumper.,77,56
2:52,275,Ethan Happ Defensive Rebound.,77,56
2:43,275,Nate Reuvers made Layup. Assisted by Ethan Happ.,77,58
2:11,269,Matt Heldt made Layup. Assisted by Andrew Rowsey.,79,58
1:49,275,Brevin Pritzl made Layup. Assisted by Ethan Happ.,79,60
1:20,269,Sam Hauser made Three Point Jumper. Assisted by Andrew Rowsey.,82,60
1:01,275,Nate Reuvers made Jumper.,82,62
1:01,269,Foul on Sam Hauser.,82,62
1:01,275,Nate Reuvers made Free Throw.,82,63
0:37,269,Greg Elliott missed Layup.,82,63
0:37,275,Ethan Happ Block.,82,63
0:37,275,Wisconsin Defensive Rebound.,82,63
0:30,275,Nate Reuvers missed Jumper.,82,63
0:30,269,Cam Marotta Defensive Rebound.,82,63
0:00,275,End of Game,82,63
