Central Connecticut,2459,Northern Illinois,2115
3:45,2115,Chris Williams Turnover.,14,24
3:44,2459,Justin Thomas Steal.,14,24
3:41,2115,Foul on Chris Williams.,14,24
3:41,2459,Official TV Timeout,14,24
3:41,2459,Justin Thomas made Free Throw.,14,25
3:41,2459,Justin Thomas made Free Throw.,14,26
3:25,2115,Tyler Kohl made Three Point Jumper. Assisted by Mustafa Jones.,17,26
3:17,2115,Foul on Mustafa Jones.,17,26
3:17,2459,Eugene German missed Free Throw.,17,26
3:17,2459,Northern Illinois Deadball Team Rebound.,17,26
3:17,2459,Eugene German made Free Throw.,17,27
3:02,2115,Joe Hugley missed Layup.,17,27
3:02,2459,Lacey James Defensive Rebound.,17,27
2:55,2459,Eugene German Turnover.,17,27
2:55,2459,Foul on Eugene German.,17,27
2:36,2115,Austin Nehls missed Three Point Jumper.,17,27
2:36,2115,Austin Nehls Offensive Rebound.,17,27
2:31,2115,Austin Nehls Turnover.,17,27
2:30,2459,Noah McCarty Steal.,17,27
2:23,2459,Justin Thomas made Three Point Jumper. Assisted by Anastasios Demogerontas.,17,30
2:00,2115,Tyler Kohl made Layup.,19,30
1:52,2459,Anastasios Demogerontas made Three Point Jumper. Assisted by Justin Thomas.,19,33
1:36,2459,Foul on Noah McCarty.,19,33
1:36,2115,Joe Hugley missed Free Throw.,19,33
1:36,2115,Central Connecticut Deadball Team Rebound.,19,33
1:36,2115,Joe Hugley made Free Throw.,20,33
1:16,2459,Anastasios Demogerontas made Layup. Assisted by Lacey James.,20,35
0:56,2115,Kashaun Hicks missed Layup.,20,35
0:56,2115,Deion Bute Offensive Rebound.,20,35
0:51,2115,Deion Bute made Layup.,22,35
0:28,2459,Gairges Daow missed Three Point Jumper.,22,35
0:28,2115,Kashaun Hicks Defensive Rebound.,22,35
0:19,2115,Central Connecticut  Timeout,22,35
0:01,2115,Deion Bute made Layup.,24,35
0:00,2459,End of 1st half,24,35
19:49,2459,Foul on Lacey James.,24,35
19:47,2115,Tyler Kohl Turnover.,24,35
19:45,2459,Lacey James Steal.,24,35
19:38,2459,Justin Thomas missed Layup.,24,35
19:38,2459,Levi Bradley Offensive Rebound.,24,35
19:36,2115,Foul on Deion Bute.,24,35
19:36,2459,Levi Bradley missed Free Throw.,24,35
19:36,2459,Northern Illinois Deadball Team Rebound.,24,35
19:36,2459,Levi Bradley made Free Throw.,24,36
19:21,2115,Mustafa Jones missed Jumper.,24,36
19:21,2115,Central Connecticut Offensive Rebound.,24,36
19:19,2459,Foul on Lacey James.,24,36
19:03,2115,Eric Bowles missed Three Point Jumper.,24,36
19:03,2115,Tyler Kohl Offensive Rebound.,24,36
18:56,2115,Tyler Kohl made Layup.,26,36
18:48,2459,Justin Thomas Turnover.,26,36
18:48,2459,Foul on Justin Thomas.,26,36
18:28,2115,Tyler Kohl missed Jumper.,26,36
18:28,2459,Levi Bradley Defensive Rebound.,26,36
18:18,2115,Foul on Deion Bute.,26,36
18:18,2459,Eugene German made Free Throw.,26,37
18:18,2459,Eugene German made Free Throw.,26,38
17:51,2115,Tyler Kohl made Jumper.,28,38
17:26,2459,Eugene German missed Three Point Jumper.,28,38
17:26,2115,Tyler Kohl Defensive Rebound.,28,38
17:04,2115,Eric Bowles missed Layup.,28,38
17:04,2459,Levi Bradley Defensive Rebound.,28,38
16:57,2459,Gairges Daow missed Three Point Jumper.,28,38
16:57,2115,Mustafa Jones Defensive Rebound.,28,38
16:46,2115,Joe Hugley missed Three Point Jumper.,28,38
16:46,2459,Levi Bradley Defensive Rebound.,28,38
16:26,2459,Eugene German made Layup.,28,40
16:26,2115,Foul on Joe Hugley.,28,40
16:26,2459,Eugene German made Free Throw.,28,41
16:09,2115,Tyler Kohl made Jumper.,30,41
15:52,2115,Foul on Joe Hugley.,30,41
15:52,2459,Official TV Timeout,30,41
15:52,2459,Levi Bradley made Free Throw.,30,42
15:52,2459,Levi Bradley made Free Throw.,30,43
15:29,2115,Mustafa Jones missed Layup.,30,43
15:29,2459,Noah McCarty Block.,30,43
15:27,2459,Levi Bradley Defensive Rebound.,30,43
15:21,2459,Eugene German Turnover.,30,43
14:59,2115,Kashaun Hicks missed Layup.,30,43
14:59,2459,Northern Illinois Defensive Rebound.,30,43
14:45,2459,Anastasios Demogerontas made Three Point Jumper. Assisted by Eugene German.,30,46
14:27,2115,Austin Nehls missed Jumper.,30,46
14:27,2115,Tyler Kohl Offensive Rebound.,30,46
14:23,2115,Tyler Kohl missed Jumper.,30,46
14:23,2459,Anastasios Demogerontas Defensive Rebound.,30,46
13:57,2115,Foul on Eric Bowles.,30,46
13:49,2459,Levi Bradley Turnover.,30,46
13:48,2115,Mustafa Jones Steal.,30,46
13:45,2115,Tyler Kohl made Layup.,32,46
13:45,2459,Foul on Anastasios Demogerontas.,32,46
13:45,2115,Tyler Kohl made Free Throw.,33,46
13:22,2115,Foul on Kashaun Hicks.,33,46
13:03,2459,Noah McCarty missed Layup.,33,46
12:44,2459,Anastasios Demogerontas Offensive Rebound.,33,46
12:41,2459,Justin Thomas Turnover.,33,46
12:32,2459,Foul on Rod Henry-Hayes.,33,46
12:17,2115,Mustafa Jones missed Jumper.,33,46
12:17,2115,Deion Bute Offensive Rebound.,33,46
12:12,2115,Deion Bute made Layup.,35,46
11:54,2459,Anastasios Demogerontas missed Layup.,35,46
11:54,2115,Central Connecticut Defensive Rebound.,35,46
11:50,2459,Official TV Timeout,35,46
11:31,2115,Kashaun Hicks made Three Point Jumper. Assisted by Deion Bute.,38,46
11:10,2459,Gairges Daow missed Three Point Jumper.,38,46
11:10,2115,Mustafa Jones Defensive Rebound.,38,46
11:03,2115,Kashaun Hicks made Three Point Jumper. Assisted by Mustafa Jones.,41,46
11:00,2459,Northern Illinois  Timeout,41,46
10:45,2459,Levi Bradley made Layup.,41,48
10:25,2115,Kashaun Hicks made Three Point Jumper. Assisted by Austin Nehls.,44,48
10:02,2459,Eugene German Turnover.,44,48
10:01,2115,Deion Bute Steal.,44,48
9:39,2115,Mustafa Jones Turnover.,44,48
9:38,2459,Gairges Daow Steal.,44,48
9:34,2459,Eugene German made Layup. Assisted by Gairges Daow.,44,50
9:11,2115,Tyler Kohl missed Jumper.,44,50
9:11,2115,Deion Bute Offensive Rebound.,44,50
8:55,2459,Foul on Eugene German.,44,50
8:55,2115,Austin Nehls missed Free Throw.,44,50
8:55,2115,Central Connecticut Deadball Team Rebound.,44,50
8:55,2115,Austin Nehls made Free Throw.,45,50
8:43,2459,Lacey James Turnover.,45,50
8:43,2459,Foul on Lacey James.,45,50
8:21,2115,Kashaun Hicks Turnover.,45,50
8:19,2459,Noah McCarty Steal.,45,50
8:17,2115,Foul on Kashaun Hicks.,45,50
8:17,2459,Eugene German missed Free Throw.,45,50
8:17,2459,Northern Illinois Deadball Team Rebound.,45,50
8:17,2459,Eugene German missed Free Throw.,45,50
8:17,2115,Central Connecticut Defensive Rebound.,45,50
7:47,2115,Eric Bowles Turnover.,45,50
7:47,2459,Official TV Timeout,45,50
7:25,2459,Levi Bradley made Three Point Jumper. Assisted by Rod Henry-Hayes.,45,53
7:01,2115,Austin Nehls Turnover.,45,53
6:45,2459,Levi Bradley missed Layup.,45,53
6:45,2115,Central Connecticut Defensive Rebound.,45,53
6:20,2115,Austin Nehls made Three Point Jumper. Assisted by Tyler Kohl.,48,53
5:49,2459,Eugene German missed Three Point Jumper.,48,53
5:49,2115,Tyler Kohl Defensive Rebound.,48,53
5:34,2115,Tyler Kohl missed Three Point Jumper.,48,53
5:34,2459,Levi Bradley Defensive Rebound.,48,53
5:14,2459,Rod Henry-Hayes made Three Point Jumper. Assisted by Noah McCarty.,48,56
4:47,2115,Mustafa Jones missed Jumper.,48,56
4:47,2115,Deion Bute Offensive Rebound.,48,56
4:41,2115,Deion Bute made Layup.,50,56
4:23,2459,Rod Henry-Hayes missed Three Point Jumper.,50,56
4:23,2115,Mustafa Jones Defensive Rebound.,50,56
4:03,2459,Foul on Noah McCarty.,50,56
4:03,2115,Deion Bute made Free Throw.,51,56
4:03,2115,Deion Bute missed Free Throw.,51,56
4:03,2459,Levi Bradley Defensive Rebound.,51,56
3:47,2459,Anastasios Demogerontas made Layup. Assisted by Levi Bradley.,51,58
3:16,2115,Eric Bowles missed Layup.,51,58
3:16,2459,Anastasios Demogerontas Defensive Rebound.,51,58
3:10,2459,Gairges Daow missed Three Point Jumper.,51,58
3:10,2115,Mustafa Jones Defensive Rebound.,51,58
3:01,2115,Tyler Kohl missed Layup.,51,58
3:01,2115,Kashaun Hicks Offensive Rebound.,51,58
2:57,2115,Kashaun Hicks made Layup.,53,58
2:38,2459,Official TV Timeout,53,58
2:34,2459,Eugene German missed Layup.,53,58
2:34,2115,Mustafa Jones Block.,53,58
2:31,2459,Northern Illinois Offensive Rebound.,53,58
2:24,2459,Levi Bradley missed Layup.,53,58
2:24,2115,Tyler Kohl Defensive Rebound.,53,58
1:56,2115,Deion Bute Turnover.,53,58
1:55,2459,Anastasios Demogerontas Steal.,53,58
1:35,2459,Levi Bradley missed Layup.,53,58
1:35,2115,Austin Nehls Defensive Rebound.,53,58
1:19,2459,Foul on Levi Bradley.,53,58
1:19,2115,Tyler Kohl made Free Throw.,54,58
1:19,2115,Tyler Kohl made Free Throw.,55,58
1:12,2459,Northern Illinois  Timeout,55,58
0:49,2459,Eugene German missed Three Point Jumper.,55,58
0:49,2115,Kashaun Hicks Defensive Rebound.,55,58
0:32,2115,Austin Nehls Turnover.,55,58
0:30,2459,Noah McCarty Steal.,55,58
0:22,2115,Foul on Deion Bute.,55,58
0:22,2459,Justin Thomas missed Free Throw.,55,58
0:22,2459,Levi Bradley Offensive Rebound.,55,58
0:18,2115,Foul on Tyler Kohl.,55,58
0:18,2459,Levi Bradley made Free Throw.,55,59
0:18,2459,Levi Bradley missed Free Throw.,55,59
0:18,2115,Deion Bute Defensive Rebound.,55,59
0:12,2115,Central Connecticut  Timeout,55,59
0:07,2115,Tyler Kohl missed Layup.,55,59
0:07,2459,Northern Illinois Defensive Rebound.,55,59
0:04,2115,Foul on Mustafa Jones.,55,59
0:04,2459,Levi Bradley made Free Throw.,55,60
0:04,2459,Levi Bradley made Free Throw.,55,61
0:00,2459,End of Game,55,61
