VCU,2550,Seton Hall,2670
9:43,2550,Myles Cale missed Layup.,12,18
9:43,2670,Khris Lane Defensive Rebound.,12,18
9:34,2670,Mike'l Simms missed Three Point Jumper.,12,18
9:34,2550,Khadeen Carrington Defensive Rebound.,12,18
9:26,2670,Foul on Khris Lane.,12,18
9:26,2550,Khadeen Carrington made Free Throw.,12,19
9:26,2550,Khadeen Carrington made Free Throw.,12,20
9:17,2670,Xavier Jackson Turnover.,12,20
9:08,2550,Myles Powell made Three Point Jumper. Assisted by Ismael Sanogo.,12,23
8:46,2670,Xavier Jackson missed Three Point Jumper.,12,23
8:46,2550,Desi Rodriguez Defensive Rebound.,12,23
8:42,2670,Foul on Mike'l Simms.,12,23
8:23,2550,Ismael Sanogo missed Layup.,12,23
8:23,2550,Angel Delgado Offensive Rebound.,12,23
8:19,2670,Foul on Mike'l Simms.,12,23
8:19,2550,Angel Delgado missed Free Throw.,12,23
8:19,2550,Seton Hall Deadball Team Rebound.,12,23
8:19,2550,Angel Delgado made Free Throw.,12,24
8:11,2670,Marcus Santos-Silva Turnover.,12,24
8:10,2550,Myles Powell Steal.,12,24
7:59,2550,Official TV Timeout,12,24
7:58,2670,Foul on Sean Mobley.,12,24
7:58,2550,Desi Rodriguez missed Free Throw.,12,24
7:58,2670,Justin Tillman Defensive Rebound.,12,24
7:54,2670,Justin Tillman Turnover.,12,24
7:42,2550,Sandro Mamukelashvili missed Layup.,12,24
7:42,2670,Marcus Santos-Silva Defensive Rebound.,12,24
7:34,2670,De'Riante Jenkins missed Three Point Jumper.,12,24
7:34,2670,Justin Tillman Offensive Rebound.,12,24
7:29,2670,Justin Tillman missed Jumper.,12,24
7:29,2550,Desi Rodriguez Defensive Rebound.,12,24
7:22,2670,Foul on Sean Mobley.,12,24
7:22,2550,Khadeen Carrington made Free Throw.,12,25
7:22,2550,Khadeen Carrington made Free Throw.,12,26
7:06,2670,De'Riante Jenkins missed Jumper.,12,26
7:06,2670,Marcus Santos-Silva Offensive Rebound.,12,26
6:53,2550,Foul on Sandro Mamukelashvili.,12,26
6:53,2670,Marcus Santos-Silva missed Free Throw.,12,26
6:53,2670,VCU Deadball Team Rebound.,12,26
6:53,2670,Marcus Santos-Silva made Free Throw.,13,26
6:46,2550,Khadeen Carrington Turnover.,13,26
6:46,2550,Foul on Khadeen Carrington.,13,26
6:23,2670,Sean Mobley missed Three Point Jumper.,13,26
6:23,2550,Myles Powell Defensive Rebound.,13,26
6:16,2550,Desi Rodriguez made Three Point Jumper. Assisted by Myles Powell.,13,29
6:14,2670,VCU  Timeout,13,29
6:02,2670,De'Riante Jenkins missed Layup.,13,29
6:02,2670,Justin Tillman Offensive Rebound.,13,29
6:00,2670,Justin Tillman made Layup.,15,29
5:39,2550,Khadeen Carrington missed Jumper.,15,29
5:39,2670,De'Riante Jenkins Defensive Rebound.,15,29
5:29,2550,Foul on Ismael Sanogo.,15,29
5:29,2670,De'Riante Jenkins made Free Throw.,16,29
5:29,2670,De'Riante Jenkins made Free Throw.,17,29
5:10,2550,Myles Powell made Three Point Jumper. Assisted by Angel Delgado.,17,32
4:55,2670,Justin Tillman made Three Point Jumper. Assisted by Jonathan Williams.,20,32
4:35,2550,Angel Delgado missed Jumper.,20,32
4:35,2550,Angel Delgado Offensive Rebound.,20,32
4:29,2550,Khadeen Carrington missed Three Point Jumper.,20,32
4:29,2670,Justin Tillman Defensive Rebound.,20,32
4:21,2670,De'Riante Jenkins Turnover.,20,32
4:19,2550,Khadeen Carrington Steal.,20,32
4:15,2670,Foul on Justin Tillman.,20,32
4:15,2550,Myles Cale missed Free Throw.,20,32
4:15,2550,Seton Hall Deadball Team Rebound.,20,32
4:15,2550,Myles Cale made Free Throw.,20,33
3:57,2670,Jonathan Williams made Three Point Jumper.,23,33
3:29,2550,Myles Cale Turnover.,23,33
3:28,2670,De'Riante Jenkins Steal.,23,33
3:23,2670,Jonathan Williams missed Jumper.,23,33
3:23,2550,Myles Cale Defensive Rebound.,23,33
3:16,2550,Eron Gordon made Layup. Assisted by Myles Cale.,23,35
2:48,2670,De'Riante Jenkins made Three Point Jumper. Assisted by Jonathan Williams.,26,35
2:32,2550,Myles Powell made Three Point Jumper.,26,38
2:03,2670,Lewis Djonkam missed Jumper.,26,38
2:03,2550,Angel Delgado Defensive Rebound.,26,38
1:55,2550,Myles Cale missed Layup.,26,38
1:55,2670,Xavier Jackson Defensive Rebound.,26,38
1:48,2670,Xavier Jackson made Three Point Jumper. Assisted by Jonathan Williams.,29,38
1:21,2550,Angel Delgado made Layup.,29,40
1:21,2670,Foul on Lewis Djonkam.,29,40
1:21,2550,Official TV Timeout,29,40
1:21,2550,Angel Delgado made Free Throw.,29,41
1:03,2670,Jonathan Williams missed Layup.,29,41
1:03,2550,Michael Nzei Defensive Rebound.,29,41
0:53,2550,Myles Cale made Layup. Assisted by Myles Powell.,29,43
0:35,2550,Foul on Angel Delgado.,29,43
0:35,2670,Marcus Santos-Silva missed Free Throw.,29,43
0:35,2670,Marcus Santos-Silva Offensive Rebound.,29,43
0:35,2670,Marcus Santos-Silva made Free Throw.,30,43
0:05,2550,Khadeen Carrington Turnover.,30,43
0:04,2670,Xavier Jackson Steal.,30,43
0:00,2670,Xavier Jackson missed Three Point Jumper.,30,43
0:00,2670,VCU Deadball Team Rebound.,30,43
0:00,2550,End of 1st half,30,43
19:53,2670,Justin Tillman made Layup. Assisted by De'Riante Jenkins.,32,43
19:25,2550,Khadeen Carrington missed Three Point Jumper.,32,43
19:25,2670,De'Riante Jenkins Defensive Rebound.,32,43
19:12,2670,Khris Lane Turnover.,32,43
18:52,2550,Angel Delgado made Jumper. Assisted by Khadeen Carrington.,32,45
18:34,2670,Xavier Jackson made Layup.,34,45
18:11,2550,Angel Delgado made Jumper. Assisted by Desi Rodriguez.,34,47
17:54,2670,De'Riante Jenkins missed Jumper.,34,47
17:54,2550,Desi Rodriguez Defensive Rebound.,34,47
17:49,2550,Khadeen Carrington made Layup. Assisted by Desi Rodriguez.,34,49
17:49,2670,Foul on Xavier Jackson.,34,49
17:49,2550,Khadeen Carrington made Free Throw.,34,50
17:31,2670,Khris Lane made Layup. Assisted by Xavier Jackson.,36,50
17:17,2550,Desi Rodriguez made Jumper.,36,52
17:05,2670,Khris Lane Turnover.,36,52
16:46,2550,Michael Nzei made Layup. Assisted by Desi Rodriguez.,36,54
16:38,2670,Justin Tillman made Three Point Jumper. Assisted by Jonathan Williams.,39,54
16:18,2550,Desi Rodriguez made Layup. Assisted by Michael Nzei.,39,56
16:17,2670,VCU  Timeout,39,56
16:17,2550,Official TV Timeout,39,56
15:56,2670,Justin Tillman made Jumper.,41,56
15:30,2670,Foul on Marcus Santos-Silva.,41,56
15:30,2550,Official TV Timeout,41,56
15:24,2550,Myles Powell missed Three Point Jumper.,41,56
15:24,2550,Desi Rodriguez Offensive Rebound.,41,56
15:20,2550,Desi Rodriguez made Layup.,41,58
15:04,2670,Marcus Santos-Silva made Layup. Assisted by De'Riante Jenkins.,43,58
14:37,2550,Angel Delgado missed Layup.,43,58
14:37,2670,Marcus Santos-Silva Block.,43,58
14:35,2670,Jonathan Williams Defensive Rebound.,43,58
14:31,2670,Justin Tillman missed Layup.,43,58
14:31,2670,De'Riante Jenkins Offensive Rebound.,43,58
14:08,2670,Jonathan Williams missed Jumper.,43,58
14:08,2550,Khadeen Carrington Defensive Rebound.,43,58
13:48,2550,Myles Powell made Layup. Assisted by Khadeen Carrington.,43,60
13:35,2670,Jonathan Williams missed Three Point Jumper.,43,60
13:35,2550,Khadeen Carrington Defensive Rebound.,43,60
13:25,2550,Michael Nzei missed Layup.,43,60
13:25,2670,Marcus Santos-Silva Block.,43,60
13:25,2550,Seton Hall Offensive Rebound.,43,60
13:22,2550,Desi Rodriguez missed Three Point Jumper.,43,60
13:22,2670,De'Riante Jenkins Defensive Rebound.,43,60
13:11,2670,Mike'l Simms missed Jumper.,43,60
13:11,2550,Desi Rodriguez Block.,43,60
13:09,2670,Mike'l Simms Offensive Rebound.,43,60
13:00,2670,Tyler Maye Turnover.,43,60
12:47,2550,Angel Delgado made Layup. Assisted by Desi Rodriguez.,43,62
12:24,2670,Marcus Santos-Silva missed Jumper.,43,62
12:24,2550,Angel Delgado Defensive Rebound.,43,62
11:59,2670,Foul on Tyler Maye.,43,62
11:59,2550,Official TV Timeout,43,62
11:56,2550,Khadeen Carrington Turnover.,43,62
11:45,2670,De'Riante Jenkins missed Three Point Jumper.,43,62
11:45,2670,Marcus Santos-Silva Offensive Rebound.,43,62
11:33,2550,Foul on Myles Cale.,43,62
11:26,2670,Marcus Santos-Silva missed Jumper.,43,62
11:26,2550,Myles Powell Defensive Rebound.,43,62
11:10,2550,Khadeen Carrington made Jumper.,43,64
10:54,2670,De'Riante Jenkins made Layup.,45,64
10:54,2550,Foul on Myles Cale.,45,64
10:54,2670,De'Riante Jenkins missed Free Throw.,45,64
10:54,2670,VCU Offensive Rebound.,45,64
10:34,2670,Sean Mobley made Jumper.,47,64
10:11,2550,Ismael Sanogo made Layup. Assisted by Khadeen Carrington.,47,66
10:11,2670,Foul on Justin Tillman.,47,66
10:11,2550,Ismael Sanogo made Free Throw.,47,67
9:51,2670,Justin Tillman made Layup. Assisted by Mike'l Simms.,49,67
9:51,2550,Foul on Desi Rodriguez.,49,67
9:51,2670,Justin Tillman made Free Throw.,50,67
9:45,2670,Foul on Justin Tillman.,50,67
9:45,2550,Sandro Mamukelashvili made Free Throw.,50,68
9:45,2550,Sandro Mamukelashvili made Free Throw.,50,69
9:34,2550,Foul on Sandro Mamukelashvili.,50,69
9:24,2670,Khris Lane missed Jumper.,50,69
9:24,2550,Ismael Sanogo Defensive Rebound.,50,69
9:18,2550,Myles Powell missed Three Point Jumper.,50,69
9:18,2550,Angel Delgado Offensive Rebound.,50,69
9:13,2550,Angel Delgado made Two Point Tip Shot.,50,71
8:58,2670,Jonathan Williams missed Three Point Jumper.,50,71
8:58,2550,Angel Delgado Defensive Rebound.,50,71
8:46,2550,Angel Delgado missed Jumper.,50,71
8:46,2670,Khris Lane Defensive Rebound.,50,71
8:39,2550,Foul on Eron Gordon.,50,71
8:31,2670,Khris Lane made Layup.,52,71
8:07,2550,Michael Nzei made Layup. Assisted by Myles Powell.,52,73
7:56,2670,Khris Lane made Jumper.,54,73
7:46,2550,Seton Hall  Timeout,54,73
7:46,2550,Official TV Timeout,54,73
7:39,2550,Myles Powell made Three Point Jumper. Assisted by Angel Delgado.,54,76
7:23,2670,Justin Tillman made Jumper.,56,76
7:01,2550,Michael Nzei made Layup. Assisted by Myles Powell.,56,78
6:47,2670,Justin Tillman made Layup. Assisted by Khris Lane.,58,78
6:22,2550,Michael Nzei made Layup. Assisted by Angel Delgado.,58,80
6:07,2670,Khris Lane missed Three Point Jumper.,58,80
6:07,2670,Justin Tillman Offensive Rebound.,58,80
6:03,2670,Justin Tillman missed Jumper.,58,80
6:03,2550,Desi Rodriguez Defensive Rebound.,58,80
5:44,2550,Desi Rodriguez made Jumper.,58,82
5:27,2550,Foul on Eron Gordon.,58,82
5:19,2670,Mike'l Simms missed Three Point Jumper.,58,82
5:19,2550,Angel Delgado Defensive Rebound.,58,82
5:06,2550,Sandro Mamukelashvili Turnover.,58,82
5:06,2670,Mike'l Simms Steal.,58,82
5:06,2550,Foul on Sandro Mamukelashvili.,58,82
5:06,2670,Mike'l Simms made Free Throw.,59,82
5:06,2670,Mike'l Simms made Free Throw.,60,82
4:48,2550,Angel Delgado Turnover.,60,82
4:37,2670,Mike'l Simms missed Three Point Jumper.,60,82
4:37,2550,Angel Delgado Defensive Rebound.,60,82
4:15,2550,Sandro Mamukelashvili missed Three Point Jumper.,60,82
4:15,2670,Mike'l Simms Defensive Rebound.,60,82
4:06,2670,Mike'l Simms missed Layup.,60,82
4:06,2550,Sandro Mamukelashvili Block.,60,82
4:05,2670,Marcus Santos-Silva Offensive Rebound.,60,82
4:02,2670,Marcus Santos-Silva made Layup.,62,82
3:46,2550,Myles Powell missed Jumper.,62,82
3:46,2550,Sandro Mamukelashvili Offensive Rebound.,62,82
3:42,2550,Sandro Mamukelashvili made Layup.,62,84
3:32,2670,Sean Mobley missed Three Point Jumper.,62,84
3:32,2550,Myles Powell Defensive Rebound.,62,84
3:28,2550,Sandro Mamukelashvili made Dunk. Assisted by Myles Powell.,62,86
3:16,2670,VCU  Timeout,62,86
3:16,2550,Official TV Timeout,62,86
2:59,2550,Foul on Sandro Mamukelashvili.,62,86
2:59,2670,Jonathan Williams missed Free Throw.,62,86
2:59,2670,VCU Deadball Team Rebound.,62,86
2:59,2670,Jonathan Williams missed Free Throw.,62,86
2:59,2550,Sandro Mamukelashvili Defensive Rebound.,62,86
2:39,2550,Michael Nzei Turnover.,62,86
2:14,2670,Jonathan Williams missed Jumper.,62,86
2:14,2670,Justin Tillman Offensive Rebound.,62,86
2:11,2670,Justin Tillman missed Layup.,62,86
2:11,2550,Shavar Reynolds Defensive Rebound.,62,86
2:07,2550,Michael Nzei made Layup. Assisted by Philip Flory.,62,88
1:35,2550,Foul on Michael Nzei.,62,88
1:35,2670,Marcus Santos-Silva missed Free Throw.,62,88
1:35,2550,Sandro Mamukelashvili Defensive Rebound.,62,88
1:25,2550,Myles Cale missed Layup.,62,88
1:25,2670,Lewis Djonkam Block.,62,88
1:23,2670,Tyler Maye Defensive Rebound.,62,88
1:19,2670,Sean Mobley made Three Point Jumper. Assisted by Tyler Maye.,65,88
1:03,2550,Shavar Reynolds missed Layup.,65,88
1:03,2550,Shavar Reynolds Offensive Rebound.,65,88
0:58,2550,Myles Cale made Jumper.,65,90
0:43,2670,Sean Mobley missed Jumper.,65,90
0:43,2670,VCU Offensive Rebound.,65,90
0:40,2670,Tyler Maye Turnover.,65,90
0:39,2550,Sandro Mamukelashvili Steal.,65,90
0:35,2550,Shavar Reynolds missed Layup.,65,90
0:35,2670,Marcus Santos-Silva Defensive Rebound.,65,90
0:26,2670,Sean Mobley missed Three Point Jumper.,65,90
0:26,2670,Xavier Jackson Offensive Rebound.,65,90
0:23,2550,Foul on Shavar Reynolds.,65,90
0:23,2670,Xavier Jackson made Free Throw.,66,90
0:23,2670,Xavier Jackson made Free Throw.,67,90
0:00,2550,End of Game,67,90
