Louisiana College,Error,Northwestern State,2466
14:11,2466,Ishmael Lane made Jumper. Assisted by Jalan West.,2,8
14:08,-1,Louisiana College  Timeout,2,8
13:59,-1,Taylan Grogan Turnover.,2,8
13:56,2466,Iziahiah Sweeney Steal.,2,8
13:56,-1,Foul on Rex Hollis.,2,8
13:56,2466,Iziahiah Sweeney made Free Throw.,2,9
13:56,2466,Iziahiah Sweeney missed Free Throw.,2,9
13:56,2466,Jalan West Defensive Rebound.,2,9
13:50,2466,Iziahiah Sweeney Turnover.,2,9
13:49,-1,Timothy Stokes Steal.,2,9
13:48,-1,Timothy Stokes made Layup.,4,9
13:35,2466,Caleb Starks missed Jumper.,4,9
13:35,-1,Devon Washington Defensive Rebound.,4,9
13:08,-1,Lashard Powell missed Layup.,4,9
13:08,2466,Jalan West Defensive Rebound.,4,9
13:04,-1,Foul on Lashard Powell.,4,9
12:52,2466,Caleb Starks made Jumper.,4,11
12:32,2466,Foul on Ishmael Lane.,4,11
12:29,2466,Foul on C.J. Jones.,4,11
12:29,-1,D'Aaron Davis made Free Throw.,5,11
12:29,-1,D'Aaron Davis made Free Throw.,6,11
12:06,2466,Larry Owens made Layup. Assisted by Jalan West.,6,13
11:46,-1,Jacquez Coleman missed Three Point Jumper.,6,13
11:46,2466,Malik Metoyer Defensive Rebound.,6,13
11:34,2466,Larry Owens made Layup. Assisted by Jalan West.,6,15
11:18,-1,Devon Washington made Jumper.,8,15
11:06,-1,Foul on Devon Washington.,8,15
11:06,2466,Official TV Timeout,8,15
11:05,2466,Malik Metoyer missed Jumper.,8,15
11:05,-1,Torrian Lee Defensive Rebound.,8,15
10:51,-1,Torrian Lee Turnover.,8,15
10:26,2466,C.J. Jones missed Three Point Jumper.,8,15
10:26,2466,Brandon Hutton Offensive Rebound.,8,15
10:20,2466,Jacob Guest missed Three Point Jumper.,8,15
10:20,-1,Nick Burks Defensive Rebound.,8,15
9:59,-1,Travis Schultz missed Jumper.,8,15
9:59,2466,Devonte Hall Defensive Rebound.,8,15
9:50,2466,C.J. Jones missed Three Point Jumper.,8,15
9:50,-1,Nick Burks Defensive Rebound.,8,15
9:41,-1,D'Aaron Davis Turnover.,8,15
9:28,2466,Brandon Hutton made Layup. Assisted by Malik Metoyer.,8,17
9:13,2466,Foul on C.J. Jones.,8,17
9:13,-1,Taylan Grogan made Free Throw.,9,17
9:13,-1,Taylan Grogan made Free Throw.,10,17
9:02,2466,Brandon Hutton Turnover.,10,17
8:46,2466,Foul on Malik Metoyer.,10,17
8:46,-1,Nick Burks made Free Throw.,11,17
8:46,-1,Nick Burks made Free Throw.,12,17
8:38,2466,Iziahiah Sweeney made Three Point Jumper. Assisted by Jalan West.,12,20
8:21,-1,Timothy Stokes Turnover.,12,20
8:20,2466,Iziahiah Sweeney Steal.,12,20
8:14,2466,Jalan West missed Jumper.,12,20
8:14,2466,Darian Dixon Offensive Rebound.,12,20
8:07,-1,Foul on Devon Washington.,12,20
8:07,2466,Darian Dixon missed Free Throw.,12,20
8:07,2466,Northwestern State Deadball Team Rebound.,12,20
8:07,2466,Darian Dixon made Free Throw.,12,21
7:55,-1,Louisiana College  Turnover.,12,21
7:55,2466,Official TV Timeout,12,21
7:51,2466,Ishmael Lane missed Layup.,12,21
7:51,-1,D'Aaron Davis Defensive Rebound.,12,21
7:36,-1,Taylan Grogan made Jumper.,14,21
7:20,2466,Vontay Ott missed Three Point Jumper.,14,21
7:20,-1,Taylan Grogan Defensive Rebound.,14,21
7:09,-1,Nick Burks missed Jumper.,14,21
7:09,2466,Jalan West Defensive Rebound.,14,21
7:01,-1,Foul on Jacquez Coleman.,14,21
7:01,2466,Iziahiah Sweeney made Free Throw.,14,22
7:01,2466,Iziahiah Sweeney made Free Throw.,14,23
6:57,-1,Nick Burks missed Jumper.,14,23
6:57,2466,Jalan West Defensive Rebound.,14,23
6:47,2466,Iziahiah Sweeney missed Three Point Jumper.,14,23
6:47,-1,Louisiana College Defensive Rebound.,14,23
6:29,-1,D'Aaron Davis missed Layup.,14,23
6:29,2466,Ishmael Lane Defensive Rebound.,14,23
6:17,2466,Darian Dixon made Layup. Assisted by Jalan West.,14,25
6:17,-1,Foul on D'Aaron Davis.,14,25
6:17,2466,Darian Dixon missed Free Throw.,14,25
6:17,2466,Vontay Ott Offensive Rebound.,14,25
5:56,2466,Caleb Starks missed Three Point Jumper.,14,25
5:56,2466,Darian Dixon Offensive Rebound.,14,25
5:51,-1,Foul on Travis Schultz.,14,25
5:51,2466,Darian Dixon missed Free Throw.,14,25
5:51,2466,Northwestern State Deadball Team Rebound.,14,25
5:51,2466,Darian Dixon made Free Throw.,14,26
5:41,-1,Jacquez Coleman Turnover.,14,26
5:21,2466,Jalan West made Three Point Jumper. Assisted by Caleb Starks.,14,29
5:02,-1,Travis Schultz missed Jumper.,14,29
5:02,-1,Rex Hollis Offensive Rebound.,14,29
4:57,-1,Taylan Grogan made Three Point Jumper. Assisted by Rex Hollis.,17,29
4:45,2466,Jalan West made Three Point Jumper.,17,32
4:26,-1,D'Aaron Davis missed Layup.,17,32
4:26,2466,Northwestern State Defensive Rebound.,17,32
4:05,2466,Jalan West missed Three Point Jumper.,17,32
4:05,2466,Darian Dixon Offensive Rebound.,17,32
4:00,2466,Darian Dixon made Layup.,17,34
3:33,-1,Rex Hollis made Three Point Jumper. Assisted by Taylan Grogan.,20,34
3:24,2466,Darian Dixon made Dunk. Assisted by Jalan West.,20,36
3:06,-1,Taylan Grogan missed Layup.,20,36
3:06,2466,Ishmael Lane Defensive Rebound.,20,36
3:00,2466,Darian Dixon made Layup. Assisted by Jalan West.,20,38
2:58,-1,Louisiana College  Timeout,20,38
2:37,-1,Lejawon LeBlanc missed Layup.,20,38
2:37,2466,Larry Owens Defensive Rebound.,20,38
2:27,2466,Iziahiah Sweeney Turnover.,20,38
2:18,-1,Rex Hollis made Layup.,22,38
1:59,2466,Devonte Hall missed Three Point Jumper.,22,38
1:59,-1,Timothy Stokes Defensive Rebound.,22,38
1:48,-1,Rex Hollis missed Three Point Jumper.,22,38
1:48,2466,Iziahiah Sweeney Defensive Rebound.,22,38
1:38,2466,Larry Owens made Layup. Assisted by Devonte Hall.,22,40
1:29,-1,Torrian Lee missed Layup.,22,40
1:29,2466,Larry Owens Defensive Rebound.,22,40
1:20,2466,Larry Owens made Layup. Assisted by Devonte Hall.,22,42
1:20,-1,Foul on Lejawon LeBlanc.,22,42
1:20,2466,Larry Owens made Free Throw.,22,43
1:05,-1,D'Aaron Davis made Layup. Assisted by Lejawon LeBlanc.,24,43
0:38,2466,Brandon Hutton Turnover.,24,43
0:37,-1,Rex Hollis Steal.,24,43
0:34,-1,Rex Hollis missed Layup.,24,43
0:34,-1,Timothy Stokes Offensive Rebound.,24,43
0:31,-1,Timothy Stokes made Layup.,26,43
0:01,2466,Brandon Hutton missed Jumper.,26,43
0:01,-1,D'Aaron Davis Defensive Rebound.,26,43
0:00,2466,End of 1st half,26,43
19:54,2466,Darian Dixon missed Layup.,26,43
19:54,-1,D'Aaron Davis Block.,26,43
19:52,-1,Timothy Stokes Defensive Rebound.,26,43
19:46,-1,Lashard Powell made Three Point Jumper. Assisted by Timothy Stokes.,29,43
19:28,2466,Iziahiah Sweeney made Jumper. Assisted by Jalan West.,29,45
19:02,-1,Timothy Stokes Turnover.,29,45
19:01,2466,Devonte Hall Steal.,29,45
18:59,2466,Devonte Hall made Layup.,29,47
18:31,-1,D'Aaron Davis Turnover.,29,47
18:31,-1,Foul on D'Aaron Davis.,29,47
18:15,-1,Foul on D'Aaron Davis.,29,47
18:15,2466,Darian Dixon made Free Throw.,29,48
18:15,2466,Darian Dixon made Free Throw.,29,49
17:50,-1,Lashard Powell missed Jumper.,29,49
17:50,2466,Darian Dixon Block.,29,49
17:48,2466,Darian Dixon Defensive Rebound.,29,49
17:45,2466,Iziahiah Sweeney missed Three Point Jumper.,29,49
17:45,2466,Jalan West Offensive Rebound.,29,49
17:39,2466,Ishmael Lane made Dunk. Assisted by Darian Dixon.,29,51
17:25,-1,Lashard Powell made Three Point Jumper. Assisted by Lejawon LeBlanc.,32,51
17:16,2466,Jalan West made Layup.,32,53
16:48,-1,Timothy Stokes missed Jumper.,32,53
16:48,2466,Ishmael Lane Defensive Rebound.,32,53
16:38,2466,Devonte Hall missed Three Point Jumper.,32,53
16:38,2466,Iziahiah Sweeney Offensive Rebound.,32,53
16:33,2466,Iziahiah Sweeney missed Jumper.,32,53
16:33,-1,Devon Washington Defensive Rebound.,32,53
16:25,-1,Lashard Powell made Layup. Assisted by Timothy Stokes.,34,53
16:17,2466,Jalan West missed Three Point Jumper.,34,53
16:17,2466,Darian Dixon Offensive Rebound.,34,53
16:12,2466,Darian Dixon missed Layup.,34,53
16:12,2466,Devonte Hall Defensive Rebound.,34,53
16:07,2466,Ishmael Lane missed Jumper.,34,53
16:07,-1,Devon Washington Defensive Rebound.,34,53
16:01,-1,Timothy Stokes missed Layup.,34,53
16:01,2466,Ishmael Lane Block.,34,53
16:00,-1,Devon Washington Offensive Rebound.,34,53
15:58,-1,Devon Washington made Layup.,36,53
15:37,2466,Ishmael Lane made Layup. Assisted by Iziahiah Sweeney.,36,55
15:37,-1,Foul on Lejawon LeBlanc.,36,55
15:37,2466,Official TV Timeout,36,55
15:37,2466,Ishmael Lane made Free Throw.,36,56
15:21,-1,Taylan Grogan Turnover.,36,56
15:21,-1,Foul on Taylan Grogan.,36,56
15:05,-1,Foul on Taylan Grogan.,36,56
14:49,2466,Larry Owens made Layup. Assisted by Caleb Starks.,36,58
14:23,2466,Foul on Caleb Starks.,36,58
14:11,-1,Travis Schultz missed Three Point Jumper.,36,58
14:11,2466,Caleb Starks Defensive Rebound.,36,58
13:55,2466,Malik Metoyer missed Layup.,36,58
13:55,-1,Lashard Powell Defensive Rebound.,36,58
13:49,-1,Devon Washington made Layup. Assisted by Lashard Powell.,38,58
13:33,2466,Larry Owens missed Layup.,38,58
13:33,-1,Devon Washington Defensive Rebound.,38,58
13:24,-1,Taylan Grogan made Three Point Jumper. Assisted by Devon Washington.,41,58
13:13,-1,Foul on Travis Schultz.,41,58
13:13,2466,Caleb Starks made Free Throw.,41,59
13:13,2466,Caleb Starks missed Free Throw.,41,59
13:13,-1,Travis Schultz Defensive Rebound.,41,59
12:48,-1,Taylan Grogan Turnover.,41,59
12:46,2466,C.J. Jones Steal.,41,59
12:44,2466,Caleb Starks made Layup.,41,61
12:30,-1,Louisiana College  Turnover.,41,61
12:21,2466,Larry Owens Turnover.,41,61
12:08,-1,Nick Burks missed Layup.,41,61
12:08,2466,Larry Owens Block.,41,61
12:06,2466,Brandon Hutton Defensive Rebound.,41,61
12:00,-1,Foul on Travis Schultz.,41,61
12:00,2466,Brandon Hutton made Free Throw.,41,62
12:00,2466,Brandon Hutton made Free Throw.,41,63
11:50,-1,Lashard Powell missed Layup.,41,63
11:50,2466,Larry Owens Block.,41,63
11:48,2466,Larry Owens Defensive Rebound.,41,63
11:45,2466,Larry Owens Turnover.,41,63
11:44,-1,Taylan Grogan Steal.,41,63
11:44,-1,Taylan Grogan made Layup.,43,63
11:44,2466,Foul on Larry Owens.,43,63
11:44,2466,Official TV Timeout,43,63
11:44,-1,Taylan Grogan made Free Throw.,44,63
11:40,-1,Foul on Taylan Grogan.,44,63
11:40,2466,Vontay Ott missed Free Throw.,44,63
11:40,-1,Lejawon LeBlanc Defensive Rebound.,44,63
11:19,-1,Nick Burks Turnover.,44,63
11:10,2466,Caleb Starks Turnover.,44,63
11:08,-1,Lejawon LeBlanc Steal.,44,63
11:05,2466,Foul on C.J. Jones.,44,63
11:05,-1,Lejawon LeBlanc missed Free Throw.,44,63
11:05,-1,Louisiana College Deadball Team Rebound.,44,63
11:05,-1,Lejawon LeBlanc missed Free Throw.,44,63
11:05,2466,Ishmael Lane Defensive Rebound.,44,63
10:55,2466,Ishmael Lane missed Jumper.,44,63
10:55,2466,Vontay Ott Offensive Rebound.,44,63
10:45,-1,Foul on Devon Washington.,44,63
10:45,2466,Darian Dixon made Free Throw.,44,64
10:45,2466,Darian Dixon made Free Throw.,44,65
10:38,-1,Lashard Powell missed Jumper.,44,65
10:38,2466,Iziahiah Sweeney Defensive Rebound.,44,65
10:29,2466,Ishmael Lane made Dunk. Assisted by Iziahiah Sweeney.,44,67
10:12,-1,Devon Washington made Jumper. Assisted by Lashard Powell.,46,67
9:48,2466,Iziahiah Sweeney missed Jumper.,46,67
9:48,2466,Ishmael Lane Offensive Rebound.,46,67
9:40,-1,Foul on Devon Washington.,46,67
9:40,2466,Iziahiah Sweeney missed Free Throw.,46,67
9:40,2466,Northwestern State Deadball Team Rebound.,46,67
9:40,2466,Iziahiah Sweeney made Free Throw.,46,68
9:35,-1,Foul on Jacquez Coleman.,46,68
9:34,-1,Jacquez Coleman Turnover.,46,68
9:30,2466,Jalan West made Three Point Jumper.,46,71
9:18,-1,Nick Burks made Three Point Jumper.,49,71
8:53,2466,Jalan West missed Three Point Jumper.,49,71
8:53,2466,Jalan West Offensive Rebound.,49,71
8:47,2466,Devonte Hall made Three Point Jumper. Assisted by Iziahiah Sweeney.,49,74
8:28,-1,Rex Hollis missed Jumper.,49,74
8:28,2466,Ishmael Lane Defensive Rebound.,49,74
8:17,-1,Foul on D'Aaron Davis.,49,74
8:17,2466,Ishmael Lane made Free Throw.,49,75
8:17,2466,Ishmael Lane made Free Throw.,49,76
8:10,-1,D'Aaron Davis Turnover.,49,76
8:09,2466,Iziahiah Sweeney Steal.,49,76
8:04,2466,Ishmael Lane missed Three Point Jumper.,49,76
8:04,-1,D'Aaron Davis Defensive Rebound.,49,76
7:43,2466,Foul on Iziahiah Sweeney.,49,76
7:43,2466,Official TV Timeout,49,76
7:43,-1,D'Aaron Davis missed Free Throw.,49,76
7:43,-1,Louisiana College Deadball Team Rebound.,49,76
7:43,-1,D'Aaron Davis missed Free Throw.,49,76
7:43,2466,Ishmael Lane Defensive Rebound.,49,76
7:28,2466,Ishmael Lane missed Layup.,49,76
7:28,-1,D'Aaron Davis Block.,49,76
7:28,-1,D'Aaron Davis Defensive Rebound.,49,76
7:16,-1,Taylan Grogan missed Three Point Jumper.,49,76
7:16,2466,Devonte Hall Defensive Rebound.,49,76
6:56,2466,Ishmael Lane made Dunk. Assisted by Devonte Hall.,49,78
6:29,-1,Taylan Grogan made Jumper.,51,78
6:21,2466,Brandon Hutton made Layup. Assisted by Devonte Hall.,51,80
6:07,-1,Lashard Powell Turnover.,51,80
6:05,2466,Ishmael Lane Steal.,51,80
6:02,2466,Brandon Hutton made Dunk. Assisted by Jalan West.,51,82
6:01,2466,Northwestern State  Timeout,51,82
5:34,-1,Rex Hollis Turnover.,51,82
5:32,2466,Larry Owens Steal.,51,82
5:08,2466,Jacob Guest missed Three Point Jumper.,51,82
5:08,-1,Nick Burks Defensive Rebound.,51,82
4:56,-1,Lashard Powell missed Three Point Jumper.,51,82
4:56,2466,Malik Metoyer Defensive Rebound.,51,82
4:31,2466,Vontay Ott made Layup.,51,84
4:10,-1,Lashard Powell missed Jumper.,51,84
4:10,2466,Vontay Ott Defensive Rebound.,51,84
3:50,2466,Larry Owens made Layup. Assisted by Jacob Guest.,51,86
3:47,2466,Official TV Timeout,51,86
3:38,-1,Louisiana College  Turnover.,51,86
3:21,2466,Caleb Starks Turnover.,51,86
3:00,-1,Torrian Lee missed Three Point Jumper.,51,86
3:00,-1,Lejawon LeBlanc Offensive Rebound.,51,86
2:55,-1,Lejawon LeBlanc missed Layup.,51,86
2:55,-1,Travis Schultz Offensive Rebound.,51,86
2:37,-1,Rex Hollis made Layup.,53,86
2:21,2466,Malik Metoyer made Layup. Assisted by Jacob Guest.,53,88
1:56,-1,Rex Hollis made Three Point Jumper. Assisted by Lejawon LeBlanc.,56,88
1:29,2466,Jacob Guest missed Three Point Jumper.,56,88
1:29,2466,Larry Owens Offensive Rebound.,56,88
1:18,2466,C.J. Jones Turnover.,56,88
1:16,-1,Rex Hollis Steal.,56,88
1:13,-1,Tyrik Landry made Layup.,58,88
0:44,2466,Jacob Guest Turnover.,58,88
0:38,2466,Foul on Jacob Guest.,58,88
0:33,-1,Tyrik Landry missed Three Point Jumper.,58,88
0:33,2466,Jacob Guest Defensive Rebound.,58,88
0:13,2466,Caleb Starks missed Layup.,58,88
0:13,-1,Travis Schultz Block.,58,88
0:11,2466,Caleb Starks Offensive Rebound.,58,88
