Alabama,12,Arizona,333
2:45,12,Deandre Ayton missed Jumper.,31,36
2:45,333,Donta Hall Defensive Rebound.,31,36
2:37,333,Dazon Ingram missed Jumper.,31,36
2:37,12,Brandon Randolph Defensive Rebound.,31,36
2:27,12,Brandon Randolph missed Layup.,31,36
2:27,12,Dusan Ristic Offensive Rebound.,31,36
2:22,12,Dusan Ristic Turnover.,31,36
2:22,333,Donta Hall Steal.,31,36
2:13,12,Foul on Parker Jackson-Cartwright.,31,36
2:13,12,Official TV Timeout,31,36
2:13,333,Donta Hall made Free Throw.,32,36
2:13,333,Donta Hall made Free Throw.,33,36
1:48,12,Deandre Ayton made Layup. Assisted by Parker Jackson-Cartwright.,33,38
1:34,12,Foul on Brandon Randolph.,33,38
1:34,333,Dazon Ingram made Free Throw.,34,38
1:34,333,Dazon Ingram missed Free Throw.,34,38
1:34,12,Deandre Ayton Defensive Rebound.,34,38
1:22,333,Foul on Galin Smith.,34,38
1:22,12,Deandre Ayton missed Free Throw.,34,38
1:22,12,Arizona Deadball Team Rebound.,34,38
1:22,12,Deandre Ayton missed Free Throw.,34,38
1:22,333,Dazon Ingram Defensive Rebound.,34,38
1:10,333,Collin Sexton missed Layup.,34,38
1:10,12,Parker Jackson-Cartwright Defensive Rebound.,34,38
1:05,12,Brandon Randolph missed Three Point Jumper.,34,38
1:05,333,John Petty Defensive Rebound.,34,38
0:54,333,Dazon Ingram made Three Point Jumper. Assisted by John Petty.,37,38
0:29,12,Deandre Ayton missed Jumper.,37,38
0:29,333,Dazon Ingram Defensive Rebound.,37,38
0:01,333,Collin Sexton made Three Point Jumper.,40,38
0:00,12,End of 1st half,40,38
20:00,333,Jump Ball won by Alabama,40,38
19:45,12,Foul on Allonzo Trier.,40,38
19:45,333,Collin Sexton made Free Throw.,41,38
19:45,333,Collin Sexton made Free Throw.,42,38
19:35,12,Brandon Randolph missed Jumper.,42,38
19:35,333,Dazon Ingram Defensive Rebound.,42,38
19:17,333,Riley Norris missed Three Point Jumper.,42,38
19:17,12,Dusan Ristic Defensive Rebound.,42,38
19:06,12,Allonzo Trier made Jumper.,42,40
18:45,333,Donta Hall made Jumper.,44,40
18:27,12,Allonzo Trier Turnover.,44,40
18:27,333,Donta Hall Steal.,44,40
18:22,333,Donta Hall made Layup.,46,40
18:03,333,Foul on Dazon Ingram.,46,40
17:55,12,Deandre Ayton made Three Point Jumper. Assisted by Parker Jackson-Cartwright.,46,43
17:38,333,Collin Sexton made Layup.,48,43
17:22,333,Foul on Riley Norris.,48,43
17:22,12,Allonzo Trier made Free Throw.,48,44
17:22,12,Allonzo Trier made Free Throw.,48,45
17:17,333,Collin Sexton made Three Point Jumper.,51,45
17:02,333,Foul on Collin Sexton.,51,45
16:49,12,Deandre Ayton missed Jumper.,51,45
16:49,333,Riley Norris Defensive Rebound.,51,45
16:43,333,Collin Sexton missed Dunk.,51,45
16:43,12,Rawle Alkins Defensive Rebound.,51,45
16:38,12,Rawle Alkins made Layup.,51,47
16:32,333,John Petty missed Three Point Jumper.,51,47
16:32,333,Donta Hall Offensive Rebound.,51,47
16:27,333,Donta Hall missed Dunk.,51,47
16:27,12,Parker Jackson-Cartwright Defensive Rebound.,51,47
16:19,12,Brandon Randolph made Jumper. Assisted by Deandre Ayton.,51,49
15:42,333,John Petty Turnover.,51,49
15:42,12,Parker Jackson-Cartwright Steal.,51,49
15:42,333,Foul on John Petty.,51,49
15:42,12,Official TV Timeout,51,49
15:23,12,Dusan Ristic missed Jumper.,51,49
15:23,333,Daniel Giddens Defensive Rebound.,51,49
15:19,333,Daniel Giddens Turnover.,51,49
15:19,12,Rawle Alkins Steal.,51,49
15:15,12,Brandon Randolph missed Layup.,51,49
15:15,333,Dazon Ingram Defensive Rebound.,51,49
15:11,12,Foul on Rawle Alkins.,51,49
14:41,333,Daniel Giddens made Jumper. Assisted by Dazon Ingram.,53,49
14:16,333,Foul on Daniel Giddens.,53,49
14:16,12,Allonzo Trier made Free Throw.,53,50
14:16,12,Allonzo Trier made Free Throw.,53,51
13:52,333,Daniel Giddens made Jumper. Assisted by Dazon Ingram.,55,51
13:37,12,Allonzo Trier missed Jumper.,55,51
13:37,12,Ira Lee Offensive Rebound.,55,51
13:30,12,Deandre Ayton made Dunk. Assisted by Allonzo Trier.,55,53
13:07,12,Foul on Parker Jackson-Cartwright.,55,53
13:02,333,Herb Jones Turnover.,55,53
12:50,12,Rawle Alkins missed Three Point Jumper.,55,53
12:50,333,John Petty Defensive Rebound.,55,53
12:38,333,Collin Sexton made Three Point Jumper.,58,53
12:28,12,Arizona  Timeout,58,53
12:15,12,Allonzo Trier made Three Point Jumper.,58,56
11:54,333,Collin Sexton missed Jumper.,58,56
11:54,12,Brandon Randolph Defensive Rebound.,58,56
11:40,12,Brandon Randolph made Three Point Jumper. Assisted by Parker Jackson-Cartwright.,58,59
11:24,333,Daniel Giddens made Dunk. Assisted by John Petty.,60,59
10:54,333,Foul on Herb Jones.,60,59
10:54,12,Official TV Timeout,60,59
10:54,333,Foul on John Petty.,60,59
10:54,12,Parker Jackson-Cartwright missed Free Throw.,60,59
10:54,333,Daniel Giddens Defensive Rebound.,60,59
10:40,12,Foul on Brandon Randolph.,60,59
10:37,333,Dazon Ingram missed Jumper.,60,59
10:37,12,Deandre Ayton Defensive Rebound.,60,59
10:28,333,Foul on Daniel Giddens.,60,59
10:28,12,Allonzo Trier made Free Throw.,60,60
10:28,12,Allonzo Trier missed Free Throw.,60,60
10:28,12,Deandre Ayton Offensive Rebound.,60,60
10:25,12,Deandre Ayton made Dunk.,60,62
10:02,12,Foul on Ira Lee.,60,62
10:02,333,Collin Sexton made Free Throw.,61,62
10:02,333,Collin Sexton made Free Throw.,62,62
9:49,12,Allonzo Trier made Three Point Jumper. Assisted by Parker Jackson-Cartwright.,62,65
9:20,333,Foul on Donta Hall.,62,65
9:20,333,Donta Hall Turnover.,62,65
9:12,12,Foul on Ira Lee.,62,65
9:12,12,Ira Lee Turnover.,62,65
9:02,333,John Petty made Three Point Jumper. Assisted by Dazon Ingram.,65,65
8:47,12,Rawle Alkins made Layup.,65,67
8:33,12,Foul on Ira Lee.,65,67
8:33,333,Dazon Ingram made Free Throw.,66,67
8:33,333,Dazon Ingram made Free Throw.,67,67
8:16,12,Ira Lee made Layup. Assisted by Allonzo Trier.,67,69
8:03,333,Dazon Ingram missed Layup.,67,69
8:03,12,Deandre Ayton Block.,67,69
8:03,12,Arizona Defensive Rebound.,67,69
8:00,333,Foul on Dazon Ingram.,67,69
8:00,12,Rawle Alkins missed Free Throw.,67,69
8:00,12,Arizona Deadball Team Rebound.,67,69
8:00,12,Official TV Timeout,67,69
8:00,12,Rawle Alkins made Free Throw.,67,70
7:37,333,Daniel Giddens missed Jumper.,67,70
7:37,12,Deandre Ayton Defensive Rebound.,67,70
7:26,12,Rawle Alkins Turnover.,67,70
7:26,333,Dazon Ingram Steal.,67,70
7:26,12,Foul on Rawle Alkins.,67,70
7:26,333,Collin Sexton made Free Throw.,68,70
7:26,333,Collin Sexton missed Free Throw.,68,70
7:26,12,Deandre Ayton Defensive Rebound.,68,70
7:09,12,Deandre Ayton Turnover.,68,70
7:00,333,John Petty missed Three Point Jumper.,68,70
7:00,12,Arizona Defensive Rebound.,68,70
6:46,12,Dusan Ristic made Jumper. Assisted by Brandon Randolph.,68,72
6:34,333,Alabama  Timeout,68,72
6:13,333,Collin Sexton missed Layup.,68,72
6:13,12,Deandre Ayton Defensive Rebound.,68,72
6:04,333,Foul on Dazon Ingram.,68,72
6:04,12,Allonzo Trier made Free Throw.,68,73
6:04,12,Allonzo Trier made Free Throw.,68,74
5:50,12,Foul on Brandon Randolph.,68,74
5:50,333,Dazon Ingram made Free Throw.,69,74
5:50,333,Dazon Ingram made Free Throw.,70,74
5:40,333,Foul on Herb Jones.,70,74
5:40,12,Allonzo Trier made Free Throw.,70,75
5:40,12,Allonzo Trier made Free Throw.,70,76
5:29,12,Foul on Allonzo Trier.,70,76
5:29,333,Collin Sexton made Free Throw.,71,76
5:29,333,Collin Sexton made Free Throw.,72,76
5:22,12,Parker Jackson-Cartwright missed Three Point Jumper.,72,76
5:22,333,Alabama Defensive Rebound.,72,76
5:05,333,Collin Sexton missed Three Point Jumper.,72,76
5:05,333,Donta Hall Offensive Rebound.,72,76
4:58,333,Donta Hall missed Layup.,72,76
4:58,12,Dusan Ristic Defensive Rebound.,72,76
4:52,12,Rawle Alkins missed Three Point Jumper.,72,76
4:52,333,Dazon Ingram Defensive Rebound.,72,76
4:45,333,Collin Sexton made Layup. Assisted by Dazon Ingram.,74,76
4:13,12,Allonzo Trier Turnover.,74,76
4:13,333,Dazon Ingram Steal.,74,76
4:07,333,Dazon Ingram missed Layup.,74,76
4:07,12,Rawle Alkins Block.,74,76
4:07,12,Parker Jackson-Cartwright Defensive Rebound.,74,76
3:58,12,Official TV Timeout,74,76
3:45,12,Dusan Ristic missed Jumper.,74,76
3:45,333,Donta Hall Defensive Rebound.,74,76
3:18,12,Foul on Allonzo Trier.,74,76
3:18,333,Collin Sexton made Free Throw.,75,76
3:18,333,Collin Sexton made Free Throw.,76,76
2:54,12,Dusan Ristic missed Jumper.,76,76
2:54,12,Deandre Ayton Offensive Rebound.,76,76
2:54,12,Deandre Ayton made Two Point Tip Shot.,76,78
2:34,333,Collin Sexton missed Layup.,76,78
2:34,12,Allonzo Trier Defensive Rebound.,76,78
2:28,12,Allonzo Trier missed Three Point Jumper.,76,78
2:28,12,Deandre Ayton Offensive Rebound.,76,78
2:24,333,Foul on Herb Jones.,76,78
2:24,12,Deandre Ayton missed Free Throw.,76,78
2:24,12,Arizona Deadball Team Rebound.,76,78
2:24,12,Deandre Ayton made Free Throw.,76,79
2:19,333,Alabama  Timeout,76,79
2:10,12,Foul on Dusan Ristic.,76,79
2:10,333,Donta Hall made Free Throw.,77,79
2:10,333,Donta Hall missed Free Throw.,77,79
2:10,12,Deandre Ayton Defensive Rebound.,77,79
1:49,12,Deandre Ayton made Jumper. Assisted by Rawle Alkins.,77,81
1:34,333,John Petty missed Three Point Jumper.,77,81
1:34,12,Deandre Ayton Defensive Rebound.,77,81
1:05,12,Deandre Ayton made Jumper. Assisted by Allonzo Trier.,77,83
0:54,333,Dazon Ingram missed Three Point Jumper.,77,83
0:54,12,Dusan Ristic Defensive Rebound.,77,83
0:50,333,Foul on Riley Norris.,77,83
0:50,12,Dusan Ristic missed Free Throw.,77,83
0:50,12,Arizona Deadball Team Rebound.,77,83
0:50,12,Dusan Ristic made Free Throw.,77,84
0:39,333,Riley Norris made Three Point Jumper. Assisted by Collin Sexton.,80,84
0:34,333,Foul on Collin Sexton.,80,84
0:34,12,Allonzo Trier made Free Throw.,80,85
0:34,12,Allonzo Trier missed Free Throw.,80,85
0:34,333,Donta Hall Defensive Rebound.,80,85
0:19,12,Foul on Ira Lee.,80,85
0:19,333,Collin Sexton made Free Throw.,81,85
0:19,333,Collin Sexton made Free Throw.,82,85
0:16,333,Foul on Herb Jones.,82,85
0:16,12,Allonzo Trier made Free Throw.,82,86
0:16,12,Allonzo Trier made Free Throw.,82,87
0:16,333,Alabama  Timeout,82,87
0:08,333,John Petty missed Three Point Jumper.,82,87
0:08,12,Arizona Deadball Team Rebound.,82,87
0:08,333,Foul on Collin Sexton.,82,87
0:08,12,Rawle Alkins missed Free Throw.,82,87
0:08,12,Arizona Deadball Team Rebound.,82,87
0:08,12,Rawle Alkins made Free Throw.,82,88
0:08,12,Arizona  Timeout,82,88
0:01,333,Riley Norris missed Three Point Jumper.,82,88
0:01,12,Arizona Deadball Team Rebound.,82,88
0:00,12,End of Game,82,88
