NW Nazarene,Error,Idaho State,304
14:12,-1,Sam Roth Steal.,7,13
14:07,-1,Obi Megwa Turnover.,7,13
13:41,-1,Foul on Jayden Bezzant.,7,13
13:38,304,Balint Mocsan missed Three Point Jumper.,7,13
13:38,304,Geno Luzcando Offensive Rebound.,7,13
13:33,304,Geno Luzcando Turnover.,7,13
13:33,-1,Maurice Jones Steal.,7,13
13:14,-1,Khalil Thompson missed Layup.,7,13
13:14,304,Novak Topalovic Defensive Rebound.,7,13
13:07,304,Novak Topalovic Turnover.,7,13
13:02,-1,Khalil Thompson made Three Point Jumper.,10,13
12:40,304,Balint Mocsan Turnover.,10,13
12:27,-1,Sam Roth missed Jumper.,10,13
12:27,304,Geno Luzcando Block.,10,13
12:24,304,Geno Luzcando Defensive Rebound.,10,13
12:19,304,Brandon Boyd Turnover.,10,13
12:06,-1,Khalil Thompson made Three Point Jumper.,13,13
11:42,304,Balint Mocsan made Three Point Jumper. Assisted by Brandon Boyd.,13,16
11:26,-1,Khalil Thompson missed Layup.,13,16
11:26,304,Novak Topalovic Block.,13,16
11:26,-1,Northwest Nazarene Offensive Rebound.,13,16
11:25,304,Official TV Timeout,13,16
11:19,-1,Maurice Jones missed Layup.,13,16
11:19,304,Novak Topalovic Block.,13,16
11:16,-1,Maurice Jones Offensive Rebound.,13,16
10:59,-1,Khalil Thompson Turnover.,13,16
10:47,304,Novak Topalovic missed Jumper.,13,16
10:47,304,Novak Topalovic Offensive Rebound.,13,16
10:44,304,Novak Topalovic made Layup.,13,18
10:35,-1,Obi Megwa missed Jumper.,13,18
10:35,304,Brandon Boyd Defensive Rebound.,13,18
10:25,-1,Foul on Olamilekan Adetunji.,13,18
10:25,304,Brandon Boyd made Free Throw.,13,19
10:25,304,Brandon Boyd made Free Throw.,13,20
10:12,-1,Khalil Thompson missed Three Point Jumper.,13,20
10:12,-1,Northwest Nazarene Offensive Rebound.,13,20
10:07,-1,Olamilekan Adetunji missed Jumper.,13,20
10:07,304,Jacob McCord Defensive Rebound.,13,20
9:53,304,Sam Dowd missed Jumper.,13,20
9:53,-1,Olamilekan Adetunji Defensive Rebound.,13,20
9:43,-1,Obi Megwa made Jumper.,15,20
9:18,304,Erik Nakken Turnover.,15,20
9:17,-1,Jayden Bezzant Steal.,15,20
9:13,-1,Jayden Bezzant made Jumper.,17,20
8:52,-1,Foul on Olamilekan Adetunji.,17,20
8:42,304,Jacob McCord Turnover.,17,20
8:21,-1,Felix White made Jumper. Assisted by Jayden Bezzant.,19,20
8:07,304,Balint Mocsan missed Jumper.,19,20
8:07,-1,Marko Lepovic Defensive Rebound.,19,20
7:58,-1,Marko Lepovic missed Three Point Jumper.,19,20
7:58,304,Idaho State Deadball Team Rebound.,19,20
7:55,-1,Foul on Felix White.,19,20
7:54,304,Official TV Timeout,19,20
7:44,304,Foul on Jacob McCord.,19,20
7:44,304,Jacob McCord Turnover.,19,20
7:21,-1,Obi Megwa Turnover.,19,20
7:00,304,Jacob McCord missed Jumper.,19,20
7:00,304,Kyle Ingram Offensive Rebound.,19,20
6:51,304,Jacob McCord made Jumper.,19,22
6:42,-1,Obi Megwa missed Jumper.,19,22
6:42,304,Geno Luzcando Defensive Rebound.,19,22
6:35,304,Jared Stutzman made Layup.,19,24
6:20,-1,Foul on Maurice Jones.,19,24
6:20,-1,Maurice Jones Turnover.,19,24
6:07,304,Balint Mocsan missed Layup.,19,24
6:07,-1,Felix White Defensive Rebound.,19,24
5:59,-1,Jayden Bezzant missed Three Point Jumper.,19,24
5:59,304,Balint Mocsan Defensive Rebound.,19,24
5:49,304,Balint Mocsan missed Three Point Jumper.,19,24
5:49,-1,Jayden Bezzant Defensive Rebound.,19,24
5:39,-1,Sam Roth made Three Point Jumper. Assisted by Obi Megwa.,22,24
5:21,304,Jacob McCord made Layup.,22,26
5:11,-1,Khalil Thompson made Three Point Jumper. Assisted by Obi Megwa.,25,26
4:51,304,Balint Mocsan made Layup.,25,28
4:49,304,Foul on Novak Topalovic.,25,28
4:48,-1,Khalil Thompson missed Three Point Jumper.,25,28
4:48,304,Jared Stutzman Defensive Rebound.,25,28
4:34,304,Idaho State  Timeout,25,28
4:12,304,Novak Topalovic missed Jumper.,25,28
4:12,304,Kyle Ingram Offensive Rebound.,25,28
4:09,304,Kyle Ingram made Two Point Tip Shot.,25,30
4:03,-1,Khalil Thompson missed Three Point Jumper.,25,30
4:03,304,Novak Topalovic Defensive Rebound.,25,30
3:39,-1,Foul on Olamilekan Adetunji.,25,30
3:39,304,Official TV Timeout,25,30
3:39,304,Geno Luzcando missed Free Throw.,25,30
3:39,304,Novak Topalovic Offensive Rebound.,25,30
3:22,304,Geno Luzcando Turnover.,25,30
3:20,-1,Maurice Jones Steal.,25,30
3:17,-1,Obi Megwa missed Layup.,25,30
3:17,304,Idaho State Deadball Team Rebound.,25,30
3:17,-1,Foul on Felix White.,25,30
3:17,304,Novak Topalovic made Free Throw.,25,31
3:17,304,Novak Topalovic made Free Throw.,25,32
3:03,-1,Maurice Jones missed Layup.,25,32
3:03,304,Jacob McCord Defensive Rebound.,25,32
2:41,-1,Foul on Carlos Garcia.,25,32
2:41,304,Jacob McCord missed Free Throw.,25,32
2:41,304,Idaho State Deadball Team Rebound.,25,32
2:41,304,Jacob McCord made Free Throw.,25,33
2:31,-1,Obi Megwa made Jumper.,27,33
2:09,304,Jacob McCord made Jumper.,27,35
1:57,-1,Khalil Thompson made Three Point Jumper.,30,35
1:23,-1,Foul on Carlos Garcia.,30,35
1:23,304,Brandon Boyd made Free Throw.,30,36
1:23,304,Brandon Boyd made Free Throw.,30,37
1:12,304,Foul on Balint Mocsan.,30,37
1:12,-1,Khalil Thompson made Free Throw.,31,37
1:12,-1,Khalil Thompson made Free Throw.,32,37
1:01,304,Brandon Boyd made Jumper.,32,39
0:47,-1,Khalil Thompson missed Layup.,32,39
0:47,-1,Northwest Nazarene Offensive Rebound.,32,39
0:38,-1,Jayden Bezzant missed Three Point Jumper.,32,39
0:38,304,Jacob McCord Defensive Rebound.,32,39
0:07,304,Brandon Boyd Turnover.,32,39
0:01,-1,Jayden Bezzant Turnover.,32,39
0:00,304,End of 1st half,32,39
19:40,304,Geno Luzcando Turnover.,32,39
19:38,-1,Jayden Bezzant Steal.,32,39
19:35,-1,Obi Megwa missed Layup.,32,39
19:35,-1,Maurice Jones Offensive Rebound.,32,39
19:30,-1,Maurice Jones missed Jumper.,32,39
19:30,304,Kyle Ingram Defensive Rebound.,32,39
19:22,304,Jared Stutzman missed Three Point Jumper.,32,39
19:22,304,Idaho State Deadball Team Rebound.,32,39
19:20,-1,Foul on Obi Megwa.,32,39
19:20,304,Jared Stutzman made Free Throw.,32,40
19:20,304,Jared Stutzman made Free Throw.,32,41
19:20,304,Jared Stutzman made Free Throw.,32,42
19:05,-1,Jayden Bezzant missed Three Point Jumper.,32,42
19:05,304,Jared Stutzman Defensive Rebound.,32,42
18:51,304,Balint Mocsan missed Three Point Jumper.,32,42
18:51,304,Novak Topalovic Offensive Rebound.,32,42
18:30,304,Geno Luzcando Turnover.,32,42
18:29,-1,Maurice Jones Steal.,32,42
18:22,-1,Khalil Thompson missed Jumper.,32,42
18:22,304,Geno Luzcando Defensive Rebound.,32,42
18:15,304,Balint Mocsan made Three Point Jumper. Assisted by Jared Stutzman.,32,45
18:06,-1,Northwest Nazarene  Timeout,32,45
18:06,304,Official TV Timeout,32,45
17:54,-1,Maurice Jones missed Three Point Jumper.,32,45
17:54,304,Jared Stutzman Defensive Rebound.,32,45
17:46,304,Foul on Kyle Ingram.,32,45
17:46,304,Kyle Ingram Turnover.,32,45
17:33,-1,Felix White missed Jumper.,32,45
17:33,304,Geno Luzcando Defensive Rebound.,32,45
17:20,304,Novak Topalovic missed Jumper.,32,45
17:20,304,Novak Topalovic Offensive Rebound.,32,45
17:14,304,Geno Luzcando made Layup. Assisted by Novak Topalovic.,32,47
17:04,-1,Obi Megwa missed Jumper.,32,47
17:04,304,Geno Luzcando Defensive Rebound.,32,47
17:01,-1,Foul on Felix White.,32,47
16:52,304,Jared Stutzman made Layup. Assisted by Kyle Ingram.,32,49
16:42,-1,Maurice Jones made Three Point Jumper. Assisted by Obi Megwa.,35,49
16:16,304,Novak Topalovic Turnover.,35,49
16:14,-1,Obi Megwa Steal.,35,49
16:10,304,Foul on Jared Stutzman.,35,49
16:10,-1,Jayden Bezzant missed Free Throw.,35,49
16:10,-1,Northwest Nazarene Deadball Team Rebound.,35,49
16:10,-1,Jayden Bezzant missed Free Throw.,35,49
16:10,304,Kyle Ingram Defensive Rebound.,35,49
15:52,304,Novak Topalovic missed Jumper.,35,49
15:52,-1,Maurice Jones Defensive Rebound.,35,49
15:37,-1,Maurice Jones missed Jumper.,35,49
15:37,304,Kyle Ingram Block.,35,49
15:34,-1,Maurice Jones Offensive Rebound.,35,49
15:33,304,Foul on Kyle Ingram.,35,49
15:33,304,Official TV Timeout,35,49
15:33,-1,Maurice Jones missed Free Throw.,35,49
15:33,-1,Northwest Nazarene Deadball Team Rebound.,35,49
15:33,-1,Maurice Jones made Free Throw.,36,49
15:15,304,Novak Topalovic made Jumper.,36,51
14:59,-1,Maurice Jones missed Three Point Jumper.,36,51
14:59,304,Kyle Ingram Defensive Rebound.,36,51
14:46,-1,Foul on Maurice Jones.,36,51
14:46,304,Geno Luzcando missed Free Throw.,36,51
14:46,304,Idaho State Deadball Team Rebound.,36,51
14:46,304,Geno Luzcando made Free Throw.,36,52
14:40,-1,Obi Megwa Turnover.,36,52
14:40,304,Geno Luzcando Steal.,36,52
14:40,-1,Foul on Obi Megwa.,36,52
14:23,304,Foul on Novak Topalovic.,36,52
14:23,304,Novak Topalovic Turnover.,36,52
14:11,-1,Jayden Bezzant made Jumper.,38,52
13:44,304,Balint Mocsan Turnover.,38,52
13:35,-1,Jayden Bezzant missed Three Point Jumper.,38,52
13:35,304,Balint Mocsan Defensive Rebound.,38,52
13:30,-1,Foul on Jayden Bezzant.,38,52
13:14,304,Geno Luzcando missed Three Point Jumper.,38,52
13:14,-1,Jayden Bezzant Defensive Rebound.,38,52
12:59,304,Foul on Balint Mocsan.,38,52
12:59,-1,Khalil Thompson made Free Throw.,39,52
12:59,-1,Khalil Thompson made Free Throw.,40,52
12:49,304,Brandon Boyd missed Layup.,40,52
12:49,-1,Olamilekan Adetunji Block.,40,52
12:49,304,Idaho State Offensive Rebound.,40,52
12:49,-1,Foul on Olamilekan Adetunji.,40,52
12:34,304,Geno Luzcando missed Three Point Jumper.,40,52
12:34,-1,Northwest Nazarene Defensive Rebound.,40,52
12:16,-1,Khalil Thompson missed Layup.,40,52
12:16,304,Geno Luzcando Defensive Rebound.,40,52
12:03,304,Kyle Ingram missed Jumper.,40,52
12:03,-1,Marko Lepovic Defensive Rebound.,40,52
11:54,-1,Khalil Thompson missed Three Point Jumper.,40,52
11:54,304,Geno Luzcando Defensive Rebound.,40,52
11:47,-1,Foul on Nikola Prvulj.,40,52
11:47,304,Official TV Timeout,40,52
11:47,304,Geno Luzcando made Free Throw.,40,53
11:47,304,Geno Luzcando missed Free Throw.,40,53
11:47,-1,Maurice Jones Defensive Rebound.,40,53
11:34,-1,Felix White Turnover.,40,53
11:32,304,Geno Luzcando Steal.,40,53
11:30,304,Geno Luzcando missed Dunk.,40,53
11:30,-1,Sam Roth Defensive Rebound.,40,53
11:15,304,Foul on Kyle Ingram.,40,53
11:11,-1,Maurice Jones missed Three Point Jumper.,40,53
11:11,304,Jacob McCord Defensive Rebound.,40,53
10:57,-1,Luke Wicks Turnover.,40,53
10:57,-1,Maurice Jones Steal.,40,53
10:46,-1,Khalil Thompson missed Layup.,40,53
10:46,304,Jacob McCord Defensive Rebound.,40,53
10:40,304,Jacob McCord missed Layup.,40,53
10:40,-1,Marko Lepovic Defensive Rebound.,40,53
10:30,-1,Obi Megwa missed Jumper.,40,53
10:30,304,Sam Dowd Defensive Rebound.,40,53
10:24,304,Balint Mocsan missed Three Point Jumper.,40,53
10:24,304,Jacob McCord Offensive Rebound.,40,53
10:16,304,Kyle Ingram made Layup. Assisted by Sam Dowd.,40,55
10:05,-1,Maurice Jones made Layup.,42,55
9:50,304,Jacob McCord missed Jumper.,42,55
9:50,-1,Northwest Nazarene Defensive Rebound.,42,55
9:39,-1,Foul on Obi Megwa.,42,55
9:39,-1,Obi Megwa Turnover.,42,55
9:24,-1,Foul on Felix White.,42,55
9:24,304,Novak Topalovic made Free Throw.,42,56
9:24,304,Novak Topalovic made Free Throw.,42,57
9:15,-1,Khalil Thompson missed Three Point Jumper.,42,57
9:15,304,Jared Stutzman Defensive Rebound.,42,57
9:01,-1,Foul on Felix White.,42,57
9:01,304,Sam Dowd missed Free Throw.,42,57
9:01,304,Idaho State Deadball Team Rebound.,42,57
9:01,304,Sam Dowd made Free Throw.,42,58
8:47,-1,Olamilekan Adetunji missed Layup.,42,58
8:47,304,Jared Stutzman Defensive Rebound.,42,58
8:32,304,Novak Topalovic Turnover.,42,58
8:17,-1,Jayden Bezzant made Jumper.,44,58
7:56,-1,Foul on Olamilekan Adetunji.,44,58
7:56,304,Official TV Timeout,44,58
7:56,304,Novak Topalovic made Free Throw.,44,59
7:56,304,Novak Topalovic made Free Throw.,44,60
7:45,-1,Jayden Bezzant missed Jumper.,44,60
7:45,-1,Northwest Nazarene Deadball Team Rebound.,44,60
7:44,304,Foul on Novak Topalovic.,44,60
7:44,-1,Maurice Jones made Free Throw.,45,60
7:44,-1,Maurice Jones missed Free Throw.,45,60
7:44,304,Novak Topalovic Defensive Rebound.,45,60
7:38,-1,Technical Foul on Khalil Thompson.,45,60
7:38,-1,Khalil Thompson Turnover.,45,60
7:38,-1,Foul on Khalil Thompson.,45,60
7:38,304,Brandon Boyd missed Free Throw.,45,60
7:38,304,Idaho State Deadball Team Rebound.,45,60
7:38,304,Brandon Boyd made Free Throw.,45,61
7:38,304,Geno Luzcando Turnover.,45,61
7:29,304,Foul on Erik Nakken.,45,61
7:29,-1,Maurice Jones made Free Throw.,46,61
7:29,-1,Maurice Jones made Free Throw.,47,61
7:10,304,Jacob McCord Turnover.,47,61
7:08,-1,Jayden Bezzant Steal.,47,61
7:05,-1,Sam Roth made Layup. Assisted by Jayden Bezzant.,49,61
7:05,304,Foul on Erik Nakken.,49,61
7:05,-1,Sam Roth made Free Throw.,50,61
6:52,304,Jared Stutzman made Three Point Jumper. Assisted by Balint Mocsan.,50,64
6:37,-1,Obi Megwa missed Jumper.,50,64
6:37,-1,Maurice Jones Offensive Rebound.,50,64
6:34,-1,Maurice Jones missed Jumper.,50,64
6:34,-1,Maurice Jones Offensive Rebound.,50,64
6:32,304,Foul on Jacob McCord.,50,64
6:32,-1,Maurice Jones made Free Throw.,51,64
6:32,-1,Maurice Jones made Free Throw.,52,64
6:15,304,Geno Luzcando Turnover.,52,64
6:13,-1,Marko Lepovic Steal.,52,64
6:10,-1,Jayden Bezzant Turnover.,52,64
6:07,304,Geno Luzcando Steal.,52,64
5:51,304,Jacob McCord Turnover.,52,64
5:40,-1,Jayden Bezzant missed Three Point Jumper.,52,64
5:40,304,Balint Mocsan Defensive Rebound.,52,64
5:31,304,Jared Stutzman made Jumper.,52,66
5:21,-1,Obi Megwa made Layup.,54,66
5:00,304,Balint Mocsan made Layup.,54,68
4:44,304,Foul on Geno Luzcando.,54,68
4:44,-1,Jayden Bezzant missed Free Throw.,54,68
4:44,-1,Northwest Nazarene Deadball Team Rebound.,54,68
4:44,-1,Jayden Bezzant made Free Throw.,55,68
4:30,304,Balint Mocsan missed Three Point Jumper.,55,68
4:30,-1,Sam Roth Defensive Rebound.,55,68
4:19,-1,Obi Megwa made Jumper.,57,68
3:52,304,Novak Topalovic made Jumper.,57,70
3:39,-1,Obi Megwa missed Jumper.,57,70
3:39,304,Novak Topalovic Defensive Rebound.,57,70
3:32,-1,Foul on Carlos Garcia.,57,70
3:32,304,Official TV Timeout,57,70
3:32,304,Novak Topalovic missed Free Throw.,57,70
3:32,304,Idaho State Deadball Team Rebound.,57,70
3:32,304,Novak Topalovic made Free Throw.,57,71
3:18,-1,Carlos Garcia missed Jumper.,57,71
3:18,-1,Maurice Jones Offensive Rebound.,57,71
3:14,304,Foul on Geno Luzcando.,57,71
3:14,-1,Maurice Jones missed Free Throw.,57,71
3:14,-1,Northwest Nazarene Deadball Team Rebound.,57,71
3:14,-1,Maurice Jones missed Free Throw.,57,71
3:14,304,Kyle Ingram Defensive Rebound.,57,71
2:54,-1,Luke Wicks Turnover.,57,71
2:53,-1,Maurice Jones Steal.,57,71
2:50,-1,Maurice Jones missed Layup.,57,71
2:50,-1,Obi Megwa Offensive Rebound.,57,71
2:47,-1,Obi Megwa missed Jumper.,57,71
2:47,304,Balint Mocsan Block.,57,71
2:45,304,Balint Mocsan Defensive Rebound.,57,71
2:14,304,Balint Mocsan missed Jumper.,57,71
2:14,304,Idaho State Offensive Rebound.,57,71
1:51,304,Kyle Ingram missed Jumper.,57,71
1:51,-1,Obi Megwa Defensive Rebound.,57,71
1:41,-1,Obi Megwa missed Three Point Jumper.,57,71
1:41,304,Idaho State Deadball Team Rebound.,57,71
1:38,-1,Foul on Maurice Jones.,57,71
1:38,304,Jared Stutzman missed Free Throw.,57,71
1:38,304,Idaho State Deadball Team Rebound.,57,71
1:38,304,Novak Topalovic Turnover.,57,71
1:22,-1,Zac Ferguson missed Jumper.,57,71
1:22,304,Kyle Ingram Block.,57,71
1:20,304,Kyle Ingram Defensive Rebound.,57,71
1:12,304,Idaho State  Timeout,57,71
0:52,304,Brandon Boyd missed Three Point Jumper.,57,71
0:52,304,Geno Luzcando Offensive Rebound.,57,71
0:47,-1,Foul on Carlos Garcia.,57,71
0:47,304,Geno Luzcando made Free Throw.,57,72
0:47,304,Geno Luzcando made Free Throw.,57,73
0:32,-1,Sam Franks Turnover.,57,73
0:30,304,Geno Luzcando Steal.,57,73
0:00,304,End of Game,57,73
