California,21,San Diego State,25
6:15,25,Foul on Marcus Lee.,25,19
6:15,25,Marcus Lee Turnover.,25,19
6:02,25,Foul on Kingsley Okoroh.,25,19
6:02,21,Jalen McDaniels made Free Throw.,25,20
6:02,21,Jalen McDaniels made Free Throw.,25,21
5:36,25,Justice Sueing made Three Point Jumper. Assisted by Don Coleman.,28,21
5:13,21,Trey Kell made Three Point Jumper. Assisted by Jalen McDaniels.,28,24
5:12,25,Foul on Justice Sueing.,28,24
5:12,21,Malik Pope made Free Throw.,28,25
5:12,21,Malik Pope made Free Throw.,28,26
4:54,25,Don Coleman missed Jumper.,28,26
4:54,25,Kingsley Okoroh Offensive Rebound.,28,26
4:46,25,Kingsley Okoroh Turnover.,28,26
4:30,21,Matt Mitchell missed Three Point Jumper.,28,26
4:30,25,Kingsley Okoroh Defensive Rebound.,28,26
4:05,25,Don Coleman missed Jumper.,28,26
4:05,21,Malik Pope Defensive Rebound.,28,26
3:59,21,Matt Mitchell made Three Point Jumper. Assisted by Malik Pope.,28,29
3:51,25,California  Timeout,28,29
3:51,21,Official TV Timeout,28,29
3:44,21,Foul on Jalen McDaniels.,28,29
3:44,25,Kingsley Okoroh made Free Throw.,29,29
3:44,25,Kingsley Okoroh missed Free Throw.,29,29
3:44,21,Matt Mitchell Defensive Rebound.,29,29
3:32,21,Jalen McDaniels missed Jumper.,29,29
3:32,25,Don Coleman Defensive Rebound.,29,29
3:17,25,Grant Anticevich missed Three Point Jumper.,29,29
3:17,21,Jalen McDaniels Defensive Rebound.,29,29
3:06,21,Foul on Malik Pope.,29,29
3:06,21,Malik Pope Turnover.,29,29
2:52,25,Darius McNeill made Three Point Jumper. Assisted by Kingsley Okoroh.,32,29
2:28,21,Max Montana missed Three Point Jumper.,32,29
2:28,25,Don Coleman Defensive Rebound.,32,29
2:25,25,Don Coleman Turnover.,32,29
2:25,21,Max Montana missed Three Point Jumper.,32,29
2:25,25,Grant Anticevich Defensive Rebound.,32,29
2:10,25,Darius McNeill made Jumper.,34,29
2:04,21,Trey Kell Turnover.,34,29
2:04,25,Don Coleman Steal.,34,29
2:04,25,California  Timeout,34,29
1:53,21,Foul on Matt Mitchell.,34,29
1:53,25,Darius McNeill made Free Throw.,35,29
1:53,25,Darius McNeill made Free Throw.,36,29
1:37,21,Matt Mitchell made Three Point Jumper. Assisted by Jeremy Hemsley.,36,32
1:05,25,Kingsley Okoroh missed Jumper.,36,32
1:05,25,Juhwan Harris-Dyson Offensive Rebound.,36,32
1:02,25,Juhwan Harris-Dyson made Layup.,38,32
0:44,25,Foul on Kingsley Okoroh.,38,32
0:44,21,Jeremy Hemsley made Free Throw.,38,33
0:44,21,Jeremy Hemsley made Free Throw.,38,34
0:29,21,Foul on Jalen McDaniels.,38,34
0:29,25,Grant Anticevich missed Free Throw.,38,34
0:29,25,California Deadball Team Rebound.,38,34
0:29,25,Grant Anticevich made Free Throw.,39,34
0:29,21,San Diego State  Timeout,39,34
0:05,21,Trey Kell missed Jumper.,39,34
0:05,25,Juhwan Harris-Dyson Defensive Rebound.,39,34
0:00,21,End of 1st half,39,34
19:44,21,Trey Kell Turnover.,39,34
19:42,25,Kingsley Okoroh Steal.,39,34
19:38,25,Justice Sueing made Layup. Assisted by Don Coleman.,41,34
19:13,21,Devin Watson missed Three Point Jumper.,41,34
19:13,25,Kingsley Okoroh Defensive Rebound.,41,34
18:43,25,Justice Sueing made Jumper.,43,34
18:27,21,Matt Mitchell missed Three Point Jumper.,43,34
18:27,25,Kingsley Okoroh Defensive Rebound.,43,34
17:57,25,Darius McNeill missed Jumper.,43,34
17:57,21,Devin Watson Defensive Rebound.,43,34
17:54,21,Devin Watson Turnover.,43,34
17:52,25,Justice Sueing Steal.,43,34
17:30,25,Justice Sueing made Three Point Jumper. Assisted by Don Coleman.,46,34
17:15,21,Trey Kell missed Jumper.,46,34
17:14,25,Justice Sueing Block.,46,34
17:13,25,Justice Sueing Defensive Rebound.,46,34
16:53,25,Marcus Lee made Layup. Assisted by Don Coleman.,48,34
16:46,21,San Diego State  Timeout,48,34
16:46,21,Official TV Timeout,48,34
16:31,21,Devin Watson missed Three Point Jumper.,48,34
16:31,21,Matt Mitchell Offensive Rebound.,48,34
16:25,21,Matt Mitchell made Layup.,48,36
16:11,25,Don Coleman missed Jumper.,48,36
16:11,21,Malik Pope Block.,48,36
16:08,21,Jalen McDaniels Defensive Rebound.,48,36
16:02,21,Jeremy Hemsley made Layup.,48,38
15:40,25,Foul on Kingsley Okoroh.,48,38
15:40,25,Kingsley Okoroh Turnover.,48,38
15:40,21,Official TV Timeout,48,38
15:16,21,Malik Pope made Jumper. Assisted by Jeremy Hemsley.,48,40
14:45,25,Don Coleman made Layup.,50,40
14:45,21,Foul on Jeremy Hemsley.,50,40
14:45,25,Don Coleman made Free Throw.,51,40
14:23,21,Malik Pope missed Jumper.,51,40
14:23,25,Grant Anticevich Defensive Rebound.,51,40
13:52,25,Kingsley Okoroh missed Jumper.,51,40
13:52,21,Malik Pope Defensive Rebound.,51,40
13:44,21,Jeremy Hemsley missed Three Point Jumper.,51,40
13:44,25,Kingsley Okoroh Defensive Rebound.,51,40
13:30,25,California  Turnover.,51,40
13:13,21,Jeremy Hemsley Turnover.,51,40
13:13,25,Marcus Lee Steal.,51,40
13:10,25,Don Coleman made Layup.,53,40
12:52,21,Jeremy Hemsley made Layup.,53,42
12:28,25,Foul on Don Coleman.,53,42
12:28,25,Don Coleman Turnover.,53,42
12:13,21,Malik Pope made Layup. Assisted by Matt Mitchell.,53,44
11:54,25,Justice Sueing missed Three Point Jumper.,53,44
11:54,21,Max Montana Defensive Rebound.,53,44
11:42,21,Jeremy Hemsley made Three Point Jumper. Assisted by Matt Mitchell.,53,47
11:26,25,Darius McNeill Turnover.,53,47
11:24,21,Malik Pope Steal.,53,47
11:22,21,Official TV Timeout,53,47
11:22,25,Foul on Darius McNeill.,53,47
11:22,21,Official TV Timeout,53,47
11:08,21,Max Montana missed Three Point Jumper.,53,47
11:08,25,Marcus Lee Defensive Rebound.,53,47
10:42,25,Darius McNeill missed Three Point Jumper.,53,47
10:42,25,Kingsley Okoroh Offensive Rebound.,53,47
10:36,21,Foul on Matt Mitchell.,53,47
10:31,21,Foul on Jalen McDaniels.,53,47
10:20,25,Don Coleman made Layup.,55,47
9:56,21,Jeremy Hemsley Turnover.,55,47
9:56,25,Darius McNeill Steal.,55,47
9:49,25,Don Coleman missed Layup.,55,47
9:48,21,Malik Pope Block.,55,47
9:47,21,Matt Mitchell Defensive Rebound.,55,47
9:42,21,Jalen McDaniels made Layup. Assisted by Matt Mitchell.,55,49
9:42,25,Foul on Don Coleman.,55,49
9:42,21,Foul on Malik Pope.,55,49
9:29,21,Foul on Max Montana.,55,49
9:28,21,Foul on Matt Mitchell.,55,49
9:28,25,Don Coleman made Free Throw.,56,49
9:28,25,Don Coleman missed Free Throw.,56,49
9:28,21,Malik Pope Defensive Rebound.,56,49
9:02,21,Jalen McDaniels made Jumper. Assisted by Matt Mitchell.,56,51
9:00,25,Foul on Justice Sueing.,56,51
9:00,21,Jalen McDaniels made Free Throw.,56,52
8:39,25,Justice Sueing missed Three Point Jumper.,56,52
8:39,21,Devin Watson Defensive Rebound.,56,52
8:32,21,Malik Pope missed Layup.,56,52
8:32,25,Marcus Lee Block.,56,52
8:29,25,Marcus Lee Defensive Rebound.,56,52
8:16,25,Marcus Lee missed Layup.,56,52
8:16,25,Kingsley Okoroh Offensive Rebound.,56,52
8:04,25,Kingsley Okoroh missed Jumper.,56,52
8:04,21,Devin Watson Defensive Rebound.,56,52
7:58,25,Foul on Darius McNeill.,56,52
7:58,21,Official TV Timeout,56,52
7:58,21,Devin Watson made Free Throw.,56,53
7:58,21,Devin Watson made Free Throw.,56,54
7:33,25,Justice Sueing missed Jumper.,56,54
7:33,25,Justice Sueing Offensive Rebound.,56,54
7:15,25,Justice Sueing Turnover.,56,54
7:15,21,Matt Mitchell Steal.,56,54
7:02,21,Jeremy Hemsley Turnover.,56,54
7:00,25,Kingsley Okoroh Steal.,56,54
6:35,25,Foul on Marcus Lee.,56,54
6:35,25,Marcus Lee Turnover.,56,54
6:16,21,Jeremy Hemsley missed Three Point Jumper.,56,54
6:16,25,Don Coleman Defensive Rebound.,56,54
5:52,25,Don Coleman missed Jumper.,56,54
5:52,21,Devin Watson Defensive Rebound.,56,54
5:27,21,Devin Watson missed Three Point Jumper.,56,54
5:27,25,Don Coleman Defensive Rebound.,56,54
5:08,25,Justice Sueing missed Layup.,56,54
5:08,21,Jalen McDaniels Defensive Rebound.,56,54
4:56,25,Foul on Marcus Lee.,56,54
4:56,21,Jeremy Hemsley missed Free Throw.,56,54
4:56,21,San Diego State Deadball Team Rebound.,56,54
4:56,21,Jeremy Hemsley made Free Throw.,56,55
4:35,25,Kingsley Okoroh missed Jumper.,56,55
4:35,21,Malik Pope Defensive Rebound.,56,55
4:27,21,Matt Mitchell made Three Point Jumper. Assisted by Devin Watson.,56,58
4:08,25,Foul on Don Coleman.,56,58
4:08,25,Don Coleman Turnover.,56,58
3:42,21,Max Montana missed Three Point Jumper.,56,58
3:42,25,Grant Anticevich Defensive Rebound.,56,58
3:19,21,Foul on Max Montana.,56,58
3:19,21,Official TV Timeout,56,58
3:19,25,Grant Anticevich made Free Throw.,57,58
3:19,25,Grant Anticevich made Free Throw.,58,58
3:03,21,Jeremy Hemsley Turnover.,58,58
3:00,25,Don Coleman Steal.,58,58
2:33,25,Don Coleman missed Jumper.,58,58
2:33,21,Malik Pope Defensive Rebound.,58,58
2:13,21,Matt Mitchell made Jumper.,58,60
1:49,25,Foul on Justice Sueing.,58,60
1:49,25,Justice Sueing Turnover.,58,60
1:39,21,Max Montana missed Three Point Jumper.,58,60
1:39,25,California Defensive Rebound.,58,60
1:09,25,Don Coleman missed Three Point Jumper.,58,60
1:09,21,San Diego State Deadball Team Rebound.,58,60
1:06,25,Foul on Kingsley Okoroh.,58,60
1:06,21,Malik Pope made Free Throw.,58,61
1:06,21,Malik Pope missed Free Throw.,58,61
1:06,25,Justice Sueing Defensive Rebound.,58,61
1:00,25,California  Timeout,58,61
0:52,25,Justice Sueing Turnover.,58,61
0:51,21,Matt Mitchell Steal.,58,61
0:50,25,Foul on Don Coleman.,58,61
0:50,21,Jeremy Hemsley missed Free Throw.,58,61
0:50,21,San Diego State Deadball Team Rebound.,58,61
0:50,21,Jeremy Hemsley made Free Throw.,58,62
0:42,25,Don Coleman made Layup.,60,62
0:42,21,Foul on Matt Mitchell.,60,62
0:42,25,Don Coleman made Free Throw.,61,62
0:11,21,Matt Mitchell Turnover.,61,62
0:10,25,Justice Sueing Steal.,61,62
0:08,21,Foul on Devin Watson.,61,62
0:08,21,San Diego State  Timeout,61,62
0:08,25,Juhwan Harris-Dyson made Free Throw.,62,62
0:08,25,Juhwan Harris-Dyson made Free Throw.,63,62
0:00,21,Jeremy Hemsley missed Three Point Jumper.,63,62
0:00,21,San Diego State Deadball Team Rebound.,63,62
0:00,21,End of Game,63,62
