Stetson,2368,Marist,56
12:52,56,Stetson Deadball Team Rebound.,9,13
12:41,56,Luke Doyle Turnover.,9,13
12:41,2368,Tobias Sjoberg Steal.,9,13
12:41,56,Foul on Abayomi Iyiola.,9,13
12:30,2368,Aleksandar Dozic Turnover.,9,13
12:29,56,Abayomi Iyiola Steal.,9,13
12:27,56,Abayomi Iyiola missed Layup.,9,13
12:27,2368,Tobias Sjoberg Defensive Rebound.,9,13
12:20,2368,Brian Parker made Jumper.,9,15
12:04,56,Abayomi Iyiola made Layup. Assisted by Luke Doyle.,11,15
11:38,2368,Isaiah Lamb missed Three Point Jumper.,11,15
11:38,2368,Tobias Sjoberg Offensive Rebound.,11,15
11:31,2368,Isaiah Lamb missed Layup.,11,15
11:31,56,B.J. Glasford Defensive Rebound.,11,15
11:24,56,B.J. Glasford made Layup.,13,15
11:24,2368,Foul on Andrea Bernardi.,13,15
11:24,2368,Official TV Timeout,13,15
11:24,56,B.J. Glasford made Free Throw.,14,15
11:09,2368,Andrea Bernardi missed Three Point Jumper.,14,15
11:09,2368,Tobias Sjoberg Offensive Rebound.,14,15
10:47,2368,Andrea Bernardi Turnover.,14,15
10:45,56,Kenny Aninye Steal.,14,15
10:38,56,Christiaan Jones Turnover.,14,15
10:34,2368,Andrea Bernardi Steal.,14,15
10:30,2368,Isaiah Lamb made Three Point Jumper. Assisted by David Knudsen.,14,18
9:56,56,Kenny Aninye missed Jumper.,14,18
9:56,2368,Aleksandar Dozic Defensive Rebound.,14,18
9:35,2368,Isaiah Lamb made Three Point Jumper. Assisted by Ryan Funk.,14,21
9:23,56,Leo Goodman made Three Point Jumper. Assisted by Kenny Aninye.,17,21
8:52,2368,Connor McClenaghan Turnover.,17,21
8:50,56,Larry Dennis Steal.,17,21
8:48,56,Christiaan Jones made Dunk. Assisted by Larry Dennis.,19,21
8:25,2368,Brian Parker made Jumper.,19,23
8:25,56,Foul on Kenny Aninye.,19,23
8:25,2368,Brian Parker missed Free Throw.,19,23
8:25,56,Larry Dennis Defensive Rebound.,19,23
8:09,56,Divine Myles made Three Point Jumper. Assisted by Christiaan Jones.,22,23
7:49,2368,Aleksandar Dozic missed Jumper.,22,23
7:49,56,Angel Rivera Defensive Rebound.,22,23
7:34,56,Christiaan Jones missed Three Point Jumper.,22,23
7:34,2368,Lasse Gummerus Defensive Rebound.,22,23
7:19,2368,Lasse Gummerus missed Three Point Jumper.,22,23
7:19,56,Divine Myles Defensive Rebound.,22,23
6:55,56,Leo Goodman made Jumper.,24,23
6:39,2368,David Knudsen missed Three Point Jumper.,24,23
6:39,56,Stetson Deadball Team Rebound.,24,23
6:37,2368,Official TV Timeout,24,23
6:21,56,Leo Goodman Turnover.,24,23
6:09,56,Foul on Leo Goodman.,24,23
6:09,2368,Brian Parker missed Free Throw.,24,23
6:09,2368,Marist Deadball Team Rebound.,24,23
6:09,2368,Brian Parker made Free Throw.,24,24
6:00,56,Larry Dennis Turnover.,24,24
5:49,56,Foul on Angel Rivera.,24,24
5:49,2368,David Knudsen missed Free Throw.,24,24
5:49,56,Divine Myles Defensive Rebound.,24,24
5:42,56,Leo Goodman made Three Point Jumper. Assisted by Divine Myles.,27,24
5:19,2368,Andrea Bernardi Turnover.,27,24
5:17,56,Divine Myles Steal.,27,24
5:16,56,Luke Doyle Turnover.,27,24
5:15,2368,Isaiah Lamb Steal.,27,24
5:13,2368,Isaiah Lamb Turnover.,27,24
4:50,56,Christiaan Jones made Three Point Jumper. Assisted by Divine Myles.,30,24
4:26,2368,Brian Parker made Jumper.,30,26
4:15,56,Leo Goodman made Three Point Jumper. Assisted by Divine Myles.,33,26
4:02,2368,Foul on Brian Parker.,33,26
4:02,2368,Brian Parker Turnover.,33,26
3:48,56,Divine Myles made Layup.,35,26
3:40,2368,Brian Parker Turnover.,35,26
3:39,56,Christiaan Jones Steal.,35,26
3:37,56,Christiaan Jones missed Layup.,35,26
3:37,56,Divine Myles Offensive Rebound.,35,26
3:35,2368,Foul on Andrea Bernardi.,35,26
3:35,2368,Official TV Timeout,35,26
3:35,56,Divine Myles made Free Throw.,36,26
3:35,56,Divine Myles made Free Throw.,37,26
3:24,2368,Brian Parker made Layup.,37,28
3:12,56,Foul on Larry Dennis.,37,28
3:12,56,Larry Dennis Turnover.,37,28
2:48,2368,Isaiah Lamb missed Three Point Jumper.,37,28
2:48,56,Abayomi Iyiola Defensive Rebound.,37,28
2:36,56,Luke Doyle missed Three Point Jumper.,37,28
2:36,2368,Tobias Sjoberg Defensive Rebound.,37,28
2:22,56,Foul on Abayomi Iyiola.,37,28
2:22,2368,Isaiah Lamb made Free Throw.,37,29
2:22,2368,Isaiah Lamb made Free Throw.,37,30
2:04,56,Luke Doyle missed Three Point Jumper.,37,30
2:04,2368,Tobias Sjoberg Defensive Rebound.,37,30
1:55,2368,Ryan Funk made Three Point Jumper. Assisted by Brian Parker.,37,33
1:36,2368,Foul on Brian Parker.,37,33
1:36,56,Luke Doyle missed Free Throw.,37,33
1:36,56,Stetson Deadball Team Rebound.,37,33
1:36,56,Luke Doyle made Free Throw.,38,33
1:23,2368,Ryan Funk made Three Point Jumper. Assisted by David Knudsen.,38,36
1:20,2368,Marist  Timeout,38,36
0:59,56,Divine Myles made Layup.,40,36
0:40,56,Foul on Leo Goodman.,40,36
0:40,2368,David Knudsen made Free Throw.,40,37
0:40,2368,David Knudsen made Free Throw.,40,38
0:35,56,Stetson  Timeout,40,38
0:19,56,B.J. Glasford made Jumper.,42,38
0:06,2368,Austin Williams Turnover.,42,38
0:05,56,Leo Goodman Steal.,42,38
0:03,2368,Foul on David Knudsen.,42,38
0:03,56,B.J. Glasford made Free Throw.,43,38
0:03,56,B.J. Glasford missed Free Throw.,43,38
0:03,2368,Isaiah Lamb Defensive Rebound.,43,38
0:00,2368,End of 1st half,43,38
19:49,2368,Foul on Tobias Sjoberg.,43,38
19:49,56,Larry Dennis missed Free Throw.,43,38
19:49,56,Stetson Deadball Team Rebound.,43,38
19:49,56,Larry Dennis made Free Throw.,44,38
19:33,2368,Ryan Funk made Three Point Jumper. Assisted by Brian Parker.,44,41
19:07,56,Luke Doyle missed Three Point Jumper.,44,41
19:07,2368,Lasse Gummerus Defensive Rebound.,44,41
18:55,2368,Brian Parker made Layup.,44,43
18:30,56,Divine Myles missed Three Point Jumper.,44,43
18:30,2368,Marist Defensive Rebound.,44,43
18:10,2368,David Knudsen made Jumper.,44,45
18:03,56,Stetson  Timeout,44,45
17:39,2368,Foul on Tobias Sjoberg.,44,45
17:39,56,Angel Rivera missed Free Throw.,44,45
17:39,56,Stetson Deadball Team Rebound.,44,45
17:39,56,Angel Rivera made Free Throw.,45,45
17:22,2368,Ryan Funk missed Three Point Jumper.,45,45
17:22,56,Angel Rivera Defensive Rebound.,45,45
17:12,56,Larry Dennis made Layup. Assisted by Luke Doyle.,47,45
16:58,2368,Lasse Gummerus Turnover.,47,45
16:56,56,Angel Rivera Steal.,47,45
16:55,56,Angel Rivera made Layup.,49,45
16:31,2368,Brian Parker Turnover.,49,45
16:26,56,Angel Rivera missed Layup.,49,45
16:26,56,Angel Rivera Offensive Rebound.,49,45
16:22,56,B.J. Glasford made Three Point Jumper. Assisted by Angel Rivera.,52,45
16:00,56,Foul on Divine Myles.,52,45
16:00,2368,Official TV Timeout,52,45
15:39,2368,Marist  Turnover.,52,45
15:24,56,Luke Doyle missed Three Point Jumper.,52,45
15:24,2368,Austin Williams Defensive Rebound.,52,45
15:06,2368,Aleksandar Dozic made Layup. Assisted by Austin Williams.,52,47
14:44,56,Angel Rivera made Three Point Jumper. Assisted by Luke Doyle.,55,47
14:15,2368,Brian Parker missed Layup.,55,47
14:15,2368,Aleksandar Dozic Offensive Rebound.,55,47
14:11,2368,Aleksandar Dozic made Two Point Tip Shot.,55,49
13:51,56,Larry Dennis missed Jumper.,55,49
13:51,2368,Austin Williams Defensive Rebound.,55,49
13:41,56,Foul on B.J. Glasford.,55,49
13:28,2368,Tobias Sjoberg made Layup. Assisted by Aleksandar Dozic.,55,51
13:07,56,B.J. Glasford Turnover.,55,51
13:06,2368,Aleksandar Dozic Steal.,55,51
12:52,2368,Foul on Tobias Sjoberg.,55,51
12:52,2368,Tobias Sjoberg Turnover.,55,51
12:36,56,Divine Myles made Jumper.,57,51
12:14,2368,Lasse Gummerus missed Jumper.,57,51
12:14,2368,Tobias Sjoberg Offensive Rebound.,57,51
12:12,2368,Tobias Sjoberg made Jumper.,57,53
12:01,56,Divine Myles missed Jumper.,57,53
12:01,2368,Lasse Gummerus Defensive Rebound.,57,53
11:51,2368,Lasse Gummerus missed Three Point Jumper.,57,53
11:51,56,Luke Doyle Defensive Rebound.,57,53
11:37,2368,Foul on Austin Williams.,57,53
11:37,2368,Official TV Timeout,57,53
11:37,56,Angel Rivera made Free Throw.,58,53
11:37,56,Angel Rivera made Free Throw.,59,53
11:15,2368,Aleksandar Dozic Turnover.,59,53
11:14,56,Kenny Aninye Steal.,59,53
11:10,56,Abayomi Iyiola made Layup. Assisted by Kenny Aninye.,61,53
10:54,2368,Brian Parker made Layup. Assisted by Aleksandar Dozic.,61,55
10:54,56,Foul on Leo Goodman.,61,55
10:54,2368,Brian Parker made Free Throw.,61,56
10:38,56,Divine Myles missed Jumper.,61,56
10:38,56,B.J. Glasford Offensive Rebound.,61,56
10:33,56,B.J. Glasford missed Layup.,61,56
10:33,2368,Ryan Funk Defensive Rebound.,61,56
10:32,56,Foul on Leo Goodman.,61,56
10:27,2368,Brian Parker missed Layup.,61,56
10:27,56,Leo Goodman Defensive Rebound.,61,56
10:21,56,Leo Goodman missed Layup.,61,56
10:21,2368,Ryan Funk Defensive Rebound.,61,56
10:13,2368,Isaiah Lamb missed Layup.,61,56
10:13,2368,David Knudsen Offensive Rebound.,61,56
10:05,2368,Brian Parker missed Layup.,61,56
10:05,2368,Brian Parker Offensive Rebound.,61,56
10:00,56,Foul on B.J. Glasford.,61,56
10:00,2368,Aleksandar Dozic missed Free Throw.,61,56
10:00,2368,Marist Deadball Team Rebound.,61,56
10:00,2368,Aleksandar Dozic made Free Throw.,61,57
9:42,56,B.J. Glasford made Layup.,63,57
9:29,2368,Isaiah Lamb Turnover.,63,57
9:28,56,Keith Matthews Steal.,63,57
9:25,56,B.J. Glasford missed Layup.,63,57
9:25,56,Keith Matthews Offensive Rebound.,63,57
9:19,56,Luke Doyle made Jumper.,65,57
8:59,2368,David Knudsen Turnover.,65,57
8:57,56,B.J. Glasford Steal.,65,57
8:55,56,B.J. Glasford made Dunk.,67,57
8:55,2368,Marist  Timeout,67,57
8:31,2368,Austin Williams missed Three Point Jumper.,67,57
8:31,2368,Isaiah Lamb Offensive Rebound.,67,57
8:18,2368,Isaiah Lamb missed Three Point Jumper.,67,57
8:18,56,Stetson Defensive Rebound.,67,57
7:49,56,Kenny Aninye missed Three Point Jumper.,67,57
7:49,2368,Ryan Funk Defensive Rebound.,67,57
7:48,56,Foul on Larry Dennis.,67,57
7:48,2368,Official TV Timeout,67,57
7:46,2368,Official TV Timeout,67,57
7:31,2368,Austin Williams missed Layup.,67,57
7:31,2368,Tobias Sjoberg Offensive Rebound.,67,57
7:30,2368,Tobias Sjoberg made Two Point Tip Shot.,67,59
7:29,56,Foul on Kenny Aninye.,67,59
7:29,2368,Tobias Sjoberg made Free Throw.,67,60
7:13,56,Angel Rivera made Three Point Jumper. Assisted by Divine Myles.,70,60
6:42,2368,Isaiah Lamb made Layup.,70,62
6:42,56,Foul on Larry Dennis.,70,62
6:42,2368,Isaiah Lamb missed Free Throw.,70,62
6:42,56,Abayomi Iyiola Defensive Rebound.,70,62
6:25,56,Keith Matthews missed Jumper.,70,62
6:25,56,Keith Matthews Offensive Rebound.,70,62
6:22,2368,Foul on Tobias Sjoberg.,70,62
6:22,56,Keith Matthews made Free Throw.,71,62
6:22,56,Keith Matthews made Free Throw.,72,62
6:01,2368,Brian Parker made Jumper.,72,64
5:48,56,Luke Doyle missed Three Point Jumper.,72,64
5:48,2368,Isaiah Lamb Block.,72,64
5:45,2368,Brian Parker Defensive Rebound.,72,64
5:39,2368,David Knudsen missed Three Point Jumper.,72,64
5:39,56,Angel Rivera Defensive Rebound.,72,64
5:23,56,Abayomi Iyiola made Layup. Assisted by Angel Rivera.,74,64
5:06,2368,Lasse Gummerus missed Three Point Jumper.,74,64
5:06,56,Angel Rivera Defensive Rebound.,74,64
4:49,56,Divine Myles missed Jumper.,74,64
4:49,2368,Lasse Gummerus Defensive Rebound.,74,64
4:32,2368,Brian Parker missed Three Point Jumper.,74,64
4:32,2368,Tobias Sjoberg Offensive Rebound.,74,64
4:21,2368,Aleksandar Dozic Turnover.,74,64
3:57,56,B.J. Glasford missed Jumper.,74,64
3:57,2368,Austin Williams Defensive Rebound.,74,64
3:36,2368,Brian Parker made Layup.,74,66
3:35,2368,Official TV Timeout,74,64
3:35,2368,Official TV Timeout,74,66
3:35,56,Foul on Luke Doyle.,74,66
3:35,2368,Official TV Timeout,74,66
3:34,2368,Brian Parker missed Free Throw.,74,66
3:33,56,B.J. Glasford Defensive Rebound.,74,66
3:21,56,Divine Myles missed Free Throw.,75,66
3:21,2368,Tobias Sjoberg Defensive Rebound.,75,66
3:21,56,Divine Myles made Free Throw.,75,66
3:21,2368,Foul on Austin Williams.,75,66
3:19,2368,Foul on Aleksandar Dozic.,75,66
3:07,2368,Ryan Funk missed Jumper.,75,66
3:07,56,Abayomi Iyiola Defensive Rebound.,75,66
2:46,56,Angel Rivera Turnover.,75,66
2:45,2368,Isaiah Lamb Steal.,75,66
2:36,2368,Ryan Funk missed Three Point Jumper.,75,66
2:36,2368,Tobias Sjoberg Offensive Rebound.,75,66
2:25,2368,Brian Parker made Layup. Assisted by Ryan Funk.,75,68
1:54,56,Divine Myles made Jumper.,77,68
1:35,2368,Isaiah Lamb made Layup.,77,70
1:35,2368,Marist  Timeout,77,70
1:15,56,B.J. Glasford missed Three Point Jumper.,77,70
1:15,2368,Isaiah Lamb Defensive Rebound.,77,70
0:56,2368,Ryan Funk made Jumper.,77,72
0:56,2368,Marist  Timeout,77,72
0:56,56,Luke Doyle Turnover.,77,72
0:50,56,Foul on B.J. Glasford.,77,72
0:50,2368,Brian Parker made Free Throw.,77,73
0:50,2368,Brian Parker made Free Throw.,77,74
0:26,56,Divine Myles made Layup.,79,74
0:26,2368,Foul on Tobias Sjoberg.,79,74
0:26,56,Divine Myles missed Free Throw.,79,74
0:26,2368,David Knudsen Defensive Rebound.,79,74
0:19,2368,David Knudsen missed Three Point Jumper.,79,74
0:19,2368,Brian Parker Offensive Rebound.,79,74
0:11,2368,Brian Parker missed Three Point Jumper.,79,74
0:11,2368,Isaiah Lamb Offensive Rebound.,79,74
0:09,2368,Isaiah Lamb made Layup.,79,76
0:08,2368,Foul on Brian Parker.,79,76
0:08,56,Angel Rivera missed Free Throw.,79,76
0:08,2368,Brian Parker Defensive Rebound.,79,76
0:01,2368,Brian Parker missed Three Point Jumper.,79,76
0:00,56,Stetson Defensive Rebound.,79,76
0:00,2368,End of Game,79,76
