George Washington,213,Penn State,45
10:47,213,Jamari Wheeler made Three Point Jumper. Assisted by Lamar Stevens.,7,21
10:33,213,Foul on Jamari Wheeler.,7,21
10:20,45,Jair Bolden missed Three Point Jumper.,7,21
10:20,213,Mike Watkins Defensive Rebound.,7,21
10:00,213,Shep Garner made Three Point Jumper. Assisted by Tony Carr.,7,24
9:40,45,Jair Bolden Turnover.,7,24
9:39,213,Josh Reaves Steal.,7,24
9:38,213,Josh Reaves made Dunk.,7,26
9:37,45,George Washington  Timeout,7,26
9:29,213,Foul on Josh Reaves.,7,26
9:17,45,Patrick Steeves missed Jumper.,7,26
9:17,213,Lamar Stevens Defensive Rebound.,7,26
9:06,45,Foul on Yuta Watanabe.,7,26
9:06,213,Lamar Stevens missed Free Throw.,7,26
9:06,213,Penn State Deadball Team Rebound.,7,26
9:06,213,Lamar Stevens missed Free Throw.,7,26
9:06,45,Arnaldo Toro Defensive Rebound.,7,26
8:41,45,Arnaldo Toro missed Layup.,7,26
8:41,213,Mike Watkins Defensive Rebound.,7,26
8:26,213,Lamar Stevens made Layup.,7,28
8:11,213,Foul on Shep Garner.,7,28
8:10,213,Foul on Jamari Wheeler.,7,28
8:10,45,Justin Mazzulla made Free Throw.,8,28
8:10,45,Justin Mazzulla made Free Throw.,9,28
7:50,213,Tony Carr Turnover.,9,28
7:50,213,Official TV Timeout,9,28
7:39,45,George Washington  Turnover.,9,28
7:10,213,Shep Garner missed Three Point Jumper.,9,28
7:10,213,Penn State Offensive Rebound.,9,28
7:03,213,Lamar Stevens missed Jumper.,9,28
7:03,213,Josh Reaves Offensive Rebound.,9,28
7:00,213,Josh Reaves made Two Point Tip Shot.,9,30
6:43,45,Yuta Watanabe Turnover.,9,30
6:42,213,Josh Reaves Steal.,9,30
6:32,213,Mike Watkins made Dunk. Assisted by Josh Reaves.,9,32
6:07,45,Jair Bolden missed Jumper.,9,32
6:07,213,Tony Carr Defensive Rebound.,9,32
5:57,213,Mike Watkins made Dunk. Assisted by Josh Reaves.,9,34
5:41,45,Terry Nolan Jr. missed Layup.,9,34
5:41,213,Mike Watkins Block.,9,34
5:40,213,Tony Carr Defensive Rebound.,9,34
5:32,213,Mike Watkins made Layup. Assisted by Josh Reaves.,9,36
5:32,45,Foul on Terry Nolan Jr..,9,36
5:32,213,Mike Watkins made Free Throw.,9,37
5:16,45,Bo Zeigler missed Layup.,9,37
5:16,213,Mike Watkins Defensive Rebound.,9,37
5:01,213,Lamar Stevens missed Jumper.,9,37
5:01,45,Bo Zeigler Block.,9,37
4:55,45,Arnaldo Toro Defensive Rebound.,9,37
4:52,45,Arnaldo Toro missed Three Point Jumper.,9,37
4:52,213,Penn State Defensive Rebound.,9,37
4:30,213,Shep Garner missed Three Point Jumper.,9,37
4:30,45,George Washington Deadball Team Rebound.,9,37
4:16,45,Jair Bolden made Jumper.,11,37
3:56,45,Foul on Bo Zeigler.,11,37
3:56,213,Official TV Timeout,11,37
3:56,213,Julian Moore made Free Throw.,11,38
3:56,213,Julian Moore made Free Throw.,11,39
3:38,45,Jair Bolden made Three Point Jumper.,14,39
3:24,213,Julian Moore missed Layup.,14,39
3:24,45,Arnaldo Toro Block.,14,39
3:23,213,Deividas Zemgulis Offensive Rebound.,14,39
3:18,213,Tony Carr Turnover.,14,39
3:00,45,Arnaldo Toro missed Layup.,14,39
3:00,213,Tony Carr Defensive Rebound.,14,39
2:42,213,Tony Carr missed Three Point Jumper.,14,39
2:42,213,Josh Reaves Offensive Rebound.,14,39
2:40,213,Josh Reaves made Dunk.,14,41
2:29,45,Jair Bolden Turnover.,14,41
2:28,213,Josh Reaves Steal.,14,41
2:25,213,Josh Reaves made Layup.,14,43
2:15,213,Foul on Lamar Stevens.,14,43
2:15,45,Jair Bolden made Free Throw.,15,43
2:15,45,Jair Bolden made Free Throw.,16,43
1:55,213,Tony Carr missed Jumper.,16,43
1:55,45,Justin Williams Defensive Rebound.,16,43
1:39,213,Foul on Josh Reaves.,16,43
1:39,45,Jair Bolden made Free Throw.,17,43
1:39,45,Jair Bolden made Free Throw.,18,43
1:26,213,Jamari Wheeler Turnover.,18,43
1:03,45,Jair Bolden missed Three Point Jumper.,18,43
1:03,213,Jamari Wheeler Defensive Rebound.,18,43
0:45,213,Jamari Wheeler missed Jumper.,18,43
0:45,213,Mike Watkins Offensive Rebound.,18,43
0:43,213,Mike Watkins missed Layup.,18,43
0:43,213,Jamari Wheeler Offensive Rebound.,18,43
0:42,213,Jamari Wheeler made Layup.,18,45
0:21,213,Foul on Deividas Zemgulis.,18,45
0:21,45,Terry Nolan Jr. made Free Throw.,19,45
0:21,45,Terry Nolan Jr. missed Free Throw.,19,45
0:21,213,Tony Carr Defensive Rebound.,19,45
0:16,213,Penn State  Timeout,19,45
0:04,213,Shep Garner made Three Point Jumper. Assisted by Deividas Zemgulis.,19,48
0:00,213,End of 1st half,19,48
19:42,45,Patrick Steeves made Jumper. Assisted by Terry Nolan Jr..,21,48
19:26,213,Lamar Stevens Turnover.,21,48
19:24,45,Patrick Steeves Steal.,21,48
19:16,45,Yuta Watanabe missed Layup.,21,48
19:16,213,Mike Watkins Block.,21,48
19:16,45,George Washington Offensive Rebound.,21,48
19:11,45,Patrick Steeves made Jumper.,23,48
18:44,213,Shep Garner missed Three Point Jumper.,23,48
18:44,45,Terry Nolan Jr. Defensive Rebound.,23,48
18:21,45,Jair Bolden missed Jumper.,23,48
18:21,45,Terry Nolan Jr. Offensive Rebound.,23,48
18:12,45,Arnaldo Toro missed Jumper.,23,48
18:12,213,Lamar Stevens Defensive Rebound.,23,48
18:01,213,Shep Garner Turnover.,23,48
17:53,45,Jair Bolden made Three Point Jumper. Assisted by Patrick Steeves.,26,48
17:26,213,Mike Watkins missed Jumper.,26,48
17:26,213,Mike Watkins Offensive Rebound.,26,48
17:24,213,Penn State  Timeout,26,48
17:24,213,Official TV Timeout,26,48
17:19,213,Josh Reaves missed Jumper.,26,48
17:19,45,Jair Bolden Defensive Rebound.,26,48
16:59,45,Yuta Watanabe missed Jumper.,26,48
16:59,213,Mike Watkins Block.,26,48
16:58,45,Patrick Steeves Offensive Rebound.,26,48
16:48,45,Patrick Steeves missed Three Point Jumper.,26,48
16:48,213,Tony Carr Defensive Rebound.,26,48
16:39,213,Lamar Stevens missed Layup.,26,48
16:39,45,Terry Nolan Jr. Defensive Rebound.,26,48
16:36,45,Terry Nolan Jr. Turnover.,26,48
16:19,213,Lamar Stevens made Dunk.,26,50
15:57,213,Foul on Mike Watkins.,26,50
15:57,213,Official TV Timeout,26,50
15:57,45,Arnaldo Toro missed Free Throw.,26,50
15:57,45,George Washington Deadball Team Rebound.,26,50
15:57,45,Arnaldo Toro made Free Throw.,27,50
15:40,213,Josh Reaves made Dunk. Assisted by Mike Watkins.,27,52
15:15,45,Yuta Watanabe made Dunk. Assisted by Patrick Steeves.,29,52
14:54,213,Lamar Stevens made Layup.,29,54
14:38,45,Yuta Watanabe made Jumper.,31,54
14:11,213,Foul on Shep Garner.,31,54
14:11,213,Shep Garner Turnover.,31,54
14:03,45,Yuta Watanabe missed Three Point Jumper.,31,54
14:03,213,Mike Watkins Defensive Rebound.,31,54
13:45,213,Mike Watkins Turnover.,31,54
13:44,45,Justin Mazzulla Steal.,31,54
13:43,45,Justin Mazzulla Turnover.,31,54
13:42,213,Shep Garner Steal.,31,54
13:35,45,Foul on Justin Mazzulla.,31,54
13:30,213,Shep Garner made Three Point Jumper. Assisted by Tony Carr.,31,57
12:52,45,Jair Bolden missed Three Point Jumper.,31,57
12:52,45,Yuta Watanabe Offensive Rebound.,31,57
12:49,45,Yuta Watanabe made Jumper.,33,57
12:32,213,Shep Garner Turnover.,33,57
12:31,45,Arnaldo Toro Steal.,33,57
12:27,45,Yuta Watanabe made Layup. Assisted by Bo Zeigler.,35,57
12:04,213,Shep Garner missed Three Point Jumper.,35,57
12:04,213,Lamar Stevens Offensive Rebound.,35,57
11:40,213,Foul on Josh Reaves.,35,57
11:40,213,Josh Reaves Turnover.,35,57
11:40,213,Official TV Timeout,35,57
11:22,45,Patrick Steeves made Layup.,37,57
10:56,213,Mike Watkins made Jumper.,37,59
10:44,213,Foul on Trent Buttrick.,37,59
10:36,45,Bo Zeigler Turnover.,37,59
10:08,45,Foul on Bo Zeigler.,37,59
10:08,213,Tony Carr made Free Throw.,37,60
10:08,213,Tony Carr made Free Throw.,37,61
9:39,45,Yuta Watanabe missed Jumper.,37,61
9:39,213,Lamar Stevens Defensive Rebound.,37,61
9:30,213,Jamari Wheeler missed Jumper.,37,61
9:30,45,Arnaldo Toro Defensive Rebound.,37,61
9:17,45,Patrick Steeves made Jumper.,39,61
8:58,213,Tony Carr missed Layup.,39,61
8:58,45,Yuta Watanabe Defensive Rebound.,39,61
8:44,45,Patrick Steeves Turnover.,39,61
8:43,213,Jamari Wheeler Steal.,39,61
8:18,213,Lamar Stevens missed Jumper.,39,61
8:18,45,Arnaldo Toro Defensive Rebound.,39,61
8:09,45,Yuta Watanabe made Jumper.,41,61
8:09,213,Foul on Shep Garner.,41,61
8:09,45,Yuta Watanabe missed Free Throw.,41,61
8:09,213,Mike Watkins Defensive Rebound.,41,61
7:47,213,Lamar Stevens made Layup.,41,63
7:36,45,Foul on Jair Bolden.,41,63
7:36,45,Jair Bolden Turnover.,41,63
7:16,213,Lamar Stevens missed Layup.,41,63
7:16,45,Arnaldo Toro Defensive Rebound.,41,63
6:45,45,George Washington  Turnover.,41,63
6:35,213,Tony Carr made Three Point Jumper.,41,66
6:16,45,Jair Bolden missed Three Point Jumper.,41,66
6:16,213,Josh Reaves Defensive Rebound.,41,66
6:02,213,Mike Watkins missed Jumper.,41,66
6:02,45,Yuta Watanabe Defensive Rebound.,41,66
5:56,45,Yuta Watanabe made Layup.,43,66
5:56,213,Foul on Mike Watkins.,43,66
5:56,45,Yuta Watanabe made Free Throw.,44,66
5:43,45,Foul on Maceo Jack.,44,66
5:39,45,Foul on Bo Zeigler.,44,66
5:39,213,Tony Carr made Free Throw.,44,67
5:39,213,Tony Carr made Free Throw.,44,68
5:23,45,Arnaldo Toro made Jumper.,46,68
5:23,213,Foul on Julian Moore.,46,68
5:23,45,Arnaldo Toro made Free Throw.,47,68
5:12,213,Tony Carr missed Jumper.,47,68
5:12,45,Yuta Watanabe Block.,47,68
5:10,213,Jamari Wheeler Offensive Rebound.,47,68
4:56,213,Tony Carr made Three Point Jumper. Assisted by Jamari Wheeler.,47,71
4:35,213,Foul on Julian Moore.,47,71
4:35,45,Arnaldo Toro missed Free Throw.,47,71
4:35,45,George Washington Deadball Team Rebound.,47,71
4:35,45,Arnaldo Toro made Free Throw.,48,71
4:20,213,Mike Watkins made Dunk. Assisted by Tony Carr.,48,73
3:58,45,Justin Williams Turnover.,48,73
3:57,213,Tony Carr Steal.,48,73
3:48,213,Tony Carr missed Layup.,48,73
3:48,45,Arnaldo Toro Defensive Rebound.,48,73
3:38,213,Foul on Josh Reaves.,48,73
3:38,213,Official TV Timeout,48,73
3:38,45,Arnaldo Toro made Free Throw.,49,73
3:38,45,Arnaldo Toro made Free Throw.,50,73
3:21,213,Tony Carr Turnover.,50,73
3:20,45,Javier Langarica Steal.,50,73
3:13,45,Javier Langarica missed Three Point Jumper.,50,73
3:13,213,Trent Buttrick Defensive Rebound.,50,73
2:42,213,Tony Carr missed Layup.,50,73
2:42,213,Tony Carr Offensive Rebound.,50,73
2:41,45,Foul on Justin Mazzulla.,50,73
2:41,213,Tony Carr missed Free Throw.,50,73
2:41,213,Penn State Deadball Team Rebound.,50,73
2:41,213,Tony Carr made Free Throw.,50,74
2:41,45,Maceo Jack missed Layup.,50,74
2:41,213,John Harrar Defensive Rebound.,50,74
2:17,213,Shep Garner missed Three Point Jumper.,50,74
2:17,213,Trent Buttrick Offensive Rebound.,50,74
2:13,213,Trent Buttrick missed Layup.,50,74
2:13,213,John Harrar Offensive Rebound.,50,74
2:12,45,Foul on Justin Williams.,50,74
2:12,213,John Harrar missed Free Throw.,50,74
2:12,45,Justin Williams Defensive Rebound.,50,74
2:02,45,Justin Mazzulla missed Layup.,50,74
2:02,213,Trent Buttrick Defensive Rebound.,50,74
1:52,213,John Harrar missed Jumper.,50,74
1:52,45,Javier Langarica Block.,50,74
1:50,45,Justin Williams Defensive Rebound.,50,74
1:43,45,Justin Williams missed Jumper.,50,74
1:43,45,Justin Mazzulla Offensive Rebound.,50,74
1:36,213,Foul on Jamari Wheeler.,50,74
1:36,45,Javier Langarica missed Free Throw.,50,74
1:36,45,George Washington Deadball Team Rebound.,50,74
1:36,45,Javier Langarica missed Free Throw.,50,74
1:36,213,Trent Buttrick Defensive Rebound.,50,74
1:10,213,Foul on Trent Buttrick.,50,74
1:10,213,Trent Buttrick Turnover.,50,74
0:53,45,Justin Williams made Layup. Assisted by Maceo Jack.,52,74
0:31,213,Deividas Zemgulis missed Three Point Jumper.,52,74
0:31,45,Javier Langarica Defensive Rebound.,52,74
0:21,45,Javier Langarica missed Three Point Jumper.,52,74
0:21,213,Penn State Deadball Team Rebound.,52,74
0:19,45,Foul on Justin Mazzulla.,52,74
0:19,213,Jamari Wheeler missed Free Throw.,52,74
0:19,45,Javier Langarica Defensive Rebound.,52,74
0:03,45,Adam Mitola missed Three Point Jumper.,52,74
0:03,213,Trent Buttrick Defensive Rebound.,52,74
0:00,213,Trent Buttrick Turnover.,52,74
0:00,45,Javier Langarica Steal.,52,74
0:00,45,Javier Langarica made Jumper.,54,74
0:00,213,End of Game,52,74
