Notre Dame,48,Delaware,87
5:53,87,Bonzie Colson Defensive Rebound.,23,20
5:43,87,D.J. Harvey missed Jumper.,23,20
5:43,48,Eric Carter Defensive Rebound.,23,20
5:19,48,Ryan Daly missed Layup.,23,20
5:19,87,Bonzie Colson Defensive Rebound.,23,20
5:11,87,TJ Gibbs missed Three Point Jumper.,23,20
5:11,48,Anthony Mosley Defensive Rebound.,23,20
4:41,48,Eric Carter missed Jumper.,23,20
4:41,87,D.J. Harvey Defensive Rebound.,23,20
4:33,48,Foul on Anthony Mosley.,23,20
4:33,87,Matt Farrell made Free Throw.,24,20
4:33,87,Matt Farrell made Free Throw.,25,20
4:33,87,Matt Farrell made Free Throw.,26,20
4:11,48,Kevin Anderson made Three Point Jumper. Assisted by Chyree Walker.,26,23
3:46,87,TJ Gibbs made Three Point Jumper. Assisted by Bonzie Colson.,29,23
3:24,48,Chyree Walker Turnover.,29,23
3:24,48,Official TV Timeout,29,23
3:09,87,Bonzie Colson missed Jumper.,29,23
3:09,48,Eric Carter Defensive Rebound.,29,23
2:40,48,Ryan Daly missed Jumper.,29,23
2:40,87,Martinas Geben Defensive Rebound.,29,23
2:26,87,Bonzie Colson made Jumper.,31,23
1:59,48,Ryan Allen missed Three Point Jumper.,31,23
1:59,48,Eric Carter Offensive Rebound.,31,23
1:52,48,Eric Carter made Layup.,31,25
1:37,87,Matt Farrell made Jumper.,33,25
1:16,48,Ryan Allen made Jumper.,33,27
0:56,87,Bonzie Colson made Jumper.,35,27
0:22,48,Kevin Anderson missed Jumper.,35,27
0:22,48,Eric Carter Offensive Rebound.,35,27
0:17,48,Eric Carter missed Layup.,35,27
0:17,87,Martinas Geben Defensive Rebound.,35,27
0:11,87,TJ Gibbs made Three Point Jumper. Assisted by Matt Farrell.,38,27
0:00,48,End of 1st half,38,27
20:00,87,Jump Ball won by Notre Dame,38,27
19:47,87,TJ Gibbs Turnover.,38,27
19:47,48,Eric Carter Steal.,38,27
19:44,87,Foul on TJ Gibbs.,38,27
19:28,48,Kevin Anderson missed Three Point Jumper.,38,27
19:28,87,Bonzie Colson Defensive Rebound.,38,27
19:13,87,TJ Gibbs missed Jumper.,38,27
19:13,48,Anthony Mosley Defensive Rebound.,38,27
18:48,48,Eric Carter missed Jumper.,38,27
18:48,87,TJ Gibbs Defensive Rebound.,38,27
18:37,87,Matt Farrell missed Three Point Jumper.,38,27
18:37,48,Anthony Mosley Defensive Rebound.,38,27
18:25,48,Anthony Mosley missed Layup.,38,27
18:25,48,Eric Carter Offensive Rebound.,38,27
18:05,48,Ryan Daly missed Three Point Jumper.,38,27
18:05,87,Bonzie Colson Defensive Rebound.,38,27
17:51,87,Bonzie Colson made Layup.,40,27
17:20,48,Eric Carter missed Jumper.,40,27
17:20,87,Rex Pflueger Defensive Rebound.,40,27
17:09,87,Rex Pflueger made Layup.,42,27
17:09,48,Foul on Ryan Daly.,42,27
17:09,87,Rex Pflueger made Free Throw.,43,27
16:49,48,Chyree Walker Turnover.,43,27
16:49,87,Bonzie Colson Steal.,43,27
16:30,87,Bonzie Colson missed Jumper.,43,27
16:30,48,Skye Johnson Defensive Rebound.,43,27
16:20,48,Kevin Anderson made Layup. Assisted by Ryan Daly.,43,29
16:01,48,Foul on Chyree Walker.,43,29
15:53,87,Rex Pflueger made Jumper.,45,29
15:31,48,Chyree Walker missed Layup.,45,29
15:31,87,Bonzie Colson Defensive Rebound.,45,29
15:23,87,TJ Gibbs missed Three Point Jumper.,45,29
15:23,48,Kevin Anderson Defensive Rebound.,45,29
15:16,48,Chyree Walker made Layup. Assisted by Kevin Anderson.,45,31
15:01,87,Matt Farrell made Layup.,47,31
14:43,87,Foul on Rex Pflueger.,47,31
14:43,48,Official TV Timeout,47,31
14:43,48,Ryan Daly missed Free Throw.,47,31
14:43,48,Delaware Deadball Team Rebound.,47,31
14:43,48,Ryan Daly made Free Throw.,47,32
14:26,87,Matt Farrell made Three Point Jumper. Assisted by Rex Pflueger.,50,32
14:08,48,Anthony Mosley made Layup.,50,34
13:50,87,Rex Pflueger made Layup.,52,34
13:26,48,Anthony Mosley Turnover.,52,34
13:26,87,Bonzie Colson Steal.,52,34
13:10,87,Rex Pflueger made Three Point Jumper. Assisted by John Mooney.,55,34
13:02,48,Delaware  Timeout,55,34
12:35,48,Ryan Allen missed Layup.,55,34
12:35,48,Chyree Walker Offensive Rebound.,55,34
12:26,87,Foul on John Mooney.,55,34
12:26,48,Kevin Anderson made Free Throw.,55,35
12:26,48,Kevin Anderson made Free Throw.,55,36
11:55,87,Martinas Geben missed Three Point Jumper.,55,36
11:55,48,Delaware Defensive Rebound.,55,36
11:55,48,Official TV Timeout,55,36
11:48,48,Ryan Allen missed Jumper.,55,36
11:48,87,D.J. Harvey Defensive Rebound.,55,36
11:28,87,TJ Gibbs made Jumper. Assisted by Matt Farrell.,57,36
11:05,48,Kevin Anderson made Jumper.,57,38
10:50,87,D.J. Harvey missed Jumper.,57,38
10:50,48,Ryan Allen Defensive Rebound.,57,38
10:33,48,Kevin Anderson missed Three Point Jumper.,57,38
10:33,87,Martinas Geben Defensive Rebound.,57,38
10:18,87,Matt Farrell missed Jumper.,57,38
10:18,48,Eric Carter Defensive Rebound.,57,38
10:06,48,Ryan Daly made Layup. Assisted by Kevin Anderson.,57,40
10:06,87,Foul on Martinas Geben.,57,40
10:06,48,Ryan Daly made Free Throw.,57,41
9:55,87,Martinas Geben made Layup. Assisted by TJ Gibbs.,59,41
9:55,48,Foul on Ryan Daly.,59,41
9:55,87,Martinas Geben made Free Throw.,60,41
9:36,48,Chyree Walker missed Three Point Jumper.,60,41
9:36,87,Martinas Geben Defensive Rebound.,60,41
9:26,87,TJ Gibbs made Three Point Jumper. Assisted by Matt Farrell.,63,41
9:09,48,Ryan Daly missed Three Point Jumper.,63,41
9:09,87,Bonzie Colson Defensive Rebound.,63,41
8:53,87,Bonzie Colson missed Layup.,63,41
8:53,48,Eric Carter Defensive Rebound.,63,41
8:44,48,Chyree Walker made Layup.,63,43
8:21,87,Rex Pflueger missed Jumper.,63,43
8:21,48,Ryan Daly Defensive Rebound.,63,43
8:13,87,Foul on TJ Gibbs.,63,43
8:08,48,Ryan Allen made Three Point Jumper. Assisted by Kevin Anderson.,63,46
8:04,48,Official TV Timeout,63,46
8:04,48,Delaware  Timeout,63,46
7:51,87,Bonzie Colson made Jumper. Assisted by Matt Farrell.,65,46
7:35,48,Ryan Allen made Three Point Jumper. Assisted by Eric Carter.,65,49
7:06,87,Matt Farrell made Three Point Jumper.,68,49
6:40,48,Kevin Anderson made Three Point Jumper. Assisted by Ryan Daly.,68,52
6:16,87,Rex Pflueger missed Layup.,68,52
6:16,87,Martinas Geben Offensive Rebound.,68,52
6:10,87,Matt Farrell made Three Point Jumper. Assisted by Martinas Geben.,71,52
5:54,48,Ryan Allen made Three Point Jumper. Assisted by Kevin Anderson.,71,55
5:32,87,Bonzie Colson made Layup.,73,55
5:15,87,Foul on Bonzie Colson.,73,55
5:15,48,Kevin Anderson made Free Throw.,73,56
5:15,48,Kevin Anderson made Free Throw.,73,57
5:03,87,TJ Gibbs missed Jumper.,73,57
5:03,87,Bonzie Colson Offensive Rebound.,73,57
4:57,48,Foul on Eric Carter.,73,57
4:57,87,Bonzie Colson made Free Throw.,74,57
4:57,87,Bonzie Colson made Free Throw.,75,57
4:53,48,Ryan Allen made Three Point Jumper. Assisted by Kevin Anderson.,75,60
4:34,87,Matt Farrell made Three Point Jumper.,78,60
4:31,87,Notre Dame  Timeout,78,60
4:19,48,Chyree Walker made Dunk. Assisted by Ryan Allen.,78,62
3:59,48,Foul on Ryan Allen.,78,62
3:59,48,Official TV Timeout,78,62
3:59,87,TJ Gibbs made Free Throw.,79,62
3:59,87,TJ Gibbs made Free Throw.,80,62
3:51,48,Kevin Anderson missed Layup.,80,62
3:51,87,Austin Torres Defensive Rebound.,80,62
3:33,87,Austin Torres made Dunk. Assisted by Matt Farrell.,82,62
3:06,48,Chyree Walker missed Layup.,82,62
3:06,87,Bonzie Colson Block.,82,62
3:06,48,Ryan Daly Offensive Rebound.,82,62
3:02,48,Jump Ball won by Delaware,82,62
3:01,48,Ryan Allen missed Three Point Jumper.,82,62
3:01,87,TJ Gibbs Defensive Rebound.,82,62
2:49,87,Bonzie Colson made Layup. Assisted by Austin Torres.,84,62
2:34,48,Chyree Walker missed Jumper.,84,62
2:34,87,Bonzie Colson Defensive Rebound.,84,62
2:16,87,Matt Farrell missed Three Point Jumper.,84,62
2:16,48,Delaware Defensive Rebound.,84,62
2:03,87,Foul on D.J. Harvey.,84,62
2:03,48,Ryan Daly made Free Throw.,84,63
2:03,48,Ryan Daly missed Free Throw.,84,63
2:03,87,D.J. Harvey Defensive Rebound.,84,63
1:49,87,D.J. Harvey made Layup.,86,63
1:37,48,Ryan Daly made Three Point Jumper.,86,66
1:32,48,Delaware  Timeout,86,66
1:15,87,D.J. Harvey made Three Point Jumper.,89,66
0:55,48,Ryan Allen missed Three Point Jumper.,89,66
0:55,87,Elijah Burns Defensive Rebound.,89,66
0:43,87,Nikola Djogo made Three Point Jumper.,92,66
0:18,48,Skye Johnson made Layup. Assisted by Kevin Anderson.,92,68
0:00,48,End of Game,92,68
