Wichita State,197,Oklahoma State,2724
10:57,2724,Foul on Darral Willis Jr..,7,11
10:33,197,Foul on Jeffrey Carroll.,7,11
10:33,197,Jeffrey Carroll Turnover.,7,11
10:03,2724,Rashard Kelly made Dunk. Assisted by Shaquille Morris.,9,11
9:36,2724,Foul on Shaquille Morris.,9,11
9:31,197,Mitchell Solomon made Three Point Jumper. Assisted by Tavarius Shine.,9,14
9:08,2724,Zach Brown missed Three Point Jumper.,9,14
9:08,197,Mitchell Solomon Defensive Rebound.,9,14
8:48,197,Mitchell Solomon missed Three Point Jumper.,9,14
8:48,2724,Zach Brown Defensive Rebound.,9,14
8:31,2724,Rauno Nurger Turnover.,9,14
8:31,197,Mitchell Solomon Steal.,9,14
8:31,2724,Foul on Rauno Nurger.,9,14
8:17,197,Tavarius Shine missed Three Point Jumper.,9,14
8:17,2724,Rashard Kelly Defensive Rebound.,9,14
7:57,2724,Zach Brown Turnover.,9,14
7:57,197,Lindy Waters III Steal.,9,14
7:52,197,Foul on Cameron McGriff.,9,14
7:52,197,Cameron McGriff Turnover.,9,14
7:52,197,Official TV Timeout,9,14
7:45,2724,Landry Shamet missed Layup.,9,14
7:45,197,Tavarius Shine Defensive Rebound.,9,14
7:09,197,Oklahoma State  Turnover.,9,14
6:54,2724,Landry Shamet Turnover.,9,14
6:54,197,Tavarius Shine Steal.,9,14
6:49,197,Lindy Waters III Turnover.,9,14
6:32,2724,Shaquille Morris Turnover.,9,14
6:07,197,Jeffrey Carroll made Three Point Jumper. Assisted by Brandon Averette.,9,17
5:47,197,Foul on Davon Dillard.,9,17
5:47,2724,Rashard Kelly missed Free Throw.,9,17
5:47,2724,Rashard Kelly Offensive Rebound.,9,17
5:43,2724,Conner Frankamp made Three Point Jumper. Assisted by Rashard Kelly.,12,17
5:24,197,Brandon Averette Turnover.,12,17
5:24,2724,Rashard Kelly Steal.,12,17
5:19,2724,Rashard Kelly made Layup.,14,17
5:14,2724,Foul on Shaquille Morris.,14,17
5:14,197,Tavarius Shine made Free Throw.,14,18
5:14,197,Tavarius Shine made Free Throw.,14,19
5:05,2724,Conner Frankamp missed Jumper.,14,19
5:05,197,Jeffrey Carroll Defensive Rebound.,14,19
4:43,197,Foul on Lucas N'Guessan.,14,19
4:43,197,Lucas N'Guessan Turnover.,14,19
4:38,197,Foul on Tavarius Shine.,14,19
4:38,2724,Landry Shamet made Free Throw.,15,19
4:38,2724,Landry Shamet made Free Throw.,16,19
4:24,197,Mitchell Solomon missed Jumper.,16,19
4:24,2724,Rashard Kelly Defensive Rebound.,16,19
4:07,2724,Rashard Kelly missed Three Point Jumper.,16,19
4:07,2724,Wichita State Offensive Rebound.,16,19
3:40,2724,Rashard Kelly missed Jumper.,16,19
3:40,197,Lucas N'Guessan Defensive Rebound.,16,19
3:38,2724,Foul on Rashard Kelly.,16,19
3:38,197,Official TV Timeout,16,19
3:38,197,Lucas N'Guessan made Free Throw.,16,20
3:38,197,Lucas N'Guessan made Free Throw.,16,21
3:26,2724,Conner Frankamp made Layup. Assisted by Landry Shamet.,18,21
3:04,2724,Foul on Rashard Kelly.,18,21
3:04,197,Tavarius Shine made Free Throw.,18,22
3:04,197,Tavarius Shine made Free Throw.,18,23
2:54,2724,Conner Frankamp missed Three Point Jumper.,18,23
2:54,197,Brandon Averette Defensive Rebound.,18,23
2:43,197,Lindy Waters III missed Layup.,18,23
2:43,197,Oklahoma State Offensive Rebound.,18,23
2:40,197,Thomas Dziagwa Turnover.,18,23
2:40,2724,Rauno Nurger Steal.,18,23
2:25,2724,Conner Frankamp missed Jumper.,18,23
2:25,197,Thomas Dziagwa Defensive Rebound.,18,23
2:08,197,Thomas Dziagwa missed Three Point Jumper.,18,23
2:08,2724,Rauno Nurger Defensive Rebound.,18,23
1:56,2724,Rauno Nurger made Three Point Jumper. Assisted by Zach Brown.,21,23
1:24,197,Brandon Averette missed Jumper.,21,23
1:24,2724,Darral Willis Jr. Defensive Rebound.,21,23
1:11,2724,Zach Brown missed Three Point Jumper.,21,23
1:11,197,Oklahoma State Defensive Rebound.,21,23
1:07,197,Oklahoma State  Timeout,21,23
1:02,197,Jeffrey Carroll missed Jumper.,21,23
1:02,2724,Zach Brown Defensive Rebound.,21,23
0:43,197,Foul on Brandon Averette.,21,23
0:43,2724,Landry Shamet made Free Throw.,22,23
0:43,2724,Landry Shamet made Free Throw.,23,23
0:28,197,Foul on Jeffrey Carroll.,23,23
0:28,197,Jeffrey Carroll Turnover.,23,23
0:06,2724,Landry Shamet made Three Point Jumper.,26,23
0:00,197,End of 1st half,26,23
20:00,197,Jump Ball won by Oklahoma State,26,23
19:47,197,Tavarius Shine missed Three Point Jumper.,26,23
19:47,197,Mitchell Solomon Offensive Rebound.,26,23
19:43,197,Mitchell Solomon Turnover.,26,23
19:43,2724,Rashard Kelly Steal.,26,23
19:21,2724,Landry Shamet made Three Point Jumper.,29,23
18:49,2724,Foul on Rauno Nurger.,29,23
18:36,197,Mitchell Solomon made Jumper. Assisted by Lindy Waters III.,29,25
17:58,2724,Zach Brown Turnover.,29,25
17:41,197,Mitchell Solomon made Jumper. Assisted by Tavarius Shine.,29,27
17:25,2724,Landry Shamet missed Three Point Jumper.,29,27
17:25,197,Oklahoma State Defensive Rebound.,29,27
17:21,2724,Foul on Zach Brown.,29,27
17:08,2724,Foul on Zach Brown.,29,27
17:04,197,Cameron McGriff made Three Point Jumper. Assisted by Tavarius Shine.,29,30
16:40,2724,Landry Shamet made Three Point Jumper. Assisted by Conner Frankamp.,32,30
16:28,197,Foul on Kendall Smith.,32,30
16:28,197,Kendall Smith Turnover.,32,30
15:58,197,Foul on Cameron McGriff.,32,30
15:58,197,Official TV Timeout,32,30
15:58,2724,Landry Shamet made Free Throw.,33,30
15:58,2724,Landry Shamet missed Free Throw.,33,30
15:58,2724,Shaquille Morris Offensive Rebound.,33,30
15:47,2724,Landry Shamet made Three Point Jumper. Assisted by Rashard Kelly.,36,30
15:30,197,Tavarius Shine made Jumper. Assisted by Mitchell Solomon.,36,32
15:14,2724,Landry Shamet missed Three Point Jumper.,36,32
15:14,197,Mitchell Solomon Defensive Rebound.,36,32
15:04,197,Tavarius Shine made Jumper.,36,34
14:53,2724,Shaquille Morris missed Three Point Jumper.,36,34
14:53,197,Brandon Averette Defensive Rebound.,36,34
14:44,2724,Foul on Shaquille Morris.,36,34
14:44,197,Tavarius Shine made Free Throw.,36,35
14:44,197,Tavarius Shine made Free Throw.,36,36
14:22,2724,Conner Frankamp missed Three Point Jumper.,36,36
14:22,2724,Rashard Kelly Offensive Rebound.,36,36
14:18,2724,Foul on Rashard Kelly.,36,36
14:18,2724,Rashard Kelly Turnover.,36,36
14:08,197,Lindy Waters III made Three Point Jumper.,36,39
13:55,2724,Darral Willis Jr. made Three Point Jumper. Assisted by Landry Shamet.,39,39
13:28,197,Lindy Waters III missed Jumper.,39,39
13:28,197,Lindy Waters III Offensive Rebound.,39,39
13:22,197,Lindy Waters III made Layup.,39,41
13:12,2724,Darral Willis Jr. made Dunk.,41,41
13:05,2724,Foul on Conner Frankamp.,41,41
13:05,197,Brandon Averette made Free Throw.,41,42
13:05,197,Brandon Averette missed Free Throw.,41,42
13:05,2724,Rauno Nurger Defensive Rebound.,41,42
12:40,2724,Landry Shamet made Layup. Assisted by Darral Willis Jr..,43,42
12:40,197,Foul on Jeffrey Carroll.,43,42
12:40,2724,Landry Shamet made Free Throw.,44,42
12:26,197,Jeffrey Carroll missed Three Point Jumper.,44,42
12:26,2724,Darral Willis Jr. Defensive Rebound.,44,42
12:23,197,Foul on Cameron McGriff.,44,42
12:12,2724,Wichita State  Turnover.,44,42
11:48,197,Jeffrey Carroll missed Jumper.,44,42
11:48,197,Mitchell Solomon Offensive Rebound.,44,42
11:48,197,Mitchell Solomon made Two Point Tip Shot.,44,44
11:38,2724,Samajae Haynes-Jones missed Layup.,44,44
11:38,197,Mitchell Solomon Block.,44,44
11:38,2724,Wichita State Offensive Rebound.,44,44
11:38,197,Official TV Timeout,44,44
11:34,197,Foul on Mitchell Solomon.,44,44
11:34,2724,Darral Willis Jr. made Free Throw.,45,44
11:34,2724,Darral Willis Jr. made Free Throw.,46,44
11:25,197,Brandon Averette made Jumper.,46,46
11:14,2724,Rauno Nurger made Three Point Jumper. Assisted by Landry Shamet.,49,46
10:57,197,Jeffrey Carroll missed Three Point Jumper.,49,46
10:57,2724,Wichita State Defensive Rebound.,49,46
10:57,197,Foul on Jeffrey Carroll.,49,46
10:39,2724,Landry Shamet missed Jumper.,49,46
10:39,2724,Darral Willis Jr. Offensive Rebound.,49,46
10:37,197,Foul on Tavarius Shine.,49,46
10:37,2724,Darral Willis Jr. made Free Throw.,50,46
10:37,2724,Darral Willis Jr. missed Free Throw.,50,46
10:37,197,Mitchell Solomon Defensive Rebound.,50,46
10:18,197,Kendall Smith missed Jumper.,50,46
10:18,197,Mitchell Solomon Offensive Rebound.,50,46
10:18,2724,Foul on Zach Brown.,50,46
10:18,197,Mitchell Solomon made Free Throw.,50,47
10:18,197,Mitchell Solomon made Free Throw.,50,48
10:05,2724,Conner Frankamp made Three Point Jumper.,53,48
10:02,2724,Foul on Darral Willis Jr..,53,48
10:02,197,Tavarius Shine made Free Throw.,53,49
10:02,197,Tavarius Shine made Free Throw.,53,50
9:18,2724,Landry Shamet made Jumper.,55,50
9:18,197,Foul on Lucas N'Guessan.,55,50
9:18,2724,Landry Shamet made Free Throw.,56,50
9:09,197,Lindy Waters III missed Three Point Jumper.,56,50
9:09,197,Oklahoma State Offensive Rebound.,56,50
9:06,2724,Foul on Rauno Nurger.,56,50
9:06,197,Mitchell Solomon made Free Throw.,56,51
9:06,197,Mitchell Solomon made Free Throw.,56,52
8:41,2724,Conner Frankamp missed Jumper.,56,52
8:41,2724,Darral Willis Jr. Offensive Rebound.,56,52
8:38,197,Foul on Mitchell Solomon.,56,52
8:38,2724,Darral Willis Jr. missed Free Throw.,56,52
8:38,2724,Wichita State Deadball Team Rebound.,56,52
8:38,2724,Darral Willis Jr. made Free Throw.,57,52
8:17,197,Lindy Waters III made Three Point Jumper. Assisted by Kendall Smith.,57,55
8:01,2724,Shaquille Morris made Three Point Jumper. Assisted by Landry Shamet.,60,55
7:54,197,Tavarius Shine missed Three Point Jumper.,60,55
7:54,2724,Conner Frankamp Defensive Rebound.,60,55
7:33,2724,Shaquille Morris missed Three Point Jumper.,60,55
7:33,2724,Darral Willis Jr. Offensive Rebound.,60,55
7:30,2724,Darral Willis Jr. made Layup.,62,55
7:30,197,Foul on Lucas N'Guessan.,62,55
7:30,197,Official TV Timeout,62,55
7:30,2724,Darral Willis Jr. made Free Throw.,63,55
7:13,197,Jeffrey Carroll missed Three Point Jumper.,63,55
7:13,2724,Rashard Kelly Defensive Rebound.,63,55
6:52,2724,Darral Willis Jr. missed Jumper.,63,55
6:52,2724,Rashard Kelly Offensive Rebound.,63,55
6:31,2724,Darral Willis Jr. missed Three Point Jumper.,63,55
6:31,197,Lindy Waters III Defensive Rebound.,63,55
6:05,197,Kendall Smith missed Jumper.,63,55
6:05,2724,Wichita State Defensive Rebound.,63,55
5:57,2724,Conner Frankamp missed Jumper.,63,55
5:57,197,Mitchell Solomon Defensive Rebound.,63,55
5:51,197,Jeffrey Carroll missed Layup.,63,55
5:51,2724,Rashard Kelly Defensive Rebound.,63,55
5:24,2724,Austin Reaves Turnover.,63,55
5:24,197,Lindy Waters III Steal.,63,55
5:20,197,Lindy Waters III made Dunk.,63,57
5:14,197,Oklahoma State  Timeout,63,57
5:13,197,Foul on Tavarius Shine.,63,57
5:13,2724,Rashard Kelly missed Free Throw.,63,57
5:13,2724,Wichita State Deadball Team Rebound.,63,57
5:13,2724,Rashard Kelly made Free Throw.,64,57
5:00,197,Lindy Waters III missed Three Point Jumper.,64,57
5:00,2724,Zach Brown Defensive Rebound.,64,57
4:50,197,Foul on Mitchell Solomon.,64,57
4:50,2724,Landry Shamet made Free Throw.,65,57
4:50,2724,Landry Shamet missed Free Throw.,65,57
4:50,197,Tavarius Shine Defensive Rebound.,65,57
4:45,197,Lindy Waters III Turnover.,65,57
4:17,2724,Foul on Zach Brown.,65,57
4:17,2724,Zach Brown Turnover.,65,57
4:03,197,Mitchell Solomon missed Three Point Jumper.,65,57
4:03,2724,Austin Reaves Defensive Rebound.,65,57
3:41,2724,Austin Reaves Turnover.,65,57
3:41,197,Official TV Timeout,65,57
3:25,197,Thomas Dziagwa missed Three Point Jumper.,65,57
3:25,2724,Wichita State Defensive Rebound.,65,57
2:53,2724,Wichita State  Turnover.,65,57
2:36,197,Mitchell Solomon made Layup. Assisted by Kendall Smith.,65,59
2:25,197,Foul on Mitchell Solomon.,65,59
2:25,2724,Landry Shamet made Free Throw.,66,59
2:25,2724,Landry Shamet made Free Throw.,67,59
2:08,2724,Foul on Shaquille Morris.,67,59
2:08,197,Kendall Smith missed Free Throw.,67,59
2:08,197,Oklahoma State Deadball Team Rebound.,67,59
2:08,197,Kendall Smith missed Free Throw.,67,59
2:08,2724,Landry Shamet Defensive Rebound.,67,59
1:38,2724,Austin Reaves made Three Point Jumper.,70,59
1:19,197,Tavarius Shine made Layup.,70,61
1:19,2724,Foul on Shaquille Morris.,70,61
1:19,197,Tavarius Shine made Free Throw.,70,62
1:19,197,Oklahoma State  Timeout,70,62
1:06,197,Foul on Brandon Averette.,70,62
1:06,2724,Conner Frankamp made Free Throw.,71,62
1:06,2724,Conner Frankamp made Free Throw.,72,62
0:55,197,Tavarius Shine missed Three Point Jumper.,72,62
0:55,197,Mitchell Solomon Offensive Rebound.,72,62
0:46,2724,Foul on Rashard Kelly.,72,62
0:46,197,Brandon Averette made Free Throw.,72,63
0:46,197,Brandon Averette made Free Throw.,72,64
0:43,2724,Wichita State  Timeout,72,64
0:40,197,Foul on Kendall Smith.,72,64
0:40,2724,Conner Frankamp made Free Throw.,73,64
0:40,2724,Conner Frankamp made Free Throw.,74,64
0:33,197,Tavarius Shine Turnover.,74,64
0:33,2724,Landry Shamet Steal.,74,64
0:30,197,Foul on Mitchell Solomon.,74,64
0:30,2724,Landry Shamet made Free Throw.,75,64
0:30,2724,Landry Shamet made Free Throw.,76,64
0:22,197,Kendall Smith made Dunk. Assisted by Brandon Averette.,76,66
0:22,197,Oklahoma State  Timeout,76,66
0:14,197,Foul on Kendall Smith.,76,66
0:14,2724,Landry Shamet made Free Throw.,77,66
0:14,2724,Landry Shamet made Free Throw.,78,66
0:11,197,Brandon Averette missed Jumper.,78,66
0:11,2724,Austin Reaves Defensive Rebound.,78,66
0:00,197,End of Game,78,66
