Long Beach State,2492,Pepperdine,299
19:00,299,Deishuan Booker made Layup. Assisted by Temidayo Yussuf.,39,35
18:38,2492,Foul on Darnell Dunn.,39,35
18:38,2492,Darnell Dunn Turnover.,39,35
18:27,299,Bryan Alberts missed Jumper.,39,35
18:27,2492,Nolan Taylor Defensive Rebound.,39,35
18:24,299,Foul on Temidayo Yussuf.,39,35
18:08,299,Foul on Temidayo Yussuf.,39,35
18:08,2492,Darnell Dunn missed Free Throw.,39,35
18:08,2492,Pepperdine Deadball Team Rebound.,39,35
18:08,2492,Darnell Dunn made Free Throw.,39,36
17:41,299,Bryan Alberts made Three Point Jumper.,42,36
17:21,2492,Amadi Udenyi Turnover.,42,36
17:20,299,Deishuan Booker Steal.,42,36
17:14,299,Jordan Griffin missed Three Point Jumper.,42,36
17:14,2492,Pepperdine Defensive Rebound.,42,36
16:49,2492,Darnell Dunn made Layup. Assisted by Colbey Ross.,42,38
16:49,299,Foul on Mason Riggins.,42,38
16:49,2492,Darnell Dunn made Free Throw.,42,39
16:32,299,Gabe Levin missed Layup.,42,39
16:32,2492,Nolan Taylor Defensive Rebound.,42,39
16:26,2492,Colbey Ross missed Layup.,42,39
16:26,299,Mason Riggins Defensive Rebound.,42,39
16:21,299,Jordan Griffin missed Three Point Jumper.,42,39
16:21,299,Gabe Levin Offensive Rebound.,42,39
16:04,299,Jordan Griffin missed Jumper.,42,39
16:04,2492,Darnell Dunn Defensive Rebound.,42,39
15:54,2492,Colbey Ross Turnover.,42,39
15:53,299,Mason Riggins Steal.,42,39
15:48,299,Bryan Alberts made Three Point Jumper. Assisted by Jordan Griffin.,45,39
15:15,2492,Darnell Dunn made Layup. Assisted by Amadi Udenyi.,45,41
15:15,299,Foul on Bryan Alberts.,45,41
15:15,2492,Official TV Timeout,45,41
15:15,2492,Darnell Dunn made Free Throw.,45,42
14:54,299,Bryan Alberts made Three Point Jumper.,48,42
14:28,2492,Foul on Darnell Dunn.,48,42
14:28,2492,Darnell Dunn Turnover.,48,42
14:11,299,Bryan Alberts made Three Point Jumper.,51,42
13:42,2492,Harrison Meads made Dunk. Assisted by Jade' Smith.,51,44
13:20,299,Bryan Alberts missed Three Point Jumper.,51,44
13:20,299,Bryan Alberts Offensive Rebound.,51,44
13:14,299,Edon Maxhuni missed Jumper.,51,44
13:14,2492,Harrison Meads Defensive Rebound.,51,44
13:05,2492,Eric Cooper Jr. made Layup. Assisted by Amadi Udenyi.,51,46
12:46,2492,Foul on Kevin Hempy.,51,46
12:36,299,Edon Maxhuni missed Jumper.,51,46
12:36,2492,Kevin Hempy Defensive Rebound.,51,46
12:08,2492,Harrison Meads made Dunk. Assisted by Colbey Ross.,51,48
11:55,299,Gabe Levin Turnover.,51,48
11:55,2492,Colbey Ross Steal.,51,48
11:51,2492,Eric Cooper Jr. missed Layup.,51,48
11:51,299,Gabe Levin Block.,51,48
11:51,2492,Pepperdine Offensive Rebound.,51,48
11:49,2492,Official TV Timeout,51,48
11:34,2492,Eric Cooper Jr. made Three Point Jumper. Assisted by Jade' Smith.,51,51
11:15,2492,Foul on Kevin Hempy.,51,51
11:11,299,Bryan Alberts missed Three Point Jumper.,51,51
11:11,2492,Colbey Ross Defensive Rebound.,51,51
10:56,2492,Eric Cooper Jr. missed Three Point Jumper.,51,51
10:56,299,Bryan Alberts Defensive Rebound.,51,51
10:51,299,Deishuan Booker made Layup. Assisted by Bryan Alberts.,53,51
10:49,2492,Foul on Jade' Smith.,53,51
10:49,299,Deishuan Booker made Free Throw.,54,51
10:40,2492,Eric Cooper Jr. Turnover.,54,51
10:28,299,Gabe Levin missed Jumper.,54,51
10:28,299,Gabe Levin Offensive Rebound.,54,51
10:26,299,Gabe Levin made Two Point Tip Shot.,56,51
10:04,2492,Knox Hellums made Jumper.,56,53
9:47,299,Gabe Levin made Jumper. Assisted by Deishuan Booker.,58,53
9:21,2492,Harrison Meads Turnover.,58,53
9:09,299,Deishuan Booker made Layup.,60,53
8:59,299,Foul on Jordan Roberts.,60,53
8:43,2492,Colbey Ross missed Three Point Jumper.,60,53
8:43,299,KJ Byers Defensive Rebound.,60,53
8:27,299,Jordan Griffin missed Three Point Jumper.,60,53
8:27,299,Temidayo Yussuf Offensive Rebound.,60,53
8:18,299,Jordan Roberts made Layup. Assisted by Deishuan Booker.,62,53
8:08,2492,Knox Hellums missed Three Point Jumper.,62,53
8:08,299,KJ Byers Block.,62,53
8:06,2492,Knox Hellums Offensive Rebound.,62,53
8:04,2492,Knox Hellums Turnover.,62,53
8:03,299,Jordan Roberts Steal.,62,53
7:59,299,KJ Byers made Layup. Assisted by Jordan Roberts.,64,53
7:56,2492,Pepperdine  Timeout,64,53
7:36,2492,Amadi Udenyi missed Three Point Jumper.,64,53
7:36,2492,Darnell Dunn Offensive Rebound.,64,53
7:25,2492,Trae Berhow made Layup. Assisted by Nolan Taylor.,64,55
6:59,299,Foul on LaRond Williams.,64,55
6:59,299,LaRond Williams Turnover.,64,55
6:59,2492,Official TV Timeout,64,55
6:45,2492,Nolan Taylor Turnover.,64,55
6:44,299,Temidayo Yussuf Steal.,64,55
6:37,2492,Foul on Nolan Taylor.,64,55
6:36,299,Bryan Alberts made Three Point Jumper. Assisted by Deishuan Booker.,67,55
6:18,2492,Jade' Smith made Jumper.,67,57
5:58,2492,Foul on Harrison Meads.,67,57
5:58,299,Gabe Levin made Free Throw.,68,57
5:58,299,Gabe Levin missed Free Throw.,68,57
5:58,2492,Trae Berhow Defensive Rebound.,68,57
5:52,2492,Nolan Taylor missed Layup.,68,57
5:52,2492,Trae Berhow Offensive Rebound.,68,57
5:50,2492,Trae Berhow made Layup.,68,59
5:41,299,Gabe Levin Turnover.,68,59
5:41,2492,Jade' Smith Steal.,68,59
5:37,2492,Jade' Smith made Layup.,68,61
5:29,299,Long Beach State  Timeout,68,61
5:11,2492,Foul on Trae Berhow.,68,61
5:11,299,KJ Byers made Free Throw.,69,61
5:11,299,KJ Byers made Free Throw.,70,61
4:55,2492,Amadi Udenyi missed Three Point Jumper.,70,61
4:55,299,Deishuan Booker Defensive Rebound.,70,61
4:30,299,Gabe Levin missed Jumper.,70,61
4:30,2492,Nolan Taylor Block.,70,61
4:28,299,Gabe Levin Offensive Rebound.,70,61
4:28,299,Gabe Levin missed Layup.,70,61
4:28,2492,Nolan Taylor Defensive Rebound.,70,61
4:14,2492,Trae Berhow made Three Point Jumper. Assisted by Amadi Udenyi.,70,64
3:47,299,Deishuan Booker made Layup.,72,64
3:38,2492,Nolan Taylor missed Jumper.,72,64
3:38,2492,Trae Berhow Offensive Rebound.,72,64
3:36,299,Foul on Bryan Alberts.,72,64
3:36,2492,Official TV Timeout,72,64
3:36,2492,Trae Berhow missed Free Throw.,72,64
3:36,2492,Jade' Smith Offensive Rebound.,72,64
3:09,2492,Colbey Ross made Jumper.,72,66
2:40,299,KJ Byers made Dunk. Assisted by Deishuan Booker.,74,66
2:15,299,Foul on Bryan Alberts.,74,66
2:15,2492,Nolan Taylor missed Free Throw.,74,66
2:15,299,Gabe Levin Defensive Rebound.,74,66
1:46,2492,Foul on Nolan Taylor.,74,66
1:46,299,Temidayo Yussuf made Free Throw.,75,66
1:46,299,Temidayo Yussuf made Free Throw.,76,66
1:34,2492,Jade' Smith missed Three Point Jumper.,76,66
1:34,299,Deishuan Booker Defensive Rebound.,76,66
1:06,299,LaRond Williams missed Jumper.,76,66
1:06,2492,Nolan Taylor Block.,76,66
1:05,299,Deishuan Booker Offensive Rebound.,76,66
1:01,299,Long Beach State  Turnover.,76,66
0:50,2492,Nolan Taylor made Layup. Assisted by Colbey Ross.,76,68
0:44,299,Bryan Alberts missed Three Point Jumper.,76,68
0:44,2492,Eric Cooper Jr. Defensive Rebound.,76,68
0:27,2492,Nolan Taylor missed Layup.,76,68
0:27,299,Gabe Levin Block.,76,68
0:26,2492,Pepperdine Offensive Rebound.,76,68
0:24,2492,Trae Berhow missed Jumper.,76,68
0:24,2492,Trae Berhow Offensive Rebound.,76,68
0:21,2492,Trae Berhow missed Layup.,76,68
0:21,2492,Nolan Taylor Offensive Rebound.,76,68
0:18,2492,Nolan Taylor made Layup.,76,70
0:18,2492,Pepperdine  Timeout,76,70
0:16,2492,Foul on Jade' Smith.,76,70
0:16,299,Bryan Alberts missed Free Throw.,76,70
0:16,299,Long Beach State Deadball Team Rebound.,76,70
0:16,299,Bryan Alberts made Free Throw.,77,70
0:07,299,Foul on KJ Byers.,77,70
0:07,2492,Eric Cooper Jr. made Free Throw.,77,71
0:07,2492,Pepperdine  Timeout,77,71
0:07,2492,Pepperdine  Turnover.,77,71
0:05,2492,Foul on Trae Berhow.,77,71
0:05,299,Bryan Alberts missed Free Throw.,77,71
0:05,299,Long Beach State Deadball Team Rebound.,77,71
0:05,299,Bryan Alberts made Free Throw.,78,71
0:02,2492,Eric Cooper Jr. missed Three Point Jumper.,78,71
0:02,299,Deishuan Booker Defensive Rebound.,78,71
0:00,2492,End of Game,78,71
