UL Monroe,55,Jacksonville State,2433
13:00,2433,Foul on Roderick Taylor.,15,11
12:59,55,Malcolm Drumwright missed Three Point Jumper.,15,11
12:59,2433,Kiir Deng Defensive Rebound.,15,11
12:31,2433,Travis Munnings missed Jumper.,15,11
12:31,2433,Roderick Taylor Offensive Rebound.,15,11
12:28,2433,Roderick Taylor missed Jumper.,15,11
12:28,55,Christian Cunningham Defensive Rebound.,15,11
12:17,2433,Foul on Roderick Taylor.,15,11
12:17,55,Christian Cunningham made Free Throw.,15,12
12:17,55,Christian Cunningham made Free Throw.,15,13
12:04,2433,Jordon Harris missed Three Point Jumper.,15,13
12:04,55,Christian Cunningham Defensive Rebound.,15,13
11:52,55,Christian Cunningham made Layup. Assisted by Des Curry.,15,15
11:52,55,Official TV Timeout,15,15
11:22,2433,Donovan Walker missed Layup.,15,15
11:22,55,Ashton Spears Defensive Rebound.,15,15
11:17,55,Christian Cunningham missed Free Throw.,15,15
11:17,2433,Travis Munnings Defensive Rebound.,15,15
11:16,2433,Foul on Kiir Deng.,15,15
10:54,2433,Sam McDaniel made Jumper.,17,15
10:20,55,Des Curry Turnover.,17,15
10:06,2433,Sam McDaniel made Jumper.,19,15
9:44,55,Malcolm Drumwright missed Jumper.,19,15
9:44,55,Christian Cunningham Offensive Rebound.,19,15
9:39,55,Christian Cunningham Turnover.,19,15
9:38,2433,Donovan Walker Steal.,19,15
9:10,2433,Jordon Harris missed Jumper.,19,15
9:10,55,Christian Cunningham Defensive Rebound.,19,15
9:01,55,Marlon Hunter made Three Point Jumper. Assisted by Christian Cunningham.,19,18
8:45,2433,Travis Munnings Turnover.,19,18
8:44,55,Marlon Hunter Steal.,19,18
8:42,55,Marlon Hunter made Free Throw.,19,19
8:42,55,Marlon Hunter missed Free Throw.,19,19
8:42,55,Cam Martin Offensive Rebound.,19,19
8:40,2433,Foul on Donovan Walker.,19,19
8:24,55,Marlon Hunter missed Jumper.,19,19
8:24,2433,Michael Ertel Defensive Rebound.,19,19
8:04,2433,Sam McDaniel missed Jumper.,19,19
8:04,2433,Kiir Deng Offensive Rebound.,19,19
7:45,2433,Marvin Jean-Pierre Turnover.,19,19
7:45,55,Marlon Hunter Steal.,19,19
7:44,55,Official TV Timeout,19,19
7:39,55,Cam Martin missed Layup.,19,19
7:39,2433,Michael Ertel Defensive Rebound.,19,19
7:24,2433,Michael Ertel made Three Point Jumper. Assisted by Sam McDaniel.,22,19
6:56,55,Malcolm Drumwright made Three Point Jumper.,22,22
6:22,2433,Sam McDaniel missed Three Point Jumper.,22,22
6:22,55,Cam Martin Defensive Rebound.,22,22
6:08,55,Jason Burnell Turnover.,22,22
6:07,2433,Marvin Jean-Pierre Steal.,22,22
6:03,2433,Travis Munnings missed Layup.,22,22
6:03,2433,UL Monroe Offensive Rebound.,22,22
6:03,55,Foul on Ashton Spears.,22,22
5:49,55,Foul on Jacara Cross.,22,22
5:36,2433,Sam Alabakis made Layup. Assisted by Sam McDaniel.,24,22
5:16,55,Jason Burnell missed Three Point Jumper.,24,22
5:16,55,Jamall Gregory Offensive Rebound.,24,22
5:10,55,Jamall Gregory Turnover.,24,22
5:10,2433,Travis Munnings Steal.,24,22
5:04,2433,Michael Ertel made Three Point Jumper. Assisted by Marvin Jean-Pierre.,27,22
4:37,55,Jamall Gregory Turnover.,27,22
4:26,2433,Travis Munnings made Three Point Jumper. Assisted by Michael Ertel.,30,22
4:06,55,Malcolm Drumwright made Three Point Jumper.,30,25
3:47,2433,Travis Munnings missed Three Point Jumper.,30,25
3:47,55,Christian Cunningham Defensive Rebound.,30,25
3:35,55,Malcolm Drumwright made Jumper.,30,27
3:21,55,Foul on Ashton Spears.,30,27
3:20,2433,Official TV Timeout,30,27
3:20,55,Official TV Timeout,30,27
3:07,2433,Sam Alabakis missed Layup.,30,27
3:07,55,Christian Cunningham Block.,30,27
3:05,55,Christian Cunningham Defensive Rebound.,30,27
3:01,55,Foul on Ashton Spears.,30,27
3:01,55,Ashton Spears Turnover.,30,27
2:38,2433,Marvin Jean-Pierre missed Three Point Jumper.,30,27
2:38,55,Jason Burnell Defensive Rebound.,30,27
2:24,55,Marlon Hunter made Jumper.,30,29
2:06,2433,Travis Munnings missed Three Point Jumper.,30,29
2:06,2433,Marvin Jean-Pierre Offensive Rebound.,30,29
1:49,2433,Sam Alabakis made Layup. Assisted by Marvin Jean-Pierre.,32,29
1:32,55,Marlon Hunter made Jumper.,32,31
1:12,2433,Jordon Harris missed Three Point Jumper.,32,31
1:12,55,Tyrik Edwards Defensive Rebound.,32,31
1:06,55,Tyrik Edwards made Layup.,32,33
0:43,2433,Sam McDaniel missed Layup.,32,33
0:43,55,Christian Cunningham Block.,32,33
0:41,55,Jason Burnell Defensive Rebound.,32,33
0:39,55,Tyrik Edwards Turnover.,32,33
0:25,2433,Marvin Jean-Pierre made Layup.,34,33
0:25,55,Foul on Christian Cunningham.,34,33
0:25,2433,Marvin Jean-Pierre made Free Throw.,35,33
0:25,55,Jacksonville State  Timeout,35,33
0:02,55,Tyrik Edwards missed Layup.,35,33
0:02,2433,UL Monroe Defensive Rebound.,35,33
0:00,55,End of 1st half,35,33
19:44,2433,Foul on Michael Ertel.,35,33
19:35,55,Malcolm Drumwright missed Jumper.,35,33
19:35,55,Christian Cunningham Offensive Rebound.,35,33
19:30,55,Christian Cunningham made Layup.,35,35
19:04,2433,Sam Alabakis Turnover.,35,35
18:51,55,Jamall Gregory made Dunk. Assisted by Jason Burnell.,35,37
18:27,2433,Marvin Jean-Pierre missed Layup.,35,37
18:27,55,Jason Burnell Defensive Rebound.,35,37
18:15,55,Jamall Gregory Turnover.,35,37
18:14,2433,Michael Ertel Steal.,35,37
18:10,2433,Foul on Sam McDaniel.,35,37
18:10,2433,Sam McDaniel Turnover.,35,37
17:47,55,Jamall Gregory missed Three Point Jumper.,35,37
17:47,2433,UL Monroe Defensive Rebound.,35,37
17:28,2433,Travis Munnings missed Jumper.,35,37
17:28,55,Jason Burnell Block.,35,37
17:24,55,Christian Cunningham Defensive Rebound.,35,37
17:07,55,Jason Burnell Turnover.,35,37
16:59,55,Foul on Jamall Gregory.,35,37
16:38,2433,Michael Ertel missed Three Point Jumper.,35,37
16:38,55,Jason Burnell Defensive Rebound.,35,37
16:28,55,Malcolm Drumwright made Three Point Jumper.,35,40
16:22,2433,UL Monroe  Timeout,35,40
16:22,55,Official TV Timeout,35,40
16:19,2433,Michael Ertel Turnover.,35,40
16:18,55,Jamall Gregory Steal.,35,40
16:17,55,Christian Cunningham made Dunk. Assisted by Jamall Gregory.,35,42
16:06,2433,Marvin Jean-Pierre Turnover.,35,42
15:56,55,Jamall Gregory made Jumper.,35,44
15:48,55,Official TV Timeout,35,44
15:46,2433,Jordon Harris Turnover.,35,44
15:45,55,Christian Cunningham Steal.,35,44
15:34,55,Jamall Gregory made Jumper. Assisted by Marlon Hunter.,35,46
15:08,2433,Marvin Jean-Pierre missed Three Point Jumper.,35,46
15:08,2433,Sam McDaniel Offensive Rebound.,35,46
15:04,2433,Sam McDaniel missed Jumper.,35,46
15:04,55,Jason Burnell Block.,35,46
15:02,2433,Sam McDaniel Offensive Rebound.,35,46
14:57,2433,Marvin Jean-Pierre made Three Point Jumper. Assisted by Jordon Harris.,38,46
14:32,2433,Foul on Kiir Deng.,38,46
14:32,55,Jason Burnell made Free Throw.,38,47
14:32,55,Jason Burnell made Free Throw.,38,48
14:04,2433,Marvin Jean-Pierre made Jumper.,40,48
13:48,55,Malcolm Drumwright missed Three Point Jumper.,40,48
13:48,55,Marlon Hunter Offensive Rebound.,40,48
13:44,55,Marlon Hunter made Jumper.,40,50
13:28,2433,Travis Munnings missed Layup.,40,50
13:28,55,Jason Burnell Block.,40,50
13:24,2433,Kiir Deng Offensive Rebound.,40,50
13:23,2433,Kiir Deng missed Layup.,40,50
13:23,55,Christian Cunningham Block.,40,50
13:22,55,Christian Cunningham Defensive Rebound.,40,50
13:19,55,Jamall Gregory missed Layup.,40,50
13:19,2433,Marvin Jean-Pierre Block.,40,50
13:16,2433,Travis Munnings Defensive Rebound.,40,50
12:50,2433,Sam McDaniel Turnover.,40,50
12:49,55,Jason Burnell Steal.,40,50
12:47,55,Marlon Hunter made Layup. Assisted by Jason Burnell.,40,52
12:45,2433,UL Monroe  Timeout,40,52
12:22,2433,Travis Munnings made Free Throw.,41,52
12:21,55,Foul on Jacara Cross.,41,52
12:21,2433,Travis Munnings made Free Throw.,42,52
12:00,55,Marlon Hunter missed Three Point Jumper.,42,52
12:00,2433,UL Monroe Defensive Rebound.,42,52
12:00,55,Official TV Timeout,42,52
11:36,2433,Travis Munnings missed Jumper.,42,52
11:36,55,Jacara Cross Defensive Rebound.,42,52
11:12,55,Jacara Cross missed Layup.,42,52
11:09,2433,Kiir Deng Block.,42,52
11:09,2433,UL Monroe Defensive Rebound.,42,52
10:49,55,Malcolm Drumwright made Free Throw.,42,54
10:49,55,Malcolm Drumwright made Free Throw.,42,53
10:49,2433,Jordon Harris Turnover.,42,53
10:48,2433,Foul on Jordon Harris.,42,54
10:48,2433,Technical Foul on UL Monroe.,42,54
10:21,55,Malcolm Drumwright missed Jumper.,42,54
10:21,55,Christian Cunningham Offensive Rebound.,42,54
10:17,55,Jacksonville State  Timeout,42,54
9:51,55,Jamall Gregory made Three Point Jumper. Assisted by Christian Cunningham.,42,57
9:33,2433,Foul on Marvin Jean-Pierre.,42,57
9:33,2433,Marvin Jean-Pierre Turnover.,42,57
9:20,55,Ashton Spears missed Three Point Jumper.,42,57
9:20,55,Christian Cunningham Offensive Rebound.,42,57
9:15,55,Christian Cunningham Turnover.,42,57
9:14,2433,Michael Ertel Steal.,42,57
8:59,2433,Jordon Harris missed Layup.,42,57
8:59,55,Christian Cunningham Block.,42,57
8:58,2433,Travis Munnings Offensive Rebound.,42,57
8:53,2433,Marvin Jean-Pierre missed Three Point Jumper.,42,57
8:53,55,Ashton Spears Defensive Rebound.,42,57
8:40,55,Jamall Gregory Turnover.,42,57
8:39,2433,Jordon Harris Steal.,42,57
8:35,2433,Sam McDaniel made Three Point Jumper. Assisted by Jordon Harris.,45,57
8:05,55,Jamall Gregory Turnover.,45,57
7:52,2433,Sam McDaniel made Layup.,47,57
7:27,55,Official TV Timeout,47,57
7:27,55,Christian Cunningham made Free Throw.,47,58
7:27,55,Christian Cunningham made Free Throw.,47,59
7:26,2433,Foul on Michael Ertel.,47,59
7:07,2433,Michael Ertel missed Three Point Jumper.,47,59
7:07,55,Jacksonville State Defensive Rebound.,47,59
6:34,55,Malcolm Drumwright made Three Point Jumper. Assisted by Christian Cunningham.,47,62
6:09,2433,Sam McDaniel made Three Point Jumper. Assisted by Travis Munnings.,50,62
5:50,55,Malcolm Drumwright missed Three Point Jumper.,50,62
5:50,55,Marlon Hunter Offensive Rebound.,50,62
5:30,55,Jason Burnell made Jumper. Assisted by Malcolm Drumwright.,50,64
5:12,2433,Sam McDaniel missed Jumper.,50,64
5:12,55,Tyrik Edwards Defensive Rebound.,50,64
4:51,55,Tyrik Edwards made Three Point Jumper. Assisted by Jason Burnell.,50,67
4:42,2433,Travis Munnings missed Three Point Jumper.,50,67
4:42,55,Christian Cunningham Block.,50,67
4:39,55,Tyrik Edwards Defensive Rebound.,50,67
4:30,55,Christian Cunningham made Layup. Assisted by Jason Burnell.,50,69
4:29,2433,UL Monroe  Timeout,50,69
4:29,55,Official TV Timeout,50,69
4:21,2433,Michael Ertel Turnover.,50,69
4:20,55,Marlon Hunter Steal.,50,69
3:49,55,Jacksonville State  Turnover.,50,69
3:35,2433,Jordon Harris missed Three Point Jumper.,50,69
3:35,55,Jacksonville State Defensive Rebound.,50,69
3:16,55,Tyrik Edwards Turnover.,50,69
3:15,2433,Jordon Harris Steal.,50,69
3:12,2433,Jordon Harris made Layup.,52,69
2:57,55,Jason Burnell Turnover.,52,69
2:55,2433,Kiir Deng Steal.,52,69
2:31,2433,Sam McDaniel missed Jumper.,52,69
2:31,55,Jason Burnell Block.,52,69
2:30,55,Ashton Spears Defensive Rebound.,52,69
2:13,55,Jamall Gregory made Dunk. Assisted by Ashton Spears.,52,71
1:53,2433,Brandon Newman made Jumper.,54,71
1:33,55,Jason Burnell made Jumper. Assisted by Jamall Gregory.,54,73
1:12,2433,Sam McDaniel missed Three Point Jumper.,54,73
1:12,2433,Kiir Deng Offensive Rebound.,54,73
1:09,2433,Kiir Deng made Layup.,56,73
0:53,55,Jason Burnell missed Jumper.,56,73
0:53,2433,Brandon Newman Defensive Rebound.,56,73
0:47,55,Foul on Ashton Spears.,56,73
0:47,2433,Sam Alabakis missed Layup.,56,73
0:47,55,Jason Burnell Defensive Rebound.,56,73
0:47,55,Mohamed Abuarisha missed Three Point Jumper.,56,73
0:47,55,Mohamed Abuarisha Offensive Rebound.,56,73
0:47,55,Des Curry made Jumper. Assisted by Mohamed Abuarisha.,56,75
0:01,2433,Brandon Newman missed Layup.,56,75
0:01,55,Jason Burnell Block.,56,75
0:00,55,Ashton Spears Defensive Rebound.,56,75
0:00,55,End of Game,56,75
