Illinois,2439,UNLV,356
8:25,2439,Shakur Juiston missed Free Throw.,61,60
8:25,2439,Kris Clyburn Offensive Rebound.,61,60
8:25,2439,Kris Clyburn missed Layup.,61,60
8:25,356,Kipper Nichols Defensive Rebound.,61,60
7:59,356,Aaron Jordan missed Jumper.,61,60
7:59,2439,Amauri Hardy Defensive Rebound.,61,60
7:56,356,Foul on Aaron Jordan.,61,60
7:56,2439,Official TV Timeout,61,60
7:56,2439,Amauri Hardy made Free Throw.,61,61
7:56,2439,Amauri Hardy made Free Throw.,61,62
7:35,356,Mark Alstork Turnover.,61,62
7:35,2439,Brandon McCoy Steal.,61,62
7:35,356,Foul on Michael Finke.,61,62
7:35,2439,Brandon McCoy missed Free Throw.,61,62
7:35,2439,UNLV Deadball Team Rebound.,61,62
7:35,2439,Brandon McCoy missed Free Throw.,61,62
7:35,356,Illinois Defensive Rebound.,61,62
7:07,356,Foul on Te'Jon Lucas.,61,62
7:07,356,Te'Jon Lucas Turnover.,61,62
6:41,2439,Jovan Mooring missed Three Point Jumper.,61,62
6:41,2439,Brandon McCoy Offensive Rebound.,61,62
6:36,2439,Brandon McCoy Turnover.,61,62
6:34,356,Da'Monte Williams Steal.,61,62
6:28,356,Da'Monte Williams missed Three Point Jumper.,61,62
6:28,2439,UNLV Defensive Rebound.,61,62
6:25,356,Foul on Mark Alstork.,61,62
6:25,2439,Jovan Mooring made Free Throw.,61,63
6:25,2439,Jovan Mooring made Free Throw.,61,64
6:01,356,Mark Smith made Jumper.,63,64
5:56,356,Illinois  Timeout,63,64
5:47,2439,Brandon McCoy made Dunk. Assisted by Shakur Juiston.,63,66
5:39,2439,Foul on Jordan Johnson.,63,66
5:39,356,Mark Smith made Free Throw.,64,66
5:39,356,Mark Smith made Free Throw.,65,66
5:25,2439,Amauri Hardy made Jumper.,65,68
4:56,356,Da'Monte Williams missed Jumper.,65,68
4:56,2439,Brandon McCoy Defensive Rebound.,65,68
4:34,2439,Jordan Johnson made Three Point Jumper.,65,71
4:14,356,Mark Smith made Three Point Jumper. Assisted by Mark Alstork.,68,71
3:42,356,Foul on Mark Alstork.,68,71
3:42,2439,Official TV Timeout,68,71
3:42,2439,Jordan Johnson made Free Throw.,68,72
3:42,2439,Jordan Johnson made Free Throw.,68,73
3:21,356,Mark Smith made Three Point Jumper. Assisted by Te'Jon Lucas.,71,73
2:53,2439,Jovan Mooring made Three Point Jumper.,71,76
2:38,356,Te'Jon Lucas Turnover.,71,76
2:37,2439,Shakur Juiston Steal.,71,76
2:34,2439,Shakur Juiston made Dunk. Assisted by Amauri Hardy.,71,78
2:19,356,Mark Smith missed Three Point Jumper.,71,78
2:19,2439,Jordan Johnson Defensive Rebound.,71,78
2:09,356,Foul on Mark Smith.,71,78
2:09,2439,Amauri Hardy made Free Throw.,71,79
2:09,2439,Amauri Hardy made Free Throw.,71,80
2:09,2439,UNLV  Timeout,71,80
1:56,356,Michael Finke made Three Point Jumper. Assisted by Mark Smith.,74,80
1:28,2439,Jovan Mooring made Three Point Jumper.,74,83
1:15,2439,Foul on Jovan Mooring.,74,83
1:15,356,Da'Monte Williams made Free Throw.,75,83
1:15,356,Da'Monte Williams missed Free Throw.,75,83
1:15,2439,Shakur Juiston Defensive Rebound.,75,83
1:00,356,Foul on Da'Monte Williams.,75,83
1:00,2439,Amauri Hardy made Free Throw.,75,84
1:00,2439,Amauri Hardy missed Free Throw.,75,84
1:00,356,Michael Finke Defensive Rebound.,75,84
0:53,356,Michael Finke missed Three Point Jumper.,75,84
0:53,2439,Jovan Mooring Defensive Rebound.,75,84
0:45,356,Foul on Mark Smith.,75,84
0:45,2439,Jovan Mooring missed Free Throw.,75,84
0:45,2439,UNLV Deadball Team Rebound.,75,84
0:45,2439,Jovan Mooring made Free Throw.,75,85
0:37,356,Trent Frazier missed Layup.,75,85
0:37,2439,Shakur Juiston Block.,75,85
0:34,356,Michael Finke Offensive Rebound.,75,85
0:32,356,Michael Finke made Layup.,77,85
0:30,356,Foul on Trent Frazier.,77,85
0:30,2439,Jovan Mooring made Free Throw.,77,86
0:30,2439,Jovan Mooring made Free Throw.,77,87
0:21,356,Trent Frazier missed Layup.,77,87
0:21,356,Kipper Nichols Offensive Rebound.,77,87
0:21,2439,Foul on Anthony Smith.,77,87
0:21,356,Kipper Nichols made Free Throw.,78,87
0:21,356,Kipper Nichols made Free Throw.,79,87
0:21,356,Illinois  Timeout,79,87
0:12,356,Foul on Greg Eboigbodin.,79,87
0:12,2439,Jordan Johnson made Free Throw.,79,88
0:12,2439,Jordan Johnson made Free Throw.,79,89
0:04,356,Michael Finke made Three Point Jumper.,82,89
0:00,2439,End of Game,82,89
