Florida A&amp;M,2382,Mercer,50
10:07,2382,Ethan Stair made Layup.,18,27
9:40,2382,Foul on Cory Kilby.,18,27
9:40,50,Desmond Williams missed Free Throw.,18,27
9:40,50,Florida A&M Deadball Team Rebound.,18,27
9:40,50,Desmond Williams missed Free Throw.,18,27
9:40,2382,Ethan Stair Defensive Rebound.,18,27
9:23,50,Foul on Rashad Austin.,18,27
9:23,2382,Ethan Stair missed Free Throw.,18,27
9:23,2382,Mercer Deadball Team Rebound.,18,27
9:23,2382,Ethan Stair made Free Throw.,18,28
9:05,50,Justin Ravenel missed Three Point Jumper.,18,28
9:05,2382,Jordan Strawberry Defensive Rebound.,18,28
8:43,2382,Jordan Strawberry made Three Point Jumper. Assisted by Ethan Stair.,18,31
8:33,50,Justin Ravenel made Three Point Jumper. Assisted by Elijah Mayes.,21,31
8:31,2382,Foul on Ethan Stair.,21,31
8:31,50,Justin Ravenel missed Free Throw.,21,31
8:31,2382,Stephon Jelks Defensive Rebound.,21,31
8:12,2382,Desmond Ringer made Layup. Assisted by Stephon Jelks.,21,33
7:46,50,Justin Ravenel made Jumper.,23,33
7:33,2382,Demetre Rivers made Layup. Assisted by Stephon Jelks.,23,35
7:00,50,Nick Severado made Jumper. Assisted by Rashad Austin.,25,35
6:36,2382,Demetre Rivers missed Three Point Jumper.,25,35
6:36,50,Justin Ravenel Defensive Rebound.,25,35
6:29,2382,Official TV Timeout,25,35
6:19,50,Desmond Williams missed Jumper.,25,35
6:19,50,Desmond Williams Offensive Rebound.,25,35
6:15,50,Desmond Williams made Layup.,27,35
5:57,50,Foul on Justin Ravenel.,27,35
5:57,2382,Stephon Jelks missed Layup.,27,35
5:57,50,Justin Ravenel Defensive Rebound.,27,35
5:53,2382,Foul on Jordan Strawberry.,27,35
5:36,50,Elijah Mayes missed Layup.,27,35
5:36,50,Nick Severado Offensive Rebound.,27,35
5:29,50,Desmond Williams missed Three Point Jumper.,27,35
5:29,50,Nick Severado Offensive Rebound.,27,35
5:26,2382,Foul on Marcus Cohen.,27,35
5:08,50,Isaiah Martin made Jumper. Assisted by Marcus Barham.,29,35
4:45,2382,Ethan Stair missed Jumper.,29,35
4:45,2382,Stephon Jelks Offensive Rebound.,29,35
4:42,2382,Stephon Jelks made Two Point Tip Shot.,29,37
4:12,50,Elijah Mayes missed Layup.,29,37
4:12,2382,Desmond Ringer Defensive Rebound.,29,37
4:10,50,Foul on Isaiah Martin.,29,37
3:43,2382,Ethan Stair missed Three Point Jumper.,29,37
3:43,50,Florida A&M Defensive Rebound.,29,37
3:40,2382,Official TV Timeout,29,37
3:19,50,Justin Ravenel Turnover.,29,37
3:18,2382,Marcus Cohen Steal.,29,37
3:16,2382,Marcus Cohen missed Layup.,29,37
3:16,50,Desmond Williams Block.,29,37
3:15,2382,Mercer Offensive Rebound.,29,37
3:00,50,Foul on Desmond Williams.,29,37
2:53,2382,Stephon Jelks made Three Point Jumper. Assisted by Marcus Cohen.,29,40
2:25,50,Marcus Barham Turnover.,29,40
2:25,50,Foul on Marcus Barham.,29,40
2:13,2382,Ethan Stair Turnover.,29,40
2:13,2382,Foul on Ethan Stair.,29,40
1:51,50,Desmond Williams missed Jumper.,29,40
1:51,2382,Cory Kilby Defensive Rebound.,29,40
1:42,2382,Ria'n Holland made Three Point Jumper.,29,43
1:17,50,Marcus Barham missed Three Point Jumper.,29,43
1:17,2382,Cory Kilby Defensive Rebound.,29,43
1:03,50,Foul on Marcus Barham.,29,43
1:03,2382,Cory Kilby made Free Throw.,29,44
1:03,2382,Cory Kilby made Free Throw.,29,45
0:48,2382,Foul on Cory Kilby.,29,45
0:48,50,Desmond Williams made Free Throw.,30,45
0:48,50,Desmond Williams missed Free Throw.,30,45
0:48,2382,Desmond Ringer Defensive Rebound.,30,45
0:38,2382,Marcus Cohen missed Layup.,30,45
0:38,50,Isaiah Martin Block.,30,45
0:37,50,Justin Ravenel Defensive Rebound.,30,45
0:33,2382,Foul on Demetre Rivers.,30,45
0:33,50,Desmond Williams made Free Throw.,31,45
0:33,50,Desmond Williams missed Free Throw.,31,45
0:33,2382,Desmond Ringer Defensive Rebound.,31,45
0:04,50,Foul on Nasir Core.,31,45
0:04,2382,Ria'n Holland made Free Throw.,31,46
0:04,2382,Ria'n Holland made Free Throw.,31,47
0:04,2382,Ria'n Holland missed Free Throw.,31,47
0:04,50,Brendon Myles Defensive Rebound.,31,47
0:00,2382,End of 1st half,31,47
19:43,2382,Stephon Jelks missed Layup.,31,47
19:43,2382,Desmond Ringer Offensive Rebound.,31,47
19:38,2382,Mercer  Turnover.,31,47
19:09,50,Marcus Barham missed Three Point Jumper.,31,47
19:09,2382,Jordan Strawberry Defensive Rebound.,31,47
18:58,2382,Demetre Rivers made Three Point Jumper. Assisted by Stephon Jelks.,31,50
18:26,50,Desmond Williams missed Jumper.,31,50
18:26,50,Nick Severado Offensive Rebound.,31,50
18:20,50,Nick Severado made Dunk.,33,50
17:54,2382,Desmond Ringer made Layup. Assisted by Stephon Jelks.,33,52
17:36,2382,Foul on Stephon Jelks.,33,52
17:36,50,Nick Severado made Free Throw.,34,52
17:36,50,Nick Severado made Free Throw.,35,52
17:26,2382,Stephon Jelks made Layup. Assisted by Demetre Rivers.,35,54
17:05,50,Elijah Mayes made Three Point Jumper. Assisted by Marcus Barham.,38,54
16:48,2382,Desmond Ringer missed Layup.,38,54
16:48,50,Nick Severado Defensive Rebound.,38,54
16:40,50,Marcus Barham made Three Point Jumper. Assisted by Elijah Mayes.,41,54
16:27,50,Foul on Isaiah Martin.,41,54
16:16,2382,Jordan Strawberry missed Three Point Jumper.,41,54
16:16,50,Desmond Williams Defensive Rebound.,41,54
15:43,50,Marcus Barham made Three Point Jumper.,44,54
15:32,50,Foul on Elijah Mayes.,44,54
15:32,2382,Official TV Timeout,44,54
15:28,2382,Ria'n Holland made Three Point Jumper. Assisted by Stephon Jelks.,44,57
15:03,50,Isaiah Martin Turnover.,44,57
14:53,2382,Ria'n Holland missed Three Point Jumper.,44,57
14:53,50,Nick Severado Defensive Rebound.,44,57
14:38,50,Desmond Williams made Jumper.,46,57
14:17,2382,Ria'n Holland made Three Point Jumper.,46,60
14:06,50,Isaiah Martin missed Layup.,46,60
14:06,2382,Stephon Jelks Defensive Rebound.,46,60
13:54,2382,Ria'n Holland missed Three Point Jumper.,46,60
13:54,2382,Mercer Offensive Rebound.,46,60
13:44,2382,Jordan Strawberry missed Three Point Jumper.,46,60
13:44,2382,Jaylen Stowe Offensive Rebound.,46,60
13:40,50,Foul on Kamron Reaves.,46,60
13:28,50,Foul on Kamron Reaves.,46,60
13:28,2382,Jaylen Stowe missed Free Throw.,46,60
13:28,2382,Mercer Deadball Team Rebound.,46,60
13:28,2382,Jaylen Stowe made Free Throw.,46,61
13:06,50,Isaiah Martin missed Layup.,46,61
13:06,2382,Stephon Jelks Defensive Rebound.,46,61
12:42,2382,Ethan Stair Turnover.,46,61
12:41,50,Kamron Reaves Steal.,46,61
12:33,50,Desmond Williams missed Layup.,46,61
12:33,2382,Ethan Stair Defensive Rebound.,46,61
12:24,2382,Demetre Rivers missed Three Point Jumper.,46,61
12:24,2382,Stephon Jelks Offensive Rebound.,46,61
12:18,50,Foul on Desmond Williams.,46,61
12:18,50,Technical Foul on Desmond Williams.,46,61
12:18,50,Foul on Desmond Williams.,46,61
12:18,2382,Jordan Strawberry missed Free Throw.,46,61
12:18,2382,Mercer Deadball Team Rebound.,46,61
12:18,2382,Jordan Strawberry missed Free Throw.,46,61
12:18,2382,Mercer Deadball Team Rebound.,46,61
12:18,2382,Ethan Stair made Free Throw.,46,62
12:18,2382,Ethan Stair made Free Throw.,46,63
11:58,50,Kamron Reaves missed Three Point Jumper.,46,63
11:58,2382,Ethan Stair Defensive Rebound.,46,63
11:45,2382,Ethan Stair made Layup. Assisted by Ria'n Holland.,46,65
11:18,50,Desmond Williams missed Jumper.,46,65
11:18,2382,Ria'n Holland Defensive Rebound.,46,65
11:08,2382,Ria'n Holland made Layup.,46,67
11:06,50,Foul on Kamron Reaves.,46,67
11:06,2382,Official TV Timeout,46,67
11:06,2382,Ria'n Holland made Free Throw.,46,68
10:46,50,Marcus Barham missed Three Point Jumper.,46,68
10:46,2382,Cory Kilby Defensive Rebound.,46,68
10:32,2382,Ethan Stair Turnover.,46,68
10:31,50,Craig Bowman Steal.,46,68
10:19,50,Desmond Williams missed Jumper.,46,68
10:19,2382,Ethan Stair Defensive Rebound.,46,68
10:07,50,Foul on Nick Severado.,46,68
10:07,2382,Ria'n Holland made Free Throw.,46,69
10:07,2382,Ria'n Holland missed Free Throw.,46,69
10:07,50,Desmond Williams Defensive Rebound.,46,69
9:42,2382,Foul on Cory Kilby.,46,69
9:32,2382,Foul on Ethan Stair.,46,69
9:32,50,Nick Severado made Free Throw.,47,69
9:32,50,Nick Severado made Free Throw.,48,69
9:02,2382,Stephon Jelks made Layup. Assisted by Jordan Strawberry.,48,71
8:52,50,Justin Ravenel missed Three Point Jumper.,48,71
8:52,2382,Stephon Jelks Defensive Rebound.,48,71
8:22,2382,Desmond Ringer made Dunk. Assisted by Marcus Cohen.,48,73
7:58,50,Nick Severado missed Jumper.,48,73
7:58,50,Marcus Barham Offensive Rebound.,48,73
7:51,50,Desmond Williams made Jumper.,50,73
7:37,2382,Demetre Rivers made Three Point Jumper. Assisted by Marcus Cohen.,50,76
7:12,50,Justin Ravenel missed Jumper.,50,76
7:12,2382,Jordan Strawberry Defensive Rebound.,50,76
6:58,2382,Stephon Jelks Turnover.,50,76
6:58,2382,Official TV Timeout,50,76
6:42,50,Isaiah Martin missed Jumper.,50,76
6:42,2382,Jordan Strawberry Defensive Rebound.,50,76
6:25,2382,Marcus Cohen Turnover.,50,76
6:24,50,Brendon Myles Steal.,50,76
6:19,50,Craig Bowman made Jumper.,52,76
5:59,2382,Jordan Strawberry made Three Point Jumper.,52,79
5:27,50,Brendon Myles Turnover.,52,79
5:26,2382,Marcus Cohen Steal.,52,79
5:08,2382,Jordan Strawberry missed Three Point Jumper.,52,79
5:08,2382,Demetre Rivers Offensive Rebound.,52,79
4:42,2382,Stephon Jelks Turnover.,52,79
4:41,50,Brendon Myles Steal.,52,79
4:37,50,Craig Bowman made Layup. Assisted by Brendon Myles.,54,79
4:26,2382,Mercer  Timeout,54,79
4:10,2382,Demetre Rivers missed Three Point Jumper.,54,79
4:10,50,Florida A&M Defensive Rebound.,54,79
4:07,2382,Foul on Cory Kilby.,54,79
3:40,50,Nick Severado made Jumper.,56,79
3:27,50,Foul on Marcus Barham.,56,79
3:26,2382,Official TV Timeout,56,79
3:26,2382,Ethan Stair missed Free Throw.,56,79
3:26,2382,Mercer Deadball Team Rebound.,56,79
3:26,2382,Ethan Stair made Free Throw.,56,80
3:07,50,Desmond Williams made Layup. Assisted by Brendon Myles.,58,80
2:53,2382,Jaylen Stowe missed Layup.,58,80
2:53,50,Marcus Barham Defensive Rebound.,58,80
2:44,50,Elijah Mayes made Three Point Jumper. Assisted by Nick Severado.,61,80
2:17,2382,Ryan Johnson made Layup.,61,82
1:57,50,Marcus Barham missed Three Point Jumper.,61,82
1:57,50,Nick Severado Offensive Rebound.,61,82
1:54,50,Elijah Mayes made Three Point Jumper. Assisted by Nick Severado.,64,82
1:20,2382,Jaylen Stowe missed Three Point Jumper.,64,82
1:20,50,Desmond Williams Defensive Rebound.,64,82
1:14,50,Desmond Williams Turnover.,64,82
1:00,2382,Ross Cummings missed Three Point Jumper.,64,82
1:00,2382,Mason Green Offensive Rebound.,64,82
0:40,2382,Mason Green Turnover.,64,82
0:39,50,Nick Severado Steal.,64,82
0:36,50,Justin Ravenel missed Three Point Jumper.,64,82
0:36,2382,Ryan Johnson Defensive Rebound.,64,82
0:03,2382,Mason Green Turnover.,64,82
0:00,2382,End of Game,64,82
