Lafayette,2529,Sacred Heart,322
17:25,2529,Kinnon LaRose missed Jumper.,21,29
17:25,322,Kyle Stout Block.,21,29
17:22,322,Myles Cherry Defensive Rebound.,21,29
17:04,322,Kyle Stout missed Three Point Jumper.,21,29
17:04,2529,Mario Matasovic Defensive Rebound.,21,29
16:55,2529,Joseph Lopez made Layup. Assisted by Charles Tucker Jr..,21,31
16:43,322,Justin Jaworski missed Three Point Jumper.,21,31
16:43,2529,Mario Matasovic Defensive Rebound.,21,31
16:35,322,Foul on Eric Stafford.,21,31
16:33,2529,Sean Hoehn missed Three Point Jumper.,21,31
16:33,322,Matt Klinewski Defensive Rebound.,21,31
16:26,2529,Foul on Mario Matasovic.,21,31
16:26,322,Justin Jaworski missed Free Throw.,21,31
16:26,322,Lafayette Deadball Team Rebound.,21,31
16:26,322,Justin Jaworski made Free Throw.,22,31
16:11,2529,Joseph Lopez Turnover.,22,31
16:10,322,Kyle Stout Steal.,22,31
16:06,2529,Foul on Mario Matasovic.,22,31
16:03,322,Eric Stafford missed Three Point Jumper.,22,31
16:03,2529,Joseph Lopez Defensive Rebound.,22,31
15:36,2529,De'von Barnett missed Layup.,22,31
15:36,2529,De'von Barnett Offensive Rebound.,22,31
15:33,322,Foul on E.J. Stephens.,22,31
15:33,2529,Official TV Timeout,22,31
15:33,2529,De'von Barnett made Free Throw.,22,32
15:33,2529,De'von Barnett made Free Throw.,22,33
15:16,322,E.J. Stephens made Layup. Assisted by Eric Stafford.,24,33
14:59,2529,Sean Hoehn Turnover.,24,33
14:58,322,E.J. Stephens Steal.,24,33
14:55,322,Paulius Zalys missed Layup.,24,33
14:55,2529,De'von Barnett Block.,24,33
14:53,322,Lafayette Offensive Rebound.,24,33
14:40,322,E.J. Stephens made Jumper.,26,33
14:25,2529,E.J. Anosike missed Layup.,26,33
14:25,322,Eric Stafford Defensive Rebound.,26,33
14:15,322,Matt Klinewski missed Jumper.,26,33
14:15,2529,Charles Tucker Jr. Defensive Rebound.,26,33
14:10,2529,Charles Tucker Jr. Turnover.,26,33
13:53,322,Matt Klinewski missed Layup.,26,33
13:53,2529,E.J. Anosike Defensive Rebound.,26,33
13:38,2529,E.J. Anosike missed Jumper.,26,33
13:38,322,Alex Petrie Defensive Rebound.,26,33
13:28,322,Alex Petrie missed Jumper.,26,33
13:28,2529,E.J. Anosike Defensive Rebound.,26,33
13:03,2529,Zach Radz missed Jumper.,26,33
13:03,322,Alex Petrie Defensive Rebound.,26,33
12:46,322,Alex Petrie missed Three Point Jumper.,26,33
12:46,2529,De'von Barnett Defensive Rebound.,26,33
12:20,2529,De'von Barnett made Layup.,26,35
12:04,2529,Foul on De'von Barnett.,26,35
11:55,322,Foul on Paulius Zalys.,26,35
11:55,322,Paulius Zalys Turnover.,26,35
11:55,2529,Official TV Timeout,26,35
11:42,2529,De'von Barnett missed Layup.,26,35
11:42,322,Myles Cherry Defensive Rebound.,26,35
11:34,322,Eric Stafford made Layup.,28,35
11:34,2529,Foul on Alex Watson.,28,35
11:34,322,Eric Stafford made Free Throw.,29,35
11:18,2529,Charles Tucker Jr. missed Jumper.,29,35
11:18,322,Myles Cherry Defensive Rebound.,29,35
11:10,322,E.J. Stephens made Layup.,31,35
11:10,2529,Foul on De'von Barnett.,31,35
11:10,322,E.J. Stephens missed Free Throw.,31,35
11:10,2529,Zach Radz Defensive Rebound.,31,35
10:55,2529,Alex Watson made Jumper.,31,37
10:39,2529,Foul on Alex Watson.,31,37
10:39,322,E.J. Stephens made Free Throw.,32,37
10:39,322,E.J. Stephens made Free Throw.,33,37
10:21,2529,Sean Hoehn missed Three Point Jumper.,33,37
10:21,2529,Sacred Heart Offensive Rebound.,33,37
10:14,2529,Alex Watson made Jumper.,33,39
9:59,322,Kyle Stout missed Jumper.,33,39
9:59,322,Kyle Stout Offensive Rebound.,33,39
9:55,322,Lukas Jarrett missed Three Point Jumper.,33,39
9:55,2529,Mario Matasovic Defensive Rebound.,33,39
9:34,2529,Zach Radz missed Jumper.,33,39
9:34,322,Lafayette Defensive Rebound.,33,39
9:07,322,Kyle Stout missed Jumper.,33,39
9:07,2529,Joseph Lopez Defensive Rebound.,33,39
8:48,2529,Joseph Lopez made Layup. Assisted by Alex Watson.,33,41
8:48,322,Foul on Paulius Zalys.,33,41
8:48,2529,Joseph Lopez made Free Throw.,33,42
8:30,322,E.J. Stephens missed Jumper.,33,42
8:30,2529,Joseph Lopez Defensive Rebound.,33,42
8:10,2529,Mario Matasovic made Layup. Assisted by Joseph Lopez.,33,44
8:03,322,Lafayette  Timeout,33,44
7:51,322,Dylan Hastings missed Three Point Jumper.,33,44
7:51,2529,Sacred Heart Defensive Rebound.,33,44
7:46,2529,Official TV Timeout,33,44
7:22,2529,Joseph Lopez missed Jumper.,33,44
7:22,322,Lukas Jarrett Defensive Rebound.,33,44
6:54,2529,Foul on Sean Hoehn.,33,44
6:54,322,E.J. Stephens missed Free Throw.,33,44
6:54,2529,Mario Matasovic Defensive Rebound.,33,44
6:29,2529,Alex Watson Turnover.,33,44
6:28,322,E.J. Stephens Steal.,33,44
6:20,2529,Foul on Mario Matasovic.,33,44
6:20,322,Matt Klinewski made Free Throw.,34,44
6:20,322,Matt Klinewski made Free Throw.,35,44
5:53,2529,Kinnon LaRose missed Three Point Jumper.,35,44
5:53,322,E.J. Stephens Defensive Rebound.,35,44
5:41,322,E.J. Stephens missed Jumper.,35,44
5:41,2529,Charles Tucker Jr. Defensive Rebound.,35,44
5:34,322,Foul on E.J. Stephens.,35,44
5:16,2529,Kinnon LaRose missed Three Point Jumper.,35,44
5:16,2529,Joseph Lopez Offensive Rebound.,35,44
5:11,2529,Joseph Lopez made Layup.,35,46
4:51,322,Eric Stafford missed Jumper.,35,46
4:51,2529,Kinnon LaRose Defensive Rebound.,35,46
4:28,2529,De'von Barnett made Layup. Assisted by Charles Tucker Jr..,35,48
4:26,2529,Sacred Heart  Timeout,35,48
4:15,322,Kyle Stout missed Layup.,35,48
4:15,2529,Joseph Lopez Defensive Rebound.,35,48
4:02,2529,De'von Barnett Turnover.,35,48
4:01,322,Matt Klinewski Steal.,35,48
3:54,322,Matt Klinewski made Three Point Jumper. Assisted by Eric Stafford.,38,48
3:28,2529,De'von Barnett made Layup. Assisted by Charles Tucker Jr..,38,50
3:15,322,Matt Klinewski missed Layup.,38,50
3:15,2529,Joseph Lopez Defensive Rebound.,38,50
3:13,322,Foul on Lukas Jarrett.,38,50
3:13,2529,Joseph Lopez made Free Throw.,38,51
3:13,2529,Joseph Lopez missed Free Throw.,38,51
3:13,322,Dylan Hastings Defensive Rebound.,38,51
2:57,322,Alex Petrie missed Jumper.,38,51
2:57,2529,De'von Barnett Defensive Rebound.,38,51
2:40,322,Foul on Kyle Stout.,38,51
2:40,2529,Charles Tucker Jr. missed Free Throw.,38,51
2:40,322,Dylan Hastings Defensive Rebound.,38,51
2:25,322,Eric Stafford made Three Point Jumper. Assisted by Alex Petrie.,41,51
2:18,322,Foul on Eric Stafford.,41,51
2:18,2529,Charles Tucker Jr. made Free Throw.,41,52
2:18,2529,Charles Tucker Jr. made Free Throw.,41,53
2:11,322,Matt Klinewski missed Three Point Jumper.,41,53
2:11,322,Dylan Hastings Offensive Rebound.,41,53
2:07,322,Alex Petrie missed Three Point Jumper.,41,53
2:07,2529,Joseph Lopez Defensive Rebound.,41,53
2:03,2529,Charles Tucker Jr. Turnover.,41,53
1:59,322,Eric Stafford made Three Point Jumper.,44,53
1:47,2529,Joseph Lopez made Layup. Assisted by Kinnon LaRose.,44,55
1:34,322,Alex Petrie missed Layup.,44,55
1:34,2529,Joseph Lopez Defensive Rebound.,44,55
1:27,322,Foul on Alex Petrie.,44,55
1:27,2529,Sean Hoehn made Free Throw.,44,56
1:27,2529,Sean Hoehn made Free Throw.,44,57
1:20,322,Matt Klinewski missed Jumper.,44,57
1:20,2529,De'von Barnett Defensive Rebound.,44,57
1:17,322,Foul on Matt Klinewski.,44,57
1:17,2529,Sean Hoehn missed Free Throw.,44,57
1:17,2529,Sacred Heart Deadball Team Rebound.,44,57
1:17,2529,Sean Hoehn made Free Throw.,44,58
1:05,322,Alex Petrie made Layup.,46,58
0:59,322,Foul on E.J. Stephens.,46,58
0:59,2529,Kinnon LaRose made Free Throw.,46,59
0:59,2529,Kinnon LaRose made Free Throw.,46,60
0:50,322,Alex Petrie missed Jumper.,46,60
0:50,322,Alex Petrie Offensive Rebound.,46,60
0:47,322,Alex Petrie made Layup.,48,60
0:41,322,Foul on Alex Petrie.,48,60
0:41,322,Lafayette  Timeout,48,60
0:41,2529,Charles Tucker Jr. made Free Throw.,48,61
0:41,2529,Charles Tucker Jr. made Free Throw.,48,62
0:34,322,Dylan Hastings missed Dunk.,48,62
0:34,322,Dylan Hastings Offensive Rebound.,48,62
0:28,322,Alex Petrie missed Jumper.,48,62
0:28,2529,Mario Matasovic Defensive Rebound.,48,62
0:24,322,Foul on Myles Cherry.,48,62
0:24,2529,Charles Tucker Jr. missed Free Throw.,48,62
0:24,2529,Sacred Heart Deadball Team Rebound.,48,62
0:24,2529,Charles Tucker Jr. missed Free Throw.,48,62
0:24,322,Myles Cherry Defensive Rebound.,48,62
0:21,322,Alex Petrie missed Three Point Jumper.,48,62
0:10,322,Dylan Hastings Offensive Rebound.,48,62
0:08,322,Dylan Hastings made Layup.,50,62
0:00,2529,End of Game,50,62
