Morgan State,2363,Manhattan,2415
12:14,2415,David Syfax Defensive Rebound.,7,16
12:03,2415,Stanley Davis Turnover.,7,16
11:38,2363,Zane Waterman missed Three Point Jumper.,7,16
11:38,2415,David Syfax Defensive Rebound.,7,16
11:35,2363,Foul on Patrick Strzala.,7,16
11:35,2363,Official TV Timeout,7,16
11:30,2415,Martez Cameron Turnover.,7,16
11:30,2363,Patrick Strzala Steal.,7,16
11:04,2363,Aaron Walker Jr. missed Jumper.,7,16
11:04,2415,David Syfax Defensive Rebound.,7,16
10:46,2415,David Syfax missed Jumper.,7,16
10:46,2363,Rich Williams Defensive Rebound.,7,16
10:30,2363,Foul on Zane Waterman.,7,16
10:30,2363,Zane Waterman Turnover.,7,16
10:08,2415,LaPri McCray-Pace missed Layup.,7,16
10:08,2363,Pauly Paulicap Defensive Rebound.,7,16
9:59,2415,Foul on LaPri McCray-Pace.,7,16
9:59,2363,Aaron Walker Jr. missed Free Throw.,7,16
9:59,2363,Manhattan Deadball Team Rebound.,7,16
9:59,2363,Aaron Walker Jr. made Free Throw.,7,17
9:53,2415,Antonio Gillespie Turnover.,7,17
9:47,2363,Aaron Walker Jr. Turnover.,7,17
9:46,2415,Martez Cameron Steal.,7,17
9:39,2415,Foul on Azariah Sykes.,7,17
9:39,2415,Azariah Sykes Turnover.,7,17
9:21,2363,Rich Williams made Jumper. Assisted by Calvin Crawford.,7,19
8:54,2415,LaPri McCray-Pace made Layup. Assisted by Antonio Gillespie.,9,19
8:43,2363,Aaron Walker Jr. made Three Point Jumper. Assisted by Rich Williams.,9,22
8:31,2363,Foul on Pauly Paulicap.,9,22
8:31,2415,LaPri McCray-Pace missed Free Throw.,9,22
8:31,2415,Morgan State Deadball Team Rebound.,9,22
8:31,2415,LaPri McCray-Pace made Free Throw.,10,22
8:18,2363,Rich Williams made Jumper. Assisted by Nehemiah Mack.,10,24
7:52,2415,Martez Cameron missed Jumper.,10,24
7:52,2363,Calvin Crawford Block.,10,24
7:52,2415,Morgan State Offensive Rebound.,10,24
7:52,2363,Official TV Timeout,10,24
7:49,2415,LaPri McCray-Pace missed Jumper.,10,24
7:49,2363,Ebube Ebube Block.,10,24
7:48,2363,Ebube Ebube Defensive Rebound.,10,24
7:32,2415,Foul on Antonio Gillespie.,10,24
7:32,2363,Calvin Crawford made Free Throw.,10,25
7:32,2363,Calvin Crawford missed Free Throw.,10,25
7:32,2415,LaPri McCray-Pace Defensive Rebound.,10,25
7:23,2415,Antonio Gillespie missed Three Point Jumper.,10,25
7:23,2363,Calvin Crawford Defensive Rebound.,10,25
7:17,2363,Thomas Capuano Turnover.,10,25
7:16,2415,LaPri McCray-Pace Steal.,10,25
7:08,2415,LaPri McCray-Pace Turnover.,10,25
7:07,2363,Thomas Capuano Steal.,10,25
7:04,2363,Calvin Crawford missed Layup.,10,25
7:04,2363,Ebube Ebube Offensive Rebound.,10,25
7:04,2415,Foul on Antonio Gillespie.,10,25
7:04,2363,Calvin Crawford made Free Throw.,10,26
7:04,2363,Calvin Crawford made Free Throw.,10,27
7:00,2363,Foul on Nehemiah Mack.,10,27
7:00,2415,Martez Cameron made Free Throw.,11,27
7:00,2415,Martez Cameron made Free Throw.,12,27
6:43,2363,Calvin Crawford missed Jumper.,12,27
6:42,2363,Ebube Ebube Offensive Rebound.,12,27
6:42,2415,Foul on Stanley Davis.,12,27
6:42,2363,Ebube Ebube missed Free Throw.,12,27
6:42,2363,Manhattan Deadball Team Rebound.,12,27
6:42,2363,Ebube Ebube made Free Throw.,12,28
6:24,2415,David Syfax Turnover.,12,28
6:00,2363,Zavier Turner made Three Point Jumper. Assisted by Calvin Crawford.,12,31
5:35,2415,Martez Cameron made Jumper.,14,31
5:06,2363,Rich Williams missed Three Point Jumper.,14,31
5:06,2415,Azariah Sykes Defensive Rebound.,14,31
4:39,2415,Martez Cameron made Jumper.,16,31
4:39,2363,Foul on Aaron Walker Jr..,16,31
4:39,2415,Martez Cameron missed Free Throw.,16,31
4:39,2363,Zavier Turner Defensive Rebound.,16,31
4:25,2363,Zavier Turner missed Three Point Jumper.,16,31
4:25,2415,Martez Cameron Defensive Rebound.,16,31
4:19,2363,Foul on Pauly Paulicap.,16,31
4:19,2415,Martez Cameron made Free Throw.,17,31
4:19,2415,Martez Cameron missed Free Throw.,17,31
4:19,2363,Ebube Ebube Defensive Rebound.,17,31
4:11,2415,Foul on David Syfax.,17,31
4:11,2363,Zavier Turner made Free Throw.,17,32
4:11,2363,Zavier Turner made Free Throw.,17,33
3:49,2415,David Syfax missed Layup.,17,33
3:49,2363,Calvin Crawford Block.,17,33
3:49,2363,Aaron Walker Jr. Defensive Rebound.,17,33
3:45,2363,Patrick Strzala made Three Point Jumper. Assisted by Aaron Walker Jr..,17,36
3:29,2415,Khalil Gracey made Three Point Jumper. Assisted by David Syfax.,20,36
3:14,2363,Ebube Ebube Turnover.,20,36
3:13,2415,Khalil Gracey Steal.,20,36
3:10,2415,Foul on David Syfax.,20,36
3:10,2415,David Syfax Turnover.,20,36
3:10,2363,Official TV Timeout,20,36
2:47,2363,Patrick Strzala made Three Point Jumper. Assisted by Thomas Capuano.,20,39
2:29,2415,Martez Cameron made Jumper.,22,39
2:02,2363,Aaron Walker Jr. missed Three Point Jumper.,22,39
2:02,2415,Azariah Sykes Defensive Rebound.,22,39
1:39,2415,Khalil Gracey made Jumper. Assisted by Azariah Sykes.,24,39
1:12,2415,Foul on Stanley Davis.,24,39
1:12,2363,Thomas Capuano made Free Throw.,24,40
1:12,2363,Thomas Capuano made Free Throw.,24,41
1:02,2363,Foul on Ebube Ebube.,26,41
1:02,2415,Azariah Sykes missed Free Throw.,26,41
1:02,2415,Khalil Gracey Offensive Rebound.,26,41
1:02,2415,Azariah Sykes made Layup.,26,41
0:56,2415,Martez Cameron made Three Point Jumper. Assisted by Antonio Gillespie.,29,41
0:56,2363,Manhattan  Timeout,29,41
0:44,2363,Patrick Strzala made Three Point Jumper. Assisted by Calvin Crawford.,29,44
0:23,2415,Antonio Gillespie made Three Point Jumper. Assisted by Azariah Sykes.,32,44
0:02,2363,Ebube Ebube made Layup. Assisted by Zavier Turner.,32,46
0:00,2363,End of 1st half,32,46
19:50,2415,Phillip Carr missed Jumper.,32,46
19:50,2363,Zavier Turner Defensive Rebound.,32,46
19:39,2415,Foul on LaPri McCray-Pace.,32,46
19:38,2363,Zavier Turner Turnover.,32,46
19:36,2415,LaPri McCray-Pace Steal.,32,46
19:33,2415,LaPri McCray-Pace missed Layup.,32,46
19:33,2363,Pauly Paulicap Block.,32,46
19:31,2415,LaPri McCray-Pace Offensive Rebound.,32,46
19:30,2415,LaPri McCray-Pace made Layup.,34,46
19:19,2363,Aaron Walker Jr. made Jumper.,34,48
19:04,2415,Elijah Staley made Layup. Assisted by Khalil Gracey.,36,48
18:42,2363,Rich Williams missed Jumper.,36,48
18:42,2415,Phillip Carr Defensive Rebound.,36,48
18:33,2415,Khalil Gracey missed Jumper.,36,48
18:33,2363,Calvin Crawford Defensive Rebound.,36,48
18:28,2363,Calvin Crawford Turnover.,36,48
18:28,2415,Khalil Gracey Steal.,36,48
18:25,2363,Foul on Calvin Crawford.,36,48
18:23,2415,Phillip Carr Turnover.,36,48
18:22,2363,Rich Williams Steal.,36,48
18:20,2363,Foul on Aaron Walker Jr..,36,48
18:20,2363,Aaron Walker Jr. Turnover.,36,48
18:17,2363,Foul on Zavier Turner.,36,48
18:12,2415,Elijah Staley Turnover.,36,48
18:10,2363,Zavier Turner Steal.,36,48
18:05,2363,Rich Williams made Three Point Jumper. Assisted by Zavier Turner.,36,51
17:51,2415,Khalil Gracey missed Jumper.,36,51
17:51,2415,Elijah Staley Offensive Rebound.,36,51
17:48,2415,Elijah Staley made Layup.,38,51
17:33,2363,Foul on Calvin Crawford.,38,51
17:33,2363,Calvin Crawford Turnover.,38,51
17:27,2415,Khalil Gracey Turnover.,38,51
17:26,2363,Aaron Walker Jr. Steal.,38,51
17:22,2363,Pauly Paulicap made Dunk. Assisted by Rich Williams.,38,53
17:03,2363,Foul on Pauly Paulicap.,38,53
17:03,2415,Phillip Carr made Free Throw.,39,53
17:03,2415,Phillip Carr missed Free Throw.,39,53
17:03,2363,Pauly Paulicap Defensive Rebound.,39,53
16:54,2363,Rich Williams missed Jumper.,39,53
16:54,2415,Phillip Carr Defensive Rebound.,39,53
16:46,2415,LaPri McCray-Pace missed Layup.,39,53
16:46,2363,Zavier Turner Defensive Rebound.,39,53
16:35,2363,Aaron Walker Jr. made Layup.,39,55
16:35,2415,Foul on Khalil Gracey.,39,55
16:35,2363,Aaron Walker Jr. missed Free Throw.,39,55
16:35,2415,Azariah Sykes Defensive Rebound.,39,55
16:09,2415,Martez Cameron missed Layup.,39,55
16:09,2363,Rich Williams Defensive Rebound.,39,55
15:44,2363,Rich Williams missed Three Point Jumper.,39,55
15:44,2415,Martez Cameron Defensive Rebound.,39,55
15:30,2415,Phillip Carr missed Jumper.,39,55
15:30,2363,Zavier Turner Defensive Rebound.,39,55
15:13,2363,Zavier Turner Turnover.,39,55
15:12,2415,Azariah Sykes Steal.,39,55
15:08,2415,Martez Cameron made Jumper.,41,55
14:45,2415,Foul on Azariah Sykes.,41,55
14:45,2363,Official TV Timeout,41,55
14:45,2363,Aaron Walker Jr. missed Free Throw.,41,55
14:45,2363,Manhattan Deadball Team Rebound.,41,55
14:45,2363,Aaron Walker Jr. made Free Throw.,41,56
14:29,2415,Martez Cameron made Jumper.,43,56
13:55,2363,Rich Williams missed Three Point Jumper.,43,56
13:55,2363,Ebube Ebube Offensive Rebound.,43,56
13:52,2415,Foul on Phillip Carr.,43,56
13:52,2363,Ebube Ebube missed Free Throw.,43,56
13:52,2363,Manhattan Deadball Team Rebound.,43,56
13:52,2363,Ebube Ebube missed Free Throw.,43,56
13:52,2415,Azariah Sykes Defensive Rebound.,43,56
13:44,2415,Martez Cameron Turnover.,43,56
13:29,2363,Rich Williams made Jumper.,43,58
13:23,2415,Stanley Davis missed Layup.,43,58
13:22,2363,Zane Waterman Block.,43,58
13:21,2363,Zavier Turner Defensive Rebound.,43,58
13:00,2363,Zane Waterman Turnover.,43,58
13:00,2415,Stanley Davis Steal.,43,58
12:55,2415,LaPri McCray-Pace Turnover.,43,58
12:54,2363,Ebube Ebube Steal.,43,58
12:29,2363,Rich Williams Turnover.,43,58
12:28,2415,LaPri McCray-Pace Steal.,43,58
12:23,2415,Stanley Davis missed Three Point Jumper.,43,58
12:23,2363,Zane Waterman Defensive Rebound.,43,58
12:02,2363,Zavier Turner missed Three Point Jumper.,43,58
12:02,2415,Morgan State Defensive Rebound.,43,58
11:59,2363,Official TV Timeout,43,58
11:37,2415,Phillip Carr missed Jumper.,43,58
11:37,2363,Nehemiah Mack Defensive Rebound.,43,58
11:19,2363,Patrick Strzala missed Jumper.,43,58
11:19,2363,Nehemiah Mack Offensive Rebound.,43,58
11:14,2363,Nehemiah Mack Turnover.,43,58
11:13,2415,David Syfax Steal.,43,58
11:08,2415,Antonio Gillespie made Jumper.,45,58
10:47,2363,Ebube Ebube Turnover.,45,58
10:46,2415,David Syfax Steal.,45,58
10:26,2415,Antonio Gillespie made Three Point Jumper. Assisted by David Syfax.,48,58
10:06,2415,Foul on Azariah Sykes.,48,58
10:06,2415,Foul on Martez Cameron.,48,58
9:53,2363,Aaron Walker Jr. missed Three Point Jumper.,48,58
9:53,2363,Zane Waterman Offensive Rebound.,48,58
9:36,2363,Zane Waterman made Layup. Assisted by Calvin Crawford.,48,60
9:19,2415,Foul on David Syfax.,48,60
9:19,2415,David Syfax Turnover.,48,60
9:05,2363,Calvin Crawford Turnover.,48,60
8:56,2415,Phillip Carr missed Jumper.,48,60
8:56,2415,Azariah Sykes Offensive Rebound.,48,60
8:50,2415,Elijah Staley missed Layup.,48,60
8:50,2415,Azariah Sykes Offensive Rebound.,48,60
8:46,2415,Antonio Gillespie missed Three Point Jumper.,48,60
8:46,2415,Elijah Staley Offensive Rebound.,48,60
8:43,2415,Elijah Staley made Layup.,50,60
8:29,2363,Zane Waterman made Jumper.,50,62
8:11,2415,Martez Cameron missed Three Point Jumper.,50,62
8:11,2363,Zane Waterman Defensive Rebound.,50,62
7:52,2363,Rich Williams made Layup. Assisted by Calvin Crawford.,50,64
7:52,2415,Foul on Antonio Gillespie.,50,64
7:52,2363,Official TV Timeout,50,64
7:52,2363,Rich Williams made Free Throw.,50,65
7:37,2363,Foul on Rich Williams.,50,65
7:37,2415,Phillip Carr missed Free Throw.,50,65
7:37,2415,Morgan State Deadball Team Rebound.,50,65
7:37,2415,Phillip Carr made Free Throw.,51,65
7:24,2363,Zane Waterman made Jumper. Assisted by Rich Williams.,51,67
6:51,2415,Martez Cameron missed Layup.,51,67
6:51,2415,Phillip Carr Offensive Rebound.,51,67
6:51,2415,Morgan State  Turnover.,51,67
6:36,2363,Rich Williams missed Layup.,51,67
6:36,2415,Phillip Carr Defensive Rebound.,51,67
6:30,2363,Foul on Aaron Walker Jr..,51,67
6:30,2415,Phillip Carr made Free Throw.,52,67
6:30,2415,Phillip Carr made Free Throw.,53,67
6:20,2363,Zavier Turner made Three Point Jumper. Assisted by Rich Williams.,53,70
6:01,2415,Martez Cameron missed Jumper.,53,70
6:01,2415,LaPri McCray-Pace Offensive Rebound.,53,70
5:58,2415,LaPri McCray-Pace missed Layup.,53,70
5:58,2363,Pauly Paulicap Block.,53,70
5:57,2363,Zane Waterman Defensive Rebound.,53,70
5:54,2415,Foul on Azariah Sykes.,53,70
5:54,2363,Pauly Paulicap made Free Throw.,53,71
5:54,2363,Pauly Paulicap missed Free Throw.,53,71
5:54,2363,Pauly Paulicap Offensive Rebound.,53,71
5:49,2363,Pauly Paulicap made Layup. Assisted by Rich Williams.,53,73
5:36,2363,Foul on Pauly Paulicap.,53,73
5:36,2415,LaPri McCray-Pace made Free Throw.,54,73
5:36,2415,LaPri McCray-Pace missed Free Throw.,54,73
5:36,2363,Zane Waterman Defensive Rebound.,54,73
5:18,2363,Zane Waterman made Jumper.,54,75
4:51,2415,Martez Cameron missed Jumper.,54,75
4:51,2363,Thomas Capuano Block.,54,75
4:51,2415,Azariah Sykes Offensive Rebound.,54,75
4:42,2415,Martez Cameron missed Jumper.,54,75
4:42,2363,Rich Williams Defensive Rebound.,54,75
4:41,2415,Foul on LaPri McCray-Pace.,54,75
4:41,2363,Rich Williams missed Free Throw.,54,75
4:41,2363,Manhattan Deadball Team Rebound.,54,75
4:41,2363,Rich Williams missed Free Throw.,54,75
4:41,2415,Azariah Sykes Defensive Rebound.,54,75
4:30,2415,LaPri McCray-Pace made Three Point Jumper. Assisted by Phillip Carr.,57,75
4:09,2363,Calvin Crawford made Layup.,57,77
3:58,2363,Foul on Nehemiah Mack.,57,77
3:58,2363,Official TV Timeout,57,77
3:58,2415,Stanley Davis made Free Throw.,58,77
3:58,2415,Stanley Davis missed Free Throw.,58,77
3:58,2363,Calvin Crawford Defensive Rebound.,58,77
3:30,2363,Calvin Crawford missed Three Point Jumper.,58,77
3:30,2363,Zane Waterman Offensive Rebound.,58,77
3:26,2363,Manhattan  Timeout,58,77
3:05,2363,Patrick Strzala missed Three Point Jumper.,58,77
3:05,2363,Zane Waterman Offensive Rebound.,58,77
2:41,2363,Zane Waterman made Layup. Assisted by Calvin Crawford.,58,79
2:41,2415,Foul on Stanley Davis.,58,79
2:41,2363,Zane Waterman missed Free Throw.,58,79
2:41,2415,Azariah Sykes Defensive Rebound.,58,79
2:31,2363,Foul on Calvin Crawford.,58,79
2:31,2415,Azariah Sykes missed Free Throw.,58,79
2:31,2415,Morgan State Deadball Team Rebound.,58,79
2:31,2415,Azariah Sykes missed Free Throw.,58,79
2:31,2363,Zane Waterman Defensive Rebound.,58,79
2:02,2363,Zane Waterman missed Layup.,58,79
2:02,2415,Azariah Sykes Defensive Rebound.,58,79
1:53,2415,Phillip Carr missed Jumper.,58,79
1:53,2415,Azariah Sykes Offensive Rebound.,58,79
1:44,2415,Azariah Sykes made Layup. Assisted by Martez Cameron.,60,79
1:44,2363,Foul on Patrick Strzala.,60,79
1:44,2415,Azariah Sykes made Free Throw.,61,79
1:23,2363,Patrick Strzala missed Three Point Jumper.,61,79
1:23,2415,Phillip Carr Defensive Rebound.,61,79
0:55,2363,Foul on Nehemiah Mack.,61,79
0:55,2415,Phillip Carr made Free Throw.,62,79
0:55,2415,Phillip Carr made Free Throw.,63,79
0:42,2363,Foul on Ebube Ebube.,63,79
0:42,2363,Ebube Ebube Turnover.,63,79
0:35,2415,Antonio Gillespie made Three Point Jumper. Assisted by Martez Cameron.,66,79
0:20,2415,Foul on Antonio Gillespie.,66,79
0:20,2363,Nehemiah Mack missed Free Throw.,66,79
0:20,2363,Manhattan Deadball Team Rebound.,66,79
0:20,2363,Nehemiah Mack made Free Throw.,66,80
0:14,2415,LaPri McCray-Pace missed Three Point Jumper.,66,80
0:14,2415,Phillip Carr Offensive Rebound.,66,80
0:06,2415,Martez Cameron missed Three Point Jumper.,66,80
0:06,2363,Ebube Ebube Defensive Rebound.,66,80
0:00,2363,End of Game,66,80
