Mississippi Valley State,66,Iowa State,2400
12:49,2400,Foul on Isaac Williams.,12,17
12:49,66,Nazareth Mitrou-Long missed Free Throw.,12,17
12:49,66,Iowa State Deadball Team Rebound.,12,17
12:49,66,Nazareth Mitrou-Long made Free Throw.,12,18
12:32,2400,Jabari Alex made Layup. Assisted by Vacha Vaughn.,14,18
12:20,66,Deonte Burton Turnover.,14,18
12:19,2400,Vacha Vaughn Steal.,14,18
12:17,2400,Isaac Williams missed Jumper.,14,18
12:17,2400,Isaac Williams Offensive Rebound.,14,18
12:14,2400,Isaac Williams made Jumper.,16,18
12:00,66,Nazareth Mitrou-Long missed Three Point Jumper.,16,18
12:00,2400,Darrell Riley Defensive Rebound.,16,18
11:53,2400,Isaac Williams missed Three Point Jumper.,16,18
11:53,66,Nick Weiler-Babb Defensive Rebound.,16,18
11:46,66,Nick Weiler-Babb Turnover.,16,18
11:46,66,Official TV Timeout,16,18
11:32,2400,Rashaan Surles made Layup.,18,18
11:20,2400,Foul on Rashaan Surles.,18,18
11:16,66,Deonte Burton missed Jumper.,18,18
11:16,66,Solomon Young Offensive Rebound.,18,18
11:11,66,Solomon Young made Layup.,18,20
10:38,2400,Isaac Williams missed Three Point Jumper.,18,20
10:38,66,Nick Weiler-Babb Defensive Rebound.,18,20
10:19,66,Foul on Solomon Young.,18,20
10:19,66,Solomon Young Turnover.,18,20
10:09,2400,Vacha Vaughn missed Jumper.,18,20
10:09,66,Donovan Jackson Defensive Rebound.,18,20
10:01,66,Matt Thomas made Layup. Assisted by Donovan Jackson.,18,22
9:31,2400,Darrell Riley made Jumper.,20,22
9:12,2400,Foul on Kylan Phillips.,20,22
9:03,66,Solomon Young missed Jumper.,20,22
9:03,66,Solomon Young Offensive Rebound.,20,22
9:00,66,Solomon Young Turnover.,20,22
8:59,2400,Jabari Alex Steal.,20,22
8:35,2400,Darrell Riley missed Jumper.,20,22
8:35,66,Matt Thomas Defensive Rebound.,20,22
8:28,66,Nick Weiler-Babb Turnover.,20,22
8:13,2400,Isaac Williams made Three Point Jumper. Assisted by Kylan Phillips.,23,22
7:54,66,Monte Morris made Layup.,23,24
7:32,66,Official TV Timeout,23,24
7:22,2400,Rashaan Surles missed Jumper.,23,24
7:22,66,Nazareth Mitrou-Long Defensive Rebound.,23,24
7:17,66,Nazareth Mitrou-Long Turnover.,23,24
7:16,2400,Kylan Phillips Steal.,23,24
7:14,2400,Darrell Riley made Layup. Assisted by Kylan Phillips.,25,24
7:09,2400,Foul on Ta'Jay Henry.,25,24
6:54,66,Donovan Jackson made Three Point Jumper. Assisted by Nazareth Mitrou-Long.,25,27
6:32,2400,Rashaan Surles Turnover.,25,27
6:12,66,Matt Thomas made Layup. Assisted by Monte Morris.,25,29
5:41,2400,Rashaan Surles missed Three Point Jumper.,25,29
5:41,66,Monte Morris Defensive Rebound.,25,29
5:31,66,Matt Thomas made Three Point Jumper. Assisted by Nazareth Mitrou-Long.,25,32
5:04,2400,Amos Given missed Layup.,25,32
5:04,66,Darrell Bowie Block.,25,32
5:02,2400,Isaac Williams Offensive Rebound.,25,32
5:01,2400,Isaac Williams made Jumper.,27,32
4:51,66,Nazareth Mitrou-Long made Three Point Jumper. Assisted by Darrell Bowie.,27,35
4:47,66,Iowa State  Timeout,27,35
4:23,2400,Vacha Vaughn Turnover.,27,35
4:23,66,Deonte Burton Steal.,27,35
4:22,66,Deonte Burton Turnover.,27,35
4:21,2400,Vacha Vaughn Steal.,27,35
4:21,2400,Vacha Vaughn made Layup.,29,35
4:19,2400,Foul on Vacha Vaughn.,29,35
4:12,66,Matt Thomas missed Three Point Jumper.,29,35
4:12,66,Deonte Burton Offensive Rebound.,29,35
4:04,66,Darrell Bowie missed Jumper.,29,35
4:04,2400,Vacha Vaughn Defensive Rebound.,29,35
3:56,66,Official TV Timeout,29,35
3:40,2400,Isaac Williams missed Three Point Jumper.,29,35
3:40,66,Nazareth Mitrou-Long Defensive Rebound.,29,35
3:33,66,Darrell Bowie Turnover.,29,35
3:32,2400,Darrell Riley Steal.,29,35
3:28,2400,Darrell Riley missed Layup.,29,35
3:28,2400,Darrell Riley Offensive Rebound.,29,35
3:26,2400,Kylan Phillips missed Jumper.,29,35
3:26,2400,Vacha Vaughn Offensive Rebound.,29,35
3:25,66,Foul on Deonte Burton.,29,35
3:25,2400,Vacha Vaughn made Free Throw.,30,35
3:25,2400,Vacha Vaughn missed Free Throw.,30,35
3:25,66,Matt Thomas Defensive Rebound.,30,35
3:14,66,Deonte Burton missed Dunk.,30,35
3:14,66,Iowa State Offensive Rebound.,30,35
3:12,66,Matt Thomas made Jumper. Assisted by Donovan Jackson.,30,37
2:45,2400,Rashaan Surles Turnover.,30,37
2:44,66,Deonte Burton Steal.,30,37
2:42,66,Monte Morris made Layup. Assisted by Donovan Jackson.,30,39
2:20,2400,Vacha Vaughn missed Jumper.,30,39
2:20,66,Matt Thomas Defensive Rebound.,30,39
2:13,2400,Foul on Vacha Vaughn.,30,39
2:13,66,Matt Thomas made Free Throw.,30,40
2:13,66,Matt Thomas made Free Throw.,30,41
1:47,2400,Darrell Riley made Jumper.,32,41
1:34,66,Matt Thomas made Three Point Jumper.,32,44
1:17,2400,Isaac Williams made Three Point Jumper. Assisted by Darrell Riley.,35,44
0:48,66,Foul on Nazareth Mitrou-Long.,35,44
0:48,66,Nazareth Mitrou-Long Turnover.,35,44
0:23,66,Foul on Donovan Jackson.,35,44
0:02,2400,Darrell Riley missed Jumper.,35,44
0:02,66,Iowa State Deadball Team Rebound.,35,44
0:00,66,End of 1st half,35,44
19:35,2400,Kylan Phillips Turnover.,35,44
19:12,66,Darrell Bowie made Jumper.,35,46
19:00,2400,Darrell Riley missed Jumper.,35,46
19:00,2400,Ta'Jay Henry Offensive Rebound.,35,46
18:57,2400,Ta'Jay Henry made Two Point Tip Shot.,37,46
18:49,66,Nazareth Mitrou-Long made Three Point Jumper. Assisted by Deonte Burton.,37,49
18:27,2400,Rashaan Surles missed Three Point Jumper.,37,49
18:27,66,Deonte Burton Defensive Rebound.,37,49
18:21,66,Matt Thomas made Layup. Assisted by Deonte Burton.,37,51
17:57,66,Foul on Darrell Bowie.,37,51
17:57,2400,Amos Given missed Free Throw.,37,51
17:57,2400,Miss. Valley St Deadball Team Rebound.,37,51
17:57,2400,Amos Given missed Free Throw.,37,51
17:57,66,Darrell Bowie Defensive Rebound.,37,51
17:40,66,Nazareth Mitrou-Long missed Layup.,37,51
17:40,2400,Amos Given Defensive Rebound.,37,51
17:11,2400,Kylan Phillips made Three Point Jumper.,40,51
16:56,2400,Foul on Darrell Riley.,40,51
16:56,66,Darrell Bowie missed Free Throw.,40,51
16:56,66,Iowa State Deadball Team Rebound.,40,51
16:56,66,Darrell Bowie made Free Throw.,40,52
16:46,2400,Isaac Williams Turnover.,40,52
16:22,66,Solomon Young missed Jumper.,40,52
16:22,66,Solomon Young Offensive Rebound.,40,52
16:19,2400,Foul on Darrell Riley.,40,52
16:13,66,Donovan Jackson missed Three Point Jumper.,40,52
16:13,2400,Darrell Riley Defensive Rebound.,40,52
16:04,2400,Darrell Riley made Jumper.,42,52
15:44,66,Matt Thomas missed Three Point Jumper.,42,52
15:44,2400,Kylan Phillips Defensive Rebound.,42,52
15:39,66,Foul on Donovan Jackson.,42,52
15:39,66,Official TV Timeout,42,52
15:18,2400,Isaac Williams made Jumper.,44,52
14:58,66,Donovan Jackson Turnover.,44,52
14:57,2400,Ta'Jay Henry Steal.,44,52
14:55,2400,Darrell Riley missed Layup.,44,52
14:55,66,Nazareth Mitrou-Long Defensive Rebound.,44,52
14:46,2400,Foul on Lorenzo Hunt.,44,52
14:46,66,Solomon Young missed Free Throw.,44,52
14:46,66,Iowa State Deadball Team Rebound.,44,52
14:46,66,Solomon Young missed Free Throw.,44,52
14:46,2400,Ta'Jay Henry Defensive Rebound.,44,52
14:29,2400,Isaac Williams missed Three Point Jumper.,44,52
14:29,66,Donovan Jackson Defensive Rebound.,44,52
14:15,66,Monte Morris Turnover.,44,52
14:15,2400,Kylan Phillips Steal.,44,52
14:15,66,Foul on Matt Thomas.,44,52
13:53,2400,Ta'Jay Henry Turnover.,44,52
13:40,66,Deonte Burton made Jumper.,44,54
13:23,2400,Ta'Jay Henry missed Jumper.,44,54
13:23,2400,Lorenzo Hunt Offensive Rebound.,44,54
13:18,66,Foul on Monte Morris.,44,54
13:18,2400,Isaac Williams made Free Throw.,45,54
13:18,2400,Isaac Williams made Free Throw.,46,54
13:18,2400,Isaac Williams made Free Throw.,47,54
13:08,2400,Foul on Lorenzo Hunt.,47,54
13:08,66,Deonte Burton made Free Throw.,47,55
13:08,66,Deonte Burton made Free Throw.,47,56
12:59,2400,Darrell Riley made Jumper.,49,56
12:48,66,Matt Thomas made Three Point Jumper. Assisted by Nazareth Mitrou-Long.,49,59
12:46,66,Iowa State  Timeout,49,59
12:46,66,Official TV Timeout,49,59
12:26,2400,Vacha Vaughn missed Three Point Jumper.,49,59
12:26,66,Deonte Burton Defensive Rebound.,49,59
12:04,66,Darrell Bowie made Jumper.,49,61
11:43,2400,Darrell Riley missed Jumper.,49,61
11:43,66,Matt Thomas Defensive Rebound.,49,61
11:22,66,Matt Thomas made Layup. Assisted by Darrell Bowie.,49,63
11:12,2400,Miss. Valley St  Timeout,49,63
11:12,66,Official TV Timeout,49,63
10:48,2400,Darrell Riley missed Jumper.,49,63
10:48,66,Matt Thomas Defensive Rebound.,49,63
10:42,2400,Foul on Rashaan Surles.,49,63
10:42,66,Monte Morris made Free Throw.,49,64
10:42,66,Monte Morris made Free Throw.,49,65
10:25,2400,Darrell Riley Turnover.,49,65
10:24,66,Nazareth Mitrou-Long Steal.,49,65
10:23,2400,Foul on Darrell Riley.,49,65
10:05,66,Matt Thomas Turnover.,49,65
9:49,2400,Foul on Amos Given.,49,65
9:49,2400,Amos Given Turnover.,49,65
9:37,66,Darrell Bowie Turnover.,49,65
9:23,66,Foul on Solomon Young.,49,65
9:23,2400,Amos Given made Free Throw.,50,65
9:23,2400,Amos Given made Free Throw.,51,65
9:00,66,Donovan Jackson made Three Point Jumper. Assisted by Monte Morris.,51,68
8:55,2400,Rashaan Surles missed Three Point Jumper.,51,68
8:55,2400,Amos Given Offensive Rebound.,51,68
8:50,2400,Amos Given missed Jumper.,51,68
8:50,2400,Rashaan Surles Offensive Rebound.,51,68
8:46,2400,Rashaan Surles missed Jumper.,51,68
8:46,66,Monte Morris Defensive Rebound.,51,68
8:38,66,Monte Morris missed Three Point Jumper.,51,68
8:38,2400,Jabari Alex Defensive Rebound.,51,68
8:14,2400,Amos Given missed Jumper.,51,68
8:14,2400,Ta'Jay Henry Offensive Rebound.,51,68
8:09,2400,Ta'Jay Henry missed Layup.,51,68
8:09,2400,Jabari Alex Offensive Rebound.,51,68
8:04,2400,Jabari Alex missed Jumper.,51,68
8:04,66,Solomon Young Block.,51,68
8:00,66,Monte Morris Defensive Rebound.,51,68
7:42,2400,Foul on Kylan Phillips.,51,68
7:42,66,Official TV Timeout,51,68
7:42,66,Solomon Young made Free Throw.,51,69
7:42,66,Solomon Young made Free Throw.,51,70
7:32,2400,Kylan Phillips made Jumper.,53,70
7:09,66,Monte Morris missed Jumper.,53,70
7:09,2400,Ta'Jay Henry Block.,53,70
7:08,66,Matt Thomas Offensive Rebound.,53,70
7:06,66,Matt Thomas missed Jumper.,53,70
7:06,66,Iowa State Offensive Rebound.,53,70
7:03,66,Donovan Jackson made Three Point Jumper. Assisted by Monte Morris.,53,73
6:40,2400,Amos Given missed Layup.,53,73
6:40,66,Nazareth Mitrou-Long Block.,53,73
6:39,66,Solomon Young Defensive Rebound.,53,73
6:32,66,Nazareth Mitrou-Long made Three Point Jumper. Assisted by Donovan Jackson.,53,76
6:14,2400,Rashaan Surles missed Jumper.,53,76
6:14,66,Solomon Young Defensive Rebound.,53,76
6:09,66,Matt Thomas made Layup. Assisted by Monte Morris.,53,78
5:59,2400,Miss. Valley St  Timeout,53,78
5:46,2400,Lorenzo Hunt missed Jumper.,53,78
5:46,66,Solomon Young Defensive Rebound.,53,78
5:30,66,Donovan Jackson missed Three Point Jumper.,53,78
5:30,66,Solomon Young Offensive Rebound.,53,78
5:26,66,Solomon Young made Two Point Tip Shot.,53,80
5:04,66,Foul on Nazareth Mitrou-Long.,53,80
5:04,2400,Ta'Jay Henry made Free Throw.,54,80
5:04,2400,Ta'Jay Henry missed Free Throw.,54,80
5:04,66,Nazareth Mitrou-Long Defensive Rebound.,54,80
4:51,66,Nazareth Mitrou-Long missed Three Point Jumper.,54,80
4:51,2400,Kylan Phillips Defensive Rebound.,54,80
4:39,2400,Darrell Riley missed Three Point Jumper.,54,80
4:39,66,Matt Thomas Defensive Rebound.,54,80
4:28,66,Solomon Young made Dunk. Assisted by Nazareth Mitrou-Long.,54,82
3:58,2400,Kylan Phillips missed Jumper.,54,82
3:58,66,Iowa State Defensive Rebound.,54,82
3:55,66,Official TV Timeout,54,82
3:39,66,Matt Thomas missed Three Point Jumper.,54,82
3:39,2400,Lorenzo Hunt Defensive Rebound.,54,82
3:17,2400,Isaac Williams missed Three Point Jumper.,54,82
3:17,2400,Vacha Vaughn Offensive Rebound.,54,82
3:14,66,Foul on Deonte Burton.,54,82
3:14,2400,Vacha Vaughn missed Free Throw.,54,82
3:14,66,Deonte Burton Defensive Rebound.,54,82
2:54,2400,Foul on Vacha Vaughn.,54,82
2:54,66,Merrill Holden missed Free Throw.,54,82
2:54,66,Iowa State Deadball Team Rebound.,54,82
2:54,66,Merrill Holden made Free Throw.,54,83
2:26,2400,Darrell Riley missed Jumper.,54,83
2:26,66,Deonte Burton Defensive Rebound.,54,83
2:08,66,Nazareth Mitrou-Long made Three Point Jumper. Assisted by Donovan Jackson.,54,86
1:49,2400,Isaac Williams missed Three Point Jumper.,54,86
1:49,66,Deonte Burton Defensive Rebound.,54,86
1:42,66,Iowa State  Timeout,54,86
1:26,66,Wes Greder missed Three Point Jumper.,54,86
1:26,2400,Darrell Riley Defensive Rebound.,54,86
1:15,2400,Isaac Williams missed Jumper.,54,86
1:15,66,Iowa State Defensive Rebound.,54,86
0:54,66,Merrill Holden missed Jumper.,54,86
0:54,2400,Jabari Alex Defensive Rebound.,54,86
0:43,2400,Darrell Riley made Jumper.,56,86
0:29,66,Merrill Holden made Dunk. Assisted by Donovan Jackson.,56,88
0:20,66,Foul on Donovan Jackson.,56,88
0:20,2400,Darrell Riley made Free Throw.,57,88
0:20,2400,Darrell Riley made Free Throw.,58,88
0:12,66,Wes Greder missed Three Point Jumper.,58,88
0:12,2400,Darrell Riley Defensive Rebound.,58,88
0:05,2400,Darrell Riley made Layup.,60,88
0:00,66,End of Game,60,88
