North Dakota State,8,Arkansas,2449
11:19,2449,A.J. Jacobson missed Three Point Jumper.,11,15
11:19,2449,North Dakota St Offensive Rebound.,11,15
11:10,2449,Khy Kabellis missed Three Point Jumper.,11,15
11:10,2449,Dexter Werner Offensive Rebound.,11,15
10:59,2449,A.J. Jacobson missed Three Point Jumper.,11,15
10:59,8,Trey Thompson Defensive Rebound.,11,15
10:43,8,Arlando Cook missed Jumper.,11,15
10:43,2449,A.J. Jacobson Defensive Rebound.,11,15
10:27,2449,Khy Kabellis missed Three Point Jumper.,11,15
10:27,8,Dusty Hannahs Defensive Rebound.,11,15
10:15,8,Anton Beard made Three Point Jumper. Assisted by Arlando Cook.,11,18
10:04,2449,Khy Kabellis Turnover.,11,18
9:50,8,Dusty Hannahs Turnover.,11,18
9:45,2449,Paul Miller made Three Point Jumper. Assisted by Dexter Werner.,14,18
9:25,8,Arlando Cook missed Jumper.,14,18
9:25,8,Arkansas Offensive Rebound.,14,18
9:17,8,Dusty Hannahs Turnover.,14,18
9:09,2449,A.J. Jacobson missed Three Point Jumper.,14,18
9:09,8,C.J. Jones Defensive Rebound.,14,18
9:01,8,Dusty Hannahs missed Three Point Jumper.,14,18
9:01,2449,Paul Miller Defensive Rebound.,14,18
8:51,2449,A.J. Jacobson missed Jumper.,14,18
8:51,2449,Dexter Werner Offensive Rebound.,14,18
8:46,2449,Dexter Werner Turnover.,14,18
8:46,8,Adrio Bailey Steal.,14,18
8:40,8,Anton Beard missed Three Point Jumper.,14,18
8:40,2449,Dexter Werner Defensive Rebound.,14,18
8:15,8,Foul on Moses Kingsley.,14,18
8:15,2449,Tyson Ward missed Free Throw.,14,18
8:15,2449,North Dakota St Deadball Team Rebound.,14,18
8:15,2449,Tyson Ward missed Free Throw.,14,18
8:15,8,Adrio Bailey Defensive Rebound.,14,18
8:05,8,Daryl Macon made Three Point Jumper. Assisted by Manuale Watkins.,14,21
7:37,2449,Tyson Ward made Three Point Jumper. Assisted by Carlin Dupree.,17,21
7:25,8,Daryl Macon Turnover.,17,21
7:25,8,Official TV Timeout,17,21
7:07,2449,Dylan Miller missed Jumper.,17,21
7:07,8,Jaylen Barford Defensive Rebound.,17,21
6:37,8,Jaylen Barford missed Jumper.,17,21
6:37,2449,Deng Geu Defensive Rebound.,17,21
6:19,2449,Carlin Dupree made Layup.,19,21
6:04,8,Adrio Bailey made Jumper. Assisted by Daryl Macon.,19,23
6:04,2449,Foul on Deng Geu.,19,23
6:04,8,Adrio Bailey missed Free Throw.,19,23
6:04,2449,Deng Geu Defensive Rebound.,19,23
5:44,2449,Deng Geu Turnover.,19,23
5:33,8,Daryl Macon missed Jumper.,19,23
5:33,2449,Khy Kabellis Block.,19,23
5:33,8,Daryl Macon Offensive Rebound.,19,23
5:33,8,Daryl Macon missed Layup.,19,23
5:33,8,Daryl Macon Offensive Rebound.,19,23
5:21,8,Daryl Macon Turnover.,19,23
5:21,2449,Paul Miller Steal.,19,23
5:16,2449,Khy Kabellis missed Jumper.,19,23
5:16,8,Daryl Macon Defensive Rebound.,19,23
5:12,2449,Foul on Dexter Werner.,19,23
4:51,8,Moses Kingsley made Jumper. Assisted by Manuale Watkins.,19,25
4:21,8,Foul on Dustin Thomas.,19,25
4:10,2449,Dexter Werner Turnover.,19,25
4:10,8,Manuale Watkins Steal.,19,25
4:05,2449,Dexter Werner Defensive Rebound.,19,25
4:05,8,Jaylen Barford missed Three Point Jumper.,19,25
3:51,2449,Tyson Ward missed Three Point Jumper.,19,25
3:51,8,Moses Kingsley Defensive Rebound.,19,25
3:38,8,Moses Kingsley missed Jumper.,19,25
3:38,2449,A.J. Jacobson Defensive Rebound.,19,25
3:28,2449,Dexter Werner missed Layup.,19,25
3:28,8,Moses Kingsley Block.,19,25
3:28,2449,Dexter Werner Offensive Rebound.,19,25
3:23,2449,Khy Kabellis missed Layup.,19,25
3:23,8,Moses Kingsley Defensive Rebound.,19,25
2:57,8,Manuale Watkins made Layup.,19,27
2:29,8,Official TV Timeout,19,27
2:13,2449,North Dakota St  Turnover.,19,27
1:47,8,Anton Beard missed Three Point Jumper.,19,27
1:47,8,Dustin Thomas Offensive Rebound.,19,27
1:43,2449,Foul on Tyson Ward.,19,27
1:30,8,Dusty Hannahs missed Jumper.,19,27
1:30,2449,Paul Miller Defensive Rebound.,19,27
1:10,2449,Paul Miller missed Jumper.,19,27
1:10,2449,North Dakota St Offensive Rebound.,19,27
0:57,2449,Dexter Werner made Dunk. Assisted by Khy Kabellis.,21,27
0:54,8,Arkansas  Timeout,21,27
0:39,8,Jaylen Barford Turnover.,21,27
0:20,2449,Khy Kabellis missed Three Point Jumper.,21,27
0:20,2449,North Dakota St Deadball Team Rebound.,21,27
0:15,8,Foul on Trey Thompson.,21,27
0:15,2449,North Dakota St  Timeout,21,27
0:11,2449,Tyson Ward missed Three Point Jumper.,21,27
0:11,8,Anton Beard Defensive Rebound.,21,27
0:04,8,Anton Beard Turnover.,21,27
0:04,2449,Tyson Ward Steal.,21,27
0:00,8,End of 1st half,21,27
20:00,8,Jump Ball won by Arkansas,21,27
19:51,2449,Foul on Paul Miller.,21,27
19:51,8,Manuale Watkins made Free Throw.,21,28
19:51,8,Manuale Watkins made Free Throw.,21,29
19:36,8,Foul on Dustin Thomas.,21,29
19:36,2449,Paul Miller made Free Throw.,22,29
19:36,2449,Paul Miller missed Free Throw.,22,29
19:36,8,Moses Kingsley Defensive Rebound.,22,29
19:30,8,Jaylen Barford Turnover.,22,29
19:30,2449,Carlin Dupree Steal.,22,29
19:17,2449,Paul Miller made Three Point Jumper. Assisted by Dylan Miller.,25,29
18:53,8,Daryl Macon Turnover.,25,29
18:53,2449,Khy Kabellis Steal.,25,29
18:47,2449,A.J. Jacobson missed Three Point Jumper.,25,29
18:47,8,Jaylen Barford Defensive Rebound.,25,29
18:34,8,Moses Kingsley Turnover.,25,29
18:19,8,Foul on Dustin Thomas.,25,29
18:19,2449,Khy Kabellis made Free Throw.,26,29
18:19,2449,Khy Kabellis made Free Throw.,27,29
18:02,8,Jaylen Barford missed Layup.,27,29
18:02,2449,Paul Miller Block.,27,29
18:02,2449,Carlin Dupree Defensive Rebound.,27,29
17:55,2449,Carlin Dupree made Jumper.,29,29
17:37,8,Jaylen Barford missed Jumper.,29,29
17:37,2449,Dylan Miller Defensive Rebound.,29,29
17:25,2449,Khy Kabellis Turnover.,29,29
17:25,8,Dusty Hannahs Steal.,29,29
17:19,8,Jaylen Barford made Layup. Assisted by Dusty Hannahs.,29,31
17:08,2449,Dylan Miller missed Layup.,29,31
17:08,8,Manuale Watkins Defensive Rebound.,29,31
16:56,8,Daryl Macon missed Jumper.,29,31
16:56,2449,Paul Miller Defensive Rebound.,29,31
16:29,2449,Paul Miller missed Three Point Jumper.,29,31
16:29,8,Daryl Macon Defensive Rebound.,29,31
16:14,8,Moses Kingsley missed Jumper.,29,31
16:14,8,Arkansas Offensive Rebound.,29,31
16:02,8,Dusty Hannahs made Three Point Jumper.,29,34
15:30,2449,Carlin Dupree missed Three Point Jumper.,29,34
15:30,8,Manuale Watkins Defensive Rebound.,29,34
15:21,2449,Foul on A.J. Jacobson.,29,34
15:21,8,Official TV Timeout,29,34
15:12,8,Dusty Hannahs made Three Point Jumper. Assisted by Daryl Macon.,29,37
14:51,2449,Khy Kabellis missed Three Point Jumper.,29,37
14:51,8,Arkansas Deadball Team Rebound.,29,37
14:47,2449,Foul on Dexter Werner.,29,37
14:37,8,Daryl Macon made Three Point Jumper.,29,40
14:00,8,Foul on Moses Kingsley.,29,40
14:00,2449,Dexter Werner missed Free Throw.,29,40
14:00,2449,North Dakota St Deadball Team Rebound.,29,40
14:00,2449,Dexter Werner missed Free Throw.,29,40
14:00,8,Moses Kingsley Defensive Rebound.,29,40
13:46,8,Moses Kingsley made Layup. Assisted by Dusty Hannahs.,29,42
13:46,2449,Foul on Dexter Werner.,29,42
13:46,8,Moses Kingsley made Free Throw.,29,43
13:26,2449,Khy Kabellis missed Three Point Jumper.,29,43
13:26,8,Moses Kingsley Defensive Rebound.,29,43
13:19,8,Dusty Hannahs missed Three Point Jumper.,29,43
13:19,8,Daryl Macon Offensive Rebound.,29,43
13:19,8,Daryl Macon missed Layup.,29,43
13:19,8,Daryl Macon Offensive Rebound.,29,43
13:10,8,Dusty Hannahs made Jumper.,29,45
13:02,2449,North Dakota St  Timeout,29,45
12:52,2449,Carlin Dupree missed Layup.,29,45
12:52,8,Moses Kingsley Defensive Rebound.,29,45
12:43,8,Anton Beard Turnover.,29,45
12:43,2449,Paul Miller Steal.,29,45
12:38,8,Foul on Anton Beard.,29,45
12:38,2449,Paul Miller made Free Throw.,30,45
12:38,2449,Paul Miller made Free Throw.,31,45
12:31,8,Moses Kingsley Turnover.,31,45
12:22,2449,Tyson Ward made Jumper.,33,45
12:11,2449,Foul on Dylan Miller.,33,45
12:11,8,Arlando Cook made Free Throw.,33,46
12:11,8,Arlando Cook made Free Throw.,33,47
12:02,8,Foul on Dusty Hannahs.,33,47
11:55,8,Foul on Anton Beard.,33,47
11:55,8,Official TV Timeout,33,47
11:49,2449,Dylan Miller missed Layup.,33,47
11:49,8,C.J. Jones Defensive Rebound.,33,47
11:34,8,Dusty Hannahs missed Three Point Jumper.,33,47
11:34,2449,Paul Miller Defensive Rebound.,33,47
11:23,2449,Deng Geu missed Three Point Jumper.,33,47
11:23,8,Arlando Cook Defensive Rebound.,33,47
11:12,8,Trey Thompson missed Jumper.,33,47
11:12,2449,Carlin Dupree Defensive Rebound.,33,47
11:03,2449,Deng Geu made Dunk. Assisted by Paul Miller.,35,47
10:45,8,Dusty Hannahs missed Layup.,35,47
10:45,2449,Paul Miller Block.,35,47
10:45,8,Arkansas Offensive Rebound.,35,47
10:41,8,Anton Beard made Three Point Jumper. Assisted by Jaylen Barford.,35,50
10:07,2449,Carlin Dupree missed Layup.,35,50
10:07,8,C.J. Jones Block.,35,50
10:07,2449,North Dakota St Offensive Rebound.,35,50
10:01,2449,Paul Miller missed Three Point Jumper.,35,50
10:01,8,Arkansas Deadball Team Rebound.,35,50
9:47,8,Foul on Trey Thompson.,35,50
9:47,8,Trey Thompson Turnover.,35,50
9:24,2449,Dexter Werner made Layup. Assisted by Carlin Dupree.,37,50
8:59,8,Jaylen Barford missed Three Point Jumper.,37,50
8:59,2449,Paul Miller Defensive Rebound.,37,50
8:45,2449,Paul Miller Turnover.,37,50
8:32,8,Anton Beard made Three Point Jumper. Assisted by Daryl Macon.,37,53
8:15,2449,Carlin Dupree made Layup.,39,53
8:06,8,Foul on Jaylen Barford.,39,53
8:06,8,Jaylen Barford Turnover.,39,53
7:50,2449,A.J. Jacobson made Layup.,41,53
7:35,8,Moses Kingsley made Layup. Assisted by Daryl Macon.,41,55
7:20,2449,Foul on Carlin Dupree.,41,55
7:20,2449,Carlin Dupree Turnover.,41,55
7:20,8,Official TV Timeout,41,55
6:56,8,Daryl Macon missed Three Point Jumper.,41,55
6:56,2449,Khy Kabellis Defensive Rebound.,41,55
6:38,2449,Paul Miller made Three Point Jumper. Assisted by Khy Kabellis.,44,55
6:36,8,Foul on Jaylen Barford.,44,55
6:36,2449,Paul Miller missed Free Throw.,44,55
6:36,8,Manuale Watkins Defensive Rebound.,44,55
6:26,8,Moses Kingsley missed Jumper.,44,55
6:26,2449,Carlin Dupree Defensive Rebound.,44,55
6:15,2449,Carlin Dupree Turnover.,44,55
6:05,8,Dustin Thomas missed Jumper.,44,55
6:05,8,Moses Kingsley Offensive Rebound.,44,55
6:05,8,Moses Kingsley made Two Point Tip Shot.,44,57
5:33,8,Foul on Dustin Thomas.,44,57
5:33,2449,A.J. Jacobson missed Free Throw.,44,57
5:33,2449,North Dakota St Deadball Team Rebound.,44,57
5:33,2449,A.J. Jacobson made Free Throw.,45,57
5:18,8,Daryl Macon made Layup.,45,59
4:54,2449,Paul Miller Turnover.,45,59
4:54,8,Manuale Watkins Steal.,45,59
4:49,8,Daryl Macon missed Three Point Jumper.,45,59
4:49,8,Dustin Thomas Offensive Rebound.,45,59
4:47,2449,Foul on A.J. Jacobson.,45,59
4:47,8,Dustin Thomas made Free Throw.,45,60
4:47,8,Dustin Thomas made Free Throw.,45,61
4:35,2449,A.J. Jacobson Turnover.,45,61
4:35,8,Manuale Watkins Steal.,45,61
4:23,2449,Foul on Khy Kabellis.,45,61
4:23,8,Daryl Macon made Free Throw.,45,62
4:23,8,Daryl Macon made Free Throw.,45,63
4:18,2449,Paul Miller Turnover.,45,63
4:11,2449,Foul on Carlin Dupree.,45,63
4:11,8,Anton Beard made Free Throw.,45,64
4:11,8,Anton Beard made Free Throw.,45,65
3:55,2449,Paul Miller missed Three Point Jumper.,45,65
3:55,8,Manuale Watkins Defensive Rebound.,45,65
3:49,8,Dustin Thomas missed Layup.,45,65
3:49,2449,Dexter Werner Defensive Rebound.,45,65
3:28,8,Foul on Anton Beard.,45,65
3:28,8,Official TV Timeout,45,65
3:28,2449,Paul Miller made Free Throw.,46,65
3:28,2449,Paul Miller made Free Throw.,47,65
3:10,8,Daryl Macon made Layup.,47,67
2:55,2449,Carlin Dupree missed Jumper.,47,67
2:55,8,Manuale Watkins Defensive Rebound.,47,67
2:34,8,Moses Kingsley missed Three Point Jumper.,47,67
2:34,2449,Paul Miller Defensive Rebound.,47,67
2:26,2449,Carlin Dupree missed Jumper.,47,67
2:26,2449,Dexter Werner Offensive Rebound.,47,67
2:23,8,Foul on Moses Kingsley.,47,67
2:23,2449,Carlin Dupree made Free Throw.,48,67
2:23,2449,Carlin Dupree made Free Throw.,49,67
2:12,8,Anton Beard missed Three Point Jumper.,49,67
2:11,2449,Tyson Ward Defensive Rebound.,49,67
1:58,8,Foul on Trey Thompson.,49,67
1:58,2449,Dexter Werner missed Free Throw.,49,67
1:58,2449,North Dakota St Deadball Team Rebound.,49,67
1:58,2449,Dexter Werner made Free Throw.,50,67
1:34,8,Adrio Bailey missed Jumper.,50,67
1:34,2449,Dexter Werner Defensive Rebound.,50,67
1:23,2449,Tyson Ward made Three Point Jumper. Assisted by Khy Kabellis.,53,67
0:50,2449,Foul on Tyson Ward.,53,67
0:50,8,Brachen Hazen missed Free Throw.,53,67
0:50,8,Arkansas Deadball Team Rebound.,53,67
0:50,8,Brachen Hazen made Free Throw.,53,68
0:33,2449,Deng Geu made Dunk. Assisted by Jared Samuelson.,55,68
0:05,8,Dusty Hannahs made Three Point Jumper.,55,71
0:00,8,End of Game,55,71
