Radford,277,West Virginia,2515
7:35,2515,Devonnte Holland missed Free Throw.,18,29
7:35,277,Brandon Watkins Defensive Rebound.,18,29
7:23,2515,Foul on Sterling Christy.,18,29
7:23,277,Jevon Carter made Free Throw.,18,30
7:23,277,Jevon Carter missed Free Throw.,18,30
7:23,2515,Caleb Tanner Defensive Rebound.,18,30
7:10,2515,Caleb Tanner missed Jumper.,18,30
7:10,277,Brandon Watkins Defensive Rebound.,18,30
7:03,2515,Foul on Christian Bradford.,18,30
7:03,277,Jevon Carter made Free Throw.,18,31
7:03,277,Jevon Carter missed Free Throw.,18,31
7:03,2515,Devonnte Holland Defensive Rebound.,18,31
6:47,2515,Devonnte Holland Turnover.,18,31
6:46,277,Jevon Carter Steal.,18,31
6:43,277,Jevon Carter made Layup. Assisted by Tarik Phillip.,18,33
6:39,2515,Radford  Timeout,18,33
6:27,2515,Justin Cousin Turnover.,18,33
6:12,277,Tarik Phillip made Three Point Jumper.,18,36
6:00,2515,Sterling Christy Turnover.,18,36
5:55,277,Jevon Carter made Jumper. Assisted by Esa Ahmad.,18,38
5:39,2515,Randy Phillips Turnover.,18,38
5:38,277,Tarik Phillip Steal.,18,38
5:35,277,Tarik Phillip made Layup.,18,40
5:34,2515,Radford  Timeout,18,40
5:21,2515,Ed Polite Jr. Turnover.,18,40
5:19,277,Tarik Phillip Steal.,18,40
5:17,277,Esa Ahmad made Dunk. Assisted by Tarik Phillip.,18,42
4:59,2515,Christian Bradford missed Layup.,18,42
4:59,2515,Christian Lutete Offensive Rebound.,18,42
4:55,277,Foul on Brandon Watkins.,18,42
4:53,2515,Christian Lutete missed Three Point Jumper.,18,42
4:53,277,Tarik Phillip Defensive Rebound.,18,42
4:46,277,Nathan Adrian missed Three Point Jumper.,18,42
4:46,2515,Radford Defensive Rebound.,18,42
4:41,2515,Ed Polite Jr. Turnover.,18,42
4:21,277,Esa Ahmad made Dunk. Assisted by Nathan Adrian.,18,44
3:47,2515,Sterling Christy missed Three Point Jumper.,18,44
3:47,277,Jevon Carter Defensive Rebound.,18,44
3:41,277,Daxter Miles Jr. made Layup. Assisted by Nathan Adrian.,18,46
3:18,2515,Ed Polite Jr. missed Three Point Jumper.,18,46
3:18,2515,Sterling Christy Offensive Rebound.,18,46
3:05,2515,Christian Lutete made Jumper.,20,46
2:44,277,Daxter Miles Jr. missed Layup.,20,46
2:44,2515,Randy Phillips Defensive Rebound.,20,46
2:43,277,Foul on Sagaba Konate.,20,46
2:43,277,Official TV Timeout,20,46
2:28,2515,Donald Hicks Turnover.,20,46
2:22,277,Tarik Phillip Turnover.,20,46
2:21,2515,Ed Polite Jr. Steal.,20,46
2:18,2515,Ed Polite Jr. missed Layup.,20,46
2:18,277,Lamont West Block.,20,46
2:18,2515,Radford Offensive Rebound.,20,46
2:02,277,Foul on Elijah Macon.,20,46
2:02,2515,Donald Hicks missed Free Throw.,20,46
2:02,277,Jevon Carter Defensive Rebound.,20,46
1:54,2515,Foul on Randy Phillips.,20,46
1:54,277,Esa Ahmad made Free Throw.,20,47
1:54,277,Esa Ahmad missed Free Throw.,20,47
1:54,277,Lamont West Offensive Rebound.,20,47
1:54,277,Lamont West missed Layup.,20,47
1:54,277,Esa Ahmad Offensive Rebound.,20,47
1:49,277,Jevon Carter made Three Point Jumper. Assisted by Lamont West.,20,50
1:14,2515,Donald Hicks missed Jumper.,20,50
1:14,277,Esa Ahmad Defensive Rebound.,20,50
1:03,2515,Foul on Ed Polite Jr..,20,50
1:03,277,Esa Ahmad missed Free Throw.,20,50
1:03,277,West Virginia Deadball Team Rebound.,20,50
1:03,277,Esa Ahmad made Free Throw.,20,51
1:02,2515,Randy Phillips Turnover.,20,51
0:40,277,Tarik Phillip missed Jumper.,20,51
0:40,277,Daxter Miles Jr. Offensive Rebound.,20,51
0:38,277,Daxter Miles Jr. made Dunk.,20,53
0:19,2515,Randy Phillips made Layup. Assisted by Christian Bradford.,22,53
0:02,277,Teyvon Myers missed Jumper.,22,53
0:02,2515,Randy Phillips Defensive Rebound.,22,53
0:00,277,End of 1st half,22,53
19:53,277,Esa Ahmad missed Three Point Jumper.,22,53
19:53,2515,Radford Defensive Rebound.,22,53
19:30,277,Foul on Esa Ahmad.,22,53
19:30,2515,Christian Bradford made Free Throw.,23,53
19:30,2515,Christian Bradford made Free Throw.,24,53
19:17,277,Nathan Adrian Turnover.,24,53
19:06,2515,Justin Cousin made Three Point Jumper. Assisted by Ed Polite Jr..,27,53
18:47,277,Esa Ahmad missed Layup.,27,53
18:47,277,Esa Ahmad Offensive Rebound.,27,53
18:45,277,Esa Ahmad made Layup.,27,55
18:20,277,Foul on Elijah Macon.,27,55
18:20,2515,Randy Phillips missed Free Throw.,27,55
18:20,2515,Radford Deadball Team Rebound.,27,55
18:20,2515,Randy Phillips missed Free Throw.,27,55
18:20,2515,Radford Offensive Rebound.,27,55
18:03,2515,Donald Hicks Turnover.,27,55
18:02,277,Teyvon Myers Steal.,27,55
17:56,277,Teyvon Myers missed Jumper.,27,55
17:56,277,Brandon Watkins Offensive Rebound.,27,55
17:54,2515,Foul on Ed Polite Jr..,27,55
17:54,277,Brandon Watkins made Free Throw.,27,56
17:54,2515,Ed Polite Jr. Turnover.,27,56
17:53,2515,Foul on Christian Bradford.,27,56
17:53,277,Brandon Watkins made Layup.,27,58
17:43,277,Brandon Watkins Turnover.,27,58
17:42,2515,Randy Phillips Steal.,27,58
17:33,2515,Christian Bradford missed Jumper.,27,58
17:33,277,Brandon Watkins Defensive Rebound.,27,58
17:23,277,Teyvon Myers missed Layup.,27,58
17:23,277,Maciej Bender Offensive Rebound.,27,58
17:21,277,Maciej Bender missed Layup.,27,58
17:21,277,James Long Offensive Rebound.,27,58
17:02,2515,Foul on Christian Lutete.,27,58
16:57,277,James Long missed Three Point Jumper.,27,58
16:57,2515,Christian Lutete Defensive Rebound.,27,58
16:51,2515,Christian Lutete Turnover.,27,58
16:39,277,Brandon Watkins made Dunk. Assisted by Jevon Carter.,27,60
16:24,2515,Justin Cousin Turnover.,27,60
16:13,277,Tarik Phillip missed Three Point Jumper.,27,60
16:13,277,Maciej Bender Offensive Rebound.,27,60
16:02,2515,Foul on Darius Bolstad.,27,60
16:02,277,Maciej Bender made Free Throw.,27,61
16:02,277,Maciej Bender missed Free Throw.,27,61
16:02,2515,Caleb Tanner Defensive Rebound.,27,61
15:43,2515,Darius Bolstad missed Layup.,27,61
15:43,277,Maciej Bender Defensive Rebound.,27,61
15:39,277,Tarik Phillip Turnover.,27,61
15:37,277,Official TV Timeout,27,61
15:22,277,Foul on Brandon Watkins.,27,61
15:22,2515,Darius Bolstad made Free Throw.,28,61
15:22,2515,Darius Bolstad made Free Throw.,29,61
15:07,2515,Foul on Darius Bolstad.,29,61
15:07,277,Sagaba Konate missed Free Throw.,29,61
15:07,277,West Virginia Deadball Team Rebound.,29,61
15:07,277,Sagaba Konate made Free Throw.,29,62
15:02,2515,Christian Lutete made Jumper. Assisted by Sterling Christy.,31,62
14:37,277,Maciej Bender missed Layup.,31,62
14:37,2515,Sterling Christy Defensive Rebound.,31,62
14:26,2515,Caleb Tanner missed Layup.,31,62
14:26,277,Sagaba Konate Block.,31,62
14:24,277,Tarik Phillip Defensive Rebound.,31,62
14:11,277,Tarik Phillip made Jumper.,31,64
13:45,2515,Caleb Tanner made Three Point Jumper. Assisted by Christian Bradford.,34,64
13:09,277,Nathan Adrian Turnover.,34,64
12:55,2515,Caleb Tanner made Jumper.,36,64
12:40,277,Sagaba Konate missed Jumper.,36,64
12:40,2515,Radford Defensive Rebound.,36,64
12:30,277,Foul on Elijah Macon.,36,64
12:30,2515,Ed Polite Jr. made Free Throw.,37,64
12:30,2515,Ed Polite Jr. missed Free Throw.,37,64
12:30,277,Nathan Adrian Defensive Rebound.,37,64
12:01,277,Nathan Adrian missed Jumper.,37,64
12:01,2515,Ed Polite Jr. Defensive Rebound.,37,64
12:00,277,Foul on Nathan Adrian.,37,64
11:34,2515,Caleb Tanner missed Three Point Jumper.,37,64
11:34,277,West Virginia Defensive Rebound.,37,64
11:30,277,Official TV Timeout,37,64
11:15,277,Elijah Macon missed Jumper.,37,64
11:15,2515,Randy Phillips Defensive Rebound.,37,64
11:06,2515,Caleb Tanner missed Three Point Jumper.,37,64
11:06,2515,Randy Phillips Offensive Rebound.,37,64
11:02,2515,Randy Phillips made Layup.,39,64
10:52,277,Daxter Miles Jr. missed Three Point Jumper.,39,64
10:52,277,Nathan Adrian Offensive Rebound.,39,64
10:47,2515,Foul on Ed Polite Jr..,39,64
10:46,277,James Bolden missed Jumper.,39,64
10:46,2515,Sterling Christy Defensive Rebound.,39,64
10:32,277,Foul on Esa Ahmad.,39,64
10:32,2515,Devonnte Holland made Free Throw.,40,64
10:32,2515,Devonnte Holland missed Free Throw.,40,64
10:32,277,Nathan Adrian Defensive Rebound.,40,64
10:15,277,Jevon Carter made Layup.,40,66
10:03,2515,Donald Hicks Turnover.,40,66
10:03,277,Daxter Miles Jr. made Layup. Assisted by Jevon Carter.,40,68
9:48,2515,Christian Bradford Turnover.,40,68
9:47,277,Daxter Miles Jr. Steal.,40,68
9:43,277,James Bolden missed Three Point Jumper.,40,68
9:43,277,Nathan Adrian Offensive Rebound.,40,68
9:37,2515,Foul on Devonnte Holland.,40,68
9:37,277,Nathan Adrian missed Free Throw.,40,68
9:37,2515,Sterling Christy Defensive Rebound.,40,68
9:30,2515,Christian Lutete Turnover.,40,68
9:02,277,Nathan Adrian made Jumper.,40,70
8:49,2515,Devonnte Holland missed Layup.,40,70
8:49,2515,Sterling Christy Offensive Rebound.,40,70
8:45,2515,Sterling Christy missed Layup.,40,70
8:45,277,Jevon Carter Defensive Rebound.,40,70
8:35,277,Nathan Adrian missed Layup.,40,70
8:35,277,Daxter Miles Jr. Offensive Rebound.,40,70
8:34,2515,Foul on Donald Hicks.,40,70
8:34,277,Daxter Miles Jr. missed Free Throw.,40,70
8:34,277,West Virginia Deadball Team Rebound.,40,70
8:34,277,Daxter Miles Jr. missed Free Throw.,40,70
8:34,2515,Randy Phillips Defensive Rebound.,40,70
8:20,2515,Donald Hicks made Jumper.,42,70
7:59,277,Daxter Miles Jr. Turnover.,42,70
7:30,2515,Justin Cousin missed Three Point Jumper.,42,70
7:30,277,Esa Ahmad Defensive Rebound.,42,70
7:16,277,Esa Ahmad made Three Point Jumper. Assisted by Jevon Carter.,42,73
6:54,2515,Justin Cousin made Three Point Jumper. Assisted by Ed Polite Jr..,45,73
6:29,277,Maciej Bender made Layup.,45,75
6:15,2515,Caleb Tanner Turnover.,45,75
6:14,277,Jevon Carter Steal.,45,75
6:04,2515,Foul on Randy Phillips.,45,75
6:04,277,Esa Ahmad missed Free Throw.,45,75
6:04,277,West Virginia Deadball Team Rebound.,45,75
6:04,277,Esa Ahmad missed Free Throw.,45,75
6:04,2515,Ed Polite Jr. Defensive Rebound.,45,75
6:04,277,Foul on Jevon Carter.,45,75
6:04,2515,Ed Polite Jr. missed Free Throw.,45,75
6:04,2515,Donald Hicks Offensive Rebound.,45,75
6:01,277,Foul on Maciej Bender.,45,75
6:01,2515,Donald Hicks missed Free Throw.,45,75
6:01,2515,Radford Deadball Team Rebound.,45,75
6:01,2515,Donald Hicks made Free Throw.,46,75
5:33,2515,Foul on Caleb Tanner.,46,75
5:33,277,Tarik Phillip missed Free Throw.,46,75
5:33,277,West Virginia Deadball Team Rebound.,46,75
5:33,277,Tarik Phillip made Free Throw.,46,76
5:23,277,Foul on Esa Ahmad.,46,76
5:23,2515,Darius Bolstad made Free Throw.,47,76
5:23,2515,Darius Bolstad made Free Throw.,48,76
5:06,277,Chase Harler missed Layup.,48,76
5:06,2515,Darius Bolstad Block.,48,76
5:04,2515,Darius Bolstad Defensive Rebound.,48,76
4:50,2515,Darius Bolstad missed Layup.,48,76
4:50,277,Maciej Bender Block.,48,76
4:49,2515,Ed Polite Jr. Offensive Rebound.,48,76
4:46,2515,Ed Polite Jr. made Layup.,50,76
4:25,277,Maciej Bender missed Three Point Jumper.,50,76
4:25,277,James Bolden Offensive Rebound.,50,76
4:10,277,Chase Harler made Layup. Assisted by Tarik Phillip.,50,78
3:43,2515,Darius Bolstad missed Layup.,50,78
3:43,277,James Bolden Defensive Rebound.,50,78
3:33,277,Tarik Phillip made Three Point Jumper.,50,81
3:05,277,Foul on James Bolden.,50,81
3:02,277,Official TV Timeout,50,81
3:02,2515,Donald Hicks missed Free Throw.,50,81
3:02,2515,Radford Deadball Team Rebound.,50,81
3:02,2515,Donald Hicks made Free Throw.,51,81
2:44,277,Esa Ahmad made Layup.,51,83
2:10,277,Foul on James Bolden.,51,83
2:10,2515,Christian Bradford made Free Throw.,52,83
2:10,2515,Christian Bradford made Free Throw.,53,83
2:10,2515,Christian Bradford made Free Throw.,54,83
1:43,277,James Bolden missed Jumper.,54,83
1:43,2515,Sterling Christy Defensive Rebound.,54,83
1:36,2515,Caleb Tanner missed Layup.,54,83
1:36,277,Maciej Bender Defensive Rebound.,54,83
1:07,277,Chase Harler missed Three Point Jumper.,54,83
1:07,2515,Christian Bradford Defensive Rebound.,54,83
0:57,2515,Christian Lutete missed Layup.,54,83
0:57,277,James Bolden Block.,54,83
0:57,2515,Radford Offensive Rebound.,54,83
0:43,2515,Sterling Christy made Three Point Jumper. Assisted by Christian Bradford.,57,83
0:19,2515,Foul on Christian Lutete.,57,83
0:19,277,Logan Routt missed Free Throw.,57,83
0:19,277,West Virginia Deadball Team Rebound.,57,83
0:19,277,Logan Routt made Free Throw.,57,84
0:09,2515,Devonnte Holland missed Layup.,57,84
0:09,277,Maciej Bender Block.,57,84
0:08,2515,Christian Bradford Offensive Rebound.,57,84
0:06,2515,Christian Bradford missed Three Point Jumper.,57,84
0:06,2515,Sterling Christy Offensive Rebound.,57,84
0:02,2515,Brian Rodriguez missed Three Point Jumper.,57,84
0:02,277,Logan Routt Defensive Rebound.,57,84
0:00,277,End of Game,57,84
