IUPUI,77,Northwestern,85
7:47,77,Scottie Lindsey missed Jumper.,50,72
7:47,85,Darell Combs Defensive Rebound.,50,72
7:22,85,Darell Combs missed Three Point Jumper.,50,72
7:22,77,Sanjay Lumpkin Defensive Rebound.,50,72
7:05,77,Northwestern  Timeout,50,72
6:55,77,Scottie Lindsey missed Jumper.,50,72
6:55,77,Gavin Skelly Offensive Rebound.,50,72
6:52,77,Gavin Skelly missed Jumper.,50,72
6:52,85,Aaron Brennan Block.,50,72
6:51,85,T.J. Henderson Defensive Rebound.,50,72
6:49,85,Kellon Thomas missed Three Point Jumper.,50,72
6:49,85,IUPUI Offensive Rebound.,50,72
6:49,77,Foul on Gavin Skelly.,50,72
6:44,85,T.J. Henderson made Layup. Assisted by Matt O'Leary.,52,72
6:28,77,Gavin Skelly made Layup. Assisted by Scottie Lindsey.,52,74
6:19,85,T.J. Henderson made Three Point Jumper. Assisted by Darell Combs.,55,74
5:55,77,Gavin Skelly made Three Point Jumper. Assisted by Nathan Taphorn.,55,77
5:28,85,Darell Combs missed Jumper.,55,77
5:28,77,Gavin Skelly Defensive Rebound.,55,77
5:18,77,Scottie Lindsey missed Three Point Jumper.,55,77
5:18,77,Nathan Taphorn Offensive Rebound.,55,77
5:14,77,Gavin Skelly made Layup. Assisted by Nathan Taphorn.,55,79
5:11,85,IUPUI  Timeout,55,79
4:46,85,T.J. Henderson missed Jumper.,55,79
4:46,85,IUPUI Offensive Rebound.,55,79
4:41,85,Foul on Evan Hall.,55,79
4:41,85,Evan Hall Turnover.,55,79
4:19,77,Isiah Brown missed Three Point Jumper.,55,79
4:19,85,Ron Patterson Defensive Rebound.,55,79
4:15,77,Foul on Bryant McIntosh.,55,79
4:15,85,D.J. McCall made Free Throw.,56,79
4:15,85,D.J. McCall made Free Throw.,57,79
4:04,77,Bryant McIntosh Turnover.,57,79
3:51,85,Evan Hall missed Layup.,57,79
3:51,85,D.J. McCall Offensive Rebound.,57,79
3:51,77,Official TV Timeout,57,79
3:49,77,Foul on Bryant McIntosh.,57,79
3:49,85,Josh James made Free Throw.,58,79
3:49,85,Josh James made Free Throw.,59,79
3:24,77,Scottie Lindsey made Jumper. Assisted by Gavin Skelly.,59,81
3:01,85,D.J. McCall made Three Point Jumper. Assisted by Ron Patterson.,62,81
2:39,85,Foul on Ron Patterson.,62,81
2:39,77,Scottie Lindsey made Free Throw.,62,82
2:39,77,Scottie Lindsey made Free Throw.,62,83
2:26,85,Ron Patterson missed Three Point Jumper.,62,83
2:26,85,IUPUI Offensive Rebound.,62,83
2:05,85,Ron Patterson made Three Point Jumper. Assisted by T.J. Henderson.,65,83
1:31,77,Isiah Brown missed Three Point Jumper.,65,83
1:31,77,Gavin Skelly Offensive Rebound.,65,83
1:30,77,Gavin Skelly made Layup.,65,85
1:29,77,Northwestern  Timeout,65,85
1:15,85,Giovanni Fraser missed Layup.,65,85
1:15,77,Nathan Taphorn Defensive Rebound.,65,85
0:56,77,Barret Benson missed Layup.,65,85
0:56,85,T.J. Henderson Block.,65,85
0:55,77,Barret Benson Offensive Rebound.,65,85
0:51,77,Scottie Lindsey missed Jumper.,65,85
0:51,85,D.J. McCall Defensive Rebound.,65,85
0:45,85,D.J. McCall missed Layup.,65,85
0:45,77,Nathan Taphorn Block.,65,85
0:44,85,D.J. McCall Offensive Rebound.,65,85
0:40,85,Josh James missed Layup.,65,85
0:40,85,IUPUI Offensive Rebound.,65,85
0:40,77,Foul on Scottie Lindsey.,65,85
0:40,85,D.J. McCall missed Free Throw.,65,85
0:40,77,Barret Benson Defensive Rebound.,65,85
0:12,77,Isiah Brown made Layup.,65,87
0:03,85,T.J. Henderson missed Layup.,65,87
0:03,77,Charlie Hall Defensive Rebound.,65,87
0:00,77,End of Game,65,87
