Georgia,59,Georgia Tech,61
7:29,59,Tadric Jackson missed Three Point Jumper.,19,10
7:29,61,Yante Maten Defensive Rebound.,19,10
7:10,61,Jordan Harris Turnover.,19,10
7:10,59,Christian Matthews Steal.,19,10
6:55,59,Christian Matthews made Jumper.,19,12
6:28,61,J.J. Frazier missed Jumper.,19,12
6:28,59,Georgia Tech Defensive Rebound.,19,12
6:09,59,Ben Lammers made Jumper. Assisted by Tadric Jackson.,19,14
5:33,61,Juwan Parker missed Three Point Jumper.,19,14
5:33,61,Mike Edwards Offensive Rebound.,19,14
5:10,61,Mike Edwards missed Jumper.,19,14
5:10,59,Josh Okogie Defensive Rebound.,19,14
5:03,61,Foul on Kenny Paul Geno.,19,14
5:03,59,Josh Okogie made Free Throw.,19,15
5:03,59,Josh Okogie made Free Throw.,19,16
4:44,61,Yante Maten missed Jumper.,19,16
4:44,61,Juwan Parker Offensive Rebound.,19,16
4:39,61,Juwan Parker missed Layup.,19,16
4:39,61,Derek Ogbeide Offensive Rebound.,19,16
4:34,61,Derek Ogbeide made Layup.,21,16
4:28,59,Josh Heath Turnover.,21,16
4:28,61,Yante Maten Steal.,21,16
4:17,61,Yante Maten missed Jumper.,21,16
4:17,59,Josh Okogie Defensive Rebound.,21,16
4:08,59,Josh Okogie missed Layup.,21,16
4:08,61,Pape Diatta Defensive Rebound.,21,16
3:52,59,Foul on Ben Lammers.,21,16
3:52,59,Official TV Timeout,21,16
3:45,61,Yante Maten Turnover.,21,16
3:45,59,Josh Okogie Steal.,21,16
3:26,59,Josh Okogie missed Layup.,21,16
3:26,59,Ben Lammers Offensive Rebound.,21,16
3:22,61,Foul on J.J. Frazier.,21,16
3:04,59,Quinton Stephens missed Three Point Jumper.,21,16
3:04,59,Ben Lammers Offensive Rebound.,21,16
2:53,59,Corey Heyward missed Layup.,21,16
2:53,61,Yante Maten Defensive Rebound.,21,16
2:43,61,Pape Diatta missed Three Point Jumper.,21,16
2:43,59,Corey Heyward Defensive Rebound.,21,16
2:41,61,Foul on J.J. Frazier.,21,16
2:41,59,Corey Heyward made Free Throw.,21,17
2:41,59,Corey Heyward made Free Throw.,21,18
2:15,61,Tyree Crump missed Three Point Jumper.,21,18
2:15,59,Justin Moore Defensive Rebound.,21,18
2:09,59,Josh Okogie Turnover.,21,18
2:09,61,J.J. Frazier Steal.,21,18
2:06,61,J.J. Frazier made Layup.,23,18
1:50,59,Foul on Quinton Stephens.,23,18
1:50,59,Quinton Stephens Turnover.,23,18
1:26,61,Tyree Crump missed Layup.,23,18
1:26,61,Tyree Crump Offensive Rebound.,23,18
1:22,61,Derek Ogbeide made Layup. Assisted by Tyree Crump.,25,18
1:11,59,Justin Moore missed Layup.,25,18
1:11,61,Derek Ogbeide Defensive Rebound.,25,18
0:42,61,Yante Maten missed Three Point Jumper.,25,18
0:42,59,Georgia Tech Defensive Rebound.,25,18
0:25,59,Ben Lammers missed Jumper.,25,18
0:25,61,Derek Ogbeide Defensive Rebound.,25,18
0:05,61,Tyree Crump missed Layup.,25,18
0:05,59,Ben Lammers Block.,25,18
0:05,61,Georgia Offensive Rebound.,25,18
0:05,61,Georgia  Timeout,25,18
0:02,59,Foul on Tadric Jackson.,25,18
0:02,61,Yante Maten made Free Throw.,26,18
0:02,61,Yante Maten made Free Throw.,27,18
0:00,59,End of 1st half,27,18
20:00,59,Jump Ball won by Georgia Tech,27,18
19:36,59,Quinton Stephens missed Jumper.,27,18
19:36,59,Georgia Tech Deadball Team Rebound.,27,18
19:36,61,Foul on Derek Ogbeide.,27,18
19:32,59,Quinton Stephens missed Three Point Jumper.,27,18
19:32,61,Yante Maten Defensive Rebound.,27,18
19:28,61,J.J. Frazier made Three Point Jumper. Assisted by Jordan Harris.,30,18
19:08,59,Ben Lammers made Jumper. Assisted by Quinton Stephens.,30,20
18:57,59,Foul on Corey Heyward.,30,20
18:53,61,Jordan Harris Turnover.,30,20
18:53,59,Corey Heyward Steal.,30,20
18:48,59,Josh Okogie made Layup. Assisted by Corey Heyward.,30,22
18:37,61,Derek Ogbeide missed Layup.,30,22
18:37,59,Ben Lammers Block.,30,22
18:37,59,Josh Okogie Defensive Rebound.,30,22
18:31,61,Foul on Juwan Parker.,30,22
18:23,59,Justin Moore made Jumper.,30,24
17:55,61,Juwan Parker missed Jumper.,30,24
17:55,59,Ben Lammers Defensive Rebound.,30,24
17:29,59,Josh Okogie missed Dunk.,30,24
17:29,61,Georgia Deadball Team Rebound.,30,24
17:01,61,Yante Maten missed Jumper.,30,24
17:01,61,Kenny Paul Geno Offensive Rebound.,30,24
16:58,61,Kenny Paul Geno made Dunk.,32,24
16:46,59,Quinton Stephens missed Three Point Jumper.,32,24
16:46,61,Georgia Deadball Team Rebound.,32,24
16:46,59,Foul on Ben Lammers.,32,24
16:30,61,Jordan Harris Turnover.,32,24
16:29,59,Justin Moore Turnover.,32,24
16:29,61,Kenny Paul Geno Steal.,32,24
16:19,61,Kenny Paul Geno missed Three Point Jumper.,32,24
16:19,61,Jordan Harris Offensive Rebound.,32,24
16:02,61,Kenny Paul Geno made Dunk. Assisted by Jordan Harris.,34,24
15:45,59,Justin Moore missed Layup.,34,24
15:45,61,Kenny Paul Geno Defensive Rebound.,34,24
15:38,61,Jordan Harris missed Three Point Jumper.,34,24
15:38,59,Ben Lammers Defensive Rebound.,34,24
15:22,61,Foul on Kenny Paul Geno.,34,24
15:22,59,Official TV Timeout,34,24
15:22,59,Ben Lammers made Free Throw.,34,25
15:22,59,Ben Lammers made Free Throw.,34,26
15:03,59,Foul on Josh Heath.,34,26
15:03,61,J.J. Frazier made Free Throw.,35,26
15:03,61,J.J. Frazier made Free Throw.,36,26
15:03,61,J.J. Frazier made Free Throw.,37,26
14:43,59,Ben Lammers Turnover.,37,26
14:43,61,E'Torrion Wilridge Steal.,37,26
14:36,61,J.J. Frazier Turnover.,37,26
14:30,61,Foul on Mike Edwards.,37,26
14:22,59,Josh Heath made Layup. Assisted by Ben Lammers.,37,28
14:04,61,E'Torrion Wilridge missed Three Point Jumper.,37,28
14:04,59,Josh Okogie Defensive Rebound.,37,28
13:51,59,Quinton Stephens Turnover.,37,28
13:51,61,Derek Ogbeide Steal.,37,28
13:24,61,J.J. Frazier missed Three Point Jumper.,37,28
13:24,59,Quinton Stephens Defensive Rebound.,37,28
13:12,59,Josh Heath missed Layup.,37,28
13:12,61,Mike Edwards Defensive Rebound.,37,28
12:41,61,William Jackson II missed Jumper.,37,28
12:41,59,Ben Lammers Block.,37,28
12:41,61,William Jackson II Offensive Rebound.,37,28
12:19,61,J.J. Frazier made Layup.,39,28
12:19,59,Foul on Josh Okogie.,39,28
12:19,61,J.J. Frazier made Free Throw.,40,28
11:57,59,Ben Lammers missed Jumper.,40,28
11:57,59,Quinton Stephens Offensive Rebound.,40,28
11:51,59,Official TV Timeout,40,28
11:41,59,Ben Lammers made Dunk. Assisted by Justin Moore.,40,30
11:17,61,Yante Maten missed Layup.,40,30
11:17,61,Yante Maten Offensive Rebound.,40,30
11:09,61,Yante Maten made Layup.,42,30
10:55,61,Foul on William Jackson II.,42,30
10:47,59,Ben Lammers missed Jumper.,42,30
10:47,61,Mike Edwards Defensive Rebound.,42,30
10:15,61,William Jackson II made Layup.,44,30
9:52,59,Christian Matthews made Layup. Assisted by Ben Lammers.,44,32
9:32,61,Mike Edwards missed Jumper.,44,32
9:32,59,Quinton Stephens Defensive Rebound.,44,32
9:21,59,Quinton Stephens missed Jumper.,44,32
9:21,61,Jordan Harris Defensive Rebound.,44,32
8:59,61,Juwan Parker missed Jumper.,44,32
8:59,59,Quinton Stephens Defensive Rebound.,44,32
8:42,59,Quinton Stephens missed Jumper.,44,32
8:42,61,Juwan Parker Defensive Rebound.,44,32
8:22,61,Yante Maten made Jumper.,46,32
8:10,61,Foul on Jordan Harris.,46,32
7:56,59,Christian Matthews missed Three Point Jumper.,46,32
7:56,61,Juwan Parker Defensive Rebound.,46,32
7:51,59,Official TV Timeout,46,32
7:41,59,Foul on Josh Okogie.,46,32
7:41,61,Yante Maten missed Free Throw.,46,32
7:41,61,Georgia Deadball Team Rebound.,46,32
7:41,61,Yante Maten made Free Throw.,47,32
7:25,59,Josh Okogie made Layup.,47,34
6:56,61,J.J. Frazier made Jumper.,49,34
6:35,59,Tadric Jackson made Three Point Jumper.,49,37
6:35,59,Georgia Tech  Timeout,49,37
6:20,59,Foul on Corey Heyward.,49,37
6:20,61,Derek Ogbeide made Free Throw.,50,37
6:20,61,Derek Ogbeide missed Free Throw.,50,37
6:20,59,Quinton Stephens Defensive Rebound.,50,37
5:50,59,Georgia Tech  Turnover.,50,37
5:34,61,Yante Maten made Jumper. Assisted by Jordan Harris.,52,37
5:24,59,Josh Okogie missed Layup.,52,37
5:24,61,Yante Maten Defensive Rebound.,52,37
5:03,61,J.J. Frazier missed Three Point Jumper.,52,37
5:03,59,Ben Lammers Defensive Rebound.,52,37
4:52,59,Quinton Stephens missed Jumper.,52,37
4:52,61,Juwan Parker Defensive Rebound.,52,37
4:33,61,J.J. Frazier Turnover.,52,37
4:33,59,Quinton Stephens Steal.,52,37
4:28,59,Tadric Jackson made Layup.,52,39
4:01,61,J.J. Frazier Turnover.,52,39
4:01,59,Josh Okogie Steal.,52,39
3:52,59,Josh Okogie Turnover.,52,39
3:52,61,Juwan Parker Steal.,52,39
3:31,61,J.J. Frazier missed Layup.,52,39
3:31,61,Juwan Parker Offensive Rebound.,52,39
3:27,61,Juwan Parker made Layup.,54,39
3:06,59,Ben Lammers missed Jumper.,54,39
3:06,61,Yante Maten Defensive Rebound.,54,39
2:34,59,Official TV Timeout,54,39
2:33,61,J.J. Frazier missed Three Point Jumper.,54,39
2:33,59,Josh Heath Block.,54,39
2:33,59,Georgia Tech Deadball Team Rebound.,54,39
2:16,61,Yante Maten missed Layup.,54,39
2:16,59,Corey Heyward Defensive Rebound.,54,39
2:02,59,Corey Heyward made Layup.,54,41
1:37,61,Juwan Parker made Layup. Assisted by Derek Ogbeide.,56,41
1:21,59,Abdoulaye Gueye made Layup.,56,43
1:07,61,Yante Maten made Layup.,58,43
1:07,59,Foul on Corey Heyward.,58,43
1:07,61,Georgia  Timeout,58,43
1:07,61,Yante Maten missed Free Throw.,58,43
1:07,59,Abdoulaye Gueye Defensive Rebound.,58,43
0:50,61,Foul on Jordan Harris.,58,43
0:50,59,Corey Heyward missed Free Throw.,58,43
0:50,59,Georgia Tech Deadball Team Rebound.,58,43
0:50,59,Corey Heyward missed Free Throw.,58,43
0:50,61,Jordan Harris Defensive Rebound.,58,43
0:22,59,Foul on Abdoulaye Gueye.,58,43
0:22,61,Yante Maten made Free Throw.,59,43
0:22,61,Yante Maten made Free Throw.,60,43
0:17,59,Abdoulaye Gueye missed Three Point Jumper.,60,43
0:17,61,Houston Kessler Defensive Rebound.,60,43
0:00,59,End of Game,60,43
