Florida Gulf Coast,2348,Louisiana Tech,526
13:40,2348,Jacobi Boykins missed Jumper.,13,13
13:40,2348,Jalen Harris Offensive Rebound.,13,13
13:34,526,Foul on Antravious Simmons.,13,13
13:34,2348,Jalen Harris made Free Throw.,13,14
13:34,2348,Jalen Harris made Free Throw.,13,15
13:30,2348,Foul on Joniah White.,13,15
13:30,526,Brandon Goodwin made Free Throw.,14,15
13:30,526,Brandon Goodwin made Free Throw.,15,15
13:24,2348,DaQuan Bracey made Layup.,15,17
13:15,526,Antravious Simmons Turnover.,15,17
12:58,2348,Erik McCree missed Jumper.,15,17
12:58,526,Florida Gulf Coast Defensive Rebound.,15,17
12:33,526,Rayjon Tucker Turnover.,15,17
12:13,2348,Jacobi Boykins missed Jumper.,15,17
12:13,2348,Joniah White Offensive Rebound.,15,17
12:07,2348,Oliver Powell made Dunk. Assisted by Joniah White.,15,19
11:53,526,Antravious Simmons made Jumper. Assisted by Rayjon Tucker.,17,19
11:26,2348,Jalen Harris made Jumper. Assisted by Joniah White.,17,21
11:08,526,Foul on Rayjon Tucker.,17,21
11:08,526,Rayjon Tucker Turnover.,17,21
11:08,2348,Official TV Timeout,17,21
10:55,2348,DaQuan Bracey missed Jumper.,17,21
10:55,526,Demetris Morant Defensive Rebound.,17,21
10:31,526,Reggie Reid missed Layup.,17,21
10:31,2348,Omar Sherman Block.,17,21
10:29,2348,Derric Jean Defensive Rebound.,17,21
10:26,2348,DaQuan Bracey missed Layup.,17,21
10:26,526,Demetris Morant Defensive Rebound.,17,21
10:11,526,Zach Johnson missed Three Point Jumper.,17,21
10:11,2348,Omar Sherman Defensive Rebound.,17,21
10:00,2348,Foul on Omar Sherman.,17,21
9:58,2348,Omar Sherman Turnover.,17,21
9:42,526,Zach Johnson made Three Point Jumper. Assisted by Brandon Goodwin.,20,21
9:13,2348,Joniah White missed Jumper.,20,21
9:13,526,RaySean Scott Jr. Defensive Rebound.,20,21
9:07,2348,Foul on Joniah White.,20,21
8:40,526,Demetris Morant made Dunk. Assisted by Brandon Goodwin.,22,21
8:19,2348,Derric Jean missed Layup.,22,21
8:19,526,RaySean Scott Jr. Defensive Rebound.,22,21
8:02,526,Demetris Morant Turnover.,22,21
7:45,2348,Erik McCree missed Jumper.,22,21
7:45,526,RaySean Scott Jr. Defensive Rebound.,22,21
7:40,526,Foul on Brandon Goodwin.,22,21
7:40,526,Brandon Goodwin Turnover.,22,21
7:40,2348,Official TV Timeout,22,21
7:20,2348,Erik McCree Turnover.,22,21
7:12,526,Zach Johnson made Jumper.,24,21
6:55,2348,Derric Jean missed Three Point Jumper.,24,21
6:55,2348,Jy'lan Washington Offensive Rebound.,24,21
6:48,2348,Foul on Jy'lan Washington.,24,21
6:46,2348,Jy'lan Washington Turnover.,24,21
6:17,526,Brandon Goodwin made Three Point Jumper. Assisted by Zach Johnson.,27,21
6:02,2348,Erik McCree missed Three Point Jumper.,27,21
6:02,526,Zach Johnson Defensive Rebound.,27,21
5:32,526,Brandon Goodwin missed Three Point Jumper.,27,21
5:32,2348,DaQuan Bracey Defensive Rebound.,27,21
5:24,2348,Derric Jean made Layup. Assisted by DaQuan Bracey.,27,23
4:58,526,RaySean Scott Jr. missed Jumper.,27,23
4:58,2348,Erik McCree Defensive Rebound.,27,23
4:48,2348,Derric Jean missed Three Point Jumper.,27,23
4:48,526,RaySean Scott Jr. Defensive Rebound.,27,23
4:39,526,Zach Johnson made Three Point Jumper. Assisted by Christian Terrell.,30,23
4:26,2348,Louisiana Tech  Timeout,30,23
4:22,2348,Jacobi Boykins made Three Point Jumper. Assisted by Derric Jean.,30,26
3:59,526,Reggie Reid made Three Point Jumper. Assisted by Demetris Morant.,33,26
3:34,2348,Oliver Powell made Jumper.,33,28
3:12,526,Brandon Goodwin missed Three Point Jumper.,33,28
3:12,2348,Jacobi Boykins Defensive Rebound.,33,28
2:57,2348,Jacobi Boykins missed Three Point Jumper.,33,28
2:57,526,Reggie Reid Defensive Rebound.,33,28
2:31,526,Reggie Reid missed Jumper.,33,28
2:31,2348,Jacobi Boykins Defensive Rebound.,33,28
2:18,2348,Jalen Harris missed Jumper.,33,28
2:18,526,Demetris Morant Defensive Rebound.,33,28
2:07,526,Rayjon Tucker Turnover.,33,28
1:50,2348,Jalen Harris missed Jumper.,33,28
1:50,2348,Jacobi Boykins Offensive Rebound.,33,28
1:42,2348,Louisiana Tech  Turnover.,33,28
1:04,526,Christian Terrell missed Three Point Jumper.,33,28
1:04,2348,Erik McCree Defensive Rebound.,33,28
0:53,2348,Erik McCree made Three Point Jumper. Assisted by Derric Jean.,33,31
0:40,2348,Foul on Derric Jean.,33,31
0:40,526,Zach Johnson missed Free Throw.,33,31
0:40,2348,Erik McCree Defensive Rebound.,33,31
0:29,2348,Jalen Harris made Jumper.,33,33
0:27,526,Florida Gulf Coast  Timeout,33,33
0:21,526,Brandon Goodwin missed Jumper.,33,33
0:21,2348,Joniah White Defensive Rebound.,33,33
0:00,2348,End of 1st half,33,33
19:56,2348,Erik McCree made Jumper. Assisted by Jacobi Boykins.,33,35
19:34,526,Zach Johnson made Three Point Jumper. Assisted by Brandon Goodwin.,36,35
19:21,526,Foul on Zach Johnson.,36,35
19:14,2348,Erik McCree made Layup. Assisted by DaQuan Bracey.,36,37
18:57,526,Demetris Morant made Jumper. Assisted by Zach Johnson.,38,37
18:36,2348,Derric Jean missed Jumper.,38,37
18:36,526,Christian Terrell Defensive Rebound.,38,37
18:30,526,Christian Terrell made Layup.,40,37
18:08,2348,Omar Sherman made Jumper. Assisted by Jacobi Boykins.,40,39
17:38,526,Zach Johnson missed Three Point Jumper.,40,39
17:38,526,Demetris Morant Offensive Rebound.,40,39
17:33,526,Demetris Morant missed Jumper.,40,39
17:32,526,Florida Gulf Coast Offensive Rebound.,40,39
17:20,526,Demetris Morant missed Jumper.,40,39
17:20,2348,Erik McCree Defensive Rebound.,40,39
17:01,2348,Omar Sherman made Jumper.,40,41
16:47,526,Foul on Rayjon Tucker.,40,41
16:47,526,Rayjon Tucker Turnover.,40,41
16:44,2348,DaQuan Bracey made Layup.,40,43
16:30,526,Zach Johnson missed Layup.,40,43
16:30,2348,Omar Sherman Block.,40,43
16:27,2348,Erik McCree Defensive Rebound.,40,43
16:19,526,Foul on Christian Terrell.,40,43
16:17,2348,Derric Jean made Free Throw.,40,44
16:17,2348,Derric Jean made Free Throw.,40,45
16:11,2348,Foul on Omar Sherman.,40,45
16:11,526,Brandon Goodwin made Free Throw.,41,45
16:11,526,Brandon Goodwin made Free Throw.,42,45
15:55,2348,Official TV Timeout,42,45
15:47,2348,Erik McCree made Layup. Assisted by Jalen Harris.,42,47
15:47,526,Foul on Rayjon Tucker.,42,47
15:47,2348,Erik McCree made Free Throw.,42,48
15:38,526,RaySean Scott Jr. made Three Point Jumper. Assisted by Brandon Goodwin.,45,48
15:17,2348,Erik McCree missed Three Point Jumper.,45,48
15:17,2348,Erik McCree Offensive Rebound.,45,48
15:14,2348,Erik McCree made Jumper.,45,50
14:42,526,Antravious Simmons missed Layup.,45,50
14:42,2348,Joniah White Block.,45,50
14:39,2348,DaQuan Bracey Defensive Rebound.,45,50
14:35,2348,Joniah White missed Jumper.,45,50
14:35,526,Brandon Goodwin Defensive Rebound.,45,50
14:22,526,RaySean Scott Jr. made Three Point Jumper. Assisted by Brandon Goodwin.,48,50
14:12,2348,Erik McCree missed Three Point Jumper.,48,50
14:12,526,Reggie Reid Defensive Rebound.,48,50
13:54,526,RaySean Scott Jr. Turnover.,48,50
13:52,2348,Jacobi Boykins Steal.,48,50
13:50,2348,Jalen Harris missed Three Point Jumper.,48,50
13:50,526,RaySean Scott Jr. Defensive Rebound.,48,50
13:29,526,Antravious Simmons missed Jumper.,48,50
13:29,2348,Louisiana Tech Defensive Rebound.,48,50
13:09,2348,Jalen Harris made Three Point Jumper. Assisted by Derric Jean.,48,53
12:52,526,Kevin Mickle Turnover.,48,53
12:50,2348,Jacobi Boykins Steal.,48,53
12:50,526,Foul on Zach Johnson.,48,53
12:50,526,Florida Gulf Coast  Timeout,48,53
12:50,2348,Jacobi Boykins made Free Throw.,48,54
12:50,2348,Jacobi Boykins made Free Throw.,48,55
12:37,526,Demetris Morant made Dunk. Assisted by Zach Johnson.,50,55
12:16,2348,Erik McCree made Jumper.,50,57
11:49,2348,Official TV Timeout,50,57
11:42,526,Brandon Goodwin made Three Point Jumper. Assisted by Demetris Morant.,53,57
11:30,2348,Derric Jean missed Three Point Jumper.,53,57
11:30,526,Demetris Morant Defensive Rebound.,53,57
11:22,526,Zach Johnson missed Layup.,53,57
11:22,526,Demetris Morant Offensive Rebound.,53,57
11:18,526,Demetris Morant made Two Point Tip Shot.,55,57
11:03,526,Foul on Brandon Goodwin.,55,57
11:03,2348,Joniah White made Free Throw.,55,58
11:03,2348,Joniah White made Free Throw.,55,59
10:58,526,Zach Johnson Turnover.,55,59
10:57,2348,Omar Sherman Steal.,55,59
10:54,2348,Erik McCree made Jumper.,55,61
10:44,526,Brandon Goodwin made Layup.,57,61
10:28,2348,Erik McCree made Three Point Jumper. Assisted by DaQuan Bracey.,57,64
10:18,526,Zach Johnson missed Three Point Jumper.,57,64
10:18,2348,Jalen Harris Block.,57,64
10:15,526,Zach Johnson Offensive Rebound.,57,64
10:12,526,Zach Johnson missed Jumper.,57,64
10:12,2348,Omar Sherman Block.,57,64
9:53,526,Florida Gulf Coast Offensive Rebound.,57,64
9:48,526,Demetris Morant made Dunk. Assisted by Christian Terrell.,59,64
9:32,2348,Omar Sherman made Free Throw.,59,65
9:32,2348,Omar Sherman missed Free Throw.,59,65
9:32,526,Demetris Morant Defensive Rebound.,59,65
9:31,2348,Erik McCree missed Three Point Jumper.,59,65
9:31,2348,Omar Sherman Offensive Rebound.,59,65
9:21,526,Foul on Demetris Morant.,59,65
9:12,526,Demetris Morant missed Layup.,59,65
9:12,2348,Derric Jean Block.,59,65
9:10,526,Demetris Morant Offensive Rebound.,59,65
9:07,526,Demetris Morant missed Layup.,59,65
9:07,2348,Omar Sherman Block.,59,65
9:04,2348,Omar Sherman Defensive Rebound.,59,65
8:56,2348,Omar Sherman made Layup.,59,67
8:43,526,Rayjon Tucker made Jumper. Assisted by Reggie Reid.,61,67
8:16,2348,Omar Sherman missed Layup.,61,67
8:16,526,Demetris Morant Block.,61,67
8:16,2348,Louisiana Tech Offensive Rebound.,61,67
8:11,2348,Derric Jean missed Jumper.,61,67
8:11,526,Brandon Goodwin Block.,61,67
8:08,526,Brandon Goodwin Defensive Rebound.,61,67
8:05,526,Brandon Goodwin made Layup.,63,67
8:05,2348,Foul on Joniah White.,63,67
8:05,526,Brandon Goodwin made Free Throw.,64,67
7:45,2348,Foul on Jacobi Boykins.,64,67
7:45,2348,Jacobi Boykins Turnover.,64,67
7:45,2348,Official TV Timeout,64,67
7:35,526,Brandon Goodwin made Three Point Jumper. Assisted by Reggie Reid.,67,67
7:17,2348,Jalen Harris made Three Point Jumper. Assisted by Jacobi Boykins.,67,70
6:54,526,Rayjon Tucker missed Layup.,67,70
6:54,2348,Joniah White Block.,67,70
6:52,2348,Joniah White Defensive Rebound.,67,70
6:35,526,Foul on Reggie Reid.,67,70
6:32,2348,Jalen Harris made Free Throw.,67,71
6:32,2348,Jalen Harris made Free Throw.,67,72
6:09,526,Rayjon Tucker missed Three Point Jumper.,67,72
6:09,2348,Erik McCree Defensive Rebound.,67,72
5:41,2348,Jalen Harris missed Jumper.,67,72
5:41,526,Christian Terrell Defensive Rebound.,67,72
5:35,526,Reggie Reid missed Three Point Jumper.,67,72
5:35,2348,Erik McCree Defensive Rebound.,67,72
5:12,2348,Jacobi Boykins missed Jumper.,67,72
5:12,526,Demetris Morant Defensive Rebound.,67,72
4:55,2348,Foul on Joniah White.,67,72
4:44,526,Christian Terrell missed Layup.,67,72
4:44,526,Demetris Morant Offensive Rebound.,67,72
4:41,526,Demetris Morant made Two Point Tip Shot.,69,72
4:19,2348,Jalen Harris missed Three Point Jumper.,69,72
4:19,526,Brandon Goodwin Defensive Rebound.,69,72
4:06,526,Brandon Goodwin made Layup.,71,72
4:04,2348,Foul on Omar Sherman.,71,72
4:04,526,Brandon Goodwin made Free Throw.,72,72
3:48,526,Foul on Zach Johnson.,72,72
3:48,2348,Official TV Timeout,72,72
3:48,2348,Jacobi Boykins made Free Throw.,72,73
3:48,2348,Jacobi Boykins made Free Throw.,72,74
3:17,526,Brandon Goodwin missed Jumper.,72,74
3:17,2348,Jalen Harris Defensive Rebound.,72,74
3:03,2348,Jacobi Boykins missed Layup.,72,74
3:03,526,Demetris Morant Defensive Rebound.,72,74
2:45,526,Christian Terrell made Layup.,74,74
2:27,2348,Jalen Harris missed Layup.,74,74
2:27,526,Demetris Morant Defensive Rebound.,74,74
1:39,526,Demetris Morant made Dunk.,76,74
1:14,2348,Erik McCree made Layup. Assisted by Omar Sherman.,76,76
1:14,2348,Foul on Derric Jean.,76,76
1:06,526,Rayjon Tucker missed Jumper.,76,76
1:06,2348,Louisiana Tech Defensive Rebound.,76,76
1:03,2348,Louisiana Tech  Timeout,76,76
0:53,2348,Jacobi Boykins made Layup. Assisted by Joniah White.,76,78
0:45,526,Florida Gulf Coast  Timeout,76,78
0:38,526,Zach Johnson made Free Throw.,77,78
0:38,526,Zach Johnson missed Free Throw.,77,78
0:38,526,Rayjon Tucker Offensive Rebound.,77,78
0:34,2348,Foul on Erik McCree.,77,78
0:12,526,Brandon Goodwin made Jumper.,79,78
0:02,2348,Erik McCree Turnover.,79,78
0:02,526,Zach Johnson Steal.,79,78
0:00,2348,End of Game,79,78
