Mississippi Valley State,2439,UNLV,2400
12:38,2400,Lorenzo Hunt missed Jumper.,4,12
12:38,2439,Jovan Mooring Defensive Rebound.,4,12
12:35,2400,Foul on Lorenzo Hunt.,4,12
12:18,2400,Foul on Jordan Evans.,4,12
12:18,2439,Jovan Mooring made Free Throw.,4,13
12:18,2439,Jovan Mooring made Free Throw.,4,14
12:18,2439,Jovan Mooring made Free Throw.,4,15
11:58,2400,Nate Nahimy made Jumper.,6,15
11:32,2439,Amauri Hardy missed Jumper.,6,15
11:32,2400,Arinze Anakwenze Block.,6,15
11:29,2439,Amauri Hardy Offensive Rebound.,6,15
11:15,2439,Amauri Hardy Turnover.,6,15
11:14,2400,Jordan Evans Steal.,6,15
11:12,2400,Jordan Evans made Jumper.,8,15
11:03,2439,Amauri Hardy missed Three Point Jumper.,8,15
11:02,2439,Cheikh Mbacke Diong Offensive Rebound.,8,15
11:02,2400,Foul on Arinze Anakwenze.,8,15
11:02,2439,Official TV Timeout,8,15
10:51,2439,Jordan Johnson made Jumper.,8,17
10:29,2400,Jeffery Lewis missed Jumper.,8,17
10:29,2439,UNLV Defensive Rebound.,8,17
10:22,2439,Kris Clyburn made Three Point Jumper. Assisted by Jordan Johnson.,8,20
10:07,2400,Jordan Evans missed Jumper.,8,20
10:07,2439,Brandon McCoy Block.,8,20
10:05,2400,Emmanuel Ejeh Offensive Rebound.,8,20
10:04,2400,Emmanuel Ejeh made Layup.,10,20
10:04,2439,Foul on Brandon McCoy.,10,20
10:04,2400,Emmanuel Ejeh made Free Throw.,11,20
9:46,2439,Jordan Johnson missed Three Point Jumper.,11,20
9:46,2439,Shakur Juiston Offensive Rebound.,11,20
9:43,2439,Shakur Juiston made Layup.,11,22
9:25,2400,Dante Scott made Three Point Jumper.,14,22
9:11,2439,Brandon McCoy made Layup. Assisted by Shakur Juiston.,14,24
8:43,2400,Jordan Evans missed Three Point Jumper.,14,24
8:43,2439,UNLV Defensive Rebound.,14,24
8:20,2439,Jordan Johnson made Three Point Jumper.,14,27
8:05,2400,Jordan Evans missed Jumper.,14,27
8:05,2400,Jordan Evans Offensive Rebound.,14,27
7:44,2400,Dante Scott missed Layup.,14,27
7:44,2439,Shakur Juiston Defensive Rebound.,14,27
7:34,2439,Kris Clyburn made Three Point Jumper. Assisted by Jordan Johnson.,14,30
7:30,2400,Mississippi Valley State  Timeout,14,30
7:21,2400,Dante Scott Turnover.,14,30
7:07,2439,Brandon McCoy made Layup. Assisted by Shakur Juiston.,14,32
7:00,2400,Foul on Emmanuel Ejeh.,14,32
6:58,2439,Brandon McCoy made Free Throw.,14,33
6:37,2400,Jordan Evans Turnover.,14,33
6:36,2439,Shakur Juiston Steal.,14,33
6:32,2439,Brandon McCoy missed Dunk.,14,33
6:32,2439,Shakur Juiston Offensive Rebound.,14,33
6:27,2439,Shakur Juiston Turnover.,14,33
6:26,2400,Jordan Evans Steal.,14,33
6:23,2400,Jordan Evans made Jumper.,16,33
6:06,2439,Jordan Johnson made Three Point Jumper.,16,36
5:38,2400,Emmanuel Ejeh missed Jumper.,16,36
5:38,2439,Brandon McCoy Defensive Rebound.,16,36
5:23,2439,Shakur Juiston made Layup.,16,38
5:07,2400,Davere Creighton missed Three Point Jumper.,16,38
5:07,2439,Jordan Johnson Defensive Rebound.,16,38
4:59,2439,Shakur Juiston missed Layup.,16,38
4:59,2400,Nate Nahimy Defensive Rebound.,16,38
4:45,2400,Nate Nahimy missed Three Point Jumper.,16,38
4:45,2400,Emmanuel Ejeh Offensive Rebound.,16,38
4:40,2400,Emmanuel Ejeh missed Jumper.,16,38
4:40,2400,Davere Creighton Offensive Rebound.,16,38
4:38,2400,Davere Creighton missed Jumper.,16,38
4:38,2439,Shakur Juiston Defensive Rebound.,16,38
4:36,2400,Technical Foul on Davere Creighton.,16,38
4:36,2400,Foul on Davere Creighton.,16,38
4:36,2439,Jovan Mooring missed Free Throw.,16,38
4:36,2439,UNLV Deadball Team Rebound.,16,38
4:36,2439,Jovan Mooring missed Free Throw.,16,38
4:36,2439,UNLV Deadball Team Rebound.,16,38
4:27,2439,Jovan Mooring Turnover.,16,38
4:26,2439,Foul on Jovan Mooring.,16,38
4:08,2400,Kaleb Allison missed Layup.,16,38
4:08,2400,Dante Scott Offensive Rebound.,16,38
4:06,2400,Dante Scott made Two Point Tip Shot.,18,38
3:40,2439,Cheickna Dembele made Jumper.,18,40
3:19,2400,Dante Scott made Three Point Jumper. Assisted by Emmanuel Ejeh.,21,40
2:57,2439,Tervell Beck made Jumper. Assisted by Jordan Johnson.,21,42
2:39,2400,Kaleb Allison Turnover.,21,42
2:39,2400,Foul on Kaleb Allison.,21,42
2:39,2439,Official TV Timeout,21,42
2:16,2439,Kris Clyburn made Layup.,21,44
2:13,2400,Foul on Kaleb Allison.,21,44
2:13,2439,Kris Clyburn missed Free Throw.,21,44
2:13,2400,Mississippi Valley State Defensive Rebound.,21,44
2:13,2439,Foul on Cheickna Dembele.,21,44
1:54,2400,LaCurtis Allen Turnover.,21,44
1:53,2439,Kris Clyburn Steal.,21,44
1:52,2439,Kris Clyburn made Dunk.,21,46
1:34,2400,Dante Scott missed Three Point Jumper.,21,46
1:34,2439,Cheickna Dembele Defensive Rebound.,21,46
1:23,2400,Foul on Dante Scott.,21,46
1:23,2439,Tervell Beck made Free Throw.,21,47
1:23,2439,Tervell Beck made Free Throw.,21,48
1:06,2400,Jordan Evans missed Three Point Jumper.,21,48
1:06,2439,UNLV Defensive Rebound.,21,48
0:55,2439,Brandon McCoy made Jumper.,21,50
0:39,2400,Kaleb Allison Turnover.,21,50
0:33,2400,Foul on Emmanuel Ejeh.,21,50
0:33,2439,Amauri Hardy made Free Throw.,21,51
0:33,2439,Amauri Hardy made Free Throw.,21,52
0:06,2400,Nate Nahimy missed Jumper.,21,52
0:06,2439,Brandon McCoy Defensive Rebound.,21,52
0:00,2439,End of 1st half,21,52
19:40,2400,Jordan Evans missed Jumper.,21,52
19:40,2400,Emmanuel Ejeh Offensive Rebound.,21,52
19:38,2400,Emmanuel Ejeh made Layup.,23,52
19:23,2400,Foul on Jordan Evans.,23,52
19:09,2439,Jordan Johnson missed Three Point Jumper.,23,52
19:09,2439,Brandon McCoy Offensive Rebound.,23,52
18:57,2439,Brandon McCoy Turnover.,23,52
18:56,2400,Emmanuel Ejeh Steal.,23,52
18:42,2400,Emmanuel Ejeh made Jumper.,25,52
18:28,2439,Brandon McCoy missed Jumper.,25,52
18:28,2400,Dante Scott Defensive Rebound.,25,52
18:15,2400,Arinze Anakwenze missed Jumper.,25,52
18:15,2400,Emmanuel Ejeh Offensive Rebound.,25,52
18:04,2400,Dante Scott made Layup.,27,52
17:57,2400,Foul on Jordan Evans.,27,52
17:56,2400,Foul on Arinze Anakwenze.,27,52
17:50,2439,Jovan Mooring missed Jumper.,27,52
17:50,2400,Jeffery Lewis Defensive Rebound.,27,52
17:42,2400,Arinze Anakwenze made Layup.,29,52
17:31,2439,Shakur Juiston missed Layup.,29,52
17:31,2400,Emmanuel Ejeh Defensive Rebound.,29,52
17:23,2400,Jeffery Lewis made Three Point Jumper. Assisted by Jordan Evans.,32,52
17:13,2439,UNLV  Timeout,32,52
17:02,2439,Jovan Mooring made Jumper.,32,54
16:39,2400,Dante Scott made Jumper.,34,54
16:20,2439,Shakur Juiston made Layup. Assisted by Cheickna Dembele.,34,56
15:49,2400,Jeffery Lewis missed Three Point Jumper.,34,56
15:49,2439,Shakur Juiston Defensive Rebound.,34,56
15:41,2439,Amauri Hardy made Three Point Jumper. Assisted by Cheickna Dembele.,34,59
15:33,2400,Mississippi Valley State  Timeout,34,59
15:23,2400,Lorenzo Hunt Turnover.,34,59
15:11,2439,Shakur Juiston made Layup.,34,61
14:40,2400,Lorenzo Hunt missed Jumper.,34,61
14:40,2439,Cheickna Dembele Block.,34,61
14:39,2439,Shakur Juiston Defensive Rebound.,34,61
14:32,2439,Cheickna Dembele made Dunk. Assisted by Shakur Juiston.,34,63
14:16,2400,Gemaal Davis missed Layup.,34,63
14:16,2439,Cheickna Dembele Block.,34,63
14:14,2439,Jordan Johnson Defensive Rebound.,34,63
14:07,2439,Shakur Juiston made Dunk. Assisted by Cheickna Dembele.,34,65
13:46,2400,Dante Scott missed Jumper.,34,65
13:46,2400,Lorenzo Hunt Offensive Rebound.,34,65
13:41,2400,Lorenzo Hunt Turnover.,34,65
13:41,2439,Cheickna Dembele Steal.,34,65
13:30,2400,Foul on Dante Scott.,34,65
13:30,2439,Jordan Johnson made Free Throw.,34,66
13:30,2439,Jordan Johnson missed Free Throw.,34,66
13:30,2400,Emmanuel Ejeh Defensive Rebound.,34,66
12:58,2400,Mississippi Valley State  Turnover.,34,66
12:43,2439,Amauri Hardy made Jumper.,34,68
12:27,2400,Davere Creighton missed Three Point Jumper.,34,68
12:27,2439,Kris Clyburn Defensive Rebound.,34,68
12:08,2439,Cheickna Dembele made Jumper.,34,70
11:35,2400,Dante Scott made Layup.,36,70
11:20,2439,Cheikh Mbacke Diong missed Layup.,36,70
11:20,2439,UNLV Offensive Rebound.,36,70
11:19,2439,Official TV Timeout,36,70
11:12,2439,Brandon McCoy missed Jumper.,36,70
11:12,2400,Dante Scott Defensive Rebound.,36,70
10:55,2439,Foul on Cheikh Mbacke Diong.,36,70
10:55,2400,Gemaal Davis made Free Throw.,37,70
10:55,2400,Gemaal Davis made Free Throw.,38,70
10:46,2439,Cheikh Mbacke Diong Turnover.,38,70
10:45,2400,Nate Nahimy Steal.,38,70
10:42,2400,Nate Nahimy missed Layup.,38,70
10:42,2439,Cheikh Mbacke Diong Block.,38,70
10:41,2400,Mississippi Valley State Offensive Rebound.,38,70
10:31,2400,Dante Scott made Three Point Jumper.,41,70
10:18,2439,Brandon McCoy made Layup. Assisted by Amauri Hardy.,41,72
10:00,2400,Nate Nahimy made Jumper.,43,72
9:45,2439,Amauri Hardy made Three Point Jumper. Assisted by Tervell Beck.,43,75
9:21,2400,Dante Scott made Jumper.,45,75
9:06,2439,Cheikh Mbacke Diong Turnover.,45,75
9:04,2400,Gemaal Davis Steal.,45,75
9:02,2400,Gemaal Davis made Layup.,47,75
8:35,2439,Brandon McCoy missed Jumper.,47,75
8:35,2439,UNLV Offensive Rebound.,47,75
8:32,2400,Foul on Emmanuel Ejeh.,47,75
8:32,2400,Technical Foul on Emmanuel Ejeh.,47,75
8:32,2439,Kris Clyburn missed Free Throw.,47,75
8:32,2439,UNLV Deadball Team Rebound.,47,75
8:32,2439,Kris Clyburn made Free Throw.,47,76
8:20,2400,Foul on Emmanuel Ejeh.,47,76
8:12,2439,Kris Clyburn missed Layup.,47,76
8:12,2400,Davere Creighton Defensive Rebound.,47,76
7:54,2400,Nate Nahimy missed Jumper.,47,76
7:54,2439,Jordan Johnson Defensive Rebound.,47,76
7:46,2439,Brandon McCoy made Dunk. Assisted by Jordan Johnson.,47,78
7:27,2400,Dante Scott missed Layup.,47,78
7:27,2439,Brandon McCoy Defensive Rebound.,47,78
7:20,2439,Jovan Mooring made Layup. Assisted by Shakur Juiston.,47,80
7:20,2400,Foul on Davere Creighton.,47,80
7:20,2439,Official TV Timeout,47,80
7:20,2439,Jovan Mooring missed Free Throw.,47,80
7:20,2400,Dante Scott Defensive Rebound.,47,80
7:07,2400,Henry Taylor Turnover.,47,80
7:06,2439,Jovan Mooring Steal.,47,80
7:04,2439,Kris Clyburn missed Dunk.,47,80
7:04,2400,Mississippi Valley State Defensive Rebound.,47,80
6:49,2400,Jeffery Lewis Turnover.,47,80
6:48,2439,Brandon McCoy Steal.,47,80
6:47,2439,Brandon McCoy Turnover.,47,80
6:42,2400,Dante Scott missed Layup.,47,80
6:42,2400,Mississippi Valley State Offensive Rebound.,47,80
6:30,2439,Foul on Brandon McCoy.,47,80
6:30,2439,Brandon McCoy Defensive Rebound.,48,80
6:30,2400,Henry Taylor made Free Throw.,48,80
6:30,2400,Henry Taylor missed Free Throw.,48,80
6:23,2400,Foul on Henry Taylor.,48,80
6:23,2439,Jordan Johnson made Free Throw.,48,81
6:23,2439,Jordan Johnson made Free Throw.,48,82
6:09,2400,Jeffery Lewis missed Three Point Jumper.,48,82
6:09,2439,Shakur Juiston Defensive Rebound.,48,82
5:37,2400,Foul on Arinze Anakwenze.,48,82
5:35,2439,Jordan Johnson missed Free Throw.,48,82
5:35,2439,UNLV Deadball Team Rebound.,48,82
5:35,2439,Jordan Johnson made Free Throw.,48,83
5:22,2400,Dante Scott missed Layup.,48,83
5:22,2439,Cheickna Dembele Block.,48,83
5:21,2400,Jeffery Lewis Offensive Rebound.,48,83
5:19,2400,Jeffery Lewis made Layup.,50,83
5:02,2439,Jay Green Turnover.,50,83
5:01,2400,Arinze Anakwenze Steal.,50,83
4:57,2400,Jordan Evans missed Three Point Jumper.,50,83
4:57,2439,Cheikh Mbacke Diong Defensive Rebound.,50,83
4:47,2400,Foul on Arinze Anakwenze.,50,83
4:47,2439,Cheickna Dembele missed Free Throw.,50,83
4:47,2439,UNLV Deadball Team Rebound.,50,83
4:47,2439,Cheickna Dembele missed Free Throw.,50,83
4:47,2400,Jeffery Lewis Defensive Rebound.,50,83
4:39,2400,Henry Taylor made Three Point Jumper.,53,83
4:15,2439,Cheikh Mbacke Diong made Dunk. Assisted by Jay Green.,53,85
4:02,2439,Foul on Cheickna Dembele.,53,85
4:02,2400,Kaleb Allison missed Free Throw.,53,85
4:02,2400,Mississippi Valley State Deadball Team Rebound.,53,85
4:02,2400,Kaleb Allison missed Free Throw.,53,85
4:02,2439,Cheikh Mbacke Diong Defensive Rebound.,53,85
3:46,2439,Amauri Hardy missed Three Point Jumper.,53,85
3:46,2439,Tervell Beck Offensive Rebound.,53,85
3:41,2439,Tervell Beck Turnover.,53,85
3:41,2439,Official TV Timeout,53,85
3:29,2400,Henry Taylor missed Three Point Jumper.,53,85
3:29,2439,Amauri Hardy Defensive Rebound.,53,85
3:21,2400,Foul on Jeffery Lewis.,53,85
3:21,2439,Cheikh Mbacke Diong made Free Throw.,53,86
3:21,2439,Cheikh Mbacke Diong made Free Throw.,53,87
3:13,2400,Dante Scott made Layup.,55,87
2:54,2400,Foul on Henry Taylor.,55,87
2:54,2439,Tervell Beck made Free Throw.,55,88
2:54,2439,Tervell Beck made Free Throw.,55,89
2:35,2439,Foul on Tervell Beck.,55,89
2:35,2400,Jordan Evans missed Free Throw.,55,89
2:35,2400,Mississippi Valley State Deadball Team Rebound.,55,89
2:35,2400,Jordan Evans made Free Throw.,56,89
2:22,2400,Foul on Dante Scott.,56,89
2:22,2439,Tervell Beck made Free Throw.,56,90
2:22,2439,Tervell Beck made Free Throw.,56,91
2:19,2400,Dante Scott Turnover.,56,91
2:18,2439,Cheikh Mbacke Diong Steal.,56,91
2:15,2439,Cheikh Mbacke Diong missed Layup.,56,91
2:15,2439,Amauri Hardy Offensive Rebound.,56,91
2:06,2439,Amauri Hardy made Jumper.,56,93
1:57,2400,Dante Scott made Layup.,58,93
1:49,2439,UNLV  Timeout,58,93
1:42,2439,Jay Green missed Layup.,58,93
1:42,2400,Kaleb Allison Defensive Rebound.,58,93
1:25,2400,Henry Taylor missed Jumper.,58,93
1:25,2439,Amauri Hardy Defensive Rebound.,58,93
1:17,2439,Tervell Beck missed Layup.,58,93
1:17,2400,Jeffery Lewis Defensive Rebound.,58,93
1:04,2400,Nate Nahimy Turnover.,58,93
1:03,2439,Cheikh Mbacke Diong Steal.,58,93
1:01,2439,Cheikh Mbacke Diong made Dunk.,58,95
0:52,2400,Gemaal Davis made Layup.,60,95
0:38,2439,Jay Green missed Three Point Jumper.,60,95
0:38,2400,Gemaal Davis Defensive Rebound.,60,95
0:10,2400,Jeffery Lewis made Three Point Jumper.,63,95
0:00,2439,End of Game,63,95
