Valparaiso,27,UC Riverside,2674
0:06,2674,Max Joseph missed Free Throw.,18,37
0:06,2674,Valparaiso Deadball Team Rebound.,18,37
0:06,2674,Max Joseph made Free Throw.,19,37
0:01,27,Dikymbe Martin Turnover.,19,37
0:00,2674,Markus Golder Steal.,19,37
0:00,27,End of 1st half,19,37
19:46,2674,Max Joseph missed Three Point Jumper.,19,37
19:46,2674,John Kiser Offensive Rebound.,19,37
19:41,2674,John Kiser missed Jumper.,19,37
19:41,27,Dikymbe Martin Defensive Rebound.,19,37
19:18,27,Menno Dijkstra Turnover.,19,37
19:18,2674,Bakari Evelyn Steal.,19,37
19:11,2674,Bakari Evelyn made Layup.,21,37
18:52,2674,Foul on Jaume Sorolla.,21,37
18:52,27,Alex Larsson made Free Throw.,21,38
18:52,27,Alex Larsson made Free Throw.,21,39
18:35,2674,John Kiser missed Layup.,21,39
18:35,2674,Valparaiso Offensive Rebound.,21,39
18:26,2674,Jaume Sorolla Turnover.,21,39
18:25,27,Dikymbe Martin Steal.,21,39
18:12,27,Chance Murray missed Three Point Jumper.,21,39
18:12,2674,John Kiser Defensive Rebound.,21,39
18:02,2674,Markus Golder missed Three Point Jumper.,21,39
18:02,27,UC Riverside Defensive Rebound.,21,39
17:34,27,Dikymbe Martin made Three Point Jumper. Assisted by Chance Murray.,21,42
16:57,2674,Micah Bradford missed Three Point Jumper.,21,42
16:57,2674,Max Joseph Offensive Rebound.,21,42
16:42,2674,Micah Bradford missed Three Point Jumper.,21,42
16:42,27,Alex Larsson Defensive Rebound.,21,42
16:14,27,Alex Larsson missed Jumper.,21,42
16:14,2674,Foul on Micah Bradford.,21,42
16:14,27,UC Riverside Deadball Team Rebound.,21,42
16:04,27,Alex Larsson missed Jumper.,21,42
16:04,27,Brandon Rosser Offensive Rebound.,21,42
16:03,2674,Foul on John Kiser.,21,42
15:59,27,Chance Murray missed Jumper.,21,42
15:59,2674,John Kiser Defensive Rebound.,21,42
15:50,2674,Foul on Bakari Evelyn.,21,42
15:50,2674,Bakari Evelyn Turnover.,21,42
15:50,27,UC Riverside  Timeout,21,42
15:39,27,Idy Diallo missed Layup.,21,42
15:39,2674,Micah Bradford Defensive Rebound.,21,42
15:34,27,Foul on Dikymbe Martin.,21,42
15:27,2674,Bakari Evelyn Turnover.,21,42
15:26,27,Dikymbe Martin Steal.,21,42
15:08,27,Menno Dijkstra Turnover.,21,42
14:37,2674,Bakari Evelyn made Three Point Jumper. Assisted by Max Joseph.,24,42
14:19,27,Chance Murray missed Jumper.,24,42
14:19,2674,Max Joseph Defensive Rebound.,24,42
14:09,2674,Bakari Evelyn missed Three Point Jumper.,24,42
14:09,27,Menno Dijkstra Defensive Rebound.,24,42
14:00,27,Dikymbe Martin missed Jumper.,24,42
14:00,27,DJ Sylvester Offensive Rebound.,24,42
13:35,27,Chance Murray made Layup.,24,44
13:20,2674,Micah Bradford Turnover.,24,44
13:19,27,Dikymbe Martin Steal.,24,44
13:17,27,Dikymbe Martin made Layup.,24,46
13:17,2674,Valparaiso  Timeout,24,46
13:00,2674,Bakari Evelyn missed Three Point Jumper.,24,46
13:00,2674,Derrik Smits Offensive Rebound.,24,46
12:49,2674,Bakari Evelyn missed Jumper.,24,46
12:49,27,Idy Diallo Defensive Rebound.,24,46
12:44,27,Idy Diallo Turnover.,24,46
12:34,2674,Markus Golder missed Three Point Jumper.,24,46
12:34,2674,Derrik Smits Offensive Rebound.,24,46
12:30,27,Foul on Idy Diallo.,24,46
12:30,2674,Mileek McMillan missed Free Throw.,24,46
12:30,2674,Valparaiso Deadball Team Rebound.,24,46
12:30,2674,Mileek McMillan made Free Throw.,25,46
12:19,2674,Foul on Markus Golder.,25,46
12:00,27,DJ Sylvester missed Three Point Jumper.,25,46
12:00,2674,Max Joseph Defensive Rebound.,25,46
11:50,2674,Max Joseph Turnover.,25,46
11:49,27,Menno Dijkstra Steal.,25,46
11:38,27,DJ Sylvester missed Jumper.,25,46
11:38,2674,Derrik Smits Defensive Rebound.,25,46
11:19,2674,Mileek McMillan made Three Point Jumper. Assisted by Bakari Evelyn.,28,46
10:52,27,Idy Diallo Turnover.,28,46
10:52,2674,Bakari Evelyn Steal.,28,46
10:45,2674,Bakari Evelyn made Jumper.,30,46
10:41,27,UC Riverside  Timeout,30,46
10:27,27,Chance Murray made Jumper.,30,48
10:26,2674,Foul on Derrik Smits.,30,48
10:26,27,Chance Murray made Free Throw.,30,49
10:17,2674,Markus Golder Turnover.,30,49
9:45,27,DJ Sylvester missed Jumper.,30,49
9:45,2674,Markus Golder Defensive Rebound.,30,49
9:39,27,Foul on Alex Larsson.,30,49
9:39,2674,Markus Golder made Free Throw.,31,49
9:39,2674,Markus Golder made Free Throw.,32,49
9:16,27,Alex Larsson made Jumper. Assisted by Brandon Rosser.,32,51
9:08,2674,Max Joseph Turnover.,32,51
9:07,27,Dikymbe Martin Steal.,32,51
9:06,2674,Foul on Max Joseph.,32,51
9:05,27,DJ Sylvester made Layup. Assisted by Dikymbe Martin.,32,53
9:05,27,DJ Sylvester made Free Throw.,32,54
8:47,2674,Micah Bradford missed Three Point Jumper.,32,54
8:47,2674,Markus Golder Offensive Rebound.,32,54
8:42,27,Foul on Brandon Rosser.,32,54
8:37,27,Foul on Dikymbe Martin.,32,54
8:25,2674,Bakari Evelyn missed Jumper.,32,54
8:25,27,DJ Sylvester Defensive Rebound.,32,54
8:13,2674,Foul on Marten Linssen.,32,54
8:13,27,Alex Larsson missed Free Throw.,32,54
8:13,27,UC Riverside Deadball Team Rebound.,32,54
8:13,27,Alex Larsson made Free Throw.,32,55
7:59,2674,Micah Bradford missed Three Point Jumper.,32,55
7:59,27,James Jackson Defensive Rebound.,32,55
7:40,27,Dikymbe Martin Turnover.,32,55
7:38,2674,Bakari Evelyn Steal.,32,55
7:36,2674,Bakari Evelyn made Layup. Assisted by Max Joseph.,34,55
7:06,27,Alex Larsson Turnover.,34,55
7:04,2674,Max Joseph Steal.,34,55
7:03,27,Foul on DJ Sylvester.,34,55
7:03,2674,Valparaiso  Timeout,34,55
7:00,2674,Derrik Smits missed Jumper.,34,55
7:00,2674,Marten Linssen Offensive Rebound.,34,55
6:56,2674,Marten Linssen made Layup.,36,55
6:35,27,Chance Murray Turnover.,36,55
6:34,2674,Marten Linssen Steal.,36,55
6:17,2674,Max Joseph made Jumper.,38,55
5:52,27,Dikymbe Martin Turnover.,38,55
5:51,2674,Max Joseph Steal.,38,55
5:42,2674,Bakari Evelyn made Layup.,40,55
5:41,27,UC Riverside  Timeout,40,55
5:21,2674,Foul on Micah Bradford.,40,55
5:21,27,Dikymbe Martin made Free Throw.,40,56
5:21,27,Dikymbe Martin made Free Throw.,40,57
5:12,2674,Foul on Marten Linssen.,40,57
5:12,2674,Marten Linssen Turnover.,40,57
4:51,2674,Foul on Marten Linssen.,40,57
4:51,27,Menno Dijkstra made Free Throw.,40,58
4:51,27,Menno Dijkstra made Free Throw.,40,59
4:34,27,Foul on Menno Dijkstra.,40,59
4:34,2674,Jaume Sorolla made Free Throw.,41,59
4:34,2674,Jaume Sorolla made Free Throw.,42,59
4:15,2674,Foul on Micah Bradford.,42,59
4:15,27,Chance Murray made Free Throw.,42,60
4:15,27,Chance Murray made Free Throw.,42,61
3:59,2674,Derrik Smits made Jumper. Assisted by Max Joseph.,44,61
3:42,27,DJ Sylvester missed Three Point Jumper.,44,61
3:42,27,Idy Diallo Offensive Rebound.,44,61
3:25,27,Dikymbe Martin missed Jumper.,44,61
3:25,2674,Derrik Smits Defensive Rebound.,44,61
3:11,2674,Derrik Smits made Layup. Assisted by Jaume Sorolla.,46,61
3:11,27,Foul on Idy Diallo.,46,61
3:11,2674,Valparaiso  Timeout,46,61
3:11,2674,Derrik Smits made Free Throw.,47,61
2:44,27,DJ Sylvester Turnover.,47,61
2:43,2674,Markus Golder Steal.,47,61
2:33,2674,Derrik Smits missed Jumper.,47,61
2:33,2674,Bakari Evelyn Offensive Rebound.,47,61
2:30,2674,Bakari Evelyn made Layup.,49,61
2:04,27,Dikymbe Martin missed Three Point Jumper.,49,61
2:04,27,Chance Murray Offensive Rebound.,49,61
1:49,2674,Foul on Derrik Smits.,49,61
1:49,27,Dikymbe Martin made Free Throw.,49,62
1:49,27,Dikymbe Martin made Free Throw.,49,63
1:45,2674,Derrik Smits Turnover.,49,63
1:39,2674,Foul on Markus Golder.,49,63
1:39,27,Chance Murray made Free Throw.,49,64
1:39,27,Chance Murray missed Free Throw.,49,64
1:39,2674,Derrik Smits Defensive Rebound.,49,64
1:29,2674,Bakari Evelyn missed Three Point Jumper.,49,64
1:29,2674,Jaume Sorolla Offensive Rebound.,49,64
1:27,2674,Jaume Sorolla missed Two Point Tip Shot.,49,64
1:27,27,Idy Diallo Defensive Rebound.,49,64
1:23,2674,Foul on Derrik Smits.,49,64
1:23,27,Idy Diallo made Free Throw.,49,65
1:23,27,Idy Diallo made Free Throw.,49,66
1:08,2674,Bakari Evelyn missed Three Point Jumper.,49,66
1:08,2674,Markus Golder Offensive Rebound.,49,66
1:03,2674,Markus Golder made Layup.,51,66
0:59,2674,Foul on Markus Golder.,51,66
0:59,27,DJ Sylvester missed Free Throw.,51,66
0:59,27,UC Riverside Deadball Team Rebound.,51,66
0:59,27,DJ Sylvester missed Free Throw.,51,66
0:59,2674,Bakari Evelyn Defensive Rebound.,51,66
0:53,2674,Max Joseph made Three Point Jumper. Assisted by Bakari Evelyn.,54,66
0:50,2674,Foul on Markus Golder.,54,66
0:50,27,Dikymbe Martin made Free Throw.,54,67
0:50,27,Dikymbe Martin made Free Throw.,54,68
0:43,27,Foul on DJ Sylvester.,54,68
0:43,2674,Max Joseph made Free Throw.,55,68
0:43,2674,Max Joseph made Free Throw.,56,68
0:42,2674,Foul on Bakari Evelyn.,56,68
0:42,27,Dikymbe Martin missed Free Throw.,56,68
0:42,27,UC Riverside Deadball Team Rebound.,56,68
0:42,27,Dikymbe Martin made Free Throw.,56,69
0:34,2674,Jaume Sorolla made Jumper. Assisted by Derrik Smits.,58,69
0:33,2674,Foul on Max Joseph.,58,69
0:33,27,Dikymbe Martin made Free Throw.,58,70
0:33,27,Dikymbe Martin made Free Throw.,58,71
0:29,2674,Bakari Evelyn missed Three Point Jumper.,58,71
0:29,27,Dikymbe Martin Defensive Rebound.,58,71
0:20,2674,Foul on Jaume Sorolla.,58,71
0:20,27,Dikymbe Martin made Free Throw.,58,72
0:20,27,Dikymbe Martin made Free Throw.,58,73
0:13,2674,Max Joseph missed Three Point Jumper.,58,73
0:10,2674,Valparaiso Offensive Rebound.,58,73
0:07,2674,Jaume Sorolla made Layup. Assisted by Derrik Smits.,60,73
0:00,27,End of Game,60,73
