Northwestern State,254,Utah,2466
11:27,2466,Larry Owens Block.,44,59
11:26,2466,Brandon Hutton Defensive Rebound.,44,59
11:20,2466,Iziahiah Sweeney missed Jumper.,44,59
11:20,2466,Darian Dixon Offensive Rebound.,44,59
11:18,2466,Darian Dixon made Two Point Tip Shot.,46,59
11:05,254,Justin Bibbins Turnover.,46,59
11:04,2466,Larry Owens Steal.,46,59
10:48,2466,Foul on Brandon Hutton.,46,59
10:48,2466,Brandon Hutton Turnover.,46,59
10:35,254,Tyler Rawson missed Jumper.,46,59
10:35,2466,Northwestern State Defensive Rebound.,46,59
10:33,254,Foul on Marc Reininger.,46,59
10:21,254,Foul on Christian Popoola.,46,59
10:21,2466,Larry Owens missed Jumper.,46,59
10:21,254,Christian Popoola Defensive Rebound.,46,59
10:11,2466,Foul on Iziahiah Sweeney.,46,59
10:11,254,Christian Popoola missed Free Throw.,46,59
10:11,254,Utah Deadball Team Rebound.,46,59
10:11,254,Christian Popoola made Free Throw.,46,60
9:58,2466,Larry Owens missed Layup.,46,60
9:58,254,Utah Defensive Rebound.,46,60
9:57,2466,Foul on Darian Dixon.,46,60
9:34,254,Sedrick Barefield missed Layup.,46,60
9:34,254,Jayce Johnson Offensive Rebound.,46,60
9:28,254,Justin Bibbins made Three Point Jumper. Assisted by Jayce Johnson.,46,63
9:01,2466,Ishmael Lane made Three Point Jumper. Assisted by Jalan West.,49,63
8:53,254,Sedrick Barefield missed Three Point Jumper.,49,63
8:53,254,Jayce Johnson Offensive Rebound.,49,63
8:48,2466,Foul on Ishmael Lane.,49,63
8:48,254,Jayce Johnson made Free Throw.,49,64
8:48,254,Jayce Johnson missed Free Throw.,49,64
8:48,2466,Malik Metoyer Defensive Rebound.,49,64
8:42,254,Foul on Tyler Rawson.,49,64
8:42,2466,Iziahiah Sweeney made Free Throw.,50,64
8:42,2466,Iziahiah Sweeney made Free Throw.,51,64
8:24,254,Christian Popoola Turnover.,51,64
8:08,2466,Malik Metoyer missed Jumper.,51,64
8:08,254,Christian Popoola Defensive Rebound.,51,64
7:53,254,Justin Bibbins missed Three Point Jumper.,51,64
7:53,254,Jakub Jokl Offensive Rebound.,51,64
7:33,254,Justin Bibbins made Three Point Jumper. Assisted by Parker Van Dyke.,51,67
7:17,2466,Jalan West missed Jumper.,51,67
7:17,254,Christian Popoola Defensive Rebound.,51,67
7:05,254,Justin Bibbins made Three Point Jumper. Assisted by Parker Van Dyke.,51,70
6:43,2466,Iziahiah Sweeney made Three Point Jumper.,54,70
6:41,2466,Northwestern State  Timeout,54,70
6:41,254,Official TV Timeout,54,70
6:22,254,Tyler Rawson Turnover.,54,70
6:22,254,Official TV Timeout,54,70
6:13,2466,Vontay Ott made Layup.,56,70
5:51,254,Jake Connor missed Three Point Jumper.,56,70
5:51,2466,C.J. Jones Defensive Rebound.,56,70
5:44,2466,Iziahiah Sweeney missed Three Point Jumper.,56,70
5:44,2466,Northwestern State Offensive Rebound.,56,70
5:36,2466,Iziahiah Sweeney missed Three Point Jumper.,56,70
5:36,254,Jayce Johnson Defensive Rebound.,56,70
5:27,254,Justin Bibbins made Jumper.,56,72
5:06,2466,Vontay Ott missed Three Point Jumper.,56,72
5:06,254,Justin Bibbins Defensive Rebound.,56,72
5:05,2466,Foul on Vontay Ott.,56,72
5:05,254,Justin Bibbins made Free Throw.,56,73
5:05,254,Justin Bibbins made Free Throw.,56,74
4:55,2466,Malik Metoyer made Jumper.,58,74
4:38,254,Jake Connor missed Three Point Jumper.,58,74
4:38,2466,Brandon Hutton Defensive Rebound.,58,74
4:14,2466,Brandon Hutton missed Jumper.,58,74
4:14,254,Justin Bibbins Defensive Rebound.,58,74
3:58,254,Tyler Rawson missed Three Point Jumper.,58,74
3:58,254,Tyler Rawson Offensive Rebound.,58,74
3:54,2466,Foul on Larry Owens.,58,74
3:54,254,Official TV Timeout,58,74
3:54,254,Tyler Rawson missed Free Throw.,58,74
3:54,254,Utah Deadball Team Rebound.,58,74
3:54,254,Tyler Rawson made Free Throw.,58,75
3:44,2466,Vontay Ott missed Layup.,58,75
3:44,254,Tyler Rawson Block.,58,75
3:43,254,Jake Connor Defensive Rebound.,58,75
3:38,2466,Foul on Brandon Hutton.,58,75
3:38,254,Jayce Johnson made Free Throw.,58,76
3:38,254,Jayce Johnson made Free Throw.,58,77
3:13,2466,Foul on Ishmael Lane.,58,77
3:13,2466,Ishmael Lane Turnover.,58,77
3:00,254,Christian Popoola Turnover.,58,77
3:00,2466,Iziahiah Sweeney Steal.,58,77
2:58,2466,Iziahiah Sweeney made Layup.,60,77
2:40,254,Jakub Jokl made Layup. Assisted by Kolbe Caldwell.,60,79
2:22,2466,Larry Owens missed Jumper.,60,79
2:22,254,Jakub Jokl Defensive Rebound.,60,79
2:12,254,Kolbe Caldwell missed Three Point Jumper.,60,79
2:12,2466,Jalan West Defensive Rebound.,60,79
2:01,2466,Malik Metoyer made Layup.,62,79
2:01,2466,Northwestern State  Timeout,62,79
1:40,2466,Foul on Malik Metoyer.,62,79
1:40,254,Jake Connor made Free Throw.,62,80
1:40,254,Jake Connor missed Free Throw.,62,80
1:40,254,Utah Deadball Team Rebound.,62,80
1:40,254,Jake Connor made Free Throw.,62,81
1:20,2466,C.J. Jones missed Layup.,62,81
1:20,2466,Cameron Lazare Offensive Rebound.,62,81
1:10,2466,Jacob Guest missed Three Point Jumper.,62,81
1:10,254,Utah Defensive Rebound.,62,81
0:47,254,Jake Connor made Three Point Jumper. Assisted by Beau Rydalch.,62,84
0:34,2466,Jacob Guest Turnover.,62,84
0:27,254,Kolbe Caldwell missed Layup.,62,84
0:27,2466,Larry Owens Defensive Rebound.,62,84
0:21,2466,C.J. Jones missed Layup.,62,84
0:21,254,Kolbe Caldwell Defensive Rebound.,62,84
0:00,254,End of Game,62,84
