Youngstown State,328,Utah State,2754
15:31,328,DeAngelo Isby Offensive Rebound.,10,4
15:26,328,DeAngelo Isby made Two Point Tip Shot.,10,6
15:13,2754,Garrett Covington made Layup. Assisted by Naz Bohannon.,12,6
14:45,2754,Foul on Noe Anabir.,12,6
14:45,328,Official TV Timeout,12,6
14:45,328,Quinn Taylor made Free Throw.,12,7
14:45,328,Quinn Taylor missed Free Throw.,12,7
14:45,2754,Naz Bohannon Defensive Rebound.,12,7
14:19,2754,Jaylen Benton made Three Point Jumper. Assisted by Jeremiah Ferguson.,15,7
13:59,328,Diogo Brito Turnover.,15,7
13:58,2754,Jeremiah Ferguson Steal.,15,7
13:55,2754,Jeremiah Ferguson missed Layup.,15,7
13:55,2754,Youngstown State Offensive Rebound.,15,7
13:53,2754,Noe Anabir missed Layup.,15,7
13:53,328,Quinn Taylor Block.,15,7
13:51,2754,Naz Bohannon Offensive Rebound.,15,7
13:47,2754,Jaylen Benton missed Three Point Jumper.,15,7
13:47,328,Sam Merrill Defensive Rebound.,15,7
13:34,328,DeAngelo Isby made Jumper.,15,9
13:17,2754,Cameron Morse missed Jumper.,15,9
13:17,328,Quinn Taylor Defensive Rebound.,15,9
13:06,328,Sam Merrill made Layup.,15,11
12:45,2754,Cameron Morse Turnover.,15,11
12:43,328,Diogo Brito Steal.,15,11
12:34,328,Sam Merrill missed Three Point Jumper.,15,11
12:34,328,Diogo Brito Offensive Rebound.,15,11
12:31,328,Diogo Brito made Two Point Tip Shot.,15,13
12:12,2754,Jaylen Benton Turnover.,15,13
11:57,328,Dwayne Brown Jr. made Layup. Assisted by Koby McEwen.,15,15
11:55,328,Official TV Timeout,15,15
11:29,2754,Jeremiah Ferguson missed Layup.,15,15
11:29,328,Quinn Taylor Defensive Rebound.,15,15
11:19,328,Koby McEwen missed Three Point Jumper.,15,15
11:19,328,DeAngelo Isby Offensive Rebound.,15,15
11:02,328,Crew Ainge missed Three Point Jumper.,15,15
11:02,2754,Michael Akuchie Defensive Rebound.,15,15
10:39,2754,Braun Hartfield made Three Point Jumper. Assisted by Jaylen Benton.,18,15
10:11,328,Quinn Taylor made Layup. Assisted by Sam Merrill.,18,17
10:11,2754,Foul on Michael Akuchie.,18,17
10:11,328,Quinn Taylor missed Free Throw.,18,17
10:11,2754,Naz Bohannon Defensive Rebound.,18,17
9:47,2754,Braun Hartfield made Jumper.,20,17
9:21,328,DeAngelo Isby made Layup.,20,19
9:02,2754,Cameron Morse missed Jumper.,20,19
9:02,328,Julion Pearre Defensive Rebound.,20,19
8:51,328,DeAngelo Isby made Three Point Jumper.,20,22
8:32,2754,Cameron Morse made Three Point Jumper. Assisted by Jaylen Benton.,23,22
8:09,328,Julion Pearre missed Three Point Jumper.,23,22
8:09,2754,Cameron Morse Defensive Rebound.,23,22
7:53,2754,Braun Hartfield missed Three Point Jumper.,23,22
7:53,328,DeAngelo Isby Defensive Rebound.,23,22
7:41,328,DeAngelo Isby made Jumper.,23,24
7:41,2754,Foul on Cameron Morse.,23,24
7:41,328,Official TV Timeout,23,24
7:41,328,DeAngelo Isby missed Free Throw.,23,24
7:41,2754,Braun Hartfield Defensive Rebound.,23,24
7:21,2754,Garrett Covington missed Three Point Jumper.,23,24
7:21,328,Dwayne Brown Jr. Defensive Rebound.,23,24
7:21,2754,Foul on Noe Anabir.,23,24
7:21,328,Dwayne Brown Jr. made Free Throw.,23,25
7:21,328,Dwayne Brown Jr. made Free Throw.,23,26
6:59,328,Foul on DeAngelo Isby.,23,26
6:59,2754,Noe Anabir missed Free Throw.,23,26
6:59,2754,Youngstown State Deadball Team Rebound.,23,26
6:59,2754,Noe Anabir made Free Throw.,24,26
6:36,328,DeAngelo Isby missed Three Point Jumper.,24,26
6:36,2754,Braun Hartfield Defensive Rebound.,24,26
6:01,2754,Youngstown State  Turnover.,24,26
5:41,328,Sam Merrill made Layup.,24,28
5:29,328,Foul on Dwayne Brown Jr..,24,28
5:29,2754,Braun Hartfield missed Free Throw.,24,28
5:29,2754,Youngstown State Deadball Team Rebound.,24,28
5:29,2754,Braun Hartfield made Free Throw.,25,28
5:12,328,Dwayne Brown Jr. missed Jumper.,25,28
5:12,2754,Noe Anabir Defensive Rebound.,25,28
4:56,2754,Cameron Morse Turnover.,25,28
4:39,328,Diogo Brito made Three Point Jumper. Assisted by Quinn Taylor.,25,31
4:28,2754,Youngstown State  Timeout,25,31
4:28,328,Official TV Timeout,25,31
3:59,2754,Naz Bohannon made Jumper. Assisted by Braun Hartfield.,27,31
3:47,328,Koby McEwen Turnover.,27,31
3:47,328,Foul on Koby McEwen.,27,31
3:35,2754,Braun Hartfield Turnover.,27,31
3:23,328,Quinn Taylor made Layup.,27,33
2:57,328,Foul on Quinn Taylor.,27,33
2:57,2754,Braun Hartfield missed Free Throw.,27,33
2:57,2754,Youngstown State Deadball Team Rebound.,27,33
2:57,2754,Braun Hartfield made Free Throw.,28,33
2:50,328,Sam Merrill Turnover.,28,33
2:49,2754,Garrett Covington Steal.,28,33
2:48,2754,Garrett Covington Turnover.,28,33
2:47,328,Sam Merrill Steal.,28,33
2:44,328,DeAngelo Isby made Three Point Jumper. Assisted by Diogo Brito.,28,36
2:22,2754,Braun Hartfield Turnover.,28,36
2:21,328,Sam Merrill Steal.,28,36
2:17,328,Sam Merrill made Layup.,28,38
1:54,2754,Cameron Morse made Three Point Jumper.,31,38
1:39,2754,Foul on Braun Hartfield.,31,38
1:39,328,Sam Merrill made Free Throw.,31,39
1:39,328,Sam Merrill missed Free Throw.,31,39
1:39,2754,Naz Bohannon Defensive Rebound.,31,39
1:18,2754,Naz Bohannon Turnover.,31,39
1:00,328,Dwayne Brown Jr. Turnover.,31,39
0:59,2754,Naz Bohannon Steal.,31,39
0:40,2754,Cameron Morse missed Three Point Jumper.,31,39
0:40,328,Quinn Taylor Defensive Rebound.,31,39
0:38,2754,Foul on Noe Anabir.,31,39
0:38,328,Quinn Taylor missed Free Throw.,31,39
0:38,328,Utah State Deadball Team Rebound.,31,39
0:38,328,Quinn Taylor made Free Throw.,31,40
0:28,2754,Cameron Morse missed Three Point Jumper.,31,40
0:28,2754,Naz Bohannon Offensive Rebound.,31,40
0:26,328,Foul on Sam Merrill.,31,40
0:26,2754,Naz Bohannon made Free Throw.,32,40
0:26,2754,Naz Bohannon missed Free Throw.,32,40
0:26,328,Dwayne Brown Jr. Defensive Rebound.,32,40
0:25,2754,Foul on Michael Akuchie.,32,40
0:25,328,Dwayne Brown Jr. made Free Throw.,32,41
0:25,328,Dwayne Brown Jr. missed Free Throw.,32,41
0:25,2754,Naz Bohannon Defensive Rebound.,32,41
0:03,2754,Garrett Covington made Layup. Assisted by Cameron Morse.,34,41
0:00,328,End of 1st half,34,41
19:47,328,Dwayne Brown Jr. missed Three Point Jumper.,34,41
19:47,2754,Devin Haygood Defensive Rebound.,34,41
19:27,328,Foul on Dwayne Brown Jr..,34,41
19:21,2754,Cameron Morse made Three Point Jumper. Assisted by Garrett Covington.,37,41
19:12,328,Sam Merrill made Layup. Assisted by Diogo Brito.,37,43
19:12,2754,Foul on Tyree Robinson.,37,43
19:12,328,Sam Merrill made Free Throw.,37,44
18:38,2754,Cameron Morse missed Three Point Jumper.,37,44
18:38,2754,Naz Bohannon Offensive Rebound.,37,44
18:36,2754,Naz Bohannon missed Layup.,37,44
18:36,328,Dwayne Brown Jr. Defensive Rebound.,37,44
18:31,328,Koby McEwen Turnover.,37,44
18:15,2754,Cameron Morse made Layup.,39,44
17:55,328,Dwayne Brown Jr. made Jumper.,39,46
17:28,2754,Garrett Covington missed Layup.,39,46
17:28,328,Koby McEwen Defensive Rebound.,39,46
17:22,328,Koby McEwen Turnover.,39,46
17:07,2754,Devin Haygood made Dunk. Assisted by Cameron Morse.,41,46
16:54,328,Dwayne Brown Jr. made Layup.,41,48
16:46,2754,Cameron Morse missed Layup.,41,48
16:46,328,Quinn Taylor Block.,41,48
16:46,2754,Youngstown State Offensive Rebound.,41,48
16:24,328,Foul on Quinn Taylor.,41,48
16:24,2754,Garrett Covington made Free Throw.,42,48
16:24,2754,Garrett Covington made Free Throw.,43,48
16:16,328,Quinn Taylor made Layup. Assisted by Sam Merrill.,43,50
16:16,2754,Foul on Jaylen Benton.,43,50
16:16,328,Quinn Taylor made Free Throw.,43,51
15:59,2754,Cameron Morse missed Three Point Jumper.,43,51
15:59,328,Quinn Taylor Defensive Rebound.,43,51
15:48,328,Sam Merrill missed Three Point Jumper.,43,51
15:48,2754,Cameron Morse Defensive Rebound.,43,51
15:25,2754,Jaylen Benton made Three Point Jumper.,46,51
15:02,2754,Foul on Noe Anabir.,46,51
15:02,328,Official TV Timeout,46,51
14:55,328,Koby McEwen made Three Point Jumper. Assisted by Julion Pearre.,46,54
14:27,328,Foul on Daron Henson.,46,54
14:27,2754,Devin Haygood made Free Throw.,47,54
14:27,2754,Devin Haygood made Free Throw.,48,54
14:16,2754,Foul on Garrett Covington.,48,54
14:10,328,Koby McEwen made Layup.,48,56
14:10,2754,Foul on Garrett Covington.,48,56
14:10,328,Koby McEwen missed Free Throw.,48,56
14:10,2754,Naz Bohannon Defensive Rebound.,48,56
13:52,2754,Devin Haygood made Layup. Assisted by Cameron Morse.,50,56
13:36,328,Julion Pearre missed Three Point Jumper.,50,56
13:36,2754,Cameron Morse Defensive Rebound.,50,56
13:28,2754,Devin Haygood made Layup. Assisted by Cameron Morse.,52,56
13:02,328,Koby McEwen missed Three Point Jumper.,52,56
13:02,328,Utah State Offensive Rebound.,52,56
12:30,328,Dwayne Brown Jr. made Layup.,52,58
12:08,2754,Cameron Morse missed Three Point Jumper.,52,58
12:08,328,Koby McEwen Defensive Rebound.,52,58
11:57,2754,Foul on Jeremiah Ferguson.,52,58
11:57,328,Official TV Timeout,52,58
11:48,2754,Foul on Braun Hartfield.,52,58
11:48,328,Koby McEwen made Free Throw.,52,59
11:48,328,Koby McEwen made Free Throw.,52,60
11:37,2754,Braun Hartfield made Layup. Assisted by Cameron Morse.,54,60
11:16,328,DeAngelo Isby missed Three Point Jumper.,54,60
11:16,2754,Tyree Robinson Defensive Rebound.,54,60
11:08,2754,Cameron Morse missed Jumper.,54,60
11:08,2754,Youngstown State Offensive Rebound.,54,60
11:08,328,Foul on Dwayne Brown Jr..,54,60
10:59,2754,Devin Haygood missed Jumper.,54,60
10:59,2754,Garrett Covington Offensive Rebound.,54,60
10:55,2754,Garrett Covington made Layup.,56,60
10:34,2754,Foul on Devin Haygood.,56,60
10:34,328,DeAngelo Isby made Free Throw.,56,61
10:34,328,DeAngelo Isby missed Free Throw.,56,61
10:34,2754,Devin Haygood Defensive Rebound.,56,61
10:20,2754,Devin Haygood Turnover.,56,61
10:20,2754,Foul on Devin Haygood.,56,61
9:55,328,Sam Merrill Turnover.,56,61
9:54,2754,Garrett Covington Steal.,56,61
9:52,2754,Garrett Covington made Layup.,58,61
9:38,328,Koby McEwen Turnover.,58,61
9:38,2754,Tyree Robinson Steal.,58,61
9:38,2754,Youngstown State  Timeout,58,61
9:25,2754,Braun Hartfield missed Jumper.,58,61
9:25,2754,Naz Bohannon Offensive Rebound.,58,61
9:24,328,Foul on Quinn Taylor.,58,61
9:24,2754,Naz Bohannon made Free Throw.,59,61
9:24,2754,Naz Bohannon made Free Throw.,60,61
9:07,328,DeAngelo Isby made Layup.,60,63
8:48,2754,Braun Hartfield made Jumper. Assisted by Garrett Covington.,62,63
8:23,328,DeAngelo Isby missed Three Point Jumper.,62,63
8:23,328,Dwayne Brown Jr. Offensive Rebound.,62,63
8:22,2754,Foul on Garrett Covington.,62,63
8:22,328,Dwayne Brown Jr. made Free Throw.,62,64
8:22,328,Dwayne Brown Jr. made Free Throw.,62,65
8:08,2754,Garrett Covington missed Three Point Jumper.,62,65
8:08,328,Koby McEwen Defensive Rebound.,62,65
8:00,328,Koby McEwen missed Jumper.,62,65
8:00,2754,Youngstown State Defensive Rebound.,62,65
7:59,328,Official TV Timeout,62,65
7:42,2754,Braun Hartfield missed Jumper.,62,65
7:42,328,Quinn Taylor Block.,62,65
7:41,2754,Braun Hartfield Offensive Rebound.,62,65
7:31,2754,Jaylen Benton missed Three Point Jumper.,62,65
7:31,328,Quinn Taylor Defensive Rebound.,62,65
7:15,328,DeAngelo Isby made Three Point Jumper. Assisted by Dwayne Brown Jr..,62,68
6:51,328,Foul on Koby McEwen.,62,68
6:47,2754,Cameron Morse missed Three Point Jumper.,62,68
6:47,328,Utah State Defensive Rebound.,62,68
6:35,328,Quinn Taylor made Layup. Assisted by Sam Merrill.,62,70
6:17,2754,Tyree Robinson made Jumper. Assisted by Braun Hartfield.,64,70
6:17,2754,Youngstown State  Timeout,64,70
6:07,328,Dwayne Brown Jr. made Three Point Jumper. Assisted by DeAngelo Isby.,64,73
5:46,2754,Braun Hartfield missed Three Point Jumper.,64,73
5:46,328,Dwayne Brown Jr. Defensive Rebound.,64,73
5:35,328,Quinn Taylor made Layup. Assisted by Sam Merrill.,64,75
5:19,328,Foul on Dwayne Brown Jr..,64,75
5:19,2754,Devin Haygood missed Free Throw.,64,75
5:19,2754,Youngstown State Offensive Rebound.,64,75
5:13,2754,Cameron Morse missed Three Point Jumper.,64,75
5:13,328,Diogo Brito Defensive Rebound.,64,75
5:01,328,Diogo Brito missed Layup.,64,75
5:01,2754,Devin Haygood Defensive Rebound.,64,75
4:53,328,Foul on DeAngelo Isby.,64,75
4:53,2754,Cameron Morse made Free Throw.,65,75
4:53,2754,Cameron Morse made Free Throw.,66,75
4:45,2754,Foul on Naz Bohannon.,66,75
4:45,328,DeAngelo Isby made Free Throw.,66,76
4:45,328,DeAngelo Isby made Free Throw.,66,77
4:31,328,Foul on DeAngelo Isby.,66,77
4:31,2754,Braun Hartfield missed Free Throw.,66,77
4:31,2754,Youngstown State Deadball Team Rebound.,66,77
4:31,2754,Braun Hartfield made Free Throw.,67,77
4:17,328,Diogo Brito missed Three Point Jumper.,67,77
4:17,2754,Jaylen Benton Defensive Rebound.,67,77
4:08,2754,Devin Haygood Turnover.,67,77
4:08,2754,Foul on Devin Haygood.,67,77
4:06,328,Diogo Brito made Layup. Assisted by Sam Merrill.,67,79
3:46,2754,Cameron Morse made Layup.,69,79
3:38,2754,Foul on Garrett Covington.,69,79
3:38,328,Official TV Timeout,69,79
3:38,328,Crew Ainge missed Free Throw.,69,79
3:38,328,Utah State Deadball Team Rebound.,69,79
3:38,328,Crew Ainge made Free Throw.,69,80
3:27,328,Foul on Koby McEwen.,69,80
3:27,2754,Tyree Robinson made Free Throw.,70,80
3:27,2754,Tyree Robinson made Free Throw.,71,80
3:27,328,Dwayne Brown Jr. Turnover.,71,80
3:22,2754,Cameron Morse missed Jumper.,71,80
3:22,2754,Tyree Robinson Offensive Rebound.,71,80
3:20,328,Foul on DeAngelo Isby.,71,80
3:20,2754,Tyree Robinson missed Free Throw.,71,80
3:20,2754,Youngstown State Deadball Team Rebound.,71,80
3:20,2754,Tyree Robinson made Free Throw.,72,80
3:15,328,Sam Merrill made Layup.,72,82
3:15,2754,Foul on Jaylen Benton.,72,82
3:15,328,Sam Merrill made Free Throw.,72,83
3:02,2754,Cameron Morse missed Jumper.,72,83
3:02,328,Quinn Taylor Defensive Rebound.,72,83
2:54,328,Diogo Brito Turnover.,72,83
2:54,2754,Braun Hartfield Steal.,72,83
2:47,2754,Jaylen Benton made Layup. Assisted by Braun Hartfield.,74,83
2:45,2754,Foul on Jaylen Benton.,74,83
2:45,328,Sam Merrill made Free Throw.,74,84
2:45,328,Sam Merrill made Free Throw.,74,85
2:29,2754,Jaylen Benton Turnover.,74,85
2:28,328,Diogo Brito Steal.,74,85
2:26,328,Diogo Brito made Dunk.,74,87
2:03,2754,Tyree Robinson missed Jumper.,74,87
2:03,328,Quinn Taylor Block.,74,87
2:02,2754,Youngstown State Offensive Rebound.,74,87
1:58,2754,Cameron Morse missed Three Point Jumper.,74,87
1:58,328,Quinn Taylor Defensive Rebound.,74,87
1:50,328,DeAngelo Isby missed Layup.,74,87
1:50,2754,Tyree Robinson Defensive Rebound.,74,87
1:43,2754,Cameron Morse missed Layup.,74,87
1:43,328,Sam Merrill Defensive Rebound.,74,87
1:35,328,DeAngelo Isby made Dunk. Assisted by Sam Merrill.,74,89
1:03,2754,Tyree Robinson missed Layup.,74,89
1:03,328,Sam Merrill Defensive Rebound.,74,89
0:36,2754,Foul on Jeremiah Ferguson.,74,89
0:36,328,DeAngelo Isby made Free Throw.,74,90
0:36,328,DeAngelo Isby made Free Throw.,74,91
0:19,2754,Naz Bohannon missed Layup.,74,91
0:19,328,Quinn Taylor Defensive Rebound.,74,91
0:00,328,End of Game,74,91
