Blue Mountain College,Error,Tenn-Martin,2630
9:43,-1,Viktor Lorenzen missed Jumper.,23,22
9:43,2630,Mike Fofana Block.,23,22
9:42,2630,UT Martin Defensive Rebound.,23,22
9:27,2630,Darius Thompson missed Three Point Jumper.,23,22
9:27,-1,Lukas Durasas Defensive Rebound.,23,22
9:19,2630,Foul on Darius Thompson.,23,22
9:19,-1,Jaylon Bardley Turnover.,23,22
9:18,2630,Fatodd Lewis Steal.,23,22
9:14,2630,Parrish Hewitt missed Layup.,23,22
9:14,-1,Jaylon Bardley Defensive Rebound.,23,22
9:07,-1,Viktor Lorenzen missed Three Point Jumper.,23,22
9:07,2630,Dominique Williams Defensive Rebound.,23,22
8:53,2630,Dominique Williams missed Three Point Jumper.,23,22
8:53,-1,Viktor Lorenzen Defensive Rebound.,23,22
8:47,-1,Viktor Lorenzen Turnover.,23,22
8:30,2630,Fatodd Lewis made Three Point Jumper. Assisted by Matthew Butler.,23,25
8:18,-1,Jaylon Bardley Turnover.,23,25
8:17,2630,Jailen Gill Steal.,23,25
8:04,2630,Matthew Butler missed Three Point Jumper.,23,25
8:04,-1,Dominic Hudson Defensive Rebound.,23,25
7:47,-1,Lukas Durasas missed Three Point Jumper.,23,25
7:47,2630,Jailen Gill Block.,23,25
7:47,2630,Jailen Gill Defensive Rebound.,23,25
7:46,2630,Official TV Timeout,23,25
7:31,2630,Fatodd Lewis made Jumper.,23,27
7:19,-1,Lukas Durasas Turnover.,23,27
7:04,2630,Parrish Hewitt missed Layup.,23,27
7:04,-1,Jaquez Johnson Defensive Rebound.,23,27
6:49,-1,Quan Cothron made Layup. Assisted by Jaylon Bardley.,25,27
6:28,2630,Mike Fofana Turnover.,25,27
6:27,-1,Quan Cothron Steal.,25,27
6:21,-1,Foul on Jaylon Bardley.,25,27
6:21,-1,Jaylon Bardley Turnover.,25,27
6:09,2630,Jailen Gill missed Jumper.,25,27
6:09,-1,Quan Cothron Defensive Rebound.,25,27
6:07,2630,Foul on Jailen Gill.,25,27
5:58,-1,Dominic Hudson missed Layup.,25,27
5:58,2630,Mike Fofana Block.,25,27
5:57,2630,DelFincko Bogan Defensive Rebound.,25,27
5:47,-1,Foul on Jaquez Johnson.,25,27
5:47,2630,Matthew Butler made Free Throw.,25,28
5:47,2630,Matthew Butler made Free Throw.,25,29
5:40,2630,Foul on Matthew Butler.,25,29
5:21,-1,Harrison Fancher made Three Point Jumper. Assisted by Justin McClellon.,28,29
5:04,2630,Fatodd Lewis made Dunk. Assisted by DelFincko Bogan.,28,31
4:30,-1,Jaquez Johnson missed Jumper.,28,31
4:30,2630,Mike Fofana Defensive Rebound.,28,31
4:25,2630,Matthew Butler made Layup. Assisted by Mike Fofana.,28,33
4:13,-1,Jaylon Bardley Turnover.,28,33
4:12,2630,Mike Fofana Steal.,28,33
4:05,2630,Fatodd Lewis made Three Point Jumper. Assisted by DelFincko Bogan.,28,36
4:03,-1,Blue Mountain  Timeout,28,36
4:03,2630,Official TV Timeout,28,36
4:00,-1,Quan Cothron Turnover.,28,36
3:59,2630,Fatodd Lewis Steal.,28,36
3:56,2630,Mike Fofana made Dunk. Assisted by Fatodd Lewis.,28,38
3:39,-1,Harrison Fancher made Three Point Jumper. Assisted by Quan Cothron.,31,38
3:31,-1,Foul on Kyler Mahar.,31,38
3:23,2630,Terrence Parker made Layup. Assisted by Fatodd Lewis.,31,40
3:11,2630,Foul on DelFincko Bogan.,31,40
3:11,-1,Jaylon Bardley missed Free Throw.,31,40
3:11,-1,Blue Mountain Deadball Team Rebound.,31,40
3:11,-1,Jaylon Bardley missed Free Throw.,31,40
3:11,2630,Fatodd Lewis Defensive Rebound.,31,40
2:59,2630,Matthew Butler made Layup.,31,42
2:50,-1,Jaylon Bardley Turnover.,31,42
2:50,2630,DelFincko Bogan Steal.,31,42
2:36,2630,Matthew Butler made Jumper.,31,44
2:23,-1,Quan Cothron Turnover.,31,44
2:22,2630,Terrence Parker Steal.,31,44
2:15,2630,Terrence Parker made Layup. Assisted by Fatodd Lewis.,31,46
1:59,-1,Foul on Jaylon Bardley.,31,46
1:59,-1,Jaylon Bardley Turnover.,31,46
1:55,2630,Parrish Hewitt made Layup. Assisted by Mike Fofana.,31,48
1:34,2630,Foul on Parrish Hewitt.,31,48
1:34,-1,Justin McClellon made Free Throw.,32,48
1:34,-1,Justin McClellon made Free Throw.,33,48
1:12,2630,DelFincko Bogan missed Three Point Jumper.,33,48
1:12,-1,Dominic Hudson Defensive Rebound.,33,48
0:46,-1,Harrison Fancher made Three Point Jumper. Assisted by Dominic Hudson.,36,48
0:19,-1,Foul on Kyler Mahar.,36,48
0:19,2630,Terrence Parker missed Free Throw.,36,48
0:19,2630,UT Martin Deadball Team Rebound.,36,48
0:19,2630,Terrence Parker made Free Throw.,36,49
0:09,-1,Harrison Fancher made Three Point Jumper. Assisted by Dominic Hudson.,39,49
0:00,2630,End of 1st half,39,49
19:49,2630,Matthew Butler missed Three Point Jumper.,39,49
19:49,-1,LaByron Harris Defensive Rebound.,39,49
19:30,-1,Harrison Fancher made Three Point Jumper. Assisted by Justin McClellon.,42,49
19:15,2630,Darius Thompson made Jumper.,42,51
18:54,-1,Harrison Fancher missed Three Point Jumper.,42,51
18:54,2630,Mike Fofana Defensive Rebound.,42,51
18:46,2630,Darius Thompson made Layup.,42,53
18:38,-1,Jaylon Bardley missed Jumper.,42,53
18:38,2630,Mike Fofana Defensive Rebound.,42,53
18:30,-1,Foul on Jaylon Bardley.,42,53
18:30,2630,Darius Thompson made Free Throw.,42,54
18:30,2630,Darius Thompson missed Free Throw.,42,54
18:30,-1,LaByron Harris Defensive Rebound.,42,54
18:22,-1,Quan Cothron made Layup. Assisted by Harrison Fancher.,44,54
18:16,2630,Fatodd Lewis Turnover.,44,54
18:15,-1,Justin McClellon Steal.,44,54
18:13,-1,Quan Cothron Turnover.,44,54
18:12,2630,Darius Thompson Steal.,44,54
18:09,2630,Darius Thompson Turnover.,44,54
17:47,-1,Jaylon Bardley Turnover.,44,54
17:31,2630,Terrence Parker made Jumper. Assisted by Matthew Butler.,44,56
17:17,-1,Quan Cothron made Three Point Jumper. Assisted by Justin McClellon.,47,56
17:02,2630,Darius Thompson Turnover.,47,56
16:54,-1,Jaylon Bardley Turnover.,47,56
16:53,2630,Darius Thompson Steal.,47,56
16:50,-1,Foul on Quan Cothron.,47,56
16:38,2630,Parrish Hewitt missed Three Point Jumper.,47,56
16:38,-1,Blue Mountain Defensive Rebound.,47,56
16:18,-1,Justin McClellon made Jumper.,49,56
15:55,2630,Fatodd Lewis missed Three Point Jumper.,49,56
15:55,-1,Quan Cothron Defensive Rebound.,49,56
15:45,-1,Justin McClellon missed Three Point Jumper.,49,56
15:45,2630,UT Martin Defensive Rebound.,49,56
15:43,2630,Official TV Timeout,49,56
15:19,2630,Darius Thompson missed Three Point Jumper.,49,56
15:19,-1,Quan Cothron Defensive Rebound.,49,56
15:00,-1,Quan Cothron missed Jumper.,49,56
15:00,2630,Matthew Butler Defensive Rebound.,49,56
14:55,2630,Matthew Butler Turnover.,49,56
14:54,-1,Quan Cothron Steal.,49,56
14:51,-1,Quan Cothron made Layup.,51,56
14:31,2630,Terrence Parker made Jumper.,51,58
14:22,2630,Foul on DelFincko Bogan.,51,58
14:06,-1,Justin McClellon Turnover.,51,58
14:05,2630,Fatodd Lewis Steal.,51,58
14:00,2630,Terrence Parker made Layup. Assisted by Fatodd Lewis.,51,60
13:58,2630,UT Martin  Timeout,51,60
13:39,-1,Jaylon Bardley made Three Point Jumper. Assisted by Justin McClellon.,54,60
13:21,2630,Fatodd Lewis missed Three Point Jumper.,54,60
13:21,-1,Jaylon Bardley Defensive Rebound.,54,60
13:15,2630,Foul on Darius Thompson.,54,60
13:15,-1,Jaylon Bardley missed Free Throw.,54,60
13:15,-1,Blue Mountain Deadball Team Rebound.,54,60
13:15,-1,Jaylon Bardley missed Free Throw.,54,60
13:15,2630,Terrence Parker Defensive Rebound.,54,60
13:02,2630,Matthew Butler missed Three Point Jumper.,54,60
13:02,-1,Justin McClellon Defensive Rebound.,54,60
12:43,-1,Harrison Fancher missed Three Point Jumper.,54,60
12:43,2630,Terrence Parker Defensive Rebound.,54,60
12:33,2630,Matthew Butler missed Three Point Jumper.,54,60
12:33,-1,Quan Cothron Defensive Rebound.,54,60
12:16,-1,Jaylon Bardley missed Three Point Jumper.,54,60
12:16,2630,UT Martin Defensive Rebound.,54,60
12:01,2630,Fatodd Lewis missed Layup.,54,60
12:01,2630,Fatodd Lewis Offensive Rebound.,54,60
11:59,2630,Fatodd Lewis made Layup.,54,62
11:32,-1,Justin McClellon missed Jumper.,54,62
11:32,2630,Fatodd Lewis Defensive Rebound.,54,62
11:22,2630,Fatodd Lewis made Jumper.,54,64
10:54,-1,Justin McClellon missed Jumper.,54,64
10:54,-1,Justin McClellon Offensive Rebound.,54,64
10:50,-1,Justin McClellon Turnover.,54,64
10:49,2630,DelFincko Bogan Steal.,54,64
10:43,2630,Matthew Butler missed Three Point Jumper.,54,64
10:43,-1,Jaylon Bardley Defensive Rebound.,54,64
10:36,-1,Jaylon Bardley missed Jumper.,54,64
10:36,-1,LaByron Harris Offensive Rebound.,54,64
10:23,-1,Jaylon Bardley Turnover.,54,64
10:23,2630,Parrish Hewitt Steal.,54,64
10:19,2630,Matthew Butler made Layup. Assisted by Parrish Hewitt.,54,66
9:52,2630,Official TV Timeout,54,66
9:46,-1,Quan Cothron missed Three Point Jumper.,54,66
9:46,2630,Matthew Butler Defensive Rebound.,54,66
9:38,2630,Matthew Butler missed Jumper.,54,66
9:38,-1,Quan Cothron Defensive Rebound.,54,66
8:59,-1,Dominic Hudson missed Three Point Jumper.,54,66
8:59,2630,DelFincko Bogan Block.,54,66
8:56,2630,Jailen Gill Defensive Rebound.,54,66
8:47,2630,Darius Thompson made Jumper.,54,68
8:47,-1,Foul on Justin McClellon.,54,68
8:47,2630,Darius Thompson made Free Throw.,54,69
8:31,2630,Foul on Matthew Butler.,54,69
8:12,-1,Jaylon Bardley missed Three Point Jumper.,54,69
8:12,2630,Fatodd Lewis Defensive Rebound.,54,69
8:03,-1,Foul on Viktor Lorenzen.,54,69
8:02,2630,Matthew Butler made Jumper. Assisted by Darius Thompson.,54,71
7:42,2630,Foul on DelFincko Bogan.,54,71
7:42,2630,Official TV Timeout,54,71
7:34,-1,Jaylon Bardley missed Layup.,54,71
7:34,2630,Fatodd Lewis Defensive Rebound.,54,71
7:23,2630,Jailen Gill missed Jumper.,54,71
7:23,-1,Jaylon Bardley Defensive Rebound.,54,71
7:18,2630,Foul on Mike Fofana.,54,71
7:16,-1,Dominic Hudson missed Jumper.,54,71
7:16,2630,Mike Fofana Defensive Rebound.,54,71
7:09,2630,Mike Fofana Turnover.,54,71
7:08,-1,Jaylon Bardley Steal.,54,71
7:03,-1,Harrison Fancher made Layup. Assisted by Jaylon Bardley.,56,71
6:44,-1,Foul on Viktor Lorenzen.,56,71
6:39,2630,Matthew Butler made Jumper. Assisted by Mike Fofana.,56,73
6:20,2630,Foul on Mike Fofana.,56,73
6:08,-1,LaByron Harris made Layup. Assisted by Dominic Hudson.,58,73
5:46,2630,Fatodd Lewis made Jumper.,58,75
5:37,2630,Foul on Darius Thompson.,58,75
5:37,-1,Harrison Fancher missed Free Throw.,58,75
5:37,-1,Viktor Lorenzen Offensive Rebound.,58,75
5:36,2630,Foul on Matthew Butler.,58,75
5:36,-1,Harrison Fancher made Free Throw.,59,75
5:36,-1,Harrison Fancher made Free Throw.,60,75
5:24,2630,Matthew Butler missed Jumper.,60,75
5:24,-1,Viktor Lorenzen Defensive Rebound.,60,75
5:21,-1,Viktor Lorenzen Turnover.,60,75
5:21,2630,Fatodd Lewis Steal.,60,75
5:17,2630,Mike Fofana missed Layup.,60,75
5:17,2630,Parrish Hewitt Offensive Rebound.,60,75
4:53,2630,Parrish Hewitt missed Three Point Jumper.,60,75
4:53,2630,Fatodd Lewis Offensive Rebound.,60,75
4:48,2630,Foul on Fatodd Lewis.,60,75
4:48,2630,Fatodd Lewis Turnover.,60,75
4:36,-1,Dominic Hudson made Layup.,62,75
4:20,2630,Mike Fofana missed Jumper.,62,75
4:20,-1,LaByron Harris Block.,62,75
4:18,-1,Dominic Hudson Defensive Rebound.,62,75
4:10,-1,LaByron Harris made Layup. Assisted by Dominic Hudson.,64,75
3:41,-1,Foul on Dominic Hudson.,64,75
3:41,2630,Official TV Timeout,64,75
3:27,2630,Terrence Parker missed Jumper.,64,75
3:27,-1,LaByron Harris Block.,64,75
3:25,-1,Dominic Hudson Defensive Rebound.,64,75
3:21,2630,Foul on Matthew Butler.,64,75
3:21,-1,Dominic Hudson made Free Throw.,65,75
3:21,-1,Dominic Hudson made Free Throw.,66,75
3:05,2630,Matthew Butler missed Jumper.,66,75
3:05,-1,LaByron Harris Block.,66,75
3:04,-1,LaByron Harris Defensive Rebound.,66,75
3:00,2630,Foul on DelFincko Bogan.,66,75
3:00,-1,Jaylon Bardley made Free Throw.,67,75
3:00,-1,Jaylon Bardley made Free Throw.,68,75
2:47,2630,Matthew Butler missed Layup.,68,75
2:47,-1,Harrison Fancher Defensive Rebound.,68,75
2:37,-1,Jaylon Bardley made Three Point Jumper. Assisted by Dominic Hudson.,71,75
2:30,2630,Official TV Timeout,71,75
2:14,2630,Matthew Butler made Three Point Jumper. Assisted by Jailen Gill.,71,78
1:49,-1,Jaylon Bardley missed Layup.,71,78
1:49,2630,Jailen Gill Defensive Rebound.,71,78
1:48,2630,Jailen Gill Turnover.,71,78
1:36,-1,Dominic Hudson made Jumper.,73,78
1:16,2630,Fatodd Lewis made Jumper.,73,80
1:03,2630,Foul on Parrish Hewitt.,73,80
1:03,-1,Jaylon Bardley made Free Throw.,74,80
1:03,-1,Jaylon Bardley made Free Throw.,75,80
1:03,-1,Jaylon Bardley made Free Throw.,76,80
0:52,2630,Jailen Gill made Dunk. Assisted by DelFincko Bogan.,76,82
0:46,-1,Jaylon Bardley missed Three Point Jumper.,76,82
0:46,-1,LaByron Harris Offensive Rebound.,76,82
0:40,-1,Harrison Fancher missed Three Point Jumper.,76,82
0:40,-1,Jaylon Bardley Offensive Rebound.,76,82
0:38,-1,Jaylon Bardley missed Three Point Jumper.,76,82
0:38,2630,DelFincko Bogan Defensive Rebound.,76,82
0:29,-1,Foul on LaByron Harris.,76,82
0:29,2630,DelFincko Bogan missed Free Throw.,76,82
0:29,-1,Quan Cothron Defensive Rebound.,76,82
0:20,-1,Jaylon Bardley Turnover.,76,82
0:19,2630,DelFincko Bogan Steal.,76,82
0:18,2630,UT Martin  Timeout,76,82
0:15,-1,Foul on Dominic Hudson.,76,82
0:15,2630,Kahari Beaufort made Free Throw.,76,83
0:15,2630,Kahari Beaufort made Free Throw.,76,84
0:08,-1,Dominic Hudson missed Three Point Jumper.,76,84
0:08,-1,Harrison Fancher Offensive Rebound.,76,84
0:02,-1,Harrison Fancher missed Three Point Jumper.,76,84
0:02,2630,Jailen Gill Defensive Rebound.,76,84
0:00,2630,End of Game,76,84
