James Madison,57,Florida,256
3:27,256,Foul on Matt Lewis.,28,31
3:27,256,Matt Lewis Turnover.,28,31
3:13,57,Keith Stone Turnover.,28,31
3:13,256,Stuckey Mosley Steal.,28,31
2:50,256,Matt Lewis missed Jumper.,28,31
2:50,57,Egor Koulechov Defensive Rebound.,28,31
2:42,57,Egor Koulechov missed Three Point Jumper.,28,31
2:42,57,Keith Stone Offensive Rebound.,28,31
2:38,256,Foul on Darius Banks.,28,31
2:38,57,Keith Stone missed Free Throw.,28,31
2:38,57,Florida Deadball Team Rebound.,28,31
2:38,57,Keith Stone missed Free Throw.,28,31
2:38,256,Greg Jones Defensive Rebound.,28,31
2:11,256,Stuckey Mosley missed Jumper.,28,31
2:11,57,Kevarrius Hayes Block.,28,31
2:11,57,Kevarrius Hayes Defensive Rebound.,28,31
2:03,57,Egor Koulechov missed Layup.,28,31
2:03,256,Greg Jones Defensive Rebound.,28,31
1:51,256,Zach Jacobs missed Three Point Jumper.,28,31
1:51,57,Egor Koulechov Defensive Rebound.,28,31
1:32,57,Deaundrae Ballard Turnover.,28,31
1:32,256,Ramone Snowden Steal.,28,31
1:25,256,Matt Lewis made Layup. Assisted by Stuckey Mosley.,30,31
1:05,57,Foul on KeVaughn Allen.,30,31
1:05,57,KeVaughn Allen Turnover.,30,31
0:51,256,Stuckey Mosley missed Three Point Jumper.,30,31
0:51,57,Chris Chiozza Defensive Rebound.,30,31
0:44,57,Jalen Hudson missed Three Point Jumper.,30,31
0:44,256,Ramone Snowden Defensive Rebound.,30,31
0:36,256,Greg Jones missed Three Point Jumper.,30,31
0:36,57,Jalen Hudson Defensive Rebound.,30,31
0:03,57,Jump Ball won by Florida,30,31
0:01,57,Chris Chiozza missed Three Point Jumper.,30,31
0:01,57,Florida Deadball Team Rebound.,30,31
0:00,57,End of 1st half,30,31
20:00,256,Jump Ball won by James Madison,30,31
19:45,256,Develle Phillips Turnover.,30,31
19:32,57,KeVaughn Allen made Three Point Jumper. Assisted by Kevarrius Hayes.,30,34
19:13,256,Darius Banks Turnover.,30,34
19:08,57,Egor Koulechov made Jumper.,30,36
18:49,256,Foul on Ramone Snowden.,30,36
18:49,256,Ramone Snowden Turnover.,30,36
18:42,57,Egor Koulechov missed Three Point Jumper.,30,36
18:42,256,Darius Banks Defensive Rebound.,30,36
18:20,256,Develle Phillips Turnover.,30,36
18:10,57,Chris Chiozza missed Three Point Jumper.,30,36
18:10,57,Egor Koulechov Offensive Rebound.,30,36
17:59,57,KeVaughn Allen Turnover.,30,36
17:59,256,Joey McLean Steal.,30,36
17:56,57,Foul on KeVaughn Allen.,30,36
17:44,256,Foul on Joey McLean.,30,36
17:44,256,Joey McLean Turnover.,30,36
17:34,57,KeVaughn Allen made Three Point Jumper. Assisted by Kevarrius Hayes.,30,39
17:09,57,Foul on Kevarrius Hayes.,30,39
17:09,256,Develle Phillips missed Free Throw.,30,39
17:09,256,James Madison Deadball Team Rebound.,30,39
17:09,256,Develle Phillips made Free Throw.,31,39
16:56,256,Foul on Ramone Snowden.,31,39
16:56,57,Kevarrius Hayes made Free Throw.,31,40
16:56,57,Kevarrius Hayes made Free Throw.,31,41
16:42,256,Foul on Matt Lewis.,31,41
16:42,256,Matt Lewis Turnover.,31,41
16:25,57,Keith Stone missed Jumper.,31,41
16:25,57,Keith Stone Offensive Rebound.,31,41
16:24,57,Keith Stone Turnover.,31,41
16:24,256,Develle Phillips Steal.,31,41
16:06,256,Ramone Snowden made Three Point Jumper. Assisted by Stuckey Mosley.,34,41
16:02,256,James Madison  Timeout,34,41
15:51,57,KeVaughn Allen missed Three Point Jumper.,34,41
15:51,57,Florida Offensive Rebound.,34,41
15:46,57,Official TV Timeout,34,41
15:32,57,Chris Chiozza missed Jumper.,34,41
15:32,256,Ramone Snowden Defensive Rebound.,34,41
15:10,57,Foul on Jalen Hudson.,34,41
15:06,256,Stuckey Mosley Turnover.,34,41
15:06,57,Chris Chiozza Steal.,34,41
15:01,256,Foul on Stuckey Mosley.,34,41
15:01,57,Deaundrae Ballard made Free Throw.,34,42
15:01,57,Deaundrae Ballard made Free Throw.,34,43
14:49,57,Foul on Deaundrae Ballard.,34,43
14:48,256,Stuckey Mosley missed Jumper.,34,43
14:48,256,Dwight Wilson Offensive Rebound.,34,43
14:42,256,Stuckey Mosley made Layup.,36,43
14:24,57,Chris Chiozza missed Three Point Jumper.,36,43
14:24,256,Ramone Snowden Defensive Rebound.,36,43
14:17,57,Foul on Egor Koulechov.,36,43
14:17,256,Stuckey Mosley missed Free Throw.,36,43
14:17,256,James Madison Deadball Team Rebound.,36,43
14:17,256,Stuckey Mosley made Free Throw.,37,43
14:09,57,Keith Stone missed Layup.,37,43
14:09,256,Dwight Wilson Block.,37,43
14:09,256,Matt Lewis Defensive Rebound.,37,43
13:56,256,Dwight Wilson made Jumper. Assisted by Ramone Snowden.,39,43
13:46,57,Jalen Hudson Turnover.,39,43
13:46,256,Darius Banks Steal.,39,43
13:42,256,Darius Banks made Layup.,41,43
13:29,256,Foul on Ramone Snowden.,41,43
13:29,57,Kevarrius Hayes missed Free Throw.,41,43
13:29,57,Florida Deadball Team Rebound.,41,43
13:29,57,Kevarrius Hayes missed Free Throw.,41,43
13:29,256,Greg Jones Defensive Rebound.,41,43
13:14,57,Foul on Jalen Hudson.,41,43
13:12,256,Dwight Wilson missed Layup.,41,43
13:12,57,Kevarrius Hayes Defensive Rebound.,41,43
13:12,57,Kevarrius Hayes Turnover.,41,43
13:12,256,Darius Banks Steal.,41,43
12:53,256,Stuckey Mosley missed Jumper.,41,43
12:53,57,Kevarrius Hayes Defensive Rebound.,41,43
12:45,57,Deaundrae Ballard missed Jumper.,41,43
12:45,256,Darius Banks Defensive Rebound.,41,43
12:34,256,Matt Lewis missed Jumper.,41,43
12:34,57,Keith Stone Defensive Rebound.,41,43
12:10,57,Keith Stone made Three Point Jumper. Assisted by Chris Chiozza.,41,46
11:46,256,Darius Banks made Three Point Jumper. Assisted by Stuckey Mosley.,44,46
11:25,57,Mike Okauru made Three Point Jumper. Assisted by Chris Chiozza.,44,49
11:22,57,Florida  Timeout,44,49
11:10,256,Matt Lewis missed Jumper.,44,49
11:10,256,James Madison Offensive Rebound.,44,49
10:54,256,Matt Lewis missed Three Point Jumper.,44,49
10:54,57,Chris Chiozza Defensive Rebound.,44,49
10:46,57,Mike Okauru missed Three Point Jumper.,44,49
10:46,57,Mike Okauru Offensive Rebound.,44,49
10:30,256,Foul on Zach Jacobs.,44,49
10:30,57,Chris Chiozza made Free Throw.,44,50
10:30,57,Chris Chiozza made Free Throw.,44,51
10:21,256,Stuckey Mosley missed Three Point Jumper.,44,51
10:21,57,KeVaughn Allen Defensive Rebound.,44,51
10:04,256,Foul on Develle Phillips.,44,51
10:04,57,Mike Okauru made Free Throw.,44,52
10:04,57,Mike Okauru made Free Throw.,44,53
9:44,256,Develle Phillips made Layup. Assisted by Ramone Snowden.,46,53
9:27,57,KeVaughn Allen missed Jumper.,46,53
9:27,256,Develle Phillips Defensive Rebound.,46,53
9:20,256,Darius Banks made Three Point Jumper. Assisted by Joey McLean.,49,53
9:01,57,KeVaughn Allen missed Three Point Jumper.,49,53
9:01,256,Stuckey Mosley Defensive Rebound.,49,53
8:38,256,Develle Phillips Turnover.,49,53
8:25,57,KeVaughn Allen made Layup.,49,55
8:25,256,Foul on Joey McLean.,49,55
8:25,57,KeVaughn Allen missed Free Throw.,49,55
8:25,256,Stuckey Mosley Defensive Rebound.,49,55
8:17,256,Joey McLean missed Three Point Jumper.,49,55
8:17,57,Gorjok Gak Defensive Rebound.,49,55
7:51,57,Egor Koulechov missed Layup.,49,55
7:51,57,Gorjok Gak Offensive Rebound.,49,55
7:51,57,Gorjok Gak made Dunk.,49,57
7:44,256,Ramone Snowden made Three Point Jumper. Assisted by Joey McLean.,52,57
7:29,256,James Madison  Timeout,52,57
7:13,57,Jalen Hudson made Three Point Jumper. Assisted by Chris Chiozza.,52,60
6:42,256,Develle Phillips missed Dunk.,52,60
6:42,57,Chris Chiozza Defensive Rebound.,52,60
6:30,256,Foul on Stuckey Mosley.,52,60
6:30,57,Chris Chiozza made Free Throw.,52,61
6:30,57,Chris Chiozza made Free Throw.,52,62
6:17,256,Joey McLean Turnover.,52,62
6:03,256,Foul on Matt Lewis.,52,62
6:03,57,KeVaughn Allen made Free Throw.,52,63
6:03,57,KeVaughn Allen made Free Throw.,52,64
5:56,256,Joey McLean missed Layup.,52,64
5:56,256,Dwight Wilson Offensive Rebound.,52,64
5:52,256,Dwight Wilson missed Jumper.,52,64
5:52,256,Dwight Wilson Offensive Rebound.,52,64
5:42,256,Dwight Wilson missed Jumper.,52,64
5:42,57,Jalen Hudson Defensive Rebound.,52,64
5:27,57,Jalen Hudson made Layup. Assisted by Chris Chiozza.,52,66
5:04,256,Darius Banks missed Three Point Jumper.,52,66
5:04,57,KeVaughn Allen Defensive Rebound.,52,66
4:55,57,Jalen Hudson missed Layup.,52,66
4:55,256,Ramone Snowden Defensive Rebound.,52,66
4:52,57,Foul on Kevarrius Hayes.,52,66
4:52,256,Ramone Snowden made Free Throw.,53,66
4:52,256,Ramone Snowden made Free Throw.,54,66
4:34,57,Chris Chiozza made Layup.,54,68
4:17,256,Ramone Snowden made Three Point Jumper. Assisted by Matt Lewis.,57,68
3:52,57,Jalen Hudson missed Three Point Jumper.,57,68
3:52,256,Darius Banks Defensive Rebound.,57,68
3:28,57,Foul on KeVaughn Allen.,57,68
3:28,57,Official TV Timeout,57,68
3:28,256,Matt Lewis made Free Throw.,58,68
3:28,256,Matt Lewis made Free Throw.,59,68
3:08,57,Chris Chiozza missed Layup.,59,68
3:08,256,Ramone Snowden Defensive Rebound.,59,68
3:00,57,Jump Ball won by Florida,59,68
3:00,256,Stuckey Mosley Turnover.,59,68
3:00,57,KeVaughn Allen Steal.,59,68
2:47,57,Jalen Hudson missed Three Point Jumper.,59,68
2:47,256,Dwight Wilson Defensive Rebound.,59,68
2:28,256,Matt Lewis missed Layup.,59,68
2:28,256,Matt Lewis Offensive Rebound.,59,68
2:28,256,Matt Lewis Turnover.,59,68
2:28,57,Jalen Hudson Steal.,59,68
2:23,256,Foul on Ramone Snowden.,59,68
2:23,57,Jalen Hudson made Free Throw.,59,69
2:23,57,Jalen Hudson made Free Throw.,59,70
2:03,57,Foul on Kevarrius Hayes.,59,70
2:03,256,Ramone Snowden made Free Throw.,60,70
2:03,256,Ramone Snowden made Free Throw.,61,70
2:03,256,Ramone Snowden missed Free Throw.,61,70
2:03,57,Chris Chiozza Defensive Rebound.,61,70
1:42,57,Chris Chiozza missed Three Point Jumper.,61,70
1:42,256,James Madison Defensive Rebound.,61,70
1:19,256,Foul on Darius Banks.,61,70
1:19,256,Darius Banks Turnover.,61,70
0:54,57,Egor Koulechov missed Jumper.,61,70
0:54,256,Stuckey Mosley Defensive Rebound.,61,70
0:46,256,Stuckey Mosley missed Layup.,61,70
0:46,256,Dwight Wilson Offensive Rebound.,61,70
0:45,57,Foul on Egor Koulechov.,61,70
0:45,256,Dwight Wilson made Free Throw.,62,70
0:45,256,Dwight Wilson made Free Throw.,63,70
0:19,57,Chris Chiozza made Jumper.,63,72
0:11,256,Darius Banks missed Three Point Jumper.,63,72
0:11,256,Ramone Snowden Offensive Rebound.,63,72
0:06,256,Dwight Wilson Turnover.,63,72
0:06,57,Kevarrius Hayes Steal.,63,72
0:00,57,End of Game,63,72
