Mobile,Error,Nicholls,2447
10:11,2447,Legend Robertin Defensive Rebound.,9,24
10:03,2447,Roddy Peters missed Jumper.,9,24
10:03,2447,Legend Robertin Offensive Rebound.,9,24
9:59,2447,Legend Robertin made Two Point Tip Shot.,9,26
9:48,2447,Foul on Legend Robertin.,9,26
9:48,-1,Ricardo Greaves made Free Throw.,10,26
9:48,-1,Ricardo Greaves missed Free Throw.,10,26
9:48,2447,Ryghe Lyons Defensive Rebound.,10,26
9:28,-1,Foul on Ricardo Greaves.,10,26
9:27,2447,Lafayette Rutledge made Three Point Jumper. Assisted by Roddy Peters.,10,29
9:11,-1,Cameron Tutt Turnover.,10,29
9:11,-1,Foul on Cameron Tutt.,10,29
8:57,-1,Foul on Cameron Tutt.,10,29
8:52,2447,Kimani Jackson made Dunk. Assisted by Ryghe Lyons.,10,31
8:26,-1,Darius Curry made Jumper. Assisted by Will Stanford.,12,31
8:15,2447,Roddy Peters made Layup.,12,33
8:15,-1,Foul on D.J. Hill.,12,33
8:15,2447,Roddy Peters missed Free Throw.,12,33
8:15,-1,Tony-Toni Wright Defensive Rebound.,12,33
8:09,2447,Tevon Saddler made Free Throw.,12,34
8:09,-1,Will Stanford missed Free Throw.,12,33
8:09,2447,Foul on Ryghe Lyons.,12,33
8:09,2447,Nicholls Defensive Rebound.,12,33
8:09,-1,Foul on Darius Curry.,12,33
8:09,2447,Tevon Saddler made Free Throw.,12,35
8:04,-1,Darius Curry made Layup. Assisted by Tony-Toni Wright.,14,35
8:01,2447,Stevie Repichowski Turnover.,14,35
8:01,2447,Foul on Stevie Repichowski.,14,35
8:01,2447,Official TV Timeout,14,35
7:49,-1,Tony-Toni Wright missed Jumper.,14,35
7:49,-1,Mobile Offensive Rebound.,14,35
7:24,-1,Maurice Anderson missed Three Point Jumper.,14,35
7:24,2447,Kimani Jackson Defensive Rebound.,14,35
7:20,-1,Foul on Will Stanford.,14,35
7:20,2447,Kimani Jackson made Free Throw.,14,36
7:20,2447,Kimani Jackson made Free Throw.,14,37
7:11,-1,Darius Curry made Jumper. Assisted by D.J. Hill.,16,37
6:51,2447,Roddy Peters made Layup.,16,39
6:41,2447,Foul on Kevin Johnson.,16,39
6:41,-1,Darius Curry missed Free Throw.,16,39
6:41,-1,Mobile Deadball Team Rebound.,16,39
6:41,-1,Darius Curry made Free Throw.,17,39
6:26,2447,Roddy Peters made Three Point Jumper. Assisted by Jahvaughn Powell.,17,42
6:14,-1,D.J. Hill Turnover.,17,42
6:13,2447,Jahvaughn Powell Steal.,17,42
6:11,2447,Kimani Jackson made Dunk. Assisted by Jahvaughn Powell.,17,44
5:39,-1,Maurice Anderson missed Jumper.,17,44
5:39,-1,Darius Curry Offensive Rebound.,17,44
5:33,-1,Darius Curry missed Layup.,17,44
5:33,-1,Darius Curry Offensive Rebound.,17,44
5:31,-1,Darius Curry made Layup.,19,44
5:25,2447,Lafayette Rutledge made Layup. Assisted by Roddy Peters.,19,46
4:51,-1,Darius Curry missed Jumper.,19,46
4:51,2447,Roddy Peters Defensive Rebound.,19,46
4:36,2447,Kimani Jackson made Dunk. Assisted by Roddy Peters.,19,48
4:35,-1,Foul on Tony-Toni Wright.,19,48
4:35,2447,Kimani Jackson missed Free Throw.,19,48
4:35,-1,Maurice Anderson Defensive Rebound.,19,48
4:17,-1,Darius Curry made Layup.,21,48
3:53,2447,Tevon Saddler made Three Point Jumper. Assisted by Kimani Jackson.,21,51
3:33,2447,Foul on Jahvaughn Powell.,21,51
3:33,2447,Official TV Timeout,21,51
3:33,-1,D.J. Hill missed Free Throw.,21,51
3:33,-1,Mobile Deadball Team Rebound.,21,51
3:33,-1,D.J. Hill missed Free Throw.,21,51
3:33,2447,Roddy Peters Defensive Rebound.,21,51
3:19,2447,Roddy Peters missed Three Point Jumper.,21,51
3:19,-1,Maurice Anderson Defensive Rebound.,21,51
2:56,2447,Foul on Lafayette Rutledge.,21,51
2:56,-1,Maurice Anderson made Free Throw.,22,51
2:56,-1,Maurice Anderson made Free Throw.,23,51
2:34,2447,Lafayette Rutledge missed Three Point Jumper.,23,51
2:34,-1,Trenton Short Defensive Rebound.,23,51
2:24,-1,Tony-Toni Wright made Layup.,25,51
2:10,2447,Jahvaughn Powell made Three Point Jumper. Assisted by Zach Young.,25,54
1:48,-1,Tony-Toni Wright Turnover.,25,54
1:31,2447,Lafayette Rutledge made Three Point Jumper. Assisted by Roddy Peters.,25,57
1:13,-1,Tony-Toni Wright missed Jumper.,25,57
1:13,2447,Lafayette Rutledge Defensive Rebound.,25,57
1:05,2447,Jahvaughn Powell missed Three Point Jumper.,25,57
1:05,-1,Tony-Toni Wright Defensive Rebound.,25,57
0:34,2447,Foul on Kimani Jackson.,25,57
0:34,-1,Tony-Toni Wright missed Free Throw.,25,57
0:34,-1,Mobile Deadball Team Rebound.,25,57
0:34,-1,Tony-Toni Wright made Free Throw.,26,57
0:06,2447,Lafayette Rutledge missed Three Point Jumper.,26,57
0:06,-1,Darius Curry Defensive Rebound.,26,57
0:00,2447,End of 1st half,26,57
19:44,-1,Tony-Toni Wright missed Jumper.,26,57
19:44,2447,Kimani Jackson Defensive Rebound.,26,57
19:36,-1,Foul on Darvin Jones.,26,57
19:29,-1,Foul on Tony-Toni Wright.,26,57
19:22,2447,Tevon Saddler made Jumper.,26,59
19:07,-1,D.J. Hill missed Three Point Jumper.,26,59
19:07,2447,Kimani Jackson Defensive Rebound.,26,59
18:47,2447,Jahvaughn Powell Turnover.,26,59
18:46,-1,Tony-Toni Wright Steal.,26,59
18:41,-1,Will Stanford missed Layup.,26,59
18:41,2447,Tevon Saddler Defensive Rebound.,26,59
18:30,2447,Ryghe Lyons missed Jumper.,26,59
18:30,-1,Ricardo Greaves Defensive Rebound.,26,59
18:17,-1,Ricardo Greaves made Layup. Assisted by Tony-Toni Wright.,28,59
17:59,2447,Ryghe Lyons made Dunk. Assisted by Kimani Jackson.,28,61
17:33,-1,Ricardo Greaves missed Jumper.,28,61
17:33,2447,Ryghe Lyons Block.,28,61
17:31,2447,Tevon Saddler Defensive Rebound.,28,61
17:14,2447,Kevin Johnson made Layup. Assisted by Ryghe Lyons.,28,63
16:51,-1,Ricardo Greaves made Layup. Assisted by Will Stanford.,30,63
16:27,2447,Kimani Jackson made Dunk. Assisted by Ryghe Lyons.,30,65
16:20,-1,D.J. Hill Turnover.,30,65
16:10,2447,Jahvaughn Powell made Layup. Assisted by Ryghe Lyons.,30,67
16:06,-1,Ricardo Greaves Turnover.,30,67
15:55,2447,Kimani Jackson made Dunk. Assisted by Kevin Johnson.,30,69
15:33,-1,D.J. Hill missed Three Point Jumper.,30,69
15:33,2447,Kevin Johnson Defensive Rebound.,30,69
15:24,2447,Jahvaughn Powell made Three Point Jumper. Assisted by Ryghe Lyons.,30,72
15:14,-1,Mobile  Timeout,30,72
15:14,2447,Official TV Timeout,30,72
15:02,-1,Ricardo Greaves Turnover.,30,72
15:02,-1,Foul on Ricardo Greaves.,30,72
15:02,2447,Official TV Timeout,30,72
14:57,2447,Ryghe Lyons made Dunk. Assisted by Tevon Saddler.,30,74
14:43,-1,Will Stanford Turnover.,30,74
14:42,2447,Tevon Saddler Steal.,30,74
14:39,2447,Kimani Jackson made Dunk. Assisted by Tevon Saddler.,30,76
14:31,-1,Darius Curry missed Jumper.,30,76
14:31,2447,Tevon Saddler Defensive Rebound.,30,76
14:15,2447,Lafayette Rutledge missed Three Point Jumper.,30,76
14:15,2447,Ryghe Lyons Offensive Rebound.,30,76
14:11,2447,Ryghe Lyons made Layup.,30,78
13:54,-1,D.J. Hill missed Layup.,30,78
13:54,2447,Ryghe Lyons Block.,30,78
13:52,2447,Kevin Johnson Defensive Rebound.,30,78
13:49,2447,Stevie Repichowski missed Jumper.,30,78
13:49,-1,Will Stanford Defensive Rebound.,30,78
13:26,2447,Foul on Stevie Repichowski.,30,78
13:26,-1,Will Stanford made Free Throw.,31,78
13:26,-1,Will Stanford made Free Throw.,32,78
13:02,2447,Roddy Peters made Layup.,32,80
12:40,-1,Tony-Toni Wright missed Layup.,32,80
12:40,2447,Ryghe Lyons Block.,32,80
12:39,-1,Mobile Offensive Rebound.,32,80
12:33,-1,Foul on Maurice Anderson.,32,80
12:33,-1,Maurice Anderson Turnover.,32,80
12:10,2447,Stevie Repichowski missed Three Point Jumper.,32,80
12:10,-1,Will Stanford Defensive Rebound.,32,80
12:03,-1,Will Stanford Turnover.,32,80
12:02,2447,Kevin Johnson Steal.,32,80
12:00,2447,Roddy Peters made Three Point Jumper. Assisted by Kevin Johnson.,32,83
11:39,2447,Foul on Ryghe Lyons.,32,83
11:39,2447,Official TV Timeout,32,83
11:39,-1,Maurice Anderson missed Free Throw.,32,83
11:39,-1,Mobile Deadball Team Rebound.,32,83
11:39,-1,Maurice Anderson made Free Throw.,33,83
11:20,2447,Roddy Peters missed Three Point Jumper.,33,83
11:20,-1,Tony-Toni Wright Defensive Rebound.,33,83
11:00,-1,Cameron Tutt made Layup.,35,83
10:33,2447,Stevie Repichowski missed Three Point Jumper.,35,83
10:33,-1,Tony-Toni Wright Defensive Rebound.,35,83
10:20,-1,Will Stanford Turnover.,35,83
10:20,2447,Kevin Johnson Steal.,35,83
10:16,2447,Roddy Peters made Layup.,35,85
9:57,-1,Maurice Anderson made Jumper.,37,85
9:39,2447,Kevin Johnson made Jumper.,37,87
9:26,-1,Tony-Toni Wright missed Jumper.,37,87
9:26,2447,Lafayette Rutledge Defensive Rebound.,37,87
9:06,2447,Roddy Peters made Layup.,37,89
8:42,2447,Foul on Lafayette Rutledge.,37,89
8:33,-1,Maurice Anderson missed Layup.,37,89
8:33,2447,Legend Robertin Block.,37,89
8:32,-1,D.J. Hill Offensive Rebound.,37,89
8:25,-1,Maurice Anderson Turnover.,37,89
8:25,-1,Foul on Maurice Anderson.,37,89
7:59,2447,Stevie Repichowski missed Three Point Jumper.,37,89
7:59,-1,Cameron Tutt Defensive Rebound.,37,89
7:48,-1,Foul on Darvin Jones.,37,89
7:48,2447,Official TV Timeout,37,89
7:47,-1,Will Stanford Turnover.,37,89
7:46,2447,Zach Young Steal.,37,89
7:44,2447,Zach Young Turnover.,37,89
7:32,-1,Will Stanford made Layup.,39,89
7:11,2447,Legend Robertin made Dunk. Assisted by Zach Young.,39,91
6:40,-1,Cameron Tutt made Layup.,41,91
6:21,2447,Kevin Johnson missed Layup.,41,91
6:21,2447,Legend Robertin Offensive Rebound.,41,91
6:18,2447,Legend Robertin Turnover.,41,91
6:16,-1,Will Stanford Steal.,41,91
6:14,-1,Will Stanford made Layup.,43,91
5:55,2447,Lafayette Rutledge missed Three Point Jumper.,43,91
5:55,-1,Will Stanford Defensive Rebound.,43,91
5:46,-1,Will Stanford made Jumper.,45,91
5:11,2447,Zach Young missed Three Point Jumper.,45,91
5:11,-1,Cameron Tutt Defensive Rebound.,45,91
4:49,-1,Will Stanford missed Jumper.,45,91
4:49,2447,Kevin Johnson Defensive Rebound.,45,91
4:39,2447,Kevin Johnson missed Layup.,45,91
4:39,-1,Cameron Tutt Defensive Rebound.,45,91
4:10,2447,Foul on Legend Robertin.,45,91
4:10,-1,Tony-Toni Wright made Free Throw.,46,91
4:10,-1,Tony-Toni Wright missed Free Throw.,46,91
4:10,2447,Zach Young Defensive Rebound.,46,91
3:45,2447,Lafayette Rutledge missed Three Point Jumper.,46,91
3:45,-1,D.J. Hill Defensive Rebound.,46,91
3:38,-1,D.J. Hill made Layup.,48,91
3:20,2447,Lafayette Rutledge missed Three Point Jumper.,48,91
3:20,-1,Cameron Tutt Defensive Rebound.,48,91
3:10,-1,Maurice Anderson missed Three Point Jumper.,48,91
3:10,2447,Stevie Repichowski Defensive Rebound.,48,91
2:54,2447,Stevie Repichowski missed Three Point Jumper.,48,91
2:54,-1,Cameron Tutt Defensive Rebound.,48,91
2:43,-1,Cameron Tutt missed Layup.,48,91
2:43,-1,Cameron Tutt Offensive Rebound.,48,91
2:39,-1,Mobile  Timeout,48,91
2:39,2447,Official TV Timeout,48,91
2:21,2447,Foul on Stevie Repichowski.,48,91
2:21,-1,Cameron Tutt made Free Throw.,49,91
2:21,-1,Cameron Tutt made Free Throw.,50,91
2:08,2447,Lafayette Rutledge made Three Point Jumper. Assisted by Zach Young.,50,94
1:59,-1,Will Stanford made Jumper.,52,94
1:41,2447,Rafe Blades Turnover.,52,94
1:39,-1,Trenton Short Steal.,52,94
1:35,-1,Maurice Anderson missed Jumper.,52,94
1:35,2447,Stevie Repichowski Defensive Rebound.,52,94
1:13,2447,Zach Young made Jumper.,52,96
0:51,-1,Trenton Short missed Three Point Jumper.,52,96
0:51,2447,Stevie Repichowski Defensive Rebound.,52,96
0:17,2447,Zach Young missed Three Point Jumper.,52,96
0:17,-1,Mobile Deadball Team Rebound.,52,96
0:02,2447,Foul on Lafayette Rutledge.,52,96
0:02,-1,Will Stanford missed Free Throw.,52,96
0:02,2447,Rafe Blades Defensive Rebound.,52,96
0:00,2447,End of Game,52,96
