SIU-Edwardsville,139,Saint Louis,2565
8:29,139,Reggie Agbeko made Free Throw.,11,24
8:29,139,Reggie Agbeko missed Free Throw.,11,24
8:29,2565,Keenan Simmons Defensive Rebound.,11,24
8:19,2565,Carlos Anderson missed Layup.,11,24
8:19,139,Austin Gillmann Defensive Rebound.,11,24
8:16,139,Austin Gillmann Turnover.,11,24
8:16,2565,Devin Thornton Steal.,11,24
8:15,139,Foul on Austin Gillmann.,11,24
8:12,139,Foul on Austin Gillmann.,11,24
8:12,2565,Burak Eslik made Free Throw.,12,24
8:12,2565,Burak Eslik made Free Throw.,13,24
7:52,139,Elliott Welmer missed Jumper.,13,24
7:52,2565,Christian Ellis Defensive Rebound.,13,24
7:41,2565,Carlos Anderson made Jumper. Assisted by Christian Ellis.,15,24
7:26,139,Zeke Moore missed Three Point Jumper.,15,24
7:26,139,Reggie Agbeko Offensive Rebound.,15,24
7:21,139,Reggie Agbeko made Jumper.,15,26
7:12,2565,Carlos Anderson made Jumper. Assisted by Christian Ellis.,17,26
6:58,2565,Foul on Keenan Simmons.,17,26
6:58,139,Official TV Timeout,17,26
6:58,139,Davell Roby made Free Throw.,17,27
6:58,139,Davell Roby made Free Throw.,17,28
6:41,2565,Carlos Anderson made Jumper.,19,28
6:23,139,Jalen Johnson missed Jumper.,19,28
6:23,2565,Christian Ellis Defensive Rebound.,19,28
6:06,139,Foul on Mike Crawford.,19,28
6:06,2565,Keenan Simmons missed Free Throw.,19,28
6:06,2565,SIU-Edwardsville Deadball Team Rebound.,19,28
6:06,2565,Keenan Simmons made Free Throw.,20,28
5:46,139,Reggie Agbeko missed Layup.,20,28
5:46,2565,Keenan Simmons Block.,20,28
5:44,2565,Keenan Simmons Defensive Rebound.,20,28
5:26,2565,Devin Thornton missed Jumper.,20,28
5:26,139,Zeke Moore Defensive Rebound.,20,28
5:04,139,Zeke Moore made Jumper.,20,30
4:54,2565,Foul on Carlos Anderson.,20,30
4:54,2565,Carlos Anderson Turnover.,20,30
4:54,2565,Technical Foul on Carlos Anderson.,20,30
4:54,2565,Foul on Carlos Anderson.,20,30
4:54,139,Davell Roby made Free Throw.,20,31
4:54,139,Davell Roby missed Free Throw.,20,31
4:54,139,Saint Louis Deadball Team Rebound.,20,31
4:54,2565,Carlos Anderson Turnover.,20,31
4:42,139,Reggie Agbeko made Jumper. Assisted by Jalen Johnson.,20,33
4:14,2565,Keenan Simmons missed Layup.,20,33
4:14,2565,Devin Thornton Offensive Rebound.,20,33
4:08,2565,Devin Thornton made Layup.,22,33
3:56,139,Jalen Johnson missed Three Point Jumper.,22,33
3:56,2565,Keenan Simmons Defensive Rebound.,22,33
3:49,139,Foul on Reggie Agbeko.,22,33
3:49,139,Official TV Timeout,22,33
3:49,2565,Burak Eslik made Free Throw.,23,33
3:49,2565,Burak Eslik made Free Throw.,24,33
3:33,139,Davell Roby made Three Point Jumper. Assisted by Zeke Moore.,24,36
3:07,2565,Justin Benton missed Jumper.,24,36
3:07,139,Elliott Welmer Defensive Rebound.,24,36
2:45,139,Aaron Hines made Three Point Jumper. Assisted by Zeke Moore.,24,39
2:06,2565,Josh White missed Jumper.,24,39
2:06,2565,Devin Thornton Offensive Rebound.,24,39
2:03,2565,Devin Thornton made Layup.,26,39
1:45,139,Reggie Agbeko made Layup.,26,41
1:36,2565,Burak Eslik made Layup. Assisted by Christian Ellis.,28,41
1:23,139,Aaron Hines made Jumper.,28,43
1:16,2565,SIU-Edwardsville  Timeout,28,43
1:07,2565,Devin Thornton missed Jumper.,28,43
1:07,2565,Brandon Jackson Offensive Rebound.,28,43
1:02,139,Foul on Zeke Moore.,28,43
1:02,2565,Brandon Jackson made Free Throw.,29,43
1:02,2565,Brandon Jackson missed Free Throw.,29,43
1:02,139,Reggie Agbeko Defensive Rebound.,29,43
0:58,139,Reggie Agbeko Turnover.,29,43
0:42,2565,Devin Thornton Turnover.,29,43
0:40,139,Davell Roby Steal.,29,43
0:38,139,Saint Louis  Timeout,29,43
0:25,139,Elliott Welmer missed Jumper.,29,43
0:25,2565,Brandon Jackson Defensive Rebound.,29,43
0:04,2565,Josh White missed Three Point Jumper.,29,43
0:04,139,Reggie Agbeko Defensive Rebound.,29,43
0:00,139,End of 1st half,29,43
19:42,139,Elliott Welmer missed Layup.,29,43
19:42,2565,Keenan Simmons Defensive Rebound.,29,43
19:28,2565,Burak Eslik missed Three Point Jumper.,29,43
19:28,139,Elliott Welmer Defensive Rebound.,29,43
19:13,139,Aaron Hines missed Jumper.,29,43
19:13,139,Saint Louis Offensive Rebound.,29,43
19:02,139,Davell Roby missed Jumper.,29,43
19:02,2565,Christian Ellis Defensive Rebound.,29,43
18:49,2565,Jalen Henry missed Three Point Jumper.,29,43
18:49,139,Reggie Agbeko Defensive Rebound.,29,43
18:27,139,Aaron Hines missed Three Point Jumper.,29,43
18:27,2565,Carlos Anderson Defensive Rebound.,29,43
18:15,2565,Burak Eslik made Three Point Jumper. Assisted by Jalen Henry.,32,43
17:44,139,Aaron Hines missed Three Point Jumper.,32,43
17:44,2565,Jalen Henry Defensive Rebound.,32,43
17:42,139,Foul on Reggie Agbeko.,32,43
17:26,2565,Carlos Anderson missed Three Point Jumper.,32,43
17:26,139,Reggie Agbeko Defensive Rebound.,32,43
17:13,139,Davell Roby missed Layup.,32,43
17:13,2565,SIU-Edwardsville Defensive Rebound.,32,43
16:53,2565,Devin Thornton missed Jumper.,32,43
16:53,139,Davell Roby Defensive Rebound.,32,43
16:50,2565,Foul on Devin Thornton.,32,43
16:36,139,Reggie Agbeko Turnover.,32,43
16:34,2565,Keenan Simmons Steal.,32,43
16:30,2565,Carlos Anderson made Dunk. Assisted by Christian Ellis.,34,43
16:15,139,Davell Roby Turnover.,34,43
16:13,2565,Christian Ellis Steal.,34,43
16:11,2565,Burak Eslik missed Layup.,34,43
16:11,139,Davell Roby Defensive Rebound.,34,43
15:52,139,Official TV Timeout,34,43
15:46,139,Foul on Davell Roby.,34,43
15:46,139,Davell Roby Turnover.,34,43
15:38,2565,Christian Ellis Turnover.,34,43
15:25,139,Zeke Moore Turnover.,34,43
15:16,2565,Devin Thornton made Jumper. Assisted by Carlos Anderson.,36,43
14:41,2565,Foul on Devin Thornton.,36,43
14:41,139,Mike Crawford made Free Throw.,36,44
14:41,139,Mike Crawford missed Free Throw.,36,44
14:41,2565,Keenan Simmons Defensive Rebound.,36,44
14:23,2565,Jalen Henry missed Jumper.,36,44
14:23,139,Davell Roby Defensive Rebound.,36,44
14:17,139,Mike Crawford made Three Point Jumper. Assisted by Davell Roby.,36,47
13:58,2565,Burak Eslik missed Three Point Jumper.,36,47
13:58,139,Davell Roby Defensive Rebound.,36,47
13:53,139,Jalen Johnson made Layup. Assisted by Mike Crawford.,36,49
13:38,2565,Jalen Henry missed Jumper.,36,49
13:38,139,Davell Roby Defensive Rebound.,36,49
13:29,139,Davell Roby missed Jumper.,36,49
13:29,2565,Christian Ellis Block.,36,49
13:29,139,Saint Louis Offensive Rebound.,36,49
13:29,2565,Technical Foul on Christian Ellis.,36,49
13:29,2565,Foul on Christian Ellis.,36,49
13:29,139,Davell Roby missed Free Throw.,36,49
13:29,139,Saint Louis Deadball Team Rebound.,36,49
13:29,139,Davell Roby missed Free Throw.,36,49
13:29,139,Saint Louis Deadball Team Rebound.,36,49
13:29,2565,Christian Ellis Turnover.,36,49
13:26,139,Mike Crawford Turnover.,36,49
13:25,2565,Christian Ellis Steal.,36,49
13:19,2565,Jalen Henry Turnover.,36,49
13:18,139,Davell Roby Steal.,36,49
13:04,139,Reggie Agbeko made Jumper.,36,51
12:49,2565,Jalen Henry made Jumper. Assisted by Christian Ellis.,38,51
12:28,2565,Foul on Carlos Anderson.,38,51
12:28,139,Reggie Agbeko made Free Throw.,38,52
12:28,139,Reggie Agbeko missed Free Throw.,38,52
12:28,2565,Jalen Henry Defensive Rebound.,38,52
12:19,139,Foul on Zeke Moore.,38,52
12:16,2565,Jalen Henry missed Jumper.,38,52
12:16,139,Reggie Agbeko Block.,38,52
12:14,139,Jalen Johnson Defensive Rebound.,38,52
12:06,2565,Foul on Jalen Henry.,38,52
12:05,139,Mike Crawford made Three Point Jumper. Assisted by Zeke Moore.,38,55
11:52,139,Foul on Reggie Agbeko.,38,55
11:52,139,Official TV Timeout,38,55
11:52,2565,Christian Ellis made Free Throw.,39,55
11:52,2565,Christian Ellis missed Free Throw.,39,55
11:52,2565,SIU-Edwardsville Offensive Rebound.,39,55
11:33,2565,Christian Ellis made Jumper. Assisted by Burak Eslik.,41,55
11:15,139,Mike Crawford Turnover.,41,55
11:14,2565,Keenan Simmons Steal.,41,55
11:03,2565,Jalen Henry made Jumper. Assisted by Christian Ellis.,43,55
10:45,139,Aaron Hines missed Jumper.,43,55
10:45,2565,Jalen Henry Block.,43,55
10:45,139,Saint Louis Offensive Rebound.,43,55
10:39,139,Reggie Agbeko Turnover.,43,55
10:37,2565,Devin Thornton Steal.,43,55
10:34,2565,Devin Thornton made Layup.,45,55
10:05,139,Aaron Hines missed Jumper.,45,55
10:05,139,Saint Louis Offensive Rebound.,45,55
9:56,139,Reggie Agbeko Turnover.,45,55
9:41,2565,Devin Thornton made Three Point Jumper. Assisted by Burak Eslik.,48,55
9:36,139,Saint Louis  Timeout,48,55
9:24,139,Reggie Agbeko missed Jumper.,48,55
9:24,2565,Keenan Simmons Defensive Rebound.,48,55
9:01,2565,Keenan Simmons missed Jumper.,48,55
9:01,139,Elliott Welmer Block.,48,55
9:01,2565,Jalen Henry Offensive Rebound.,48,55
8:52,2565,Keenan Simmons made Dunk. Assisted by Christian Ellis.,50,55
8:20,139,Davell Roby missed Three Point Jumper.,50,55
8:20,2565,Keenan Simmons Defensive Rebound.,50,55
7:59,2565,Burak Eslik missed Layup.,50,55
7:59,139,Elliott Welmer Block.,50,55
7:56,139,Reggie Agbeko Defensive Rebound.,50,55
7:48,139,Mike Crawford made Three Point Jumper. Assisted by Aaron Hines.,50,58
7:34,139,Foul on Reggie Agbeko.,50,58
7:34,139,Official TV Timeout,50,58
7:32,2565,Christian Ellis Turnover.,50,58
7:31,139,Davell Roby Steal.,50,58
7:18,139,Mike Crawford missed Jumper.,50,58
7:18,2565,Christian Ellis Defensive Rebound.,50,58
6:57,139,Foul on Elliott Welmer.,50,58
6:35,2565,Carlos Anderson missed Jumper.,50,58
6:35,139,Elliott Welmer Block.,50,58
6:33,139,Elliott Welmer Defensive Rebound.,50,58
6:25,2565,Foul on Devin Thornton.,50,58
6:25,139,Elliott Welmer made Free Throw.,50,59
6:25,139,Elliott Welmer missed Free Throw.,50,59
6:25,2565,Jalen Henry Defensive Rebound.,50,59
6:07,2565,Burak Eslik missed Jumper.,50,59
6:07,139,Elliott Welmer Block.,50,59
6:07,139,Saint Louis Defensive Rebound.,50,59
5:50,139,Davell Roby missed Layup.,50,59
5:50,139,Davell Roby Offensive Rebound.,50,59
5:27,139,Foul on Aaron Hines.,50,59
5:27,139,Aaron Hines Turnover.,50,59
5:14,2565,Burak Eslik Turnover.,50,59
5:13,139,Elliott Welmer Steal.,50,59
4:51,139,Elliott Welmer made Three Point Jumper. Assisted by Davell Roby.,50,62
4:43,2565,SIU-Edwardsville  Timeout,50,62
4:33,2565,Burak Eslik missed Jumper.,50,62
4:33,139,Davell Roby Defensive Rebound.,50,62
4:19,139,Mike Crawford made Dunk. Assisted by Aaron Hines.,50,64
4:02,2565,Jalen Henry made Jumper. Assisted by Christian Ellis.,52,64
3:40,139,Elliott Welmer Turnover.,52,64
3:40,139,Official TV Timeout,52,64
3:25,2565,Christian Ellis made Jumper.,54,64
2:59,139,Davell Roby made Three Point Jumper. Assisted by Aaron Hines.,54,67
2:45,2565,Burak Eslik missed Three Point Jumper.,54,67
2:45,139,Reggie Agbeko Defensive Rebound.,54,67
2:32,2565,Foul on Jalen Henry.,54,67
2:32,139,Reggie Agbeko made Free Throw.,54,68
2:32,139,Reggie Agbeko made Free Throw.,54,69
2:32,2565,Jalen Henry Turnover.,54,69
2:32,2565,Technical Foul on Jalen Henry.,54,69
2:12,139,Davell Roby missed Three Point Jumper.,54,69
2:12,2565,Jalen Henry Defensive Rebound.,54,69
1:48,139,Foul on Aaron Hines.,54,69
1:48,2565,Carlos Anderson made Free Throw.,55,69
1:48,2565,Carlos Anderson made Free Throw.,56,69
1:23,139,Davell Roby missed Three Point Jumper.,56,69
1:23,139,Aaron Hines Offensive Rebound.,56,69
0:52,139,Zeke Moore made Three Point Jumper. Assisted by Davell Roby.,56,72
0:42,2565,Christian Ellis made Jumper.,58,72
0:14,139,Davell Roby missed Layup.,58,72
0:14,2565,Keenan Simmons Block.,58,72
0:12,2565,Christian Ellis Defensive Rebound.,58,72
0:09,2565,Christian Ellis missed Three Point Jumper.,58,72
0:09,139,Mike Crawford Defensive Rebound.,58,72
0:00,139,End of Game,58,72
