Cal Poly,25,California,13
15:11,25,Grant Mullins missed Jumper.,0,6
15:11,25,Cole Welle Offensive Rebound.,0,6
15:07,25,Kingsley Okoroh missed Jumper.,0,6
15:07,13,Luke Meikle Defensive Rebound.,0,6
14:55,13,Kyle Toth made Three Point Jumper. Assisted by Luke Meikle.,3,6
14:37,25,Roger Moute A Bidias made Jumper. Assisted by Kingsley Okoroh.,3,8
14:22,13,Donovan Fields missed Jumper.,3,8
14:22,25,Cole Welle Defensive Rebound.,3,8
14:14,25,Roger Moute A Bidias missed Three Point Jumper.,3,8
14:14,25,Kingsley Okoroh Offensive Rebound.,3,8
14:10,25,Kingsley Okoroh made Layup.,3,10
14:09,13,Cal Poly  Timeout,3,10
13:40,13,Luke Meikle made Jumper.,5,10
13:17,25,Jabari Bird missed Three Point Jumper.,5,10
13:17,13,Hank Hollingsworth Defensive Rebound.,5,10
12:57,13,Victor Joseph made Three Point Jumper. Assisted by Luke Meikle.,8,10
12:38,13,Foul on Hank Hollingsworth.,8,10
12:37,25,Jabari Bird missed Jumper.,8,10
12:37,25,Kingsley Okoroh Offensive Rebound.,8,10
12:29,13,Kyle Toth Defensive Rebound.,8,10
12:21,13,Victor Joseph missed Jumper.,8,10
12:21,25,Jabari Bird Block.,8,10
12:21,13,Cal Poly Offensive Rebound.,8,10
12:20,13,Luke Meikle missed Jumper.,8,10
12:20,13,Kyle Toth Offensive Rebound.,8,10
12:13,13,Kyle Toth Turnover.,8,10
11:57,13,Foul on Luke Meikle.,8,10
11:57,25,Official TV Timeout,8,10
11:57,25,Kingsley Okoroh made Free Throw.,8,11
11:57,25,Kingsley Okoroh missed Free Throw.,8,11
11:57,13,Jakub Niziol Defensive Rebound.,8,11
11:31,13,Victor Joseph made Three Point Jumper.,11,11
11:00,25,Jabari Bird missed Jumper.,11,11
11:00,13,Aleks Abrams Defensive Rebound.,11,11
10:45,13,Ridge Shipley missed Jumper.,11,11
10:45,25,Ivan Rabb Defensive Rebound.,11,11
10:11,25,Jabari Bird made Layup.,11,13
10:01,13,Kyle Toth made Three Point Jumper.,14,13
9:43,25,Ivan Rabb Turnover.,14,13
9:15,13,Victor Joseph missed Three Point Jumper.,14,13
9:15,25,Ivan Rabb Block.,14,13
9:13,13,Aleks Abrams Offensive Rebound.,14,13
9:11,25,Foul on Don Coleman.,14,13
9:10,25,Foul on Sam Singer.,14,13
9:01,13,Kyle Toth made Three Point Jumper.,17,13
8:50,25,Don Coleman missed Jumper.,17,13
8:50,13,Aleks Abrams Defensive Rebound.,17,13
8:23,13,Ridge Shipley made Layup.,19,13
8:10,25,California  Timeout,19,13
8:03,13,Foul on Aleks Abrams.,19,13
7:58,25,Ivan Rabb made Layup.,19,15
7:38,13,Kyle Toth missed Three Point Jumper.,19,15
7:38,13,Jakub Niziol Offensive Rebound.,19,15
7:07,13,Ridge Shipley missed Layup.,19,15
7:07,25,Ivan Rabb Defensive Rebound.,19,15
6:55,25,Grant Mullins Turnover.,19,15
6:53,13,Ridge Shipley Steal.,19,15
6:51,13,Ridge Shipley missed Layup.,19,15
6:51,25,Stephen Domingo Block.,19,15
6:49,25,Grant Mullins Defensive Rebound.,19,15
6:45,25,Stephen Domingo made Three Point Jumper. Assisted by Sam Singer.,19,18
6:26,13,Victor Joseph missed Jumper.,19,18
6:26,13,Aleks Abrams Offensive Rebound.,19,18
6:12,13,Jakub Niziol missed Three Point Jumper.,19,18
6:12,13,Cal Poly Deadball Team Rebound.,19,18
6:10,13,Cal Poly  Turnover.,19,18
6:02,25,Ivan Rabb missed Jumper.,19,18
6:02,13,Luke Meikle Defensive Rebound.,19,18
5:29,13,Donovan Fields missed Jumper.,19,18
5:29,13,Cal Poly Deadball Team Rebound.,19,18
5:29,13,Cal Poly  Turnover.,19,18
5:07,25,Ivan Rabb made Dunk. Assisted by Charlie Moore.,19,20
4:38,13,Victor Joseph missed Layup.,19,20
4:38,13,Aleks Abrams Offensive Rebound.,19,20
4:34,13,Aleks Abrams made Jumper.,21,20
4:21,13,Foul on Luke Meikle.,21,20
4:21,25,Jabari Bird made Free Throw.,21,21
4:21,25,Jabari Bird missed Free Throw.,21,21
4:21,13,Jakub Niziol Defensive Rebound.,21,21
4:00,13,Jakub Niziol missed Three Point Jumper.,21,21
4:00,13,Aleks Abrams Offensive Rebound.,21,21
3:53,25,Foul on Ivan Rabb.,21,21
3:53,25,Official TV Timeout,21,21
3:53,13,Aleks Abrams missed Free Throw.,21,21
3:53,13,Cal Poly Deadball Team Rebound.,21,21
3:53,13,Aleks Abrams made Free Throw.,22,21
3:40,25,Roger Moute A Bidias missed Jumper.,22,21
3:40,13,Aleks Abrams Block.,22,21
3:35,13,Victor Joseph Defensive Rebound.,22,21
3:30,13,Victor Joseph missed Layup.,22,21
3:30,25,California Defensive Rebound.,22,21
3:16,25,Ivan Rabb made Jumper. Assisted by Jabari Bird.,22,23
3:00,13,Foul on Ridge Shipley.,22,23
3:00,13,Ridge Shipley Turnover.,22,23
2:47,25,Sam Singer made Three Point Jumper. Assisted by Jabari Bird.,22,26
2:19,13,Victor Joseph missed Three Point Jumper.,22,26
2:19,25,Jabari Bird Defensive Rebound.,22,26
2:03,13,Foul on Aleks Abrams.,22,26
2:03,25,Ivan Rabb made Free Throw.,22,27
2:03,25,Ivan Rabb made Free Throw.,22,28
1:43,13,Victor Joseph Turnover.,22,28
1:42,25,Grant Mullins Steal.,22,28
1:39,25,Charlie Moore made Layup.,22,30
1:32,13,Donovan Fields Turnover.,22,30
1:31,25,Sam Singer Steal.,22,30
1:29,25,Sam Singer made Layup.,22,32
1:09,25,Foul on Charlie Moore.,22,32
1:05,13,Victor Joseph Turnover.,22,32
1:04,25,Grant Mullins Steal.,22,32
0:57,25,Jabari Bird made Layup.,22,34
0:32,13,Ridge Shipley missed Three Point Jumper.,22,34
0:32,25,Sam Singer Defensive Rebound.,22,34
0:25,25,Jabari Bird missed Three Point Jumper.,22,34
0:25,25,California Offensive Rebound.,22,34
0:03,25,Charlie Moore missed Layup.,22,34
0:03,13,Aleks Abrams Defensive Rebound.,22,34
0:00,25,End of 1st half,22,34
19:39,13,Luke Meikle made Jumper. Assisted by Donovan Fields.,24,34
19:15,25,Jabari Bird made Layup. Assisted by Sam Singer.,24,36
19:15,13,Foul on Hank Hollingsworth.,24,36
19:15,25,Jabari Bird missed Free Throw.,24,36
19:15,13,Hank Hollingsworth Defensive Rebound.,24,36
18:46,13,Kyle Toth missed Jumper.,24,36
18:46,25,Ivan Rabb Defensive Rebound.,24,36
18:37,25,Charlie Moore made Three Point Jumper. Assisted by Grant Mullins.,24,39
18:15,13,Luke Meikle made Jumper.,26,39
17:42,25,Jabari Bird made Three Point Jumper. Assisted by Charlie Moore.,26,42
17:24,13,Luke Meikle missed Jumper.,26,42
17:24,25,Grant Mullins Defensive Rebound.,26,42
17:15,25,Jabari Bird Turnover.,26,42
17:03,25,Foul on Jabari Bird.,26,42
16:48,25,Foul on Ivan Rabb.,26,42
16:48,13,Hank Hollingsworth missed Free Throw.,26,42
16:48,13,Cal Poly Deadball Team Rebound.,26,42
16:48,13,Hank Hollingsworth made Free Throw.,27,42
16:38,25,Jabari Bird made Layup. Assisted by Charlie Moore.,27,44
16:14,13,Kyle Toth made Three Point Jumper.,30,44
16:12,13,Cal Poly  Timeout,30,44
15:54,13,Foul on Hank Hollingsworth.,30,44
15:54,25,Official TV Timeout,30,44
15:34,13,Foul on Victor Joseph.,30,44
15:31,25,Sam Singer made Layup. Assisted by Grant Mullins.,30,46
15:06,13,Kyle Toth made Jumper.,32,46
14:35,25,Jabari Bird made Dunk. Assisted by Ivan Rabb.,32,48
14:10,13,Victor Joseph missed Three Point Jumper.,32,48
14:10,13,Kyle Toth Offensive Rebound.,32,48
13:51,13,Victor Joseph missed Three Point Jumper.,32,48
13:51,25,Sam Singer Defensive Rebound.,32,48
13:46,25,Charlie Moore missed Layup.,32,48
13:46,13,Victor Joseph Block.,32,48
13:46,25,California Offensive Rebound.,32,48
13:34,25,Roger Moute A Bidias made Jumper.,32,50
13:19,13,Kyle Toth missed Three Point Jumper.,32,50
13:19,25,Stephen Domingo Defensive Rebound.,32,50
13:11,25,Charlie Moore Turnover.,32,50
13:10,13,Victor Joseph Steal.,32,50
13:08,13,Victor Joseph Turnover.,32,50
13:06,13,Foul on Victor Joseph.,32,50
12:56,25,Grant Mullins missed Three Point Jumper.,32,50
12:56,13,Aleks Abrams Defensive Rebound.,32,50
12:45,13,Ridge Shipley missed Layup.,32,50
12:45,13,Aleks Abrams Offensive Rebound.,32,50
12:43,25,Foul on Grant Mullins.,32,50
12:38,25,Foul on Stephen Domingo.,32,50
12:35,25,Foul on Charlie Moore.,32,50
12:27,25,Foul on Roger Moute A Bidias.,32,50
12:26,13,Victor Joseph made Three Point Jumper.,35,50
11:59,25,Jabari Bird missed Three Point Jumper.,35,50
11:59,25,Kingsley Okoroh Offensive Rebound.,35,50
11:55,13,Foul on Victor Joseph.,35,50
11:55,25,Official TV Timeout,35,50
11:55,25,Kingsley Okoroh missed Free Throw.,35,50
11:55,25,California Deadball Team Rebound.,35,50
11:55,25,Kingsley Okoroh missed Free Throw.,35,50
11:55,13,Taylor Sutlive Defensive Rebound.,35,50
11:36,13,Victor Joseph missed Three Point Jumper.,35,50
11:36,25,Roger Moute A Bidias Defensive Rebound.,35,50
11:33,13,Foul on Trevor John.,35,50
11:17,13,Foul on Aleks Abrams.,35,50
11:17,25,Ivan Rabb made Free Throw.,35,51
11:17,25,Ivan Rabb missed Free Throw.,35,51
11:17,13,Aleks Abrams Defensive Rebound.,35,51
11:01,13,Trevor John missed Three Point Jumper.,35,51
11:01,25,Stephen Domingo Block.,35,51
10:58,25,California Defensive Rebound.,35,51
10:41,25,Ivan Rabb missed Layup.,35,51
10:41,13,Taylor Sutlive Block.,35,51
10:38,25,Ivan Rabb Offensive Rebound.,35,51
10:36,25,Ivan Rabb made Dunk.,35,53
10:33,13,Ridge Shipley made Layup.,37,53
10:33,25,Foul on Ivan Rabb.,37,53
10:33,13,Ridge Shipley made Free Throw.,38,53
10:17,25,Ivan Rabb made Jumper.,38,55
9:57,13,Aleks Abrams missed Layup.,38,55
9:57,25,Ivan Rabb Block.,38,55
9:54,13,Aleks Abrams Offensive Rebound.,38,55
9:34,13,Aleks Abrams made Jumper.,40,55
9:30,25,Charlie Moore missed Three Point Jumper.,40,55
9:30,13,Taylor Sutlive Defensive Rebound.,40,55
9:20,13,Ridge Shipley made Jumper.,42,55
8:57,25,Jabari Bird made Three Point Jumper. Assisted by Grant Mullins.,42,58
8:46,25,Foul on Ivan Rabb.,42,58
8:46,13,Ridge Shipley made Free Throw.,43,58
8:46,13,Ridge Shipley made Free Throw.,44,58
8:30,25,Roger Moute A Bidias Turnover.,44,58
8:22,13,Ridge Shipley Turnover.,44,58
8:21,25,Kingsley Okoroh Steal.,44,58
8:08,25,Sam Singer missed Layup.,44,58
8:08,25,Jabari Bird Offensive Rebound.,44,58
8:04,25,Jabari Bird made Dunk.,44,60
7:54,13,Ridge Shipley missed Jumper.,44,60
7:54,25,Kingsley Okoroh Defensive Rebound.,44,60
7:33,25,Sam Singer missed Jumper.,44,60
7:33,13,Aleks Abrams Defensive Rebound.,44,60
7:25,13,Luke Meikle missed Three Point Jumper.,44,60
7:25,25,Kingsley Okoroh Defensive Rebound.,44,60
6:55,25,Roger Moute A Bidias made Three Point Jumper. Assisted by Grant Mullins.,44,63
6:26,13,Ridge Shipley missed Three Point Jumper.,44,63
6:26,13,Aleks Abrams Offensive Rebound.,44,63
6:21,13,Aleks Abrams made Layup.,46,63
6:20,13,Cal Poly  Timeout,46,63
6:03,13,Foul on Victor Joseph.,46,63
6:03,25,Charlie Moore made Free Throw.,46,64
6:03,25,Charlie Moore made Free Throw.,46,65
5:52,13,Hank Hollingsworth Turnover.,46,65
5:50,25,Stephen Domingo Steal.,46,65
5:40,25,Charlie Moore Turnover.,46,65
5:38,13,Victor Joseph Steal.,46,65
5:34,13,Hank Hollingsworth missed Dunk.,46,65
5:34,25,Stephen Domingo Defensive Rebound.,46,65
5:16,25,Jabari Bird made Three Point Jumper. Assisted by Charlie Moore.,46,68
4:51,13,Victor Joseph missed Jumper.,46,68
4:51,25,Kingsley Okoroh Defensive Rebound.,46,68
4:40,25,Kingsley Okoroh missed Jumper.,46,68
4:40,25,Nick Hamilton Offensive Rebound.,46,68
4:24,25,Stephen Domingo missed Three Point Jumper.,46,68
4:24,25,Jabari Bird Offensive Rebound.,46,68
4:19,25,Jabari Bird missed Two Point Tip Shot.,46,68
4:19,13,Victor Joseph Defensive Rebound.,46,68
4:14,25,Foul on Charlie Moore.,46,68
4:14,13,Hank Hollingsworth missed Free Throw.,46,68
4:14,13,Cal Poly Deadball Team Rebound.,46,68
4:14,13,Hank Hollingsworth missed Free Throw.,46,68
4:14,25,California Deadball Team Rebound.,46,68
3:54,25,Don Coleman missed Layup.,46,68
3:54,13,Hank Hollingsworth Block.,46,68
3:52,13,Hank Hollingsworth Defensive Rebound.,46,68
3:46,25,Foul on Stephen Domingo.,46,68
3:46,25,Official TV Timeout,46,68
3:46,13,Victor Joseph missed Free Throw.,46,68
3:46,13,Cal Poly Deadball Team Rebound.,46,68
3:46,13,Victor Joseph made Free Throw.,47,68
3:38,25,Charlie Moore made Three Point Jumper. Assisted by Stephen Domingo.,47,71
3:25,13,Victor Joseph made Jumper.,49,71
3:09,25,Charlie Moore missed Three Point Jumper.,49,71
3:09,13,Luke Meikle Defensive Rebound.,49,71
2:42,13,Ridge Shipley missed Jumper.,49,71
2:42,13,Luke Meikle Offensive Rebound.,49,71
2:38,13,Luke Meikle made Jumper.,51,71
2:27,25,Ivan Rabb made Dunk. Assisted by Don Coleman.,51,73
2:12,13,Ridge Shipley made Jumper.,53,73
2:12,25,Foul on Ivan Rabb.,53,73
2:12,13,Ridge Shipley missed Free Throw.,53,73
2:12,25,Kingsley Okoroh Defensive Rebound.,53,73
1:50,25,Grant Mullins made Three Point Jumper. Assisted by Stephen Domingo.,53,76
1:39,13,Ridge Shipley Turnover.,53,76
1:35,25,Charlie Moore made Layup.,53,78
1:23,13,Trevor John missed Three Point Jumper.,53,78
1:23,25,Don Coleman Defensive Rebound.,53,78
1:12,25,California  Timeout,53,78
0:53,25,Roman Davis made Layup.,53,80
0:53,13,Foul on Hank Hollingsworth.,53,80
0:53,25,Roman Davis missed Free Throw.,53,80
0:53,13,Alec Raven Defensive Rebound.,53,80
0:43,25,Foul on Cole Welle.,53,80
0:43,13,Ridge Shipley missed Free Throw.,53,80
0:43,13,Cal Poly Deadball Team Rebound.,53,80
0:43,13,Ridge Shipley made Free Throw.,54,80
0:42,13,Foul on Trevor John.,54,80
0:42,25,Don Coleman made Free Throw.,54,81
0:42,25,Don Coleman missed Free Throw.,54,81
0:42,13,Aleks Abrams Defensive Rebound.,54,81
0:16,13,Donovan Fields missed Jumper.,54,81
0:16,13,Aleks Abrams Offensive Rebound.,54,81
0:14,13,Aleks Abrams missed Jumper.,54,81
0:14,25,Cole Welle Block.,54,81
0:12,13,Aleks Abrams Offensive Rebound.,54,81
0:12,25,Foul on Nick Hamilton.,54,81
0:12,13,Aleks Abrams missed Free Throw.,54,81
0:12,13,Cal Poly Deadball Team Rebound.,54,81
0:12,13,Aleks Abrams made Free Throw.,55,81
0:00,25,End of Game,55,81
