Kansas State,36,Colorado State,2306
2:59,2306,Kamau Stokes missed Layup.,37,34
2:59,36,Prentiss Nixon Block.,37,34
2:59,2306,Kamau Stokes Offensive Rebound.,37,34
2:59,36,Official TV Timeout,37,34
2:45,2306,Dean Wade made Layup.,39,34
2:22,36,Braden Koelliker missed Three Point Jumper.,39,34
2:22,36,Braden Koelliker Offensive Rebound.,39,34
2:18,36,Braden Koelliker missed Layup.,39,34
2:18,36,Emmanuel Omogbo Offensive Rebound.,39,34
2:14,36,J.D. Paige Turnover.,39,34
2:13,2306,Xavier Sneed Steal.,39,34
2:12,2306,Xavier Sneed made Layup.,41,34
1:46,36,Prentiss Nixon missed Three Point Jumper.,41,34
1:46,2306,Dean Wade Defensive Rebound.,41,34
1:32,2306,Brian Patrick missed Three Point Jumper.,41,34
1:32,36,Prentiss Nixon Defensive Rebound.,41,34
1:24,2306,Foul on Xavier Sneed.,41,34
1:16,36,Che Bob missed Layup.,41,34
1:16,36,Colorado St Offensive Rebound.,41,34
0:48,36,J.D. Paige missed Jumper.,41,34
0:48,2306,Dean Wade Block.,41,34
0:45,2306,Carlbe Ervin II Defensive Rebound.,41,34
0:44,2306,Barry Brown made Layup. Assisted by Carlbe Ervin II.,43,34
0:44,36,Foul on Prentiss Nixon.,43,34
0:44,2306,Barry Brown made Free Throw.,44,34
0:32,2306,Foul on Barry Brown.,44,34
0:32,36,Prentiss Nixon made Free Throw.,44,35
0:32,36,Prentiss Nixon made Free Throw.,44,36
0:06,2306,Dean Wade missed Jumper.,44,36
0:05,36,Che Bob Block.,44,36
0:05,36,Che Bob Defensive Rebound.,44,36
0:03,2306,Foul on Austin Budke.,44,36
0:03,36,Che Bob made Free Throw.,44,37
0:02,36,Che Bob missed Free Throw.,44,37
0:01,2306,Carlbe Ervin II Defensive Rebound.,44,37
0:00,36,End of 1st half,44,37
19:47,36,Gian Clavell missed Three Point Jumper.,44,37
19:47,2306,Kamau Stokes Defensive Rebound.,44,37
19:29,2306,Kamau Stokes made Three Point Jumper. Assisted by Wesley Iwundu.,47,37
19:12,36,Emmanuel Omogbo made Layup. Assisted by Nico Carvacho.,47,39
18:42,2306,Dean Wade made Three Point Jumper. Assisted by Kamau Stokes.,50,39
18:14,36,Gian Clavell made Jumper.,50,41
17:52,2306,Wesley Iwundu missed Three Point Jumper.,50,41
17:52,2306,Kansas St Offensive Rebound.,50,41
17:41,2306,Dean Wade missed Three Point Jumper.,50,41
17:41,36,Gian Clavell Defensive Rebound.,50,41
17:32,36,Prentiss Nixon missed Three Point Jumper.,50,41
17:32,36,Emmanuel Omogbo Offensive Rebound.,50,41
17:24,36,Gian Clavell missed Three Point Jumper.,50,41
17:24,2306,Dean Wade Defensive Rebound.,50,41
17:05,2306,Barry Brown missed Layup.,50,41
17:05,36,Emmanuel Omogbo Block.,50,41
17:03,2306,Barry Brown Offensive Rebound.,50,41
17:01,2306,Dean Wade made Layup. Assisted by Barry Brown.,52,41
17:01,36,Foul on Nico Carvacho.,52,41
17:01,2306,Dean Wade made Free Throw.,53,41
16:40,36,Devocio Butler missed Layup.,53,41
16:40,2306,Dean Wade Block.,53,41
16:38,2306,Dean Wade Defensive Rebound.,53,41
16:22,2306,Kamau Stokes missed Layup.,53,41
16:22,2306,D.J. Johnson Offensive Rebound.,53,41
15:58,2306,Kamau Stokes missed Jumper.,53,41
15:58,2306,D.J. Johnson Offensive Rebound.,53,41
15:55,2306,D.J. Johnson made Dunk.,55,41
15:34,36,Prentiss Nixon missed Jumper.,55,41
15:34,2306,Kamau Stokes Defensive Rebound.,55,41
15:27,36,Foul on Prentiss Nixon.,55,41
15:27,36,Official TV Timeout,55,41
15:05,2306,Kamau Stokes made Three Point Jumper. Assisted by Dean Wade.,58,41
14:37,36,Kimani Jackson missed Jumper.,58,41
14:37,36,Emmanuel Omogbo Offensive Rebound.,58,41
14:30,36,Prentiss Nixon made Three Point Jumper. Assisted by Gian Clavell.,58,44
14:17,2306,D.J. Johnson made Layup. Assisted by Kamau Stokes.,60,44
14:17,36,Foul on Gian Clavell.,60,44
14:17,2306,D.J. Johnson missed Free Throw.,60,44
14:17,36,Emmanuel Omogbo Defensive Rebound.,60,44
14:04,2306,Foul on Dean Wade.,60,44
14:04,36,Emmanuel Omogbo missed Free Throw.,60,44
14:04,36,Colorado St Deadball Team Rebound.,60,44
14:04,36,Emmanuel Omogbo made Free Throw.,60,45
13:39,2306,Wesley Iwundu Turnover.,60,45
13:36,36,Gian Clavell Steal.,60,45
13:35,36,Gian Clavell made Layup.,60,47
13:12,2306,Barry Brown missed Jumper.,60,47
13:12,2306,D.J. Johnson Offensive Rebound.,60,47
12:58,2306,D.J. Johnson missed Layup.,60,47
12:58,36,Emmanuel Omogbo Block.,60,47
12:56,2306,D.J. Johnson Offensive Rebound.,60,47
12:53,2306,D.J. Johnson made Layup.,62,47
12:35,36,Emmanuel Omogbo Turnover.,62,47
12:15,36,Foul on Che Bob.,62,47
12:15,2306,D.J. Johnson made Free Throw.,63,47
12:15,2306,D.J. Johnson made Free Throw.,64,47
12:07,36,Che Bob Turnover.,64,47
12:06,2306,Xavier Sneed Steal.,64,47
12:03,2306,Kamau Stokes made Layup.,66,47
12:03,36,Colorado St  Timeout,66,47
12:03,36,Official TV Timeout,66,47
11:46,36,Emmanuel Omogbo made Layup.,66,49
11:22,2306,Barry Brown missed Three Point Jumper.,66,49
11:22,2306,Xavier Sneed Offensive Rebound.,66,49
11:01,2306,Xavier Sneed made Jumper.,68,49
10:36,36,Prentiss Nixon missed Layup.,68,49
10:36,36,Emmanuel Omogbo Offensive Rebound.,68,49
10:35,2306,Foul on Xavier Sneed.,68,49
10:35,36,Official TV Timeout,68,49
10:26,2306,Foul on D.J. Johnson.,68,49
10:26,36,Emmanuel Omogbo made Free Throw.,68,50
10:26,36,Emmanuel Omogbo made Free Throw.,68,51
10:17,2306,Kamau Stokes Turnover.,68,51
10:09,36,Prentiss Nixon Turnover.,68,51
10:08,2306,D.J. Johnson Steal.,68,51
9:56,2306,Kamau Stokes missed Jumper.,68,51
9:56,36,Che Bob Defensive Rebound.,68,51
9:52,36,Che Bob Turnover.,68,51
9:35,2306,Xavier Sneed missed Three Point Jumper.,68,51
9:35,2306,D.J. Johnson Offensive Rebound.,68,51
9:33,2306,D.J. Johnson made Two Point Tip Shot.,70,51
9:33,36,Foul on Che Bob.,70,51
9:29,2306,D.J. Johnson made Free Throw.,71,51
9:23,2306,Foul on Wesley Iwundu.,71,51
9:16,2306,Foul on Xavier Sneed.,71,51
9:16,36,Prentiss Nixon made Free Throw.,71,52
9:16,36,Prentiss Nixon made Free Throw.,71,53
8:59,2306,Austin Budke missed Three Point Jumper.,71,53
8:59,2306,Dean Wade Offensive Rebound.,71,53
8:34,2306,Barry Brown missed Layup.,71,53
8:34,36,Che Bob Defensive Rebound.,71,53
8:31,36,J.D. Paige Turnover.,71,53
8:26,2306,Xavier Sneed Steal.,71,53
8:00,2306,Wesley Iwundu made Layup.,73,53
7:46,36,Emmanuel Omogbo missed Three Point Jumper.,73,53
7:46,2306,Barry Brown Defensive Rebound.,73,53
7:38,2306,Xavier Sneed missed Three Point Jumper.,73,53
7:38,2306,Austin Budke Offensive Rebound.,73,53
7:34,36,Foul on Che Bob.,73,53
7:34,36,Official TV Timeout,73,53
7:34,2306,Austin Budke missed Free Throw.,73,53
7:34,2306,Kansas St Deadball Team Rebound.,73,53
7:34,2306,Austin Budke made Free Throw.,74,53
7:22,36,Gian Clavell made Layup.,74,55
7:05,36,Foul on J.D. Paige.,74,55
7:05,2306,Wesley Iwundu made Free Throw.,75,55
7:05,2306,Wesley Iwundu made Free Throw.,76,55
6:53,36,Gian Clavell missed Layup.,76,55
6:53,36,Emmanuel Omogbo Offensive Rebound.,76,55
6:48,36,Emmanuel Omogbo missed Jumper.,76,55
6:48,2306,Wesley Iwundu Defensive Rebound.,76,55
6:31,2306,Barry Brown Turnover.,76,55
6:13,36,J.D. Paige missed Layup.,76,55
6:13,2306,Dean Wade Defensive Rebound.,76,55
6:07,2306,Foul on D.J. Johnson.,76,55
6:07,2306,D.J. Johnson Turnover.,76,55
6:01,36,J.D. Paige missed Layup.,76,55
6:01,2306,Wesley Iwundu Defensive Rebound.,76,55
5:52,36,Foul on Braden Koelliker.,76,55
5:52,2306,Wesley Iwundu made Free Throw.,77,55
5:52,2306,Wesley Iwundu made Free Throw.,78,55
5:45,2306,Foul on Kamau Stokes.,78,55
5:45,36,Prentiss Nixon made Free Throw.,78,56
5:45,36,Prentiss Nixon made Free Throw.,78,57
5:45,2306,Wesley Iwundu Turnover.,78,57
5:45,36,Emmanuel Omogbo Steal.,78,57
5:41,2306,Foul on Dean Wade.,78,57
5:41,36,Emmanuel Omogbo missed Free Throw.,78,57
5:41,2306,Dean Wade Defensive Rebound.,78,57
5:17,2306,Barry Brown made Jumper.,80,57
4:53,36,Prentiss Nixon made Three Point Jumper. Assisted by Braden Koelliker.,80,60
4:21,2306,Austin Budke missed Three Point Jumper.,80,60
4:21,36,Emmanuel Omogbo Defensive Rebound.,80,60
4:10,2306,Foul on Kamau Stokes.,80,60
4:10,36,Prentiss Nixon made Free Throw.,80,61
4:10,36,Prentiss Nixon made Free Throw.,80,62
3:56,2306,Wesley Iwundu missed Layup.,80,62
3:56,36,J.D. Paige Block.,80,62
3:56,2306,Kansas St Offensive Rebound.,80,62
3:56,36,Official TV Timeout,80,62
3:42,2306,Barry Brown made Jumper.,82,62
3:33,36,Prentiss Nixon made Jumper.,82,64
3:01,2306,Kamau Stokes missed Three Point Jumper.,82,64
3:01,36,Prentiss Nixon Defensive Rebound.,82,64
2:53,36,Prentiss Nixon made Three Point Jumper.,82,67
2:19,2306,D.J. Johnson missed Jumper.,82,67
2:19,36,Emmanuel Omogbo Defensive Rebound.,82,67
2:10,2306,Foul on Wesley Iwundu.,82,67
2:10,36,Emmanuel Omogbo missed Free Throw.,82,67
2:10,36,Colorado St Deadball Team Rebound.,82,67
2:10,36,Emmanuel Omogbo missed Free Throw.,82,67
2:10,36,Gian Clavell Offensive Rebound.,82,67
2:02,36,Prentiss Nixon missed Three Point Jumper.,82,67
2:02,36,Emmanuel Omogbo Offensive Rebound.,82,67
1:58,2306,Foul on D.J. Johnson.,82,67
1:58,2306,Kansas St  Timeout,82,67
1:58,36,Emmanuel Omogbo missed Free Throw.,82,67
1:58,36,Colorado St Deadball Team Rebound.,82,67
1:58,36,Emmanuel Omogbo made Free Throw.,82,68
1:50,36,Foul on Prentiss Nixon.,82,68
1:50,2306,Kamau Stokes made Free Throw.,83,68
1:50,2306,Kamau Stokes made Free Throw.,84,68
1:47,36,J.D. Paige Turnover.,84,68
1:46,2306,Barry Brown Steal.,84,68
1:20,2306,Dean Wade made Layup. Assisted by Barry Brown.,86,68
1:06,36,Devocio Butler missed Layup.,86,68
1:06,2306,Wesley Iwundu Defensive Rebound.,86,68
0:42,2306,Kansas St  Timeout,86,68
0:40,2306,Pierson McAtee made Three Point Jumper. Assisted by Zach Winter.,89,68
0:28,36,J.D. Paige missed Three Point Jumper.,89,68
0:28,36,Braden Koelliker Offensive Rebound.,89,68
0:25,2306,Foul on Pierson McAtee.,89,68
0:25,36,Braden Koelliker made Free Throw.,89,69
0:25,36,Braden Koelliker made Free Throw.,89,70
0:00,36,End of Game,89,70
