Mississippi Valley State,2253,Grand Canyon,2400
13:40,2400,Jamal Watson Offensive Rebound.,36,53
13:36,2253,Foul on Kerwin Smith.,36,53
13:36,2400,Jamal Watson made Free Throw.,37,53
13:36,2400,Jamal Watson missed Free Throw.,37,53
13:36,2253,Grand Canyon Defensive Rebound.,37,53
13:20,2253,DeWayne Russell made Three Point Jumper. Assisted by Gerard Martin.,37,56
13:12,2400,Darrell Riley missed Jumper.,37,56
13:12,2253,Gerard Martin Defensive Rebound.,37,56
13:00,2253,Gerard Martin made Layup. Assisted by Shaq Carr.,37,58
12:24,2400,Kylan Phillips missed Three Point Jumper.,37,58
12:24,2253,Kerwin Smith Defensive Rebound.,37,58
12:22,2400,Foul on Jamal Watson.,37,58
12:13,2253,Oscar Frayer missed Three Point Jumper.,37,58
12:13,2400,Isaac Williams Defensive Rebound.,37,58
11:54,2400,Jevon Smith missed Jumper.,37,58
11:54,2253,Gerard Martin Defensive Rebound.,37,58
11:47,2253,Kerwin Smith made Layup. Assisted by DeWayne Russell.,37,60
11:47,2400,Foul on Isaac Williams.,37,60
11:47,2253,Official TV Timeout,37,60
11:47,2253,Kerwin Smith made Free Throw.,37,61
11:33,2253,Foul on Kerwin Smith.,37,61
11:33,2400,Isaac Williams made Free Throw.,38,61
11:33,2400,Isaac Williams made Free Throw.,39,61
11:23,2253,Shaq Carr Turnover.,39,61
11:08,2400,Isaac Williams Turnover.,39,61
11:06,2253,Gerard Martin Steal.,39,61
11:05,2253,Shaq Carr Turnover.,39,61
10:48,2400,Jamal Watson made Layup.,41,61
10:24,2400,Foul on Jamal Watson.,41,61
10:24,2253,Kerwin Smith made Free Throw.,41,62
10:24,2253,Kerwin Smith missed Free Throw.,41,62
10:24,2400,Ta'Jay Henry Defensive Rebound.,41,62
9:59,2253,Foul on Gerard Martin.,41,62
9:59,2400,Ta'Jay Henry missed Free Throw.,41,62
9:59,2400,Miss. Valley St Deadball Team Rebound.,41,62
9:59,2400,Ta'Jay Henry made Free Throw.,42,62
9:54,2253,Oscar Frayer made Dunk. Assisted by Shaq Carr.,42,64
9:48,2400,Rashaan Surles missed Jumper.,42,64
9:48,2253,Oscar Frayer Defensive Rebound.,42,64
9:38,2253,Shaq Carr Turnover.,42,64
9:28,2400,Isaac Williams made Layup. Assisted by Ta'Jay Henry.,44,64
9:12,2253,DeWayne Russell made Three Point Jumper. Assisted by Gerard Martin.,44,67
8:43,2400,Ta'Jay Henry made Layup.,46,67
8:30,2253,Oscar Frayer missed Three Point Jumper.,46,67
8:30,2400,Jamal Watson Defensive Rebound.,46,67
8:20,2400,Rashaan Surles missed Three Point Jumper.,46,67
8:20,2400,Isaac Williams Offensive Rebound.,46,67
8:14,2400,Isaac Williams made Jumper.,48,67
7:52,2253,Foul on Kerwin Smith.,48,67
7:52,2253,Kerwin Smith Turnover.,48,67
7:52,2253,Official TV Timeout,48,67
7:38,2400,Isaac Williams missed Layup.,48,67
7:38,2253,Oscar Frayer Defensive Rebound.,48,67
7:36,2400,Foul on Amos Given.,48,67
7:36,2253,Oscar Frayer missed Free Throw.,48,67
7:36,2400,Isaac Williams Defensive Rebound.,48,67
7:25,2400,Ta'Jay Henry missed Layup.,48,67
7:25,2400,Amos Given Offensive Rebound.,48,67
7:21,2400,Amos Given missed Layup.,48,67
7:21,2400,Ta'Jay Henry Offensive Rebound.,48,67
7:19,2400,Ta'Jay Henry made Layup.,50,67
7:00,2253,Gerard Martin Turnover.,50,67
6:58,2400,Ta'Jay Henry Steal.,50,67
6:34,2400,Ta'Jay Henry made Layup.,52,67
6:11,2253,DeWayne Russell made Layup.,52,69
5:55,2400,Isaac Williams missed Jumper.,52,69
5:55,2253,Oscar Frayer Defensive Rebound.,52,69
5:41,2253,DeWayne Russell missed Three Point Jumper.,52,69
5:41,2400,Ta'Jay Henry Defensive Rebound.,52,69
5:33,2400,Jamal Watson Turnover.,52,69
5:32,2253,DeWayne Russell Steal.,52,69
5:28,2253,Gerard Martin missed Three Point Jumper.,52,69
5:28,2400,Rashaan Surles Defensive Rebound.,52,69
5:21,2400,Rashaan Surles made Layup.,54,69
5:16,2400,Miss. Valley St  Timeout,54,69
5:00,2253,Gerard Martin missed Three Point Jumper.,54,69
5:00,2400,Ta'Jay Henry Defensive Rebound.,54,69
4:50,2400,Foul on Ta'Jay Henry.,54,69
4:50,2400,Ta'Jay Henry Turnover.,54,69
4:29,2253,Keonta Vernon missed Layup.,54,69
4:29,2400,Rashaan Surles Block.,54,69
4:27,2253,Keonta Vernon Offensive Rebound.,54,69
4:22,2253,Keonta Vernon missed Layup.,54,69
4:22,2400,Kylan Phillips Defensive Rebound.,54,69
4:19,2400,Kylan Phillips missed Layup.,54,69
4:19,2400,Ta'Jay Henry Offensive Rebound.,54,69
4:17,2400,Ta'Jay Henry made Layup.,56,69
3:58,2400,Foul on Kylan Phillips.,56,69
3:58,2253,Official TV Timeout,56,69
3:58,2253,DeWayne Russell made Free Throw.,56,70
3:58,2253,DeWayne Russell missed Free Throw.,56,70
3:58,2400,Ta'Jay Henry Defensive Rebound.,56,70
3:35,2400,Ta'Jay Henry missed Layup.,56,70
3:35,2253,Gerard Martin Block.,56,70
3:33,2253,Fiifi Aidoo Defensive Rebound.,56,70
3:09,2253,DeWayne Russell missed Jumper.,56,70
3:09,2253,Gerard Martin Offensive Rebound.,56,70
2:40,2253,Oscar Frayer missed Three Point Jumper.,56,70
2:40,2400,Jamal Watson Defensive Rebound.,56,70
2:16,2400,Isaac Williams made Three Point Jumper.,59,70
1:51,2253,DeWayne Russell missed Layup.,59,70
1:51,2253,Keonta Vernon Offensive Rebound.,59,70
1:47,2253,Keonta Vernon made Dunk.,59,72
1:33,2400,Isaac Williams made Three Point Jumper.,62,72
1:03,2253,Fiifi Aidoo missed Three Point Jumper.,62,72
1:03,2400,Miss. Valley St Defensive Rebound.,62,72
0:51,2400,Isaac Williams missed Three Point Jumper.,62,72
0:51,2400,Amos Given Offensive Rebound.,62,72
0:48,2253,Foul on DeWayne Russell.,62,72
0:48,2400,Amos Given missed Free Throw.,62,72
0:46,2253,Grand Canyon Defensive Rebound.,62,72
0:20,2253,Oscar Frayer missed Jumper.,62,72
0:20,2400,Jamal Watson Defensive Rebound.,62,72
0:13,2400,Amos Given missed Layup.,62,72
0:13,2253,Fiifi Aidoo Defensive Rebound.,62,72
0:00,2253,End of Game,62,72
