Fort Hays State,38,Colorado,2231
14:43,-1,Hadley Gillum made Jumper.,2,10
14:27,38,Wesley Gordon Turnover.,2,10
14:26,-1,Hadley Gillum Steal.,2,10
14:18,38,Foul on Derrick White.,2,10
14:12,-1,Rob Davis missed Jumper.,2,10
14:12,38,Wesley Gordon Defensive Rebound.,2,10
13:58,-1,Foul on Kyler Kinnamon.,2,10
13:58,38,Derrick White made Free Throw.,2,11
13:58,38,Derrick White made Free Throw.,2,12
13:46,-1,Hadley Gillum Turnover.,2,12
13:46,38,George King Steal.,2,12
13:42,38,George King missed Layup.,2,12
13:42,-1,Hadley Gillum Defensive Rebound.,2,12
13:34,-1,Lake Reed missed Layup.,2,12
13:34,38,Lucas Siewert Defensive Rebound.,2,12
13:28,38,Derrick White missed Three Point Jumper.,2,12
13:28,38,Wesley Gordon Offensive Rebound.,2,12
13:20,-1,Foul on Rob Davis.,2,12
13:20,38,Derrick White made Free Throw.,2,13
13:20,38,Derrick White made Free Throw.,2,14
13:04,-1,Hadley Gillum missed Jumper.,2,14
13:04,38,Tory Miller Defensive Rebound.,2,14
12:53,38,Lucas Siewert made Layup. Assisted by Derrick White.,2,16
12:37,-1,Kyler Kinnamon missed Three Point Jumper.,2,16
12:37,38,Derrick White Defensive Rebound.,2,16
12:20,-1,Foul on Lake Reed.,2,16
12:20,38,Derrick White made Free Throw.,2,17
12:20,38,Derrick White made Free Throw.,2,18
12:12,-1,Kyler Kinnamon Turnover.,2,18
12:11,38,Thomas Akyazili Steal.,2,18
12:09,38,Lucas Siewert Turnover.,2,18
12:08,-1,Kyler Kinnamon Steal.,2,18
12:07,38,Foul on Tory Miller.,2,18
12:07,-1,Kyler Kinnamon made Free Throw.,3,18
12:07,-1,Kyler Kinnamon missed Free Throw.,3,18
12:07,-1,Brady Werth Offensive Rebound.,3,18
12:03,-1,Brady Werth missed Layup.,3,18
12:03,38,Lucas Siewert Defensive Rebound.,3,18
11:57,-1,Foul on Kyler Kinnamon.,3,18
11:57,38,Official TV Timeout,3,18
11:57,38,Thomas Akyazili missed Free Throw.,3,18
11:57,-1,JaQuan Smith Defensive Rebound.,3,18
11:27,-1,Trey O'Neil made Three Point Jumper. Assisted by Kyler Kinnamon.,6,18
11:10,-1,Foul on Trey O'Neil.,6,18
11:10,38,Thomas Akyazili missed Free Throw.,6,18
11:10,-1,JaQuan Smith Defensive Rebound.,6,18
10:56,-1,JaQuan Smith Turnover.,6,18
10:50,38,George King missed Three Point Jumper.,6,18
10:50,-1,Trey O'Neil Defensive Rebound.,6,18
10:33,-1,Trey O'Neil missed Three Point Jumper.,6,18
10:33,-1,Brady Werth Offensive Rebound.,6,18
10:26,38,Foul on George King.,6,18
10:26,-1,Grant Holmes made Free Throw.,7,18
10:26,-1,Grant Holmes made Free Throw.,8,18
10:04,-1,Foul on Grant Holmes.,8,18
10:04,38,George King made Free Throw.,8,19
10:04,38,George King made Free Throw.,8,20
9:56,-1,Kyler Kinnamon Turnover.,8,20
9:54,38,Thomas Akyazili Steal.,8,20
9:47,38,Xavier Johnson made Jumper. Assisted by Bryce Peters.,8,22
9:24,-1,Rob Davis missed Three Point Jumper.,8,22
9:24,38,George King Defensive Rebound.,8,22
9:14,-1,Foul on Rob Davis.,8,22
9:14,38,Tory Miller missed Free Throw.,8,22
9:14,38,Colorado Deadball Team Rebound.,8,22
9:14,38,Tory Miller made Free Throw.,8,23
8:56,-1,Hadley Gillum made Three Point Jumper. Assisted by Grant Holmes.,11,23
8:34,38,Xavier Johnson missed Three Point Jumper.,11,23
8:34,-1,Brady Werth Defensive Rebound.,11,23
8:30,-1,Brady Werth Turnover.,11,23
8:20,38,Xavier Johnson Turnover.,11,23
8:06,-1,Hadley Gillum made Jumper.,13,23
7:56,38,Xavier Johnson made Layup. Assisted by Josh Fortune.,13,25
7:33,-1,Aaron Nicholson missed Three Point Jumper.,13,25
7:33,38,Wesley Gordon Defensive Rebound.,13,25
7:25,38,Derrick White missed Jumper.,13,25
7:19,-1,Hadley Gillum Block.,13,25
7:19,-1,Kyler Kinnamon Defensive Rebound.,13,25
7:10,-1,Brady Werth made Jumper. Assisted by Hadley Gillum.,15,25
6:52,38,Josh Fortune made Three Point Jumper. Assisted by Derrick White.,15,28
6:31,-1,Hadley Gillum missed Layup.,15,28
6:31,38,Xavier Johnson Defensive Rebound.,15,28
6:18,38,Josh Fortune missed Three Point Jumper.,15,28
6:18,-1,Grant Holmes Defensive Rebound.,15,28
6:04,-1,Grant Holmes Turnover.,15,28
6:03,38,Josh Fortune Steal.,15,28
6:00,38,Josh Fortune made Dunk.,15,30
6:00,38,Official TV Timeout,15,30
5:48,-1,Aaron Nicholson missed Three Point Jumper.,15,30
5:48,38,Josh Fortune Defensive Rebound.,15,30
5:25,38,Derrick White missed Three Point Jumper.,15,30
5:25,-1,JaQuan Smith Defensive Rebound.,15,30
5:15,-1,Trey O'Neil made Three Point Jumper. Assisted by JaQuan Smith.,18,30
4:45,38,Josh Fortune made Jumper. Assisted by Deleon Brown.,18,32
4:20,-1,JaQuan Smith missed Jumper.,18,32
4:20,38,Wesley Gordon Defensive Rebound.,18,32
4:08,38,Lucas Siewert missed Three Point Jumper.,18,32
4:08,-1,Emir Sabic Defensive Rebound.,18,32
3:55,-1,Emir Sabic missed Three Point Jumper.,18,32
3:55,38,Deleon Brown Defensive Rebound.,18,32
3:47,38,Deleon Brown Turnover.,18,32
3:43,-1,Payton Stephens Steal.,18,32
3:27,-1,Emir Sabic Turnover.,18,32
3:26,38,Deleon Brown Steal.,18,32
3:25,-1,Foul on Emir Sabic.,18,32
3:25,38,Official TV Timeout,18,32
3:25,38,Deleon Brown made Free Throw.,18,33
3:25,38,Deleon Brown made Free Throw.,18,34
3:12,38,Thomas Akyazili Turnover.,18,34
3:11,-1,Aaron Nicholson Steal.,18,34
3:09,38,Foul on Thomas Akyazili.,18,34
2:51,-1,Trey O'Neil missed Three Point Jumper.,18,34
2:51,38,Deleon Brown Defensive Rebound.,18,34
2:35,38,Bryce Peters Turnover.,18,34
2:22,-1,Lake Reed missed Three Point Jumper.,18,34
2:22,-1,Drew Kite Offensive Rebound.,18,34
2:18,-1,Trey O'Neil made Jumper.,20,34
1:54,38,Tory Miller missed Layup.,20,34
1:54,-1,Drew Kite Block.,20,34
1:52,-1,Fort Hays St Defensive Rebound.,20,34
1:27,38,Foul on Thomas Akyazili.,20,34
1:27,-1,Grant Holmes made Free Throw.,21,34
1:27,-1,Grant Holmes made Free Throw.,22,34
1:09,38,Deleon Brown made Three Point Jumper. Assisted by Derrick White.,22,37
0:51,-1,Payton Stephens missed Three Point Jumper.,22,37
0:51,38,Xavier Johnson Defensive Rebound.,22,37
0:29,38,Tory Miller made Dunk. Assisted by Deleon Brown.,22,39
0:04,-1,Lake Reed missed Jumper.,22,39
0:04,38,Deleon Brown Defensive Rebound.,22,39
0:00,38,End of 1st half,22,39
19:34,38,Josh Fortune made Three Point Jumper. Assisted by George King.,22,42
19:06,-1,Hadley Gillum missed Jumper.,22,42
19:06,38,Derrick White Defensive Rebound.,22,42
18:45,-1,Foul on Hadley Gillum.,22,42
18:45,38,Xavier Johnson missed Free Throw.,22,42
18:45,38,Colorado Deadball Team Rebound.,22,42
18:45,38,Xavier Johnson made Free Throw.,22,43
18:20,-1,Hadley Gillum made Jumper.,24,43
18:10,38,Xavier Johnson missed Layup.,24,43
18:10,-1,Hadley Gillum Defensive Rebound.,24,43
17:59,38,Foul on Wesley Gordon.,24,43
17:49,-1,JaQuan Smith made Jumper.,26,43
17:36,38,Xavier Johnson missed Layup.,26,43
17:36,-1,Rob Davis Defensive Rebound.,26,43
17:25,-1,Rob Davis made Three Point Jumper. Assisted by Kyler Kinnamon.,29,43
17:07,-1,Foul on JaQuan Smith.,29,43
17:07,38,Xavier Johnson made Free Throw.,29,44
17:07,38,Xavier Johnson made Free Throw.,29,45
16:59,-1,Rob Davis missed Jumper.,29,45
16:59,-1,Rob Davis Offensive Rebound.,29,45
16:51,-1,Rob Davis made Three Point Jumper. Assisted by Kyler Kinnamon.,32,45
16:23,38,George King missed Jumper.,32,45
16:23,-1,JaQuan Smith Defensive Rebound.,32,45
16:14,38,Foul on Josh Fortune.,32,45
16:13,-1,Rob Davis missed Jumper.,32,45
16:13,-1,Rob Davis Offensive Rebound.,32,45
16:09,-1,Kyler Kinnamon missed Three Point Jumper.,32,45
16:09,38,Wesley Gordon Defensive Rebound.,32,45
16:00,38,Xavier Johnson made Layup. Assisted by Derrick White.,32,47
15:57,38,Official TV Timeout,32,47
15:41,-1,Rob Davis made Layup. Assisted by Brady Werth.,34,47
15:35,38,Deleon Brown missed Three Point Jumper.,34,47
15:35,-1,JaQuan Smith Defensive Rebound.,34,47
15:26,-1,Rob Davis made Three Point Jumper. Assisted by Trey O'Neil.,37,47
15:05,38,Lucas Siewert missed Three Point Jumper.,37,47
15:05,-1,Trey O'Neil Defensive Rebound.,37,47
15:03,38,Foul on George King.,37,47
14:46,-1,Hadley Gillum made Layup.,39,47
14:32,-1,Foul on Brady Werth.,39,47
14:26,38,Deleon Brown made Three Point Jumper. Assisted by Derrick White.,39,50
13:55,-1,Trey O'Neil missed Three Point Jumper.,39,50
13:55,38,George King Defensive Rebound.,39,50
13:31,38,Deleon Brown made Layup.,39,52
13:11,-1,Hadley Gillum made Jumper.,41,52
12:58,38,George King missed Three Point Jumper.,41,52
12:58,38,Lucas Siewert Offensive Rebound.,41,52
12:30,38,Thomas Akyazili missed Layup.,41,52
12:30,38,Thomas Akyazili Offensive Rebound.,41,52
12:20,-1,Foul on Brady Werth.,41,52
12:20,38,Tory Miller made Free Throw.,41,53
12:20,38,Tory Miller made Free Throw.,41,54
12:00,-1,Lake Reed Turnover.,41,54
11:58,38,Derrick White Steal.,41,54
11:56,-1,Foul on Lake Reed.,41,54
11:56,38,Official TV Timeout,41,54
11:56,38,Deleon Brown made Free Throw.,41,55
11:56,38,Deleon Brown made Free Throw.,41,56
11:49,-1,Drew Kite Turnover.,41,56
11:48,38,Deleon Brown Steal.,41,56
11:45,38,Deleon Brown Turnover.,41,56
11:45,-1,Lake Reed Steal.,41,56
11:41,-1,JaQuan Smith missed Dunk.,41,56
11:41,38,Lucas Siewert Defensive Rebound.,41,56
11:31,38,Deleon Brown made Three Point Jumper. Assisted by Tory Miller.,41,59
11:10,-1,Rob Davis made Three Point Jumper. Assisted by Lake Reed.,44,59
10:50,38,Tory Miller made Jumper.,44,61
10:24,-1,JaQuan Smith missed Layup.,44,61
10:24,38,Tory Miller Defensive Rebound.,44,61
10:24,-1,Foul on Drew Kite.,44,61
10:04,38,Tory Miller Turnover.,44,61
10:03,-1,Grant Holmes Steal.,44,61
9:58,-1,Rob Davis made Three Point Jumper.,47,61
9:45,38,Bryce Peters Turnover.,47,61
9:34,-1,Rob Davis missed Three Point Jumper.,47,61
9:34,38,Colorado Defensive Rebound.,47,61
9:21,38,Xavier Johnson made Layup. Assisted by Thomas Akyazili.,47,63
9:20,-1,Foul on Payton Stephens.,47,63
9:20,38,Xavier Johnson made Free Throw.,47,64
9:05,-1,Rob Davis made Jumper.,49,64
8:35,-1,Foul on Drew Kite.,49,64
8:35,38,Wesley Gordon made Free Throw.,49,65
8:35,38,Wesley Gordon made Free Throw.,49,66
8:19,-1,Aaron Nicholson missed Three Point Jumper.,49,66
8:19,-1,Payton Stephens Offensive Rebound.,49,66
8:16,38,Foul on Wesley Gordon.,49,66
8:16,-1,Payton Stephens made Free Throw.,50,66
8:16,-1,Payton Stephens made Free Throw.,51,66
7:52,38,Wesley Gordon Turnover.,51,66
7:51,-1,Payton Stephens Steal.,51,66
7:47,-1,Hadley Gillum made Layup. Assisted by Emir Sabic.,53,66
7:47,38,Foul on Xavier Johnson.,53,66
7:47,38,Official TV Timeout,53,66
7:47,-1,Hadley Gillum missed Free Throw.,53,66
7:47,38,Xavier Johnson Defensive Rebound.,53,66
7:32,-1,Foul on Payton Stephens.,53,66
7:32,38,Xavier Johnson missed Free Throw.,53,66
7:32,38,Colorado Deadball Team Rebound.,53,66
7:32,38,Xavier Johnson made Free Throw.,53,67
7:22,-1,Rob Davis made Three Point Jumper. Assisted by Aaron Nicholson.,56,67
7:04,38,Wesley Gordon made Layup.,56,69
6:50,-1,Payton Stephens Turnover.,56,69
6:50,-1,Foul on Payton Stephens.,56,69
6:41,38,Wesley Gordon Turnover.,56,69
6:41,38,Foul on Wesley Gordon.,56,69
6:28,38,Foul on Xavier Johnson.,56,69
6:28,-1,Rob Davis missed Free Throw.,56,69
6:28,38,George King Defensive Rebound.,56,69
6:07,38,Xavier Johnson Turnover.,56,69
6:07,-1,Payton Stephens Steal.,56,69
6:00,-1,JaQuan Smith Turnover.,56,69
5:47,38,Josh Fortune made Three Point Jumper. Assisted by George King.,56,72
5:31,-1,Rob Davis made Layup.,58,72
5:20,38,Derrick White made Layup.,58,74
5:02,-1,Rob Davis made Three Point Jumper.,61,74
4:48,38,George King missed Three Point Jumper.,61,74
4:48,-1,JaQuan Smith Defensive Rebound.,61,74
4:42,-1,JaQuan Smith made Dunk. Assisted by Rob Davis.,63,74
4:25,38,Josh Fortune missed Three Point Jumper.,63,74
4:25,-1,JaQuan Smith Defensive Rebound.,63,74
4:13,-1,Fort Hays St  Timeout,63,74
4:13,38,Official TV Timeout,63,74
4:04,-1,Brady Werth Turnover.,63,74
4:04,-1,Foul on Brady Werth.,63,74
3:51,38,Official TV Timeout,63,74
3:46,-1,Foul on Kyler Kinnamon.,63,74
3:46,38,Derrick White made Free Throw.,63,75
3:46,38,Derrick White made Free Throw.,63,76
3:29,-1,JaQuan Smith made Jumper.,65,76
3:09,38,Tory Miller missed Layup.,65,76
3:09,-1,JaQuan Smith Block.,65,76
3:09,38,Colorado Offensive Rebound.,65,76
3:03,38,Lucas Siewert missed Jumper.,65,76
3:03,-1,Kyler Kinnamon Defensive Rebound.,65,76
2:55,-1,Rob Davis made Jumper. Assisted by Kyler Kinnamon.,67,76
2:43,-1,Foul on Kyler Kinnamon.,67,76
2:43,38,Josh Fortune made Free Throw.,67,77
2:43,38,Josh Fortune made Free Throw.,67,78
2:32,-1,Rob Davis missed Layup.,67,78
2:32,38,Tory Miller Defensive Rebound.,67,78
2:19,38,Tory Miller Turnover.,67,78
2:19,38,Foul on Tory Miller.,67,78
2:10,-1,Rob Davis missed Jumper.,67,78
2:10,38,Bryce Peters Defensive Rebound.,67,78
1:55,38,Tory Miller missed Dunk.,67,78
1:55,38,Derrick White Offensive Rebound.,67,78
1:40,38,Bryce Peters missed Three Point Jumper.,67,78
1:40,-1,Hadley Gillum Defensive Rebound.,67,78
1:32,-1,Trey O'Neil missed Three Point Jumper.,67,78
1:32,38,Bryce Peters Defensive Rebound.,67,78
1:19,-1,Foul on Hadley Gillum.,67,78
1:19,38,Tory Miller made Free Throw.,67,79
1:19,38,Tory Miller made Free Throw.,67,80
1:15,38,Foul on Bryce Peters.,67,80
1:15,-1,Emir Sabic missed Free Throw.,67,80
1:15,38,Thomas Akyazili Defensive Rebound.,67,80
1:09,-1,Foul on Emir Sabic.,67,80
1:09,38,Thomas Akyazili made Free Throw.,67,81
1:09,38,Thomas Akyazili missed Free Throw.,67,81
1:09,-1,Drew Kite Defensive Rebound.,67,81
0:58,-1,Lake Reed missed Layup.,67,81
0:58,38,Lucas Siewert Block.,67,81
0:56,38,George King Defensive Rebound.,67,81
0:40,38,Josh Repine missed Three Point Jumper.,67,81
0:40,-1,Emir Sabic Defensive Rebound.,67,81
0:32,-1,Grant Holmes missed Three Point Jumper.,67,81
0:32,-1,Lake Reed Offensive Rebound.,67,81
0:27,-1,Lake Reed made Two Point Tip Shot.,69,81
0:23,38,Mitch Lombard missed Layup.,69,81
0:23,-1,Lake Reed Block.,69,81
0:22,38,Colorado Offensive Rebound.,69,81
0:02,-1,Foul on Lake Reed.,69,81
0:02,38,Thomas Akyazili missed Free Throw.,69,81
0:02,38,Colorado Deadball Team Rebound.,69,81
0:02,38,Thomas Akyazili missed Free Throw.,69,81
0:01,-1,Drew Kite Defensive Rebound.,69,81
0:01,38,Foul on George King.,69,81
0:01,-1,Drew Kite made Free Throw.,70,81
0:01,-1,Drew Kite made Free Throw.,71,81
0:00,38,End of Game,71,81
