Radford,350,UNC Wilmington,2515
5:20,2515,Ed Polite Jr. Turnover.,18,37
5:18,350,Devontae Cacok Steal.,18,37
5:15,350,Devontae Cacok made Layup. Assisted by Denzel Ingram.,18,39
5:09,2515,Randy Phillips Turnover.,18,39
5:08,350,Denzel Ingram Steal.,18,39
5:08,350,Devontae Cacok made Layup.,18,41
5:08,2515,Foul on Randy Phillips.,18,41
5:08,350,Devontae Cacok made Free Throw.,18,42
4:44,2515,Ed Polite Jr. Turnover.,18,42
4:42,350,Ambrose Mosley Steal.,18,42
4:39,350,Chris Flemmings made Layup.,18,44
4:20,350,Foul on Ambrose Mosley.,18,44
4:01,2515,Justin Cousin missed Layup.,18,44
4:01,350,Devontae Cacok Defensive Rebound.,18,44
3:42,350,JaQuel Richmond missed Three Point Jumper.,18,44
3:42,2515,Ed Polite Jr. Defensive Rebound.,18,44
3:27,2515,Christian Bradford made Three Point Jumper. Assisted by Ed Polite Jr..,21,44
3:18,350,Devontae Cacok made Layup. Assisted by Ambrose Mosley.,21,46
2:54,2515,Ed Polite Jr. made Jumper. Assisted by Justin Cousin.,23,46
2:45,350,Denzel Ingram Turnover.,23,46
2:28,2515,Justin Cousin missed Three Point Jumper.,23,46
2:28,350,JaQuel Richmond Defensive Rebound.,23,46
2:16,350,JaQuel Richmond missed Jumper.,23,46
2:16,2515,Ed Polite Jr. Defensive Rebound.,23,46
1:52,2515,Donald Hicks missed Jumper.,23,46
1:52,350,Ambrose Mosley Defensive Rebound.,23,46
1:42,350,Denzel Ingram missed Three Point Jumper.,23,46
1:42,2515,Donald Hicks Defensive Rebound.,23,46
1:10,2515,Justin Cousin Turnover.,23,46
0:43,350,Chris Flemmings made Three Point Jumper. Assisted by Denzel Ingram.,23,49
0:07,2515,Devonnte Holland made Layup. Assisted by Sterling Christy.,25,49
0:00,350,End of 1st half,25,49
19:53,2515,Foul on Justin Cousin.,25,49
19:47,350,C.J. Bryce made Jumper.,25,51
19:12,2515,Christian Bradford made Three Point Jumper.,28,51
18:54,350,Chris Flemmings Turnover.,28,51
18:51,350,Foul on Ambrose Mosley.,28,51
18:34,2515,Christian Lutete made Layup. Assisted by Christian Bradford.,30,51
18:14,350,Denzel Ingram missed Jumper.,30,51
18:14,2515,Ed Polite Jr. Defensive Rebound.,30,51
17:50,2515,Justin Cousin Turnover.,30,51
17:35,350,JaQuel Richmond missed Jumper.,30,51
17:35,2515,Ed Polite Jr. Defensive Rebound.,30,51
17:24,2515,Christian Bradford missed Jumper.,30,51
17:24,350,Devontae Cacok Block.,30,51
17:22,350,Devontae Cacok Defensive Rebound.,30,51
16:57,350,Chris Flemmings missed Layup.,30,51
16:57,350,Devontae Cacok Offensive Rebound.,30,51
16:53,350,Devontae Cacok made Dunk.,30,53
16:45,350,Foul on Denzel Ingram.,30,53
16:45,2515,Randy Phillips made Free Throw.,31,53
16:45,2515,Randy Phillips made Free Throw.,32,53
16:27,350,JaQuel Richmond made Jumper.,32,55
16:27,2515,Foul on Randy Phillips.,32,55
16:27,350,JaQuel Richmond made Free Throw.,32,56
16:19,2515,Christian Lutete made Layup.,34,56
16:05,350,Jordon Talley missed Jumper.,34,56
16:05,2515,Radford Defensive Rebound.,34,56
15:58,2515,Darius Bolstad made Jumper. Assisted by Justin Cousin.,36,56
15:42,350,C.J. Bryce made Jumper.,36,58
15:11,2515,Justin Cousin missed Jumper.,36,58
15:11,350,JaQuel Richmond Defensive Rebound.,36,58
15:05,350,Devontae Cacok made Dunk. Assisted by JaQuel Richmond.,36,60
14:55,2515,Sterling Christy Turnover.,36,60
14:53,350,JaQuel Richmond Steal.,36,60
14:51,350,Chris Flemmings made Dunk. Assisted by JaQuel Richmond.,36,62
14:45,2515,Radford  Timeout,36,62
14:43,350,Official TV Timeout,36,62
14:24,2515,Christian Bradford made Layup.,38,62
13:58,350,JaQuel Richmond made Layup.,38,64
13:55,2515,Christian Bradford Turnover.,38,64
13:49,350,C.J. Bryce Turnover.,38,64
13:30,2515,Christian Lutete missed Jumper.,38,64
13:30,350,Marcus Bryan Block.,38,64
13:30,2515,Radford Offensive Rebound.,38,64
13:30,350,Foul on Jaylen Fornes.,38,64
13:20,2515,Ed Polite Jr. made Jumper.,40,64
13:02,2515,Foul on Sterling Christy.,40,64
12:53,350,Marcus Bryan made Layup. Assisted by Denzel Ingram.,40,66
12:41,350,Foul on Jaylen Fornes.,40,66
12:41,2515,Justin Cousin missed Free Throw.,40,66
12:41,2515,Radford Deadball Team Rebound.,40,66
12:41,2515,Justin Cousin missed Free Throw.,40,66
12:41,350,Marcus Bryan Defensive Rebound.,40,66
12:35,350,Jaylen Fornes made Layup.,40,68
12:08,2515,Sterling Christy missed Jumper.,40,68
12:08,2515,Sterling Christy Offensive Rebound.,40,68
12:08,2515,Foul on Sterling Christy.,40,68
12:08,2515,Sterling Christy Turnover.,40,68
11:58,350,JaQuel Richmond Turnover.,40,68
11:58,350,Official TV Timeout,40,68
11:52,2515,Caleb Tanner Turnover.,40,68
11:50,350,Devontae Cacok Steal.,40,68
11:46,350,Jaylen Fornes missed Three Point Jumper.,40,68
11:46,350,Devontae Cacok Offensive Rebound.,40,68
11:30,350,JaQuel Richmond made Layup. Assisted by Denzel Ingram.,40,70
11:20,350,Foul on Devontae Cacok.,40,70
11:20,2515,Christian Bradford made Free Throw.,41,70
11:20,2515,Christian Bradford made Free Throw.,42,70
11:05,2515,Foul on Devonnte Holland.,42,70
10:49,350,Denzel Ingram made Three Point Jumper. Assisted by Jordon Talley.,42,73
10:33,2515,Justin Cousin missed Jumper.,42,73
10:33,350,Devontae Cacok Defensive Rebound.,42,73
10:26,350,Jaylen Fornes Turnover.,42,73
10:07,2515,Christian Bradford missed Jumper.,42,73
10:07,350,Devontae Cacok Defensive Rebound.,42,73
9:59,350,Chris Flemmings made Layup.,42,75
9:43,2515,Caleb Tanner missed Three Point Jumper.,42,75
9:43,350,UNC Wilmington Defensive Rebound.,42,75
9:24,2515,Foul on Christian Lutete.,42,75
9:24,350,C.J. Bryce made Free Throw.,42,76
9:24,350,C.J. Bryce made Free Throw.,42,77
9:06,2515,Christian Lutete missed Three Point Jumper.,42,77
9:06,2515,Ed Polite Jr. Offensive Rebound.,42,77
9:03,2515,Ed Polite Jr. made Layup.,44,77
8:44,350,Matt Elmore made Layup. Assisted by Jordon Talley.,44,79
8:24,2515,Ed Polite Jr. made Three Point Jumper. Assisted by Justin Cousin.,47,79
8:05,350,Jordon Talley made Layup.,47,81
8:05,2515,Foul on Darius Bolstad.,47,81
8:05,350,Jordon Talley made Free Throw.,47,82
8:05,350,Foul on Jordon Talley.,47,82
7:46,350,Foul on Chris Flemmings.,47,82
7:46,350,Official TV Timeout,47,82
7:46,2515,Christian Lutete made Free Throw.,48,82
7:46,2515,Christian Lutete made Free Throw.,49,82
7:29,350,Denzel Ingram made Jumper.,49,84
7:08,350,Foul on Jordon Talley.,49,84
7:08,2515,Sterling Christy missed Free Throw.,49,84
7:08,2515,Radford Deadball Team Rebound.,49,84
7:08,2515,Sterling Christy made Free Throw.,50,84
6:59,2515,Foul on Donald Hicks.,50,84
6:59,350,Jordon Talley missed Free Throw.,50,84
6:59,2515,Ed Polite Jr. Defensive Rebound.,50,84
6:43,2515,Ed Polite Jr. missed Layup.,50,84
6:43,2515,Ed Polite Jr. Offensive Rebound.,50,84
6:40,2515,Ed Polite Jr. made Jumper.,52,84
6:21,350,C.J. Bryce missed Jumper.,52,84
6:21,350,Devontae Cacok Offensive Rebound.,52,84
6:15,350,Denzel Ingram made Three Point Jumper. Assisted by Jordon Talley.,52,87
5:42,2515,Christian Bradford made Layup.,54,87
5:27,350,C.J. Bryce Turnover.,54,87
5:14,2515,Justin Cousin Turnover.,54,87
5:12,350,Jordon Talley Steal.,54,87
5:10,350,C.J. Bryce made Layup.,54,89
4:51,350,Foul on C.J. Bryce.,54,89
4:51,2515,Ed Polite Jr. missed Free Throw.,54,89
4:51,2515,Radford Deadball Team Rebound.,54,89
4:51,2515,Ed Polite Jr. missed Free Throw.,54,89
4:51,350,C.J. Bryce Defensive Rebound.,54,89
4:40,350,C.J. Bryce missed Jumper.,54,89
4:40,2515,Ed Polite Jr. Defensive Rebound.,54,89
4:34,2515,Donald Hicks Turnover.,54,89
4:32,350,C.J. Bryce Steal.,54,89
4:27,350,Chuck Ogbodo made Jumper. Assisted by C.J. Bryce.,54,91
4:05,2515,Justin Cousin missed Jumper.,54,91
4:05,2515,Darius Bolstad Offensive Rebound.,54,91
3:56,350,Official TV Timeout,54,91
3:52,2515,Darius Bolstad made Jumper. Assisted by Justin Cousin.,56,91
3:30,350,JaQuel Richmond made Three Point Jumper.,56,94
3:10,2515,Ed Polite Jr. missed Three Point Jumper.,56,94
3:10,350,Nick Powell Defensive Rebound.,56,94
2:59,350,Nick Powell missed Three Point Jumper.,56,94
2:59,2515,Donald Hicks Defensive Rebound.,56,94
2:51,350,Foul on JaQuel Richmond.,56,94
2:51,2515,Donald Hicks made Free Throw.,57,94
2:51,2515,Donald Hicks made Free Throw.,58,94
2:34,350,JaQuel Richmond made Jumper.,58,96
2:02,350,Foul on Chuck Ogbodo.,58,96
2:02,2515,Justin Cousin missed Free Throw.,58,96
2:02,2515,Radford Deadball Team Rebound.,58,96
2:02,2515,Justin Cousin made Free Throw.,59,96
1:48,350,Matt Elmore made Jumper. Assisted by JaQuel Richmond.,59,98
1:27,2515,Caleb Tanner made Three Point Jumper. Assisted by Justin Cousin.,62,98
1:08,350,Matt Elmore missed Three Point Jumper.,62,98
1:08,2515,Devonnte Holland Defensive Rebound.,62,98
0:59,2515,Caleb Tanner missed Three Point Jumper.,62,98
0:59,350,Jaylen Fornes Defensive Rebound.,62,98
0:52,350,Jaylen Fornes missed Layup.,62,98
0:52,350,Chuck Ogbodo Offensive Rebound.,62,98
0:48,350,Chuck Ogbodo made Dunk.,62,100
0:27,2515,Justin Cousin missed Jumper.,62,100
0:27,2515,Devonnte Holland Offensive Rebound.,62,100
0:22,2515,Devonnte Holland made Layup.,64,100
0:00,350,End of Game,64,100
