Montana,27,UC Riverside,149
7:34,149,Walter Wright made Free Throw.,51,47
7:34,149,Walter Wright made Free Throw.,52,47
7:23,149,Foul on Walter Wright.,52,47
7:23,27,Secean Johnson made Free Throw.,52,48
7:23,27,Secean Johnson missed Free Throw.,52,48
7:23,149,Mario Dunn Defensive Rebound.,52,48
6:59,27,Foul on Chance Murray.,52,48
6:59,149,Jack Lopez missed Free Throw.,52,48
6:59,149,Montana Deadball Team Rebound.,52,48
6:59,149,Jack Lopez made Free Throw.,53,48
6:43,27,Alex Larsson missed Layup.,53,48
6:42,27,Secean Johnson Offensive Rebound.,53,48
6:42,149,Foul on Fabijan Krslovic.,53,48
6:42,27,Secean Johnson made Free Throw.,53,49
6:42,27,Secean Johnson made Free Throw.,53,50
6:22,27,Foul on Chance Murray.,53,50
6:22,149,Walter Wright missed Free Throw.,53,50
6:22,27,Alex Larsson Defensive Rebound.,53,50
5:59,27,Malik Thames missed Three Point Jumper.,53,50
5:59,27,Alex Larsson Offensive Rebound.,53,50
5:56,27,Alex Larsson missed Layup.,53,50
5:56,27,Alex Larsson Offensive Rebound.,53,50
5:54,27,Alex Larsson made Layup.,53,52
5:40,149,Ahmaad Rorie made Jumper.,55,52
5:17,27,Chance Murray made Layup.,55,54
5:00,27,Foul on Alex Larsson.,55,54
5:00,149,Sayeed Pridgett made Free Throw.,56,54
5:00,149,Sayeed Pridgett made Free Throw.,57,54
4:42,27,Foul on Alex Larsson.,57,54
4:42,27,Alex Larsson Turnover.,57,54
4:42,149,Sayeed Pridgett made Layup. Assisted by Ahmaad Rorie.,59,54
4:14,149,Foul on Sayeed Pridgett.,59,54
4:14,27,Brandon Rosser made Free Throw.,59,55
4:14,27,Brandon Rosser made Free Throw.,59,56
3:44,149,Walter Wright made Three Point Jumper. Assisted by Mario Dunn.,62,56
3:30,27,Foul on Brandon Rosser.,62,56
3:30,27,Brandon Rosser Turnover.,62,56
3:09,149,Foul on Ahmaad Rorie.,62,56
3:09,149,Ahmaad Rorie Turnover.,62,56
2:55,27,Malik Thames missed Layup.,62,56
2:55,149,Sayeed Pridgett Block.,62,56
2:52,149,Walter Wright Defensive Rebound.,62,56
2:48,149,Ahmaad Rorie made Layup.,64,56
2:40,27,UC Riverside  Timeout,64,56
2:28,149,Foul on Walter Wright.,64,56
2:28,27,Chance Murray missed Free Throw.,64,56
2:28,27,UC Riverside Deadball Team Rebound.,64,56
2:28,27,Chance Murray made Free Throw.,64,57
2:02,149,Sayeed Pridgett Turnover.,64,57
2:02,27,Secean Johnson Steal.,64,57
1:43,27,Gentrey Thomas missed Three Point Jumper.,64,57
1:43,27,UC Riverside Offensive Rebound.,64,57
1:37,149,Foul on Fabijan Krslovic.,64,57
1:37,27,Secean Johnson made Free Throw.,64,58
1:37,27,Secean Johnson made Free Throw.,64,59
1:36,149,Montana  Timeout,64,59
1:31,149,Ahmaad Rorie Turnover.,64,59
1:29,27,Chance Murray Steal.,64,59
1:27,27,Chance Murray missed Layup.,64,59
1:27,149,Jack Lopez Block.,64,59
1:24,149,Walter Wright Defensive Rebound.,64,59
1:17,27,Foul on Chance Murray.,64,59
1:17,149,Walter Wright made Free Throw.,65,59
1:17,149,Walter Wright made Free Throw.,66,59
1:10,149,Michael Oguine Turnover.,66,59
1:01,27,Foul on Gentrey Thomas.,66,59
1:00,149,Fabijan Krslovic missed Free Throw.,66,59
1:00,149,Montana Deadball Team Rebound.,66,59
1:00,149,Fabijan Krslovic missed Free Throw.,66,59
1:00,27,Gentrey Thomas Defensive Rebound.,66,59
0:50,27,Secean Johnson missed Layup.,66,59
0:50,149,Michael Oguine Defensive Rebound.,66,59
0:48,27,Foul on Dikymbe Martin.,66,59
0:48,149,Michael Oguine missed Free Throw.,66,59
0:48,149,Montana Deadball Team Rebound.,66,59
0:48,149,Michael Oguine made Free Throw.,67,59
0:39,149,Foul on Fabijan Krslovic.,67,59
0:39,27,Secean Johnson missed Free Throw.,67,59
0:39,27,UC Riverside Deadball Team Rebound.,67,59
0:39,27,UC Riverside  Timeout,67,59
0:39,27,Secean Johnson made Free Throw.,67,60
0:33,27,Foul on Secean Johnson.,67,60
0:31,149,Foul on Jack Lopez.,67,60
0:31,149,Ahmaad Rorie made Free Throw.,68,60
0:31,27,Chance Murray made Free Throw.,69,61
0:31,27,Chance Murray missed Free Throw.,69,61
0:31,149,Sayeed Pridgett Defensive Rebound.,69,61
0:26,149,Ahmaad Rorie made Layup. Assisted by Walter Wright.,71,61
0:23,27,Chance Murray missed Three Point Jumper.,71,61
0:23,27,Malik Thames Offensive Rebound.,71,61
0:18,27,Dikymbe Martin missed Three Point Jumper.,71,61
0:18,27,Malik Thames Offensive Rebound.,71,61
0:14,27,Malik Thames missed Layup.,71,61
0:14,149,Jack Lopez Defensive Rebound.,71,61
0:09,149,Jack Lopez Turnover.,71,61
0:08,27,Secean Johnson Steal.,71,61
0:06,149,Ahmaad Rorie made Free Throw.,69,60
0:06,27,Secean Johnson made Layup.,71,63
0:00,27,End of Game,71,63
