UNLV,2483,Oregon,2439
16:14,2439,Cheickna Dembele Offensive Rebound.,33,47
16:05,2439,Cheickna Dembele made Layup.,35,47
15:59,2483,Tyler Dorsey made Layup. Assisted by Dylan Ennis.,35,49
15:52,2439,Jalen Poyser Turnover.,35,49
15:49,2483,Official TV Timeout,35,49
15:28,2483,Jordan Bell made Jumper.,35,51
15:14,2483,Foul on Payton Pritchard.,35,51
15:14,2439,Jovan Mooring missed Free Throw.,35,51
15:14,2439,UNLV Deadball Team Rebound.,35,51
15:14,2439,Jovan Mooring missed Free Throw.,35,51
15:14,2483,Oregon Defensive Rebound.,35,51
15:14,2439,Foul on Troy Baxter Jr..,35,51
14:54,2483,Dillon Brooks made Jumper.,35,53
14:23,2439,Tyrell Green missed Jumper.,35,53
14:23,2483,Jordan Bell Defensive Rebound.,35,53
14:01,2483,Payton Pritchard Turnover.,35,53
14:01,2439,Jovan Mooring Steal.,35,53
13:52,2483,Foul on Casey Benson.,35,53
13:52,2439,Troy Baxter Jr. missed Free Throw.,35,53
13:52,2439,UNLV Deadball Team Rebound.,35,53
13:52,2439,Troy Baxter Jr. made Free Throw.,36,53
13:34,2483,Tyler Dorsey made Layup.,36,55
13:06,2439,Jovan Mooring missed Three Point Jumper.,36,55
13:06,2483,Jordan Bell Defensive Rebound.,36,55
13:01,2439,Foul on Kris Clyburn.,36,55
12:43,2483,Dillon Brooks Turnover.,36,55
12:43,2439,Jalen Poyser Steal.,36,55
12:37,2439,Uche Ofoegbu Turnover.,36,55
12:37,2483,Dillon Brooks Steal.,36,55
12:36,2439,Foul on Uche Ofoegbu.,36,55
12:27,2483,Keith Smith Turnover.,36,55
12:04,2439,Jalen Poyser missed Three Point Jumper.,36,55
12:04,2483,Casey Benson Defensive Rebound.,36,55
11:48,2483,Dylan Ennis missed Layup.,36,55
11:48,2439,Troy Baxter Jr. Block.,36,55
11:48,2483,Oregon Offensive Rebound.,36,55
11:48,2483,Official TV Timeout,36,55
11:36,2483,Dylan Ennis Turnover.,36,55
11:36,2439,Uche Ofoegbu Steal.,36,55
11:27,2439,Jalen Poyser Turnover.,36,55
11:05,2439,Foul on Uche Ofoegbu.,36,55
11:05,2483,Keith Smith missed Free Throw.,36,55
11:05,2483,Oregon Deadball Team Rebound.,36,55
11:05,2483,Keith Smith made Free Throw.,36,56
10:51,2483,Foul on Keith Smith.,36,56
10:51,2439,Jovan Mooring made Free Throw.,37,56
10:51,2439,Jovan Mooring made Free Throw.,38,56
10:30,2439,Foul on Uche Ofoegbu.,38,56
10:30,2483,Roman Sorkin made Free Throw.,38,57
10:30,2483,Roman Sorkin made Free Throw.,38,58
10:17,2439,Troy Baxter Jr. made Jumper. Assisted by Jovan Mooring.,40,58
9:55,2483,Kavell Bigby-Williams missed Jumper.,40,58
9:55,2439,Kris Clyburn Defensive Rebound.,40,58
9:44,2439,Troy Baxter Jr. Turnover.,40,58
9:44,2483,Dylan Ennis Steal.,40,58
9:39,2483,Dillon Brooks made Dunk. Assisted by Dylan Ennis.,40,60
9:22,2439,Jovan Mooring made Three Point Jumper. Assisted by Ben Coupet Jr..,43,60
9:19,2439,UNLV  Timeout,43,60
8:53,2483,Tyler Dorsey missed Three Point Jumper.,43,60
8:53,2483,Dillon Brooks Offensive Rebound.,43,60
8:47,2483,Dillon Brooks made Layup.,43,62
8:35,2439,Tyrell Green missed Three Point Jumper.,43,62
8:35,2483,Tyler Dorsey Defensive Rebound.,43,62
8:29,2483,Dillon Brooks made Jumper. Assisted by Tyler Dorsey.,43,64
7:59,2439,Tyrell Green missed Layup.,43,64
7:59,2483,Roman Sorkin Block.,43,64
7:59,2483,Dillon Brooks Defensive Rebound.,43,64
7:52,2483,Roman Sorkin missed Three Point Jumper.,43,64
7:52,2439,UNLV Defensive Rebound.,43,64
7:50,2483,Foul on Dillon Brooks.,43,64
7:50,2483,Official TV Timeout,43,64
7:38,2439,Jovan Mooring made Three Point Jumper.,46,64
7:25,2483,Kavell Bigby-Williams made Dunk. Assisted by Dillon Brooks.,46,66
7:17,2439,Jovan Mooring made Three Point Jumper.,49,66
6:54,2483,Foul on Kavell Bigby-Williams.,49,66
6:54,2483,Kavell Bigby-Williams Turnover.,49,66
6:39,2439,Ben Coupet Jr. missed Three Point Jumper.,49,66
6:39,2439,Cheickna Dembele Offensive Rebound.,49,66
6:34,2439,Cheickna Dembele missed Jumper.,49,66
6:34,2439,Tyrell Green Offensive Rebound.,49,66
6:27,2439,Tyrell Green made Three Point Jumper. Assisted by Jalen Poyser.,52,66
6:22,2439,UNLV  Timeout,52,66
6:07,2483,Tyler Dorsey made Three Point Jumper. Assisted by Dillon Brooks.,52,69
5:52,2439,Jovan Mooring missed Jumper.,52,69
5:52,2439,Cheickna Dembele Offensive Rebound.,52,69
5:46,2439,Cheickna Dembele missed Jumper.,52,69
5:46,2483,Jordan Bell Block.,52,69
5:46,2483,Dylan Ennis Defensive Rebound.,52,69
5:27,2483,Dylan Ennis made Jumper.,52,71
4:59,2439,Cheickna Dembele Turnover.,52,71
4:59,2483,Jordan Bell Steal.,52,71
4:59,2483,Jump Ball won by Oregon,52,71
4:39,2483,Tyler Dorsey made Layup. Assisted by Dillon Brooks.,52,73
4:27,2439,Kris Clyburn missed Three Point Jumper.,52,73
4:27,2483,Jordan Bell Defensive Rebound.,52,73
4:05,2483,Jordan Bell Turnover.,52,73
3:52,2439,Jovan Mooring made Three Point Jumper.,55,73
3:35,2483,Dillon Brooks made Layup.,55,75
3:35,2439,Foul on Kris Clyburn.,55,75
3:35,2483,Official TV Timeout,55,75
3:35,2483,Dillon Brooks made Free Throw.,55,76
3:27,2483,Foul on Dylan Ennis.,55,76
3:27,2439,Jovan Mooring made Free Throw.,56,76
3:27,2439,Jovan Mooring made Free Throw.,57,76
3:23,2483,Dillon Brooks missed Three Point Jumper.,57,76
3:23,2483,Jordan Bell Offensive Rebound.,57,76
3:15,2483,Jordan Bell made Layup.,57,78
2:57,2439,Jovan Mooring missed Jumper.,57,78
2:57,2439,UNLV Offensive Rebound.,57,78
2:48,2439,Zion Morgan Turnover.,57,78
2:48,2483,Payton Pritchard Steal.,57,78
2:42,2483,Dylan Ennis missed Jumper.,57,78
2:42,2483,Dillon Brooks Offensive Rebound.,57,78
2:42,2483,Dillon Brooks made Two Point Tip Shot.,57,80
2:29,2483,Oregon  Timeout,57,80
2:04,2439,Kris Clyburn made Jumper.,59,80
1:34,2483,Payton Pritchard missed Three Point Jumper.,59,80
1:34,2483,Casey Benson Offensive Rebound.,59,80
1:29,2483,Casey Benson made Jumper.,59,82
1:14,2439,Jovan Mooring made Jumper.,61,82
0:54,2439,Foul on Jovan Mooring.,61,82
0:54,2483,Keith Smith missed Free Throw.,61,82
0:54,2483,Oregon Deadball Team Rebound.,61,82
0:54,2483,Keith Smith made Free Throw.,61,83
0:46,2483,Foul on Kavell Bigby-Williams.,61,83
0:46,2439,Kris Clyburn made Free Throw.,62,83
0:46,2439,Kris Clyburn made Free Throw.,63,83
0:22,2483,Roman Sorkin missed Jumper.,63,83
0:22,2439,Zion Morgan Defensive Rebound.,63,83
0:05,2439,Troy Baxter Jr. missed Three Point Jumper.,63,83
0:05,2483,Charlie Noebel Defensive Rebound.,63,83
0:00,2483,End of Game,63,83
