Robert Morris,258,Virginia,2523
13:27,258,Marial Shayok Turnover.,6,8
13:15,2523,Isaiah Still made Layup.,8,8
13:15,258,Foul on Mamadi Diakite.,8,8
13:15,2523,Isaiah Still made Free Throw.,9,8
13:04,258,Kyle Guy missed Three Point Jumper.,9,8
13:04,2523,Isaiah Still Defensive Rebound.,9,8
12:35,2523,Aaron Tate missed Jumper.,9,8
12:35,258,Mamadi Diakite Defensive Rebound.,9,8
12:04,258,Darius Thompson missed Three Point Jumper.,9,8
12:04,2523,Braden Burke Defensive Rebound.,9,8
11:45,2523,Braden Burke missed Jumper.,9,8
11:45,258,Jarred Reuter Defensive Rebound.,9,8
11:28,258,Mamadi Diakite missed Jumper.,9,8
11:28,258,Mamadi Diakite Offensive Rebound.,9,8
11:28,2523,Foul on Aaron Tate.,9,8
11:24,258,Official TV Timeout,9,8
11:11,258,Jarred Reuter made Jumper.,9,10
10:42,2523,Matty McConnell missed Three Point Jumper.,9,10
10:42,2523,Billy Giles Offensive Rebound.,9,10
10:25,2523,Matty McConnell missed Jumper.,9,10
10:25,258,Kyle Guy Defensive Rebound.,9,10
9:54,258,Darius Thompson missed Jumper.,9,10
9:54,258,Jack Salt Offensive Rebound.,9,10
9:48,2523,Foul on Kavon Stewart.,9,10
9:46,258,Jack Salt made Layup. Assisted by Darius Thompson.,9,12
9:13,2523,Matty McConnell missed Three Point Jumper.,9,12
9:13,258,Virginia Defensive Rebound.,9,12
8:51,258,Jarred Reuter missed Jumper.,9,12
8:51,2523,Roberto Mantovani Defensive Rebound.,9,12
8:38,258,Foul on Kyle Guy.,9,12
8:25,2523,Isaiah Still made Layup. Assisted by Kavon Stewart.,11,12
8:10,258,Jack Salt missed Layup.,11,12
8:10,2523,Roberto Mantovani Defensive Rebound.,11,12
8:00,2523,Kavon Stewart missed Jumper.,11,12
8:00,2523,Robert Morris Deadball Team Rebound.,11,12
7:57,258,Foul on Jack Salt.,11,12
7:57,258,Official TV Timeout,11,12
7:51,2523,Clive Allen Turnover.,11,12
7:51,258,Jack Salt Steal.,11,12
7:30,258,Jack Salt Turnover.,11,12
7:30,2523,Dachon Burke Steal.,11,12
7:25,2523,Dachon Burke made Dunk.,13,12
7:04,258,Darius Thompson missed Three Point Jumper.,13,12
7:04,2523,Roberto Mantovani Defensive Rebound.,13,12
6:46,2523,Dachon Burke Turnover.,13,12
6:28,258,London Perrantes made Layup.,13,14
6:20,2523,Isaiah Still missed Jumper.,13,14
6:20,258,Darius Thompson Defensive Rebound.,13,14
6:08,2523,Foul on Dachon Burke.,13,14
5:59,258,Darius Thompson made Jumper.,13,16
5:34,2523,Braden Burke missed Jumper.,13,16
5:34,258,Isaiah Wilkins Block.,13,16
5:34,258,Isaiah Wilkins Defensive Rebound.,13,16
5:23,258,Devon Hall made Jumper.,13,18
5:19,2523,Robert Morris  Timeout,13,18
5:05,2523,Dachon Burke missed Layup.,13,18
5:05,258,Devon Hall Defensive Rebound.,13,18
4:56,2523,Foul on Dachon Burke.,13,18
4:56,258,Devon Hall made Free Throw.,13,19
4:56,258,Devon Hall made Free Throw.,13,20
4:42,2523,Clive Allen missed Three Point Jumper.,13,20
4:42,2523,Braden Burke Offensive Rebound.,13,20
4:42,2523,Kavon Stewart Turnover.,13,20
4:42,258,Marial Shayok Steal.,13,20
4:22,258,Marial Shayok missed Layup.,13,20
4:22,258,Devon Hall Offensive Rebound.,13,20
4:16,258,Devon Hall made Dunk.,13,22
3:51,258,Foul on Devon Hall.,13,22
3:51,258,Official TV Timeout,13,22
3:51,2523,Isaiah Still missed Free Throw.,13,22
3:51,2523,Robert Morris Deadball Team Rebound.,13,22
3:51,2523,Isaiah Still missed Free Throw.,13,22
3:51,258,Devon Hall Defensive Rebound.,13,22
3:37,258,Darius Thompson Turnover.,13,22
3:37,2523,Isaiah Still Steal.,13,22
3:14,2523,Isaiah Still Turnover.,13,22
3:01,258,Kyle Guy made Three Point Jumper. Assisted by London Perrantes.,13,25
2:48,258,Foul on Kyle Guy.,13,25
2:48,2523,Clive Allen missed Free Throw.,13,25
2:48,258,Darius Thompson Defensive Rebound.,13,25
2:38,258,Isaiah Wilkins Turnover.,13,25
2:38,2523,Kavon Stewart Steal.,13,25
2:33,2523,Isaiah Still made Three Point Jumper. Assisted by Kavon Stewart.,16,25
2:10,2523,Foul on Kavon Stewart.,16,25
2:10,258,London Perrantes made Free Throw.,16,26
2:10,258,London Perrantes made Free Throw.,16,27
1:56,2523,Clive Allen missed Jumper.,16,27
1:56,258,Ty Jerome Block.,16,27
1:56,258,Virginia Defensive Rebound.,16,27
1:41,258,Devon Hall missed Three Point Jumper.,16,27
1:41,2523,Isaiah Still Defensive Rebound.,16,27
1:30,2523,Kavon Stewart missed Three Point Jumper.,16,27
1:30,258,Isaiah Wilkins Defensive Rebound.,16,27
1:14,258,Devon Hall made Three Point Jumper. Assisted by Isaiah Wilkins.,16,30
0:59,2523,Isaiah Still missed Three Point Jumper.,16,30
0:59,258,Devon Hall Defensive Rebound.,16,30
0:28,2523,Foul on Dachon Burke.,16,30
0:28,258,Devon Hall made Free Throw.,16,31
0:28,258,Devon Hall made Free Throw.,16,32
0:07,2523,Dachon Burke made Jumper.,18,32
0:00,258,End of 1st half,18,32
20:00,258,Jump Ball won by Virginia,18,32
19:49,258,Jack Salt made Layup. Assisted by Isaiah Wilkins.,18,34
19:18,2523,Kavon Stewart missed Jumper.,18,34
19:18,258,London Perrantes Defensive Rebound.,18,34
18:55,258,Isaiah Wilkins made Dunk. Assisted by Darius Thompson.,18,36
18:39,2523,Isaiah Still missed Three Point Jumper.,18,36
18:39,258,Isaiah Wilkins Defensive Rebound.,18,36
18:14,258,Isaiah Wilkins missed Jumper.,18,36
18:14,2523,Roberto Mantovani Defensive Rebound.,18,36
17:49,2523,Aaron Tate Turnover.,18,36
17:49,258,Isaiah Wilkins Steal.,18,36
17:31,258,Devon Hall made Layup. Assisted by London Perrantes.,18,38
17:21,2523,Isaiah Still made Three Point Jumper. Assisted by Kavon Stewart.,21,38
16:57,258,Jack Salt made Layup. Assisted by Isaiah Wilkins.,21,40
16:32,2523,Matty McConnell missed Three Point Jumper.,21,40
16:32,258,Isaiah Wilkins Defensive Rebound.,21,40
16:27,258,Isaiah Wilkins Turnover.,21,40
16:27,2523,Kavon Stewart Steal.,21,40
16:24,2523,Kavon Stewart missed Jumper.,21,40
16:24,258,Isaiah Wilkins Defensive Rebound.,21,40
15:54,258,Marial Shayok missed Three Point Jumper.,21,40
15:54,2523,Aaron Tate Defensive Rebound.,21,40
15:34,2523,Braden Burke Turnover.,21,40
15:34,258,Official TV Timeout,21,40
15:17,258,Jack Salt made Layup. Assisted by Isaiah Wilkins.,21,42
14:56,2523,Matty McConnell missed Layup.,21,42
14:56,258,Marial Shayok Block.,21,42
14:56,258,Marial Shayok Defensive Rebound.,21,42
14:35,258,Marial Shayok missed Jumper.,21,42
14:35,258,Isaiah Wilkins Offensive Rebound.,21,42
14:31,258,Isaiah Wilkins made Layup.,21,44
14:04,258,Foul on Devon Hall.,21,44
14:02,2523,Aaron Tate missed Layup.,21,44
14:02,258,Kyle Guy Defensive Rebound.,21,44
13:48,258,Marial Shayok missed Jumper.,21,44
13:48,258,Jarred Reuter Offensive Rebound.,21,44
13:41,258,Jarred Reuter made Layup.,21,46
13:24,2523,Aaron Tate Turnover.,21,46
13:12,258,Kyle Guy made Layup. Assisted by Ty Jerome.,21,48
12:53,2523,Dachon Burke missed Jumper.,21,48
12:53,2523,Dachon Burke Offensive Rebound.,21,48
12:38,2523,Isaiah Still missed Layup.,21,48
12:38,258,Marial Shayok Defensive Rebound.,21,48
12:21,258,Jarred Reuter made Layup. Assisted by Ty Jerome.,21,50
12:08,2523,Clive Allen Turnover.,21,50
12:08,258,Mamadi Diakite Steal.,21,50
11:53,258,Kyle Guy missed Jumper.,21,50
11:53,2523,Billy Giles Block.,21,50
11:53,2523,Billy Giles Defensive Rebound.,21,50
11:40,258,Foul on Ty Jerome.,21,50
11:40,258,Official TV Timeout,21,50
11:39,2523,Matty McConnell made Jumper. Assisted by Kavon Stewart.,23,50
11:15,258,Marial Shayok missed Jumper.,23,50
11:15,258,Jarred Reuter Offensive Rebound.,23,50
10:58,258,Jarred Reuter made Dunk. Assisted by Ty Jerome.,23,52
10:37,2523,Dachon Burke made Three Point Jumper. Assisted by Kavon Stewart.,26,52
10:13,258,Marial Shayok made Three Point Jumper. Assisted by Ty Jerome.,26,55
9:54,2523,Billy Giles missed Jumper.,26,55
9:54,258,Mamadi Diakite Defensive Rebound.,26,55
9:43,258,Kyle Guy made Three Point Jumper. Assisted by Ty Jerome.,26,58
9:11,258,Foul on Marial Shayok.,26,58
9:11,2523,Roberto Mantovani missed Free Throw.,26,58
9:11,2523,Robert Morris Deadball Team Rebound.,26,58
9:11,2523,Roberto Mantovani made Free Throw.,27,58
9:02,258,Darius Thompson missed Three Point Jumper.,27,58
9:02,2523,Matty McConnell Defensive Rebound.,27,58
8:46,2523,Kavon Stewart Turnover.,27,58
8:46,258,Ty Jerome Steal.,27,58
8:39,258,Ty Jerome Turnover.,27,58
8:39,2523,Kavon Stewart Steal.,27,58
8:32,258,Foul on Kyle Guy.,27,58
8:32,2523,Kavon Stewart made Free Throw.,28,58
8:32,2523,Kavon Stewart missed Free Throw.,28,58
8:32,2523,Roberto Mantovani Offensive Rebound.,28,58
8:26,258,Foul on Mamadi Diakite.,28,58
8:26,2523,Isaiah Still missed Free Throw.,28,58
8:26,2523,Robert Morris Deadball Team Rebound.,28,58
8:26,2523,Isaiah Still made Free Throw.,29,58
8:26,2523,Isaiah Still made Free Throw.,30,58
8:05,258,Mamadi Diakite Turnover.,30,58
8:05,2523,Kavon Stewart Steal.,30,58
8:00,258,Foul on Mamadi Diakite.,30,58
8:00,2523,Isaiah Still missed Free Throw.,30,58
8:00,2523,Robert Morris Deadball Team Rebound.,30,58
8:00,2523,Isaiah Still made Free Throw.,31,58
7:49,258,Kyle Guy made Three Point Jumper. Assisted by Isaiah Wilkins.,31,61
7:29,2523,Roberto Mantovani missed Jumper.,31,61
7:29,258,Jack Salt Defensive Rebound.,31,61
7:16,258,Ty Jerome made Three Point Jumper. Assisted by Isaiah Wilkins.,31,64
6:54,2523,Isaiah Still made Layup.,33,64
6:54,258,Ty Jerome Turnover.,33,64
6:54,2523,Kavon Stewart Steal.,33,64
6:54,2523,Kavon Stewart missed Layup.,33,64
6:54,258,Darius Thompson Defensive Rebound.,33,64
6:27,2523,Foul on Roberto Mantovani.,33,64
6:27,258,Official TV Timeout,33,64
6:27,258,Isaiah Wilkins made Free Throw.,33,65
6:27,258,Isaiah Wilkins missed Free Throw.,33,65
6:27,2523,Braden Burke Defensive Rebound.,33,65
6:09,2523,Dachon Burke missed Three Point Jumper.,33,65
6:09,258,Marial Shayok Block.,33,65
6:09,2523,Robert Morris Offensive Rebound.,33,65
6:01,2523,Clive Allen missed Jumper.,33,65
6:01,258,Ty Jerome Defensive Rebound.,33,65
5:49,2523,Foul on Clive Allen.,33,65
5:47,258,Ty Jerome made Jumper. Assisted by Marial Shayok.,33,67
5:27,2523,Kavon Stewart missed Jumper.,33,67
5:27,2523,Billy Giles Offensive Rebound.,33,67
5:21,2523,Kavon Stewart missed Layup.,33,67
5:21,258,Ty Jerome Defensive Rebound.,33,67
5:08,258,Mamadi Diakite made Layup. Assisted by Marial Shayok.,33,69
4:44,258,Foul on Mamadi Diakite.,33,69
4:44,2523,Braden Burke missed Free Throw.,33,69
4:44,2523,Robert Morris Deadball Team Rebound.,33,69
4:44,2523,Braden Burke missed Free Throw.,33,69
4:44,258,Jarred Reuter Defensive Rebound.,33,69
4:29,2523,Foul on Dachon Burke.,33,69
4:15,258,Mamadi Diakite made Dunk. Assisted by Jarred Reuter.,33,71
3:57,2523,Billy Giles missed Jumper.,33,71
3:57,258,Mamadi Diakite Block.,33,71
3:57,258,Kyle Guy Defensive Rebound.,33,71
3:39,2523,Foul on Lorenzen Wright Jr..,33,71
3:39,258,Official TV Timeout,33,71
3:39,258,Marial Shayok made Free Throw.,33,72
3:39,258,Marial Shayok made Free Throw.,33,73
3:25,2523,Lorenzen Wright Jr. missed Three Point Jumper.,33,73
3:25,258,Ty Jerome Defensive Rebound.,33,73
3:03,2523,Foul on Clive Allen.,33,73
3:03,258,Kyle Guy made Free Throw.,33,74
3:03,258,Kyle Guy made Free Throw.,33,75
2:56,2523,Clive Allen missed Three Point Jumper.,33,75
2:56,258,Mamadi Diakite Defensive Rebound.,33,75
2:51,2523,Foul on Dachon Burke.,33,75
2:31,258,Foul on Jeff Jones.,33,75
2:31,258,Jeff Jones Turnover.,33,75
2:23,258,Foul on Trevon Gross Jr..,33,75
2:23,2523,Clive Allen made Free Throw.,34,75
2:23,2523,Clive Allen made Free Throw.,35,75
2:12,258,Ty Jerome Turnover.,35,75
2:02,2523,Conrad Stephens Turnover.,35,75
1:37,2523,Foul on Seth Rouse.,35,75
1:37,258,Justice Bartley missed Free Throw.,35,75
1:37,258,Virginia Deadball Team Rebound.,35,75
1:37,258,Justice Bartley missed Free Throw.,35,75
1:37,2523,Braden Burke Defensive Rebound.,35,75
1:29,258,Foul on Trevon Gross Jr..,35,75
1:29,2523,Clive Allen made Free Throw.,36,75
1:29,2523,Clive Allen made Free Throw.,37,75
1:08,258,Mamadi Diakite made Dunk. Assisted by Ty Jerome.,37,77
0:57,258,Foul on Mamadi Diakite.,37,77
0:57,2523,Braden Burke made Free Throw.,38,77
0:57,2523,Braden Burke made Free Throw.,39,77
0:50,258,Justice Bartley made Jumper.,39,79
0:31,2523,Clive Allen missed Jumper.,39,79
0:31,258,Ty Jerome Block.,39,79
0:31,258,Ty Jerome Defensive Rebound.,39,79
0:00,258,End of Game,39,79
