Incarnate Word,2351,Loyola Marymount,2916
9:29,2916,Sam Burmeister made Three Point Jumper. Assisted by Tyler Singleton.,20,18
9:20,2351,Trevor Manuel missed Three Point Jumper.,20,18
9:20,2916,Sam Burmeister Defensive Rebound.,20,18
9:10,2916,Devin Wyatt missed Layup.,20,18
9:10,2351,Stefan Jovanovic Defensive Rebound.,20,18
9:01,2351,Brandon Brown made Layup.,20,20
8:43,2351,Foul on Jeffery McClendon.,20,20
8:43,2916,Devin Wyatt made Free Throw.,21,20
8:43,2916,Devin Wyatt missed Free Throw.,21,20
8:43,2351,Stefan Jovanovic Defensive Rebound.,21,20
8:23,2351,Stefan Jovanovic made Jumper. Assisted by Brandon Brown.,21,22
8:02,2351,Foul on Jeffery McClendon.,21,22
7:54,2916,Sam Burmeister Turnover.,21,22
7:54,2351,Official TV Timeout,21,22
7:37,2351,Steven Haney missed Jumper.,21,22
7:37,2351,Shamar Johnson Offensive Rebound.,21,22
7:34,2351,Shamar Johnson made Layup.,21,24
7:12,2916,Tyler Singleton made Jumper. Assisted by Jalin Hart.,23,24
6:49,2351,Steven Haney missed Three Point Jumper.,23,24
6:49,2916,Devin Wyatt Defensive Rebound.,23,24
6:40,2916,Jalin Hart Turnover.,23,24
6:39,2351,Stefan Jovanovic Steal.,23,24
6:25,2916,Foul on Jalin Hart.,23,24
6:13,2351,Kelvin Amayo made Layup. Assisted by Stefan Jovanovic.,23,26
5:48,2351,Foul on Kelvin Amayo.,23,26
5:48,2916,Simi Socks made Free Throw.,24,26
5:48,2916,Simi Socks made Free Throw.,25,26
5:38,2351,Brandon Brown made Layup.,25,28
5:06,2916,Tyler Singleton made Jumper.,27,28
4:46,2916,Foul on Tyler Singleton.,27,28
4:28,2916,Foul on Jalin Hart.,27,28
4:18,2351,Stefan Jovanovic made Layup.,27,30
4:03,2916,Devin Wyatt made Dunk. Assisted by Tyler Singleton.,29,30
3:55,2351,Kelvin Amayo Turnover.,29,30
3:55,2351,Official TV Timeout,29,30
3:38,2916,Jorden Kite made Three Point Jumper. Assisted by Tyler Singleton.,32,30
3:09,2351,Trevor Manuel Turnover.,32,30
3:08,2916,Jorden Kite Steal.,32,30
2:57,2916,Shawn Johnson missed Jumper.,32,30
2:57,2351,Shamar Johnson Defensive Rebound.,32,30
2:46,2351,Stefan Jovanovic missed Jumper.,32,30
2:46,2916,Miles Banks Defensive Rebound.,32,30
2:31,2916,Miles Banks Turnover.,32,30
2:29,2351,Trevor Manuel Steal.,32,30
2:20,2351,Munis Tutu Turnover.,32,30
2:20,2916,Jorden Kite Steal.,32,30
2:20,2916,Incarnate Word  Timeout,32,30
2:02,2351,Foul on Munis Tutu.,32,30
2:02,2916,Tyler Singleton made Free Throw.,33,30
2:02,2916,Tyler Singleton made Free Throw.,34,30
1:44,2351,Trevor Manuel Turnover.,34,30
1:43,2916,Jorden Kite Steal.,34,30
1:36,2916,Simi Socks Turnover.,34,30
1:12,2351,Kelvin Amayo missed Layup.,34,30
1:12,2351,Mattias Markusson Offensive Rebound.,34,30
1:09,2351,Mattias Markusson made Two Point Tip Shot.,34,32
0:53,2916,Simi Socks missed Jumper.,34,32
0:53,2351,Mattias Markusson Defensive Rebound.,34,32
0:45,2351,Buay Tuach made Layup. Assisted by Kelvin Amayo.,34,34
0:32,2916,Simi Socks Turnover.,34,34
0:32,2351,Buay Tuach Steal.,34,34
0:32,2916,Foul on Simi Socks.,34,34
0:14,2351,Brandon Brown made Three Point Jumper.,34,37
0:00,2351,End of 1st half,34,37
19:40,2916,Devin Wyatt missed Layup.,34,37
19:40,2916,Simi Socks Offensive Rebound.,34,37
19:37,2916,Simi Socks made Two Point Tip Shot.,36,37
19:21,2351,Steven Haney missed Layup.,36,37
19:21,2916,Jorden Kite Defensive Rebound.,36,37
19:10,2916,Simi Socks missed Jumper.,36,37
19:10,2351,Buay Tuach Defensive Rebound.,36,37
19:01,2351,Buay Tuach made Layup.,36,39
18:27,2916,Simi Socks made Jumper. Assisted by Shawn Johnson.,38,39
18:15,2351,Shamar Johnson missed Layup.,38,39
18:15,2351,Buay Tuach Offensive Rebound.,38,39
18:09,2351,Buay Tuach Turnover.,38,39
18:08,2916,Shawn Johnson Steal.,38,39
18:03,2916,Shawn Johnson made Three Point Jumper. Assisted by Jorden Kite.,41,39
17:45,2351,Steven Haney missed Three Point Jumper.,41,39
17:45,2916,Shawn Johnson Defensive Rebound.,41,39
17:28,2351,Foul on Buay Tuach.,41,39
17:28,2916,Jalin Hart missed Free Throw.,41,39
17:28,2916,Incarnate Word Deadball Team Rebound.,41,39
17:28,2916,Jalin Hart missed Free Throw.,41,39
17:28,2351,Shamar Johnson Defensive Rebound.,41,39
17:06,2351,Stefan Jovanovic made Layup. Assisted by Brandon Brown.,41,41
17:06,2916,Foul on Devin Wyatt.,41,41
17:06,2351,Stefan Jovanovic made Free Throw.,41,42
16:55,2916,Simi Socks made Jumper.,43,42
16:32,2351,Brandon Brown missed Jumper.,43,42
16:32,2351,Brandon Brown Offensive Rebound.,43,42
16:25,2351,Erik Johansson made Three Point Jumper.,43,45
16:16,2916,Jalin Hart made Layup. Assisted by Sam Burmeister.,45,45
16:08,2351,Buay Tuach missed Three Point Jumper.,45,45
16:08,2351,Stefan Jovanovic Offensive Rebound.,45,45
16:04,2351,Stefan Jovanovic made Layup.,45,47
15:44,2916,Simi Socks made Jumper. Assisted by Jalin Hart.,47,47
15:22,2351,Buay Tuach made Layup. Assisted by Stefan Jovanovic.,47,49
15:10,2351,Foul on Shamar Johnson.,47,49
15:10,2351,Official TV Timeout,47,49
15:10,2916,Sam Burmeister made Free Throw.,48,49
15:10,2916,Sam Burmeister made Free Throw.,49,49
14:48,2351,Brandon Brown missed Jumper.,49,49
14:48,2351,Trevor Manuel Offensive Rebound.,49,49
14:46,2351,Trevor Manuel made Layup.,49,51
14:29,2916,Simi Socks made Three Point Jumper. Assisted by Shawn Johnson.,52,51
14:17,2351,Brandon Brown Turnover.,52,51
14:16,2916,Sam Burmeister Steal.,52,51
13:59,2916,Miles Banks missed Layup.,52,51
13:59,2351,Trevor Manuel Block.,52,51
13:58,2916,Miles Banks Offensive Rebound.,52,51
13:56,2916,Miles Banks missed Layup.,52,51
13:56,2351,Trevor Manuel Block.,52,51
13:55,2351,Trevor Manuel Defensive Rebound.,52,51
13:40,2916,Foul on Miles Banks.,52,51
13:40,2351,Trevor Manuel made Free Throw.,52,52
13:40,2351,Trevor Manuel made Free Throw.,52,53
13:33,2916,Shawn Johnson made Layup. Assisted by Tyler Singleton.,54,53
13:08,2351,Kelvin Amayo missed Three Point Jumper.,54,53
13:08,2916,Tyler Singleton Defensive Rebound.,54,53
12:59,2916,Simi Socks Turnover.,54,53
12:47,2916,Foul on Miles Banks.,54,53
12:47,2351,Stefan Jovanovic Turnover.,54,53
12:47,2351,Foul on Stefan Jovanovic.,54,53
12:34,2916,Sam Burmeister Turnover.,54,53
12:33,2351,Erik Johansson Steal.,54,53
12:30,2351,Erik Johansson missed Layup.,54,53
12:30,2916,Shawn Johnson Block.,54,53
12:29,2916,Incarnate Word Defensive Rebound.,54,53
12:08,2916,Shawn Johnson missed Three Point Jumper.,54,53
12:08,2351,Stefan Jovanovic Defensive Rebound.,54,53
11:56,2351,Trevor Manuel missed Three Point Jumper.,54,53
11:56,2916,Shawn Johnson Defensive Rebound.,54,53
11:44,2351,Foul on Stefan Jovanovic.,54,53
11:44,2351,Official TV Timeout,54,53
11:44,2916,Simi Socks made Free Throw.,55,53
11:44,2916,Simi Socks made Free Throw.,56,53
11:29,2351,Brandon Brown Turnover.,56,53
11:27,2916,Tyler Singleton Steal.,56,53
11:26,2916,Tyler Singleton missed Layup.,56,53
11:26,2351,Jeffery McClendon Block.,56,53
11:23,2916,Jalin Hart Offensive Rebound.,56,53
11:11,2916,Jalin Hart Turnover.,56,53
11:11,2351,Kelvin Amayo Steal.,56,53
11:11,2916,Foul on Devin Wyatt.,56,53
11:11,2351,Kelvin Amayo missed Free Throw.,56,53
11:11,2351,Loyola Marymount Deadball Team Rebound.,56,53
11:11,2351,Kelvin Amayo missed Free Throw.,56,53
11:11,2916,Simi Socks Defensive Rebound.,56,53
11:11,2351,Foul on Trevor Manuel.,56,53
11:07,2916,Tyler Singleton missed Jumper.,56,53
11:07,2351,Brandon Brown Defensive Rebound.,56,53
11:03,2351,Kelvin Amayo made Layup. Assisted by Brandon Brown.,56,55
10:55,2351,Foul on Jeffery McClendon.,56,55
10:35,2916,Jalin Hart missed Layup.,56,55
10:35,2351,Trevor Manuel Block.,56,55
10:35,2351,Loyola Marymount Defensive Rebound.,56,55
10:21,2351,Brandon Brown made Layup.,56,57
10:02,2916,Devin Wyatt missed Jumper.,56,57
10:02,2351,Loyola Marymount Defensive Rebound.,56,57
9:49,2351,Brandon Brown made Jumper.,56,59
9:25,2351,Foul on Brandon Brown.,56,59
9:25,2916,Shawn Johnson made Free Throw.,57,59
9:25,2916,Shawn Johnson missed Free Throw.,57,59
9:25,2351,Stefan Jovanovic Defensive Rebound.,57,59
9:11,2916,Foul on Simi Socks.,57,59
9:11,2351,Stefan Jovanovic missed Free Throw.,57,59
9:11,2351,Loyola Marymount Deadball Team Rebound.,57,59
9:11,2351,Stefan Jovanovic missed Free Throw.,57,59
9:11,2916,Shawn Johnson Defensive Rebound.,57,59
8:57,2916,Jorden Kite made Three Point Jumper. Assisted by Jalin Hart.,60,59
8:46,2351,Trevor Manuel Turnover.,60,59
8:45,2351,Loyola Marymount  Timeout,60,59
8:29,2351,Foul on Shamar Johnson.,60,59
8:29,2916,Simi Socks made Free Throw.,61,59
8:29,2916,Simi Socks made Free Throw.,62,59
8:23,2916,Foul on Simi Socks.,62,59
8:09,2351,Trevor Manuel missed Jumper.,62,59
8:09,2916,Devin Wyatt Defensive Rebound.,62,59
7:51,2916,Simi Socks made Three Point Jumper. Assisted by Shawn Johnson.,65,59
7:27,2351,Brandon Brown made Layup.,65,61
7:27,2916,Foul on Devin Wyatt.,65,61
7:27,2351,Official TV Timeout,65,61
7:27,2351,Brandon Brown made Free Throw.,65,62
7:04,2916,Simi Socks missed Jumper.,65,62
7:04,2916,Devin Wyatt Offensive Rebound.,65,62
6:50,2351,Foul on Buay Tuach.,65,62
6:50,2916,Jorden Kite made Free Throw.,66,62
6:50,2916,Jorden Kite made Free Throw.,67,62
6:32,2351,Shamar Johnson made Layup. Assisted by Buay Tuach.,67,64
6:15,2916,Simi Socks missed Jumper.,67,64
6:15,2351,Brandon Brown Defensive Rebound.,67,64
6:00,2351,Stefan Jovanovic made Layup. Assisted by Buay Tuach.,67,66
5:39,2916,Devin Wyatt missed Jumper.,67,66
5:39,2351,Brandon Brown Defensive Rebound.,67,66
5:34,2351,Brandon Brown Turnover.,67,66
5:33,2916,Simi Socks Steal.,67,66
5:15,2916,Jalin Hart missed Jumper.,67,66
5:15,2351,Shamar Johnson Defensive Rebound.,67,66
4:59,2351,Shamar Johnson Turnover.,67,66
4:59,2351,Foul on Shamar Johnson.,67,66
4:59,2916,Simi Socks made Free Throw.,68,66
4:59,2916,Simi Socks made Free Throw.,69,66
4:37,2916,Foul on Devin Wyatt.,69,66
4:34,2351,Shamar Johnson made Free Throw.,69,67
4:34,2351,Shamar Johnson made Free Throw.,69,68
4:07,2351,Foul on Shamar Johnson.,69,68
4:07,2916,Jalin Hart made Free Throw.,70,68
4:07,2916,Jalin Hart made Free Throw.,71,68
3:55,2351,Brandon Brown missed Layup.,71,68
3:55,2916,Simi Socks Block.,71,68
3:53,2351,Brandon Brown Offensive Rebound.,71,68
3:51,2351,Buay Tuach missed Three Point Jumper.,71,68
3:51,2351,Brandon Brown Offensive Rebound.,71,68
3:29,2351,Stefan Jovanovic missed Jumper.,71,68
3:29,2916,Devin Wyatt Defensive Rebound.,71,68
3:17,2916,Incarnate Word  Timeout,71,68
3:17,2351,Official TV Timeout,71,68
3:03,2916,Jorden Kite made Three Point Jumper.,74,68
2:44,2351,Steven Haney missed Three Point Jumper.,74,68
2:44,2916,Jalin Hart Defensive Rebound.,74,68
2:28,2351,Foul on Trevor Manuel.,74,68
2:28,2916,Devin Wyatt made Free Throw.,75,68
2:28,2916,Devin Wyatt made Free Throw.,76,68
2:20,2351,Brandon Brown made Jumper.,76,70
2:00,2916,Shawn Johnson Turnover.,76,70
1:59,2351,Trevor Manuel Steal.,76,70
1:57,2351,Trevor Manuel made Dunk. Assisted by Brandon Brown.,76,72
1:24,2916,Devin Wyatt missed Layup.,76,72
1:24,2351,Trevor Manuel Block.,76,72
1:22,2351,Trevor Manuel Defensive Rebound.,76,72
1:17,2916,Foul on Shawn Johnson.,76,72
1:17,2351,Trevor Manuel made Free Throw.,76,73
1:17,2351,Trevor Manuel made Free Throw.,76,74
0:48,2916,Jorden Kite missed Three Point Jumper.,76,74
0:48,2916,Incarnate Word Offensive Rebound.,76,74
0:46,2916,Incarnate Word  Turnover.,76,74
0:45,2351,Loyola Marymount  Timeout,76,74
0:34,2351,Brandon Brown missed Jumper.,76,74
0:34,2916,Simi Socks Defensive Rebound.,76,74
0:29,2916,Incarnate Word  Timeout,76,74
0:27,2351,Foul on Jeffery McClendon.,76,74
0:27,2916,Tyler Singleton made Free Throw.,77,74
0:27,2916,Tyler Singleton missed Free Throw.,77,74
0:27,2351,Buay Tuach Defensive Rebound.,77,74
0:27,2351,Steven Haney missed Three Point Jumper.,77,74
0:27,2351,Trevor Manuel Offensive Rebound.,77,74
0:21,2351,Loyola Marymount  Timeout,77,74
0:08,2916,Foul on Shawn Johnson.,77,74
0:08,2351,Buay Tuach made Free Throw.,77,75
0:08,2351,Buay Tuach made Free Throw.,77,76
0:07,2351,Foul on Trevor Manuel.,77,76
0:07,2916,Jalin Hart made Free Throw.,78,76
0:07,2916,Jalin Hart made Free Throw.,79,76
0:07,2916,Foul on Tyler Singleton.,79,76
0:07,2351,Buay Tuach made Free Throw.,79,77
0:07,2916,Jalin Hart missed Free Throw.,80,78
0:07,2351,Buay Tuach made Free Throw.,79,78
0:07,2351,Foul on Brandon Brown.,79,78
0:07,2916,Jalin Hart made Free Throw.,80,78
0:07,2351,Trevor Manuel Defensive Rebound.,80,78
0:02,2916,Foul on Shawn Johnson.,80,78
0:02,2351,Trevor Manuel made Free Throw.,80,79
0:02,2916,Incarnate Word  Timeout,80,79
0:02,2351,Trevor Manuel made Free Throw.,80,80
0:00,2351,End of 2nd half,80,80
4:35,2351,Foul on Trevor Manuel.,80,80
4:35,2916,Jorden Kite made Free Throw.,81,80
4:35,2916,Jorden Kite made Free Throw.,82,80
4:35,2916,Jorden Kite made Free Throw.,83,80
4:24,2351,Steven Haney missed Three Point Jumper.,83,80
4:24,2916,Shawn Johnson Block.,83,80
4:20,2351,Kelvin Amayo Offensive Rebound.,83,80
4:03,2351,Buay Tuach made Dunk. Assisted by Stefan Jovanovic.,83,82
3:34,2916,Simi Socks made Jumper. Assisted by Jalin Hart.,85,82
3:12,2351,Brandon Brown made Jumper. Assisted by Buay Tuach.,85,84
2:45,2916,Jorden Kite missed Jumper.,85,84
2:45,2351,Stefan Jovanovic Block.,85,84
2:43,2351,Stefan Jovanovic Defensive Rebound.,85,84
2:25,2351,Brandon Brown missed Jumper.,85,84
2:25,2351,Buay Tuach Offensive Rebound.,85,84
2:02,2916,Foul on Sam Burmeister.,85,84
2:02,2351,Buay Tuach missed Free Throw.,85,84
2:02,2351,Loyola Marymount Deadball Team Rebound.,85,84
2:02,2351,Buay Tuach made Free Throw.,85,85
1:41,2916,Jalin Hart made Layup. Assisted by Shawn Johnson.,87,85
1:33,2351,Buay Tuach made Dunk.,87,87
1:26,2916,Foul on Shawn Johnson.,87,87
1:26,2351,Buay Tuach made Free Throw.,87,88
1:22,2916,Jalin Hart missed Layup.,87,88
1:22,2916,Simi Socks Offensive Rebound.,87,88
1:17,2916,Devin Wyatt Turnover.,87,88
1:16,2351,Jeffery McClendon Steal.,87,88
0:53,2351,Brandon Brown made Jumper.,87,90
0:49,2916,Foul on Jalin Hart.,87,90
0:49,2351,Brandon Brown made Free Throw.,87,91
0:38,2916,Shawn Johnson made Three Point Jumper. Assisted by Tyler Singleton.,90,91
0:35,2916,Incarnate Word  Timeout,90,91
0:07,2351,Loyola Marymount  Turnover.,90,91
0:02,2916,Tyler Singleton missed Layup.,90,91
0:02,2351,Jeffery McClendon Block.,90,91
0:01,2916,Incarnate Word Offensive Rebound.,90,91
0:01,2351,Loyola Marymount  Timeout,90,91
0:00,2916,Shawn Johnson missed Jumper.,90,91
0:00,2351,Brandon Brown Defensive Rebound.,90,91
0:00,2351,End of Game,90,91
