Arlington Baptist,Error,Houston Baptist,2277
12:04,-1,Caleb Brown made Three Point Jumper. Assisted by Cedric Carson.,59,68
11:52,2277,Jalen Weber made Three Point Jumper.,59,71
11:32,-1,Cedric Carson made Jumper.,61,71
11:23,2277,Reveal Chukwujekwu missed Layup.,61,71
11:23,-1,Caleb Brown Block.,61,71
11:23,2277,Houston Baptist Offensive Rebound.,61,71
11:23,2277,Official TV Timeout,61,71
11:02,2277,Reveal Chukwujekwu made Layup.,61,73
10:45,-1,Caleb Brown missed Three Point Jumper.,61,73
10:45,-1,Kel Wallace Offensive Rebound.,61,73
10:39,-1,Caleb Brown made Jumper.,63,73
10:39,2277,Foul on William Gates Jr..,63,73
10:39,-1,Caleb Brown missed Free Throw.,63,73
10:39,2277,Reveal Chukwujekwu Defensive Rebound.,63,73
10:26,2277,Josh Ibarra made Layup. Assisted by Reveal Chukwujekwu.,63,75
10:10,2277,Foul on Jalen Weber.,63,75
9:58,-1,Kel Wallace made Jumper.,65,75
9:42,2277,Colter Lasher made Three Point Jumper.,65,78
9:22,-1,Caleb Brown Turnover.,65,78
9:21,2277,Jalen Weber Steal.,65,78
9:17,2277,Reveal Chukwujekwu made Layup. Assisted by Braxton Bonds.,65,80
8:55,-1,Jashun Petite missed Layup.,65,80
8:55,-1,Don Paul Mitchell Offensive Rebound.,65,80
8:52,-1,Don Paul Mitchell made Layup.,67,80
8:39,2277,Colter Lasher missed Three Point Jumper.,67,80
8:39,-1,Jashun Petite Defensive Rebound.,67,80
8:30,-1,Cedric Carson missed Three Point Jumper.,67,80
8:30,2277,Josh Ibarra Defensive Rebound.,67,80
8:20,2277,Jalen Weber made Layup.,67,82
8:20,2277,Houston Baptist  Timeout,67,82
8:20,2277,Official TV Timeout,67,82
8:07,-1,Kel Wallace missed Layup.,67,82
8:07,2277,Josh Ibarra Defensive Rebound.,67,82
8:00,2277,Colter Lasher missed Layup.,67,82
8:00,2277,Colter Lasher Offensive Rebound.,67,82
7:58,2277,Colter Lasher made Layup.,67,84
7:31,-1,Kel Wallace missed Three Point Jumper.,67,84
7:31,2277,Colter Lasher Defensive Rebound.,67,84
7:16,2277,Braxton Bonds made Layup.,67,86
7:05,-1,Jashun Petite missed Layup.,67,86
7:05,2277,Reveal Chukwujekwu Defensive Rebound.,67,86
6:58,2277,Reveal Chukwujekwu made Layup.,67,88
6:55,-1,Arlington Baptist  Timeout,67,88
6:44,-1,Markel Semien made Layup.,69,88
6:34,2277,Reveal Chukwujekwu missed Jumper.,69,88
6:34,2277,Josh Ibarra Offensive Rebound.,69,88
6:33,2277,Josh Ibarra made Two Point Tip Shot.,69,90
6:13,-1,Cedric Carson Turnover.,69,90
6:12,2277,Reveal Chukwujekwu Steal.,69,90
6:05,2277,Jalen Weber made Layup. Assisted by Colter Lasher.,69,92
5:34,-1,Kennedy Jones made Layup. Assisted by Cedric Carson.,71,92
5:26,2277,Braxton Bonds made Layup.,71,94
4:54,-1,Cedric Carson missed Three Point Jumper.,71,94
4:54,2277,Reveal Chukwujekwu Block.,71,94
4:53,-1,Arlington Baptist Deadball Team Rebound.,71,94
4:52,-1,Arlington Baptist  Turnover.,71,94
4:32,2277,Alex Fountain made Three Point Jumper.,71,97
4:11,-1,Jashun Petite missed Layup.,71,97
4:11,2277,Braxton Bonds Defensive Rebound.,71,97
4:06,-1,Foul on Caleb Brown.,71,97
3:52,2277,Colin Just made Layup. Assisted by Reveal Chukwujekwu.,71,99
3:32,-1,Caleb Brown missed Three Point Jumper.,71,99
3:32,2277,Alex Fountain Defensive Rebound.,71,99
3:24,2277,Braxton Bonds made Layup. Assisted by Reveal Chukwujekwu.,71,101
3:04,-1,Caleb Brown missed Three Point Jumper.,71,101
3:04,2277,Houston Baptist Deadball Team Rebound.,71,101
3:02,2277,Official TV Timeout,71,101
2:47,2277,Jalon Gates missed Three Point Jumper.,71,101
2:47,-1,Arlington Baptist Defensive Rebound.,71,101
2:30,2277,Foul on Alex Fountain.,71,101
2:30,-1,Kel Wallace made Free Throw.,72,101
2:30,-1,Kel Wallace made Free Throw.,73,101
2:23,2277,Reveal Chukwujekwu Turnover.,73,101
2:22,-1,Bryce Morgan Steal.,73,101
2:17,2277,Foul on Colin Just.,73,101
2:17,-1,Markel Semien made Free Throw.,74,101
2:17,-1,Markel Semien made Free Throw.,75,101
2:00,2277,Reveal Chukwujekwu made Layup.,75,103
1:45,-1,Caleb Brown missed Jumper.,75,103
1:45,2277,Asa Cantwell Defensive Rebound.,75,103
1:25,2277,Colin Just Turnover.,75,103
1:25,2277,Foul on Colin Just.,75,103
1:13,-1,Bryce Morgan missed Three Point Jumper.,75,103
1:13,2277,Asa Cantwell Defensive Rebound.,75,103
0:56,2277,Atif Russell missed Three Point Jumper.,75,103
0:56,2277,Kyren Block Offensive Rebound.,75,103
0:54,2277,Kyren Block missed Layup.,75,103
0:54,2277,Colin Just Offensive Rebound.,75,103
0:37,2277,Atif Russell Turnover.,75,103
0:28,-1,Markel Semien made Layup.,77,103
0:00,2277,End of Game,77,103
