New Mexico State,9,Arizona State,166
5:28,9,Andre Adams Turnover.,29,32
5:28,166,Braxton Huggins Steal.,29,32
5:14,166,Braxton Huggins made Three Point Jumper. Assisted by Ian Baker.,32,32
4:46,9,Andre Adams made Layup. Assisted by Kodi Justice.,32,34
4:38,9,Foul on Andre Adams.,32,34
4:27,166,Joe Garza made Three Point Jumper. Assisted by Jermaine Haley.,35,34
3:52,9,Ramon Vila missed Three Point Jumper.,35,34
3:52,166,Jemerrio Jones Block.,35,34
3:52,166,Jermaine Haley Defensive Rebound.,35,34
3:39,166,Eli Chuha missed Jumper.,35,34
3:39,9,Tra Holder Defensive Rebound.,35,34
3:29,9,Andre Adams made Layup. Assisted by Kodi Justice.,35,36
3:02,166,Jemerrio Jones made Layup. Assisted by Eli Chuha.,37,36
2:37,9,Kodi Justice Turnover.,37,36
2:37,166,Joe Garza Steal.,37,36
2:25,166,Jermaine Haley missed Layup.,37,36
2:25,166,Eli Chuha Offensive Rebound.,37,36
2:21,166,New Mexico St  Timeout,37,36
2:21,9,Official TV Timeout,37,36
2:07,166,Ian Baker Turnover.,37,36
2:07,9,Obinna Oleka Steal.,37,36
2:02,9,Obinna Oleka Turnover.,37,36
2:02,166,Jemerrio Jones Steal.,37,36
1:58,166,Jemerrio Jones missed Layup.,37,36
1:58,9,Ramon Vila Defensive Rebound.,37,36
1:41,9,Torian Graham missed Jumper.,37,36
1:41,166,Ian Baker Defensive Rebound.,37,36
1:05,166,Jemerrio Jones missed Three Point Jumper.,37,36
1:05,9,Arizona St Defensive Rebound.,37,36
0:53,9,Torian Graham missed Three Point Jumper.,37,36
0:53,9,Obinna Oleka Offensive Rebound.,37,36
0:53,9,Obinna Oleka made Two Point Tip Shot.,37,38
0:39,166,Foul on Johnathon Wilkins.,37,38
0:39,166,Johnathon Wilkins Turnover.,37,38
0:21,9,Torian Graham missed Jumper.,37,38
0:21,166,Ian Baker Defensive Rebound.,37,38
0:05,166,Jermaine Haley made Three Point Jumper. Assisted by Ian Baker.,40,38
0:00,9,End of 1st half,40,38
20:00,9,Jump Ball won by Arizona St,40,38
19:30,9,Shannon Evans II missed Three Point Jumper.,40,38
19:30,9,Arizona St Offensive Rebound.,40,38
19:30,9,Arizona St  Turnover.,40,38
19:15,166,Braxton Huggins missed Three Point Jumper.,40,38
19:15,9,Kodi Justice Defensive Rebound.,40,38
19:08,9,Jethro Tshisumpa missed Jumper.,40,38
19:08,166,Eli Chuha Defensive Rebound.,40,38
19:02,9,Foul on Jethro Tshisumpa.,40,38
18:54,166,Ian Baker made Layup.,42,38
18:41,9,Tra Holder missed Layup.,42,38
18:41,166,Ian Baker Defensive Rebound.,42,38
18:37,166,Braxton Huggins Turnover.,42,38
18:23,9,Obinna Oleka missed Jumper.,42,38
18:23,166,Eli Chuha Defensive Rebound.,42,38
18:03,166,Eli Chuha missed Layup.,42,38
18:03,9,Ramon Vila Defensive Rebound.,42,38
17:36,9,Kodi Justice missed Three Point Jumper.,42,38
17:36,166,Ian Baker Defensive Rebound.,42,38
17:09,166,Braxton Huggins missed Three Point Jumper.,42,38
17:09,9,Obinna Oleka Defensive Rebound.,42,38
16:55,9,Tra Holder missed Jumper.,42,38
16:55,166,Ian Baker Defensive Rebound.,42,38
16:49,166,Jump Ball won by New Mexico St,42,38
16:35,166,Eli Chuha made Layup.,44,38
16:35,9,Foul on Ramon Vila.,44,38
16:35,166,Eli Chuha made Free Throw.,45,38
16:06,166,Foul on Jemerrio Jones.,45,38
15:53,9,Tra Holder made Three Point Jumper. Assisted by Torian Graham.,45,41
15:35,166,Ian Baker missed Three Point Jumper.,45,41
15:35,9,Torian Graham Defensive Rebound.,45,41
15:29,9,Torian Graham missed Jumper.,45,41
15:29,166,Ian Baker Defensive Rebound.,45,41
15:25,166,Matt Taylor Turnover.,45,41
15:25,9,Ramon Vila Steal.,45,41
15:17,166,Foul on Johnathon Wilkins.,45,41
15:17,9,Official TV Timeout,45,41
15:17,9,Tra Holder made Free Throw.,45,42
15:17,9,Tra Holder made Free Throw.,45,43
14:45,166,Jermaine Haley missed Three Point Jumper.,45,43
14:45,166,Johnathon Wilkins Offensive Rebound.,45,43
14:42,166,Eli Chuha made Layup. Assisted by Johnathon Wilkins.,47,43
14:14,9,Tra Holder missed Jumper.,47,43
14:14,166,Johnathon Wilkins Block.,47,43
14:14,166,Johnathon Wilkins Defensive Rebound.,47,43
13:45,166,Ian Baker made Layup.,49,43
13:45,9,Foul on Ramon Vila.,49,43
13:45,166,Ian Baker made Free Throw.,50,43
13:39,9,Shannon Evans II made Layup.,50,45
13:30,9,Foul on Torian Graham.,50,45
13:16,166,Braxton Huggins made Three Point Jumper. Assisted by Matt Taylor.,53,45
12:49,166,Foul on Matt Taylor.,53,45
12:41,9,Kodi Justice missed Three Point Jumper.,53,45
12:41,166,Johnathon Wilkins Defensive Rebound.,53,45
12:28,166,Johnathon Wilkins made Jumper. Assisted by Ian Baker.,55,45
12:23,9,Arizona St  Timeout,55,45
11:58,9,Shannon Evans II made Jumper.,55,47
11:46,166,Ian Baker missed Three Point Jumper.,55,47
11:46,9,Andre Adams Defensive Rebound.,55,47
11:39,9,Kodi Justice missed Layup.,55,47
11:39,166,Matt Taylor Defensive Rebound.,55,47
11:36,9,Technical Foul on Arizona St.,55,47
11:36,9,Official TV Timeout,55,47
11:36,166,Ian Baker made Free Throw.,56,47
11:36,166,Ian Baker made Free Throw.,57,47
11:28,166,Ian Baker made Layup.,59,47
11:10,166,Foul on Johnathon Wilkins.,59,47
11:06,9,Torian Graham missed Three Point Jumper.,59,47
11:06,166,Johnathon Wilkins Defensive Rebound.,59,47
10:38,166,Matt Taylor made Three Point Jumper. Assisted by Eli Chuha.,62,47
10:21,9,Foul on Jethro Tshisumpa.,62,47
10:21,9,Jethro Tshisumpa Turnover.,62,47
9:54,166,Braxton Huggins missed Three Point Jumper.,62,47
9:54,9,Tra Holder Defensive Rebound.,62,47
9:47,9,Shannon Evans II missed Three Point Jumper.,62,47
9:47,166,Matt Taylor Defensive Rebound.,62,47
9:47,9,Technical Foul on Arizona St.,62,47
9:47,9,Foul on Arizona St.,62,47
9:47,166,Ian Baker missed Free Throw.,62,47
9:47,166,Ian Baker made Free Throw.,63,47
9:28,166,Foul on Johnathon Wilkins.,63,47
9:28,166,Johnathon Wilkins Turnover.,63,47
9:18,9,Tra Holder missed Layup.,63,47
9:18,9,Obinna Oleka Offensive Rebound.,63,47
9:18,9,Obinna Oleka missed Two Point Tip Shot.,63,47
9:18,9,Obinna Oleka Offensive Rebound.,63,47
9:18,9,Obinna Oleka made Two Point Tip Shot.,63,49
9:06,166,Matt Taylor missed Layup.,63,49
9:06,9,Obinna Oleka Defensive Rebound.,63,49
9:03,166,Foul on Eli Chuha.,63,49
9:03,166,New Mexico St  Timeout,63,49
9:03,9,Tra Holder made Free Throw.,63,50
9:03,9,Tra Holder made Free Throw.,63,51
8:37,166,Jemerrio Jones made Layup. Assisted by Eli Chuha.,65,51
8:17,9,Torian Graham made Three Point Jumper. Assisted by Shannon Evans II.,65,54
8:04,9,Foul on Torian Graham.,65,54
8:04,166,Ian Baker made Free Throw.,66,54
8:04,166,Ian Baker missed Free Throw.,66,54
8:04,9,Obinna Oleka Defensive Rebound.,66,54
7:49,9,Obinna Oleka missed Jumper.,66,54
7:49,166,Jemerrio Jones Defensive Rebound.,66,54
7:27,166,Braxton Huggins Turnover.,66,54
7:27,9,Kodi Justice Steal.,66,54
7:23,9,Tra Holder made Layup. Assisted by Shannon Evans II.,66,56
6:51,166,Foul on Jemerrio Jones.,66,56
6:51,166,Jemerrio Jones Turnover.,66,56
6:51,9,Official TV Timeout,66,56
6:27,9,Tra Holder missed Jumper.,66,56
6:27,9,Tra Holder Offensive Rebound.,66,56
6:27,166,Foul on Braxton Huggins.,66,56
6:27,9,Ramon Vila missed Free Throw.,66,56
6:27,166,Eli Chuha Defensive Rebound.,66,56
6:18,9,Foul on Obinna Oleka.,66,56
6:18,166,Ian Baker missed Free Throw.,66,56
6:18,9,Torian Graham Defensive Rebound.,66,56
6:02,9,Torian Graham Turnover.,66,56
5:59,166,Eli Chuha made Dunk. Assisted by Ian Baker.,68,56
5:43,166,Foul on Braxton Huggins.,68,56
5:43,9,Tra Holder made Free Throw.,68,57
5:43,9,Tra Holder made Free Throw.,68,58
5:17,166,Braxton Huggins made Three Point Jumper. Assisted by Ian Baker.,71,58
4:56,9,Torian Graham made Jumper. Assisted by Tra Holder.,71,60
4:25,166,Ian Baker missed Three Point Jumper.,71,60
4:25,9,Kodi Justice Defensive Rebound.,71,60
4:19,9,Tra Holder missed Jumper.,71,60
4:19,166,Jemerrio Jones Defensive Rebound.,71,60
4:11,166,Eli Chuha made Layup. Assisted by Braxton Huggins.,73,60
3:58,9,Torian Graham missed Three Point Jumper.,73,60
3:58,166,Jemerrio Jones Defensive Rebound.,73,60
3:52,166,Ian Baker made Layup.,75,60
3:49,9,Arizona St  Timeout,75,60
3:49,9,Official TV Timeout,75,60
3:48,166,Foul on Braxton Huggins.,75,60
3:48,9,Tra Holder made Free Throw.,75,61
3:48,9,Tra Holder made Free Throw.,75,62
3:20,166,Ian Baker missed Three Point Jumper.,75,62
3:20,9,Shannon Evans II Defensive Rebound.,75,62
3:09,9,Obinna Oleka missed Three Point Jumper.,75,62
3:09,9,Tra Holder Offensive Rebound.,75,62
3:01,9,Tra Holder missed Layup.,75,62
3:01,166,Jemerrio Jones Block.,75,62
3:01,9,Arizona St Offensive Rebound.,75,62
2:53,9,Torian Graham made Layup.,75,64
2:28,9,Foul on Kodi Justice.,75,64
2:28,166,Jermaine Haley made Free Throw.,76,64
2:28,9,Foul on Arizona St.,75,64
2:28,166,Jermaine Haley missed Free Throw.,76,64
2:28,9,Obinna Oleka Defensive Rebound.,76,64
2:24,9,Shannon Evans II made Layup.,76,66
1:45,166,Braxton Huggins Turnover.,76,66
1:27,9,Tra Holder missed Three Point Jumper.,76,66
1:27,166,New Mexico St Defensive Rebound.,76,66
1:26,166,New Mexico St  Timeout,76,66
1:15,166,Braxton Huggins missed Layup.,76,66
1:15,9,Obinna Oleka Defensive Rebound.,76,66
1:04,9,Torian Graham missed Jumper.,76,66
1:04,166,Jemerrio Jones Block.,76,66
1:04,166,Braxton Huggins Defensive Rebound.,76,66
1:04,9,Foul on Obinna Oleka.,76,66
1:04,166,Braxton Huggins made Free Throw.,77,66
1:04,166,Braxton Huggins made Free Throw.,78,66
0:55,9,Shannon Evans II missed Three Point Jumper.,78,66
0:55,9,Obinna Oleka Offensive Rebound.,78,66
0:55,166,Foul on Braxton Huggins.,78,66
0:55,9,Obinna Oleka made Free Throw.,78,67
0:55,9,Obinna Oleka made Free Throw.,78,68
0:49,9,Foul on Kodi Justice.,78,68
0:49,166,Ian Baker made Free Throw.,79,68
0:49,166,Ian Baker Turnover.,79,68
0:43,9,Obinna Oleka made Dunk. Assisted by Tra Holder.,79,70
0:38,9,Foul on Tra Holder.,79,70
0:38,166,Braxton Huggins made Free Throw.,80,70
0:38,166,Braxton Huggins made Free Throw.,81,70
0:34,9,Shannon Evans II Turnover.,81,70
0:34,166,Jemerrio Jones Steal.,81,70
0:02,166,Ian Baker Turnover.,81,70
0:00,9,End of Game,81,70
