Michigan State,135,Minnesota,127
8:33,127,Alvin Ellis III made Three Point Jumper. Assisted by Cassius Winston.,15,18
8:22,135,Dupree McBrayer Turnover.,15,18
8:22,127,Joshua Langford Steal.,15,18
8:15,127,Alvin Ellis III Turnover.,15,18
8:15,135,Amir Coffey Steal.,15,18
8:09,135,Amir Coffey made Layup. Assisted by Nate Mason.,15,20
7:59,127,Foul on Kenny Goins.,15,20
7:59,127,Kenny Goins Turnover.,15,20
7:59,135,Official TV Timeout,15,20
7:37,135,Amir Coffey missed Layup.,15,20
7:37,127,Matt Van Dyk Defensive Rebound.,15,20
7:31,135,Foul on Amir Coffey.,15,20
7:31,127,Matt Van Dyk made Free Throw.,16,20
7:31,127,Matt Van Dyk missed Free Throw.,16,20
7:31,135,Jordan Murphy Defensive Rebound.,16,20
7:16,135,Nate Mason made Jumper.,16,22
6:54,127,Cassius Winston Turnover.,16,22
6:54,135,Jordan Murphy Steal.,16,22
6:46,135,Nate Mason missed Jumper.,16,22
6:46,127,Alvin Ellis III Block.,16,22
6:46,135,Minnesota Offensive Rebound.,16,22
6:35,135,Nate Mason missed Jumper.,16,22
6:35,135,Nate Mason Offensive Rebound.,16,22
6:31,127,Foul on Alvin Ellis III.,16,22
6:31,135,Nate Mason made Free Throw.,16,23
6:31,135,Nate Mason made Free Throw.,16,24
6:13,127,Nick Ward missed Jumper.,16,24
6:13,135,Eric Curry Block.,16,24
6:13,135,Jordan Murphy Defensive Rebound.,16,24
6:04,135,Amir Coffey made Layup. Assisted by Jordan Murphy.,16,26
6:00,127,Michigan St  Timeout,16,26
5:45,127,Alvin Ellis III missed Jumper.,16,26
5:45,135,Eric Curry Defensive Rebound.,16,26
5:45,127,Foul on Kenny Goins.,16,26
5:45,135,Eric Curry made Free Throw.,16,27
5:45,135,Eric Curry made Free Throw.,16,28
5:20,127,Lourawls Nairn Jr. made Layup.,18,28
5:03,135,Nate Mason missed Jumper.,18,28
5:03,127,Matt Van Dyk Defensive Rebound.,18,28
4:32,127,Lourawls Nairn Jr. missed Three Point Jumper.,18,28
4:32,135,Jordan Murphy Defensive Rebound.,18,28
4:19,127,Foul on Matt Van Dyk.,18,28
4:19,135,Jordan Murphy made Free Throw.,18,29
4:19,135,Jordan Murphy made Free Throw.,18,30
4:04,135,Foul on Eric Curry.,18,30
4:04,127,Nick Ward made Free Throw.,19,30
4:04,127,Nick Ward missed Free Throw.,19,30
4:04,135,Eric Curry Defensive Rebound.,19,30
3:52,135,Akeem Springs Turnover.,19,30
3:52,127,Joshua Langford Steal.,19,30
3:48,127,Nick Ward made Layup. Assisted by Joshua Langford.,21,30
3:16,135,Amir Coffey made Jumper.,21,32
2:57,135,Foul on Nate Mason.,21,32
2:57,135,Official TV Timeout,21,32
2:57,127,Nick Ward missed Free Throw.,21,32
2:57,127,Michigan St Deadball Team Rebound.,21,32
2:57,127,Nick Ward made Free Throw.,22,32
2:42,135,Nate Mason made Jumper. Assisted by Amir Coffey.,22,34
2:23,127,Matt McQuaid made Jumper.,24,34
2:04,135,Akeem Springs Turnover.,24,34
2:04,127,Matt McQuaid Steal.,24,34
1:55,135,Foul on Bakary Konate.,24,34
1:55,127,Nick Ward missed Free Throw.,24,34
1:55,127,Michigan St Deadball Team Rebound.,24,34
1:55,127,Nick Ward missed Free Throw.,24,34
1:55,135,Jordan Murphy Defensive Rebound.,24,34
1:43,127,Foul on Cassius Winston.,24,34
1:43,135,Dupree McBrayer made Free Throw.,24,35
1:43,135,Dupree McBrayer made Free Throw.,24,36
1:29,127,Matt McQuaid missed Jumper.,24,36
1:29,135,Jordan Murphy Defensive Rebound.,24,36
1:08,135,Amir Coffey made Three Point Jumper.,24,39
1:02,135,Minnesota  Timeout,24,39
0:40,127,Nick Ward made Jumper. Assisted by Matt McQuaid.,26,39
0:10,135,Jordan Murphy missed Three Point Jumper.,26,39
0:10,127,Matt McQuaid Defensive Rebound.,26,39
0:02,127,Lourawls Nairn Jr. missed Jumper.,26,39
0:02,135,Eric Curry Defensive Rebound.,26,39
0:00,135,End of 1st half,26,39
20:00,135,Jump Ball won by Minnesota,26,39
19:49,135,Nate Mason missed Jumper.,26,39
19:49,127,Nick Ward Block.,26,39
19:49,127,Matt Van Dyk Defensive Rebound.,26,39
19:17,127,Matt McQuaid missed Three Point Jumper.,26,39
19:17,135,Jordan Murphy Defensive Rebound.,26,39
19:07,135,Nate Mason Turnover.,26,39
19:07,127,Matt McQuaid Steal.,26,39
19:03,135,Foul on Reggie Lynch.,26,39
19:03,127,Nick Ward missed Free Throw.,26,39
19:03,127,Michigan St Deadball Team Rebound.,26,39
19:03,127,Nick Ward made Free Throw.,27,39
18:48,135,Jordan Murphy missed Jumper.,27,39
18:48,127,Nick Ward Block.,27,39
18:48,135,Reggie Lynch Offensive Rebound.,27,39
18:36,135,Reggie Lynch missed Jumper.,27,39
18:36,127,Alvin Ellis III Defensive Rebound.,27,39
18:17,127,Alvin Ellis III missed Jumper.,27,39
18:17,127,Alvin Ellis III Offensive Rebound.,27,39
18:17,127,Alvin Ellis III made Jumper.,29,39
17:53,135,Jordan Murphy Turnover.,29,39
17:53,127,Nick Ward Steal.,29,39
17:44,127,Matt McQuaid Turnover.,29,39
17:32,135,Amir Coffey missed Jumper.,29,39
17:32,127,Lourawls Nairn Jr. Defensive Rebound.,29,39
17:27,127,Eron Harris missed Three Point Jumper.,29,39
17:27,135,Amir Coffey Defensive Rebound.,29,39
17:19,135,Nate Mason Turnover.,29,39
17:19,127,Matt Van Dyk Steal.,29,39
17:14,127,Lourawls Nairn Jr. made Layup.,31,39
16:56,135,Nate Mason missed Three Point Jumper.,31,39
16:56,127,Lourawls Nairn Jr. Defensive Rebound.,31,39
16:47,127,Alvin Ellis III made Layup. Assisted by Lourawls Nairn Jr..,33,39
16:45,135,Minnesota  Timeout,33,39
16:33,135,Amir Coffey missed Jumper.,33,39
16:33,135,Jordan Murphy Offensive Rebound.,33,39
16:33,127,Foul on Kenny Goins.,33,39
16:33,135,Jordan Murphy missed Free Throw.,33,39
16:33,135,Minnesota Deadball Team Rebound.,33,39
16:33,135,Jordan Murphy made Free Throw.,33,40
16:09,127,Lourawls Nairn Jr. missed Layup.,33,40
16:09,135,Jordan Murphy Defensive Rebound.,33,40
15:59,135,Amir Coffey made Layup. Assisted by Nate Mason.,33,42
15:27,127,Lourawls Nairn Jr. made Three Point Jumper. Assisted by Matt Van Dyk.,36,42
15:15,127,Foul on Eron Harris.,36,42
15:15,135,Official TV Timeout,36,42
15:03,127,Foul on Kyle Ahrens.,36,42
15:03,135,Amir Coffey made Free Throw.,36,43
15:03,135,Amir Coffey made Free Throw.,36,44
14:50,127,Joshua Langford made Jumper. Assisted by Matt McQuaid.,38,44
14:27,127,Foul on Alvin Ellis III.,38,44
14:27,135,Jordan Murphy made Free Throw.,38,45
14:27,135,Jordan Murphy missed Free Throw.,38,45
14:27,127,Alvin Ellis III Defensive Rebound.,38,45
14:20,127,Joshua Langford missed Jumper.,38,45
14:20,135,Jordan Murphy Defensive Rebound.,38,45
14:12,135,Akeem Springs made Three Point Jumper. Assisted by Nate Mason.,38,48
13:50,127,Matt Van Dyk made Layup. Assisted by Cassius Winston.,40,48
13:27,127,Foul on Matt Van Dyk.,40,48
13:27,135,Nate Mason made Free Throw.,40,49
13:27,135,Nate Mason made Free Throw.,40,50
13:20,127,Alvin Ellis III missed Three Point Jumper.,40,50
13:20,135,Nate Mason Defensive Rebound.,40,50
12:51,135,Reggie Lynch made Layup. Assisted by Eric Curry.,40,52
12:32,135,Foul on Eric Curry.,40,52
12:27,127,Kyle Ahrens missed Layup.,40,52
12:27,135,Nate Mason Defensive Rebound.,40,52
12:02,135,Reggie Lynch missed Jumper.,40,52
12:02,127,Eron Harris Defensive Rebound.,40,52
11:55,135,Foul on Reggie Lynch.,40,52
11:55,135,Official TV Timeout,40,52
11:52,127,Eron Harris missed Jumper.,40,52
11:52,127,Kyle Ahrens Offensive Rebound.,40,52
11:34,127,Nick Ward Turnover.,40,52
11:22,135,Dupree McBrayer made Layup.,40,54
11:09,127,Eron Harris made Layup.,42,54
11:09,135,Foul on Eric Curry.,42,54
11:09,127,Eron Harris made Free Throw.,43,54
10:51,135,Jordan Murphy missed Jumper.,43,54
10:51,127,Kyle Ahrens Defensive Rebound.,43,54
10:44,127,Lourawls Nairn Jr. made Layup. Assisted by Kyle Ahrens.,45,54
10:20,127,Foul on Kyle Ahrens.,45,54
10:20,135,Amir Coffey missed Free Throw.,45,54
10:20,135,Minnesota Deadball Team Rebound.,45,54
10:20,135,Amir Coffey made Free Throw.,45,55
9:56,127,Alvin Ellis III missed Three Point Jumper.,45,55
9:56,135,Akeem Springs Defensive Rebound.,45,55
9:38,127,Foul on Kyle Ahrens.,45,55
9:38,135,Jordan Murphy missed Free Throw.,45,55
9:38,127,Nick Ward Defensive Rebound.,45,55
9:27,127,Nick Ward made Jumper. Assisted by Cassius Winston.,47,55
9:27,135,Foul on Bakary Konate.,47,55
9:27,127,Nick Ward missed Free Throw.,47,55
9:27,135,Jordan Murphy Defensive Rebound.,47,55
9:06,135,Amir Coffey missed Three Point Jumper.,47,55
9:06,127,Lourawls Nairn Jr. Defensive Rebound.,47,55
8:59,135,Foul on Dupree McBrayer.,47,55
8:59,127,Lourawls Nairn Jr. missed Free Throw.,47,55
8:59,127,Michigan St Deadball Team Rebound.,47,55
8:59,127,Lourawls Nairn Jr. made Free Throw.,48,55
8:37,135,Bakary Konate missed Layup.,48,55
8:37,127,Alvin Ellis III Block.,48,55
8:37,135,Amir Coffey Offensive Rebound.,48,55
8:30,135,Amir Coffey missed Three Point Jumper.,48,55
8:30,127,Nick Ward Defensive Rebound.,48,55
8:23,127,Lourawls Nairn Jr. missed Layup.,48,55
8:23,135,Jordan Murphy Block.,48,55
8:23,127,Michigan St Offensive Rebound.,48,55
8:17,127,Nick Ward made Dunk. Assisted by Eron Harris.,50,55
7:59,135,Dupree McBrayer Turnover.,50,55
7:59,135,Official TV Timeout,50,55
7:31,127,Alvin Ellis III made Three Point Jumper. Assisted by Lourawls Nairn Jr..,53,55
7:13,127,Foul on Cassius Winston.,53,55
7:13,135,Dupree McBrayer missed Free Throw.,53,55
7:13,127,Alvin Ellis III Defensive Rebound.,53,55
6:55,127,Alvin Ellis III made Layup. Assisted by Cassius Winston.,55,55
6:39,127,Foul on Cassius Winston.,55,55
6:39,135,Amir Coffey made Free Throw.,55,56
6:39,135,Amir Coffey made Free Throw.,55,57
6:33,127,Alvin Ellis III missed Three Point Jumper.,55,57
6:33,135,Amir Coffey Defensive Rebound.,55,57
6:21,135,Jordan Murphy missed Jumper.,55,57
6:21,127,Kenny Goins Block.,55,57
6:21,135,Jordan Murphy Offensive Rebound.,55,57
6:19,127,Foul on Kenny Goins.,55,57
6:19,135,Jordan Murphy missed Free Throw.,55,57
6:19,135,Minnesota Deadball Team Rebound.,55,57
6:19,135,Jordan Murphy missed Free Throw.,55,57
6:19,127,Nick Ward Defensive Rebound.,55,57
6:01,127,Nick Ward made Jumper.,57,57
5:29,135,Amir Coffey missed Jumper.,57,57
5:29,127,Michigan St Defensive Rebound.,57,57
5:29,135,Foul on Jordan Murphy.,57,57
5:29,127,Alvin Ellis III made Free Throw.,58,57
5:29,127,Alvin Ellis III missed Free Throw.,58,57
5:29,135,Jordan Murphy Defensive Rebound.,58,57
5:09,135,Nate Mason made Jumper.,58,59
4:41,127,Nick Ward made Jumper. Assisted by Joshua Langford.,60,59
4:41,135,Foul on Reggie Lynch.,60,59
4:41,127,Nick Ward missed Free Throw.,60,59
4:41,135,Jordan Murphy Defensive Rebound.,60,59
4:21,127,Foul on Lourawls Nairn Jr..,60,59
4:21,135,Nate Mason made Free Throw.,60,60
4:21,135,Nate Mason made Free Throw.,60,61
3:54,127,Nick Ward made Jumper. Assisted by Alvin Ellis III.,62,61
3:32,135,Nate Mason missed Three Point Jumper.,62,61
3:32,127,Lourawls Nairn Jr. Defensive Rebound.,62,61
3:02,127,Nick Ward made Layup.,64,61
2:51,135,Dupree McBrayer missed Jumper.,64,61
2:51,127,Nick Ward Block.,64,61
2:51,135,Minnesota Offensive Rebound.,64,61
2:46,135,Official TV Timeout,64,61
2:43,135,Amir Coffey missed Jumper.,64,61
2:43,135,Eric Curry Offensive Rebound.,64,61
2:39,127,Foul on Joshua Langford.,64,61
2:39,135,Eric Curry made Free Throw.,64,62
2:39,135,Eric Curry made Free Throw.,64,63
2:22,127,Nick Ward missed Jumper.,64,63
2:22,135,Bakary Konate Block.,64,63
2:22,127,Michigan St Offensive Rebound.,64,63
2:13,127,Cassius Winston made Layup.,66,63
1:51,135,Nate Mason made Jumper. Assisted by Amir Coffey.,66,65
1:36,127,Michigan St  Timeout,66,65
1:29,127,Joshua Langford missed Three Point Jumper.,66,65
1:29,135,Jordan Murphy Defensive Rebound.,66,65
1:11,135,Dupree McBrayer missed Jumper.,66,65
1:11,127,Eron Harris Defensive Rebound.,66,65
0:51,127,Eron Harris missed Jumper.,66,65
0:51,135,Bakary Konate Block.,66,65
0:51,135,Nate Mason Defensive Rebound.,66,65
0:45,127,Foul on Cassius Winston.,66,65
0:45,135,Nate Mason made Free Throw.,66,66
0:45,135,Nate Mason missed Free Throw.,66,66
0:45,127,Nick Ward Defensive Rebound.,66,66
0:34,127,Michigan St  Timeout,66,66
0:26,135,Foul on Nate Mason.,66,66
0:26,127,Nick Ward missed Free Throw.,66,66
0:26,135,Bakary Konate Defensive Rebound.,66,66
0:03,135,Amir Coffey missed Jumper.,66,66
0:03,127,Alvin Ellis III Defensive Rebound.,66,66
0:00,135,End of 2nd half,66,66
5:00,135,Jump Ball won by Minnesota,66,66
4:34,135,Dupree McBrayer missed Jumper.,66,66
4:34,135,Bakary Konate Offensive Rebound.,66,66
4:30,135,Bakary Konate Turnover.,66,66
4:22,127,Alvin Ellis III missed Three Point Jumper.,66,66
4:22,127,Michigan St Offensive Rebound.,66,66
3:58,127,Joshua Langford made Layup.,68,66
3:38,135,Dupree McBrayer missed Three Point Jumper.,68,66
3:38,135,Jordan Murphy Offensive Rebound.,68,66
3:33,127,Foul on Alvin Ellis III.,68,66
3:33,135,Jordan Murphy made Free Throw.,68,67
3:33,135,Jordan Murphy made Free Throw.,68,68
3:17,127,Eron Harris missed Jumper.,68,68
3:17,135,Jordan Murphy Defensive Rebound.,68,68
3:02,135,Nate Mason missed Jumper.,68,68
3:02,127,Eron Harris Defensive Rebound.,68,68
2:33,127,Lourawls Nairn Jr. made Three Point Jumper.,71,68
2:22,135,Minnesota  Timeout,71,68
2:12,135,Jordan Murphy made Layup. Assisted by Amir Coffey.,71,70
2:12,127,Foul on Alvin Ellis III.,71,70
2:12,135,Jordan Murphy missed Free Throw.,71,70
2:12,127,Nick Ward Defensive Rebound.,71,70
1:47,127,Lourawls Nairn Jr. missed Three Point Jumper.,71,70
1:47,135,Bakary Konate Defensive Rebound.,71,70
1:32,135,Amir Coffey missed Three Point Jumper.,71,70
1:32,135,Bakary Konate Offensive Rebound.,71,70
1:27,135,Bakary Konate made Dunk.,71,72
1:04,127,Eron Harris made Layup.,73,72
0:34,127,Foul on Eron Harris.,73,72
0:34,135,Dupree McBrayer made Free Throw.,73,73
0:34,135,Dupree McBrayer made Free Throw.,73,74
0:24,127,Michigan St  Timeout,73,74
0:11,135,Foul on Nate Mason.,73,74
0:11,135,Minnesota  Timeout,73,74
0:11,127,Alvin Ellis III made Free Throw.,74,74
0:11,127,Alvin Ellis III made Free Throw.,75,74
0:11,127,Michigan St  Timeout,75,74
0:02,135,Nate Mason missed Jumper.,75,74
0:02,135,Minnesota Offensive Rebound.,75,74
0:00,135,End of Game,75,74
